gene_id	TCGA-BH-A1FE-01A-11R-A13Q-07	gene_id	TCGA-BH-A1FE-11B-14R-A13Q-07
EFR3A	4759.2755	EFR3A	2431.0164
EFR3B	104.2354	EFR3B	74.0482
EFS	1082.2167	EFS	905.6933
EFTUD1	862.4335	EFTUD1	828.8509
EFTUD2	2733.0146	EFTUD2	1434.5093
EGFL6	322.9412	EGFL6	16.4163
EGFL7	138.9805	EGFL7	239.6088
EGFL8	30.072	EGFL8	62.934
EGFLAM	313.5142	EGFLAM	320.992
EGFR	628.6391	EGFR	2470.475
EGF	72.9917	EGF	2283.6186
EGLN1	1022.9614	EGLN1	1915.8226
EGLN2	639.1489	EGLN2	274.1879
EGLN3	855.4306	EGLN3	289.2071
EGOT	11.5817	EGOT	37.7227
EGR1	9718.4028	EGR1	73887.8798
EGR2	1148.4749	EGR2	6405.868
EGR3	1315.467	EGR3	12774.7118
EHBP1L1	281.4625	EHBP1L1	159.9721
EHBP1	1142.8187	EHBP1	1716.3535
EHD1	1069.2883	EHD1	549.773
EHD2	1912.3291	EHD2	2249.0395
EHD3	489.1253	EHD3	645.1275
EHD4	1592.8894	EHD4	924.5547
EHF	2530.2	EHF	12315.7527
EHHADH	260.9925	EHHADH	424.38
EHMT1	1512.3561	EHMT1	870.0664
EHMT2	1003.5688	EHMT2	721.6207
EI24	3151.8416	EI24	3267.2022
EID1	2390.4114	EID1	3979.043
EID2B	26.1262	EID2B	38.072
EID2	158.9119	EID2	200.489
EID3	35.5532	EID3	42.2634
EIF1AD	789.4418	EIF1AD	543.4859
EIF1AX	2233.6543	EIF1AX	3956.3395
EIF1B	559.6929	EIF1B	1143.2064
EIF1	9182.6813	EIF1	14659.4481
EIF2AK1	5001.0154	EIF2AK1	3261.1806
EIF2AK2	1038.5833	EIF2AK2	741.1806
EIF2AK3	1089.4889	EIF2AK3	1231.5753
EIF2AK4	2372.9042	EIF2AK4	2228.781
EIF2A	1863.5782	EIF2A	5366.3989
EIF2B1	1177.2945	EIF2B1	1388.0545
EIF2B2	491.28	EIF2B2	428.9207
EIF2B3	445.7612	EIF2B3	565.4907
EIF2B4	639.6876	EIF2B4	631.8547
EIF2B5	1325.1633	EIF2B5	929.7939
EIF2C1	1482.7284	EIF2C1	1504.0168
EIF2C2	294.1216	EIF2C2	237.1638
EIF2C3	217.3591	EIF2C3	306.322
EIF2C4	435.7956	EIF2C4	916.5211
EIF2S1	1918.7933	EIF2S1	2204.3311
EIF2S2	1643.2563	EIF2S2	1418.0929
EIF2S3	6773.9546	EIF2S3	9363.6046
EIF3A	5637.0615	EIF3A	7473.2798
EIF3B	3569.3219	EIF3B	3282.5707
EIF3CL	7749.1698	EIF3CL	9000.6916
EIF3C	300.1199	EIF3C	285.7213
EIF3D	3836.7787	EIF3D	7000.3493
EIF3E	8313.5142	EIF3E	17413.2029
EIF3F	2214.8004	EIF3F	3182.3262
EIF3G	1021.2915	EIF3G	1480.5623
EIF3H	6325.7693	EIF3H	5839.3294
EIF3I	3962.5614	EIF3I	2959.8323
EIF3J	1568.9179	EIF3J	2068.8089
EIF3K	1829.1024	EIF3K	2894.167
EIF3L	7506.0265	EIF3L	20672.7209
EIF3M	2217.1355	EIF3M	4231.0059
EIF4A1	8793.5089	EIF4A1	10024.3521
EIF4A2	9173.793	EIF4A2	14133.4265
EIF4A3	2094.4044	EIF4A3	1210.9675
EIF4B	8311.8713	EIF4B	17823.5103
EIF4E2	1550.6027	EIF4E2	1203.6326
EIF4E3	845.465	EIF4E3	1625.2183
EIF4EBP1	358.7637	EIF4EBP1	322.3891
EIF4EBP2	5334.5903	EIF4EBP2	9448.4806
EIF4EBP3	150.441	EIF4EBP3	396.6643
EIF4ENIF1	834.9606	EIF4ENIF1	870.4156
EIF4E	851.3905	EIF4E	704.1565
EIF4G1	7140.2599	EIF4G1	4113.5173
EIF4G2	29009.4943	EIF4G2	20989.1722
EIF4G3	2608.8479	EIF4G3	1578.065
EIF4H	2831.8632	EIF4H	2841.7744
EIF5A2	198.2358	EIF5A2	244.1495
EIF5AL1	826.611	EIF5AL1	573.5243
EIF5A	3814.4233	EIF5A	2642.3332
EIF5B	4186.1154	EIF5B	2775.7597
EIF5	3108.4775	EIF5	6297.5899
EIF6	1366.3726	EIF6	1001.3971
ELAC1	74.3196	ELAC1	184.3451
ELAC2	953.4711	ELAC2	840.7265
ELAVL1	1865.4636	ELAVL1	1556.0601
ELAVL2	75.6851	ELAVL2	13.9714
ELF1	2069.0863	ELF1	2911.6312
ELF2	1065.5175	ELF2	1316.4513
ELF3	2407.6493	ELF3	2377.9253
ELF4	818.8001	ELF4	413.5522
ELF5	526.0252	ELF5	8732.0992
ELFN1	35.0145	ELFN1	17.8135
ELK1	829.3044	ELK1	606.357
ELK3	1051.2423	ELK3	1017.4642
ELK4	339.1017	ELK4	414.2508
ELL2	892.0611	ELL2	2578.4143
ELL3	479.1381	ELL3	333.7234
ELL	340.7178	ELL	290.6043
ELMO1	572.8907	ELMO1	481.3133
ELMO2	1503.1984	ELMO2	994.7607
ELMO3	144.6367	ELMO3	213.7618
ELMOD2	453.3028	ELMOD2	266.1544
ELMOD3	351.2221	ELMOD3	348.2361
ELN	1550.6027	ELN	241.0059
ELOF1	579.8936	ELOF1	416.3465
ELOVL1	1962.9655	ELOVL1	1533.0073
ELOVL2	366.5746	ELOVL2	225.6374
ELOVL3	5.3868	ELOVL3	28.292
ELOVL4	56.0232	ELOVL4	86.2731
ELOVL5	15974.9512	ELOVL5	4342.2983
ELOVL6	354.9929	ELOVL6	148.4457
ELOVL7	270.6888	ELOVL7	252.183
removed	removed	ELP2P	5.2393
ELP2	1878.6614	ELP2	3046.1055
ELP3	767.3557	ELP3	969.9616
ELP4	245.3707	ELP4	287.81
ELTD1	937.3106	ELTD1	1565.4907
EMB	955.6259	EMB	885.0856
EMCN	677.3955	EMCN	1160.3213
EMD	759.8142	EMD	687.3908
EME1	58.5442	EME1	23.7932
EME2	13.4671	removed	removed
EMG1	443.6065	EMG1	398.4806
EMID1	59.794	EMID1	27.9427
EMID2	5.6562	EMID2	15.3685
EMILIN1	836.3073	EMILIN1	142.8571
EMILIN2	296.2763	EMILIN2	174.2927
EMILIN3	6.5612	EMILIN3	100.6357
EML1	410.7468	EML1	357.3175
EML2	161.0666	EML2	163.4649
EML3	386.506	EML3	288.1593
EML4	2005.5215	EML4	2912.3297
EML5	81.072	EML5	191.0583
EML6	15.6218	EML6	67.0625
EMP1	4131.9776	EMP1	10442.1935
EMP2	7650.6633	EMP2	2366.7482
EMP3	556.7302	EMP3	298.2885
EMR1	12.9284	EMR1	16.4163
EMR2	151.1009	EMR2	187.9148
removed	removed	EMR4P	5.9378
EMX1	75.9545	removed	removed
EMX2OS	60.8713	EMX2OS	83.4789
EMX2	23.9714	EMX2	14.6699
EN1	18.0459	EN1	15.0192
ENAH	8317.8237	ENAH	4095.0052
ENC1	2240.633	ENC1	817.9951
ENDOD1	1307.1174	ENDOD1	3137.6179
ENDOG	82.8927	ENDOG	72.7908
removed	removed	ENDOU	16.7656
ENGASE	115.0091	ENGASE	223.891
ENG	2867.955	ENG	1331.4705
ENHO	91.0376	ENHO	19.9092
ENO1	10796.5794	ENO1	13093.6081
ENO2	305.9727	ENO2	316.4513
ENO3	17.7766	ENO3	27.2441
ENOPH1	952.1244	ENOPH1	836.8844
ENOSF1	397.4655	ENOSF1	679.8044
ENOX1	57.1005	ENOX1	52.3926
ENOX2	368.7294	ENOX2	444.2892
ENPEP	143.29	ENPEP	201.5368
ENPP1	1288.2634	ENPP1	1027.2441
ENPP2	1405.6966	ENPP2	3377.576
ENPP3	53.3297	ENPP3	67.0625
ENPP4	399.7037	ENPP4	852.9514
ENPP5	723.453	ENPP5	633.6011
ENPP6	17.5072	ENPP6	68.4597
ENSA	3711.2652	ENSA	2767.7262
ENTHD1	14.0058	removed	removed
ENTPD1	2458.2829	ENTPD1	1417.7401
ENTPD2	260.7232	ENTPD2	178.8334
ENTPD3	121.204	ENTPD3	46.0042
ENTPD4	711.6019	ENTPD4	559.2036
ENTPD5	338.2533	ENTPD5	292.0293
ENTPD6	1387.112	ENTPD6	1073.3496
ENTPD7	1058.8432	ENTPD7	371.0164
ENY2	776.5134	ENY2	369.5424
EOMES	115.2784	EOMES	36.6748
EP300	5084.6408	EP300	4416.6958
EP400NL	141.1353	EP400NL	179.8812
EP400	1976.7019	EP400	2111.7709
EPAS1	3518.6856	EPAS1	5467.6912
EPB41L1	3025.2508	EPB41L1	1589.2421
EPB41L2	1553.0267	EPB41L2	3103.0388
EPB41L3	600.3636	EPB41L3	611.5962
EPB41L4A	653.424	EPB41L4A	682.1516
EPB41L4B	408.0533	EPB41L4B	1707.6493
EPB41L5	1130.1596	EPB41L5	774.0133
EPB41	2337.3079	EPB41	1708.9836
EPB49	152.9863	EPB49	432.0643
EPC1	781.6309	EPC1	1532.3088
EPC2	989.0243	EPC2	1707.6493
EPCAM	4063.5647	EPCAM	3283.9679
EPDR1	195.8117	EPDR1	618.9312
EPHA10	58.9859	EPHA10	38.072
EPHA1	315.669	EPHA1	245.5466
EPHA2	173.4563	EPHA2	703.1086
EPHA3	83.7654	EPHA3	59.029
EPHA4	273.1129	EPHA4	862.3821
removed	removed	EPHA6	6.9857
EPHA7	9.9657	EPHA7	337.4083
EPHB1	70.029	EPHB1	594.8306
EPHB2	240.5225	EPHB2	35.627
EPHB3	760.8915	EPHB3	1222.8432
EPHB4	1996.9026	EPHB4	1362.5568
EPHB6	52.7911	EPHB6	124.3451
EPHX1	2109.2182	EPHX1	1540.6916
EPHX2	366.5746	EPHX2	976.598
EPHX3	6.4642	EPHX3	14.3206
EPHX4	98.0405	EPHX4	42.2634
EPM2AIP1	1062.016	EPM2AIP1	2636.3954
EPM2A	79.4559	EPM2A	202.5847
EPN1	791.3272	EPN1	539.2944
EPN2	891.5225	EPN2	1022.3542
EPN3	657.4641	EPN3	141.46
EPOR	44.7108	EPOR	88.3688
EPPK1	3230.2202	EPPK1	543.8351
EPR1	363.9809	EPR1	21.3378
EPRS	5231.1629	EPRS	4636.3954
EPS15L1	949.431	EPS15L1	635.3475
EPS15	2229.6142	EPS15	2945.861
EPS8L1	201.4679	EPS8L1	91.5124
EPS8L2	471.6181	EPS8L2	527.7681
EPS8	1813.7499	EPS8	2151.24
EPSTI1	768.4331	EPSTI1	77.541
EPT1	2381.7817	EPT1	1648.2676
EPYC	8.3496	removed	removed
ERAL1	1160.5952	ERAL1	804.401
ERAP1	1762.0174	ERAP1	2706.2801
ERAP2	1401.1178	ERAP2	1548.0265
ERBB2IP	3360.0431	ERBB2IP	3896.9612
removed	removed	ERBB2	2358.7146
ERBB3	7969.0257	ERBB3	5178.1348
ERBB4	1579.4223	ERBB4	1077.541
ERC1	2406.5719	ERC1	1836.5351
removed	removed	ERC2	14.3206
ERCC1	570.4666	ERCC1	681.8023
ERCC2	242.9466	ERCC2	239.4097
ERCC3	1111.3056	ERCC3	1241.7045
ERCC4	455.9962	ERCC4	484.1076
ERCC5	848.1584	ERCC5	1634.3765
ERCC6L	252.6429	ERCC6L	46.8041
ERCC6	571.8834	ERCC6	643.43
ERCC8	139.7886	ERCC8	201.1876
EREG	20.47	EREG	104.4359
ERF	361.1878	ERF	600.7684
ERGIC1	6895.6973	ERGIC1	3176.3884
ERGIC2	1050.4343	ERGIC2	917.569
ERGIC3	3543.4651	ERGIC3	2855.3964
ERG	443.0678	ERG	668.1802
ERH	1927.143	ERH	1292.7
ERI1	482.6611	ERI1	507.8589
ERI2	525.0825	ERI2	692.0922
ERI3	799.6768	ERI3	641.9839
ERICH1	132.5163	ERICH1	259.8673
ERLEC1	1891.5898	ERLEC1	1740.482
ERLIN1	1334.0516	ERLIN1	1601.8163
ERLIN2	1841.2228	ERLIN2	2544.3206
ERMAP	332.9069	ERMAP	584.7014
ERMN	16.9686	ERMN	10.8278
ERMP1	5265.3262	ERMP1	1884.5966
ERN1	209.0095	ERN1	336.0112
ERO1LB	311.6288	ERO1LB	581.9071
ERO1L	1290.1488	ERO1L	722.3192
ERP27	155.1411	ERP27	91.1631
ERP29	1702.781	ERP29	933.2868
ERP44	1117.7698	ERP44	1817.6738
ERRFI1	1874.3519	ERRFI1	4509.256
ERVFRDE1	9.427	ERVFRDE1	7.335
ESAM	523.3318	ESAM	531.9595
ESCO1	869.9751	ESCO1	1033.8805
ESCO2	313.2449	ESCO2	49.249
ESD	1155.7471	ESD	3071.9525
ESF1	639.6876	ESF1	828.5016
ESM1	111.2383	ESM1	63.919
ESPL1	534.6441	ESPL1	90.4645
ESPN	258.5684	ESPN	43.6605
ESR1	3168.5408	ESR1	2049.249
ESR2	10.7737	ESR2	27.2441
ESRP1	4427.446	ESRP1	2170.1013
ESRP2	1018.1133	ESRP2	923.1575
ESRRA	165.9148	ESRRA	179.1827
ESRRG	175.0724	ESRRG	305.9728
ESYT1	5169.4835	ESYT1	3312.2599
ESYT2	4328.3281	ESYT2	5169.0534
ESYT3	8.8883	ESYT3	118.4073
ETAA1	476.7356	ETAA1	581.5578
ETF1	2675.1061	ETF1	5016.7656
ETFA	1423.7425	ETFA	1210.6182
ETFB	123.628	ETFB	155.0821
ETFDH	505.2858	ETFDH	614.0412
ETHE1	737.7281	ETHE1	363.9539
ETNK1	1896.438	ETNK1	2882.2913
ETNK2	1941.1487	ETNK2	258.4701
ETS1	4422.8671	ETS1	3814.5302
ETS2	2340.8525	ETS2	2865.5257
ETV1	530.8733	ETV1	1633.9504
ETV3L	7.0029	ETV3L	37.0241
ETV3	315.9383	ETV3	398.533
ETV4	89.1522	ETV4	213.7618
ETV5	377.3483	ETV5	1493.189
ETV6	1744.7983	ETV6	3647.5725
ETV7	69.2209	ETV7	15.7178
EVC2	106.3901	EVC2	175.3406
EVC	1248.9556	EVC	978.1243
EVI2A	591.7447	EVI2A	293.3985
EVI2B	897.7173	EVI2B	643.7304
EVI5L	192.3103	EVI5L	97.7995
EVI5	580.4323	EVI5	661.8931
EVL	1766.615	EVL	1041.5648
EVPLL	5.1175	removed	removed
EVPL	341.2565	EVPL	141.46
EWSR1	2830.7858	EWSR1	2805.4488
EXD2	846.8117	EXD2	997.555
EXD3	46.5962	EXD3	69.5075
EXO1	304.8953	EXO1	57.6319
EXOC1	1052.8584	EXOC1	1483.409
EXOC2	1519.359	EXOC2	1126.4408
EXOC3L2	30.9743	EXOC3L2	12.5742
EXOC3L	22.6301	EXOC3L	9.4796
EXOC3	620.2949	EXOC3	850.5065
EXOC4	1840.1454	EXOC4	1796.7167
EXOC5	1918.524	EXOC5	2139.3643
EXOC6B	356.8783	EXOC6B	412.1551
EXOC6	971.2477	EXOC6	706.9508
EXOC7	2158.5078	EXOC7	1990.999
EXOC8	518.2143	EXOC8	714.2857
EXOG	112.3157	EXOG	127.4886
EXOSC10	1678.2708	EXOSC10	1643.0318
EXOSC1	301.1245	EXOSC1	292.3507
EXOSC2	439.0277	EXOSC2	527.4188
EXOSC3	388.6607	EXOSC3	262.6615
EXOSC4	280.3852	EXOSC4	85.5746
EXOSC5	196.8891	EXOSC5	167.307
EXOSC6	183.1526	EXOSC6	244.8481
EXOSC7	291.6975	EXOSC7	283.2693
EXOSC8	178.9374	EXOSC8	385.8959
EXOSC9	527.7059	EXOSC9	582.1935
EXPH5	464.8845	EXPH5	790.4296
EXT1	1362.6018	EXT1	938.1767
EXT2	2518.6183	EXT2	1845.9658
EXTL1	33.9371	EXTL1	53.0912
EXTL2	511.2114	EXTL2	679.3573
EXTL3	1196.4177	EXTL3	1061.474
EYA1	30.4357	EYA1	39.4691
EYA2	250.7575	EYA2	783.0947
EYA3	259.6458	EYA3	284.3171
EYA4	6.1949	removed	removed
EYS	21.0087	EYS	39.8184
EZH1	757.1207	EZH1	1619.6298
EZH2	418.019	EZH2	201.8861
EZR	5447.4446	EZR	3394.6909
F10	32.8597	F10	25.4977
F11R	5433.7082	F11R	3616.1369
F12	18.5846	F12	11.1771
F13A1	1798.3974	F13A1	903.9469
F2RL1	296.007	F2RL1	525.3231
F2RL2	3054.0704	F2RL2	188.9626
F2RL3	37.4386	F2RL3	18.1628
F2R	3871.2545	F2R	1148.795
F3	649.3839	F3	1475.0262
F5	91.5763	F5	9.78
F7	36.8999	F7	11.5264
F8A1	67.8742	F8A1	49.5983
F8	549.9966	F8	1101.9909
FA2H	50.367	FA2H	155.7806
FAAH2	172.1096	FAAH2	180.2305
FAAH	218.1671	FAAH	150.8907
FABP3	58.7166	FABP3	338.1069
FABP4	195.273	FABP4	8172.197
FABP5	67.6049	FABP5	112.8187
FABP7	5.3868	FABP7	130.6322
FADD	364.9586	FADD	265.1065
FADS1	496.1282	FADS1	399.5809
FADS2	1441.2497	FADS2	244.8481
FADS3	211.9723	FADS3	153.6849
FAF1	822.3015	FAF1	1205.0297
FAF2	1886.4723	FAF2	2018.8613
FAHD1	552.9594	FAHD1	399.5809
FAHD2A	172.379	FAHD2A	286.4129
FAHD2B	159.1812	FAHD2B	111.0723
FAH	1241.3979	FAH	516.591
FAIM2	37.9772	FAIM2	56.9333
FAIM3	670.3441	FAIM3	215.5676
FAIM	197.6971	FAIM	231.9246
FAM100A	165.3761	FAM100A	166.2592
FAM100B	251.0269	FAM100B	250.0873
FAM101A	23.9714	FAM101A	42.6126
FAM101B	515.2515	FAM101B	460.3563
FAM102A	6138.5765	FAM102A	1213.7618
FAM102B	1288.5328	FAM102B	1741.1806
FAM103A1	397.2662	FAM103A1	449.5075
FAM104A	841.5595	FAM104A	763.7164
FAM104B	310.0128	FAM104B	267.5515
FAM105A	443.6065	FAM105A	339.504
FAM105B	661.2349	FAM105B	683.1994
removed	removed	FAM106A	14.3206
FAM106C	9.6963	FAM106C	30.737
FAM107A	111.5076	FAM107A	367.796
FAM107B	2741.6336	FAM107B	2001.7464
FAM108A1	222.2073	FAM108A1	153.6849
FAM108B1	357.6864	FAM108B1	743.9749
FAM108C1	620.2949	FAM108C1	604.6105
FAM109A	208.2015	FAM109A	112.8187
FAM109B	305.7033	FAM109B	139.7136
FAM10A4	363.0732	FAM10A4	528.1174
FAM110A	346.1046	FAM110A	133.4265
FAM110B	1269.1401	FAM110B	279.4272
FAM110C	7.2722	removed	removed
FAM111A	1565.1471	FAM111A	1559.2036
FAM111B	893.1385	FAM111B	247.293
FAM113A	391.6235	FAM113A	340.9012
FAM113B	219.7832	FAM113B	166.9577
FAM114A1	1027.2709	FAM114A1	493.5382
FAM114A2	577.2002	FAM114A2	641.2854
FAM115A	527.3719	FAM115A	556.7586
FAM115C	327.7544	FAM115C	831.0164
FAM116A	885.5969	FAM116A	1696.8215
FAM116B	99.6566	FAM116B	139.015
FAM117A	377.079	FAM117A	668.1802
FAM117B	801.8315	FAM117B	606.357
FAM118A	353.9156	FAM118A	408.6622
FAM118B	320.5171	FAM118B	178.4841
FAM119A	262.6086	FAM119A	235.0681
FAM119B	332.0988	FAM119B	621.3762
FAM120AOS	775.9612	FAM120AOS	1134.9354
FAM120A	4691.9534	FAM120A	4421.8233
FAM120B	1125.5808	FAM120B	1370.9396
FAM120C	780.2842	FAM120C	544.5337
FAM122A	467.5779	FAM122A	1330.7719
FAM122B	716.7194	FAM122B	1017.8135
FAM122C	25.8568	FAM122C	46.4548
FAM123B	417.7496	FAM123B	351.0304
FAM124A	28.0116	FAM124A	44.3591
FAM124B	60.8713	FAM124B	55.8854
FAM125A	336.947	FAM125A	216.9053
FAM125B	514.7128	FAM125B	338.4562
FAM126A	603.8651	FAM126A	2279.7765
FAM126B	823.9176	FAM126B	1039.8184
FAM127A	1163.8274	FAM127A	844.9179
FAM127B	791.0578	FAM127B	623.4719
FAM127C	570.736	FAM127C	421.935
FAM128A	154.333	FAM128A	62.5218
FAM128B	302.2019	FAM128B	140.7614
FAM129A	1655.3767	FAM129A	5362.2075
FAM129B	3092.8557	FAM129B	1340.5519
FAM129C	22.3554	removed	removed
FAM131A	160.7973	FAM131A	194.5512
FAM131B	150.8316	FAM131B	52.7419
removed	removed	FAM131C	9.0814
FAM133B	177.7658	FAM133B	224.9389
FAM134A	2788.2297	FAM134A	2285.7143
FAM134B	331.8295	FAM134B	723.3671
FAM134C	2297.7577	FAM134C	1728.6064
FAM135A	271.4969	FAM135A	773.664
FAM136A	853.2759	FAM136A	821.1666
FAM13AOS	22.9022	FAM13AOS	110.7859
FAM13A	404.2745	FAM13A	2014.2578
FAM13B	1280.9642	FAM13B	2595.3475
FAM13C	153.4738	FAM13C	361.9839
FAM149A	51.4443	FAM149A	150.1921
FAM149B1	566.1572	FAM149B1	825.7073
removed	removed	FAM150B	265.4558
FAM151B	28.0116	FAM151B	26.8949
removed	removed	FAM153A	11.5264
FAM154B	30.1663	FAM154B	54.4883
FAM155A	79.9946	FAM155A	24.7992
removed	removed	FAM155B	13.9714
FAM156A	281.1932	FAM156A	505.7632
FAM157A	7.5416	FAM157A	36.6748
FAM158A	75.4158	FAM158A	32.4834
FAM159A	23.4328	FAM159A	9.0814
FAM160A1	255.067	FAM160A1	482.7104
FAM160A2	518.2143	FAM160A2	885.4349
FAM160B1	1036.6979	FAM160B1	1396.088
FAM160B2	671.4699	FAM160B2	750.6112
FAM161A	167.8001	FAM161A	174.9913
FAM161B	148.9462	FAM161B	241.935
FAM162A	600.3636	FAM162A	496.6818
FAM162B	20.47	FAM162B	32.4834
FAM164A	489.1253	FAM164A	1069.5075
FAM164C	54.4071	FAM164C	66.7132
FAM165B	376.0016	FAM165B	356.2696
FAM166B	7.5416	FAM166B	18.5121
FAM167A	50.367	FAM167A	146.35
FAM167B	50.0976	FAM167B	26.1963
FAM168A	556.7302	FAM168A	473.6291
FAM168B	2295.8723	FAM168B	3654.2089
FAM169A	154.8717	FAM169A	198.7426
FAM171A1	402.6665	FAM171A1	862.3821
FAM171A2	27.4729	removed	removed
FAM171B	476.4662	FAM171B	635.6968
FAM172A	485.3545	FAM172A	1254.2787
FAM173A	48.7509	FAM173A	15.0192
FAM173B	267.4567	FAM173B	258.4701
FAM174A	192.0409	FAM174A	281.1736
FAM174B	1582.1157	FAM174B	735.9413
FAM175A	416.6534	FAM175A	752.459
FAM175B	661.7736	FAM175B	751.3098
FAM176A	125.5134	FAM176A	139.7136
FAM176B	126.9975	FAM176B	44.125
FAM177A1	878.8634	FAM177A1	896.6119
FAM178A	1590.7346	FAM178A	1323.0877
FAM178B	26.3955	FAM178B	8.0335
FAM179B	848.1584	FAM179B	1357.6668
FAM180A	71.9143	FAM180A	102.6895
removed	removed	FAM181B	5.2393
FAM182B	5.9255	FAM182B	41.9141
removed	removed	FAM183A	7.6842
FAM184A	67.3355	FAM184A	280.475
FAM184B	63.4489	FAM184B	13.657
FAM185A	95.3471	FAM185A	123.9958
FAM186B	8.8883	FAM186B	21.3063
FAM188A	508.7873	FAM188A	780.6497
FAM188B	144.9061	FAM188B	467.6388
FAM189A1	15.3525	removed	removed
FAM189A2	126.0521	FAM189A2	1656.6539
FAM189B	722.9143	FAM189B	467.3419
FAM18A	25.7276	FAM18A	33.3531
FAM18B2	159.9946	FAM18B2	364.1774
FAM18B	617.8709	FAM18B	951.7988
FAM190A	121.7426	FAM190A	209.2211
FAM190B	1782.2369	FAM190B	2812.4345
FAM192A	920.0727	FAM192A	1179.8812
FAM193A	947.0069	FAM193A	898.3584
FAM193B	348.7981	FAM193B	811.3867
FAM195A	74.8771	FAM195A	53.0912
FAM195B	716.4501	FAM195B	488.299
FAM196A	26.9342	removed	removed
FAM196B	22.3554	FAM196B	639.8882
FAM198A	124.1667	FAM198A	107.9287
FAM198B	4467.0393	FAM198B	7063.2204
FAM199X	855.7	FAM199X	749.5634
FAM19A2	15.6218	FAM19A2	30.3877
FAM19A5	18.5846	FAM19A5	37.7227
FAM200A	228.9408	FAM200A	255.3266
FAM200B	314.5916	FAM200B	616.8355
FAM20A	357.417	FAM20A	307.0206
FAM20B	2323.6146	FAM20B	2399.9301
FAM20C	503.1311	FAM20C	518.6867
FAM21A	676.8568	FAM21A	713.9364
FAM21B	433.9102	FAM21B	666.0845
FAM21C	1394.3842	FAM21C	1476.7726
FAM22A	70.029	FAM22A	28.292
FAM22D	182.3446	FAM22D	118.7565
removed	removed	FAM23A	10.1292
FAM24B	13.1358	FAM24B	28.7042
FAM26E	242.4079	FAM26E	87.6703
FAM26F	180.9979	FAM26F	69.5075
removed	removed	FAM27C	11.8757
FAM32A	1457.1409	FAM32A	1027.9427
FAM35A	1154.9391	FAM35A	977.2965
FAM35B2	102.0807	FAM35B2	89.0674
FAM35B	348.5287	FAM35B	331.8198
FAM36A	714.8071	FAM36A	722.0189
FAM38A	1621.1865	FAM38A	1404.0203
FAM38B	380.3111	FAM38B	84.876
FAM3A	282.2706	FAM3A	202.2354
FAM3B	29.3583	FAM3B	1044.3591
FAM3C	1294.997	FAM3C	1448.8299
removed	removed	FAM3D	123.6465
FAM40A	632.954	FAM40A	653.161
FAM40B	42.0174	FAM40B	8.0335
FAM41C	21.0087	FAM41C	31.0863
FAM43A	112.585	FAM43A	157.1778
FAM43B	6.7336	removed	removed
FAM45A	451.9561	FAM45A	491.7918
FAM45B	251.8349	FAM45B	202.2354
FAM46A	642.9197	FAM46A	735.9413
FAM46B	236.7517	FAM46B	500.1746
FAM46C	794.2899	FAM46C	1292.0014
FAM46D	12.3897	removed	removed
FAM47E	162.0335	FAM47E	196.2452
FAM48A	988.3914	FAM48A	1589.3049
FAM49A	130.0922	FAM49A	301.4321
FAM49B	2468.79	FAM49B	1142.8571
FAM50A	353.6462	FAM50A	119.1058
FAM50B	85.3815	FAM50B	120.1537
FAM53A	15.6218	FAM53A	11.8757
FAM53B	931.7029	FAM53B	495.0611
FAM53C	1125.8501	FAM53C	2175.6898
FAM54A	62.7567	FAM54A	17.8135
FAM54B	838.4324	FAM54B	1176.9752
FAM55C	1062.8241	FAM55C	738.7461
FAM57A	216.5511	FAM57A	231.226
FAM57B	5.6562	removed	removed
FAM58A	152.717	FAM58A	107.5795
FAM59A	181.8059	FAM59A	318.8963
removed	removed	FAM5B	20.2585
removed	removed	FAM5C	13.2728
FAM60A	1959.7334	FAM60A	3062.5218
FAM63A	796.714	FAM63A	768.0754
FAM63B	447.3773	FAM63B	856.4443
FAM64A	116.6251	FAM64A	20.957
FAM65A	1069.0189	FAM65A	775.7597
FAM65B	576.3922	FAM65B	164.1635
FAM65C	103.6967	FAM65C	43.3112
FAM66C	32.5904	FAM66C	75.7946
removed	removed	FAM66D	6.2871
FAM69A	289.8121	FAM69A	354.1809
FAM69B	48.3738	FAM69B	107.576
FAM69C	8.3496	FAM69C	7.335
FAM70A	71.3757	FAM70A	402.3751
FAM70B	43.3641	FAM70B	22.3542
FAM71D	13.4671	FAM71D	18.1628
FAM71E1	19.9663	FAM71E1	24.167
removed	removed	FAM71F2	12.5742
FAM72A	39.0546	FAM72A	10.4785
FAM72B	77.8399	FAM72B	24.7992
FAM72D	43.3641	FAM72D	13.9714
FAM73A	780.8228	FAM73A	1269.6472
FAM73B	162.4133	FAM73B	170.7999
FAM76A	245.9094	FAM76A	380.021
FAM76B	395.3942	FAM76B	764.2333
FAM78A	202.5453	FAM78A	111.0723
FAM78B	18.8539	FAM78B	19.5599
removed	removed	FAM7A2	8.3828
removed	removed	FAM7A3	29.3399
FAM81A	28.2809	FAM81A	63.2204
FAM82A1	86.7282	FAM82A1	178.1348
FAM82A2	555.1141	FAM82A2	576.6678
FAM82B	1298.4984	FAM82B	1055.8854
FAM83A	92.3844	removed	removed
FAM83B	94.2697	FAM83B	219.001
FAM83D	312.1675	FAM83D	57.2826
removed	removed	FAM83E	8.0335
FAM83F	309.7435	FAM83F	136.2207
FAM83G	60.3326	FAM83G	78.5889
FAM83H	3646.8925	FAM83H	645.1275
