gene_id	TCGA-E9-A1RB-01A-11R-A157-07	gene_id	TCGA-E9-A1RB-11A-33R-A157-07
EHBP1L1	1238.0333	EHBP1L1	602.483
EHBP1	1024.4407	EHBP1	2996.174
EHD1	1364.7242	EHD1	1278.9881
EHD2	1486.7326	EHD2	6359.3347
EHD3	190.1665	EHD3	401.343
EHD4	1012.7471	EHD4	1177.7934
EHF	6039.0219	EHF	4961.9739
EHHADH	352.2373	EHHADH	674.9434
EHMT1	1765.6087	EHMT1	1258.062
EHMT2	1053.8502	EHMT2	978.5274
EI24	5434.9636	EI24	2970.2506
EID1	1985.9521	EID1	4352.6197
EID2B	27.0552	EID2B	40.2905
EID2	272.8928	EID2	226.1263
EID3	16.9095	EID3	44.6631
EIF1AD	704.2144	EIF1AD	468.1815
EIF1AX	1855.6191	EIF1AX	2553.2912
EIF1B	962.0187	EIF1B	882.0176
EIF1	7754.4225	EIF1	13340.5169
EIF2AK1	8486.09	EIF2AK1	3174.0985
EIF2AK2	419.3548	EIF2AK2	491.2938
EIF2AK3	1345.9938	EIF2AK3	978.5274
EIF2AK4	3638.6576	EIF2AK4	2123.8385
EIF2A	2012.7471	EIF2A	2929.0232
EIF2B1	1705.7752	EIF2B1	1096.9001
EIF2B2	318.1582	EIF2B2	434.7622
EIF2B3	970.8637	EIF2B3	700.8667
EIF2B4	585.3278	EIF2B4	734.9106
EIF2B5	1663.8918	EIF2B5	937.6122
EIF2C1	811.1342	EIF2C1	1297.1031
EIF2C2	346.514	EIF2C2	371.6717
EIF2C3	256.7638	EIF2C3	222.6907
EIF2C4	267.1696	EIF2C4	695.8694
EIF2S1	1661.0302	EIF2S1	1913.3286
EIF2S2	2700.3122	EIF2S2	1406.106
EIF2S3	10079.8647	EIF2S3	7026.1576
EIF3A	5945.6296	EIF3A	8090.2631
EIF3B	5959.6774	EIF3B	3536.5035
EIF3CL	10072.232	EIF3CL	7933.983
EIF3C	214.9688	EIF3C	81.0088
EIF3D	3341.051	EIF3D	5465.1363
EIF3E	9168.8345	EIF3E	10503.9432
EIF3F	2461.2383	EIF3F	2966.5027
EIF3G	1909.6618	EIF3G	2297.4873
EIF3H	11635.5359	EIF3H	5709.69
EIF3I	7372.5989	EIF3I	3491.8404
EIF3J	2217.4818	EIF3J	1554.4624
EIF3K	1929.7607	EIF3K	2735.3791
EIF3L	4355.8793	EIF3L	12502.2253
EIF3M	4508.6837	EIF3M	2817.3655
EIF4A1	11872.9891	EIF4A1	7932.4088
EIF4A2	7729.4485	EIF4A2	13156.2427
EIF4A3	2726.0666	EIF4A3	1235.5743
EIF4B	10580.8559	EIF4B	16873.9252
EIF4E2	1250.7804	EIF4E2	1309.284
EIF4E3	2309.3132	EIF4E3	2120.0906
EIF4EBP1	2725.2862	EIF4EBP1	804.56
EIF4EBP2	8665.7128	EIF4EBP2	17452.9554
EIF4EBP3	220.0598	EIF4EBP3	373.7956
EIF4ENIF1	548.6472	EIF4ENIF1	709.2996
EIF4E	498.9594	EIF4E	466.3075
EIF4G1	14184.9636	EIF4G1	6232.5291
EIF4G2	35985.1717	EIF4G2	21813.6956
EIF4G3	2544.2248	EIF4G3	2050.1288
EIF4H	3959.9376	EIF4H	4602.7953
EIF5A2	168.5744	EIF5A2	215.8195
EIF5AL1	1813.9958	EIF5AL1	830.7957
EIF5A	7377.9917	EIF5A	3390.0211
EIF5B	3896.462	EIF5B	3726.3996
EIF5	3473.7253	EIF5	5771.8435
EIF6	2264.5682	EIF6	1186.8509
ELAC1	74.5812	ELAC1	143.7089
ELAC2	1247.6587	ELAC2	1192.7852
removed	removed	ELANE	5.3096
ELAVL1	2736.4724	ELAVL1	1358.0073
ELAVL2	70.7596	ELAVL2	18.1151
ELF1	1039.0219	ELF1	2071.3672
ELF2	605.6191	ELF2	1242.7579
ELF3	2799.1675	ELF3	1209.3386
ELF4	1322.3205	ELF4	613.7269
ELF5	150.6243	ELF5	1342.3909
ELFN1	17.1696	ELFN1	26.8603
ELK1	1493.4964	ELK1	634.6529
ELK3	174.0375	ELK3	735.8476
ELK4	189.6462	ELK4	300.773
ELL2	753.9022	ELL2	1337.3936
ELL3	408.3273	ELL3	170.0945
ELL	264.0479	ELL	344.8114
ELMO1	429.7607	ELMO1	740.2202
ELMO2	1539.282	ELMO2	1153.4317
ELMO3	315.8169	ELMO3	169.2824
ELMOD2	148.283	ELMOD2	220.5044
ELMOD3	219.8231	ELMOD3	1357.0704
ELN	247.9188	ELN	2112.907
ELOF1	1178.4599	ELOF1	643.7105
ELOVL1	3853.7981	ELOVL1	1588.194
ELOVL2	49.1675	ELOVL2	126.8057
ELOVL3	7.2841	ELOVL3	102.7563
ELOVL4	62.1748	ELOVL4	50.5973
ELOVL5	10254.6826	ELOVL5	9035.6836
ELOVL6	891.2591	ELOVL6	209.8852
ELOVL7	60.3538	ELOVL7	249.8634
ELP2P	8.5848	removed	removed
ELP2	1683.1426	ELP2	1999.5315
ELP3	1173.257	ELP3	833.919
ELP4	340.7908	ELP4	239.2442
ELTD1	263.2674	ELTD1	2073.8659
EMB	190.9469	EMB	1038.8069
EMCN	106.1394	EMCN	1341.7662
EMD	1326.2227	EMD	810.8066
EME1	216.5114	EME1	24.3055
EME2	41.8835	removed	removed
EMG1	875.6504	EMG1	450.3787
EMID1	95.7336	EMID1	51.222
EMID2	32.2581	removed	removed
EMILIN1	499.7399	EMILIN1	537.8309
EMILIN2	167.794	EMILIN2	1550.7145
EMILIN3	13.8033	EMILIN3	126.6464
EML1	299.6878	EML1	703.99
EML2	257.5442	EML2	283.5106
EML3	822.3205	EML3	769.2668
EML4	1534.3392	EML4	1352.6977
EML5	17.1696	EML5	91.5125
EML6	11.4464	EML6	43.1014
EMP1	1795.5255	EMP1	9159.9906
EMP2	12575.4422	EMP2	4606.8556
EMP3	426.1186	EMP3	637.4639
EMR1	9.1051	EMR1	19.0521
EMR2	88.4495	EMR2	237.6825
removed	removed	EMR3	52.4713
EMX1	109.2612	EMX1	9.3699
EMX2OS	13.7877	EMX2OS	643.0858
EMX2	7.5442	EMX2	178.9646
EN1	22.3725	EN1	84.3289
EN2	9.3652	EN2	5.9343
ENAH	11086.8887	ENAH	3793.8627
ENC1	1593.0151	ENC1	779.1989
ENDOD1	2580.1249	ENDOD1	1998.2822
ENDOG	464.269	ENDOG	135.8788
removed	removed	ENDOU	6.5589
ENGASE	291.3632	ENGASE	321.6991
ENG	1547.3465	ENG	3470.2897
ENHO	24.7138	ENHO	28.7343
removed	removed	ENKUR	6.2466
ENO1	31077.0031	ENO1	14553.6035
ENO2	1015.6087	ENO2	309.5182
ENO3	58.5328	ENO3	121.1837
ENOPH1	807.232	ENOPH1	604.357
ENOSF1	415.7492	ENOSF1	328.9545
ENOX1	114.7242	ENOX1	131.4906
ENOX2	395.9417	ENOX2	515.6555
ENPEP	179.5005	ENPEP	447.2554
ENPP1	1383.7149	ENPP1	1729.9914
ENPP2	721.9043	ENPP2	6654.7982
ENPP3	15.0884	ENPP3	82.4549
ENPP4	308.2726	ENPP4	816.1162
ENPP5	995.3174	ENPP5	564.3789
removed	removed	ENPP6	121.1837
ENSA	5911.2903	ENSA	3581.4789
ENTHD1	10.4058	removed	removed
ENTPD1	1052.2893	ENTPD1	1474.1938
ENTPD2	175.3382	ENTPD2	134.6139
ENTPD3	70.7596	ENTPD3	107.4412
ENTPD4	432.8824	ENTPD4	418.2088
ENTPD5	160.4605	ENTPD5	261.685
ENTPD6	1866.2851	ENTPD6	1064.7302
ENTPD7	346.0302	ENTPD7	233.9502
ENTPD8	5.7232	removed	removed
ENY2	1248.6993	ENY2	518.1541
EOMES	7.2841	EOMES	42.7891
EP300	2020.2914	EP300	3699.8516
EP400NL	178.7201	EP400NL	66.8384
EP400	1666.7534	EP400	1747.1695
EPAS1	2771.8522	EPAS1	15309.4401
EPB41L1	1681.5817	EPB41L1	1664.09
EPB41L2	918.8345	EPB41L2	6440.8527
EPB41L3	301.2487	EPB41L3	2127.8988
EPB41L4A	97.2945	EPB41L4A	633.0913
EPB41L4B	368.1061	EPB41L4B	2706.3325
EPB41L5	373.0489	EPB41L5	859.2176
EPB41	1344.6254	EPB41	1882.4924
removed	removed	EPB42	37.7918
EPB49	295.7856	EPB49	1056.2973
EPC1	640.2185	EPC1	824.2367
EPC2	437.0447	EPC2	1045.9905
EPCAM	5068.6785	EPCAM	2060.748
EPDR1	541.3632	EPDR1	875.1464
EPHA10	27.8356	EPHA10	17.8028
EPHA1	278.8762	EPHA1	139.9235
EPHA2	197.9709	EPHA2	455.376
EPHA3	21.0718	EPHA3	489.4198
EPHA4	149.0635	EPHA4	631.2173
EPHA5	5.4631	removed	removed
EPHA6	81.4256	EPHA6	22.1754
EPHA7	13.5276	EPHA7	107.7536
EPHA8	36.9407	removed	removed
EPHB1	11.9667	EPHB1	196.7674
EPHB2	150.1041	EPHB2	135.5509
EPHB3	354.8387	EPHB3	1157.492
EPHB4	2440.1665	EPHB4	1601.6241
EPHB6	100.6764	EPHB6	265.1675
EPHX1	3297.6067	EPHX1	5406.4184
EPHX2	417.0135	EPHX2	731.7873
EPHX3	15.6087	EPHX3	8.4329
EPHX4	119.1467	EPHX4	24.0493
EPM2AIP1	1410.5099	EPM2AIP1	1205.903
EPM2A	138.1374	EPM2A	371.9841
EPN1	1259.3652	EPN1	1081.596
EPN2	681.0614	EPN2	856.719
EPN3	558.7929	EPN3	111.8139
EPOR	52.1982	EPOR	83.0796
EPO	57.4922	EPO	5.3096
EPPK1	406.3476	EPPK1	231.1236
EPR1	971.6779	EPR1	76.3582
EPRS	9053.3299	EPRS	4618.0995
EPS15L1	1043.9646	EPS15L1	741.4695
EPS15	1816.8574	EPS15	3058.9521
EPS8L1	167.794	EPS8L1	89.6385
EPS8L2	1212.2789	EPS8L2	528.461
EPS8	2208.897	EPS8	2859.6861
EPSTI1	228.6681	EPSTI1	111.8139
EPT1	1968.5172	EPT1	772.0746
ERAL1	841.051	ERAL1	629.3433
ERAP1	1992.2034	ERAP1	3513.6254
ERAP2	404.7867	ERAP2	1273.0538
ERBB2IP	2040.3226	ERBB2IP	2517.061
ERBB2	2017.1696	ERBB2	2345.9046
ERBB3	5799.1675	ERBB3	3455.6102
ERBB4	909.9896	ERBB4	647.4584
ERC1	2743.7565	ERC1	2749.4339
removed	removed	ERC2	5.3096
ERCC1	492.3127	ERCC1	577.3936
ERCC2	223.9854	ERCC2	227.688
ERCC3	812.9553	ERCC3	937.6122
ERCC4	513.7877	ERCC4	459.1239
ERCC5	808.0125	ERCC5	1655.6571
ERCC6L	491.155	ERCC6L	58.4056
ERCC6	296.6025	ERCC6	552.5728
ERCC8	78.3039	ERCC8	177.7153
EREG	453.4339	EREG	46.5371
ERF	876.9511	ERF	480.987
ERGIC1	2603.7981	ERGIC1	3976.5753
ERGIC2	1351.9771	ERGIC2	882.6423
ERGIC3	4263.5276	ERGIC3	3043.3357
ERG	143.3403	ERG	1036.3083
ERH	2845.4735	ERH	1387.9909
ERI1	343.9126	ERI1	380.7293
ERI2	967.2815	ERI2	416.288
ERI3	1751.0406	ERI3	671.1954
ERICH1	229.1883	ERICH1	242.3675
ERLEC1	1475.2862	ERLEC1	1647.8488
ERLIN1	1214.8803	ERLIN1	1449.2075
ERLIN2	2970.8637	ERLIN2	2496.1349
ERMAP	592.3517	ERMAP	619.0365
ERMN	34.3392	ERMN	5.6219
ERMP1	1927.8564	ERMP1	1487.2523
ERN1	209.9376	ERN1	307.9566
ERO1LB	316.5973	ERO1LB	403.5293
ERO1L	778.616	ERO1L	631.5296
ERP27	298.6472	ERP27	69.6494
ERP29	3122.0083	ERP29	2151.9482
ERP44	1550.9886	ERP44	1608.4954
ERRFI1	2090.0104	ERRFI1	3432.8102
removed	removed	ERVFRDE1	19.3644
ESAM	337.4089	ESAM	1112.5166
ESCO1	796.3059	ESCO1	551.261
ESCO2	647.2425	ESCO2	61.2165
ESD	1489.5942	ESD	2665.7297
ESF1	693.5484	ESF1	620.2858
ESM1	146.9823	ESM1	28.1096
ESPL1	784.3392	ESPL1	97.1344
removed	removed	ESPNL	6.2466
ESPN	132.6743	ESPN	28.7343
ESR1	7060.0937	ESR1	2027.3288
removed	removed	ESR2	58.0932
ESRP1	5373.8293	ESRP1	1192.1605
ESRP2	781.7378	ESRP2	486.9212
ESRRA	848.0749	ESRRA	337.9402
ESRRG	119.4069	ESRRG	129.9289
ESYT1	4789.0219	ESYT1	7761.6928
ESYT2	4052.2893	ESYT2	5529.4761
ESYT3	38.5016	ESYT3	37.4795
ETAA1	436.2643	ETAA1	346.6854
ETF1	2583.5068	ETF1	3371.5937
ETFA	1958.1165	ETFA	2445.2253
ETFB	418.0541	ETFB	1231.8263
ETFDH	445.6296	ETFDH	921.6835
ETHE1	325.9625	ETHE1	342.9375
ETNK1	1507.2841	ETNK1	1262.4346
ETNK2	420.3954	ETNK2	297.9621
ETS1	769.2508	ETS1	4520.0281
ETS2	902.1852	ETS2	1555.0871
ETV1	229.9688	ETV1	564.0665
ETV2	5.2029	removed	removed
removed	removed	ETV3L	18.1151
ETV3	253.3819	ETV3	457.5623
ETV4	79.0843	ETV4	192.0825
ETV5	241.4152	ETV5	946.6698
ETV6	2774.4537	ETV6	1472.3198
ETV7	29.9168	ETV7	10.3069
EVC2	48.127	EVC2	328.5703
EVC	365.8897	EVC	970.4006
EVI2A	124.6098	EVI2A	252.6743
EVI2B	229.1883	EVI2B	959.7876
EVI5L	224.7659	EVI5L	168.3454
EVI5	242.7159	EVI5	635.9022
EVL	1626.6909	EVL	1037.5576
EVPLL	6.7638	removed	removed
EVPL	571.2799	EVPL	165.2221
EWSR1	2806.1915	EWSR1	2303.7401
EXD2	791.103	EXD2	867.0258
EXD3	130.5931	EXD3	98.696
EXO1	939.3861	EXO1	79.0193
EXOC1	1473.9854	EXOC1	1308.6593
EXOC2	872.2685	EXOC2	949.7931
EXOC3L2	24.4537	EXOC3L2	16.5534
EXOC3L	21.0718	EXOC3L	36.2146
EXOC3	1124.6098	EXOC3	1375.1854
EXOC4	1674.2976	EXOC4	2053.8768
EXOC5	989.8543	EXOC5	1927.3835
EXOC6B	113.9438	EXOC6B	379.7923
EXOC6	476.3267	EXOC6	504.724
EXOC7	1877.2867	EXOC7	2639.1005
EXOC8	689.9063	EXOC8	654.3297
EXOG	192.2477	EXOG	113.3755
EXOSC10	2306.7118	EXOSC10	1440.4622
EXOSC1	388.1374	EXOSC1	298.5867
EXOSC2	1344.9532	EXOSC2	427.2663
EXOSC3	374.3496	EXOSC3	255.4853
EXOSC4	434.7034	EXOSC4	141.1728
EXOSC5	463.3195	EXOSC5	203.014
EXOSC6	230.2289	EXOSC6	242.6798
EXOSC7	540.3226	EXOSC7	389.7868
EXOSC8	358.8918	EXOSC8	243.7792
EXOSC9	423.3949	EXOSC9	303.0874
EXPH5	588.1894	EXPH5	318.5758
EXT1	1441.7274	EXT1	1163.1139
EXT2	1832.9865	EXT2	2163.192
EXTL1	60.6139	EXTL1	41.2275
EXTL2	358.2206	EXTL2	561.2556
EXTL3	1787.461	EXTL3	1336.4566
removed	removed	EYA1	65.5891
EYA2	51.5088	EYA2	506.2856
EYA3	257.2841	EYA3	211.1345
removed	removed	EYA4	28.422
removed	removed	EYS	69.9617
EZH1	313.9958	EZH1	2387.132
EZH2	1336.3684	EZH2	149.918
EZR	4237.513	EZR	2124.1509
F10	8.3247	F10	618.4118
F11R	11477.6275	F11R	4490.9815
F12	177.9396	F12	21.863
F13A1	525.2341	F13A1	5123.1358
F2RL1	122.5286	F2RL1	239.5565
F2RL2	84.8075	F2RL2	84.6412
F2RL3	39.0219	F2RL3	20.3014
F2R	575.1821	F2R	872.6478
F3	198.231	F3	1328.6484
F5	13.0073	F5	42.1644
F7	159.7294	F7	21.863
F8A1	113.1634	F8A1	105.8796
F8	150.3642	F8	1504.4897
FA2H	17.4298	FA2H	27.7973
FAAH2	231.2695	FAAH2	100.8823
FAAH	319.719	FAAH	194.2688
FABP3	372.2685	FABP3	154.603
FABP4	26.5349	FABP4	61927.6958
FABP5	68.9386	FABP5	284.2196
removed	removed	FABP7	66.8384
FADD	736.7326	FADD	424.143
FADS1	992.4558	FADS1	319.9969
FADS2	4170.1353	FADS2	1165.4408
FADS3	319.1988	FADS3	490.0445
FAF1	1255.7232	FAF1	836.7299
FAF2	1482.8304	FAF2	1624.4241
FAHD1	933.6863	FAHD1	463.7901
FAHD2A	198.231	FAHD2A	417.2718
FAHD2B	405.0468	FAHD2B	174.592
FAH	2579.6046	FAH	1852.7368
FAIM2	24.1935	FAIM2	51.222
FAIM3	893.4391	FAIM3	354.6217
FAIM	713.5796	FAIM	334.8169
FAM100A	464.8803	FAM100A	176.7783
FAM100B	402.9657	FAM100B	434.1376
FAM101A	20.5515	FAM101A	44.3507
FAM101B	347.5546	FAM101B	897.0094
FAM102A	6988.8137	FAM102A	1724.3695
FAM102B	570.7596	FAM102B	1049.4261
FAM103A1	422.4194	FAM103A1	297.3374
FAM104A	1034.5499	FAM104A	687.2929
FAM104B	235.4318	FAM104B	223.6277
FAM105A	162.0708	FAM105A	352.6197
FAM105B	1100.1561	FAM105B	617.1625
removed	removed	FAM106C	15.6165
FAM107A	17.1696	FAM107A	884.5163
FAM107B	2170.3954	FAM107B	2520.4966
FAM108A1	219.3028	FAM108A1	270.7894
FAM108B1	266.3892	FAM108B1	328.258
FAM108C1	572.8408	FAM108C1	280.4716
FAM109A	214.36	FAM109A	185.8359
FAM109B	152.4454	FAM109B	239.5565
FAM10A4	255.2029	FAM10A4	590.3022
FAM110A	383.975	FAM110A	171.1564
FAM110B	324.6618	FAM110B	344.8114
FAM111A	1290.0624	FAM111A	872.0231
FAM111B	1637.3569	FAM111B	175.8413
FAM113A	293.4443	FAM113A	384.1649
FAM113B	173.5172	FAM113B	151.1673
FAM114A1	706.0354	FAM114A1	765.2065
FAM114A2	293.9646	FAM114A2	522.8391
FAM115A	274.1935	FAM115A	620.2858
FAM115C	140.1873	FAM115C	386.7479
FAM116A	1003.1217	FAM116A	785.1956
FAM116B	120.7076	FAM116B	77.77
FAM117A	172.7367	FAM117A	466.3075
FAM117B	358.4807	FAM117B	518.7788
FAM118A	199.7919	FAM118A	149.6057
FAM118B	305.411	FAM118B	271.7264
FAM119A	196.41	FAM119A	155.2276
FAM119B	273.9334	FAM119B	308.2689
FAM120AOS	885.0312	FAM120AOS	1405.0441
FAM120A	5054.3548	FAM120A	4349.9336
FAM120B	440.1665	FAM120B	1074.7248
FAM120C	1516.129	FAM120C	753.9627
FAM122A	272.1124	FAM122A	921.3711
FAM122B	1199.7919	FAM122B	671.8201
FAM122C	34.3392	FAM122C	21.5507
FAM123B	407.9084	FAM123B	275.162
FAM124A	9.6254	FAM124A	54.3453
FAM124B	12.487	FAM124B	123.6824
FAM125A	370.9677	FAM125A	331.3813
FAM125B	445.8897	FAM125B	355.743
FAM126A	1495.8377	FAM126A	1559.772
FAM126B	266.6493	FAM126B	858.593
FAM127A	919.0947	FAM127A	1230.577
FAM127B	910.2497	FAM127B	647.4584
FAM127C	105.8793	FAM127C	325.1347
FAM128A	375.1301	FAM128A	184.5866
FAM128B	689.6462	FAM128B	505.9733
FAM129A	459.6774	FAM129A	4208.0112
FAM129B	4272.8928	FAM129B	1826.5011
removed	removed	FAM129C	9.3699
FAM131A	325.4422	FAM131A	230.1866
FAM131B	83.2466	FAM131B	62.1535
FAM131C	9.1051	removed	removed
FAM133B	203.6941	FAM133B	116.1865
FAM134A	2275.4943	FAM134A	2586.0857
FAM134B	1333.2466	FAM134B	1004.1384
FAM134C	1285.64	FAM134C	1860.545
FAM135A	259.8855	FAM135A	402.5923
removed	removed	FAM135B	14.6795
FAM136A	903.2258	FAM136A	501.6007
FAM13AOS	10.5931	FAM13AOS	57.0875
FAM13A	342.9448	FAM13A	3230.1772
FAM13B	690.1353	FAM13B	1447.9956
FAM13C	27.1722	FAM13C	524.8192
FAM149A	6.2435	FAM149A	339.5018
FAM149B1	487.2529	FAM149B1	700.2421
removed	removed	FAM150B	8.7452
FAM151B	10.9261	FAM151B	21.863
removed	removed	FAM153A	6.5589
FAM154B	7.8044	FAM154B	24.3617
FAM155A	139.9584	FAM155A	54.6576
removed	removed	FAM155B	10.9315
FAM156A	453.9542	FAM156A	457.5623
FAM157A	27.0552	FAM157A	11.5562
FAM158A	140.999	FAM158A	64.3398
removed	removed	FAM159A	5.9343
FAM160A1	131.6337	FAM160A1	204.5756
FAM160A2	481.0094	FAM160A2	475.365
FAM160B1	689.1259	FAM160B1	1510.424
FAM160B2	690.9469	FAM160B2	865.1519
FAM161A	128.2518	FAM161A	121.4961
FAM161B	48.1842	FAM161B	167.7208
FAM162A	1303.0697	FAM162A	643.0858
removed	removed	FAM162B	46.5371
FAM164A	60.8741	FAM164A	380.7293
FAM164C	27.5754	FAM164C	31.2329
FAM165B	310.3538	FAM165B	304.8333
removed	removed	FAM166B	55.2823
FAM167A	85.8481	FAM167A	75.896
FAM167B	37.2008	FAM167B	44.0384
FAM168A	300.9886	FAM168A	426.017
FAM168B	1826.4828	FAM168B	4246.1154
FAM169A	225.2862	FAM169A	90.8878
FAM171A1	408.6889	FAM171A1	1016.6315
FAM171A2	30.9573	FAM171A2	17.8028
FAM171B	204.9948	FAM171B	465.9952
FAM172A	381.6337	FAM172A	986.3356
FAM173A	114.7242	FAM173A	37.7918
FAM173B	613.9438	FAM173B	285.1566
FAM174A	158.949	FAM174A	192.3948
FAM174B	744.2768	FAM174B	540.3295
FAM175A	126.7352	FAM175A	491.0408
FAM175B	634.7555	FAM175B	604.9817
FAM176A	49.4277	FAM176A	43.1014
FAM176B	320.4344	FAM176B	111.1361
FAM177A1	523.9334	FAM177A1	672.7571
FAM178A	1132.154	FAM178A	1154.3687
removed	removed	FAM178B	27.1726
removed	removed	FAM179A	5.6219
FAM179B	292.6639	FAM179B	858.9053
FAM180A	32.7784	FAM180A	187.7098
removed	removed	FAM180B	286.0935
FAM181B	26.795	FAM181B	14.3671
FAM182B	9.8855	FAM182B	26.8603
FAM183A	5.7232	removed	removed
FAM184A	15.8689	FAM184A	255.7976
FAM184B	253.486	FAM184B	22.9781
FAM185A	114.204	FAM185A	90.8878
FAM186A	5.2029	FAM186A	6.5589
FAM186B	8.845	FAM186B	9.0575
FAM188A	318.9386	FAM188A	567.5021
FAM188B	134.2872	FAM188B	182.9531
removed	removed	FAM189A1	9.3699
FAM189A2	141.5193	FAM189A2	483.4856
FAM189B	1596.2539	FAM189B	453.1897
FAM18A	11.09	FAM18A	13.5551
FAM18B2	146.3996	FAM18B2	177.5279
FAM18B	606.6597	FAM18B	556.2583
FAM190A	11.9667	FAM190A	67.7754
FAM190B	790.0624	FAM190B	2094.7919
FAM192A	1329.3444	FAM192A	1129.3824
FAM193A	538.2414	FAM193A	725.2284
FAM193B	285.3798	FAM193B	425.7047
FAM195A	972.9448	FAM195A	162.7235
FAM195B	825.4422	FAM195B	842.9765
FAM196A	48.127	FAM196A	16.2411
FAM196B	16.129	FAM196B	350.4334
FAM198A	405.5671	FAM198A	208.0112
FAM198B	1284.5994	FAM198B	4225.1893
FAM199X	602.2373	FAM199X	649.3324
FAM19A2	113.6837	FAM19A2	49.6603
FAM19A3	5.7232	removed	removed
FAM19A5	60.8741	FAM19A5	88.0768
FAM200A	176.1186	FAM200A	218.6304
FAM200B	373.3091	FAM200B	559.3816
FAM20A	91.3111	FAM20A	312.3292
FAM20B	4740.1145	FAM20B	2695.401
FAM20C	747.1384	FAM20C	667.4475
FAM21A	634.2352	FAM21A	516.2802
FAM21B	897.5026	FAM21B	773.9517
FAM21C	1881.3736	FAM21C	1824.9395
FAM22A	16.129	FAM22A	30.2959
FAM22D	51.2487	FAM22D	98.0714
removed	removed	FAM23A	14.6795
FAM24B	14.6774	FAM24B	14.1954
FAM26E	116.5453	FAM26E	356.0553
FAM26F	65.5567	FAM26F	77.1453
FAM27A	8.845	removed	removed
FAM27C	8.845	FAM27C	6.8712
FAM32A	1825.4422	FAM32A	1380.8074
FAM35A	1019.7711	FAM35A	759.5846
FAM35B2	63.9958	FAM35B2	54.6576
FAM35B	236.9927	FAM35B	189.8962
FAM36A	1243.8137	FAM36A	643.3232
FAM38A	1384.6124	FAM38A	3020.1015
FAM38B	383.7149	FAM38B	248.3017
FAM3A	498.179	FAM3A	436.0116
FAM3B	13.5276	FAM3B	312.0169
FAM3C	1290.8429	FAM3C	1093.1522
FAM3D	23.153	FAM3D	71.2111
FAM40A	521.0718	FAM40A	748.9654
FAM40B	186.7846	FAM40B	19.9891
FAM41C	23.4131	FAM41C	14.9918
FAM43A	78.8241	FAM43A	358.8662
removed	removed	FAM43B	14.6795
FAM45A	530.9573	FAM45A	525.3377
FAM45B	219.0427	FAM45B	257.3593
FAM46A	333.2466	FAM46A	1308.9717
FAM46B	209.1571	FAM46B	143.0468
FAM46C	504.9428	FAM46C	951.3547
FAM47E	99.0036	FAM47E	241.6959
FAM48A	674.4069	FAM48A	772.2277
FAM49A	32.5182	FAM49A	547.2007
FAM49B	3079.3444	FAM49B	1278.6757
FAM50A	808.2726	FAM50A	737.0969
FAM50B	12.487	FAM50B	153.0413
FAM53A	19.7711	FAM53A	10.6192
FAM53B	689.0635	FAM53B	739.4144
FAM53C	1049.9454	FAM53C	1247.7551
FAM54A	137.8772	FAM54A	15.3041
FAM54B	912.872	FAM54B	1236.555
FAM55B	10.1457	FAM55B	9.0575
FAM55C	1070.4995	FAM55C	775.8257
removed	removed	FAM55D	6.5589
FAM57A	291.6233	FAM57A	173.0304
FAM57B	13.7877	removed	removed
FAM58A	369.9272	FAM58A	176.466
FAM59A	91.051	FAM59A	326.384
FAM5B	2590.5307	FAM5B	161.1619
FAM5C	351.9771	FAM5C	60.2795
FAM60A	2413.1113	FAM60A	1057.2343
FAM63A	531.7378	FAM63A	900.4451
FAM63B	117.846	FAM63B	656.2036
FAM64A	164.4121	FAM64A	16.5534
FAM65A	783.2986	FAM65A	1257.125
FAM65B	29.9168	FAM65B	833.6066
FAM65C	46.3059	FAM65C	175.2167
removed	removed	FAM66A	5.6219
FAM66C	11.1863	FAM66C	23.1124
FAM69A	151.4048	FAM69A	805.497
FAM69B	248.3455	FAM69B	151.2766
removed	removed	FAM69C	10.9315
FAM70A	33.8189	FAM70A	1042.8672
FAM70B	28.8762	FAM70B	42.7891
FAM71D	26.2747	FAM71D	15.9288
FAM71E1	78.7097	FAM71E1	23.7964
FAM71F2	7.0239	removed	removed
FAM72A	199.5317	FAM72A	21.863
FAM72B	340.0104	FAM72B	46.2247
FAM72D	204.2144	FAM72D	25.9233
FAM73A	322.0604	FAM73A	901.3821
FAM73B	826.743	FAM73B	349.8087
FAM76A	335.3278	FAM76A	338.2525
FAM76B	373.8293	FAM76B	314.5155
FAM78A	88.7097	FAM78A	215.5071
FAM78B	19.2508	FAM78B	24.9863
removed	removed	FAM7A3	13.4302
FAM81A	56.9719	FAM81A	42.4768
FAM82A1	98.5952	FAM82A1	127.118
FAM82A2	1012.7471	FAM82A2	871.7108
FAM82B	791.6233	FAM82B	933.8643
FAM83A	45.5255	removed	removed
FAM83B	53.59	FAM83B	73.3974
FAM83D	2354.5786	FAM83D	177.0907
FAM83E	45.5255	FAM83E	16.2411
FAM83F	261.7066	FAM83F	118.0604
FAM83G	80.2732	FAM83G	51.5343
FAM83H	3208.1165	FAM83H	575.3104
FAM84A	52.2893	FAM84A	116.1865
FAM84B	2768.9906	FAM84B	1542.2816
FAM86A	719.5916	FAM86A	226.6792
FAM86B1	23.6733	FAM86B1	70.8987
FAM86B2	5.4631	FAM86B2	8.1206
FAM86C	216.4412	FAM86C	92.7618
FAM86D	150.3642	FAM86D	174.592
FAM89A	37.9813	FAM89A	1086.2809
