gene_id	TCGA-A7-A0CE-01A-11R-A00Z-07	gene_id	TCGA-A7-A0CE-11A-21R-A089-07
LOXL2	1083.4444	LOXL2	853.5175
removed	removed	LOXL3	116.8571
LOXL4	186.7955	LOXL4	422.5397
LOX	720.061	LOX	589.2063
LPAL2	29.155	removed	removed
LPAR1	257.649	LPAR1	634.6032
LPAR2	682.7697	LPAR2	373.0159
LPAR3	78.3117	LPAR3	25.3968
LPAR4	6.1022	LPAR4	9.2063
LPAR5	90.5161	LPAR5	216.1905
LPAR6	137.6388	LPAR6	973.9683
LPCAT1	1321.1289	LPCAT1	1528.5714
LPCAT2	378.3371	LPCAT2	972.0635
LPCAT3	1726.587	LPCAT3	1512.381
LPCAT4	231.206	LPCAT4	623.8095
LPGAT1	3028.7312	LPGAT1	1478.7302
LPHN1	799.7288	LPHN1	1087.3714
LPHN2	792.2705	LPHN2	1112.381
LPHN3	27.799	LPHN3	80.6349
LPIN1	2829.0533	LPIN1	1221.2698
LPIN2	489.533	LPIN2	847.619
LPIN3	339.8457	LPIN3	446.6381
LPL	3708.4499	LPL	1524.127
LPO	41.3594	removed	removed
removed	removed	LPPR1	61.2698
LPPR2	500.0424	LPPR2	638.0952
LPPR3	13.8995	LPPR3	125.3968
LPPR4	72.5485	LPPR4	139.3651
LPP	342.0629	LPP	352.381
LPXN	154.2504	LPXN	228.254
LQK1	13.2215	LQK1	8.254
LRAT	40.6814	LRAT	77.1429
LRBA	1162.8104	LRBA	2282.8571
LRCH1	370.2009	LRCH1	675.2381
LRCH2	11.5264	LRCH2	51.1111
LRCH3	339.0118	LRCH3	220
LRCH4	667.1752	LRCH4	792.381
LRDD	150.5212	LRDD	209.2063
LRFN1	115.603	LRFN1	56.1905
LRFN3	317.9931	LRFN3	242.5397
LRFN4	1285.8717	LRFN4	265.0794
LRFN5	18.9847	LRFN5	64.7619
LRG1	26.4429	LRG1	844.7619
LRGUK	10.5094	LRGUK	9.8413
LRIG1	1347.2701	LRIG1	8123.8667
LRIG2	262.7341	LRIG2	181.9048
LRIG3	381.3883	LRIG3	675.873
LRIT3	11.1874	LRIT3	13.6508
LRMP	22.3748	LRMP	165.0794
LRP10	2694.1266	LRP10	6270.1587
LRP11	1531.9875	LRP11	913.9016
LRP12	534.9606	LRP12	284.4444
LRP1B	9.1533	LRP1B	14.2857
LRP1	4594.9657	LRP1	12897.4603
LRP2BP	31.5281	LRP2BP	85.0794
LRP2	591.5756	LRP2	4480.9524
LRP3	678.9423	LRP3	1183.6571
LRP4	57.2862	LRP4	269.7683
LRP5L	26.1039	LRP5L	89.5238
LRP5	2416.815	LRP5	2376.8254
LRP6	2079.1593	LRP6	1209.2063
LRP8	315.959	LRP8	41.5873
LRPAP1	3697.6015	LRPAP1	3224.4444
LRPPRC	6852.1061	LRPPRC	3112.0635
LRRC10B	17.9676	LRRC10B	27.9365
LRRC14	494.8792	LRRC14	583.781
LRRC15	558.3524	LRRC15	224.4444
LRRC16A	791.5925	LRRC16A	595.2381
removed	removed	LRRC16B	10.7937
LRRC17	35.9352	LRRC17	249.5238
LRRC1	610.8992	LRRC1	574.9206
LRRC20	477.6676	LRRC20	200.3175
LRRC23	334.9436	LRRC23	250.7937
LRRC24	5.8412	LRRC24	23.5206
LRRC25	56.615	LRRC25	232.381
LRRC26	5.7632	LRRC26	93.6508
LRRC27	264.7682	LRRC27	252.381
LRRC28	190.5246	LRRC28	172.6984
LRRC29	30.8501	LRRC29	109.2063
LRRC2	24.0698	LRRC2	58.4127
removed	removed	LRRC31	13.3333
LRRC32	355.2843	LRRC32	960.3175
LRRC33	105.7717	LRRC33	167.619
LRRC34	57.971	LRRC34	36.8254
removed	removed	LRRC37A2	121.6889
LRRC37A3	178.6592	LRRC37A3	161.2698
LRRC37A4	625.8157	LRRC37A4	187.4286
LRRC37A	188.8296	LRRC37A	421.5873
LRRC37B2	592.9316	LRRC37B2	505.0794
LRRC37B	145.097	LRRC37B	110.7937
LRRC39	11.3332	LRRC39	8.7397
removed	removed	LRRC3B	34.2857
LRRC3	62.0392	LRRC3	35.5556
LRRC40	436.9862	LRRC40	283.4921
LRRC41	1724.2139	LRRC41	1814.9206
LRRC42	826.5107	LRRC42	660
LRRC43	5.7632	LRRC43	8.5714
LRRC45	527.5023	LRRC45	378.0952
LRRC46	23.7308	LRRC46	56.8254
LRRC47	1628.9516	LRRC47	1155.873
LRRC48	41.0204	LRRC48	177.346
LRRC49	130.1805	LRRC49	151.746
LRRC4B	6.1022	LRRC4B	40
LRRC4C	202.39	LRRC4C	241.5873
LRRC4	16.9506	LRRC4	79.6825
LRRC50	23.7308	LRRC50	51.4286
removed	removed	LRRC55	8.254
LRRC56	55.9369	LRRC56	99.6825
LRRC57	535.2996	LRRC57	332.381
LRRC58	959.0643	LRRC58	855.2381
LRRC59	5051.7468	LRRC59	2373.1079
LRRC61	584.7953	LRRC61	193.6508
LRRC66	8.4753	LRRC66	12.6984
LRRC6	93.5673	LRRC6	91.746
LRRC70	15.9336	LRRC70	99.3873
LRRC8A	1367.5735	LRRC8A	1733.3333
LRRC8B	954.6572	LRRC8B	447.9365
LRRC8C	512.5858	LRRC8C	486.9841
LRRC8D	1484.5326	LRRC8D	807.9365
LRRC8E	614.6284	LRRC8E	417.7778
LRRCC1	683.4477	LRRCC1	453.3333
LRRFIP1	2337.8252	LRRFIP1	3620.6349
LRRFIP2	847.8685	LRRFIP2	1391.746
LRRIQ1	25.0869	LRRIQ1	33.0159
LRRIQ3	18.3066	LRRIQ3	11.1111
LRRK1	739.7237	LRRK1	418.4127
LRRK2	47.8007	LRRK2	164.127
LRRN1	182.7273	LRRN1	591.746
LRRN2	968.5567	LRRN2	289.3429
removed	removed	LRRN3	89.2063
LRRN4CL	20.6797	LRRN4CL	420
removed	removed	LRRN4	6.3492
LRRTM2	5.0852	LRRTM2	56.8254
LRRTM4	9.1533	removed	removed
LRSAM1	415.2894	LRSAM1	574.9206
LRTOMT	80.4	LRTOMT	333.2381
LRWD1	449.1906	LRWD1	255.2381
LSAMP	52.8858	LSAMP	57.1429
LSG1	1073.3113	LSG1	913.0159
LSM10	404.102	LSM10	463.8095
LSM11	110.5178	LSM11	185.0794
LSM12	1102.4663	LSM12	1023.4921
LSM14A	3188.4058	LSM14A	2935.5556
LSM14B	1195.3555	LSM14B	999.0476
LSM1	614.2893	LSM1	556.1905
LSM2	1119.4169	LSM2	788.8889
LSM3	824.8157	LSM3	983.4921
LSM4	3539.961	LSM4	1362.2222
LSM5	773.6249	LSM5	591.4286
LSM6	420.3746	LSM6	227.9365
LSM7	563.7766	LSM7	397.1429
LSMD1	634.2165	LSMD1	466.5429
LSP1	385.1174	LSP1	1260.9524
LSR	4142.724	LSR	1910.1587
LSS	1049.2415	LSS	1043.1746
LST1	32.5451	LST1	186.9841
LTA4H	1636.7489	LTA4H	2281.9048
LTB4R2	76.2471	LTB4R2	74.9524
LTB4R	213.9436	LTB4R	313.5968
LTBP1	1090.9399	LTBP1	1200.6349
LTBP2	1311.2976	LTBP2	9732.6984
LTBP3	3268.0125	LTBP3	5029.5079
LTBP4	1068.5651	LTBP4	1707.3016
LTBR	3233.4944	LTBR	1996.8254
LTB	34.9182	LTB	115.2381
removed	removed	LTC4S	75.3079
LTF	1526.9091	LTF	25239.0476
LTK	75.5996	LTK	18.7302
LTV1	1009.5771	LTV1	657.3524
LUC7L2	2813.6656	LUC7L2	2512.7111
LUC7L3	1882.1934	LUC7L3	2788.254
LUC7L	386.8124	LUC7L	868.254
LUM	4454.2758	LUM	7233.0159
LUZP1	1766.5904	LUZP1	889.5238
removed	removed	LUZP2	78.4127
LUZP6	5886.6006	LUZP6	2817.1429
LXN	400.0339	LXN	605.3968
LY6D	26.4429	LY6D	86.3492
LY6E	6477.4981	LY6E	8749.2063
LY6G5B	40.5661	LY6G5B	41.9048
LY6G5C	26.4429	LY6G5C	48.8889
LY6G6C	32.5451	LY6G6C	14.2857
LY6H	6.4412	removed	removed
LY6K	630.5619	LY6K	250.7937
LY75	396.3794	LY75	906.9841
LY86	49.8347	LY86	224.7619
LY96	64.0732	LY96	215.2381
LY9	11.1874	LY9	39.3651
LYAR	392.2366	LYAR	329.5238
LYG1	7.1192	LYG1	6.0317
LYL1	26.7819	LYL1	125.7143
LYNX1	211.8824	LYNX1	873.0159
LYN	808.2041	LYN	762.5397
LYPD1	31.4501	LYPD1	27.019
LYPD3	598.6948	LYPD3	852.381
LYPD5	108.8228	LYPD5	87.9365
LYPD6B	28.138	LYPD6B	417.1429
LYPD6	100.0085	LYPD6	1055.873
LYPLA1	1971.6925	LYPLA1	990.7937
LYPLA2P1	117.2981	LYPLA2P1	60.3175
LYPLA2	1754.725	LYPLA2	1020
LYPLAL1	332.5706	LYPLAL1	352.6984
LYRM1	609.8822	LYRM1	736.5079
LYRM2	991.6264	LYRM2	973.8825
LYRM4	330.1975	LYRM4	476.5079
LYRM5	248.4956	LYRM5	341.2698
LYRM7	464.4461	LYRM7	329.2063
LYSMD1	636.3251	LYSMD1	201.2698
LYSMD2	221.0357	LYSMD2	204.127
LYSMD3	471.9044	LYSMD3	377.7778
LYSMD4	140.9374	LYSMD4	348.7079
LYST	351.8942	LYST	792.381
LYVE1	66.7853	LYVE1	1360.9524
LYZ	988.2193	LYZ	1572.0635
LZIC	409.5262	LZIC	324.127
LZTFL1	459.022	LZTFL1	709.8413
LZTR1	587.6023	LZTR1	1011.2095
LZTS1	219.0016	LZTS1	507.9365
removed	removed	LZTS2	1824.7619
M6PR	5239.2338	M6PR	2691.4984
MAB21L1	11.5264	MAB21L1	134.2857
MACC1	474.9555	MACC1	429.5238
MACF1	5270.9552	MACF1	5564.4444
MACROD1	280.3627	MACROD1	221.2698
MACROD2	87.465	MACROD2	97.4603
MAD1L1	876.3455	MAD1L1	474.9206
MAD2L1BP	542.7579	MAD2L1BP	411.4286
MAD2L1	1403.1698	MAD2L1	140.6349
MAD2L2	681.0747	MAD2L2	472.6984
MADD	861.4289	MADD	1348.8889
MAEA	1357.0642	MAEA	1385.0794
MAF1	1704.8902	MAF1	2222.5397
MAFB	1721.5018	MAFB	2077.1429
MAFF	524.1122	MAFF	958.7302
MAFG	563.0986	MAFG	624.4444
MAFK	2445.0242	MAFK	728.0444
MAF	165.4377	MAF	1042.5397
MAGED1	13711.3315	MAGED1	4636.8254
MAGED2	5235.0199	MAGED2	10814.6032
MAGED4B	2350.2331	MAGED4B	584.3714
MAGED4	614.425	MAGED4	160.7079
MAGEE1	127.8074	MAGEE1	228.254
MAGEF1	942.1137	MAGEF1	1301.2698
MAGEH1	199.6779	MAGEH1	666.9841
MAGEL2	5.4242	MAGEL2	13.0159
MAGI1	437.6642	MAGI1	966.9841
MAGI2	140.0119	MAGI2	270.1587
MAGI3	402.407	MAGI3	951.1111
MAGIX	61.0221	MAGIX	61.5873
MAGOHB	796.3387	MAGOHB	243.4921
MAGOH	803.4579	MAGOH	515.5556
MAGT1	3645.0547	MAGT1	2151.1111
removed	removed	MAG	12.0635
MAK16	758.5083	MAK16	503.0254
MAK	11.5264	MAK	38.0952
MAL2	4590.2195	MAL2	3150.7937
MALAT1	1049.0516	MALAT1	1983.8444
MALL	427.8329	MALL	784.127
MALT1	544.1139	MALT1	479.3651
removed	removed	MAL	26.9841
MAMDC2	321.6578	MAMDC2	1114.4444
MAMDC4	8.1363	MAMDC4	66.3492
MAML1	484.7936	MAML1	1132.946
MAML2	634.291	MAML2	549.8413
MAML3	104.0766	MAML3	419.0476
MAMLD1	177.9812	MAMLD1	140
MAMSTR	36.6133	MAMSTR	23.4921
MAN1A1	388.5075	MAN1A1	829.5238
MAN1A2	746.1649	MAN1A2	535.873
MAN1B1	2027.2904	MAN1B1	2220.3175
MAN1C1	54.9199	MAN1C1	337.1429
MAN2A1	977.71	MAN2A1	366.0317
MAN2A2	1216.0353	MAN2A2	1168.5714
MAN2B1	5225.1886	MAN2B1	2070.7937
MAN2B2	1334.6894	MAN2B2	1836.8254
removed	removed	MAN2C1	1058.0952
MANBAL	603.102	MANBAL	1399.3651
MANBA	1465.8869	MANBA	1144.127
MANEAL	416.9845	MANEAL	264.127
MANEA	343.4189	MANEA	302.2222
MANF	1926.2649	MANF	1260.9524
MANSC1	1961.1832	MANSC1	931.4286
MAOA	204.4241	MAOA	2506.6667
MAOB	10675.142	MAOB	8076.5079
MAP1A	188.1515	MAP1A	404.127
MAP1B	1768.6245	MAP1B	1608.8889
MAP1D	29.833	MAP1D	72.0635
MAP1LC3A	227.4769	MAP1LC3A	419.0476
MAP1LC3B2	232.9011	MAP1LC3B2	273.6508
MAP1LC3B	1491.3128	MAP1LC3B	2448.254
removed	removed	MAP1LC3C	33.0159
MAP1S	1004.4919	MAP1S	660.9524
MAP2K1	1226.7989	MAP2K1	917.8984
MAP2K2	1249.9364	MAP2K2	1950.7937
MAP2K3	1844.5631	MAP2K3	1193.0159
MAP2K4	671.5823	MAP2K4	997.1429
MAP2K5	392.2366	MAP2K5	383.4921
MAP2K6	233.5791	MAP2K6	206.0317
MAP2K7	1274.3453	MAP2K7	794.9206
MAP2	660.734	MAP2	417.1429
MAP3K10	193.9147	MAP3K10	221.5873
MAP3K11	971.9468	MAP3K11	1610.7937
MAP3K12	144.619	MAP3K12	278.454
MAP3K13	61.89	MAP3K13	27.619
MAP3K14	286.0208	MAP3K14	455.5556
removed	removed	MAP3K15	20.9524
MAP3K1	747.182	MAP3K1	1363.1746
MAP3K2	437.3252	MAP3K2	376.5079
MAP3K3	791.6535	MAP3K3	919.527
MAP3K4	1779.4728	MAP3K4	752.0635
MAP3K5	492.9231	MAP3K5	614.6032
MAP3K6	1153.9961	MAP3K6	1553.0159
MAP3K7	1025.8496	MAP3K7	739.6825
MAP3K8	288.838	MAP3K8	542.5397
MAP3K9	110.5178	MAP3K9	63.1746
MAP4K1	18.3066	MAP4K1	126.9841
MAP4K2	212.2214	MAP4K2	406.6667
MAP4K3	811.5942	MAP4K3	539.6825
MAP4K4	2128.655	MAP4K4	1772.0635
MAP4K5	1076.7014	MAP4K5	1151.4286
MAP4	4835.325	MAP4	5898.4127
MAP6D1	93.5673	MAP6D1	50.1587
MAP6	68.4804	MAP6	164.127
MAP7D1	1349.2669	MAP7D1	2796.1905
MAP7D2	90.1771	MAP7D2	16.8254
MAP7D3	426.1378	MAP7D3	263.8095
MAP7	6405.6276	MAP7	1026.9841
MAP9	76.9557	MAP9	401.9048
MAPK10	31.8671	MAPK10	139.3651
MAPK11	138.6558	MAPK11	339.6825
MAPK12	68.5956	MAPK12	117.3238
MAPK13	1072.9723	MAPK13	889.5238
MAPK14	1243.8342	MAPK14	1347.619
MAPK15	34.5792	MAPK15	47.9365
MAPK1IP1L	2404.9496	MAPK1IP1L	1953.9683
MAPK1	2140.8594	MAPK1	2828.5714
MAPK3	1334.3504	MAPK3	1824.9683
removed	removed	MAPK4	106.6667
MAPK6	1307.2294	MAPK6	876.8254
MAPK7	386.2734	MAPK7	405.4159
MAPK8IP1	98.3134	MAPK8IP1	369.2063
MAPK8IP2	505.1276	MAPK8IP2	136.1905
MAPK8IP3	1252.9875	MAPK8IP3	678.7302
MAPK8	370.8789	MAPK8	310.1587
MAPK9	453.5978	MAPK9	935.2381
MAPKAP1	1547.5888	MAPKAP1	1709.5238
MAPKAPK2	4626.8328	MAPKAPK2	2935.2381
MAPKAPK3	602.7629	MAPKAPK3	857.1429
MAPKAPK5	492.7875	MAPKAPK5	577.6762
MAPKBP1	171.54	MAPKBP1	885.7143
MAPKSP1	1340.4526	MAPKSP1	1076.8254
MAPRE1	2296.4658	MAPRE1	2999.6825
MAPRE2	631.2399	MAPRE2	707.9365
MAPRE3	220.3577	MAPRE3	486.9841
MAPT	224.4258	MAPT	2796.8254
MARCH1	29.494	MARCH1	63.4921
MARCH2	689.55	MARCH2	722.2222
MARCH3	98.9914	MARCH3	140.9524
MARCH5	1257.7337	MARCH5	1119.3651
MARCH6	2265.9547	MARCH6	1406.3492
MARCH7	1004.8309	MARCH7	1491.1111
MARCH8	264.7682	MARCH8	349.2063
MARCH9	386.4734	MARCH9	285.7143
MARCKSL1	9660.4797	MARCKSL1	5361.5873
MARCKS	4170.5229	MARCKS	5207.9365
MARCO	52.2078	MARCO	363.8095
MARK1	339.6898	MARK1	176.8254
MARK2	1275.0233	MARK2	1602.8571
MARK3	916.0098	MARK3	1181.5873
MARK4	538.0117	MARK4	729.8413
MARS2	360.7085	MARS2	156.8254
MARS	2450.6619	MARS	1752.3619
MARVELD1	2120.4102	MARVELD1	1344.8032
MARVELD2	378.3371	MARVELD2	348.254
MARVELD3	315.7251	MARVELD3	1396.7079
MASP1	97.2964	MASP1	192.381
MASP2	14.5775	MASP2	20.3175
MAST1	74.5826	MAST1	10.4762
MAST2	1359.7763	MAST2	1300
MAST3	250.1907	MAST3	361.2698
MAST4	351.8942	MAST4	625.7143
MASTL	582.4222	MASTL	229.2063
MAT1A	51.8688	MAT1A	83.8095
MAT2A	3155.8607	MAT2A	5275.873
MAT2B	726.5022	MAT2B	1512.0635
MATK	79.3288	MATK	62.2222
MATN2	328.8414	MATN2	4148.8889
MATN3	196.2878	MATN3	139.0476
MATN4	15.9336	removed	removed
MATR3	7949.5923	MATR3	7361.7873
MAVS	2298.8389	MAVS	3114.6032
MAX	842.4443	MAX	1513.0159
MAZ	4968.1261	MAZ	2917.1111
MBD1	965.5056	MBD1	1141.9048
MBD2	1443.5122	MBD2	1874.9206
MBD3	751.2501	MBD3	1910.1587
MBD4	757.6913	MBD4	947.619
MBD5	294.9402	MBD5	340.6349
MBD6	904.4834	MBD6	1210.7937
MBIP	227.8159	MBIP	394.2857
MBLAC1	37.2913	MBLAC1	38.0952
MBLAC2	192.2197	MBLAC2	195.5556
MBNL1	1876.7489	MBNL1	3160.5841
MBNL2	1689.9737	MBNL2	2059.3651
MBNL3	114.925	MBNL3	24.127
MBOAT1	295.2793	MBOAT1	1251.4286
MBOAT2	817.0184	MBOAT2	306.3492
MBOAT7	1797.1014	MBOAT7	1926.6667
MBP	619.3745	MBP	810.4762
MBTD1	587.8464	MBTD1	466.0317
MBTPS1	3209.0855	MBTPS1	5140.9524
MBTPS2	515.3928	MBTPS2	428.4444
MB	169.5059	MB	313.3333
MC1R	123.5427	MC1R	69.746
MCAM	10718.5355	MCAM	4000.9524
MCART1	295.2793	MCART1	138.4127
MCART2	12.5434	MCART2	7.3016
MCART6	8.8143	MCART6	10.4762
MCAT	283.4138	MCAT	357.1429
MCCC1	1468.599	MCCC1	694.6032
MCCC2	2815.8319	MCCC2	2857.7778
removed	removed	MCCD1	34.2857
MCC	2372.4044	MCC	1029.8413
MCEE	82.3799	MCEE	265.0794
MCF2L2	10.1704	MCF2L2	16.5302
MCF2L	1827.4972	MCF2L	892.9238
MCF2	29.494	removed	removed
MCFD2	2611.262	MCFD2	3055.6
MCHR1	5.7632	MCHR1	19.6825
MCL1	10570.0483	MCL1	13014.2857
MCM10	562.4205	MCM10	30.1587
MCM2	2489.0245	MCM2	529.2063
MCM3APAS	29.4567	MCM3APAS	32.5016
MCM3AP	2385.6632	MCM3AP	1923.054
MCM3	7363.3359	MCM3	1932.6984
MCM4	5487.2447	MCM4	656.5079
MCM5	1519.7898	MCM5	880.9524
MCM6	2512.4163	MCM6	863.4921
MCM7	6102.8392	MCM7	1836.8667
MCM8	405.7971	MCM8	155.5556
MCM9	114.925	MCM9	76.1905
MCOLN1	898.3812	MCOLN1	440.6349
MCOLN2	34.9182	MCOLN2	48.5714
MCOLN3	283.4138	MCOLN3	79.6825
MCPH1	213.3469	MCPH1	430.5397
MCRS1	1073.9893	MCRS1	1028.5714
MCTP1	60.6831	MCTP1	203.1746
MCTP2	2759.2169	MCTP2	274.6032
MCTS1	1300.1102	MCTS1	915.5556
MDC1	1856.7675	MDC1	836.5079
MDFIC	982.7952	MDFIC	706.3492
MDFI	363.0816	MDFI	397.7778
MDGA1	95.2623	MDGA1	134.2857
MDGA2	22.0358	removed	removed
MDH1B	14.2385	MDH1B	78.0952
MDH1	4499.0253	MDH1	2613.9683
MDH2	8770.9128	MDH2	3206.0317
MDK	4155.2674	MDK	5723.4921
MDM1	293.2452	MDM1	262.2222
MDM2	1784.219	MDM2	1674.2857
MDM4	818.7135	MDM4	810.0222
MDN1	1515.7217	MDN1	954.9206
MDP1	106.2938	MDP1	264.4444
ME1	427.1548	ME1	189.8413
ME2	1446.9023	ME2	606.3492
ME3	74.9216	ME3	424.7619
MEA1	1418.7406	MEA1	1461.5873
MEAF6	1287.2277	MEAF6	1631.4286
MECOM	132.5536	MECOM	186.6667
MECP2	1651.3264	MECP2	1629.2063
MECR	691.923	MECR	389.8413
MED10	371.2179	MED10	399.6825
MED11	206.7972	MED11	320.9524
MED12L	9.1533	MED12L	9.8413
removed	removed	MED12	1081.2698
MED13L	2456.4794	MED13L	2998.4127
MED13	1999.8305	MED13	1236.8254
MED14	986.1581	MED14	841.2698
MED15	1134.6724	MED15	1511.1111
MED16	356.6404	MED16	1220.9524
MED17	926.8582	MED17	639.6825
MED18	332.9096	MED18	315.5556
MED19	183.7444	MED19	335.873
MED1	2054.4114	MED1	1098.0952
MED20	581.4052	MED20	468.5714
MED21	869.9042	MED21	468.5714
MED22	785.4903	MED22	791.746
MED23	1223.1545	MED23	792.381
MED24	2249.3432	MED24	1526.9841
MED25	909.5686	MED25	797.6476
MED26	410.8823	MED26	251.4286
MED27	333.5876	MED27	323.1746
MED28	494.6182	MED28	580.3175
MED29	1173.3198	MED29	1740.3175
MED30	188.1515	MED30	167.3016
MED31	109.6262	MED31	113.8794
MED4	790.2365	MED4	1115.2381
MED6	267.1413	MED6	379.3651
MED7	70.1754	MED7	254.2857
MED8	629.5449	MED8	612.6984
MED9	629.5449	MED9	529.2063
MEF2A	1487.3362	MEF2A	1420.4984
MEF2B	10.6755	MEF2B	13.3714
MEF2C	320.7051	MEF2C	814.2857
MEF2D	2201.8815	MEF2D	1370.1587
MEFV	8.8143	MEFV	11.1111
MEG3	12.5434	MEG3	318.0952
MEGF10	20.0017	MEGF10	106.3492
removed	removed	MEGF11	6.0317
MEGF6	418.6795	MEGF6	977.7778
MEGF8	2339.5203	MEGF8	1946.3492
MEGF9	512.2468	MEGF9	1561.2698
MEI1	20.3407	MEI1	66.9841
MEIS1	168.1498	MEIS1	473.0159
MEIS2	25.7649	MEIS2	305.0794
MEIS3P1	540.3848	MEIS3P1	805.3968
MEIS3	184.0834	MEIS3	373.0159
MELK	1234.0029	MELK	35.5556
MEMO1	417.0591	MEMO1	294.1238
MEN1	1036.02	MEN1	840.6349
MEOX1	24.7479	MEOX1	506.9841
MEOX2	12.2044	MEOX2	190.4762
MEPCE	2757.8608	MEPCE	1446.0317
MERTK	67.8024	MERTK	500.6349
MESDC1	739.3847	MESDC1	551.1111
MESDC2	2378.1676	MESDC2	1562.8571
MESP1	87.465	MESP1	68.5714
MESP2	23.3918	MESP2	25.0794
removed	removed	MESTIT1	6.9841
MEST	769.8958	MEST	1999.0476
METAP1	976.6929	METAP1	1227.9365
METAP2	1511.9925	METAP2	1751.746
METRNL	1191.9654	METRNL	628.254
METRN	159.6745	METRN	205.3968
METT10D	1092.974	METT10D	724.127
METT11D1	448.8516	METT11D1	616.1905
METT5D1	298.3304	METT5D1	316.5079
METTL10	245.7632	METTL10	328.5143
METTL11A	371.0755	METTL11A	365.2508
METTL12	52.6621	METTL12	76.7873
METTL13	2520.2136	METTL13	884.4444
METTL14	482.0748	METTL14	461.2698
METTL1	515.9759	METTL1	372.6984
METTL2A	467.4972	METTL2A	343.8095
METTL2B	353.9283	METTL2B	230.1587
METTL3	576.4285	METTL3	883.9683
METTL4	340.0288	METTL4	205.0794
METTL5	517.2032	METTL5	547.7079
METTL6	240.6984	METTL6	249.8413
METTL7A	612.9333	METTL7A	3646.3492
METTL7B	25.4259	METTL7B	51.746
METTL8	444.7835	METTL8	348.5714
METTL9	2888.0414	METTL9	1958.0952
MET	4427.4939	MET	1373.6508
MEX3A	2932.4519	MEX3A	316.5079
MEX3B	114.925	MEX3B	64.7619
MEX3C	1220.7814	MEX3C	1232.0635
MEX3D	260.7001	MEX3D	407.9365
MFAP1	1115.3488	MFAP1	1219.3651
MFAP2	1298.7541	MFAP2	257.7778
MFAP3L	162.3866	MFAP3L	244.127
MFAP3	499.0253	MFAP3	851.1111
MFAP4	353.5893	MFAP4	4998.7302
MFAP5	500.7204	MFAP5	1482.2222
MFF	564.7936	MFF	1278.0952
MFGE8	2035.0877	MFGE8	5824.127
MFHAS1	221.7137	MFHAS1	132.6984
MFI2	105.4327	MFI2	227.3016
MFN1	1349.6059	MFN1	678.0952
MFN2	4265.4462	MFN2	2833.9683
MFNG	111.1959	MFNG	446.3492
MFRP	968.8957	MFRP	442.8571
MFSD10	1788.9652	MFSD10	1310.7937
MFSD11	675.8912	MFSD11	447.4825
MFSD1	1912.0264	MFSD1	1988.5714
MFSD2A	146.1141	MFSD2A	167.9365
MFSD2B	18.3066	MFSD2B	8.8889
MFSD3	200.017	MFSD3	236.1905
MFSD4	270.5314	MFSD4	103.8095
MFSD5	638.6982	MFSD5	650.1587
MFSD6L	41.0204	MFSD6L	71.746
MFSD6	1387.9142	MFSD6	1814.6032
MFSD7	138.8897	MFSD7	258.0921
MFSD8	372.913	MFSD8	331.746
MFSD9	90.5161	MFSD9	108.8889
removed	removed	MGAM	34.6032
MGAT1	1355.3691	MGAT1	3264.127
MGAT2	529.1974	MGAT2	683.4921
MGAT3	61.0221	MGAT3	230.7937
MGAT4A	726.5022	MGAT4A	1607.619
MGAT4B	1235.6979	MGAT4B	1591.746
MGAT5B	393.9317	MGAT5B	12.0635
MGAT5	220.3577	MGAT5	159.0476
MGA	745.4869	MGA	836.8254
removed	removed	MGC12916	11.746
MGC12982	85.77	MGC12982	20.3175
MGC16025	6.7802	removed	removed
removed	removed	MGC16121	31.746
MGC16142	10.1704	MGC16142	12.0635
MGC16275	21.0187	MGC16275	54.6032
MGC16384	5.7632	MGC16384	7.9365
MGC16703	6.4311	removed	removed
MGC21881	77.9727	MGC21881	236.5079
MGC23270	31.8671	MGC23270	45.3968
MGC23284	11.8654	MGC23284	51.1111
MGC2752	441.7324	MGC2752	575.2381
MGC29506	149.5042	MGC29506	790.4762
MGC3771	13.9029	MGC3771	16.5238
MGC42105	7.4583	MGC42105	25.0794
MGC45800	62.0392	MGC45800	7.9365
MGC57346	315.959	MGC57346	161.1333
MGC70857	302.0595	MGC70857	476.5079
MGC72080	219.7576	MGC72080	61.0571
removed	removed	MGC87042	30.7937
MGEA5	4902.7884	MGEA5	4106.0317
MGLL	443.7664	MGLL	2565.3968
MGMT	356.3014	MGMT	409.2063
MGP	68070.1754	MGP	206810.4762
MGRN1	924.8241	MGRN1	1014.9206
MGST1	5575.7268	MGST1	3761.9048
MGST2	817.3574	MGST2	933.6508
MGST3	5332.9943	MGST3	1629.5238
removed	removed	MIA2	15.2381
MIA3	2326.2988	MIA3	1793.3333
MIAT	21.5578	MIAT	91.4286
MIA	481.2137	MIA	788.8
MIB1	1724.8919	MIB1	1227.9365
MIB2	430.2059	MIB2	506.3492
MICAL1	383.4359	MICAL1	666.0317
MICAL2	816.3404	MICAL2	1158.0952
MICAL3	1217.0523	MICAL3	1211.1111
MICALCL	12.5434	MICALCL	49.2063
MICALL1	1046.1904	MICALL1	921.9048
MICALL2	403.424	MICALL2	471.1111
MICA	379.6932	MICA	516.8254
MICB	236.2912	MICB	59.0476
MID1IP1	335.6217	MID1IP1	532.381
MID1	719.383	MID1	509.2063
MID2	317.9931	MID2	503.1746
MIDN	936.3505	MIDN	1678.0952
MIER1	671.5823	MIER1	802.2222
MIER2	188.4906	MIER2	413.9683
MIER3	494.9572	MIER3	475.2381
