gene_id	TCGA-BH-A1FU-01A-11R-A14D-07	gene_id	TCGA-BH-A1FU-11A-23R-A14D-07
removed	removed	NPFF	20.9754
NPHP1	50.2382	NPHP1	141.0593
NPHP3	340.8402	NPHP3	1057.6822
NPHP4	265.4829	NPHP4	383.849
NPIPL3	308.77	NPIPL3	743.2879
NPIP	488.3499	NPIP	1443.0257
NPLOC4	2073.1919	NPLOC4	2205.5585
NPL	139.8874	NPL	115.8888
NPM1	11579.9047	NPM1	6591.505
NPM2	9.5279	NPM2	26.2192
NPM3	634.4738	NPM3	210.8023
NPNT	915.1148	NPNT	458.8359
NPR1	308.7917	NPR1	1694.8086
NPR2	260.7189	NPR2	484.5307
NPR3	225.6388	NPR3	69.7431
NPRL2	180.5154	NPRL2	303.5763
NPRL3	975.7471	NPRL3	811.7462
NPTN	2972.2824	NPTN	2374.9345
NPTX1	47.6397	NPTX1	287.8867
NPTX2	82.2867	NPTX2	6.2926
NPTXR	1629.2767	NPTXR	622.968
NPW	9.0948	removed	removed
NPY1R	65.8294	NPY1R	632.9313
NPY2R	9.5279	NPY2R	141.0593
removed	removed	NPY5R	28.8411
NQO1	7914.6817	NQO1	1274.2528
NQO2	422.6938	NQO2	522.8107
NR1D1	476.5396	NR1D1	1235.7525
NR1D2	1486.3577	NR1D2	3212.8998
NR1H2	769.1641	NR1H2	1054.0115
NR1H3	235.1667	NR1H3	574.7247
NR1I3	9.6882	removed	removed
NR2C1	249.8917	NR2C1	452.0189
NR2C2AP	279.1988	NR2C2AP	336.7278
NR2C2	1185.1884	NR2C2	2089.0142
removed	removed	NR2E3	6.2926
NR2F1	591.5981	NR2F1	767.698
NR2F2	2239.0645	NR2F2	1791.2952
NR2F6	514.5084	NR2F6	573.6759
NR3C1	1322.6505	NR3C1	3615.6266
NR3C2	275.877	NR3C2	618.2486
NR4A1	784.7553	NR4A1	5786.0514
NR4A2	194.0234	NR4A2	810.173
NR4A3	75.7904	NR4A3	266.387
NR5A2	197.9212	NR5A2	225.4851
removed	removed	NR6A1	17.8291
NRARP	385.4482	NRARP	257.9969
NRAS	966.6522	NRAS	1195.0708
NRBF2	588.5665	NRBF2	506.0304
NRBP1	2683.4127	NRBP1	2023.5973
NRBP2	430.0563	NRBP2	1592.0294
NRCAM	103.508	NRCAM	125.3277
NRD1	3162.408	NRD1	2494.494
NRF1	358.1637	NRF1	568.9565
NRG1	63.6639	NRG1	321.4473
NRG2	38.9779	NRG2	245.936
NRG3	7.3625	NRG3	15.7315
NRGN	60.6323	NRGN	42.9995
NRIP1	4012.9926	NRIP1	4403.7756
NRIP2	121.2646	NRIP2	199.2659
NRIP3	72.7588	NRIP3	185.1075
NRK	342.1395	NRK	281.5941
NRL	17.3235	NRL	34.452
NRM	262.8844	NRM	205.0341
NRN1	226.505	NRN1	915.0498
NRP1	4284.1057	NRP1	3928.6838
NRP2	1762.6678	NRP2	946.5128
removed	removed	NRSN1	5.7682
NRSN2	643.5686	NRSN2	482.9575
removed	removed	NRTN	20.9754
NRXN1	9.5279	NRXN1	77.0844
NRXN2	234.3006	NRXN2	219.1924
NRXN3	76.2235	NRXN3	58.2066
NSA2	1398.874	NSA2	1820.1363
NSD1	3566.479	NSD1	3142.108
NSDHL	495.0195	NSDHL	354.4835
NSFL1C	1443.482	NSFL1C	1390.1416
NSF	980.078	NSF	987.9392
NSL1	534.8636	NSL1	638.6995
NSMAF	1005.6301	NSMAF	776.6125
NSMCE1	703.3348	NSMCE1	691.1379
NSMCE2	572.5422	NSMCE2	229.6801
NSMCE4A	449.9783	NSMCE4A	585.2124
NSUN2	1191.8579	NSUN2	1309.9109
NSUN3	124.2962	NSUN3	143.1568
NSUN4	875.7038	NSUN4	597.2732
NSUN5P1	41.1434	NSUN5P1	105.4012
NSUN5P2	116.2321	NSUN5P2	429.0981
NSUN5	331.3123	NSUN5	384.8977
NSUN6	120.8315	NSUN6	252.753
NSUN7	64.097	NSUN7	144.2056
removed	removed	NT5C1B	5.5008
NT5C2	2459.0732	NT5C2	1516.5181
NT5C3L	295.366	NT5C3L	486.1038
NT5C3	361.1953	NT5C3	341.8983
NT5C	236.466	NT5C	271.6308
NT5DC1	659.1598	NT5DC1	800.7341
NT5DC2	2032.9147	NT5DC2	551.7357
removed	removed	NT5DC3	739.3812
NT5E	762.6678	NT5E	583.6392
NT5M	16.0243	NT5M	46.1458
NTAN1	673.4517	NTAN1	689.0404
removed	removed	NTF3	29.8899
NTF4	9.5279	NTF4	113.7808
NTHL1	197.4881	NTHL1	170.9491
NTM	415.7644	NTM	167.2784
NTN1	537.029	NTN1	311.484
NTN4	2010.3941	NTN4	6189.827
removed	removed	NTN5	39.3288
NTNG1	10.8272	NTNG1	11.5364
NTNG2	36.3794	NTNG2	8.3901
NTRK1	8.2287	NTRK1	13.1096
NTRK2	1037.6786	NTRK2	8566.8589
NTRK3	80.1213	NTRK3	427.3728
NUAK1	981.3772	NUAK1	898.7939
NUAK2	152.0139	NUAK2	50.3408
NUB1	1342.4556	NUB1	1605.9518
NUBP1	313.2352	NUBP1	361.0173
NUBP2	812.906	NUBP2	546.408
NUBPL	282.3733	NUBPL	338.752
NUCB1	4187.9602	NUCB1	5111.6938
NUCB2	1502.8064	NUCB2	1244.0482
NUCKS1	11877.003	NUCKS1	8652.3335
NUDCD1	1163.2741	NUDCD1	421.0802
NUDCD2	362.9277	NUDCD2	277.3991
NUDCD3	2368.1247	NUDCD3	2309.9109
NUDC	1697.2715	NUDC	1546.9324
NUDT10	37.6786	NUDT10	51.3896
NUDT11	46.7735	NUDT11	70.2674
NUDT12	163.7072	NUDT12	348.1909
NUDT13	52.8367	NUDT13	62.1605
NUDT14	239.9307	NUDT14	340.3251
NUDT15	576.388	NUDT15	396.5024
NUDT16L1	388.0468	NUDT16L1	345.0446
NUDT16P1	32.0485	NUDT16P1	99.6329
NUDT16	454.7423	NUDT16	933.4033
NUDT17	30.7492	NUDT17	52.9628
NUDT18	64.5301	NUDT18	119.0351
NUDT19	648.3326	NUDT19	322.4961
NUDT1	129.9264	NUDT1	105.9255
NUDT21	2503.6812	NUDT21	2900.3671
NUDT22	266.1802	NUDT22	206.4342
NUDT2	207.8822	NUDT2	228.107
NUDT3	947.5964	NUDT3	453.592
NUDT4	980.078	NUDT4	840.5873
NUDT5	698.0814	NUDT5	392.0923
NUDT6	69.2594	NUDT6	61.7305
NUDT7	47.6397	NUDT7	91.2428
NUDT8	107.8389	NUDT8	69.7431
removed	removed	NUDT9P1	7.3414
NUDT9	699.0039	NUDT9	454.6408
NUF2	221.3079	NUF2	9.9633
NUFIP1	218.7094	NUFIP1	252.753
NUFIP2	3509.3114	NUFIP2	2746.1982
NUMA1	7999.6405	NUMA1	14962.8789
NUMBL	349.935	NUMBL	362.8736
NUMB	1850.5847	NUMB	1726.2716
NUP107	965.7861	NUP107	865.2334
NUP133	1556.0849	NUP133	1461.9822
NUP153	2251.6241	NUP153	1856.8432
NUP155	2765.6994	NUP155	689.0404
NUP160	1655.6951	NUP160	1667.5406
NUP188	2274.5777	NUP188	1571.054
NUP205	2656.5613	NUP205	1560.5663
NUP210	1232.1351	NUP210	1019.9266
NUP214	1675.1841	NUP214	1958.0493
NUP35	256.388	NUP35	313.5815
NUP37	216.544	NUP37	252.2286
NUP43	729.7531	NUP43	766.6492
NUP50	2313.5557	NUP50	1315.1547
NUP54	863.1442	NUP54	813.8437
NUP62CL	10.3941	NUP62CL	17.8291
NUP62	1655.3486	NUP62	1311.0593
NUP85	608.4885	NUP85	589.9318
NUP88	994.8506	NUP88	732.1867
NUP93	1135.5565	NUP93	715.784
NUP98	3025.5522	NUP98	3239.6434
NUPL1	863.1442	NUPL1	1163.0834
NUPL2	241.6631	NUPL2	350.2884
NUPR1	2522.7371	NUPR1	1663.87
NUS1	1382.8497	NUS1	1101.2061
NUSAP1	1067.5617	NUSAP1	45.6214
NUTF2	1861.845	NUTF2	889.355
NVL	700.7362	NVL	409.0194
NWD1	15.1581	NWD1	27.7923
NXF1	1502.8151	NXF1	2355.0079
removed	removed	NXNL2	29.8899
NXN	1327.4145	NXN	649.1872
removed	removed	NXPH2	16.7803
NXPH3	116.9337	NXPH3	174.0954
NXPH4	229.9697	NXPH4	13.1096
NXT1	250.7579	NXT1	271.6308
NXT2	516.6739	NXT2	377.032
NYNRIN	1015.1581	NYNRIN	1342.947
OAF	774.3612	OAF	1002.6219
OAS1	236.466	OAS1	216.5705
OAS2	790.3854	OAS2	542.2129
OAS3	1012.5595	OAS3	936.0252
OASL	85.3183	OASL	37.7556
OAT	5132.958	OAT	2994.7562
OAZ1	4818.1031	OAZ1	5384.3734
OAZ2	2526.2018	OAZ2	1775.0393
OAZ3	29.3114	OAZ3	17.483
OBFC1	470.3335	OBFC1	879.3917
OBFC2A	413.1659	OBFC2A	259.0456
OBFC2B	436.1195	OBFC2B	433.6654
removed	removed	OBP2B	12.0608
OBSCN	438.0208	OBSCN	2104.452
OBSL1	1682.1135	OBSL1	1834.2947
removed	removed	OCA2	20.9754
OCEL1	128.6271	OCEL1	209.2292
OCIAD1	2487.2239	OCIAD1	2026.7436
OCIAD2	633.6076	OCIAD2	372.3125
removed	removed	OCLM	7.3414
OCLN	405.3703	OCLN	414.7876
OCRL	1032.0485	OCRL	1076.0357
ODC1	1033.3478	ODC1	1113.7913
ODF2L	1005.6301	ODF2L	561.6151
ODF2	1268.0814	ODF2	865.2334
ODF3B	82.2867	ODF3B	132.1447
removed	removed	ODF3L1	19.9266
ODZ1	22.9537	ODZ1	126.9009
ODZ2	141.1867	ODZ2	663.87
ODZ3	399.7401	ODZ3	428.946
ODZ4	824.5994	ODZ4	283.6917
OFD1	715.0282	OFD1	1140.5349
OGDH	2377.6527	OGDH	2346.6177
OGFOD1	1296.2321	OGFOD1	852.1238
OGFOD2	137.9298	OGFOD2	263.3718
OGFRL1	337.3755	OGFRL1	999.4756
OGFR	628.8437	OGFR	755.1127
OGG1	239.9307	OGG1	339.2764
OGN	945.4309	OGN	2531.7252
OGT	2767.8649	OGT	5517.5669
OIP5	101.3252	OIP5	14.0482
OIT3	9.5279	removed	removed
OLA1	2226.0719	OLA1	1431.0435
OLFM1	280.2079	OLFM1	591.505
OLFM2	396.7085	OLFM2	748.8201
OLFM4	18.1897	OLFM4	1192.4489
OLFML1	458.207	OLFML1	499.2134
OLFML2A	1691.6414	OLFML2A	2341.8983
OLFML2B	1588.9996	OLFML2B	694.8086
OLFML3	1406.6696	OLFML3	1491.3477
OLIG1	21.6544	removed	removed
OLR1	295.799	OLR1	65.548
OMA1	223.9065	OMA1	351.8616
OMD	357.2975	OMD	333.5081
ONECUT2	10.3941	ONECUT2	13.1096
OPA1	1779.5583	OPA1	1905.0865
OPA3	516.6739	OPA3	582.5905
OPCML	17.3235	removed	removed
OPHN1	906.453	OPHN1	642.3702
OPLAH	273.2785	OPLAH	474.5674
OPN3	2002.0702	OPN3	337.0844
OPRL1	39.8441	OPRL1	81.2795
OPTN	1372.0225	OPTN	1754.064
OR2A1	6.0632	OR2A1	14.6827
OR2A4	15.5912	OR2A4	58.731
OR2A7	62.7977	OR2A7	310.9596
OR2A9P	134.6903	OR2A9P	351.8616
removed	removed	OR2L13	13.1096
OR3A2	5.6301	OR3A2	6.2926
OR51E1	78.3889	OR51E1	57.1578
OR51E2	30.7492	removed	removed
removed	removed	OR7A5	5.7682
removed	removed	OR7C1	5.7682
ORAI1	300.9961	ORAI1	324.5936
ORAI2	1003.456	ORAI2	685.7053
ORAI3	354.2659	ORAI3	431.5679
ORAOV1	174.1013	ORAOV1	275.3015
ORC1L	190.5587	ORC1L	17.3047
ORC2L	447.3798	ORC2L	517.5669
ORC3L	503.2482	ORC3L	604.0902
ORC4L	589.4327	ORC4L	651.8091
ORC5L	380.2512	ORC5L	322.4961
ORC6L	204.4175	ORC6L	22.0241
ORM1	35.9463	removed	removed
ORM2	16.4573	removed	removed
ORMDL1	447.8129	ORMDL1	578.9198
ORMDL2	493.3088	ORMDL2	331.8091
ORMDL3	19794.7163	ORMDL3	2277.9234
OS9	5894.3265	OS9	5843.7336
OSBP2	343.4387	OSBP2	98.0598
OSBPL10	754.8722	OSBPL10	373.8857
OSBPL11	548.2893	OSBPL11	482.4331
OSBPL1A	873.5383	OSBPL1A	2170.9491
OSBPL2	1064.097	OSBPL2	1197.1683
OSBPL3	443.0489	OSBPL3	379.6539
OSBPL5	1505.4136	OSBPL5	856.3188
OSBPL6	100.0433	OSBPL6	73.4137
OSBPL7	98.311	OSBPL7	316.2035
OSBPL8	2724.9892	OSBPL8	2318.8254
OSBPL9	2106.5396	OSBPL9	2426.8485
OSBP	2800.3465	OSBP	2288.9355
OSCAR	55.4353	OSCAR	26.2192
OSCP1	103.508	OSCP1	213.9486
OSGEPL1	135.5565	OSGEPL1	201.3634
OSGEP	326.5483	OSGEP	330.3618
OSGIN1	228.6704	OSGIN1	189.827
OSGIN2	930.2728	OSGIN2	647.6141
OSMR	3864.4435	OSMR	1421.0802
OSM	38.5448	OSM	11.5364
OSR1	133.3911	OSR1	573.6759
OSR2	111.7367	OSR2	176.193
OST4	1955.8207	OST4	1238.5842
OSTCL	12.1265	OSTCL	6.817
OSTC	2782.1568	OSTC	1029.3655
OSTF1	798.181	OSTF1	592.5537
OSTM1	585.968	OSTM1	624.5412
OSTalpha	9.0948	OSTalpha	5.7682
OTOA	5.6301	OTOA	9.4389
OTUB1	1486.7908	OTUB1	1162.559
OTUB2	126.0286	OTUB2	56.1091
OTUD1	290.1689	OTUD1	557.9444
OTUD3	409.2681	OTUD3	610.9072
OTUD4	1526.2018	OTUD4	1724.6985
OTUD5	1301.8623	OTUD5	1298.3744
OTUD6B	438.285	OTUD6B	259.0456
OTUD7A	7.7956	OTUD7A	37.7556
OTUD7B	1168.9043	OTUD7B	1467.226
OTX1	21.2213	OTX1	8.3901
OVCA2	498.4495	OVCA2	311.9822
removed	removed	OVCH2	49.2921
OVGP1	18.6228	OVGP1	40.3776
OVOL1	226.9381	OVOL1	228.107
OVOL2	151.1477	OVOL2	198.2171
OXA1L	2537.4621	OXA1L	1850.0262
OXCT1	2828.9303	OXCT1	943.8909
OXCT2	11.2603	removed	removed
OXER1	9.961	OXER1	41.9507
removed	removed	OXGR1	30.9386
OXNAD1	224.7726	OXNAD1	222.8631
OXR1	2017.3235	OXR1	1568.4321
OXSM	204.8506	OXSM	175.6686
OXSR1	1147.683	OXSR1	1302.0451
OXTR	314.8549	OXTR	5662.2968
P2RX1	14.2919	P2RX1	25.6948
P2RX4	301.8623	P2RX4	535.9203
P2RX5	76.8558	P2RX5	24.1007
removed	removed	P2RX6	17.3047
P2RX7	67.9948	P2RX7	115.8888
P2RY10	79.6882	P2RY10	23.5973
P2RY11	72.9753	P2RY11	75.9098
P2RY12	15.1581	P2RY12	56.1091
P2RY13	82.2867	P2RY13	121.1327
P2RY14	55.0022	P2RY14	68.1699
P2RY1	57.6007	P2RY1	35.1337
P2RY2	181.4638	P2RY2	142.108
P2RY6	277.6094	P2RY6	19.9266
P2RY8	275.877	P2RY8	109.0718
P4HA1	2698.5708	P4HA1	909.806
P4HA2	1760.0693	P4HA2	786.5758
P4HA3	323.9498	P4HA3	35.1337
P4HB	23167.605	P4HB	10122.1814
P4HTM	235.5998	P4HTM	499.7378
P704P	31.6154	P704P	15.7315
PA2G4P4	42.4426	PA2G4P4	29.8899
PA2G4	2522.7371	PA2G4	2445.2019
PAAF1	250.3248	PAAF1	316.7278
PABPC1L	39.411	PABPC1L	358.1542
PABPC1	54191.4249	PABPC1	19054.5359
PABPC3	613.2525	PABPC3	223.3875
PABPC4L	76.2235	PABPC4L	103.3036
PABPC4	3201.3859	PABPC4	2168.3272
PABPC5	39.411	PABPC5	40.9019
PABPN1	1830.4331	PABPN1	1917.2365
PACRGL	124.7293	PACRGL	260.6188
removed	removed	PACRG	19.4022
PACS1	2427.0247	PACS1	2340.3251
PACS2	1223.4734	PACS2	1327.3571
PACSIN1	48.5058	PACSIN1	13.1096
PACSIN2	1633.1745	PACSIN2	1442.58
PACSIN3	647.0333	PACSIN3	527.0058
PADI2	4054.136	PADI2	1346.0933
PADI3	327.4145	PADI3	5.2438
PAEP	5.1971	removed	removed
PAF1	1167.605	PAF1	1279.4966
PAFAH1B1	3844.5214	PAFAH1B1	3887.7819
PAFAH1B2	829.3634	PAFAH1B2	736.7593
PAFAH1B3	573.6423	PAFAH1B3	282.3545
PAFAH2	492.854	PAFAH2	485.5794
PAG1	397.1416	PAG1	267.9601
PAICS	5537.4621	PAICS	2120.6083
PAIP1	2613.2525	PAIP1	970.6345
PAIP2B	161.9749	PAIP2B	367.5931
PAIP2	1470.3335	PAIP2	1716.8327
PAK1IP1	653.5297	PAK1IP1	347.6665
PAK1	812.4729	PAK1	1026.7436
PAK2	3318.3196	PAK2	2570.0052
PAK3	17.3235	PAK3	125.3277
PAK4	1736.6825	PAK4	1106.4499
PAK6	224.6384	PAK6	260.6188
PAK7	23.3867	PAK7	121.6571
PALB2	397.5747	PALB2	373.3613
PALLD	8884.3655	PALLD	6303.0939
PALM2-AKAP2	1947.644	PALM2-AKAP2	2787.1264
PALM2	449.6449	PALM2	56.5128
PALM3	7.3625	PALM3	56.6335
PALMD	1182.33	PALMD	1654.431
PALM	344.3049	PALM	1174.6198
PAMR1	219.5756	PAMR1	887.2575
PAM	2750.9744	PAM	3028.3167
PAN2	287.5704	PAN2	1212.8998
PAN3	952.7934	PAN3	1547.9811
PANK1	390.6453	PANK1	83.9014
PANK2	520.5717	PANK2	418.4583
PANK3	1250.3248	PANK3	1279.4966
PANK4	289.3027	PANK4	388.5684
PANX1	784.3222	PANX1	396.9586
PANX2	111.7367	PANX2	44.5726
PAOX	74.058	PAOX	110.645
PAPD4	741.0134	PAPD4	1145.2543
PAPD5	496.7518	PAPD5	346.0933
PAPD7	518.8393	PAPD7	788.1489
PAPLN	676.9164	PAPLN	550.0787
PAPOLA	5007.3625	PAPOLA	3739.9056
PAPOLG	488.0901	PAPOLG	578.3954
PAPPA2	6.4963	PAPPA2	26.7436
PAPPA	236.8991	PAPPA	139.4861
PAPSS1	2249.4586	PAPSS1	2430.5191
PAPSS2	4666.5223	PAPSS2	493.4452
PAQR3	424.4565	PAQR3	339.8899
PAQR4	1144.3352	PAQR4	160.603
PAQR5	615.851	PAQR5	170.9491
PAQR6	14.725	PAQR6	51.3896
PAQR7	245.1278	PAQR7	459.3603
PAQR8	241.6631	PAQR8	250.6555
PAR-SN	79.385	PAR-SN	236.5076
PAR5	43.7419	PAR5	137.913
PARD3B	198.3543	PARD3B	191.4001
PARD3	1022.0875	PARD3	1306.7646
PARD6A	26.4184	PARD6A	53.4872
PARD6B	146.8168	PARD6B	251.1799
PARD6G	390.2122	PARD6G	388.044
PARG	595.929	PARG	468.2748
PARK2	30.3162	PARK2	87.0477
PARK7	3820.7016	PARK7	2348.1909
PARL	663.0576	PARL	694.8086
PARM1	700.7362	PARM1	1012.0608
PARN	1060.1992	PARN	938.1227
PARP10	529.2334	PARP10	1070.7918
PARP11	258.5535	PARP11	406.3975
PARP12	346.0372	PARP12	450.4457
PARP14	1364.66	PARP14	1700.5768
PARP15	25.5522	PARP15	25.1704
PARP16	266.7822	PARP16	346.6177
PARP1	5070.5933	PARP1	2693.2354
PARP2	456.0416	PARP2	459.3603
PARP3	145.0845	PARP3	597.2732
PARP4	1649.6319	PARP4	2291.5574
PARP6	621.4812	PARP6	870.4772
PARP8	258.9866	PARP8	362.8736
PARP9	1007.0333	PARP9	1241.6675
PARS2	153.3131	PARS2	145.2543
PART1	16.8904	PART1	37.2313
PARVA	3100.0433	PARVA	3517.5669
PARVB	500.2165	PARVB	384.3734
PARVG	184.0624	PARVG	148.925
PASK	160.2425	PASK	255.3749
PATL1	1286.7042	PATL1	1157.8395
removed	removed	PATL2	10.4877
PATZ1	1810.3075	PATZ1	1531.2008
PAWR	586.8341	PAWR	447.8238
PAX1	62.3647	removed	removed
removed	removed	PAX2	6.817
removed	removed	PAX3	13.634
PAX5	48.9389	removed	removed
PAX6	24.2529	PAX6	55.0603
PAX7	11.2603	removed	removed
PAX8	33.3478	PAX8	49.2921
PAX9	321.3512	PAX9	113.2669
PAXIP1	454.2746	PAXIP1	462.4646
PBK	136.8558	PBK	8.3901
PBLD	192.7241	PBLD	138.9617
PBRM1	2494.5864	PBRM1	2360.2517
PBX1	5521.4379	PBX1	4178.8149
PBX2	1287.1373	PBX2	1318.8254
PBX3	543.0922	PBX3	543.7861
removed	removed	PBX4	16.2559
PBXIP1	2729.7531	PBXIP1	3525.957
PCBD1	897.3582	PCBD1	506.0304
PCBD2	203.1182	PCBD2	253.7493
PCBP1	5949.7618	PCBP1	5677.5039
PCBP2	7018.0814	PCBP2	9306.6439
PCBP3	39.8441	PCBP3	35.1337
PCBP4	346.4703	PCBP4	579.4442
PCCA	196.1109	PCCA	545.3644
PCCB	1051.5721	PCCB	976.3241
removed	removed	PCDH10	6.2926
PCDH11X	5.6301	PCDH11X	19.4022
PCDH12	752.2737	PCDH12	650.7604
PCDH17	808.1421	PCDH17	110.645
PCDH18	1059.333	PCDH18	1740.43
PCDH19	113.0359	PCDH19	279.4966
PCDH1	996.1022	PCDH1	2041.4263
PCDH20	44.175	PCDH20	47.7189
PCDH7	991.7713	PCDH7	422.129
removed	removed	PCDH8	6.2926
PCDH9	17.7566	PCDH9	101.7305
PCDHA10	78.0424	PCDHA10	249.2659
PCDHA11	204.2053	PCDHA11	44.2842
PCDHA12	36.4487	PCDHA12	15.7315
PCDHA13	7.3019	PCDHA13	7.8658
PCDHA1	21.8276	PCDHA1	5.2334
PCDHA2	14.3612	PCDHA2	20.451
PCDHA3	33.6942	PCDHA3	68.322
PCDHA4	203.2698	PCDHA4	108.6786
removed	removed	PCDHA5	17.8028
PCDHA6	45.7298	PCDHA6	67.7347
PCDHA7	5.8424	PCDHA7	16.3765
PCDHA8	10.3551	PCDHA8	6.817
PCDHAC1	28.7917	PCDHAC1	29.6592
PCDHAC2	66.7822	PCDHAC2	44.9764
PCDHB10	73.6249	PCDHB10	90.7184
PCDHB11	24.2529	PCDHB11	45.097
PCDHB12	59.7661	PCDHB12	72.8894
PCDHB13	48.9389	PCDHB13	65.548
PCDHB14	132.0918	PCDHB14	177.7661
PCDHB15	52.4036	PCDHB15	90.194
PCDHB16	158.5102	PCDHB16	322.4961
removed	removed	PCDHB17	8.9145
PCDHB18	15.5912	PCDHB18	34.085
PCDHB19P	7.3625	PCDHB19P	18.8778
PCDHB2	49.372	PCDHB2	111.1694
PCDHB3	44.175	PCDHB3	103.828
PCDHB4	106.9727	PCDHB4	301.5207
PCDHB5	46.7735	PCDHB5	121.6571
PCDHB6	46.3404	PCDHB6	126.3765
PCDHB7	88.783	PCDHB7	138.4373
PCDHB8	35.0801	PCDHB8	58.731
PCDHB9	46.3404	PCDHB9	79.7063
PCDHGA10	180.7969	PCDHGA10	105.4851
PCDHGA11	37.2975	PCDHGA11	30.4143
PCDHGA12	108.5621	PCDHGA12	151.3319
PCDHGA1	6.8428	PCDHGA1	21.9612
PCDHGA2	97.7176	PCDHGA2	208.1384
PCDHGA3	19.0559	PCDHGA3	55.2334
PCDHGA4	54.045	PCDHGA4	56.8904
PCDHGA5	59.8441	PCDHGA5	72.365
PCDHGA6	32.6115	PCDHGA6	103.0309
PCDHGA7	16.8904	PCDHGA7	57.2837
removed	removed	PCDHGA8	7.9601
PCDHGA9	70.0823	PCDHGA9	169.2659
PCDHGB1	12.7068	PCDHGB1	44.6513
PCDHGB2	34.2139	PCDHGB2	66.5967
PCDHGB3	8.6618	PCDHGB3	46.0409
PCDHGB4	24.686	PCDHGB4	62.4017
PCDHGB5	85.7817	PCDHGB5	213.9958
PCDHGB6	87.8042	PCDHGB6	159.3026
PCDHGB7	223.2395	PCDHGB7	449.9371
PCDHGC3	2379.4586	PCDHGC3	2561.1694
PCDHGC4	5.2577	PCDHGC4	20.1626
PCDHGC5	9.6622	PCDHGC5	9.1557
PCF11	1446.0806	PCF11	2247.5092
PCGF1	180.1646	PCGF1	202.9365
PCGF2	971.7107	PCGF2	724.085
PCGF3	1093.547	PCGF3	1541.6885
PCGF5	835.8597	PCGF5	1432.6167
PCGF6	176.2668	PCGF6	149.4494
PCID2	495.4526	PCID2	730.9911
PCIF1	656.1282	PCIF1	1217.6193
removed	removed	PCK1	657.053
PCK2	888.2633	PCK2	593.6025
PCLO	181.4638	PCLO	529.6277
PCM1	2095.7124	PCM1	4740.43
PCMT1	1322.6505	PCMT1	1106.9743
PCMTD1	1552.6202	PCMTD1	1687.4672
PCMTD2	1064.9632	PCMTD2	2014.6827
PCNA	2164.5734	PCNA	975.8783
PCNP	1903.4214	PCNP	2421.0802
PCNT	1166.7388	PCNT	1027.268
PCNXL2	312.6895	PCNXL2	561.6151
PCNXL3	1641.4032	PCNXL3	1470.3723
PCNX	1787.7869	PCNX	2855.2701
PCOLCE2	13.8588	PCOLCE2	408.495
PCOLCE	2215.6561	PCOLCE	1784.2737
PCOTH	7.618	PCOTH	12.6062
removed	removed	PCP2	27.268
PCP4L1	22.5206	PCP4L1	47.7189
PCSK1N	69.7272	PCSK1N	13.634
PCSK1	25.5522	removed	removed
PCSK4	16.0243	PCSK4	57.1578
PCSK5	170.2036	PCSK5	198.2171
PCSK6	244.6947	PCSK6	672.7845
PCSK7	780.3465	PCSK7	710.5191
PCSK9	189.6925	PCSK9	6.817
PCTP	339.5409	PCTP	330.8862
PCYOX1L	135.5565	PCYOX1L	235.9727
PCYOX1	2491.1217	PCYOX1	4749.3445
PCYT1A	475.0974	PCYT1A	459.3603
PCYT1B	47.6397	PCYT1B	67.6455
PCYT2	597.2282	PCYT2	515.9937
PC	644.8679	PC	1975.354
PDAP1	2030.3162	PDAP1	1350.8128
PDCD10	754.0061	PDCD10	500.2622
PDCD11	2064.9632	PDCD11	1392.2391
PDCD1LG2	87.0507	PDCD1LG2	120.0839
PDCD1	28.1507	PDCD1	13.1096
PDCD2L	152.0139	PDCD2L	105.9255
PDCD2	927.6743	PDCD2	679.0771
PDCD4	3038.2936	PDCD4	5576.817
PDCD5	660.026	PDCD5	489.7745
PDCD6IP	3165.0065	PDCD6IP	4437.3361
PDCD6	1006.9294	PDCD6	1123.2302
PDCD7	539.1945	PDCD7	553.225
PDCL3	645.301	PDCL3	323.0205
PDCL	559.5496	PDCL	501.311
PDDC1	758.77	PDDC1	1070.7918
PDE10A	156.7778	PDE10A	141.5836
PDE11A	24.2529	PDE11A	104.3524
PDE12	599.8268	PDE12	629.2606
PDE1A	134.6903	PDE1A	134.2423
PDE1B	218.2763	PDE1B	323.5448
PDE1C	39.411	PDE1C	323.5448
PDE2A	224.7726	PDE2A	1138.9617
PDE3A	170.6366	PDE3A	121.6571
PDE3B	104.8073	PDE3B	952.8055
PDE4A	250.3248	PDE4A	472.4698
PDE4B	1792.1178	PDE4B	1046.1458
removed	removed	PDE4C	5.7682
PDE4DIP	2008.6618	PDE4DIP	2079.7063
PDE4D	415.1321	PDE4D	242.753
PDE5A	704.3742	PDE5A	1049.6696
PDE6B	20.3551	PDE6B	69.2187
PDE6D	202.2521	PDE6D	242.7897
PDE6G	11.6934	removed	removed
PDE7A	1774.3395	PDE7A	862.3125
PDE7B	117.7999	PDE7B	212.8998
PDE8A	420.5284	PDE8A	607.7609
PDE8B	44.6081	PDE8B	157.8395
PDE9A	156.3447	PDE9A	278.9722
PDF	207.5271	PDF	81.4788
PDGFA	482.0269	PDGFA	1265.8626
PDGFB	2347.3365	PDGFB	1056.1091
PDGFC	1151.1477	PDGFC	619.2973
PDGFD	666.5223	PDGFD	2329.3131
PDGFRA	3117.9082	PDGFRA	3814.3367
PDGFRB	7245.5608	PDGFRB	5518.0912
