gene_id	TCGA-BH-A18Q-01A-12R-A12D-07	gene_id	TCGA-BH-A18Q-11A-34R-A12D-07
DBNDD2	1172.3478	DBNDD2	656.6635
DBNL	1250.0265	DBNL	1212.0641
DBP	326.9258	DBP	453.5658
DBR1	617.6003	DBR1	398.0522
DBT	1005.189	DBT	928.9978
removed	removed	DBX2	9.7392
DCAF10	1871.8628	DCAF10	1466.8552
DCAF11	2454.6098	DCAF11	1932.438
removed	removed	DCAF12L2	9.1109
DCAF12	4133.0086	DCAF12	1238.4543
DCAF13	1714.2391	DCAF13	596.9683
DCAF15	836.1749	DCAF15	393.0254
DCAF16	1130.5729	DCAF16	1419.7298
DCAF17	546.0129	DCAF17	685.2026
DCAF4L1	6.3539	removed	removed
DCAF4	419.3583	DCAF4	368.8344
DCAF5	1058.5619	DCAF5	2108.3883
DCAF6	3753.0446	DCAF6	1797.6751
DCAF7	4129.6198	DCAF7	2455.5451
DCAF8	2791.7526	DCAF8	2619.3057
DCAKD	776.4482	DCAKD	1245.366
DCBLD1	421.8998	DCBLD1	161.797
DCBLD2	2103.5688	DCBLD2	1211.1216
DCC	5.5067	removed	removed
removed	removed	DCDC1	10.8734
DCDC2	187.2541	DCDC2	1561.3761
DCD	534.5759	DCD	70.0597
DCHS1	579.4769	DCHS1	1642.4757
DCHS2	83.4481	DCHS2	224.945
DCI	705.2843	DCI	392.0829
DCK	649.3699	DCK	469.3685
DCLK1	721.8045	DCLK1	1400.8797
DCLK2	49.1369	DCLK2	129.7518
DCLK3	5.9303	DCLK3	7.8542
DCLRE1A	431.2189	DCLRE1A	369.4628
DCLRE1B	381.2348	DCLRE1B	227.7725
DCLRE1C	505.3479	DCLRE1C	363.8077
DCN	8137.6681	DCN	52926.1703
DCP1A	739.1719	DCP1A	1478.7936
DCP1B	458.3289	DCP1B	479.1078
DCP2	1911.257	DCP2	1339.3025
DCPS	430.7953	DCPS	199.4973
DCST2	40.665	DCST2	60.6346
DCTD	937.414	DCTD	1352.4976
DCTN1	3278.8732	DCTN1	3487.3641
DCTN2	2189.1348	DCTN2	1956.6447
DCTN3	1086.9427	DCTN3	635.2498
DCTN4	1726.1464	DCTN4	2273.6412
DCTN5	1674.0443	DCTN5	1070.0597
DCTN6	566.3454	DCTN6	573.9868
DCTPP1	1355.925	DCTPP1	446.12
removed	removed	DCT	23.2485
DCUN1D1	1052.208	DCUN1D1	603.8329
DCUN1D2	303.2934	DCUN1D2	315.1115
DCUN1D3	158.4242	DCUN1D3	279.2963
DCUN1D4	766.2819	DCUN1D4	1150.487
DCUN1D5	431.6425	DCUN1D5	267.9862
DCXR	1101.7685	DCXR	552.9375
DCX	13.9786	DCX	70.3739
DDA1	916.6578	DDA1	535.9724
DDAH1	1922.2705	DDAH1	908.5768
DDAH2	1787.5675	DDAH2	1361.2944
DDB1	4298.6339	DDB1	5352.8118
DDB2	586.2544	DDB2	781.0242
removed	removed	DDC	16.0226
DDHD1	236.7892	DDHD1	479.4219
DDHD2	1383.4586	DDHD2	1539.114
DDI2	113.7096	DDI2	209.3402
DDIT3	259.5785	DDIT3	441.0556
DDIT4L	44.901	DDIT4L	83.2548
DDIT4	997.1407	DDIT4	662.5825
DDOST	7998.3056	DDOST	3307.8856
DDO	60.574	DDO	120.3267
DDR1	9642.6983	DDR1	5751.8065
DDR2	1893.8897	DDR2	1243.481
DDRGK1	896.7489	DDRGK1	403.393
DDTL	200.2033	DDTL	118.3663
DDT	696.2152	DDT	359.6607
DDX10	723.0753	DDX10	647.5024
DDX11L2	38.9707	DDX11L2	38.3286
DDX11	949.6982	DDX11	420.3582
DDX12	264.7464	DDX12	97.0782
DDX17	14904.5854	DDX17	20194.4706
DDX18	1690.5644	DDX18	2058.1213
DDX19A	1193.2649	DDX19A	937.1599
DDX19B	1359.2714	DDX19B	795.4257
DDX1	1876.0987	DDX1	2408.7339
DDX20	542.6242	DDX20	629.2806
DDX21	2637.7211	DDX21	1732.328
DDX23	1896.4312	DDX23	1962.6139
DDX24	2112.0407	DDX24	3503.2988
DDX25	5.0831	DDX25	10.3676
DDX26B	278.725	DDX26B	556.0792
DDX27	1175.0503	DDX27	1020.1068
DDX28	303.717	DDX28	273.327
DDX31	285.0789	DDX31	328.6208
DDX39	1010.6958	DDX39	343.0726
DDX3X	8401.5673	DDX3X	11588.1244
DDX41	745.1022	DDX41	845.743
DDX42	3706.4492	DDX42	3831.9196
removed	removed	DDX43	10.2702
DDX46	2499.6294	DDX46	1737.0405
DDX47	981.8913	DDX47	1040.5278
DDX49	1162.7661	DDX49	499.8429
DDX50	1139.892	DDX50	1175.3063
DDX51	468.0716	DDX51	616.7138
DDX52	585.4072	DDX52	552.9375
DDX54	1377.2869	DDX54	870.1288
DDX55	584.56	DDX55	523.4056
DDX56	816.266	DDX56	1094.879
DDX58	2385.6825	DDX58	787.3076
DDX59	638.78	DDX59	523.4056
DDX5	12393.9426	DDX5	15524.6623
DDX60L	463.8356	DDX60L	688.3443
DDX60	1405.4855	DDX60	1038.3286
DDX6	4947.5802	DDX6	4976.1232
DEAF1	452.8222	DEAF1	577.7568
DECR1	884.8883	DECR1	990.2608
DECR2	298.6339	DECR2	202.9532
DEDD2	516.3613	DEDD2	425.3849
DEDD	1305.1446	DEDD	752.9281
DEF6	474.0019	DEF6	274.8979
DEF8	737.0539	DEF8	763.7449
DEFB132	35.5819	DEFB132	91.109
DEFB1	19.4853	DEFB1	99.9057
DEGS1	1505.8774	DEGS1	1530.3173
DEGS2	124.9603	DEGS2	196.6698
DEK	6245.8964	DEK	2630.5372
DEM1	202.478	DEM1	179.7047
DENND1A	507.0423	DENND1A	586.5536
DENND1B	230.0116	DENND1B	168.7088
DENND1C	203.3252	DENND1C	149.8586
DENND2A	77.5177	DENND2A	378.2595
DENND2C	72.8921	DENND2C	143.8109
DENND2D	547.7073	DENND2D	559.8492
DENND3	498.5704	DENND3	440.7791
DENND4A	494.758	DENND4A	892.1552
DENND4B	933.5508	DENND4B	855.7744
DENND4C	1642.2747	DENND4C	2743.3239
DENND5A	1490.2044	DENND5A	2207.9799
DENND5B	129.6198	DENND5B	497.9579
DENR	1943.0266	DENR	1310.0848
DEPDC1B	348.1944	DEPDC1B	11.9384
DEPDC1	454.9402	DEPDC1	22.306
DEPDC4	13.1314	DEPDC4	16.9651
DEPDC5	481.6266	DEPDC5	446.12
DEPDC6	413.4279	DEPDC6	841.3446
DEPDC7	34.3111	DEPDC7	18.536
DERA	495.6052	DERA	389.2554
DERL1	3317.1662	DERL1	1598.492
DERL2	451.1278	DERL2	476.5944
DERL3	166.4725	DERL3	264.5303
DES	102.5098	DES	41.4703
DET1	135.9737	DET1	239.0826
DEXI	412.1572	DEXI	492.9312
DFFA	338.0282	DFFA	531.574
DFFB	87.684	DFFB	154.257
DFNA5	112.6761	DFNA5	274.2696
DFNB31	759.928	DFNB31	373.547
DFNB59	21.6033	DFNB59	64.0905
DGAT1	584.2508	DGAT1	641.065
DGAT2	2162.872	DGAT2	2993.7166
DGCR11	21.1797	DGCR11	27.6469
DGCR14	395.637	DGCR14	285.5796
DGCR2	3608.1754	DGCR2	3000.6283
DGCR5	17.791	DGCR5	31.7311
DGCR6L	676.0563	DGCR6L	447.3767
DGCR6	985.2801	DGCR6	366.9494
DGCR8	1187.7581	DGCR8	907.3201
removed	removed	DGCR9	9.4251
DGKA	339.7225	DGKA	454.2884
removed	removed	DGKB	5.0267
DGKD	387.1651	DGKD	1226.5159
DGKE	268.9823	DGKE	372.6045
DGKG	40.665	DGKG	35.8153
DGKH	86.4132	DGKH	135.0927
DGKI	5.0831	DGKI	14.7659
DGKQ	152.9175	DGKQ	243.7952
DGKZ	676.0563	DGKZ	603.5187
DGUOK	745.1022	DGUOK	563.3051
DHCR24	3519.6442	DHCR24	16594.0936
DHCR7	2608.0695	DHCR7	660.0691
DHDDS	831.5154	DHDDS	866.4782
DHDH	9.3191	removed	removed
DHDPSL	18.9855	DHDPSL	43.0789
DHFRL1	443.9648	DHFRL1	374.546
DHFR	1110.52	DHFR	308.913
removed	removed	DHH	6.9117
DHODH	195.2769	DHODH	167.7663
DHPS	989.516	DHPS	676.7201
DHRS11	256.2745	DHRS11	178.448
DHRS12	141.4805	DHRS12	354.0685
DHRS13	222.7597	DHRS13	139.3277
DHRS1	388.8595	DHRS1	560.1634
DHRS2	14.8258	DHRS2	179.0763
DHRS3	1417.3462	DHRS3	1828.4637
removed	removed	DHRS4L1	16.651
DHRS4L2	146.6864	DHRS4L2	306.0446
DHRS4	277.9667	DHRS4	496.7546
DHRS7B	307.1058	DHRS7B	468.426
DHRS7	781.9549	DHRS7	1116.2425
DHRS9	9.3191	DHRS9	9.7392
DHRSX	263.052	DHRSX	270.1854
DHTKD1	3031.6637	DHTKD1	788.5642
DHX15	3073.1759	DHX15	2951.3038
DHX16	918.7758	DHX16	786.3651
DHX29	1124.6426	DHX29	1242.2243
DHX30	1261.4635	DHX30	1506.1263
DHX32	690.3781	DHX32	917.6971
DHX33	537.9646	DHX33	529.3748
DHX34	723.0753	DHX34	444.235
DHX35	316.8485	DHX35	341.1876
DHX36	1597.7973	DHX36	1220.5467
DHX37	604.0453	DHX37	416.5881
DHX38	1873.9807	DHX38	1383.9145
DHX40	1784.6024	DHX40	1852.9689
DHX57	576.0881	DHX57	697.7694
DHX58	330.8271	DHX58	309.4565
DHX8	1002.6475	DHX8	1212.3783
DHX9	6468.707	DHX9	4429.7832
DIABLO	752.0618	DIABLO	620.0503
DIAPH1	4116.4884	DIAPH1	2843.858
DIAPH2	186.805	DIAPH2	353.126
DIAPH3	567.1926	DIAPH3	24.5052
DICER1	1446.1506	DICER1	2902.6076
DIDO1	2597.9032	DIDO1	2110.2733
DIMT1L	614.6352	DIMT1L	510.8388
DIO1	17.791	DIO1	8.7967
DIO2	401.9909	DIO2	90.1665
DIO3	6.3539	DIO3	12.5668
DIP2A	1308.9061	DIP2A	1065.6613
DIP2B	1947.2625	DIP2B	1904.4926
DIP2C	983.5857	DIP2C	1340.5592
DIRAS1	598.115	DIRAS1	112.7867
DIRAS2	27.11	DIRAS2	78.2281
DIRAS3	13.9786	DIRAS3	113.1008
DIRC2	509.533	DIRC2	289.8586
DIRC3	8.0483	DIRC3	25.1335
DIS3L2	284.2317	DIS3L2	518.0647
DIS3L	574.8173	DIS3L	981.1499
DIS3	1951.2994	DIS3	1517.983
DISC1	105.5512	DISC1	208.5203
DISP1	258.3925	DISP1	402.7647
DISP2	74.129	DISP2	99.9057
DIXDC1	780.6841	DIXDC1	1997.1725
DKC1	2619.0829	DKC1	1126.9243
DKFZP586I1420	547.7073	DKFZP586I1420	345.5859
DKFZP686I15217	25.4157	DKFZP686I15217	85.7681
DKFZp434J0226	135.9737	DKFZp434J0226	31.4169
DKFZp686O24166	23.7213	DKFZp686O24166	30.1602
DKFZp761E198	340.9933	DKFZp761E198	474.7094
DKK1	5.5067	DKK1	13.5093
DKK2	42.3594	DKK2	75.7147
DKK3	1100.4977	DKK3	4088.9098
removed	removed	DKK4	12.5668
DKKL1	9.3191	removed	removed
DLAT	1200.6566	DLAT	946.5913
DLC1	1240.7074	DLC1	3043.9837
DLD	1149.2111	DLD	1695.256
DLEC1	8.8955	DLEC1	43.3553
DLEU1	126.6547	DLEU1	44.9262
DLEU2L	5.5067	DLEU2L	18.2218
DLEU2	53.6186	DLEU2	29.9026
DLEU7	9.7427	removed	removed
DLG1	2726.6758	DLG1	1649.0732
DLG2	44.0538	DLG2	255.4194
DLG3	1086.5191	DLG3	1351.241
DLG4	105.5004	DLG4	290.333
DLG5	2508.1012	DLG5	2698.3977
DLGAP1	384.5219	DLGAP1	77.5903
DLGAP2	5.0831	DLGAP2	14.7659
DLGAP3	5.0831	removed	removed
DLGAP4	2437.7846	DLGAP4	1759.9749
DLGAP5	550.2489	DLGAP5	26.076
removed	removed	DLK1	31.4169
DLK2	33.8875	DLK2	120.0126
DLL1	111.8289	DLL1	208.6082
DLL4	120.7243	DLL4	483.192
DLST	1667.2668	DLST	2392.7113
DLX2	8.4719	removed	removed
DLX3	16.5202	DLX3	45.5545
DLX4	25.4157	removed	removed
DLX5	68.6223	removed	removed
DMAP1	415.5459	DMAP1	629.5947
DMBT1	6.3539	DMBT1	30.1602
DMC1	70.7402	DMC1	33.6161
DMD	1113.2055	DMD	2632.1081
DMGDH	34.7347	DMGDH	133.836
DMKN	135.5501	DMKN	587.8102
DMPK	556.1792	DMPK	522.7773
DMRT1	28.3808	removed	removed
DMRT2	22.4505	DMRT2	70.688
DMRT3	81.3301	DMRT3	25.1335
DMRTA1	16.0966	DMRTA1	38.6428
removed	removed	DMRTC1B	32.3594
DMTF1	872.1805	DMTF1	1573.8957
DMWD	507.0423	DMWD	447.3767
DMXL1	1397.0137	DMXL1	2006.9117
DMXL2	437.9964	DMXL2	529.3748
DNA2	395.637	DNA2	79.7989
DNAH10	74.129	DNAH10	19.4785
DNAH11	6.4556	DNAH11	16.651
DNAH12	5.5067	DNAH12	5.655
DNAH14	242.7195	DNAH14	68.4888
DNAH17	41.5122	DNAH17	42.727
DNAH1	243.9903	DNAH1	416.5881
DNAH2	57.6088	DNAH2	100.5341
removed	removed	DNAH3	5.3409
DNAH5	272.3711	DNAH5	407.1631
DNAH6	30.0752	DNAH6	211.7499
DNAH7	16.0966	DNAH7	169.3371
removed	removed	DNAH9	31.1027
DNAI1	9.7427	DNAI1	10.0534
DNAJA1	4030.0752	DNAJA1	2144.2036
DNAJA2	1841.364	DNAJA2	1721.3321
DNAJA3	1410.1451	DNAJA3	819.0386
DNAJA4	723.4989	DNAJA4	797.361
DNAJB11	2105.2632	DNAJB11	687.716
DNAJB12	1357.6194	DNAJB12	1189.7581
DNAJB14	240.1779	DNAJB14	550.11
DNAJB1	2545.8011	DNAJB1	2607.9171
DNAJB2	1635.9208	DNAJB2	1638.3915
DNAJB4	488.4041	DNAJB4	1062.5196
DNAJB5	132.585	DNAJB5	185.3597
DNAJB6	4153.7647	DNAJB6	1423.814
DNAJB9	520.1737	DNAJB9	827.207
removed	removed	DNAJC10	2540.3707
DNAJC11	847.218	DNAJC11	924.8665
DNAJC12	260.934	DNAJC12	234.9984
DNAJC13	2548.7663	DNAJC13	1998.7433
DNAJC14	1283.5328	DNAJC14	1068.1935
DNAJC15	418.9347	DNAJC15	682.3751
DNAJC16	492.2165	DNAJC16	830.9771
DNAJC17	156.3063	DNAJC17	214.2633
DNAJC18	133.4322	DNAJC18	374.4895
DNAJC19	572.2758	DNAJC19	471.2535
DNAJC1	585.4072	DNAJC1	449.89
DNAJC21	1408.8743	DNAJC21	1237.1976
DNAJC22	51.2549	DNAJC22	61.5771
DNAJC24	234.1671	DNAJC24	369.5256
DNAJC25	127.0783	DNAJC25	232.7992
DNAJC27	128.7726	DNAJC27	370.0911
DNAJC28	37.6999	DNAJC28	48.382
DNAJC2	506.4196	DNAJC2	522.1081
DNAJC30	147.8344	DNAJC30	334.2758
DNAJC3	3015.9907	DNAJC3	2432.9249
DNAJC4	340.5782	DNAJC4	459.4565
DNAJC5	2267.0761	DNAJC5	1647.8165
DNAJC6	105.8985	DNAJC6	86.7107
DNAJC7	1011.5091	DNAJC7	1206.8929
DNAJC8	1522.3975	DNAJC8	1651.2724
DNAJC9	1361.4317	DNAJC9	574.6151
DNAL1	261.7812	DNAL1	559.535
DNAL4	835.3278	DNAL4	461.8285
DNALI1	102.0862	DNALI1	713.4779
DNASE1L1	453.7329	DNASE1L1	367.4301
DNASE1L2	22.8741	DNASE1L2	7.5401
DNASE1L3	25.8392	DNASE1L3	182.218
DNASE1	155.8827	DNASE1	46.1828
DNASE2B	5.0831	removed	removed
DNASE2	1859.1549	DNASE2	773.17
DND1	68.1987	DND1	65.0927
DNER	32.6168	DNER	31.4169
DNHD1	240.1779	DNHD1	487.9045
DNLZ	33.8875	DNLZ	51.2096
DNM1L	2563.1685	DNM1L	1660.6975
DNM1P35	46.5954	DNM1P35	50.8954
DNM1	74.9762	DNM1	373.547
DNM2	2717.4118	DNM2	1718.5957
DNM3	77.0941	DNM3	216.4625
DNMBP	270.7741	DNMBP	1514.4738
DNMT1	4871.3333	DNMT1	1151.7436
DNMT3A	627.343	DNMT3A	399.623
DNMT3B	359.2079	DNMT3B	91.4232
DNPEP	960.288	DNPEP	1147.6594
DNTTIP1	580.324	DNTTIP1	383.2862
DNTTIP2	1433.4428	DNTTIP2	1638.7056
DOC2A	5.8837	DOC2A	52.3751
DOC2B	5.0831	DOC2B	61.8913
DOCK10	384.1999	DOCK10	857.3673
DOCK11	284.6553	DOCK11	916.1169
DOCK1	1937.5199	DOCK1	3249.4502
DOCK2	355.8191	DOCK2	335.5325
DOCK3	44.901	DOCK3	35.8153
DOCK4	296.0923	DOCK4	674.5209
DOCK5	837.4457	DOCK5	637.4489
DOCK6	430.3717	DOCK6	957.273
DOCK7	1613.4703	DOCK7	1479.1078
DOCK8	813.3009	DOCK8	1848.8847
DOCK9	1926.93	DOCK9	3091.109
DOHH	182.1455	DOHH	87.0248
DOK1	159.2714	DOK1	171.2221
DOK2	127.9254	DOK2	63.7763
DOK3	99.5446	DOK3	71.0022
DOK4	223.2341	DOK4	428.5265
DOK5	54.6437	DOK5	83.2548
DOK6	11.0134	DOK6	35.1869
DOK7	22.0269	DOK7	21.9918
DOLK	179.6039	DOLK	280.5529
DOLPP1	327.8619	DOLPP1	262.9595
DOM3Z	403.4819	DOM3Z	373.3679
DONSON	715.2557	DONSON	168.027
DOPEY1	1512.2016	DOPEY1	1468.1621
DOPEY2	947.1566	DOPEY2	831.6054
DOT1L	1017.0497	DOT1L	500.4618
DPAGT1	1242.0544	DPAGT1	573.7198
DPCD	138.761	DPCD	176.8834
DPEP1	14.4022	removed	removed
DPEP2	13.555	DPEP2	43.0412
DPF2	1365.6677	DPF2	1185.6739
DPF3	135.1265	DPF3	16.651
DPH1	797.8778	DPH1	747.7474
DPH2	623.1071	DPH2	368.8344
DPH3B	36.8527	DPH3B	16.651
DPH3	488.8277	DPH3	628.0239
DPH5	395.7132	DPH5	409.7172
DPM1	670.126	DPM1	530.6315
DPM2	571.8522	DPM2	430.7257
DPM3	324.4732	DPM3	176.2488
removed	removed	DPP10	5.0267
DPP3	905.0852	DPP3	385.6896
DPP4	91.4963	DPP4	325.7933
DPP6	30.0752	DPP6	10.0534
DPP7	875.5692	DPP7	927.427
DPP8	439.2672	DPP8	860.509
DPP9	807.3705	DPP9	839.1455
DPT	826.8559	DPT	3894.125
DPY19L1	285.5025	DPY19L1	502.6704
DPY19L2P2	24.1449	DPY19L2P2	45.8687
DPY19L2P4	7.2011	DPY19L2P4	19.4785
DPY19L2	25.4157	DPY19L2	177.1913
DPY19L3	553.6376	DPY19L3	655.3566
DPY19L4	1974.7961	DPY19L4	1330.5058
DPY30	459.0744	DPY30	366.4216
DPYD	510.8546	DPYD	1171.5363
DPYSL2	3468.3893	DPYSL2	4069.7455
DPYSL3	1554.5907	DPYSL3	5516.1797
DPYSL4	14.4022	DPYSL4	45.2403
DPYSL5	194.0061	removed	removed
removed	removed	DPYS	19.1643
DR1	1404.6384	DR1	1136.3494
DRAM1	483.7446	DRAM1	1238.1401
DRAM2	1383.8822	DRAM2	879.9874
DRAP1	1038.653	DRAP1	419.4156
removed	removed	DRD1	17.2793
DRD2	29.6516	DRD2	84.8256
DRG1	1550.3548	DRG1	923.6569
DRG2	460.0233	DRG2	562.9909
DSC1	13.555	DSC1	228.203
DSC2	3169.7554	DSC2	2104.9325
DSC3	853.9659	DSC3	1452.0892
DSCAML1	70.3166	DSCAML1	39.2711
DSCAM	37.6999	DSCAM	9.1109
DSCC1	443.0795	DSCC1	80.1131
DSCR3	951.8162	DSCR3	939.9937
DSCR6	83.0245	removed	removed
DSEL	149.9523	DSEL	688.0302
removed	removed	DSE	1094.3512
DSG1	142.3277	DSG1	301.6023
DSG2	9475.3405	DSG2	5745.7807
DSG3	803.5582	DSG3	316.3682
DSN1	1176.3211	DSN1	326.4216
DSP	18609.3403	DSP	19190.7006
DSTN	10826.6441	DSTN	10147.9736
DSTYK	1129.7257	DSTYK	1236.5693
DST	13377.5283	DST	48925.2278
DTD1	734.9359	DTD1	365.0644
DTL	1127.1842	DTL	67.8605
DTNA	1635.9208	DTNA	368.5203
DTNBP1	378.6932	DTNBP1	249.7644
DTNB	1459.282	DTNB	595.3503
DTWD1	454.9402	DTWD1	643.4182
DTWD2	179.6039	DTWD2	257.6186
DTX1	114.794	DTX1	314.4832
DTX2	438.42	DTX2	341.8159
DTX3L	3992.6845	DTX3L	1494.0025
DTX3	529.4927	DTX3	852.0264
DTX4	116.4884	DTX4	525.2906
DTYMK	327.8619	DTYMK	191.6431
DULLARD	1118.7123	DULLARD	1378.5737
DUOX1	393.519	DUOX1	320.7666
DUOX2	112.2525	DUOX2	69.7455
DUOXA1	62.6326	DUOXA1	45.1587
DUOXA2	8.9548	DUOXA2	6.3651
DUS1L	1874.8279	DUS1L	789.8209
DUS2L	204.1724	DUS2L	154.5712
DUS3L	312.1889	DUS3L	265.4728
DUS4L	116.8315	DUS4L	155.3566
DUSP10	236.7892	DUSP10	644.6748
DUSP11	369.7977	DUSP11	513.6664
DUSP12	313.0361	DUSP12	278.3538
DUSP14	416.8167	DUSP14	438.58
DUSP15	5.5067	DUSP15	15.3943
DUSP16	1714.2857	DUSP16	2618.913
DUSP18	159.7797	DUSP18	190.333
DUSP19	83.4481	DUSP19	111.2158
DUSP1	1584.2423	DUSP1	10381.4012
DUSP22	741.7134	DUSP22	828.7779
DUSP23	503.6535	DUSP23	275.5262
removed	removed	DUSP26	5.655
DUSP27	11.0134	DUSP27	5.3409
DUSP28	63.5391	DUSP28	87.0248
DUSP2	173.6736	DUSP2	148.9161
DUSP3	1075.5057	DUSP3	2120.6409
DUSP4	240.6015	DUSP4	1211.4358
removed	removed	DUSP5P	9.1109
DUSP5	515.5141	DUSP5	1603.5187
DUSP6	1151.7526	DUSP6	4447.6909
DUSP7	519.3265	DUSP7	583.726
DUSP8	279.1486	DUSP8	334.9042
DUSP9	9.3191	DUSP9	10.0534
DUT	1061.4	DUT	768.935
DVL1	613.788	DVL1	605.7179
DVL2	618.0239	DVL2	778.825
DVL3	3711.9559	DVL3	2018.536
DYM	1133.1145	DYM	836.6321
DYNC1H1	8601.5038	DYNC1H1	11475.0236
DYNC1I1	88.1076	DYNC1I1	114.0434
DYNC1I2	1213.1738	DYNC1I2	1902.9218
DYNC1LI1	785.7672	DYNC1LI1	765.9441
DYNC1LI2	5014.0845	DYNC1LI2	3706.5661
DYNC2H1	471.8839	DYNC2H1	1295.6331
DYNC2LI1	248.6498	DYNC2LI1	514.2947
DYNLL1	2672.4558	DYNLL1	1852.3406
DYNLL2	1811.2888	DYNLL2	1613.8863
DYNLRB1	1981.1501	DYNLRB1	1115.9284
removed	removed	DYNLRB2	49.0104
DYNLT1	1360.161	DYNLT1	705.9378
DYNLT3	471.8839	DYNLT3	699.6544
DYRK1A	2510.6428	DYRK1A	2528.7465
DYRK1B	388.4359	DYRK1B	361.6085
DYRK2	648.0991	DYRK2	660.6975
DYRK3	557.45	DYRK3	385.1712
DYRK4	338.8754	DYRK4	286.5221
DYSF	659.5362	DYSF	585.6111
DYX1C1	61.4466	DYX1C1	91.3823
DZIP1L	81.7537	DZIP1L	163.0537
DZIP1	442.3594	DZIP1	545.4665
DZIP3	511.2782	DZIP3	729.8146
E2F1	939.1083	E2F1	64.4046
E2F2	387.1651	E2F2	35.1869
E2F3	1102.1921	E2F3	301.6023
E2F4	1011.1193	E2F4	857.0531
E2F5	168.2643	E2F5	103.2108
E2F6	227.4701	E2F6	334.2758
E2F7	399.0257	E2F7	16.9651
E2F8	166.4725	E2F8	5.655
E4F1	451.5514	E4F1	350.2985
EAF1	1013.6609	EAF1	684.2601
EAF2	72.4346	EAF2	81.9981
EAPP	559.5679	EAPP	1023.2485
EARS2	870.9097	EARS2	618.5988
EBAG9	1056.8675	EBAG9	573.6726
EBF1	132.1614	EBF1	1290.9205
EBF2	13.9786	EBF2	74.1439
EBF3	47.4426	EBF3	286.8363
EBF4	55.4908	EBF4	441.7216
EBI3	36.0055	EBI3	19.4785
EBNA1BP2	1068.7282	EBNA1BP2	696.5127
EBPL	390.5538	EBPL	433.2391
EBP	418.0875	EBP	358.4669
ECD	672.6676	ECD	757.4615
ECE1	3859.3667	ECE1	7564.2476
ECE2	197.8185	ECE2	43.9837
ECEL1	17.3674	removed	removed
ECH1	1439.7967	ECH1	2376.0603
ECHDC1	1450.8101	ECHDC1	1241.596
ECHDC2	796.7807	ECHDC2	1306.629
ECHDC3	388.4359	ECHDC3	515.8655
ECHS1	1604.9984	ECHS1	1951.618
ECM1	151.2231	ECM1	213.3208
ECM2	319.39	ECM2	1794.5335
ECSCR	56.338	ECSCR	282.438
ECSIT	706.5551	ECSIT	559.8492
ECT2L	10.1663	ECT2L	22.9343
ECT2	2322.567	ECT2	372.6045
EDA2R	47.019	EDA2R	362.8652
EDARADD	126.2311	EDARADD	957.273
removed	removed	EDAR	62.8338
EDA	37.6999	EDA	203.8957
EDC3	846.7648	EDC3	784.7942
EDC4	1648.1923	EDC4	1421.3101
removed	removed	EDDM3B	14.4518
EDEM1	1150.4818	EDEM1	1706.8803
EDEM2	773.483	EDEM2	462.771
EDEM3	1665.5724	EDEM3	1700.9111
EDF1	1820.1843	EDF1	1791.7059
EDIL3	94.4615	EDIL3	337.1034
EDN1	337.181	EDN1	410.6189
EDN2	90.6492	EDN2	8.4826
EDN3	23.2977	EDN3	584.6686
EDNRA	330.4035	EDNRA	1453.9742
EDNRB	237.6363	EDNRB	993.7166
EEA1	1026.7923	EEA1	1515.8655
EED	465.1064	EED	350.6126
EEF1A1P9	7908.0801	EEF1A1P9	7324.8508
EEF1A1	108284.2317	EEF1A1	119287.7788
EEF1A2	14.4022	EEF1A2	96.1357
EEF1B2	2286.5615	EEF1B2	3974.8665
EEF1D	5497.8291	EEF1D	4837.5746
EEF1E1	268.5587	EEF1E1	201.0682
EEF1G	11838.6106	EEF1G	19291.2347
EEF2K	1336.4397	EEF2K	2109.9592
EEF2	51519.6442	EEF2	52962.9281
EEFSEC	486.2141	EEFSEC	355.7304
EEPD1	114.3704	EEPD1	552.6233
EFCAB1	13.1314	EFCAB1	201.3823
EFCAB2	115.6412	EFCAB2	103.0474
EFCAB4A	1345.3352	EFCAB4A	1049.9529
EFCAB4B	258.8161	EFCAB4B	369.1486
EFCAB5	6.7775	removed	removed
EFCAB6	5.0831	EFCAB6	149.2303
EFCAB7	160.1186	EFCAB7	211.4358
EFEMP1	1500.3706	EFEMP1	5169.3371
EFEMP2	376.9988	EFEMP2	1142.9469
EFHA1	521.0209	EFHA1	929.6261
EFHA2	52.9493	EFHA2	217.405
EFHC1	365.5618	EFHC1	611.0587
EFHC2	8.4719	EFHC2	42.0986
EFHD1	8058.0324	EFHD1	4805.5294
EFHD2	565.4983	EFHD2	518.6931
EFNA1	2331.8861	EFNA1	1554.1942
EFNA3	945.3225	EFNA3	142.3186
EFNA4	631.2951	EFNA4	218.9758
EFNA5	2574.1819	EFNA5	591.5803
EFNB1	416.3931	EFNB1	858.6239
EFNB2	544.7421	EFNB2	1732.6422
EFNB3	66.0807	EFNB3	319.1957
EFR3A	2306.4704	EFR3A	1928.3695
EFR3B	734.5123	EFR3B	76.3431
EFS	1341.9464	EFS	1319.1957
EFTUD1	795.9335	EFTUD1	678.6051
EFTUD2	1854.919	EFTUD2	1415.3314
EGFL6	16.5202	EGFL6	9.7392
EGFL7	244.8374	EGFL7	858.3098
EGFL8	50.0477	EGFL8	116.4876
EGFLAM	104.6278	EGFLAM	490.4178
EGFR	532.0343	EGFR	2153.591
EGF	801.8638	EGF	278.3538
