gene_id	TCGA-BH-A0B5-01A-11R-A12P-07	gene_id	TCGA-BH-A0B5-11A-23R-A12P-07
LOC100131551	6.6711	removed	removed
LOC100131691	38.8893	LOC100131691	23.4315
removed	removed	LOC100132111	9.0988
LOC100132215	14.6765	LOC100132215	18.1976
LOC100132247	371.9146	LOC100132247	64.5581
LOC100132287	187.1247	LOC100132287	126.9497
LOC100132288	328.5524	LOC100132288	419.844
LOC100132707	91.1474	LOC100132707	113.0113
LOC100132832	6.4243	removed	removed
LOC100133161	14.2028	removed	removed
LOC100133331	119.94	LOC100133331	69.5537
removed	removed	LOC100133612	8.6655
removed	removed	LOC100133920	7.3657
removed	removed	LOC100133957	5.9402
removed	removed	LOC100133985	18.1976
LOC100133991	22.0147	removed	removed
LOC100134229	270.1801	LOC100134229	94.4541
LOC100134259	12.008	LOC100134259	21.2305
LOC100134713	12.9887	LOC100134713	9.1031
removed	removed	LOC100144603	9.5321
LOC100144604	16.6778	removed	removed
LOC100170939	155.9807	LOC100170939	15.1646
LOC100188947	44.6965	removed	removed
LOC100188949	8.0053	removed	removed
LOC100190938	409.2728	LOC100190938	205.8059
LOC100190939	105.4036	LOC100190939	102.6863
LOC100190986	425.6171	LOC100190986	96.1872
LOC100192378	12.008	LOC100192378	51.1265
LOC100216545	69.3796	LOC100216545	43.3276
LOC100233209	20.0133	removed	removed
LOC100240735	6.004	LOC100240735	29.4627
LOC100268168	5.3369	LOC100268168	5.1993
LOC100270710	264.2562	LOC100270710	162.214
LOC100270746	16.3442	LOC100270746	23.8302
LOC100270804	27.3516	LOC100270804	18.1976
LOC100271722	24.6831	LOC100271722	52.4263
LOC100271831	13.8626	removed	removed
LOC100271836	739.7198	LOC100271836	157.7513
LOC100272146	42.028	LOC100272146	12.9983
LOC100272216	13.2288	removed	removed
LOC100272217	9.006	LOC100272217	6.0659
LOC100272228	45.03	LOC100272228	12.9983
LOC100286793	57.038	LOC100286793	110.052
LOC100286844	21.9413	LOC100286844	34.2158
LOC100288778	527.1281	LOC100288778	295.8839
LOC100289341	27.3516	LOC100289341	43.7608
LOC100302401	10.0067	LOC100302401	23.2019
LOC100302640	8.0053	LOC100302640	6.9324
LOC100302650	11.6744	LOC100302650	45.9272
LOC100303728	22.3482	LOC100303728	23.3969
LOC113230	212.8085	LOC113230	24.6967
LOC115110	85.9606	LOC115110	28.9905
removed	removed	LOC121838	21.6638
LOC134466	13.0087	LOC134466	34.2288
LOC143188	17.0113	LOC143188	16.8977
LOC143666	10.3402	LOC143666	6.4991
LOC144438	773.8492	LOC144438	661.6118
LOC144486	18.3456	removed	removed
LOC144571	22.3849	LOC144571	150.9575
LOC145783	25.8472	LOC145783	17.8813
removed	removed	LOC145820	12.9983
LOC145837	137.0914	removed	removed
LOC146880	323.9093	LOC146880	159.5667
LOC147727	176.7845	LOC147727	372.617
LOC147804	85.7238	LOC147804	91.4211
LOC148189	40.3602	LOC148189	52.8596
LOC148413	222.5284	LOC148413	221.6681
LOC148696	5.9807	LOC148696	6.5078
LOC148709	31.3542	removed	removed
removed	removed	LOC148824	9.0988
LOC149134	16.0107	removed	removed
LOC149837	20.6805	LOC149837	110.9185
LOC150381	24.6731	LOC150381	162.8986
LOC150622	6.3376	removed	removed
LOC150776	795.8639	LOC150776	224.4367
LOC150786	75.05	LOC150786	52.8596
LOC151009	33.3556	LOC151009	38.5615
LOC151162	1853.9026	LOC151162	753.0329
LOC151534	192.7952	LOC151534	145.4593
LOC152217	149.433	LOC152217	245.234
LOC152225	6.3376	removed	removed
LOC153328	9.006	removed	removed
LOC153684	40.0267	LOC153684	24.6967
LOC154761	124.2528	LOC154761	16.3692
LOC154822	5.5304	LOC154822	6.3518
LOC158376	7.3382	LOC158376	327.5563
LOC158572	24.016	LOC158572	26.8631
LOC158696	9.3396	LOC158696	29.4627
LOC162632	121.8846	LOC162632	346.2132
LOC168474	9.6731	removed	removed
LOC200030	666.1574	LOC200030	708.8475
LOC202181	139.0927	LOC202181	25.13
LOC202781	138.7592	LOC202781	167.6776
LOC219347	55.5237	LOC219347	50.26
LOC220429	5.6704	removed	removed
LOC220594	5.0033	removed	removed
LOC220729	181.1207	LOC220729	111.3518
LOC220930	113.0554	LOC220930	73.3406
LOC221442	21.6811	LOC221442	11.6984
LOC221710	306.2041	LOC221710	348.7868
LOC222699	19.3462	LOC222699	26.4298
LOC253039	475.984	LOC253039	396.8804
LOC253724	23.6825	LOC253724	11.6984
LOC254559	102.7352	removed	removed
removed	removed	LOC257358	9.9653
LOC25845	293.1721	LOC25845	169.6317
LOC282997	119.7465	LOC282997	22.0971
LOC283050	48.6991	LOC283050	13.8648
LOC283070	136.4243	LOC283070	290.2946
LOC283174	137.0914	LOC283174	25.9965
LOC283267	133.7558	LOC283267	340.9879
LOC283314	148.4923	LOC283314	16.0572
removed	removed	LOC283392	1805.221
LOC283663	19.3462	LOC283663	9.5321
LOC283731	9.3396	LOC283731	6.0659
LOC283867	30.3536	removed	removed
LOC283922	71.7145	LOC283922	45.9272
LOC284023	115.4103	LOC284023	29.0295
LOC284232	36.3576	LOC284232	17.331
LOC284233	189.1261	removed	removed
LOC284276	22.3482	removed	removed
LOC284440	101.0674	LOC284440	114.818
LOC284441	94.0627	LOC284441	64.1248
LOC284551	7.6718	removed	removed
removed	removed	LOC284578	35.0953
LOC284837	36.3576	removed	removed
LOC284900	143.7258	LOC284900	64.792
LOC285033	52.1081	LOC285033	39.7314
LOC285074	161.441	LOC285074	381.2825
LOC285359	73.3823	LOC285359	30.7626
LOC285593	8.6724	LOC285593	11.2652
LOC285830	37.7452	LOC285830	40.156
LOC286367	43.3622	LOC286367	521.6638
LOC286467	14.3429	removed	removed
LOC338651	19.6798	removed	removed
LOC338758	22.0147	LOC338758	28.5962
LOC338799	870.5804	LOC338799	130.4159
LOC339047	1030.6871	LOC339047	997.8336
LOC339290	509.6731	LOC339290	1939.6837
LOC339524	90.7272	LOC339524	1894.0641
removed	removed	LOC339535	10.3986
LOC341056	13.0087	LOC341056	10.3986
LOC344595	571.3809	LOC344595	126.9497
LOC344967	5.0033	removed	removed
LOC348926	75.05	LOC348926	22.5303
LOC349114	246.4977	LOC349114	51.9931
LOC349196	6.004	LOC349196	7.3657
LOC374443	339.2262	LOC374443	74.0901
LOC375190	46.0307	LOC375190	168.1109
LOC387646	48.032	LOC387646	22.5303
LOC387647	396.9913	LOC387647	866.9064
LOC388152	602.4016	LOC388152	69.7574
LOC388242	20.3469	LOC388242	21.2305
LOC388588	16.6778	removed	removed
LOC388692	161.7745	LOC388692	233.9688
LOC388789	411.2742	LOC388789	582.3224
LOC388796	224.483	LOC388796	120.8839
LOC388955	399.9333	LOC388955	309.3588
LOC389033	22.6818	removed	removed
LOC389333	113.4089	LOC389333	15.5979
LOC389493	27.3516	removed	removed
removed	removed	LOC389705	15.1646
LOC390595	8.0053	removed	removed
LOC399744	153.4356	LOC399744	62.825
LOC399815	19.0127	removed	removed
LOC399959	183.7892	LOC399959	719.2374
LOC400027	278.519	LOC400027	250.8666
LOC400043	217.4783	LOC400043	298.9601
LOC400657	233.8225	LOC400657	178.9428
LOC400752	19.3462	LOC400752	9.0988
LOC400759	11.6744	LOC400759	13.4315
LOC400891	6.004	removed	removed
LOC400927	19.6498	LOC400927	12.8683
LOC400931	58.3722	LOC400931	89.2548
LOC401010	25.6838	LOC401010	20.7972
LOC401052	68.7125	LOC401052	837.0884
LOC401093	69.1828	LOC401093	593.1326
LOC401127	8.0053	LOC401127	7.799
LOC401397	419.6131	LOC401397	696.2738
LOC401431	38.3656	LOC401431	149.2851
removed	removed	LOC401463	6.9324
LOC401588	42.6951	LOC401588	40.2946
LOC402377	13.3422	LOC402377	10.3986
LOC407835	48.3656	LOC407835	54.5927
removed	removed	LOC415056	7.799
LOC440354	179.7231	LOC440354	92.721
LOC440905	58.0387	LOC440905	9.5321
LOC440925	41.6945	removed	removed
LOC440944	391.5944	LOC440944	121.3172
LOC440957	92.3949	LOC440957	154.6794
LOC441046	7.0047	LOC441046	11.6984
LOC441089	103.7358	LOC441089	94.0208
LOC441204	16.6778	LOC441204	84.922
LOC441208	46.0307	LOC441208	25.13
LOC441294	119.4129	LOC441294	19.4974
LOC441454	5.3369	removed	removed
LOC441455	7.3382	LOC441455	5.1993
LOC441666	74.0494	LOC441666	35.5286
LOC441869	96.3976	LOC441869	311.5251
LOC442421	22.6818	removed	removed
LOC442454	51.3676	LOC442454	229.2028
LOC493754	544.3629	LOC493754	1030.7626
LOC541471	224.1494	LOC541471	103.9861
LOC541473	5.9006	removed	removed
LOC550112	159.7732	LOC550112	121.3172
LOC550643	425.6171	LOC550643	176.7764
LOC554202	7.3382	removed	removed
removed	removed	LOC55908	438.4749
removed	removed	LOC572558	26.4298
LOC595101	152.435	LOC595101	84.922
LOC606724	18.6791	LOC606724	7.799
LOC613037	12.9219	LOC613037	17.331
LOC619207	34.0227	removed	removed
LOC641298	74.5564	LOC641298	88.9775
LOC641367	8.6724	removed	removed
LOC642587	272.1815	removed	removed
removed	removed	LOC642597	9.0988
LOC642826	151.3943	LOC642826	50.3076
LOC642846	264.5097	LOC642846	74.9567
LOC642852	341.561	LOC642852	136.0485
LOC643008	18.3456	removed	removed
LOC643387	43.3622	LOC643387	48.0936
LOC643677	5.0033	removed	removed
LOC643719	7.3382	removed	removed
LOC643837	190.4603	LOC643837	387.7816
LOC644172	13.6758	LOC644172	12.565
LOC644538	46.3642	LOC644538	291.5945
LOC644936	14.0093	LOC644936	22.9636
LOC645166	69.046	LOC645166	157.7123
LOC645332	84.3896	LOC645332	27.2964
LOC645431	10.05	LOC645431	5.2253
LOC645676	49.1261	LOC645676	23.8821
LOC646214	107.0714	LOC646214	97.0537
LOC646471	61.1841	LOC646471	24.2418
LOC646762	502.3349	LOC646762	519.4974
LOC646851	160.7738	LOC646851	11.2652
removed	removed	LOC646982	6.4991
LOC646999	11.3409	LOC646999	20.364
LOC647121	27.6851	LOC647121	63.2582
LOC647288	7.3382	removed	removed
LOC647946	29.6865	removed	removed
LOC647979	9489.3262	LOC647979	15271.6638
LOC648740	10.0167	LOC648740	18.5529
LOC649330	6.6711	LOC649330	7.3657
LOC650368	30.02	LOC650368	141.6811
LOC650623	157.7718	LOC650623	110.4853
LOC651250	1389.5931	LOC651250	2163.7782
LOC652276	56.3709	LOC652276	18.6308
LOC653113	176.7845	LOC653113	34.2288
LOC653501	133.4223	LOC653501	240.0347
LOC653566	1044.0294	LOC653566	1113.9515
LOC653653	80.3869	LOC653653	84.922
LOC654342	229.4863	LOC654342	694.974
LOC654433	76.0507	LOC654433	394.7964
LOC678655	430.8439	LOC678655	142.9896
LOC723972	8.3389	LOC723972	9.9653
LOC727896	17.6785	LOC727896	16.4645
LOC728024	19.0127	LOC728024	32.9289
LOC728190	98.3989	LOC728190	159.4454
LOC728264	172.1147	LOC728264	441.9411
LOC728323	114.4096	LOC728323	45.0607
LOC728392	55.0367	LOC728392	68.4575
LOC728554	498.3322	LOC728554	94.4541
LOC728606	125.0834	removed	removed
LOC728613	235.8239	LOC728613	144.2808
LOC728640	40.6938	LOC728640	29.4627
LOC728643	62.3749	LOC728643	31.1958
LOC728723	13.0087	LOC728723	67.591
LOC728743	123.4156	LOC728743	141.6811
LOC728758	34.3562	LOC728758	27.7296
LOC728819	14.6765	LOC728819	44.6274
LOC728855	77.2415	LOC728855	219.2374
LOC728875	12.485	LOC728875	21.6638
removed	removed	LOC728989	6.9324
LOC729020	35.0233	LOC729020	20.364
LOC729082	437.3616	LOC729082	378.0633
LOC729176	26.3509	LOC729176	52.8596
LOC729234	57.7051	LOC729234	38.1282
LOC729375	63.3756	LOC729375	6.0659
removed	removed	LOC729467	8.2322
LOC729603	25.0167	LOC729603	32.9289
LOC729678	512.8486	LOC729678	505.3206
LOC729799	29.0193	LOC729799	20.364
LOC729991-MEF2B	69.6097	LOC729991-MEF2B	26.1872
LOC729991	246.7845	LOC729991	332.0971
LOC730101	149.0994	LOC730101	47.6603
LOC80054	42.028	LOC80054	380.4159
LOC80154	659.7732	LOC80154	61.9584
LOC81691	212.8085	LOC81691	150.7799
LOC84740	5.3536	removed	removed
removed	removed	LOC84989	5.3466
LOC90110	183.4556	LOC90110	439.7747
LOC90246	14.0093	LOC90246	51.9931
removed	removed	LOC90586	36.3951
LOC90784	364.5764	LOC90784	167.2444
LOC90834	31.0207	LOC90834	12.9983
removed	removed	LOC91149	9.5321
LOC91316	366.4576	LOC91316	185.8016
LOC92249	393.2622	LOC92249	371.7504
LOC92659	93.7292	LOC92659	9.9653
LOC92973	74.7165	LOC92973	45.0607
LOC93622	307.2048	LOC93622	204.5061
LOC96610	4254.6931	LOC96610	664.0035
LOH12CR1	81.054	LOH12CR1	92.721
LOH12CR2	19.0127	LOH12CR2	50.26
LOH3CR2A	94.0627	LOH3CR2A	116.5511
LONP1	1515.3436	LONP1	1656.8458
LONP2	1670.7805	LONP2	2396.0139
LONRF1	488.6591	LONRF1	774.2634
LONRF2	1383.5891	LONRF2	292.8943
LONRF3	14.0093	LONRF3	36.3951
LOXHD1	9.006	LOXHD1	17.7643
LOXL1	1516.6778	LOXL1	363.5182
LOXL2	1986.2575	LOXL2	2077.0667
LOXL3	179.0761	LOXL3	103.2366
LOXL4	89.0594	LOXL4	437.6083
LOX	954.6364	LOX	1981.3692
LPAR1	215.8105	LPAR1	879.1161
LPAR2	311.8746	LPAR2	24.6967
LPAR4	7.0047	LPAR4	5.6326
LPAR5	96.3976	LPAR5	21.2305
LPAR6	640.7605	LPAR6	1048.5269
LPCAT1	1280.8539	LPCAT1	756.0659
LPCAT2	329.2195	LPCAT2	386.0485
LPCAT3	2144.0961	LPCAT3	1591.8544
LPCAT4	236.8245	LPCAT4	324.0901
LPGAT1	3583.7225	LPGAT1	3759.5321
LPHN1	1593.7292	LPHN1	2116.1005
LPHN2	525.3502	LPHN2	2180.2426
LPHN3	17.0113	LPHN3	97.487
LPIN1	370.9139	LPIN1	4147.747
LPIN2	1508.6724	LPIN2	989.6014
LPIN3	550.4503	LPIN3	421.8198
LPL	740.8272	LPL	116885.182
removed	removed	LPPR1	17.7643
LPPR2	813.5424	LPPR2	258.6655
LPPR3	175.4503	removed	removed
LPPR4	34.6898	LPPR4	148.6135
LPPR5	9.006	removed	removed
LPP	604.0694	LPP	420.2773
LPXN	335.8906	LPXN	97.487
LQK1	20.0133	LQK1	19.0641
LRAT	9.006	LRAT	6.0659
LRBA	5001.6678	LRBA	934.1421
LRCH1	810.2068	LRCH1	652.513
LRCH2	43.6958	LRCH2	90.9879
LRCH3	356.9046	LRCH3	366.5511
LRCH4	833.5557	LRCH4	336.2218
LRDD	488.9927	LRDD	110.052
LRFN1	70.7138	LRFN1	17.7643
LRFN2	5.6704	removed	removed
LRFN3	206.1374	LRFN3	126.5165
LRFN4	266.8446	LRFN4	314.1248
LRFN5	25.0167	LRFN5	18.6308
LRG1	1001.6678	LRG1	23.8302
LRGUK	73.0487	removed	removed
LRIG1	5844.0961	LRIG1	6688.9558
LRIG2	275.517	LRIG2	215.338
LRIG3	345.2302	LRIG3	705.8059
LRIT3	8.3389	removed	removed
LRMP	58.7058	LRMP	165.5113
LRP10	4407.9386	LRP10	3418.1109
LRP11	698.1321	LRP11	958.4055
LRP12	239.8266	LRP12	249.5667
LRP1B	192.1281	LRP1B	386.4818
LRP1	11578.7191	LRP1	47051.1265
LRP2BP	106.4043	LRP2BP	36.3951
LRP2	471.9813	removed	removed
LRP3	609.9767	LRP3	1486.7418
LRP4	107.0614	LRP4	96.6205
LRP5L	63.042	LRP5L	33.7955
LRP5	956.6378	LRP5	3498.2669
LRP6	2049.6998	LRP6	985.2686
LRP8	60.3736	LRP8	32.9289
LRPAP1	1278.519	LRPAP1	1930.6759
LRPPRC	4692.1281	LRPPRC	4030.7626
LRRC10B	20.3469	LRRC10B	27.2964
LRRC14	710.8172	LRRC14	377.539
LRRC15	3208.4723	LRRC15	79.2894
LRRC16A	1242.1614	LRRC16A	233.1023
LRRC17	731.8212	LRRC17	239.1681
LRRC18	16.0107	removed	removed
LRRC1	1505.3369	LRRC1	114.3847
LRRC20	351.9013	LRRC20	194.1075
LRRC23	674.1161	LRRC23	152.513
LRRC24	10.6638	removed	removed
LRRC25	150.4336	LRRC25	127.383
LRRC26	28.6858	removed	removed
LRRC27	379.5297	LRRC27	120.0173
LRRC28	115.7438	LRRC28	313.2582
LRRC29	28.6858	LRRC29	30.7626
LRRC2	9.006	LRRC2	86.6551
LRRC31	109.7398	removed	removed
LRRC32	1818.2121	LRRC32	1546.3605
LRRC33	141.0941	LRRC33	179.3761
LRRC34	33.6891	LRRC34	171.1438
LRRC36	10.3402	removed	removed
LRRC37A2	213.439	LRRC37A2	173.6135
LRRC37A3	166.1107	LRRC37A3	60.2253
LRRC37A4	106.7378	LRRC37A4	157.279
LRRC37A	388.2588	LRRC37A	320.1906
LRRC37B2	308.8726	LRRC37B2	389.948
LRRC37B	163.1087	LRRC37B	73.2236
removed	removed	LRRC3B	8.2322
LRRC3	51.034	LRRC3	94.8873
LRRC40	349.5664	LRRC40	402.513
LRRC41	1481.6544	LRRC41	1600.0867
LRRC42	560.7071	LRRC42	306.3258
LRRC43	64.0427	LRRC43	10.8319
LRRC45	306.2041	LRRC45	110.4853
LRRC46	348.2322	LRRC46	5.1993
LRRC47	983.9893	LRRC47	1163.7782
LRRC48	183.4556	removed	removed
LRRC49	214.1428	LRRC49	55.026
LRRC4B	13.0087	LRRC4B	16.4645
LRRC4C	402.6017	LRRC4C	17.331
LRRC4	16.0107	LRRC4	77.1231
LRRC50	104.4029	removed	removed
LRRC55	25.0167	LRRC55	29.896
LRRC56	244.1628	removed	removed
LRRC57	294.1961	LRRC57	372.617
LRRC58	1392.9286	LRRC58	1409.4454
LRRC59	2282.9753	LRRC59	2021.1698
LRRC61	322.5484	LRRC61	67.1577
removed	removed	LRRC66	22.9636
LRRC67	12.008	removed	removed
LRRC6	212.8085	LRRC6	35.0953
LRRC70	62.2181	LRRC70	206.9627
LRRC8A	1606.7378	LRRC8A	1315.8579
LRRC8B	761.5077	LRRC8B	448.8735
LRRC8C	385.5904	LRRC8C	1220.104
LRRC8D	742.1614	LRRC8D	409.4454
LRRC8E	463.3089	LRRC8E	22.9636
LRRCC1	1636.0907	LRRCC1	420.2773
LRRFIP1	3967.9787	LRRFIP1	2139.0815
LRRFIP2	759.5063	LRRFIP2	985.7019
LRRIQ1	76.0507	removed	removed
LRRIQ3	14.0093	LRRIQ3	61.0919
LRRK1	296.1975	LRRK1	159.4454
LRRK2	350.2335	LRRK2	598.7868
LRRN1	2020.6805	LRRN1	6.0659
LRRN2	810.8739	LRRN2	81.8891
LRRN3	17.3449	LRRN3	689.7747
LRRN4CL	41.3609	LRRN4CL	827.1231
LRRTM2	13.6758	LRRTM2	36.3951
LRSAM1	376.2508	LRSAM1	350.0867
LRTOMT	335.2602	LRTOMT	202.9636
LRWD1	483.3222	LRWD1	140.8146
LSAMP	26.6845	LSAMP	6.4991
LSG1	1074.0494	LSG1	653.8128
LSM10	292.5284	LSM10	584.0555
LSM11	253.1688	LSM11	86.6551
LSM12	883.5891	LSM12	958.4055
LSM14A	3391.2608	LSM14A	2842.721
LSM14B	1300.2001	LSM14B	558.9255
LSM1	495.6638	LSM1	684.5754
LSM2	567.7118	LSM2	383.4489
LSM3	1002.3349	LSM3	812.3917
LSM4	1457.972	LSM4	636.0485
LSM5	645.0967	LSM5	529.0295
LSM6	143.429	LSM6	467.5043
LSM7	439.6264	LSM7	122.1837
LSMD1	332.8886	LSMD1	392.9809
LSP1	1964.9767	LSP1	1034.662
LSR	2680.1201	LSR	120.0173
LSS	1074.7165	LSS	4821.9237
LST1	74.0494	LST1	32.0624
LTA4H	1916.2775	LTA4H	1655.9792
LTA	10.0067	removed	removed
LTB4R2	68.7692	LTB4R2	28.2582
LTB4R	329.8165	LTB4R	106.4645
LTBP1	1225.4837	LTBP1	1267.7643
LTBP2	5132.4216	LTBP2	1843.5875
LTBP3	2493.9993	LTBP3	1824.8917
LTBP4	873.9159	LTBP4	3566.7244
LTBR	1556.0374	LTBR	1528.1629
LTB	65.3769	LTB	9.0988
LTC4S	19.0594	LTC4S	17.9809
LTF	10943.6291	LTF	193.2409
LTV1	365.9106	LTV1	637.3484
LUC7L2	2670.9273	LUC7L2	1516.7331
LUC7L3	2370.5804	LUC7L3	1649.4801
LUC7L	874.2495	LUC7L	497.4003
LUM	13129.7532	LUM	4757.3657
LUZP1	1031.3542	LUZP1	1556.7591
LUZP2	19.0127	LUZP2	86.2218
LUZP6	3392.2615	LUZP6	4578.4229
LXN	125.4169	LXN	185.8752
LY6E	1850.567	LY6E	870.4506
LY6G5B	50.7005	LY6G5B	44.7184
LY6G5C	14.3429	LY6G5C	19.4974
LY6H	10.0067	removed	removed
LY6K	14.3429	LY6K	187.6083
LY75	910.0634	LY75	116.1179
LY86	138.0921	LY86	32.9289
LY96	90.3936	LY96	85.3553
LY9	27.6851	LY9	5.6326
LYAR	191.461	LYAR	229.2028
LYG1	9.006	removed	removed
LYL1	44.6965	LYL1	61.5251
LYNX1	52.3682	LYNX1	571.0572
LYN	506.004	LYN	538.1282
LYPD1	31.8646	removed	removed
LYPD3	522.0147	removed	removed
LYPD5	94.7298	LYPD5	5.1993
LYPD6B	274.8499	LYPD6B	6.4991
LYPD6	566.3776	LYPD6	25.9965
LYPLA1	864.9099	LYPLA1	844.4541
LYPLA2P1	51.7011	LYPLA2P1	23.8302
LYPLA2	1063.3756	LYPLA2	492.6343
LYPLAL1	380.9206	LYPLAL1	446.7071
LYRM1	486.9913	LYRM1	1548.5269
LYRM2	514.473	LYRM2	822.7513
LYRM4	216.4777	LYRM4	380.8492
LYRM5	191.1274	LYRM5	562.3917
LYRM7	345.8973	LYRM7	783.7955
LYSMD1	380.2535	LYSMD1	254.766
LYSMD2	89.7265	LYSMD2	96.1872
LYSMD3	468.9793	LYSMD3	476.1698
LYSMD4	116.1374	LYSMD4	320.5936
LYST	1308.8726	LYST	1112.6516
LYVE1	13.6758	LYVE1	2250.8666
LYZ	2776.5177	LYZ	377.8163
LZIC	353.9026	LZIC	371.3172
LZTFL1	1055.7038	LZTFL1	481.3692
LZTR1	788.6057	LZTR1	1552.4263
LZTS1	299.8666	LZTS1	85.3553
LZTS2	1692.7952	LZTS2	1960.5719
M6PR	3365.5804	M6PR	1849.8267
MAB21L1	32.6885	MAB21L1	200.1733
MAB21L2	7.0047	removed	removed
MACC1	1168.4456	MACC1	76.2565
MACF1	8423.6157	MACF1	6404.2461
MACROD1	208.8059	MACROD1	116.1179
MACROD2	76.7178	MACROD2	105.7192
MAD1L1	374.9166	MAD1L1	375.2166
MAD2L1BP	343.8959	MAD2L1BP	314.5581
MAD2L1	384.2562	MAD2L1	35.9619
MAD2L2	495.6638	MAD2L2	202.3397
MADD	1765.5103	MADD	701.0399
MAEA	862.5751	MAEA	851.8198
MAF1	1548.3656	MAF1	2694.974
MAFB	2564.3763	MAFB	1413.7782
MAFF	258.1721	MAFF	428.9428
MAFG	513.6758	MAFG	801.5598
MAFK	476.3876	MAFK	481.3562
MAF	618.0787	MAF	1423.7435
MAGEA1	273.5157	removed	removed
MAGED1	3338.8926	MAGED1	2120.8839
MAGED2	19097.7318	MAGED2	2525.5633
MAGED4B	118.0487	MAGED4B	39.4324
MAGED4	36.054	MAGED4	13.8605
MAGEE1	114.4096	MAGEE1	87.5217
MAGEF1	625.7505	MAGEF1	365.6846
MAGEH1	372.9153	MAGEH1	600.5199
MAGEL2	34.0227	MAGEL2	35.0953
MAGI1	1170.7805	MAGI1	1630.8492
MAGI2	103.4023	MAGI2	405.5459
MAGI3	1588.7258	MAGI3	334.4887
MAGIX	34.3562	MAGIX	20.364
MAGOHB	362.9086	MAGOHB	201.4731
MAGOH	370.9139	MAGOH	292.8943
MAGT1	1914.2762	MAGT1	1629.5494
MAG	8.0053	removed	removed
MAK16	459.2728	MAK16	382.331
MAK	57.3716	MAK	5.1993
MAL2	5587.058	MAL2	3464.9047
MALAT1	4082.2815	MALAT1	3616.5295
MALL	243.4957	MALL	478.3362
MALT1	878.2522	MALT1	597.9203
MAL	6.3376	MAL	22.9636
MAMDC2	124.7498	MAMDC2	571.9151
MAMDC4	58.0387	MAMDC4	98.7868
MAML1	2347.5183	MAML1	857.2357
MAML2	244.1628	MAML2	710.1386
MAML3	485.9907	MAML3	293.3276
MAMLD1	73.3823	MAMLD1	472.2704
MAMSTR	59.0394	MAMSTR	10.8319
MAN1A1	1374.9166	MAN1A1	3025.9965
MAN1A2	878.5857	MAN1A2	1023.8302
MAN1B1	1408.2722	MAN1B1	961.4385
MAN1C1	432.9553	MAN1C1	329.7227
MAN2A1	898.2655	MAN2A1	340.1213
MAN2A2	1065.3769	MAN2A2	3169.844
MAN2B1	2178.4523	MAN2B1	1432.8423
MAN2B2	1832.555	MAN2B2	1820.6239
MAN2C1	863.9093	MAN2C1	1489.1681
MANBAL	934.6231	MANBAL	1161.1785
MANBA	769.8466	MANBA	547.6603
MANEAL	386.2575	MANEAL	46.7938
MANEA	294.8632	MANEA	763.4315
MANF	832.555	MANF	440.6412
MANSC1	1499.6664	MANSC1	498.2669
MAOA	124.0827	MAOA	14899.9133
MAOB	325.2168	MAOB	6961.4385
MAP1A	908.2722	MAP1A	917.2444
MAP1B	978.3189	MAP1B	4553.2929
MAP1D	30.6871	MAP1D	90.1213
MAP1LC3A	132.0881	MAP1LC3A	458.4055
MAP1LC3B2	122.0814	MAP1LC3B2	363.0849
MAP1LC3B	989.9933	MAP1LC3B	3221.4038
MAP1LC3C	8.0053	MAP1LC3C	74.5234
MAP1S	714.8099	MAP1S	318.8908
MAP2K1	615.5003	MAP2K1	3206.2608
MAP2K2	1574.0494	MAP2K2	1281.1958
MAP2K3	662.7752	MAP2K3	729.636
MAP2K4	937.2915	MAP2K4	850.0867
MAP2K5	308.539	MAP2K5	441.9411
MAP2K6	127.4183	MAP2K6	110.052
MAP2K7	827.5517	MAP2K7	801.5598
MAP2	63.3756	MAP2	243.0676
MAP3K10	191.1274	MAP3K10	188.9081
MAP3K11	1165.4436	MAP3K11	1199.74
MAP3K12	422.5284	MAP3K12	112.2964
MAP3K13	47.6584	MAP3K13	19.9307
MAP3K14	835.2235	MAP3K14	184.5754
MAP3K1	3816.8779	MAP3K1	360.052
MAP3K2	1028.6858	MAP3K2	567.591
MAP3K3	849.4997	MAP3K3	1359.5104
MAP3K4	772.8486	MAP3K4	656.4125
MAP3K5	300.2001	MAP3K5	1504.3328
MAP3K6	982.3215	MAP3K6	918.9775
MAP3K7	640.7605	MAP3K7	652.9463
MAP3K8	231.8212	MAP3K8	727.9029
MAP3K9	100.4003	removed	removed
MAP4K1	113.4089	MAP4K1	8.6655
MAP4K2	409.94	MAP4K2	315.8579
MAP4K3	1032.3549	MAP4K3	725.3033
MAP4K4	3237.4917	MAP4K4	4292.461
MAP4K5	932.9553	MAP4K5	912.0451
MAP4	7640.0934	MAP4	16275.5633
MAP6D1	58.7058	MAP6D1	19.0641
MAP6	213.4757	MAP6	202.3397
MAP7D1	1606.7378	MAP7D1	7825.3899
removed	removed	MAP7D2	19.0641
MAP7D3	127.4183	MAP7D3	1227.4697
MAP7	578.7191	MAP7	192.8076
MAP9	112.7418	MAP9	359.6187
MAPK10	54.3696	MAPK10	1207.9723
MAPK11	174.4496	MAPK11	613.0849
MAPK12	76.0874	MAPK12	130.4376
MAPK13	1235.4903	MAPK13	36.3951
MAPK14	1164.7765	MAPK14	2136.4818
MAPK15	413.9426	removed	removed
MAPK1IP1L	1305.2035	MAPK1IP1L	1769.0641
removed	removed	MAPK1	3320.1906
MAPK3	1511.4877	MAPK3	2069.7574
