gene_id	TCGA-E9-A1N4-01A-11R-A14M-07	gene_id	TCGA-E9-A1N4-11A-33R-A14M-07
KLHL22	346.6459	KLHL22	318.408
KLHL23	111.4078	KLHL23	149.4795
KLHL24	1724.3474	KLHL24	2334.8927
KLHL25	96.9622	KLHL25	277.1219
KLHL26	192.9374	KLHL26	315.1407
KLHL28	693.2918	KLHL28	650.776
KLHL29	58.9668	KLHL29	1003.0445
KLHL2	425.3505	KLHL2	739.8827
KLHL30	16.7772	KLHL30	5.0494
KLHL31	13.3453	KLHL31	42.0613
removed	removed	KLHL32	22.5737
KLHL35	44.1634	KLHL35	25.2469
KLHL36	130.5165	KLHL36	219.2025
KLHL38	22.2051	KLHL38	6.8315
KLHL3	82.4055	KLHL3	227.5191
KLHL4	33.0609	KLHL4	62.3747
KLHL5	2602.9282	KLHL5	877.404
KLHL6	654.5563	KLHL6	85.8395
KLHL7	607.9256	KLHL7	903.542
KLHL8	759.6603	KLHL8	606.8167
KLHL9	1502.05	KLHL9	2079.1565
KLK10	266.2142	KLK10	851.2661
KLK11	854.6487	KLK11	1291.4532
KLK12	21.4649	removed	removed
KLK13	25.1658	KLK13	56.7313
KLK14	5.6746	KLK14	6.5345
removed	removed	KLK1	7.1285
removed	removed	KLK3	10.0988
KLK4	10.1156	removed	removed
KLK5	20.9715	KLK5	1584.9113
KLK6	7.155	KLK6	429.7913
KLK7	14.5567	KLK7	344.5459
removed	removed	KLK8	106.334
removed	removed	KLKB1	12.4749
KLRA1	32.074	KLRA1	102.4727
KLRAQ1	412.0275	KLRAQ1	710.1804
KLRB1	52.552	KLRB1	114.3536
KLRC1	10.3624	KLRC1	64.1568
KLRC2	14.4728	KLRC2	19.0926
KLRC3	24.7562	KLRC3	5.5603
KLRC4	6.812	KLRC4	10.8057
KLRD1	32.3207	KLRD1	43.3653
KLRG1	55.266	KLRG1	24.9499
KLRG2	34.5412	KLRG2	27.029
KLRK1	57.336	KLRK1	182.5559
KL	46.6307	KL	146.432
KMO	81.6209	KMO	18.4778
KNDC1	42.9298	KNDC1	9.2077
KNTC1	747.0379	KNTC1	485.9286
KPNA1	1975.0181	KPNA1	1653.2264
KPNA2	2110.9625	KPNA2	599.6881
KPNA3	1597.0383	KPNA3	1055.6174
KPNA4	2126.506	KPNA4	2018.8609
KPNA5	64.8882	KPNA5	264.9439
KPNA6	2153.1521	KPNA6	2212.2225
KPNB1	6261.8311	KPNB1	5193.1388
KPTN	101.1565	KPTN	97.4233
KRAS	1562.2504	KRAS	1025.6182
KRBA1	78.2112	KRBA1	207.6186
KRBA2	90.3006	KRBA2	167.2236
KRCC1	639.9996	KRCC1	1126.6058
KREMEN1	763.3611	KREMEN1	990.5695
removed	removed	KREMEN2	5.0494
KRI1	711.0287	KRI1	774.7115
KRIT1	797.6556	KRIT1	1277.1961
KRR1	1186.4221	KRR1	1402.9197
KRT10	418.1956	KRT10	301.1807
KRT14	252.151	KRT14	9458.6768
KRT15	299.0283	KRT15	21186.6043
removed	removed	KRT16	210.2918
KRT17	153.4617	KRT17	6132.9175
KRT18	7231.1147	KRT18	6046.7721
KRT19	7239.1012	KRT19	18124.8979
KRT1	8.6353	removed	removed
KRT222	39.9691	KRT222	57.0283
KRT23	217.8565	KRT23	3055.4689
removed	removed	KRT40	21.3856
KRT5	212.1818	KRT5	14790.228
KRT6B	30.8404	KRT6B	299.1015
removed	removed	KRT6C	11.5839
KRT7	1039.691	KRT7	11825.0538
KRT80	85.6129	KRT80	1174.1294
KRT81	9.6222	KRT81	96.8293
removed	removed	KRT83	19.3065
removed	removed	KRT86	16.9303
KRT8	5958.6998	KRT8	6411.2364
KRTCAP2	1030.0688	KRTCAP2	858.9886
KRTCAP3	204.5334	KRTCAP3	376.3273
KSR1	249.1903	KSR1	361.1792
KSR2	85.1195	KSR2	92.671
KTELC1	634.0783	KTELC1	650.4789
KTI12	145.8133	KTI12	102.1757
KTN1	5116.296	KTN1	6874.5823
KYNU	192.6907	KYNU	478.206
KY	11.1025	KY	151.4814
L1CAM	24.4256	L1CAM	45.4444
L1TD1	6.1681	L1TD1	5.0494
L2HGDH	312.1047	L2HGDH	257.5184
L3MBTL2	717.6211	L3MBTL2	787.5696
L3MBTL3	164.0708	L3MBTL3	328.5067
L3MBTL4	77.9645	L3MBTL4	412.564
L3MBTL	50.5782	L3MBTL	259.3005
LACE1	79.1981	LACE1	65.939
removed	removed	LACRT	24.0588
LACTB2	281.7577	LACTB2	248.3107
LACTB	1055.4812	LACTB	274.7457
LAD1	224.2713	LAD1	789.7824
LAG3	37.7486	LAG3	23.4648
LAGE3	223.5311	LAGE3	149.9963
LAIR1	512.1971	LAIR1	250.6869
LAMA1	89.8072	LAMA1	499.8886
LAMA2	730.0461	LAMA2	682.2544
LAMA3	1790.9627	LAMA3	4250.0928
LAMA4	2724.316	LAMA4	1088.5869
LAMA5	1484.7793	LAMA5	2072.3249
LAMB1	4313.9526	LAMB1	2102.0272
LAMB2L	7.155	LAMB2L	47.2266
LAMB2	6504.8534	LAMB2	6110.0468
LAMB3	217.6097	LAMB3	3334.6699
LAMC1	5194.7539	LAMC1	3944.4568
LAMC2	754.4791	LAMC2	3121.7049
LAMC3	33.3076	LAMC3	123.8583
LAMP1	5070.899	LAMP1	5534.7145
LAMP2	4481.971	LAMP2	6690.4285
LAMP3	264.2404	LAMP3	99.2055
LANCL1	1301.2174	LANCL1	2596.2724
LANCL2	412.0275	LANCL2	798.6931
removed	removed	LANCL3	14.5541
LAP3	2197.5623	LAP3	1795.5001
LAPTM4A	7124.8684	LAPTM4A	7108.6359
LAPTM4B	1786.2749	LAPTM4B	3158.5357
LAPTM5	24591.3804	LAPTM5	2438.8505
LARGE	734.2478	LARGE	460.9787
LARP1B	783.099	LARP1B	626.7172
LARP1	5569.5262	LARP1	4525.4325
LARP4B	1827.7244	LARP4B	1522.2395
LARP4	2424.7942	LARP4	1366.5998
LARP6	221.3106	LARP6	298.2104
LARP7	1163.7927	LARP7	1297.3936
LARS2	742.143	LARS2	614.2422
LARS	3992.9659	LARS	4452.068
LAS1L	845.2732	LAS1L	959.0852
LASP1	7990.1261	LASP1	3764.1643
removed	removed	LASS1	19.1669
LASS2	6488.5696	LASS2	3246.4543
removed	removed	LASS3	10.9898
LASS4	931.873	LASS4	800.1782
LASS5	769.5292	LASS5	874.1368
LASS6	1594.7635	LASS6	1362.1178
LAT2	1373.2605	LAT2	154.1546
LATS1	522.8062	LATS1	1137.2986
LATS2	612.3666	LATS2	617.8065
LAT	719.3605	LAT	107.9142
LAX1	48.6044	LAX1	32.0784
LAYN	103.377	LAYN	211.4799
LBH	1129.7449	LBH	2015.2967
LBP	13.8165	LBP	6.8315
LBR	876.3603	LBR	848.2958
removed	removed	LBXCOR1	7.7226
LCA5L	83.6391	LCA5L	77.8199
LCA5	122.1279	LCA5	664.142
LCAT	17.2953	LCAT	80.6921
LCK	141.1256	LCK	152.0754
LCLAT1	305.4431	LCLAT1	433.0586
LCMT1	773.2301	LCMT1	569.9859
LCMT2	270.4085	LCMT2	276.2308
LCN10	10.6091	LCN10	13.8026
LCN12	5.1812	LCN12	16.0392
LCN2	8.3886	LCN2	677.805
removed	removed	LCN6	6.3949
LCORL	107.4306	LCORL	106.2954
LCOR	397.3524	LCOR	298.0203
LCP1	14865.3108	LCP1	1750.0557
LCP2	604.9649	LCP2	320.1901
removed	removed	LCT	16.6333
LDB1	1068.3108	LDB1	1738.1748
LDB2	456.1909	LDB2	737.8035
LDB3	7.8951	LDB3	33.2665
LDHA	19220.9596	LDHA	7061.1123
LDHB	4435.5871	LDHB	4035.6427
LDHC	24.6723	LDHC	24.3558
LDHD	204.04	LDHD	132.769
LDLRAD2	116.4977	LDLRAD2	80.2079
LDLRAD3	1093.7233	LDLRAD3	1402.8366
LDLRAP1	633.5848	LDLRAP1	588.1043
LDLR	656.2833	LDLR	1463.4291
LDOC1L	1245.2113	LDOC1L	1170.5651
LDOC1	461.8656	LDOC1	788.8914
LEAP2	6.1681	LEAP2	9.2077
LEF1	840.092	LEF1	193.6586
LEKR1	20.2313	LEKR1	25.2469
removed	removed	LEMD1	9.2077
LEMD2	758.1799	LEMD2	815.6234
LEMD3	776.9309	LEMD3	1152.4467
LENG1	125.3353	LENG1	140.4916
LENG8	1402.1049	LENG8	4882.299
LENG9	135.4732	LENG9	119.5574
LEO1	1083.8544	LEO1	637.1129
LEPRE1	947.1698	LEPRE1	468.9983
LEPREL1	3246.6287	LEPREL1	823.643
LEPREL2	757.6668	LEPREL2	428.9003
LEPROTL1	1430.2536	LEPROTL1	997.104
LEPROT	1058.3235	LEPROT	1138.1302
LEPR	600.3956	LEPR	903.6014
LEP	16.5304	LEP	72.4735
LETM1	970.8552	LETM1	854.5333
LETM2	44.4101	LETM2	21.0886
LETMD1	1227.6939	LETMD1	1893.2205
LFNG	758.9201	LFNG	348.4072
removed	removed	LGALS12	6.2375
LGALS1	4811.0996	LGALS1	1386.7974
LGALS2	8.6353	removed	removed
LGALS3BP	6741.4608	LGALS3BP	4383.7529
LGALS3	3360.1213	LGALS3	4843.2465
removed	removed	LGALS7B	10.3958
LGALS8	1227.8987	LGALS8	863.741
LGALS9C	16.5304	LGALS9C	14.8511
LGALS9	1480.8318	LGALS9	777.0105
LGI2	125.582	LGI2	25.5439
LGI4	41.6962	LGI4	92.0769
LGMN	3378.6255	LGMN	1052.3502
LGR4	595.096	LGR4	1472.9338
removed	removed	LGR5	27.6231
LGR6	7.155	LGR6	684.9335
LGTN	1113.2144	LGTN	1732.5314
removed	removed	LHFPL1	13.663
LHFPL2	2401.1088	LHFPL2	3210.5146
LHFP	855.8823	LHFP	1239.1772
LHPP	167.7717	LHPP	324.0514
LHX4	5.5291	LHX4	11.2126
LHX6	57.4865	LHX6	192.1735
LIAS	240.3083	LIAS	404.2474
LIFR	618.5347	LIFR	4706.6162
LIF	661.2129	LIF	145.838
LIG1	595.3427	LIG1	770.476
LIG3	775.4506	LIG3	708.3983
LIG4	388.0954	LIG4	356.4268
LILRA1	10.1156	LILRA1	7.4256
LILRA2	34.2945	LILRA2	24.0588
LILRA4	40.4626	LILRA4	11.5839
LILRA5	12.8296	LILRA5	6.2375
LILRA6	208.5131	LILRA6	9.7661
LILRB1	146.5535	LILRB1	95.3442
LILRB2	175.1734	LILRB2	45.7414
LILRB3	138.3796	LILRB3	10.7284
LILRB4	1226.4603	LILRB4	140.7886
LILRB5	53.7856	LILRB5	9.8017
LIMA1	3378.8722	LIMA1	2891.5126
LIMCH1	1487.2466	LIMCH1	1888.4681
LIMD1	1460.2181	LIMD1	889.7988
LIMD2	247.8728	LIMD2	152.8952
LIME1	26.9668	LIME1	31.318
LIMK1	805.7975	LIMK1	580.3817
LIMK2	1288.6345	LIMK2	2536.5709
LIMS1	1661.9265	LIMS1	357.6149
LIMS2	252.3977	LIMS2	620.1827
LIMS3-LOC440895	17.9294	LIMS3-LOC440895	28.229
removed	removed	LIMS3	8.3047
LIN37	73.4865	LIN37	82.7267
LIN52	117.4402	LIN52	165.4414
LIN54	611.3797	LIN54	468.7013
LIN7A	134.4641	LIN7A	40.395
LIN7B	18.2575	LIN7B	44.8504
LIN7C	851.9347	LIN7C	763.0504
LIN9	166.0446	LIN9	229.3013
LINGO1	59.9537	LINGO1	76.3347
removed	removed	LINGO4	14.2571
LINS1	274.6028	LINS1	471.0774
LIPA	2550.1295	LIPA	2185.4905
LIPC	21.9584	LIPC	10.6928
LIPE	69.8226	LIPE	185.9182
LIPG	93.7548	LIPG	44.5534
LIPH	197.1317	LIPH	224.5489
LIPT1	107.9635	LIPT1	207.8652
LIPT2	13.8905	LIPT2	15.4452
LITAF	2592.3191	LITAF	5602.4356
LIX1L	565.2425	LIX1L	601.4703
LLGL1	597.3165	LLGL1	633.5487
LLGL2	863.7774	LLGL2	821.8608
LLPH	703.2693	LLPH	445.2365
LMAN1	4663.0657	LMAN1	4131.8779
LMAN2L	589.6681	LMAN2L	759.1891
LMAN2	2743.5604	LMAN2	1633.92
LMBR1L	261.7732	LMBR1L	402.7623
LMBR1	1208.6962	LMBR1	1074.0328
LMBRD1	978.2569	LMBRD1	2331.9225
LMBRD2	506.5224	LMBRD2	369.4958
LMCD1	1101.8652	LMCD1	567.0157
LMF1	253.3846	LMF1	310.1299
LMF2	1076.6994	LMF2	888.3939
LMLN	493.9396	LMLN	323.1603
LMNA	5122.4641	LMNA	7616.2471
LMNB1	1010.5776	LMNB1	322.8633
LMNB2	1373.0138	LMNB2	561.6693
LMO2	251.1641	LMO2	455.6323
LMO3	95.2351	LMO3	68.9092
LMO4	944.9493	LMO4	1550.4567
LMO7	442.1277	LMO7	494.2452
LMOD1	410.7939	LMOD1	2246.083
LMTK2	444.5949	LMTK2	530.1849
LMTK3	105.5975	LMTK3	114.6506
LMX1B	741.1561	LMX1B	1154.8229
LNP1	37.0677	LNP1	71.6091
LNPEP	822.0541	LNPEP	545.6301
LNX1	474.6952	LNX1	594.9358
LNX2	889.9301	LNX2	618.6976
LOC100009676	67.0766	LOC100009676	66.2419
removed	removed	LOC100101266	9.5047
removed	removed	LOC100124692	359.9911
LOC100125556	24.7463	LOC100125556	52.1334
LOC100126784	102.7034	LOC100126784	61.6024
removed	removed	LOC100127888	39.4505
LOC100128191	63.8741	LOC100128191	34.2259
LOC100128239	8.1419	LOC100128239	7.4256
LOC100128288	25.1658	LOC100128288	106.928
LOC100128292	11.596	LOC100128292	34.7516
LOC100128640	18.0108	LOC100128640	83.7603
LOC100128788	11.3517	LOC100128788	16.9303
LOC100128822	64.6414	LOC100128822	122.0762
LOC100128842	21.7116	LOC100128842	35.9397
LOC100128977	5.4279	removed	removed
LOC100129034	2001.6715	LOC100129034	2282.4148
LOC100129387	82.3882	LOC100129387	216.2204
LOC100129534	39.7224	LOC100129534	61.4836
LOC100129550	138.1649	LOC100129550	256.0333
LOC100129637	91.0359	LOC100129637	318.9456
LOC100129716	17.5173	LOC100129716	17.5243
removed	removed	LOC100129726	10.6928
removed	removed	LOC100130015	40.9327
LOC100130093	43.2802	LOC100130093	147.1954
LOC100130148	96.4687	LOC100130148	20.4945
LOC100130331	5.1812	removed	removed
removed	removed	LOC100130522	16.0392
LOC100130557	15.9827	LOC100130557	33.4536
LOC100130581	45.1503	LOC100130581	61.4836
LOC100130691	9.2324	LOC100130691	9.9562
LOC100130776	204.6272	LOC100130776	241.5802
LOC100130872	15.5436	LOC100130872	28.5141
LOC100130932	23.4387	LOC100130932	39.504
LOC100130987	12.3362	LOC100130987	21.9797
LOC100131193	48.2812	LOC100131193	39.801
LOC100131434	22.2223	LOC100131434	174.863
LOC100131551	14.0632	LOC100131551	6.2375
LOC100131691	31.3289	LOC100131691	28.8676
LOC100132111	5.3268	LOC100132111	8.0196
removed	removed	LOC100132215	24.3707
LOC100132247	48.111	LOC100132247	218.6085
LOC100132287	88.0801	LOC100132287	189.5003
LOC100132288	94.9884	LOC100132288	59.9985
LOC100132707	87.6878	LOC100132707	113.7833
LOC100132832	5.7141	LOC100132832	9.8225
LOC100133161	16.5428	LOC100133161	17.3431
LOC100133331	48.0074	LOC100133331	105.3241
LOC100133469	8.1419	removed	removed
removed	removed	LOC100133545	20.1975
removed	removed	LOC100133669	15.4452
removed	removed	LOC100133957	5.59
LOC100133991	11.1025	LOC100133991	37.7218
LOC100134229	139.1518	LOC100134229	146.135
LOC100134259	7.155	LOC100134259	15.1481
LOC100134713	13.8214	LOC100134713	6.8315
LOC100144603	8.3886	removed	removed
removed	removed	LOC100144604	15.1481
LOC100170939	70.3161	LOC100170939	173.164
LOC100188947	5.6746	LOC100188947	7.4256
LOC100188949	6.9082	removed	removed
LOC100190938	44.9036	LOC100190938	79.305
LOC100190939	109.7918	LOC100190939	449.3948
LOC100190986	132.737	LOC100190986	401.5742
LOC100192378	7.155	removed	removed
LOC100216545	45.397	LOC100216545	85.5424
LOC100233209	28.1264	LOC100233209	25.8409
LOC100240735	5.4279	LOC100240735	5.6434
removed	removed	LOC100268168	8.0196
LOC100270710	120.1369	LOC100270710	136.8293
LOC100270746	14.0632	LOC100270746	36.5337
LOC100270804	15.5436	LOC100270804	55.8402
LOC100271722	24.4256	LOC100271722	70.3943
removed	removed	LOC100271831	17.2451
LOC100271836	534.6883	LOC100271836	1019.3837
LOC100272146	18.2575	LOC100272146	38.0189
LOC100272216	9.6222	LOC100272216	15.2818
LOC100272217	10.6091	LOC100272217	18.7124
LOC100272228	17.7641	LOC100272228	109.8983
LOC100286793	56.4996	LOC100286793	259.5975
LOC100286844	23.6706	LOC100286844	38.2446
LOC100287227	5.682	LOC100287227	8.3196
LOC100288778	111.8272	LOC100288778	229.2597
LOC100289341	31.8273	LOC100289341	51.3849
LOC100302401	14.8108	LOC100302401	16.0689
removed	removed	LOC100302640	5.3464
LOC100302650	6.1681	LOC100302650	7.7226
LOC100303728	15.5436	LOC100303728	32.0784
LOC113230	143.8395	LOC113230	125.3434
LOC115110	108.6075	LOC115110	95.5372
removed	removed	LOC121838	61.4836
LOC134466	11.596	LOC134466	87.3246
LOC143188	5.6746	LOC143188	13.366
LOC143666	12.5829	LOC143666	39.801
LOC144438	809.2516	LOC144438	1173.2383
LOC144486	6.1681	LOC144486	13.9601
LOC144571	26.9693	LOC144571	52.0205
LOC145783	30.1668	LOC145783	24.2845
removed	removed	LOC145820	20.4945
LOC145837	70.0693	LOC145837	54.9491
LOC146880	235.6008	LOC146880	627.6231
LOC147727	299.7685	LOC147727	714.3388
LOC147804	93.508	LOC147804	97.4233
LOC148189	62.1742	LOC148189	62.8291
LOC148413	326.2296	LOC148413	307.6706
removed	removed	LOC148696	17.5867
LOC148824	8.3886	removed	removed
removed	removed	LOC149134	9.2077
LOC149837	81.9121	LOC149837	24.0588
LOC150381	42.6091	LOC150381	52.7868
LOC150776	255.8518	LOC150776	541.4717
LOC150786	63.9013	LOC150786	56.4342
LOC151009	10.3624	LOC151009	94.4531
LOC151162	1481.0785	LOC151162	1172.6442
LOC151534	68.8357	LOC151534	91.8809
LOC152217	191.7038	LOC152217	218.9055
LOC152225	18.751	LOC152225	6.2375
LOC153684	24.1789	LOC153684	39.504
LOC154761	64.9893	LOC154761	160.3148
removed	removed	LOC154822	23.7024
LOC158376	7.155	LOC158376	31.1873
LOC158572	28.3732	LOC158572	49.6027
removed	removed	LOC158696	10.0988
LOC162632	313.1039	LOC162632	803.4425
removed	removed	LOC168474	5.6434
LOC200030	523.8399	LOC200030	1211.2423
LOC202181	63.4078	LOC202181	127.7196
LOC202781	138.4116	LOC202781	324.0514
LOC219347	12.3362	LOC219347	33.6378
removed	removed	LOC220429	5.0494
LOC220594	96.0369	LOC220594	300.1351
LOC220729	132.2436	LOC220729	226.034
LOC220930	66.3734	LOC220930	113.415
LOC221442	60.9406	LOC221442	176.1343
LOC221710	447.3089	LOC221710	277.4189
LOC222699	24.919	LOC222699	33.8605
LOC253039	893.1375	LOC253039	1525.2098
LOC253724	25.4125	LOC253724	28.5141
LOC254559	13.0763	LOC254559	94.4531
LOC255167	23.192	LOC255167	21.9797
removed	removed	LOC256880	5.3464
LOC25845	256.4612	LOC25845	352.5952
LOC282997	26.3994	LOC282997	40.6921
removed	removed	LOC283050	56.7313
LOC283070	123.855	LOC283070	159.798
LOC283174	28.8666	LOC283174	184.4509
LOC283267	151.488	LOC283267	173.7581
LOC283314	33.9466	LOC283314	111.3656
removed	removed	LOC283392	15.4273
LOC283663	45.6438	LOC283663	34.7516
LOC283922	55.266	LOC283922	175.5402
LOC284023	152.7216	LOC284023	200.7871
LOC284232	28.6199	LOC284232	18.1184
removed	removed	LOC284233	6.2375
LOC284276	5.6746	LOC284276	9.2077
LOC284440	75.4973	LOC284440	144.0558
LOC284441	169.4987	LOC284441	73.9586
removed	removed	LOC284578	118.2149
LOC284837	76.7309	LOC284837	56.4342
LOC284900	81.0337	LOC284900	237.0981
LOC285033	44.1634	LOC285033	62.345
LOC285074	228.4655	LOC285074	343.0608
LOC285359	48.6044	LOC285359	51.3849
removed	removed	LOC285419	5.6434
LOC285593	6.6615	LOC285593	13.9601
LOC285830	16.8191	LOC285830	70.0379
LOC286002	17.5864	LOC286002	66.533
LOC286367	15.7903	LOC286367	149.4022
removed	removed	LOC286467	35.0486
LOC338651	30.6578	LOC338651	50.7433
LOC338758	15.0501	LOC338758	52.573
LOC338799	162.5905	LOC338799	323.7544
LOC339047	535.389	LOC339047	1118.2892
LOC339290	415.9529	LOC339290	921.6604
LOC339524	83.3899	LOC339524	91.4829
removed	removed	LOC339535	7.7226
LOC341056	7.4017	LOC341056	8.0196
LOC344595	225.9983	LOC344595	222.7668
LOC348926	40.7093	LOC348926	92.0769
LOC349114	58.9668	LOC349114	60.2955
removed	removed	LOC349196	19.4609
LOC374443	134.7108	LOC374443	177.3223
LOC375190	37.7486	LOC375190	86.4335
LOC387646	23.9321	LOC387646	52.573
LOC387647	412.0374	LOC387647	504.935
LOC388152	120.8943	LOC388152	309.7943
LOC388242	8.3886	LOC388242	56.4342
LOC388588	16.037	LOC388588	22.8707
LOC388692	79.6915	LOC388692	461.5727
LOC388789	551.6728	LOC388789	732.1601
LOC388796	230.1926	LOC388796	338.0114
LOC388955	209.9613	LOC388955	197.8169
LOC389333	58.2266	LOC389333	35.6427
LOC389458	33.0609	removed	removed
removed	removed	LOC389493	21.0886
removed	removed	LOC389705	5.3464
removed	removed	LOC389791	6.2375
removed	removed	LOC390595	12.1779
LOC391322	9.3755	LOC391322	27.029
LOC399744	76.4841	LOC399744	136.9273
removed	removed	LOC399815	5.0494
LOC399959	195.8981	LOC399959	588.6983
LOC400027	171.7192	LOC400027	402.4653
LOC400043	60.6939	LOC400043	229.5983
LOC400657	110.0385	LOC400657	398.604
LOC400752	12.0894	LOC400752	57.9194
LOC400759	10.1156	LOC400759	23.1677
LOC400927	7.9124	LOC400927	36.6526
LOC400931	23.192	LOC400931	79.305
LOC401010	31.3338	LOC401010	29.4052
LOC401052	34.0478	LOC401052	67.7211
LOC401093	66.7435	LOC401093	128.9315
removed	removed	LOC401127	5.0494
LOC401397	623.7159	LOC401397	427.7122
LOC401431	29.1355	LOC401431	43.0979
LOC401588	49.8381	LOC401588	81.0871
LOC402377	13.323	LOC402377	9.5047
LOC407835	56.993	LOC407835	50.1968
removed	removed	LOC440173	12.4749
LOC440354	95.6299	LOC440354	274.4605
LOC440905	213.6622	LOC440905	246.2315
LOC440925	12.8296	LOC440925	6.8315
LOC440944	172.2127	LOC440944	365.0405
LOC440957	124.3484	LOC440957	104.5519
LOC441046	10.8558	LOC441046	19.9005
LOC441089	77.9645	LOC441089	93.562
LOC441204	12.5829	LOC441204	33.2665
LOC441208	59.707	LOC441208	49.6027
LOC441294	53.2922	LOC441294	95.0472
removed	removed	LOC441454	13.366
removed	removed	LOC441455	7.1285
removed	removed	LOC441666	29.4052
LOC441869	94.9884	LOC441869	260.1916
LOC442421	14.3099	LOC442421	14.8511
LOC442454	206.2605	LOC442454	159.501
LOC493754	510.7167	LOC493754	516.8189
LOC541471	177.3939	LOC541471	80.4931
removed	removed	LOC541473	5.7028
LOC550112	347.8795	LOC550112	391.1784
LOC550643	286.6922	LOC550643	283.9534
removed	removed	LOC554202	18.4154
removed	removed	LOC572558	16.6333
LOC595101	67.8488	LOC595101	157.7189
LOC606724	23.4387	LOC606724	13.366
LOC613037	14.3099	LOC613037	8.0196
LOC619207	10.3624	LOC619207	23.4648
LOC641298	199.8013	LOC641298	351.0151
LOC641367	14.8034	LOC641367	10.6928
LOC642587	37.9954	LOC642587	1011.9551
LOC642826	97.7517	LOC642826	222.0806
LOC642846	140.3854	LOC642846	353.1596
LOC642852	211.6884	LOC642852	308.0122
removed	removed	LOC643008	7.7226
LOC643387	25.4125	LOC643387	35.9397
removed	removed	LOC643719	11.2868
removed	removed	LOC643763	20.1975
LOC643837	115.4664	LOC643837	126.8285
removed	removed	LOC644165	5.6434
removed	removed	LOC644172	7.1285
LOC644538	38.9822	LOC644538	116.4328
LOC644936	15.2968	LOC644936	17.2273
LOC645166	50.3315	LOC645166	41.5831
LOC645332	57.4865	LOC645332	101.8787
LOC645431	12.9974	LOC645431	15.2907
LOC645676	15.588	LOC645676	44.3662
LOC646214	161.1102	LOC646214	160.9861
LOC646471	79.3067	LOC646471	104.0083
LOC646762	331.1023	LOC646762	412.267
LOC646851	75.4973	LOC646851	200.4901
LOC646999	15.0501	LOC646999	22.2767
LOC647121	25.9059	LOC647121	26.732
LOC647288	9.1288	LOC647288	7.7226
LOC647979	11324.5882	LOC647979	11806.6384
removed	removed	LOC648740	28.6537
LOC649330	13.323	LOC649330	11.8809
LOC650368	17.7641	LOC650368	24.9499
LOC650623	38.2421	LOC650623	118.2149
LOC651250	1718.9195	LOC651250	2000.7426
LOC652276	49.8381	LOC652276	69.5032
LOC653113	24.4256	LOC653113	43.0682
LOC653501	187.0161	LOC653501	423.8509
LOC653566	1824.517	LOC653566	1458.0827
LOC653653	127.0624	LOC653653	65.0479
LOC653786	8.3886	removed	removed
LOC654342	123.1148	LOC654342	197.8169
LOC654433	212.3447	LOC654433	276.8248
LOC678655	241.3174	LOC678655	362.6197
LOC723972	8.3886	LOC723972	7.4256
LOC727896	25.6592	LOC727896	32.0784
LOC728024	18.9977	LOC728024	30.5933
LOC728190	178.6275	LOC728190	221.5787
LOC728264	67.8488	LOC728264	1605.4058
LOC728323	38.2421	LOC728323	89.9978
LOC728392	26.3994	LOC728392	75.7407
LOC728554	122.1279	LOC728554	121.4821
LOC728606	283.4848	LOC728606	73.6615
LOC728613	113.9861	LOC728613	174.6491
LOC728640	35.7748	LOC728640	57.0283
LOC728643	53.7856	LOC728643	84.0573
LOC728723	41.2028	LOC728723	22.2767
LOC728743	116.9467	LOC728743	158.907
LOC728758	36.2683	LOC728758	27.9201
LOC728819	6.4148	LOC728819	31.1873
LOC728855	46.8724	LOC728855	186.1439
LOC728875	16.7821	LOC728875	51.474
LOC729020	26.8928	LOC729020	28.2171
LOC729082	807.3617	LOC729082	555.2922
LOC729176	48.8512	LOC729176	53.464
LOC729234	24.4256	LOC729234	106.631
LOC729375	21.2182	LOC729375	97.4204
LOC729603	25.4125	LOC729603	24.0588
LOC729678	415.9307	LOC729678	460.5094
LOC729799	8.6353	LOC729799	26.435
LOC729991-MEF2B	23.8359	LOC729991-MEF2B	51.1057
LOC729991	185.1533	LOC729991	158.8683
LOC730101	143.8395	LOC730101	143.1648
LOC80054	19.9846	LOC80054	50.7908
LOC80154	286.1987	LOC80154	652.5581
LOC81691	205.5203	LOC81691	158.3129
LOC84740	77.1774	LOC84740	8.9463
removed	removed	LOC84856	49.8998
removed	removed	LOC84989	7.7731
LOC90110	167.525	LOC90110	310.9824
LOC90246	12.5829	LOC90246	17.8213
LOC90784	234.8803	LOC90784	234.0536
LOC90834	9.8689	LOC90834	41.5831
LOC91316	144.9103	LOC91316	526.1038
LOC92249	454.4639	LOC92249	920.7693
LOC92659	34.788	LOC92659	57.0283
LOC92973	33.5543	LOC92973	109.3042
removed	removed	LOC93432	90.5918
LOC93622	270.1617	LOC93622	479.3941
LOC96610	2599.7455	LOC96610	3666.6281
LOH12CR1	83.8858	LOH12CR1	72.4735
LOH12CR2	15.0501	LOH12CR2	33.8605
LOH3CR2A	39.7224	LOH3CR2A	70.6913
LONP1	1567.1848	LONP1	1100.7648
LONP2	1598.7654	LONP2	2027.1775
LONRF1	448.2958	LONRF1	687.0127
LONRF2	1089.7757	LONRF2	439.5931
LONRF3	61.6808	LONRF3	58.5134
LOXHD1	8.3886	LOXHD1	5.0494
LOXL1	599.2903	LOXL1	124.7494
LOXL2	1559.8646	LOXL2	499.2173
LOXL3	90.1501	LOXL3	61.1153
LOXL4	44.4101	LOXL4	2241.9247
