gene_id	TCGA-BH-A0DH-01A-11R-A084-07	gene_id	TCGA-BH-A0DH-11A-31R-A089-07
KLHL2	132.4802	KLHL2	656.1713
removed	removed	KLHL30	32.7456
KLHL31	67.2864	KLHL31	287.5693
removed	removed	KLHL32	10.0756
removed	removed	KLHL33	8.8161
KLHL35	214.1513	KLHL35	68.0101
KLHL36	154.6857	KLHL36	191.8556
KLHL38	63.6056	KLHL38	9.2359
KLHL3	48.1746	KLHL3	183.4593
KLHL4	6.7746	KLHL4	24.3493
KLHL5	585.9992	KLHL5	691.016
KLHL6	136.2439	KLHL6	58.7741
KLHL7	211.1404	KLHL7	538.2032
KLHL8	579.2247	KLHL8	271.6205
KLHL9	1546.481	KLHL9	979.0092
KLK10	19.1946	KLK10	669.6054
removed	removed	KLK11	270.361
removed	removed	KLK12	8.3963
removed	removed	KLK13	40.7221
removed	removed	KLK14	33.1654
removed	removed	KLK1	17.2124
KLK4	25.9691	KLK4	13.8539
KLK5	69.6274	KLK5	1460.1175
KLK6	24.0873	KLK6	259.026
KLK7	27.851	KLK7	635.6003
removed	removed	KLK8	155.6633
removed	removed	KLKB1	22.67
removed	removed	KLRA1	20.1511
KLRAQ1	393.6771	KLRAQ1	617.5483
KLRB1	22.5819	KLRB1	89.4207
removed	removed	KLRC1	6.2972
KLRD1	10.1618	KLRD1	31.4861
removed	removed	KLRF1	24.7691
KLRG1	7.5273	KLRG1	24.7691
KLRG2	120.8129	KLRG2	19.7313
KLRK1	26.7219	KLRK1	131.822
KL	12.7964	KL	150.2939
KMO	35.8449	KMO	13.22
removed	removed	KNDC1	8.8161
KNTC1	575.461	KNTC1	192.9933
KPNA1	2681.2194	KPNA1	1288.4131
KPNA2	2499.0591	KPNA2	714.5256
KPNA3	646.2175	KPNA3	807.7246
KPNA4	1765.1487	KPNA4	1352.225
KPNA5	30.4855	KPNA5	63.8119
KPNA6	2416.2589	KPNA6	1980.2687
KPNB1	4809.1833	KPNB1	4171.7045
KPTN	270.9823	KPTN	162.4685
KRAS	1109.1457	KRAS	506.717
KRBA1	178.3967	KRBA1	254.8279
KRBA2	174.2567	KRBA2	46.5995
KRCC1	763.6432	KRCC1	996.6415
KREMEN1	262.3259	KREMEN1	854.7439
KREMEN2	15.8073	removed	removed
KRI1	794.3244	KRI1	898.1906
KRIT1	685.3594	KRIT1	563.8119
KRR1	712.691	KRR1	462.4097
KRT10	579.9774	KRT10	219.1436
KRT13	86.1874	KRT13	2988.2452
KRT14	1167.1058	KRT14	78640.6381
KRT15	23535.1901	KRT15	9185.5584
KRT16	169.3639	KRT16	750.2099
KRT17	2031.991	KRT17	53656.5911
KRT18	31426.5676	KRT18	7909.6767
KRT19	56282.6496	KRT19	9121.3266
removed	removed	KRT1	18.8917
KRT222	228.0768	KRT222	77.6658
KRT23	1025.5928	KRT23	945.424
KRT32	52.3146	KRT32	26.0285
KRT37	12.7663	removed	removed
KRT4	10.1618	KRT4	813.1822
KRT5	1472.3372	KRT5	73831.6541
removed	removed	KRT6A	2264.0638
KRT6B	298.4569	KRT6B	2726.2804
removed	removed	KRT6C	193.5348
removed	removed	KRT74	5.0378
removed	removed	KRT75	15.1134
removed	removed	KRT77	34.8447
removed	removed	KRT78	10.4954
removed	removed	KRT79	38.2032
KRT7	11126.4584	KRT7	9447.9429
KRT80	1343.997	KRT80	262.3846
KRT81	130.5984	KRT81	738.0353
removed	removed	KRT83	13.4341
KRT86	25.9691	KRT86	55.4156
KRT8	33495.1487	KRT8	11095.361
removed	removed	KRT9	12.1746
KRTAP5-1	6.3982	removed	removed
KRTCAP2	2417.388	KRTCAP2	2407.2208
KRTCAP3	919.8344	KRTCAP3	360.2015
removed	removed	KRTDAP	49.1184
KSR1	133.233	KSR1	444.5844
KSR2	118.1784	KSR2	69.6893
KTELC1	399.6989	KTELC1	336.272
KTI12	190.8167	KTI12	220.403
KTN1	4473.8427	KTN1	3733.4173
KYNU	54.9492	KYNU	45.3401
removed	removed	KY	253.9882
L1CAM	7.5273	L1CAM	89.4207
L1TD1	6.7746	L1TD1	13.4341
L2HGDH	265.7132	L2HGDH	107.8925
L3MBTL2	526.0595	L3MBTL2	878.0856
L3MBTL3	67.3692	L3MBTL3	187.2376
L3MBTL4	23.711	L3MBTL4	189.3367
L3MBTL	28.6037	L3MBTL	107.0529
LACE1	33.8728	LACE1	23.9295
removed	removed	LACRT	289.6725
LACTB2	302.5969	LACTB2	150.2939
LACTB	501.6936	LACTB	289.2527
LAD1	47.7983	LAD1	665.827
LAG3	30.1091	LAG3	28.1276
LAGE3	824.6142	LAGE3	233.4173
LAIR1	338.3515	LAIR1	947.1033
LAMA1	28.6037	LAMA1	175.063
LAMA2	248.4005	LAMA2	1045.7599
LAMA3	1835.1524	LAMA3	6781.2762
LAMA4	1054.9492	LAMA4	4938.707
LAMA5	2743.3195	LAMA5	2332.9135
LAMB1	2050.4328	LAMB1	5421.9144
LAMB2L	9.0327	LAMB2L	41.9815
LAMB2	7485.51	LAMB2	10954.6599
LAMB3	542.341	LAMB3	10958.4383
LAMC1	1620.6248	LAMC1	7759.4458
LAMC2	362.8152	LAMC2	8293.4509
LAMC3	6.0218	LAMC3	200.2519
LAMP1	6096.7256	LAMP1	11560.4534
LAMP2	5996.6127	LAMP2	5042.8212
LAMP3	73.391	LAMP3	50.3778
LANCL1	2356.417	LANCL1	1308.1444
LANCL2	433.9481	LANCL2	614.1898
LAP3	2524.6519	LAP3	1957.5987
LAPTM4A	10449.7554	LAPTM4A	11950.4618
LAPTM4B	2779.4505	LAPTM4B	2163.728
LAPTM5	4103.8766	LAPTM5	2993.283
LARGE	747.4595	LARGE	602.8547
LARP1B	665.4121	LARP1B	235.9362
LARP1	4164.0948	LARP1	2840.89
LARP4B	1047.0455	LARP4B	981.1083
LARP4	1643.9594	LARP4	429.8908
LARP6	739.5559	LARP6	649.4542
LARP7	745.2014	LARP7	887.0697
LARS2	415.8826	LARS2	382.4517
LARS	1944.6744	LARS	2372.3762
LAS1L	1210.764	LAS1L	1082.7036
removed	removed	LASP1	6675.063
removed	removed	LASS1	17.3804
LASS2	8935.2653	LASS2	4416.4568
removed	removed	LASS3	22.67
LASS4	3030.8619	LASS4	1477.33
LASS5	1390.2898	LASS5	1180.9404
LASS6	4767.2111	LASS6	722.5609
LAT2	394.4298	LAT2	175.9026
LATS1	164.8476	LATS1	148.6146
LATS2	325.9315	LATS2	570.1092
LAT	51.035	LAT	107.6364
LAX1	73.0147	LAX1	24.7691
LAYN	70.0038	LAYN	518.8917
LBH	732.7813	LBH	3443.3249
LBP	45.1637	LBP	139.7985
LBR	439.5935	LBR	509.6558
LBX2	9.4091	removed	removed
LCA5L	195.7094	LCA5L	61.7128
LCA5	68.1219	LCA5	218.7238
LCAT	19.2172	LCAT	152.67
LCK	67.7456	LCK	120.0672
LCLAT1	378.2461	LCLAT1	257.3468
LCMT1	1279.2623	LCMT1	676.7422
LCMT2	477.9827	LCMT2	415.1973
removed	removed	LCN10	24.7691
LCN12	5.2691	LCN12	14.2737
removed	removed	LCN2	354.3241
LCORL	33.6771	LCORL	40.7221
LCOR	150.2747	LCOR	14.3871
LCP1	1642.0775	LCP1	2993.283
LCP2	305.2315	LCP2	208.2284
LDB1	1464.0572	LDB1	1613.3501
LDB2	145.653	LDB2	1173.3837
LDB3	37.2601	LDB3	39.0428
LDHA	13765.525	LDHA	12357.2628
LDHB	932.2544	LDHB	9321.9983
LDHD	149.793	LDHD	511.7548
LDLRAD1	11.6673	removed	removed
LDLRAD2	91.8856	LDLRAD2	318.8413
LDLRAD3	872.4125	LDLRAD3	532.7456
LDLRAP1	951.8254	LDLRAP1	1301.0076
LDLR	2273.6169	LDLR	1207.8086
LDOC1L	535.5664	LDOC1L	1101.5953
LDOC1	1668.7994	LDOC1	1114.6096
removed	removed	LECT1	11.7548
LEF1	999.2473	LEF1	103.2746
removed	removed	LEFTY1	10.0756
LEFTY2	7.9037	LEFTY2	63.8119
LEKR1	14.3018	LEKR1	17.6322
removed	removed	LEMD1	12.1746
LEMD2	2083.9292	LEMD2	1135.1805
LEMD3	654.1212	LEMD3	447.5231
LENG1	236.7332	LENG1	353.0647
LENG8	822.7211	LENG8	3223.3501
LENG9	137.3843	LENG9	141.8892
LEO1	1016.1837	LEO1	610.8312
LEPRE1	679.714	LEPRE1	595.2981
LEPREL1	140.3839	LEPREL1	729.2191
LEPREL2	248.4005	LEPREL2	740.5542
LEPROTL1	2485.51	LEPROTL1	937.4475
LEPROT	785.8412	LEPROT	556.1965
LEPR	108.7768	LEPR	501.738
LEP	48.551	LEP	5796.3896
removed	removed	LETM1	1151.9731
LETM2	137.7493	LETM2	19.7313
LETMD1	604.0647	LETMD1	1691.8556
LFNG	698.1558	LFNG	1564.2317
LGALS12	117.802	LGALS12	1611.251
LGALS1	3427.1735	LGALS1	13808.984
LGALS2	7.1509	LGALS2	47.8589
LGALS3BP	14287.166	LGALS3BP	11941.2259
LGALS3	4766.6541	LGALS3	9620.487
removed	removed	LGALS4	7.9765
removed	removed	LGALS7B	7.5567
removed	removed	LGALS7	67.5903
LGALS8	1000.1505	LGALS8	834.9874
LGALS9B	50.8092	removed	removed
LGALS9C	71.1329	LGALS9C	12.5945
LGALS9	1148.6639	LGALS9	841.3098
LGI2	28.9801	LGI2	54.1562
removed	removed	LGI3	5.8774
LGI4	29.3564	LGI4	368.178
LGMN	1558.5247	LGMN	2976.9102
LGR4	595.7847	LGR4	792.1914
LGR5	17.6891	LGR5	13.4341
LGR6	40.271	LGR6	1136.0202
LGTN	658.6376	LGTN	1702.351
removed	removed	LHCGR	12.5945
LHFPL1	30.8619	LHFPL1	9.2359
LHFPL2	1496.4245	LHFPL2	1135.6003
LHFPL5	21.4528	removed	removed
LHFP	294.3169	LHFP	2792.1914
LHPP	562.6647	LHPP	639.3787
LHX4	5.0997	removed	removed
LHX6	22.9582	LHX6	442.4853
LIAS	274.746	LIAS	335.4324
LIFR	531.0501	LIFR	2123.8455
LIF	35.0019	LIF	99.916
LIG1	815.9578	LIG1	520.5709
LIG3	1062.8528	LIG3	435.7683
LIG4	126.082	LIG4	164.9874
LILRA1	10.5382	LILRA1	6.717
LILRA2	102.7475	LILRA2	24.7691
LILRA4	15.0546	LILRA4	7.1369
LILRA5	12.0437	LILRA5	10.0756
LILRA6	31.7651	LILRA6	50.2687
LILRB1	110.6511	LILRB1	60.0336
LILRB2	55.3256	LILRB2	57.0949
LILRB3	43.5077	LILRB3	25.2981
LILRB4	266.4659	LILRB4	108.3123
removed	removed	LILRB5	185.9782
LIMA1	6242.0023	LIMA1	3957.5987
LIMCH1	427.9262	LIMCH1	1887.4895
LIMD1	532.4125	LIMD1	507.2712
LIMD2	140.5721	LIMD2	167.6532
LIME1	82.9808	LIME1	71.0202
LIMK1	736.9213	LIMK1	576.8262
LIMK2	1921.7162	LIMK2	2630.1427
LIMS1	233.7222	LIMS1	156.1713
LIMS2	281.1441	LIMS2	2908.9001
LIMS3-LOC440895	9.9962	LIMS3-LOC440895	46.801
LIMS3	6.1874	LIMS3	14.492
LIN37	131.9947	LIN37	153.136
LIN52	222.0549	LIN52	189.3367
LIN54	410.2371	LIN54	164.9874
LIN7A	869.4016	LIN7A	44.5004
LIN7B	32.7437	LIN7B	47.4391
LIN7C	775.6869	LIN7C	555.4156
LIN9	117.802	LIN9	68.8497
LINGO1	39.1419	LINGO1	68.4299
removed	removed	LINGO4	16.3728
LINS1	213.3986	LINS1	248.5306
LIPA	2420.7753	LIPA	2607.8925
removed	removed	LIPC	6.2972
LIPE	1084.268	LIPE	8969.7733
LIPG	21.0764	LIPG	17.6322
LIPH	1261.5732	LIPH	155.3317
LIPT1	151.2683	LIPT1	214.5004
LIPT2	26.1385	LIPT2	32.4769
LITAF	7937.8999	LITAF	7471.4526
LIX1L	176.1385	LIX1L	870.2771
LLGL1	724.5013	LLGL1	721.6625
LLGL2	1670.3049	LLGL2	486.9857
LLPH	659.6011	LLPH	822.4475
LMAN1	3030.8619	LMAN1	1892.5273
LMAN2L	1977.4181	LMAN2L	1099.916
LMAN2	5809.936	LMAN2	3945.8438
LMBR1L	197.9676	LMBR1L	394.6264
LMBR1	855.0997	LMBR1	581.864
LMBRD1	784.3432	LMBRD1	1376.1545
LMBRD2	321.4151	LMBRD2	39.4626
LMCD1	1537.8246	LMCD1	1673.3837
LMF1	546.4584	LMF1	390.848
LMF2	964.2454	LMF2	1374.0554
LMLN	322.9206	LMLN	203.6104
LMNA	7490.0263	LMNA	10390.0084
LMNB1	1252.1641	LMNB1	174.6432
LMNB2	967.2563	LMNB2	749.3703
LMO2	235.9804	LMO2	1128.4635
LMO3	24.4637	LMO3	125.105
LMO4	240.1204	LMO4	1322.4181
LMO7	366.2025	LMO7	442.9051
LMOD1	1051.5619	LMOD1	8207.3887
removed	removed	LMOD3	7.1369
LMTK2	413.248	LMTK2	129.7229
LMTK3	358.2988	LMTK3	144.4165
removed	removed	LMX1A	6.717
LMX1B	2550.9974	LMX1B	1052.0571
LNP1	50.8732	LNP1	109.152
LNPEP	1100.8656	LNPEP	73.4677
LNX1	331.2006	LNX1	317.8002
LNX2	420.7753	LNX2	280.0168
LOC100009676	128.6112	LOC100009676	100.5122
removed	removed	LOC100101266	13.4341
LOC100125556	167.6553	LOC100125556	93.8245
LOC100126784	38.0128	LOC100126784	113.9757
removed	removed	LOC100127888	8.0814
LOC100128164	5.6455	removed	removed
LOC100128191	154.6744	LOC100128191	35.1763
LOC100128239	12.0437	LOC100128239	19.3115
LOC100128288	93.7147	LOC100128288	87.3216
LOC100128292	16.1837	LOC100128292	14.2737
LOC100128640	12.7964	LOC100128640	62.5525
LOC100128788	36.8837	LOC100128788	8.8203
LOC100128822	95.9729	LOC100128822	84.3829
LOC100128842	16.56	LOC100128842	21.4106
LOC100128977	9.7855	removed	removed
LOC100129034	451.7087	LOC100129034	1698.1066
removed	removed	LOC100129055	8.3963
LOC100129387	45.0245	LOC100129387	99.5256
LOC100129534	53.0674	LOC100129534	75.5668
LOC100129550	198.7204	LOC100129550	270.7809
LOC100129637	49.9812	LOC100129637	246.4316
removed	removed	LOC100129716	6.717
removed	removed	LOC100129726	7.5567
LOC100130015	8.6451	LOC100130015	50.4996
LOC100130093	109.9887	LOC100130093	109.173
removed	removed	LOC100130331	5.0378
removed	removed	LOC100130522	30.6465
LOC100130557	34.5916	LOC100130557	51.0579
LOC100130581	89.1983	LOC100130581	78.5055
LOC100130691	8.3365	LOC100130691	13.8539
LOC100130776	101.6786	LOC100130776	299.3325
LOC100130872	118.5548	LOC100130872	90.6801
LOC100130932	45.9164	LOC100130932	46.5995
LOC100130987	10.9146	LOC100130987	11.335
LOC100131193	105.7584	LOC100131193	22.67
LOC100131434	6.4622	LOC100131434	49.7229
LOC100131691	44.2454	LOC100131691	41.2636
LOC100132111	14.6782	removed	removed
LOC100132215	8.28	LOC100132215	13.9085
LOC100132247	80.9183	LOC100132247	158.2704
LOC100132287	173.504	LOC100132287	310.2435
LOC100132288	151.6748	LOC100132288	295.1301
LOC100132707	99.7704	LOC100132707	102.9849
LOC100133161	36.131	LOC100133161	54.1562
LOC100133331	68.1031	LOC100133331	128.0437
removed	removed	LOC100133545	13.4341
removed	removed	LOC100133612	5.4576
removed	removed	LOC100133669	16.7926
LOC100133957	10.7678	LOC100133957	8.7867
LOC100133985	5.6455	LOC100133985	8.3963
LOC100133991	7.5273	LOC100133991	18.4719
LOC100134229	477.23	LOC100134229	212.8463
removed	removed	LOC100134259	32.3258
LOC100134368	7.1509	removed	removed
LOC100134713	22.5856	LOC100134713	19.7775
removed	removed	LOC100134868	5.4576
LOC100144603	21.4528	removed	removed
LOC100144604	5.6455	LOC100144604	18.0521
LOC100170939	44.0346	LOC100170939	39.8825
removed	removed	LOC100188947	43.6608
removed	removed	LOC100188949	5.0378
LOC100190938	151.2985	LOC100190938	121.7464
LOC100190939	39.8946	LOC100190939	265.3233
LOC100190986	101.6184	LOC100190986	44.9202
removed	removed	LOC100192378	23.9295
LOC100216545	76.402	LOC100216545	138.539
LOC100233209	20.7	LOC100233209	22.2502
removed	removed	LOC100240734	7.9765
removed	removed	LOC100240735	15.1134
removed	removed	LOC100268168	7.9765
LOC100270710	143.583	LOC100270710	519.5844
LOC100270746	87.3165	LOC100270746	36.5239
removed	removed	LOC100270804	43.6608
LOC100271722	13.9255	LOC100271722	78.9253
LOC100271836	166.5111	LOC100271836	98.9211
LOC100272146	31.991	LOC100272146	54.1562
LOC100272216	9.4091	removed	removed
LOC100272217	32.3673	LOC100272217	9.2359
LOC100272228	7.1509	LOC100272228	15.953
LOC100286793	24.4637	LOC100286793	255.2477
LOC100286844	21.5431	LOC100286844	27.3174
LOC100287227	15.9052	LOC100287227	14.6935
LOC100288778	114.4148	LOC100288778	288.8329
LOC100289341	109.1457	LOC100289341	88.581
LOC100302401	10.9146	LOC100302401	14.8111
removed	removed	LOC100302650	62.1327
LOC100303728	57.9601	LOC100303728	36.9437
LOC113230	320.6624	LOC113230	146.5155
LOC115110	169.0817	LOC115110	87.8463
removed	removed	LOC121838	5.0378
LOC127841	6.7746	removed	removed
LOC134466	10.9146	LOC134466	112.5105
LOC143188	13.9255	LOC143188	23.0898
LOC143666	63.2292	LOC143666	43.241
LOC144438	647.3466	LOC144438	596.5575
LOC144486	9.4091	LOC144486	8.3963
LOC144571	19.2134	LOC144571	71.1335
LOC145783	163.3308	LOC145783	31.9437
removed	removed	LOC145820	24.3493
LOC145837	94.8438	LOC145837	36.1041
LOC146880	143.869	LOC146880	234.937
LOC147727	517.5009	LOC147727	672.9639
LOC147804	79.4129	LOC147804	125.105
LOC148189	54.9492	LOC148189	39.4626
LOC148413	534.968	LOC148413	473.8077
LOC148696	9.8193	removed	removed
LOC148709	9.0327	removed	removed
LOC149134	10.1618	LOC149134	12.5945
LOC149837	9.4091	LOC149837	28.9673
LOC150381	57.5348	LOC150381	179.5298
LOC150776	158.4494	LOC150776	257.7666
LOC150786	33.1201	LOC150786	47.8589
LOC151009	27.4746	LOC151009	72.628
LOC151162	853.9706	LOC151162	1198.9924
removed	removed	LOC151174	29.8069
LOC151534	63.9819	LOC151534	108.7322
LOC152217	253.6696	LOC152217	508.3963
removed	removed	LOC153328	7.1369
LOC153684	101.5657	LOC153684	28.9673
LOC154761	78.9763	LOC154761	32.2124
LOC154822	13.9594	LOC154822	31.8136
LOC158376	6.0218	LOC158376	117.5483
LOC158572	52.3146	LOC158572	55.8354
removed	removed	LOC158696	13.4341
LOC162632	222.5367	LOC162632	166.6667
LOC200030	215.2691	LOC200030	545.5542
LOC202181	5.2691	LOC202181	22.67
LOC202781	292.8114	LOC202781	207.8086
LOC219347	48.9989	LOC219347	70.9488
LOC220594	98.3929	LOC220594	41.5617
LOC220729	81.6711	LOC220729	114.1898
LOC220930	59.0892	LOC220930	58.7741
LOC221442	7.1509	LOC221442	44.9202
LOC221710	425.2917	LOC221710	173.8035
LOC222699	101.6184	LOC222699	60.8732
LOC253039	584.8702	LOC253039	519.7313
LOC253724	13.5491	LOC253724	7.1369
LOC254559	241.2495	LOC254559	146.0957
removed	removed	LOC255167	12.1746
removed	removed	LOC257358	11.335
LOC25845	322.0813	LOC25845	329.2863
LOC282997	155.0621	LOC282997	93.6188
LOC283050	11.2909	LOC283050	36.5239
LOC283070	352.6534	LOC283070	190.1763
LOC283174	50.4328	LOC283174	513.8539
LOC283267	130.9748	LOC283267	334.5928
removed	removed	LOC283314	53.3333
removed	removed	LOC283392	104.5046
removed	removed	LOC283404	5.0378
LOC283663	25.9691	LOC283663	46.5995
LOC283867	6.3982	removed	removed
LOC283922	7.9037	LOC283922	16.3728
LOC284023	170.8694	LOC284023	199.4123
LOC284232	9.7855	LOC284232	8.8161
LOC284233	10.5382	LOC284233	12.1746
LOC284276	9.0327	LOC284276	24.7691
LOC284440	127.2111	LOC284440	178.0017
LOC284441	89.1983	LOC284441	33.1654
removed	removed	LOC284578	14.2737
LOC284749	15.0546	removed	removed
LOC284837	7.9037	LOC284837	53.3165
LOC284900	64.8589	LOC284900	135.2897
LOC285033	24.0911	LOC285033	31.3644
LOC285074	70.7565	LOC285074	169.6054
LOC285359	57.2074	LOC285359	139.3787
removed	removed	LOC285419	5.0378
LOC285593	9.0327	LOC285593	9.2359
LOC285830	15.4272	LOC285830	73.8497
LOC286367	9.4091	LOC286367	162.4685
LOC338651	34.6707	removed	removed
LOC338758	14.6782	LOC338758	35.2645
LOC338799	117.802	LOC338799	308.984
LOC339047	216.7858	LOC339047	865.2393
LOC339290	243.5077	LOC339290	808.984
LOC339524	44.7874	LOC339524	579.7649
LOC339535	7.9037	LOC339535	11.7548
LOC341056	22.2055	LOC341056	7.1369
LOC344595	235.2277	LOC344595	212.0067
removed	removed	LOC344967	7.9765
LOC348926	193.4513	LOC348926	71.7884
LOC349114	131.7275	LOC349114	151.1335
removed	removed	LOC349196	6.717
LOC374443	136.2439	LOC374443	151.1335
LOC375190	74.1438	LOC375190	190.1763
LOC387646	108.0166	LOC387646	22.67
LOC387647	520.7151	LOC387647	425.1763
LOC388152	102.7475	LOC388152	223.3417
LOC388242	18.4419	LOC388242	32.7456
LOC388588	66.9928	LOC388588	48.6986
LOC388692	68.8747	LOC388692	552.0571
LOC388789	337.2224	LOC388789	772.0403
LOC388796	238.615	LOC388796	379.0932
LOC388955	461.799	LOC388955	402.6029
LOC389333	83.9292	LOC389333	43.241
LOC389493	132.1039	LOC389493	27.7078
removed	removed	LOC389705	23.5097
removed	removed	LOC390595	13.0143
LOC391322	7.1509	removed	removed
LOC399744	138.1257	LOC399744	141.0579
LOC399815	9.7855	removed	removed
LOC399959	72.6383	LOC399959	1127.204
LOC400027	449.7554	LOC400027	246.4316
LOC400043	212.2695	LOC400043	343.4089
LOC400657	106.5111	LOC400657	205.7095
LOC400696	12.42	removed	removed
LOC400752	50.4328	LOC400752	47.4391
removed	removed	LOC400759	26.8682
removed	removed	LOC400927	18.1906
LOC400931	55.3256	LOC400931	311.0831
LOC401010	21.0764	LOC401010	34.005
LOC401052	152.8039	LOC401052	281.6961
LOC401093	59.3113	LOC401093	358.1612
removed	removed	LOC401127	6.2972
LOC401397	879.5634	LOC401397	608.3123
LOC401431	71.178	LOC401431	66.0369
removed	removed	LOC401463	7.1369
LOC401588	60.5947	LOC401588	59.6138
LOC402377	9.0327	removed	removed
LOC407835	68.4983	LOC407835	74.3073
removed	removed	LOC440173	8.8161
LOC440354	55.9202	LOC440354	101.1755
LOC440461	7.1509	LOC440461	5.8774
LOC440905	54.1965	LOC440905	41.5617
removed	removed	LOC440925	28.5474
LOC440944	100.1129	LOC440944	193.5348
LOC440957	98.2311	LOC440957	244.7523
removed	removed	LOC441046	10.9152
LOC441089	123.0711	LOC441089	97.3971
LOC441204	112.5329	LOC441204	75.1469
LOC441208	135.8675	LOC441208	19.3115
LOC441294	28.9801	LOC441294	31.4861
LOC441455	8.28	LOC441455	27.288
LOC441666	108.7693	LOC441666	24.3493
LOC441869	51.1855	LOC441869	905.1217
LOC442421	22.5819	LOC442421	14.2737
LOC442454	153.1803	LOC442454	169.6054
LOC493754	317.2751	LOC493754	558.7741
LOC541471	218.2913	LOC541471	175.9026
removed	removed	LOC541473	6.3182
LOC550112	496.0482	LOC550112	240.1343
LOC550643	496.8009	LOC550643	370.2771
removed	removed	LOC554202	30.6465
removed	removed	LOC55908	250.6297
removed	removed	LOC572558	34.005
LOC595101	39.5183	LOC595101	52.8967
LOC606724	15.8073	LOC606724	23.0898
LOC619207	9.4091	LOC619207	7.1369
LOC641298	13.0523	removed	removed
LOC642587	79.4129	LOC642587	1932.4097
LOC642826	40.1054	LOC642826	39.3619
LOC642846	36.8837	LOC642846	78.0856
LOC642852	241.2495	LOC642852	284.6348
LOC643008	10.9146	LOC643008	22.67
LOC643387	42.9055	LOC643387	26.0285
removed	removed	LOC643719	73.8875
removed	removed	LOC643763	7.9765
LOC643837	171.6221	LOC643837	184.2989
removed	removed	LOC644165	7.9093
LOC644172	27.0982	LOC644172	89.8405
LOC644538	30.8619	LOC644538	375.7347
LOC644936	31.6146	LOC644936	31.4861
LOC645166	59.0892	LOC645166	145.6759
LOC645332	143.7712	LOC645332	130.1427
LOC645431	51.5657	LOC645431	16.5407
LOC645676	34.1287	LOC645676	16.7926
LOC646214	200.9785	LOC646214	114.1898
LOC646471	25.3745	LOC646471	46.5995
LOC646762	311.2533	LOC646762	414.3577
LOC646851	29.3564	LOC646851	47.0193
LOC646999	7.5273	LOC646999	17.6322
LOC647121	16.9364	LOC647121	62.1327
removed	removed	LOC647288	5.0378
removed	removed	LOC647859	10.9152
LOC647946	20.3237	LOC647946	10.0756
LOC647979	11943.5454	LOC647979	8943.3249
removed	removed	LOC648740	29.2905
LOC649330	6.3982	LOC649330	15.953
LOC650368	29.7328	LOC650368	37.7834
LOC650623	35.3782	LOC650623	30.6465
LOC651250	1822.7324	LOC651250	1526.0285
LOC652276	32.7437	LOC652276	15.953
LOC653113	23.711	LOC653113	69.2695
LOC653501	203.2367	LOC653501	207.8086
LOC653566	1971.0199	LOC653566	1335.8522
LOC653653	33.1201	LOC653653	78.5055
removed	removed	LOC653786	15.1134
LOC654342	148.6639	LOC654342	795.55
LOC654433	274.4223	LOC654433	682.5777
LOC678655	171.3813	LOC678655	432.733
removed	removed	LOC723972	11.7548
LOC727896	14.3018	LOC727896	29.8069
LOC728024	18.0655	LOC728024	30.6465
LOC728190	122.3184	LOC728190	146.5155
LOC728264	76.0256	LOC728264	5795.55
LOC728323	11.6673	LOC728323	6.2972
LOC728392	23.711	LOC728392	213.686
LOC728554	222.8077	LOC728554	161.2091
LOC728606	235.6041	LOC728606	172.5441
LOC728613	80.542	LOC728613	107.0529
LOC728640	39.5183	LOC728640	30.2267
LOC728643	64.7347	LOC728643	45.3401
removed	removed	LOC728723	25.6087
LOC728743	108.3929	LOC728743	227.5399
LOC728758	59.4656	LOC728758	46.5995
LOC728819	15.8073	LOC728819	57.5147
LOC728855	47.4219	LOC728855	435.6549
removed	removed	LOC728875	56.3686
LOC729020	34.2492	LOC729020	11.335
LOC729082	567.373	LOC729082	240.9026
removed	removed	LOC729156	11.9018
LOC729176	24.4637	LOC729176	19.7313
LOC729234	65.4874	LOC729234	198.5726
LOC729375	66.9928	LOC729375	68.8497
LOC729603	7.5273	LOC729603	28.5474
LOC729678	584.6255	LOC729678	736.3392
removed	removed	LOC729799	17.6322
LOC729991-MEF2B	34.1137	LOC729991-MEF2B	62.754
LOC729991	259.8909	LOC729991	334.4332
LOC730101	159.5785	LOC730101	99.0764
LOC80054	60.2183	LOC80054	206.9689
LOC80154	127.5875	LOC80154	216.2049
LOC81691	149.4166	LOC81691	106.2133
LOC84740	6.4208	removed	removed
removed	removed	LOC84856	49.1184
removed	removed	LOC84989	13.8539
LOC90110	188.9349	LOC90110	384.9706
removed	removed	LOC90246	32.7456
LOC90586	5.2691	LOC90586	22.2502
LOC90784	279.2623	LOC90784	236.7758
LOC90834	10.9146	LOC90834	35.2645
LOC91316	82.7889	LOC91316	498.3333
removed	removed	LOC91450	12.5945
LOC92249	1038.7655	LOC92249	636.44
LOC92659	220.9259	LOC92659	95.2981
LOC92973	41.4001	LOC92973	106.2133
LOC93622	583.7411	LOC93622	428.2116
LOC96610	43041.4264	LOC96610	12551.885
LOH12CR1	101.242	LOH12CR1	86.0621
LOH12CR2	31.6146	LOH12CR2	81.0243
LOH3CR2A	15.0546	LOH3CR2A	56.6751
LONP1	1733.9104	LONP1	1694.3745
LONP2	1685.7358	LONP2	1280.8564
LONRF1	185.5476	LONRF1	377.8338
LONRF2	1293.5642	LONRF2	310.2435
removed	removed	LONRF3	12.1746
LOXHD1	5.6455	LOXHD1	11.7548
