gene_id	TCGA-BH-A0BZ-01A-31R-A12P-07	gene_id	TCGA-BH-A0BZ-11A-61R-A12P-07
FAM186B	9.6611	FAM186B	12.2755
FAM188A	122.5753	FAM188A	602.2204
FAM188B	95.4034	FAM188B	242.1699
removed	removed	FAM189A1	8.665
FAM189A2	19.3222	FAM189A2	547.3418
FAM189B	1179.8626	FAM189B	539.0378
FAM18A	18.3531	FAM18A	11.1057
FAM18B2	186.5529	FAM18B2	171.0624
FAM18B	572.1187	FAM18B	670.4576
FAM190A	116.2352	FAM190A	86.6504
FAM190B	1037.9651	FAM190B	1932.6654
FAM192A	1061.2122	FAM192A	1085.2965
FAM193A	953.1285	FAM193A	753.1366
FAM193B	585.7046	FAM193B	547.7029
FAM195A	326.9681	FAM195A	128.1704
FAM195B	1852.2153	FAM195B	969.4016
FAM196A	21.1337	FAM196A	5.0546
removed	removed	FAM196B	65.3489
FAM198A	15.3974	FAM198A	267.5332
FAM198B	4381.9156	FAM198B	6280.7113
FAM199X	395.1996	FAM199X	493.1853
removed	removed	FAM19A2	28.1614
removed	removed	FAM19A3	9.0261
FAM19A5	35.9272	FAM19A5	12.9976
FAM200A	174.2018	FAM200A	147.6668
FAM200B	220.9978	FAM200B	410.8674
FAM20A	364.7068	FAM20A	351.2952
FAM20B	1703.9777	FAM20B	2317.5377
FAM20C	650.9171	FAM20C	806.571
FAM21A	473.0923	FAM21A	658.1821
FAM21B	650.6151	FAM21B	722.4479
FAM21C	713.4123	FAM21C	1124.2892
FAM22A	68.5335	FAM22A	49.4629
FAM22D	141.8975	FAM22D	90.6219
removed	removed	FAM23A	20.5795
FAM24B	12.641	FAM24B	19.3375
FAM26E	347.7998	FAM26E	380.5398
FAM26F	418.7486	FAM26F	40.7979
FAM27A	15.0955	removed	removed
FAM27C	10.8687	FAM27C	5.4157
FAM32A	1773.115	FAM32A	1477.3897
FAM35A	610.7631	FAM35A	727.5025
FAM35B2	48.9094	FAM35B2	68.9593
FAM35B	191.4107	FAM35B	225.2911
FAM36A	699.5637	FAM36A	745.4427
FAM38A	2375.4819	FAM38A	3274.2775
FAM38B	104.4607	FAM38B	622.0778
FAM3A	676.2775	FAM3A	497.1568
FAM3B	1942.1843	FAM3B	72.5697
FAM3C	1008.9818	FAM3C	754.9418
removed	removed	FAM3D	36.4654
FAM40A	932.2968	FAM40A	765.7731
FAM40B	22.0394	FAM40B	11.9144
FAM41C	6.0382	FAM41C	14.4417
FAM43A	169.6732	FAM43A	342.9912
FAM43B	16.605	FAM43B	14.4417
FAM45A	288.3236	FAM45A	492.1022
FAM45B	108.3855	FAM45B	281.2528
FAM46A	1118.2731	FAM46A	765.7731
FAM46B	8.1516	FAM46B	320.6066
FAM46C	976.6775	FAM46C	913.8009
FAM47E	13.5527	FAM47E	140.0415
FAM48A	545.8253	FAM48A	824.4968
FAM49A	79.1003	FAM49A	206.8779
FAM49B	3180.0136	FAM49B	1023.9191
FAM50A	2146.2752	FAM50A	589.2229
FAM50B	266.8881	FAM50B	135.0302
FAM53A	32.6062	FAM53A	8.665
FAM53B	820.4272	FAM53B	926.5565
FAM53C	722.7715	FAM53C	1439.8411
FAM54A	70.043	removed	removed
FAM54B	580.24	FAM54B	1150.732
FAM55C	543.1353	FAM55C	1031.501
FAM57A	150.9548	FAM57A	206.1558
FAM57B	13.284	removed	removed
FAM58A	361.9896	FAM58A	235.0393
FAM59A	192.3164	FAM59A	277.2813
removed	removed	FAM5B	52.7123
FAM60A	730.3193	FAM60A	780.5759
FAM63A	572.4206	FAM63A	850.9793
FAM63B	189.2973	FAM63B	372.5968
FAM64A	398.2187	FAM64A	5.0546
FAM65A	1502.9059	FAM65A	2116.7975
FAM65B	167.8617	FAM65B	147.3057
FAM65C	25.6623	FAM65C	147.6668
FAM66C	13.5859	FAM66C	23.8289
FAM66D	8.8399	removed	removed
FAM69A	314.5898	FAM69A	847.7299
FAM69B	162.0862	FAM69B	219.1642
removed	removed	FAM69C	5.7767
FAM70A	46.1922	FAM70A	193.1582
FAM70B	55.8533	FAM70B	82.3179
FAM71D	34.4177	FAM71D	15.5249
FAM71E1	35.1966	FAM71E1	16.9979
removed	removed	FAM71F2	7.5819
FAM72A	22.9451	FAM72A	8.304
FAM72B	134.6517	FAM72B	18.0522
FAM72D	64.0048	FAM72D	12.6365
FAM73A	475.2057	FAM73A	793.2124
FAM73B	310.665	FAM73B	323.1339
FAM75A2	11.4726	removed	removed
FAM76A	263.2652	FAM76A	285.5853
FAM76B	129.2173	FAM76B	243.3433
FAM78A	364.4049	FAM78A	154.5266
FAM78B	15.3974	FAM78B	29.9666
removed	removed	FAM7A3	6.8598
FAM81A	17.8127	FAM81A	10.4703
FAM82A1	54.9475	FAM82A1	125.6431
FAM82A2	1293.6825	FAM82A2	917.4113
FAM82B	1159.9366	FAM82B	1150.6454
FAM83A	1277.3794	FAM83A	9.7482
FAM83B	87.8557	FAM83B	59.5722
FAM83D	619.5185	FAM83D	12.6365
FAM83E	129.5192	FAM83E	52.7123
FAM83F	160.9178	FAM83F	135.3913
FAM83G	87.3877	FAM83G	87.961
FAM83H	7129.5947	FAM83H	684.5383
FAM84A	265.6804	FAM84A	111.5624
FAM84B	2978.0361	FAM84B	1626.5006
FAM86A	558.5871	FAM86A	341.4099
FAM86B1	19.926	FAM86B1	95.3155
removed	removed	FAM86B2	16.608
FAM86C	218.5825	FAM86C	141.8901
FAM86D	90.271	FAM86D	147.6668
FAM89A	56.4571	FAM89A	860.7275
FAM89B	1221.5262	FAM89B	749.5261
FAM8A1	840.8182	FAM8A1	1475.2234
FAM90A1	10.5668	FAM90A1	23.4678
FAM91A1	2169.5222	FAM91A1	919.9386
FAM92A1	84.8366	FAM92A1	190.6309
removed	removed	FAM95B1	9.7482
FAM96A	665.7106	FAM96A	417.0051
FAM96B	887.0103	FAM96B	490.658
FAM98A	1075.4019	FAM98A	1022.1139
FAM98B	249.3773	FAM98B	330.7158
FAM98C	291.6447	FAM98C	148.7499
FANCA	263.6425	FANCA	33.4579
FANCB	8.4535	FANCB	12.9976
FANCC	222.5074	FANCC	177.9944
FANCD2	486.6782	FANCD2	150.9161
FANCE	148.2376	FANCE	120.5885
FANCF	562.7595	FANCF	219.8754
FANCG	525.9265	FANCG	123.1158
FANCI	1253.6674	FANCI	243.8848
FANCL	261.0673	FANCL	229.147
FANCM	160.9178	FANCM	184.1321
FANK1	42.8712	FANK1	96.3986
FAP	2331.9496	FAP	360.3213
FAR1	1647.2187	FAR1	1370.5208
FAR2	68.4067	FAR2	151.3386
FARP1	1297.3055	FARP1	1714.9562
FARP2	339.3464	FARP2	428.1975
FARS2	400.9359	FARS2	216.626
FARSA	1609.1781	FARSA	675.1512
FARSB	1294.8902	FARSB	839.4259
FASLG	72.1564	FASLG	24.1899
FASN	38531.8137	FASN	8941.2402
removed	removed	FASTKD1	264.2838
FASTKD2	1037.9651	FASTKD2	922.827
FASTKD3	237.6028	FASTKD3	138.2796
FASTKD5	421.7677	FASTKD5	406.1738
FASTK	1771.0016	FASTK	718.8374
FAS	349.3094	FAS	391.7321
FAT1	2237.4519	FAT1	7430.9956
FAT2	121.0657	FAT2	1049.5532
FAT3	46.4941	FAT3	16.969
FAT4	225.2245	FAT4	1185.3055
FAU	7557.4006	FAU	4080.8737
FBF1	206.7145	FBF1	122.9389
FBLIM1	786.1725	FBLIM1	994.6746
FBLL1	23.5489	FBLL1	27.4393
FBLN1	3159.7856	FBLN1	9568.7336
FBLN2	4834.1762	FBLN2	9300.1173
FBLN5	1263.4916	FBLN5	5634.4435
FBLN7	110.8008	FBLN7	254.5356
FBL	2032.4553	FBL	1528.6578
FBN1	13678.6173	FBN1	15850.167
FBN2	54.6456	FBN2	8.304
removed	removed	FBN3	14.8028
FBP1	1994.4147	FBP1	1114.541
FBRSL1	520.794	FBRSL1	349.8511
FBRS	2123.632	FBRS	899.3591
FBXL12	285.0026	FBXL12	337.2146
FBXL13	5.4344	FBXL13	10.1092
FBXL14	717.3372	FBXL14	635.0754
FBXL15	102.6493	FBXL15	71.4866
FBXL16	519.8883	FBXL16	183.049
FBXL17	352.9323	FBXL17	827.5115
FBXL18	571.8167	FBXL18	480.9098
FBXL19	667.824	FBXL19	168.6073
FBXL20	155.4834	FBXL20	209.4052
FBXL22	34.0131	FBXL22	45.0654
FBXL2	93.592	FBXL2	177.6334
FBXL3	766.8503	FBXL3	1666.5764
FBXL4	150.9548	FBXL4	394.2594
FBXL5	2159.5592	FBXL5	4535.0663
FBXL6	1362.9376	FBXL6	176.8174
FBXL7	469.7713	FBXL7	790.6851
FBXL8	36.0057	FBXL8	25.8182
FBXO10	182.9814	FBXO10	215.5501
FBXO11	1265.0011	FBXO11	1664.0491
FBXO15	18.1146	FBXO15	23.1068
FBXO16	71.7911	FBXO16	35.0212
FBXO17	106.5741	FBXO17	381.6229
FBXO18	1354.3664	FBXO18	1813.1781
FBXO21	1359.8007	FBXO21	1057.8572
FBXO22OS	113.1014	FBXO22OS	37.4402
FBXO22	615.7084	FBXO22	384.6196
FBXO24	8.1516	FBXO24	5.1521
FBXO25	445.0147	FBXO25	617.0232
FBXO27	107.7817	FBXO27	344.4354
FBXO28	1398.7471	FBXO28	1143.4245
FBXO2	124.9906	FBXO2	192.0751
FBXO30	270.511	FBXO30	516.6531
FBXO31	493.3203	FBXO31	801.8774
FBXO32	653.9361	FBXO32	874.0861
FBXO33	202.2794	FBXO33	443.3613
FBXO34	486.3763	FBXO34	647.3508
FBXO36	84.5347	FBXO36	166.08
FBXO38	743.9052	FBXO38	911.9957
FBXO39	35.9272	removed	removed
FBXO3	560.3442	FBXO3	890.6941
FBXO41	202.2794	FBXO41	157.776
FBXO42	598.0829	FBXO42	622.4388
FBXO43	10.8687	removed	removed
FBXO44	420.862	FBXO44	248.3979
FBXO45	593.2523	FBXO45	381.6229
FBXO46	398.2187	FBXO46	267.5332
FBXO48	17.5108	FBXO48	65.7099
FBXO4	147.3319	FBXO4	229.6236
FBXO5	214.9596	FBXO5	82.6789
FBXO6	744.509	FBXO6	264.2838
FBXO7	1595.894	FBXO7	2460.8719
FBXO8	217.544	FBXO8	598.4981
FBXO9	580.5721	FBXO9	1340.5542
FBXW11	1308.4761	FBXW11	1410.2356
FBXW2	1916.8239	FBXW2	2186.84
FBXW4	829.6475	FBXW4	1543.0996
FBXW5	3205.374	FBXW5	1257.1532
FBXW7	301.0038	FBXW7	659.9874
FBXW8	320.3261	FBXW8	270.7826
FBXW9	154.4569	FBXW9	144.5329
removed	removed	FCER1A	106.1468
FCER1G	1095.026	FCER1G	647.3508
removed	removed	FCER2	12.9976
FCF1	528.0399	FCF1	895.0266
FCGBP	101.4416	FCGBP	2909.6489
removed	removed	FCGR1A	88.4556
FCGR1B	288.3236	FCGR1B	105.0636
FCGR1C	104.7626	FCGR1C	25.9951
FCGR2A	1500.4906	FCGR2A	1274.8443
FCGR2B	289.2294	FCGR2B	666.8472
FCGR2C	113.518	FCGR2C	186.6594
FCGR3A	4803.0795	FCGR3A	1171.9469
FCGR3B	21.4356	FCGR3B	36.4654
FCGRT	3785.0404	FCGRT	4389.5658
FCHO1	139.1803	FCHO1	51.2682
FCHO2	616.8013	FCHO2	957.1261
FCHSD1	379.0445	FCHSD1	221.3557
FCHSD2	866.6828	FCHSD2	1082.1265
FCN1	64.6086	FCN1	118.4222
removed	removed	FCN2	9.7482
FCN3	18.1146	FCN3	74.0139
FCRL3	73.0621	FCRL3	9.0261
FCRL5	39.2482	FCRL5	18.0522
removed	removed	FCRL6	17.3301
FCRLA	13.5859	FCRLA	7.2209
FCRLB	21.7375	FCRLB	10.8313
FDFT1	3744.2826	FDFT1	3329.5424
FDPS	3024.0441	FDPS	1223.7025
FDX1L	278.8165	FDX1L	153.6059
FDX1	301.9096	FDX1	377.2904
FDXACB1	91.068	FDXACB1	124.6683
FDXR	949.5056	FDXR	81.5958
FECH	789.1916	FECH	804.7658
FEM1A	1006.8684	FEM1A	991.4252
FEM1B	1477.2436	FEM1B	2151.8188
FEM1C	696.8073	FEM1C	1069.0496
FEN1	1252.9247	FEN1	266.45
FER1L4	58.5705	removed	removed
removed	removed	FER1L5	29.2445
FERMT1	29.2852	FERMT1	127.0873
FERMT2	926.8624	FERMT2	4376.9293
FERMT3	854.706	FERMT3	283.7801
FER	36.833	FER	145.1395
FES	234.5837	FES	417.3662
FEZ1	112.9142	FEZ1	250.9252
FEZ2	631.5948	FEZ2	1744.5618
FFAR2	47.0979	FFAR2	65.7099
FFAR3	7.8496	FFAR3	47.6577
removed	removed	FGA	31.7718
removed	removed	FGB	100.7311
FGD1	399.4264	FGD1	232.1509
FGD2	161.8235	FGD2	152.3603
FGD3	273.5301	FGD3	280.1697
FGD4	190.5049	FGD4	906.9411
FGD5	577.553	FGD5	1641.6644
FGD6	439.2784	FGD6	485.2424
FGF10	8.4535	FGF10	57.7669
FGF11	19.3222	FGF11	123.8379
FGF12	12.3783	FGF12	32.1329
FGF13	90.271	FGF13	253.4525
FGF14	269.9072	FGF14	105.7857
FGF18	18.7184	FGF18	19.1353
FGF1	464.6388	FGF1	1297.9511
FGF2	57.3236	FGF2	1406.7407
FGF7	253.906	FGF7	950.9884
removed	removed	FGF9	28.1614
removed	removed	FGFBP1	43.6863
FGFBP2	5.7363	FGFBP2	367.5422
FGFBP3	17.5108	FGFBP3	20.9405
FGFR1OP2	407.8798	FGFR1OP2	619.1895
FGFR1OP	267.1054	FGFR1OP	185.7966
FGFR1	3217.4504	FGFR1	5677.0467
FGFR2	490.3012	FGFR2	1162.9208
FGFR3	797.6451	FGFR3	171.1346
FGFR4	1664.1256	FGFR4	44.4083
FGFRL1	420.2581	FGFRL1	856.0339
FGGY	66.4201	FGGY	126.0042
removed	removed	FGG	136.1134
FGL2	959.7705	FGL2	1867.6776
FGR	241.2258	FGR	313.0246
FHAD1	63.6214	FHAD1	7.943
FHDC1	292.8523	FHDC1	246.2316
FHIT	12.6802	FHIT	59.2111
FHL1	630.6891	FHL1	32880.9459
FHL2	579.6664	FHL2	1344.1646
FHL3	484.263	FHL3	367.1812
FHL5	13.8878	FHL5	122.0327
FHOD1	705.2608	FHOD1	590.667
FHOD3	203.789	FHOD3	520.9856
FH	1000.8303	FH	1229.3528
FIBCD1	326.3643	removed	removed
FIBIN	1031.3231	FIBIN	434.6963
FIBP	1911.9934	FIBP	832.2051
FICD	84.5347	FICD	166.08
FIG4	363.1972	FIG4	609.8023
removed	removed	FIGF	739.778
FIGNL1	187.1839	FIGNL1	188.8257
FIGNL2	14.1898	FIGNL2	38.9927
FIGN	24.4547	FIGN	158.4981
FILIP1L	1240.2445	FILIP1L	4375.8462
FILIP1	95.1015	FILIP1	341.186
FIP1L1	581.3329	FIP1L1	585.681
FIS1	1296.3212	FIS1	1284.2964
removed	removed	FITM1	6.1377
FITM2	60.08	FITM2	151.2772
FIZ1	363.1972	FIZ1	296.7777
FJX1	100.234	FJX1	112.6455
FKBP10	2355.1966	FKBP10	1018.1424
FKBP11	598.3848	FKBP11	251.2862
FKBP14	227.6398	FKBP14	253.4525
FKBP15	2074.2003	FKBP15	1151.9054
FKBP1A	3548.9471	FKBP1A	4783.4714
FKBP1B	30.191	FKBP1B	50.5461
FKBP2	1183.1836	FKBP2	297.8608
FKBP3	1274.0584	FKBP3	858.2002
FKBP4	11901.5775	FKBP4	3041.7908
FKBP5	932.5987	FKBP5	1228.2697
FKBP7	241.2258	FKBP7	257.785
FKBP8	4588.7237	FKBP8	3133.1348
FKBP9L	58.2685	FKBP9L	92.4271
FKBP9	3868.0655	FKBP9	4555.6458
FKBPL	268.0957	FKBPL	102.5363
FKRP	211.9405	FKRP	244.4264
FKTN	791.6069	FKTN	506.5439
FLAD1	1728.4323	FLAD1	676.5954
FLCN	483.0553	FLCN	830.7609
FLG	12.4991	FLG	73.7503
FLI1	491.8107	FLI1	1292.8965
FLII	3468.0353	FLII	3164.1845
FLJ10038	95.5393	FLJ10038	308.443
removed	removed	FLJ10213	12.9976
FLJ10357	736.0556	FLJ10357	2256.8824
FLJ10661	12.0764	FLJ10661	9.7482
FLJ11235	10.2649	FLJ11235	19.8574
FLJ12825	7.5477	removed	removed
removed	removed	FLJ13197	32.855
FLJ22536	17.2088	FLJ22536	27.4393
FLJ23867	1042.7957	FLJ23867	423.1429
removed	removed	FLJ33360	6.4988
FLJ33630	255.1136	FLJ33630	445.5276
removed	removed	FLJ35024	72.2087
FLJ35220	370.4431	FLJ35220	187.7426
FLJ35390	35.0789	FLJ35390	60.3304
FLJ35776	124.9906	FLJ35776	126.3652
FLJ36031	220.6959	FLJ36031	534.7053
removed	removed	FLJ36777	8.304
FLJ37201	8.4535	FLJ37201	6.1377
FLJ37453	33.8139	FLJ37453	65.3489
removed	removed	FLJ37543	19.4963
FLJ39582	27.3741	FLJ39582	66.2984
FLJ39653	78.1946	FLJ39653	100.3701
FLJ39739	9.0573	removed	removed
FLJ40330	7.5477	FLJ40330	15.5249
FLJ40852	69.4301	FLJ40852	51.9866
FLJ42289	20.5299	FLJ42289	23.1068
FLJ42627	35.0215	FLJ42627	27.4393
FLJ42709	93.592	FLJ42709	158.8591
removed	removed	FLJ42875	12.6365
FLJ43663	48.0036	FLJ43663	72.2087
FLJ44606	27.1719	FLJ44606	36.1043
FLJ44635	10.8687	FLJ44635	25.273
FLJ45244	9.6611	FLJ45244	31.7718
FLJ45340	567.8919	FLJ45340	1004.7838
FLJ45445	8.4535	FLJ45445	16.247
FLJ45983	31.0967	FLJ45983	80.8737
FLJ90757	1012.3028	FLJ90757	365.0149
FLNA	19483.7346	FLNA	23679.0324
FLNB	7735.7053	FLNB	16752.9127
FLNC	199.2603	FLNC	798.9891
FLOT1	6466.6013	FLOT1	3151.548
FLOT2	2199.4113	FLOT2	2748.9846
FLRT2	166.6541	FLRT2	1048.4701
FLRT3	85.7423	FLRT3	151.6382
FLT1	973.3565	FLT1	2877.516
FLT3LG	174.2018	FLT3LG	114.0897
FLT3	7.8496	FLT3	18.0522
FLT4	246.3582	FLT4	501.1283
FLVCR1	186.882	FLVCR1	79.7906
FLVCR2	193.2221	FLVCR2	106.5078
FLYWCH1	766.5484	FLYWCH1	599.6931
FLYWCH2	538.6067	FLYWCH2	250.9252
FMN1	44.9845	FMN1	121.3106
FMN2	11.4726	FMN2	26.3562
FMNL1	961.2801	FMNL1	568.2823
FMNL2	680.2023	FMNL2	1600.5055
FMNL3	1490.0174	FMNL3	1327.5783
FMO1	183.8629	FMO1	236.4834
FMO2	96.913	FMO2	4406.8959
FMO3	76.3831	FMO3	335.4093
FMO4	64.0048	FMO4	143.6953
FMO5	36.2291	FMO5	613.0517
FMOD	2222.0545	FMOD	8247.3147
FMR1	1608.5742	FMR1	790.324
FN1	207642.841	FN1	16083.401
FN3KRP	2184.3158	FN3KRP	776.9654
FN3K	858.6308	FN3K	323.4949
FNBP1L	2087.4028	FNBP1L	2018.2327
FNBP1	1812.967	FNBP1	1393.2665
FNBP4	1037.9651	FNBP4	1026.8075
FNDC1	3303.1927	FNDC1	732.9181
FNDC3A	902.7096	FNDC3A	1973.8244
FNDC3B	1687.3726	FNDC3B	3066.7028
FNDC4	119.8581	FNDC4	470.4396
FNDC5	13.5859	FNDC5	105.7857
FNDC8	7.2458	FNDC8	7.943
FNIP1	550.6831	FNIP1	1008.3943
FNIP2	373.4621	FNIP2	890.6941
FNTA	1441.0144	FNTA	1530.8241
FNTB	528.6225	FNTB	742.1211
FOLH1	76.3831	FOLH1	90.6219
removed	removed	FOLR1	268.6163
FOLR2	137.0669	FOLR2	1238.3789
FOSB	117.7447	FOSB	33573.0662
FOSL1	18.4165	FOSL1	127.8094
FOSL2	904.2192	FOSL2	3751.9632
FOS	1490.5276	FOS	65492.5535
FOXA1	5235.1121	FOXA1	2700.6047
FOXC1	84.5347	FOXC1	620.9947
FOXC2	15.0955	FOXC2	13.7196
FOXD1	76.0812	removed	removed
FOXD2	144.9166	FOXD2	8.304
FOXD4L1	5.1325	removed	removed
FOXD4L2	5.1325	removed	removed
FOXD4	23.247	removed	removed
FOXF1	14.1898	FOXF1	21.3016
FOXF2	103.8569	FOXF2	55.6007
FOXH1	7.1734	removed	removed
FOXI1	267.19	FOXI1	118.0612
FOXI3	17.2088	removed	removed
FOXJ1	87.8557	FOXJ1	7.2209
FOXJ2	769.2656	FOXJ2	1011.2826
FOXJ3	1726.319	FOXJ3	1725.4265
FOXK1	499.3584	FOXK1	996.8409
FOXK2	2651.6718	FOXK2	1139.092
FOXL1	29.2852	FOXL1	14.4417
FOXM1	1243.1912	FOXM1	54.3009
FOXN1	12.3783	FOXN1	9.7482
FOXN2	374.3679	FOXN2	648.434
FOXN3	941.3541	FOXN3	3883.383
FOXO1	707.6761	FOXO1	1823.2692
FOXO3B	323.6471	FOXO3B	1008.7553
FOXO3	685.9386	FOXO3	2107.7715
FOXO4	197.7508	FOXO4	914.884
FOXP1	1080.2325	FOXP1	1942.4136
FOXP2	6.9439	FOXP2	56.6838
FOXP3	255.1015	FOXP3	6.3724
FOXP4	3237.0745	FOXP4	1160.3935
FOXQ1	20.2279	FOXQ1	5.7767
FOXRED1	393.6901	FOXRED1	319.5234
FOXRED2	762.0198	FOXRED2	607.9971
FOXS1	83.327	FOXS1	31.0497
FPGS	701.6379	FPGS	824.6232
FPGT	353.5935	FPGT	437.4041
FPR1	158.8044	FPR1	171.8567
FPR2	22.0394	FPR2	9.3871
FPR3	1684.0516	FPR3	567.1992
FRAS1	50.4189	FRAS1	245.1485
FRAT1	102.3473	FRAT1	130.6977
FRAT2	232.7723	FRAT2	184.4932
FREM1	34.4177	FREM1	796.4618
removed	removed	FREM2	89.5388
FRG1B	216.7711	FRG1B	323.4949
FRG1	379.1984	FRG1	602.2204
FRK	24.1528	FRK	99.648
removed	removed	FRMD1	100.009
FRMD3	13.5859	FRMD3	220.5975
FRMD4A	458.8724	FRMD4A	1719.9278
FRMD4B	321.2318	FRMD4B	692.1202
FRMD5	12.0764	FRMD5	10.8313
FRMD6	1711.5254	FRMD6	1837.3499
FRMD8	2109.1403	FRMD8	636.1585
FRMPD1	9.0573	FRMPD1	72.9308
FRMPD2	5.4344	FRMPD2	33.216
FRRS1	172.3904	FRRS1	120.9495
FRS2	1092.0069	FRS2	1228.6307
FRS3	112.6123	FRS3	119.1443
FRYL	890.9352	FRYL	2248.9394
FRY	376.4812	FRY	1802.6898
FRZB	349.6113	FRZB	313.7467
FSCN1	1178.9569	FSCN1	934.3804
removed	removed	FSCN2	9.0261
FSD1L	55.5514	FSD1L	50.9071
FSIP1	54.6456	FSIP1	34.6602
FSTL1	10212.3934	FSTL1	28354.9057
FSTL3	834.4781	FSTL3	917.7724
FSTL4	12.3783	removed	removed
FST	226.1303	FST	300.7492
FTH1	37673.1799	FTH1	39802.502
FTHL3	237.3009	FTHL3	236.4834
FTL	46749.1886	FTL	67054.4273
FTO	716.4314	FTO	2300.9297
FTSJ1	957.0534	FTSJ1	569.0044
FTSJ2	1141.5201	FTSJ2	428.5585
FTSJ3	1641.9564	FTSJ3	842.4731
FTSJD1	410.597	FTSJD1	639.0468
FTSJD2	1671.3714	FTSJD2	1088.1849
FUBP1	1743.2259	FUBP1	1324.3072
FUBP3	1436.7877	FUBP3	954.5988
FUCA1	1252.9247	FUCA1	1197.581
FUCA2	1309.3818	FUCA2	1232.2412
FUK	350.2151	FUK	235.0393
FUNDC1	229.7532	FUNDC1	275.4761
FUNDC2	1074.1943	FUNDC2	1455.0014
FURIN	1800.8906	FURIN	2399.1335
FUS	6877.5002	FUS	1839.5162
FUT10	118.3486	FUT10	236.4834
FUT11	222.5074	FUT11	318.0792
FUT1	250.5849	FUT1	271.1436
FUT2	178.4286	FUT2	92.7882
FUT3	6.642	FUT3	11.1923
FUT4	132.8402	FUT4	225.9662
removed	removed	FUT6	13.3586
FUT7	21.6379	removed	removed
FUT8	858.6399	FUT8	830.5984
removed	removed	FUT9	36.4654
FUZ	131.4937	FUZ	270.4576
FXC1	522.6055	FXC1	966.5132
FXN	177.8247	FXN	235.4003
FXR1	1907.4647	FXR1	2143.8758
FXR2	816.3635	FXR2	774.4345
FXYD1	5.7363	FXYD1	474.05
FXYD2	9.963	removed	removed
FXYD3	2189.1464	FXYD3	854.9508
FXYD5	1578.6852	FXYD5	2344.2549
FXYD6	425.3906	FXYD6	698.9801
FYB	1076.3076	FYB	409.7843
removed	removed	FYCO1	2753.3171
FYN	752.3587	FYN	1349.5803
FYTTD1	1836.8179	FYTTD1	1810.9938
FZD10	10.5668	FZD10	17.3301
FZD1	1070.2695	FZD1	1090.3511
FZD2	119.2543	FZD2	41.881
FZD3	338.4406	FZD3	139.3628
FZD4	704.5603	FZD4	10018.684
FZD5	114.1218	FZD5	567.9213
FZD6	1116.7635	FZD6	961.4586
FZD7	634.9158	FZD7	1349.2192
FZD8	268.3976	FZD8	479.8267
FZD9	12.6802	FZD9	9.0261
FZR1	1136.6896	FZR1	654.5717
G0S2	83.9309	G0S2	4373.6799
G2E3	480.3381	G2E3	326.0222
G3BP1	2069.5902	G3BP1	2255.4382
G3BP2	2173.1451	G3BP2	2933.1167
G6PC3	1392.7089	G6PC3	1331.8892
G6PD	2427.0511	G6PD	976.2614
GAA	3106.3476	GAA	1850.3475
GAB1	505.3966	GAB1	1019.2256
GAB2	358.0648	GAB2	1542.7385
GAB3	97.8187	GAB3	201.1012
GABARAPL1	928.6739	GABARAPL1	3040.7076
GABARAPL2	1413.5406	GABARAPL2	1750.3385
GABARAP	4950.4114	GABARAP	6584.3488
GABBR1	254.2079	GABBR1	456.3589
GABPA	775.4819	GABPA	1006.0655
GABPB1	401.111	GABPB1	357.5052
GABPB2	160.9178	GABPB2	162.1085
removed	removed	GABRA2	28.5224
GABRB2	23.5489	GABRB2	23.1068
GABRB3	18.1146	GABRB3	105.7857
GABRD	176.919	removed	removed
GABRE	7.8496	GABRE	766.1341
removed	removed	GABRG1	7.2209
removed	removed	GABRG3	6.4988
GABRP	193.524	GABRP	1903.7819
GADD45A	269.3033	GADD45A	417.3662
GADD45B	1504.7173	GADD45B	2673.1654
GADD45GIP1	1082.9497	GADD45GIP1	265.728
GADD45G	126.802	GADD45G	55.9617
GAGE12D	136.4903	removed	removed
GAGE12J	39.5502	removed	removed
GAGE2A	63.5701	removed	removed
GAGE2B	8.7554	removed	removed
GAGE2D	125.4978	removed	removed
GAGE4	15.3974	removed	removed
GAGE8	7.8496	removed	removed
GAK	2802.6266	GAK	1151.3675
removed	removed	GAL3ST1	8.665
GAL3ST4	736.3575	GAL3ST4	200.0181
removed	removed	GALC	982.3991
GALE	1046.7205	GALE	282.336
GALK1	816.3635	GALK1	146.2226
GALK2	198.9222	GALK2	352.7214
GALM	196.2412	GALM	184.8542
GALNS	583.2893	GALNS	390.649
GALNT10	1294.5883	GALNT10	1805.5781
GALNT11	904.5211	GALNT11	1334.7775
GALNT12	51.9284	GALNT12	151.9993
GALNT13	7.2458	GALNT13	41.1589
GALNT14	29.889	GALNT14	50.5461
GALNT1	3289.9087	GALNT1	2176.7308
GALNT2	1381.5382	GALNT2	2046.7551
removed	removed	GALNT3	715.588
GALNT4	256.1733	GALNT4	371.8747
GALNT5	154.2758	GALNT5	59.9332
GALNT6	4446.5243	GALNT6	1413.1239
GALNT7	837.1953	GALNT7	1649.9576
GALNTL1	310.363	GALNTL1	569.7265
GALNTL2	153.672	GALNTL2	2295.8751
GALNTL4	151.5586	GALNTL4	242.2601
removed	removed	GALR1	5.7767
GALT	603.2153	GALT	350.5732
GAL	21.7375	GAL	44.4083
GAMT	1020.7563	GAMT	271.5046
GANAB	11666.6918	GANAB	9115.6242
GANC	229.1494	GANC	456.0412
GAN	66.4201	GAN	77.2633
removed	removed	GAP43	9.3871
