gene_id	TCGA-BH-A18U-01A-21R-A12D-07	gene_id	TCGA-BH-A18U-11A-23R-A12D-07
LATS1	548.0127	LATS1	755.6604
LATS2	402.0401	LATS2	986.3208
LAT	62.5149	LAT	86.7075
LAX1	44.6711	LAX1	21.6981
LAYN	208.9342	LAYN	331.1321
LBH	1066.4791	LBH	2065.0943
LBP	39.0433	LBP	16.5094
LBR	1431.5864	LBR	873.5849
LBX2	5.9515	removed	removed
removed	removed	LCA5L	67.9245
LCA5	108.688	LCA5	494.3396
LCAT	18.2905	LCAT	116.9811
LCK	69.293	LCK	99.0566
LCLAT1	587.4077	LCLAT1	270.7547
LCMT1	1586.3524	LCMT1	517.4528
LCMT2	516.356	LCMT2	365.566
removed	removed	LCN10	27.3585
LCN12	38.3398	LCN12	19.3396
LCN2	18.2905	LCN2	200.4717
removed	removed	LCN6	16.0377
LCORL	112.7295	LCORL	66.6132
LCOR	168.8498	LCOR	158.8868
LCP1	1622.9335	LCP1	2765.566
LCP2	416.8132	LCP2	242.4528
removed	removed	LCT	8.0189
LDB1	1346.1133	LDB1	1845.283
LDB2	132.9581	LDB2	638.6792
LDB3	5.2761	LDB3	56.6038
LDHA	55269.4337	LDHA	7575.4717
LDHB	688.7091	LDHB	5015.0943
LDHC	74.5691	LDHC	6.6038
LDHD	79.8452	LDHD	181.1321
LDLRAD2	43.5737	LDLRAD2	155.3208
LDLRAD3	1083.3626	LDLRAD3	668.3962
LDLRAP1	467.1122	LDLRAP1	745.283
LDLR	1666.9012	LDLR	4814.6226
LDOC1L	1557.8614	LDOC1L	1645.7547
LDOC1	541.6813	LDOC1	820.283
LEAP2	6.3313	removed	removed
LEF1	231.0939	LEF1	78.3019
removed	removed	LEFTY2	33.4906
LEKR1	72.4587	LEKR1	25.4717
removed	removed	LEMD1	13.6792
LEMD2	933.5209	LEMD2	662.7358
LEMD3	802.3215	LEMD3	945.283
LENG1	132.2547	LENG1	115.566
LENG8	1915.058	LENG8	3693.5
LENG9	185.8917	LENG9	84.8019
LEO1	590.2216	LEO1	488.6792
LEPRE1	608.1604	LEPRE1	397.1698
LEPREL1	38.3398	LEPREL1	558.4906
LEPREL2	532.5361	LEPREL2	502.3585
LEPROTL1	1137.179	LEPROTL1	796.6981
LEPROT	696.3208	LEPROT	1254.6368
LEPR	230.8688	LEPR	2152.4387
LEP	6.3313	LEP	3057.5472
LETM1	744.6359	LETM1	864.1509
LETM2	2403.7988	LETM2	30.1887
LETMD1	1542.3848	LETMD1	1025.9434
LFNG	153.0074	LFNG	525.4717
LGALS12	154.7661	LGALS12	269.3396
LGALS1	5466.7605	LGALS1	3992.4528
LGALS2	5.6279	LGALS2	32.0755
LGALS3BP	4927.1896	LGALS3BP	7480.6604
LGALS3	4470.9814	LGALS3	5207.0755
removed	removed	LGALS4	5.1887
removed	removed	LGALS7	19.8113
LGALS8	1813.6124	LGALS8	1267.4528
LGALS9C	13.0144	LGALS9C	14.1509
LGALS9	929.6518	LGALS9	694.8113
LGI1	10.2005	LGI1	6.1321
LGI2	40.802	LGI2	59.9057
LGI4	27.7875	LGI4	176.8868
LGMN	2613.0848	LGMN	1988.6792
LGR4	287.7242	LGR4	1770.7547
LGR5	26.0288	LGR5	40.566
removed	removed	LGR6	879.2453
LGTN	1279.2824	LGTN	1376.4151
removed	removed	LHCGR	10.8491
removed	removed	LHFPL1	17.4528
LHFPL2	1660.2181	LHFPL2	1834.9057
LHFPL5	17.5871	LHFPL5	5.1887
LHFP	363.3486	LHFP	2684.9057
LHPP	515.6525	LHPP	358.4906
LHX1	53.8164	removed	removed
LHX2	5.9796	removed	removed
LHX6	71.0517	LHX6	202.3585
LHX9	10.2005	removed	removed
LIAS	154.0626	LIAS	153.7736
LIFR	206.472	LIFR	3023.5849
LIF	84.4179	LIF	833.0189
LIG1	1007.7383	LIG1	580.1887
LIG3	1660.9216	LIG3	582.5472
LIG4	259.2332	LIG4	372.6415
removed	removed	LILRA1	8.0189
LILRA2	49.9648	LILRA2	34.9057
LILRA3	5.2761	LILRA3	6.6038
LILRA4	10.904	LILRA4	8.4906
LILRA5	24.9736	LILRA5	16.9811
LILRA6	49.2438	LILRA6	17.3915
LILRB1	129.089	LILRB1	76.4151
LILRB2	152.6556	LILRB2	67.9245
LILRB3	86.1766	LILRB3	37.7972
LILRB4	571.2276	LILRB4	199.5283
LILRB5	55.2234	LILRB5	158.9623
LIMA1	3761.5195	LIMA1	3921.6981
LIMCH1	1097.4323	LIMCH1	3025.9434
LIMD1	1165.2269	LIMD1	919.5943
LIMD2	122.3848	LIMD2	144.0519
LIME1	14.6922	LIME1	17.066
LIMK1	520.2251	LIMK1	574.0566
LIMK2	1937.3901	LIMK2	3536.3208
LIMS1	426.662	LIMS1	395.283
LIMS2	273.6546	LIMS2	1116.5094
LIMS3-LOC440895	8.2096	LIMS3-LOC440895	16.7783
LIMS3	5.5083	LIMS3	23.316
LIN28A	135.0686	removed	removed
LIN28B	17.9388	LIN28B	12.2642
LIN37	130.7211	LIN37	135.7972
LIN52	153.3591	LIN52	180.6604
LIN54	1200.1407	LIN54	331.6038
LIN7A	16.1801	LIN7A	45.7547
LIN7B	42.5607	LIN7B	25
LIN7C	950.0528	LIN7C	756.1321
LIN9	468.5192	LIN9	152.8302
LINGO1	49.9472	LINGO1	128.7736
removed	removed	LINGO2	8.0189
LINGO4	23.2149	LINGO4	37.2642
LINS1	212.0999	LINS1	295.283
LIPA	2317.2705	LIPA	2096.6981
removed	removed	LIPC	11.3208
LIPE	171.5617	LIPE	1618.8679
removed	removed	LIPG	103.7736
LIPH	129.4407	LIPH	417.4528
LIPT1	157.4851	LIPT1	167.2217
LIPT2	41.8572	LIPT2	12.2642
LITAF	6123.1094	LITAF	5558.0189
LIX1L	199.4372	LIX1L	539.6226
LLGL1	768.2026	LLGL1	768.3962
LLGL2	868.4488	LLGL2	636.7925
LLPH	673.2325	LLPH	406.1321
removed	removed	LMAN1L	8.4906
LMAN1	4317.2705	LMAN1	3912.2642
LMAN2L	793.8797	LMAN2L	674.5283
LMAN2	2456.56	LMAN2	1906.1321
LMBR1L	273.6546	LMBR1L	426.4151
LMBR1	1306.7183	LMBR1	868.3962
LMBRD1	751.6708	LMBRD1	1718.8679
LMBRD2	421.7376	LMBRD2	248.5849
LMCD1	10588.1112	LMCD1	960.8491
LMF1	220.5417	LMF1	239.033
LMF2	1051.3542	LMF2	1067.4528
LMLN	653.535	LMLN	266.5094
LMNA	3621.1748	LMNA	17637.7358
LMNB1	2629.9683	LMNB1	442.9245
LMNB2	1117.1298	LMNB2	775.4717
removed	removed	LMO1	5.6604
LMO2	199.4372	LMO2	567.4528
LMO3	204.3616	LMO3	83.9623
LMO4	501.5828	LMO4	1323.1132
LMO7	844.5304	LMO7	911.3208
LMOD1	441.4351	LMOD1	4755.1887
LMOD3	13.3662	removed	removed
LMTK2	331.3401	LMTK2	426.4151
LMTK3	189.2367	LMTK3	146.6981
removed	removed	LMX1A	8.4906
LMX1B	676.0464	LMX1B	1400
LNP1	51.72	LNP1	93.0425
LNPEP	375.2093	LNPEP	439.1509
LNX1	498.4172	LNX1	353.7736
LNX2	510.7281	LNX2	510.8491
LOC100009676	86.6163	LOC100009676	85.0047
removed	removed	LOC100124692	208.0189
LOC100125556	111.9205	LOC100125556	52.9906
LOC100126784	6.4404	LOC100126784	43.5472
removed	removed	LOC100127888	9.1981
LOC100128191	82.325	LOC100128191	42.6321
LOC100128239	10.904	LOC100128239	8.9623
LOC100128288	25.6771	LOC100128288	55.6604
LOC100128292	18.6423	LOC100128292	26.4151
LOC100128640	49.9472	LOC100128640	56.6038
LOC100128788	26.3806	LOC100128788	16.9858
LOC100128822	54.8716	LOC100128822	120.7547
LOC100128842	5.6279	LOC100128842	33.0189
LOC100129034	1978.7161	LOC100129034	1565.4764
LOC100129387	71.5652	LOC100129387	146.6557
LOC100129534	21.4562	LOC100129534	65.566
LOC100129550	122.7577	LOC100129550	276.4151
LOC100129637	102.3567	LOC100129637	241.7453
LOC100129716	17.5871	LOC100129716	12.7358
LOC100129726	5.2761	LOC100129726	11.7925
LOC100130015	7.7031	LOC100130015	30.3349
LOC100130093	82.7928	LOC100130093	135.7925
LOC100130331	5.2761	removed	removed
removed	removed	LOC100130522	15.0943
LOC100130557	42.4235	LOC100130557	48.7594
LOC100130581	80.9005	LOC100130581	68.8679
LOC100130691	11.6848	LOC100130691	11.4151
LOC100130776	149.5814	LOC100130776	223.2736
LOC100130872	9.497	LOC100130872	49.5283
LOC100130932	60.1477	LOC100130932	36.3208
LOC100130987	24.2701	LOC100130987	19.8113
LOC100131193	138.2343	LOC100131193	44.3396
LOC100131434	84.4847	LOC100131434	116.783
LOC100131551	10.5522	removed	removed
LOC100131691	20.7281	LOC100131691	29.1604
LOC100132111	8.09	LOC100132111	10.3774
removed	removed	LOC100132215	23.5849
LOC100132247	85.4731	LOC100132247	134.9057
LOC100132287	130.8477	LOC100132287	189.6226
LOC100132288	193.1059	LOC100132288	301.8868
LOC100132354	19.3458	removed	removed
LOC100132707	53.9114	LOC100132707	123.434
removed	removed	LOC100132832	5.6557
LOC100133161	7.1544	LOC100133161	16.5094
LOC100133331	47.5554	LOC100133331	117.9009
removed	removed	LOC100133545	19.8113
removed	removed	LOC100133612	5.6604
LOC100133669	5.9796	LOC100133669	13.6792
LOC100133985	10.2005	LOC100133985	5.1887
LOC100133991	36.2293	LOC100133991	35.8491
LOC100134229	142.8069	LOC100134229	164.6226
LOC100134259	6.6831	LOC100134259	30.6604
LOC100134713	10.2005	LOC100134713	12.2642
LOC100134868	6.3313	LOC100134868	6.6038
LOC100144603	41.8572	removed	removed
LOC100144604	8.7935	LOC100144604	11.3208
LOC100170939	112.8948	LOC100170939	166.8396
LOC100188947	9.8488	LOC100188947	15.0943
LOC100190938	29.1945	LOC100190938	103.7736
LOC100190939	81.9557	LOC100190939	400.9434
LOC100190986	92.8597	LOC100190986	323.5849
LOC100192378	5.6279	LOC100192378	14.1509
LOC100216545	126.6268	LOC100216545	66.9811
LOC100233209	7.0348	LOC100233209	19.3396
removed	removed	LOC100240735	12.2642
LOC100268168	7.3866	LOC100268168	7.0755
LOC100270710	182.6662	LOC100270710	191.6509
LOC100270746	51.3542	LOC100270746	38.6792
LOC100270804	100.598	LOC100270804	27.3585
LOC100271722	77.7348	LOC100271722	56.1321
LOC100271831	9.6131	LOC100271831	16.6415
LOC100271836	371.2452	LOC100271836	472.3349
LOC100272146	21.4562	LOC100272146	27.3585
LOC100272216	7.0348	LOC100272216	42.0943
LOC100272217	24.6219	LOC100272217	12.7358
LOC100272228	76.3278	LOC100272228	59.434
LOC100286793	312.3461	LOC100286793	183.4906
LOC100286844	86.2856	LOC100286844	28.1604
LOC100287227	16.8941	LOC100287227	6.1321
LOC100288778	125.1741	LOC100288778	368.0094
LOC100289341	134.7168	LOC100289341	44.3396
LOC100302401	10.904	LOC100302401	28.3019
removed	removed	LOC100302640	12.2642
LOC100302650	10.5522	LOC100302650	84.434
LOC100303728	21.1045	LOC100303728	24.0566
LOC113230	206.8238	LOC113230	183.9623
LOC115110	26.3489	LOC115110	71.3679
removed	removed	LOC121838	50.9434
LOC126536	33.7671	removed	removed
LOC134466	39.395	LOC134466	74.5283
LOC143188	20.0492	LOC143188	25.4717
LOC143666	17.2353	LOC143666	26.8868
LOC144438	702.427	LOC144438	740.566
LOC144486	27.4358	LOC144486	11.7925
LOC144571	22.1878	LOC144571	66.066
LOC145783	61.9486	LOC145783	38.6604
removed	removed	LOC145820	33.4906
LOC145837	22.5114	LOC145837	41.9811
LOC146880	280.605	LOC146880	368.5377
LOC147727	493.4928	LOC147727	527.3585
LOC147804	207.879	LOC147804	160.3774
LOC148189	99.191	LOC148189	48.5849
LOC148413	321.2311	LOC148413	285.5519
removed	removed	LOC148696	6.6038
LOC148709	97.784	removed	removed
LOC149134	9.1453	LOC149134	8.0189
LOC149837	23.9184	LOC149837	53.7736
LOC150381	128.3609	LOC150381	30.6038
LOC150776	268.7302	LOC150776	353.3019
LOC150786	85.1214	LOC150786	46.2264
LOC151009	16.8836	LOC151009	53.7736
LOC151162	540.6261	LOC151162	1488.2075
LOC151534	105.5505	LOC151534	66.184
LOC152217	301.0904	LOC152217	222.6415
LOC153328	570.5241	LOC153328	10.3774
LOC153684	42.9124	LOC153684	35.8491
LOC154761	39.0679	LOC154761	51.8726
removed	removed	LOC154822	24.7972
removed	removed	LOC157381	11.3208
LOC158376	8.7935	LOC158376	54.2453
LOC158572	17.5871	LOC158572	25.4717
LOC162632	472.6697	LOC162632	115.9434
LOC168474	5.2761	LOC168474	6.1321
LOC200030	415.86	LOC200030	756.0189
LOC202181	20.401	LOC202181	77.3585
LOC202781	129.4407	LOC202781	200.9434
LOC219347	47.2107	LOC219347	98.8679
removed	removed	LOC220429	9.434
LOC220594	49.5955	LOC220594	262.4104
LOC220729	203.6581	LOC220729	175.4717
LOC220930	93.542	LOC220930	72.0849
LOC221442	142.8069	LOC221442	51.8868
LOC221710	385.1565	LOC221710	323.1132
LOC222699	186.0711	LOC222699	41.0377
LOC253039	672.529	LOC253039	458.9623
LOC253724	32.0084	LOC253724	7.5472
LOC254559	293.7038	LOC254559	102.3585
LOC255167	5.9796	LOC255167	6.6038
removed	removed	LOC257358	6.6038
LOC25845	469.7995	LOC25845	274.7594
LOC282997	32.3602	LOC282997	43.3962
LOC283050	51.0025	LOC283050	44.3396
LOC283070	84.4179	LOC283070	162.7358
LOC283174	174.8153	LOC283174	292.9245
LOC283267	326.4158	LOC283267	252.8302
LOC283314	40.5065	LOC283314	133.1887
removed	removed	LOC283392	63.0519
removed	removed	LOC283663	16.0377
removed	removed	LOC283731	14.6226
LOC283867	5.6279	removed	removed
LOC283922	36.5811	LOC283922	66.0377
LOC284023	289.8347	LOC284023	129.717
LOC284232	38.3398	LOC284232	9.9057
LOC284233	32.7119	LOC284233	22.6415
LOC284276	8.4418	LOC284276	28.7736
LOC284379	5.9796	removed	removed
LOC284440	94.9701	LOC284440	131.6038
LOC284441	126.9785	LOC284441	73.1132
removed	removed	LOC284578	33.0189
LOC284837	7.7383	LOC284837	48.1132
LOC284900	242.2336	LOC284900	256.1179
LOC285033	27.471	LOC285033	38.6509
LOC285074	226.873	LOC285074	255.1887
LOC285359	94.2666	LOC285359	54.717
removed	removed	LOC285419	8.4906
LOC285548	6.6831	removed	removed
LOC285593	11.2557	LOC285593	8.4906
LOC285830	10.5171	LOC285830	73.5236
removed	removed	LOC286002	15.566
removed	removed	LOC286367	108.0189
LOC286467	15.1249	LOC286467	25.4717
removed	removed	LOC338651	10.9858
LOC338758	25.3254	LOC338758	66.0377
LOC338799	151.6004	LOC338799	232.5472
LOC339047	837.8473	LOC339047	844.8113
LOC339290	1000	LOC339290	930.6604
LOC339524	24.2701	LOC339524	146.6981
LOC339535	178.3327	LOC339535	76.8868
LOC339674	9.1453	removed	removed
LOC341056	16.8836	LOC341056	8.9623
removed	removed	LOC342346	6.6038
LOC344595	140.6964	LOC344595	235.3774
LOC348926	105.1706	LOC348926	64.6226
LOC349114	125.5716	LOC349114	123.1132
removed	removed	LOC349196	14.7123
LOC374443	156.5248	LOC374443	150
LOC375190	43.9676	LOC375190	95.283
LOC387646	68.2378	LOC387646	39.1509
LOC387647	248.5157	LOC387647	420.4953
LOC388152	329.5814	LOC388152	256.6038
LOC388242	8.4418	LOC388242	26.4151
LOC388588	11.2557	LOC388588	15.566
LOC388692	249.7362	LOC388692	325.9434
LOC388789	1004.5726	LOC388789	495.283
LOC388796	450.5804	LOC388796	273.5849
LOC388955	459.3739	LOC388955	269.8113
removed	removed	LOC389033	6.6038
LOC389333	27.4358	LOC389333	35.8491
LOC389493	253.2536	LOC389493	14.1509
removed	removed	LOC389705	12.2642
LOC389791	7.7383	removed	removed
removed	removed	LOC390595	11.3208
LOC399744	30.2497	LOC399744	101.8868
LOC399815	58.0373	removed	removed
LOC399959	116.4263	LOC399959	736.3208
LOC400027	293.7038	LOC400027	307.0755
LOC400043	127.3303	LOC400043	275
LOC400657	101.6532	LOC400657	164.6226
LOC400696	15.1249	removed	removed
LOC400752	48.5403	LOC400752	37.7358
LOC400759	36.9328	LOC400759	57.0755
removed	removed	LOC400804	8.0189
LOC400927	6.6831	LOC400927	46.7075
LOC400931	5.6279	LOC400931	75
LOC401010	35.1741	LOC401010	20.7547
LOC401052	119.592	LOC401052	85.3774
LOC401093	74.9349	LOC401093	477.5519
LOC401127	6.3313	removed	removed
LOC401397	918.0443	LOC401397	508.0189
LOC401431	27.7875	LOC401431	40.1415
removed	removed	LOC401463	11.7925
LOC401588	64.7204	LOC401588	108.0189
LOC402377	37.6363	LOC402377	7.0755
LOC407835	140.6964	LOC407835	40.566
removed	removed	LOC440173	8.0189
LOC440354	102.8702	LOC440354	163.2972
LOC440356	58.0373	removed	removed
removed	removed	LOC440461	8.0189
LOC440905	342.5958	LOC440905	136.3208
LOC440925	24.6219	LOC440925	16.9811
LOC440944	472.7401	LOC440944	317.4528
LOC440957	200.1407	LOC440957	93.8679
LOC441046	25.3254	LOC441046	21.6981
LOC441089	162.5044	LOC441089	123.5849
LOC441204	32.3602	LOC441204	22.1698
LOC441208	26.0288	LOC441208	47.6415
LOC441294	53.1129	LOC441294	159.434
removed	removed	LOC441454	6.6038
LOC441666	10.5522	LOC441666	62.2642
LOC441869	34.1189	LOC441869	245.7547
LOC442421	11.2557	LOC442421	20.283
LOC442454	236.0183	LOC442454	135.8491
LOC493754	385.5083	LOC493754	508.4906
LOC541471	256.0675	LOC541471	93.3962
removed	removed	LOC541473	5.2217
LOC550112	239.5357	LOC550112	286.7925
LOC550643	1187.8298	LOC550643	173.1132
LOC554202	5.2761	LOC554202	15.566
removed	removed	LOC55908	48.1132
removed	removed	LOC572558	13.2075
LOC595101	129.7819	LOC595101	91.9811
LOC606724	9.8488	LOC606724	9.9057
LOC613037	23.2149	removed	removed
LOC619207	28.1393	LOC619207	18.3962
LOC641298	103.9254	LOC641298	185.8585
LOC641367	6.3313	removed	removed
LOC642587	71.0517	LOC642587	568.3962
LOC642826	73.8586	LOC642826	141.8349
LOC642846	103.4119	LOC642846	177.8302
LOC642852	440.3799	LOC642852	351.8868
LOC643008	23.5667	LOC643008	15.566
LOC643387	39.0433	LOC643387	38.6792
removed	removed	LOC643719	115.566
removed	removed	LOC643763	15.0943
LOC643837	93.2114	LOC643837	156.1321
LOC644165	24.2701	removed	removed
LOC644172	15.8284	LOC644172	33.9623
LOC644538	42.2089	LOC644538	129.2453
LOC644936	26.0288	LOC644936	22.1698
LOC645166	18.6423	LOC645166	97.1698
LOC645323	308.477	LOC645323	17.4528
LOC645332	297.2212	LOC645332	131.1321
LOC645431	9.8065	LOC645431	12.6274
LOC645676	46.1942	LOC645676	34.1651
LOC646214	88.9905	LOC646214	141.0377
LOC646471	25.7439	LOC646471	92.3538
LOC646762	277.5237	LOC646762	337.7358
LOC646851	189.2367	LOC646851	91.0377
LOC646999	7.0348	LOC646999	12.2642
LOC647121	9.8488	LOC647121	42.9245
LOC647288	7.0348	LOC647288	12.2642
removed	removed	LOC647309	6.1321
LOC647859	38.3398	LOC647859	18.3962
LOC647946	18.6423	LOC647946	15.566
LOC647979	11750.9673	LOC647979	12518.8679
LOC648740	5.3289	LOC648740	14.9292
LOC649330	8.09	LOC649330	6.1321
LOC650368	14.7731	LOC650368	27.3585
LOC650623	65.4238	LOC650623	138.2075
LOC651250	1924.7274	LOC651250	1800
LOC652276	41.5055	LOC652276	41.5094
LOC653113	21.4562	LOC653113	41.0377
LOC653501	95.6736	LOC653501	238.2075
LOC653566	3046.0781	LOC653566	1319.3396
LOC653653	216.6725	LOC653653	61.7925
LOC654342	51.0025	LOC654342	463.2075
LOC654433	84.7696	LOC654433	316.5849
LOC678655	226.0746	LOC678655	336.4151
LOC723972	7.7383	LOC723972	7.0755
LOC727896	34.8224	LOC727896	28.7736
LOC728024	23.5667	LOC728024	40.0943
LOC728190	166.7253	LOC728190	172.6415
LOC728264	41.5055	LOC728264	5419.3396
LOC728323	23.5667	LOC728323	28.3019
LOC728392	14.4214	LOC728392	83.9623
LOC728554	906.0851	LOC728554	151.8868
removed	removed	LOC728606	125.4717
LOC728613	250.4397	LOC728613	158.9623
LOC728640	54.5199	LOC728640	46.6981
LOC728643	58.7408	LOC728643	66.5094
LOC728723	14.7731	LOC728723	29.717
LOC728743	75.2726	LOC728743	110.3774
LOC728758	32.7119	LOC728758	19.8113
LOC728819	7.0348	LOC728819	37.2642
LOC728855	162.6451	LOC728855	151.6651
LOC728875	11.8185	LOC728875	68.1462
removed	removed	LOC728989	6.1321
LOC729020	30.6015	LOC729020	26.8868
LOC729082	555.2691	LOC729082	527.2689
LOC729176	32.0084	LOC729176	34.434
LOC729234	71.0517	LOC729234	100.9434
LOC729375	98.8393	LOC729375	55.1887
LOC729603	16.1801	LOC729603	16.9811
LOC729678	497.3268	LOC729678	345.3443
removed	removed	LOC729799	19.3396
LOC729991-MEF2B	54.7977	LOC729991-MEF2B	47.2123
LOC729991	293.6476	LOC729991	207.217
LOC730101	248.681	LOC730101	210.8491
removed	removed	LOC731789	5.6604
LOC80054	62.2582	LOC80054	88.2075
LOC80154	376.7147	LOC80154	407.0755
LOC81691	784.3827	LOC81691	125
removed	removed	LOC84740	5.2123
LOC84856	8.09	LOC84856	67.9245
LOC84989	5.9972	LOC84989	9.4717
LOC90110	246.9223	LOC90110	200
LOC90246	44.3194	LOC90246	13.2075
removed	removed	LOC90586	8.4906
LOC90784	366.1625	LOC90784	240.566
LOC90834	11.2557	LOC90834	34.9057
LOC91316	149.7714	LOC91316	448.3679
LOC92249	651.0728	LOC92249	681.6038
LOC92659	178.3327	LOC92659	83.4906
LOC92973	87.9353	LOC92973	90.566
removed	removed	LOC93432	56.1321
LOC93622	399.5779	LOC93622	236.7925
LOC96610	30094.9033	LOC96610	7499.9575
LOH12CR1	75.2726	LOH12CR1	85.8491
LOH12CR2	26.3806	LOH12CR2	48.1132
LOH3CR2A	371.7904	LOH3CR2A	113.2075
LONP1	2764.3335	LONP1	1010.8491
LONP2	1820.9638	LONP2	1967.9245
LONRF1	421.3859	LONRF1	850.4717
LONRF2	1949.701	LONRF2	474.0566
LONRF3	59.0925	LONRF3	90.566
removed	removed	LOXHD1	9.434
LOXL1	640.5206	LOXL1	273.5849
LOXL2	1619.4056	LOXL2	807.0519
LOXL3	153.6651	LOXL3	81.184
LOXL4	59.0925	LOXL4	608.9623
LOX	1515.6525	LOX	1193.3962
removed	removed	LPAL2	5.1887
LPAR1	257.4745	LPAR1	436.3208
LPAR2	212.0999	LPAR2	214.1509
removed	removed	LPAR3	17.4528
LPAR4	10.5522	LPAR4	9.434
LPAR5	73.5139	LPAR5	71.6981
LPAR6	422.4411	LPAR6	1055.6604
LPCAT1	1419.9789	LPCAT1	769.3396
LPCAT2	491.0306	LPCAT2	1175
LPCAT3	1177.2775	LPCAT3	1586.3208
LPCAT4	395.7088	LPCAT4	429.2453
LPGAT1	1782.9757	LPGAT1	1996.2264
LPHN1	925.0791	LPHN1	1108.4906
LPHN2	321.8431	LPHN2	1523.5849
LPHN3	8.4418	LPHN3	63.2075
LPIN1	440.0281	LPIN1	997.6415
LPIN2	606.4017	LPIN2	1054.717
LPIN3	496.9117	LPIN3	576.8113
LPL	166.0218	LPL	4515.0943
removed	removed	LPO	5.6604
removed	removed	LPPR1	25.9434
LPPR2	601.8291	LPPR2	466.9811
removed	removed	LPPR3	32.5472
LPPR4	29.898	LPPR4	67.4528
LPP	253.2536	LPP	1136.3208
LPXN	358.7759	LPXN	291.9811
LQK1	86.5283	LQK1	13.6792
removed	removed	LRAT	93.8679
LRBA	1857.5448	LRBA	2678.7736
LRCH1	410.8336	LRCH1	832.5472
LRCH2	40.802	LRCH2	92.4528
LRCH3	275.765	LRCH3	457.0755
LRCH4	502.9898	LRCH4	667.4528
LRDD	125.9233	LRDD	175.9434
LRFN1	73.8656	LRFN1	46.6981
LRFN2	20.7527	removed	removed
LRFN3	151.9522	LRFN3	128.7736
LRFN4	155.8213	LRFN4	191.0377
removed	removed	LRFN5	66.0377
LRG1	85.1214	LRG1	435.3774
LRGUK	51.0025	LRGUK	8.0189
LRIG1	4825.955	LRIG1	5965.5519
LRIG2	138.9377	LRIG2	304.717
LRIG3	205.0651	LRIG3	919.3396
removed	removed	LRIT3	8.4906
LRMP	35.1741	LRMP	131.1321
LRP10	2150.1935	LRP10	4656.1321
LRP11	1933.1692	LRP11	1072.6415
LRP12	207.879	LRP12	445.283
LRP1B	16.5318	LRP1B	42.9245
LRP1	5362.2934	LRP1	12906.1321
LRP2BP	31.6567	LRP2BP	102.3585
LRP2	466.4087	LRP2	2300
LRP3	323.2395	LRP3	586.7925
LRP4	55.4731	LRP4	385.8113
LRP5L	57.3338	LRP5L	100.4717
LRP5	1427.3655	LRP5	2980.6604
LRP6	704.1857	LRP6	2244.8113
LRP8	267.3233	LRP8	58.9623
LRPAP1	1033.4154	LRPAP1	1593.8679
LRPPRC	5224.4108	LRPPRC	3059.434
LRRC10B	283.8551	LRRC10B	28.3019
removed	removed	LRRC14B	50.4717
LRRC14	905.248	LRRC14	595.0519
LRRC15	2933.1692	LRRC15	325.4717
LRRC16A	1572.2828	LRRC16A	879.2453
LRRC16B	28.491	LRRC16B	12.7358
LRRC17	67.1826	LRRC17	270.283
LRRC1	621.1748	LRRC1	603.7736
LRRC20	494.1963	LRRC20	226.8868
LRRC23	370.0317	LRRC23	150.9434
LRRC24	13.4998	removed	removed
LRRC25	120.2955	LRRC25	75
LRRC26	15.1249	LRRC26	8.9623
LRRC27	231.4457	LRRC27	217.9245
LRRC28	182.2019	LRRC28	190.566
LRRC29	64.0169	LRRC29	50.9434
removed	removed	LRRC2	57.5472
LRRC31	24.9736	LRRC31	11.7925
LRRC32	622.23	LRRC32	1200
LRRC33	61.9064	LRRC33	159.434
LRRC34	36.5811	LRRC34	60.8491
removed	removed	LRRC36	5.6604
LRRC37A2	220.313	LRRC37A2	283.4104
LRRC37A3	30.6015	LRRC37A3	121.6981
LRRC37A4	40.0985	LRRC37A4	243.3962
LRRC37A	437.566	LRRC37A	556.1321
LRRC37B2	511.0798	LRRC37B2	534.9057
LRRC37B	515.3007	LRRC37B	150.4717
removed	removed	LRRC39	6.7358
removed	removed	LRRC3B	43.3962
LRRC3	33.7671	LRRC3	74.0566
LRRC40	351.7411	LRRC40	361.7925
LRRC41	1256.771	LRRC41	1793.8679
LRRC42	535.7017	LRRC42	576.4151
removed	removed	LRRC43	9.9057
LRRC45	155.4696	LRRC45	199.0566
LRRC46	171.2979	LRRC46	29.717
LRRC47	915.9339	LRRC47	897.6415
LRRC48	104.8189	LRRC48	112.2642
LRRC49	93.2114	LRRC49	141.9811
removed	removed	LRRC4B	24.5283
LRRC4C	321.8431	LRRC4C	163.6792
LRRC4	43.6159	LRRC4	63.6792
LRRC50	12.3109	LRRC50	37.7358
LRRC55	7.7383	LRRC55	8.4906
LRRC56	60.8512	LRRC56	80.6604
LRRC57	389.0257	LRRC57	388.6792
LRRC58	2355.6103	LRRC58	1475
LRRC59	4827.1017	LRRC59	2340.6038
LRRC61	143.1586	LRRC61	125.9434
removed	removed	LRRC66	6.6038
LRRC6	140.6964	LRRC6	54.717
LRRC70	25.6771	LRRC70	201.7264
LRRC8A	972.2125	LRRC8A	1749.5283
LRRC8B	722.828	LRRC8B	911.7925
LRRC8C	274.7098	LRRC8C	1027.3585
LRRC8D	567.7102	LRRC8D	841.9811
LRRC8E	353.8516	LRRC8E	488.2075
LRRCC1	915.9339	LRRCC1	443.8679
LRRFIP1	4150.8969	LRRFIP1	3176.4151
LRRFIP2	1039.0433	LRRFIP2	966.0377
