gene_id	TCGA-BH-A0BQ-01A-21R-A115-07	gene_id	TCGA-BH-A0BQ-11A-33R-A115-07
PAMR1	149.7961	PAMR1	623.4809
PAM	2699.1303	PAM	4128.9232
PAN2	529.1863	PAN2	1085.0682
PAN3	888.5104	PAN3	1659.9387
PANK1	109.1972	PANK1	68.8999
PANK2	453.1216	PANK2	399.4505
PANK3	742.4475	PANK3	1446.8984
PANK4	369.1238	PANK4	290.8169
PANX1	573.9852	PANX1	539.3638
PANX2	33.5991	PANX2	15.6399
PAOX	123.6635	PAOX	71.8588
PAPD4	897.8435	PAPD4	1152.2773
PAPD5	172.6622	PAPD5	363.9438
PAPD7	405.9895	PAPD7	870.7598
PAPLN	404.1229	PAPLN	586.2834
PAPOLA	3277.782	PAPOLA	4008.8767
PAPOLG	308.4587	PAPOLG	369.0162
removed	removed	PAPPA2	23.2484
PAPPA	41.0656	PAPPA	451.4425
PAPSS1	1883.8847	PAPSS1	3081.8979
PAPSS2	965.975	PAPSS2	758.3219
PAQR3	212.3325	PAQR3	418.0492
PAQR4	4034.3924	PAQR4	301.6718
PAQR5	72.7981	PAQR5	107.7882
PAQR6	38.7323	PAQR6	63.4048
PAQR7	371.9237	PAQR7	421.0081
PAQR8	206.2613	PAQR8	256.5783
PAR-SN	41.9989	PAR-SN	200.3593
removed	removed	PAR5	106.9428
PARD3B	77.4647	PARD3B	220.2261
PARD3	951.0421	PARD3	1507.7671
PARD6A	121.3302	PARD6A	51.5693
PARD6B	481.1209	PARD6B	129.7686
PARD6G	286.0593	PARD6G	462.8553
PARG	448.9217	PARG	458.6283
PARK2	31.2659	PARK2	67.2091
PARK7	4826.142	PARK7	2436.0139
PARL	851.6447	PARL	842.439
PARM1	485.3208	PARM1	1284.5821
PARN	1932.8834	PARN	1071.5418
PARP10	1921.6837	PARP10	735.9188
PARP11	246.3936	PARP11	380.0063
PARP12	796.1128	PARP12	593.4693
PARP14	2408.4044	PARP14	1542.0057
removed	removed	PARP15	13.9491
PARP16	362.5906	PARP16	259.9598
PARP1	9415.6901	PARP1	2785.1633
PARP2	340.1912	PARP2	391.8419
PARP3	866.5776	PARP3	616.295
PARP4	1903.0175	PARP4	2183.24
PARP6	601.0511	PARP6	1094.7902
PARP8	362.5906	PARP8	500.8982
PARP9	2707.6514	PARP9	1479.4928
PARS2	156.3293	PARS2	114.5514
PART1	13.0663	PART1	64.6729
PARVA	2418.6709	PARVA	3838.9517
PARVB	588.4515	PARVB	266.723
PARVG	190.8617	PARVG	119.6238
PASK	180.5953	PASK	186.4102
PATL1	865.1776	PATL1	1479.4463
PATL2	5.1332	removed	removed
PATZ1	2273.0746	PATZ1	1320.9342
PAWR	275.7929	PAWR	343.6542
PAX2	22.8661	PAX2	16.908
PAX6	24.7327	PAX6	39.311
PAX8	135.7965	PAX8	115.8195
PAX9	376.5903	PAX9	57.0644
PAXIP1	397.7017	PAXIP1	546.7653
PBK	96.1308	PBK	57.9098
PBLD	186.6618	PBLD	138.2226
PBRM1	1101.7715	PBRM1	2050.5125
PBX1	7296.6115	PBX1	5017.4363
PBX2	1450.3625	PBX2	1253.3023
PBX3	653.7831	PBX3	317.4469
PBX4	6.0665	PBX4	15.2172
PBXIP1	4889.607	PBXIP1	2261.4393
PCBD1	1641.6909	PCBD1	753.2495
PCBD2	290.2592	PCBD2	268.3546
PCBP1	7128.6158	PCBP1	5591.4615
PCBP2	13007.274	PCBP2	10726.8055
PCBP3	15.8663	PCBP3	26.63
PCBP4	481.1209	PCBP4	671.2459
PCCA	333.1401	PCCA	646.2771
PCCB	1386.9908	PCCB	1189.124
removed	removed	PCDH11X	13.5264
PCDH12	385.4567	PCDH12	243.8973
PCDH17	159.1292	PCDH17	40.1564
PCDH18	734.981	PCDH18	1540.3149
PCDH19	87.7311	PCDH19	293.7758
PCDH1	2957.1903	PCDH1	1240.1987
PCDH20	37.3324	PCDH20	81.1582
PCDH7	690.1822	PCDH7	570.6436
PCDH9	9.7997	PCDH9	21.9803
PCDHA10	336.6493	PCDHA10	207.1986
PCDHA11	6.9298	PCDHA11	51.396
PCDHA12	15.5069	PCDHA12	32.2181
removed	removed	PCDHA13	6.9619
PCDHA1	39.9503	PCDHA1	31.3896
PCDHA2	15.8663	PCDHA2	13.1037
PCDHA3	119.0063	PCDHA3	79.2265
PCDHA4	240.8218	PCDHA4	29.9567
PCDHA5	9.8977	PCDHA5	39.3786
PCDHA6	292.7604	PCDHA6	131.4467
PCDHA7	19.8748	PCDHA7	27.2937
PCDHA8	8.5864	removed	removed
removed	removed	PCDHA9	16.8741
PCDHAC1	7.0792	PCDHAC1	22.9695
PCDHAC2	11.4797	PCDHAC2	10.1448
PCDHB10	66.7316	PCDHB10	151.7489
PCDHB11	63.9317	PCDHB11	83.2717
PCDHB12	41.5323	PCDHB12	80.3128
PCDHB13	37.3324	PCDHB13	68.4772
PCDHB14	90.531	PCDHB14	205.009
PCDHB15	31.7325	PCDHB15	59.6005
PCDHB16	130.6633	PCDHB16	361.4076
PCDHB17	5.1332	PCDHB17	7.1859
PCDHB18	9.3331	PCDHB18	30.0116
removed	removed	PCDHB19P	31.7024
PCDHB2	78.398	PCDHB2	191.4826
PCDHB3	40.599	PCDHB3	91.303
PCDHB4	86.3311	PCDHB4	306.8794
PCDHB5	64.3983	PCDHB5	115.3968
PCDHB6	33.1325	PCDHB6	92.9938
PCDHB7	64.865	PCDHB7	201.2047
PCDHB8	18.6662	PCDHB8	60.0232
PCDHB9	28.9326	PCDHB9	47.765
PCDHGA10	25.666	PCDHGA10	60.4459
PCDHGA11	13.9996	PCDHGA11	94.6296
PCDHGA12	94.5722	PCDHGA12	170.2462
PCDHGA1	9.0391	PCDHGA1	12.681
PCDHGA2	43.3989	PCDHGA2	391.322
PCDHGA3	14.9329	PCDHGA3	57.0644
PCDHGA4	17.2662	PCDHGA4	131.0367
PCDHGA5	54.2533	PCDHGA5	139.1314
PCDHGA6	52.3913	PCDHGA6	108.0926
PCDHGA7	17.2662	PCDHGA7	37.1975
removed	removed	PCDHGA8	28.1602
PCDHGA9	27.066	PCDHGA9	80.7355
PCDHGB1	9.3331	PCDHGB1	24.5165
PCDHGB2	23.7994	PCDHGB2	84.7004
removed	removed	PCDHGB3	25.7846
PCDHGB4	23.3327	PCDHGB4	103.1385
PCDHGB5	120.3176	PCDHGB5	125.1189
PCDHGB6	58.9385	PCDHGB6	111.5925
PCDHGB7	201.6088	PCDHGB7	641.1793
PCDHGC3	2092.6099	PCDHGC3	2936.0034
removed	removed	PCDHGC4	10.5675
removed	removed	PCDHGC5	17.7534
PCDP1	103.1307	removed	removed
PCF11	722.3813	PCF11	1579.6259
PCGF1	179.662	PCGF1	156.3986
PCGF2	1308.4855	PCGF2	647.8495
PCGF3	899.7101	PCGF3	1241.4668
PCGF5	974.8415	PCGF5	1808.306
PCGF6	141.3963	PCGF6	195.2869
PCID2	503.5203	PCID2	757.8992
PCIF1	928.6427	PCIF1	1008.5597
PCK1	71.3982	PCK1	187.6783
PCK2	733.1144	PCK2	505.9706
PCLO	134.8632	PCLO	514.4246
PCM1	4178.4254	PCM1	4965.0217
PCMT1	802.6459	PCMT1	1106.2031
PCMTD1	1363.0981	PCMTD1	1599.0701
PCMTD2	1031.3067	PCMTD2	1634.1541
PCNA	1316.4327	PCNA	1208.9189
PCNP	1749.0215	PCNP	2622.4242
PCNT	814.3123	PCNT	813.6954
PCNXL2	425.589	PCNXL2	664.4827
PCNXL3	1738.7551	PCNXL3	1207.6509
PCNX	978.1081	PCNX	2527.3169
PCOLCE2	53.1986	PCOLCE2	284.8991
PCOLCE	3765.8094	PCOLCE	1738.417
PCOTH	15.8009	PCOTH	8.2004
PCP2	14.9329	PCP2	8.8767
PCP4L1	12.133	PCP4L1	29.5889
removed	removed	PCP4	5.0724
PCSK1N	18.1995	PCSK1N	29.1662
PCSK1	13.0663	PCSK1	12.681
PCSK4	140.9297	PCSK4	43.9607
PCSK5	85.3978	PCSK5	154.2851
PCSK6	2631.4654	PCSK6	1192.4337
PCSK7	713.7716	PCSK7	405.0174
PCSK9	112.4638	PCSK9	10.9902
PCTP	527.7864	PCTP	378.7382
PCYOX1L	429.7889	PCYOX1L	274.3316
PCYOX1	1696.2895	PCYOX1	3770.8972
PCYT1A	316.3918	PCYT1A	437.9161
PCYT1B	24.7327	PCYT1B	55.7963
PCYT2	538.9861	PCYT2	337.7364
PC	650.9832	PC	1075.7688
PDAP1	2024.3477	PDAP1	984.0431
PDCD10	676.6492	PDCD10	519.9197
PDCD11	1126.9709	PDCD11	1304.0262
PDCD1LG2	70.9315	PDCD1LG2	160.6256
PDCD1	39.6656	PDCD1	17.7534
PDCD2L	110.5971	PDCD2L	70.5907
PDCD2	494.1872	PDCD2	749.4452
PDCD4	9190.6879	PDCD4	5212.3724
PDCD5	729.3812	PDCD5	514.0019
PDCD6IP	3823.7679	PDCD6IP	4457.7829
PDCD6	2021.0811	PDCD6	1249.498
PDCD7	500.7204	PDCD7	541.9
PDCL3	418.5892	PDCL3	347.4585
PDCL	410.1894	PDCL	376.6247
PDDC1	883.8438	PDDC1	1024.1995
PDE10A	277.6595	PDE10A	148.79
PDE11A	80.7312	PDE11A	63.4048
PDE12	521.2532	PDE12	695.7624
PDE1A	83.9978	PDE1A	79.0447
PDE1B	299.5923	PDE1B	259.5371
PDE1C	29.8659	PDE1C	383.3879
PDE2A	158.1959	PDE2A	627.7079
PDE3A	46.1988	PDE3A	99.7569
PDE3B	60.6651	PDE3B	265.0322
PDE4A	451.7217	PDE4A	306.8794
PDE4B	757.3804	PDE4B	2731.0578
PDE4DIP	2711.2633	PDE4DIP	1438.4445
PDE4D	144.3269	PDE4D	265.0322
PDE5A	222.4356	PDE5A	828.3504
PDE6B	339.7246	PDE6B	123.4281
PDE6D	431.6555	PDE6D	303.0751
PDE6G	13.533	PDE6G	5.9178
PDE7A	595.358	PDE7A	868.6463
PDE7B	121.3302	PDE7B	257.8463
PDE8A	338.3246	PDE8A	547.3951
PDE8B	25.666	PDE8B	114.1287
PDE9A	133.4632	PDE9A	333.9322
PDF	165.6437	PDF	92.5415
PDGFA	361.6573	PDGFA	762.5489
PDGFB	830.6452	PDGFB	486.1038
PDGFC	984.1746	PDGFC	903.3076
PDGFD	564.1854	PDGFD	1747.0147
PDGFRA	3248.9801	PDGFRA	4206.1249
PDGFRB	6959.6869	PDGFRB	5587.6572
PDGFRL	1316.8993	PDGFRL	814.9635
PDHA1	838.1117	PDHA1	1227.3824
PDHB	1614.1583	PDHB	918.5248
PDHX	628.9664	PDHX	600.651
removed	removed	PDIA2	9.2994
PDIA3P	3349.1801	PDIA3P	1809.1514
PDIA3	14576.0828	PDIA3	8665.0534
PDIA4	5804.7167	PDIA4	2590.7218
PDIA5	608.5176	PDIA5	355.4898
PDIA6	6157.2976	PDIA6	4363.8846
PDIK1L	361.6573	PDIK1L	331.8187
PDK1	186.1952	PDK1	365.6346
PDK2	1082.6387	PDK2	887.6678
PDK3	226.3275	PDK3	365.6346
PDK4	2459.7365	PDK4	8227.412
PDLIM1	6143.0413	PDLIM1	4214.7311
PDLIM2	842.3116	PDLIM2	313.2199
PDLIM3	598.7179	PDLIM3	2065.307
PDLIM4	769.0468	PDLIM4	1391.9476
PDLIM5	3350.5801	PDLIM5	4946.8456
PDLIM7	1837.2192	PDLIM7	1110.8528
PDP1	826.912	PDP1	1465.9199
PDP2	67.6649	PDP2	195.2869
PDPK1	1370.6066	PDPK1	1571.2015
PDPN	1163.3699	PDPN	765.0851
PDPR	915.3384	PDPR	2697.5462
PDRG1	444.7218	PDRG1	297.58
PDS5A	2726.1962	PDS5A	3320.7228
PDS5B	858.6445	PDS5B	1309.5213
PDSS1	67.6649	PDSS1	49.8785
PDSS2	289.7925	PDSS2	437.9161
PDXDC1	4548.0158	PDXDC1	2748.3885
PDXDC2	49.4654	PDXDC2	326.3236
PDXK	2075.2131	PDXK	2381.9085
PDXP	143.7296	PDXP	143.7176
PDZD11	764.3803	PDZD11	392.6873
PDZD2	386.39	PDZD2	1399.5562
PDZD4	59.7318	PDZD4	180.0697
PDZD8	385.9234	PDZD8	1046.1799
PDZK1IP1	891.3103	PDZK1IP1	494.5578
PDZK1P1	9.7997	PDZK1P1	9.2994
PDZK1	21.4661	PDZK1	70.5907
PDZRN3	690.1822	PDZRN3	1063.9332
PDZRN4	9.3331	PDZRN4	15.2172
PEA15	5645.1208	PEA15	4768.8894
PEAR1	171.7289	PEAR1	427.7713
PEBP1	7511.2726	PEBP1	5415.6187
PEBP4	68.5982	PEBP4	9.2994
PECAM1	1397.6306	PECAM1	1643.8761
PECI	1580.0878	PECI	817.4997
PECR	191.4217	PECR	159.7929
PEF1	2204.943	PEF1	1521.2935
PEG10	3843.3674	PEG10	5102.3988
removed	removed	PEG3AS	22.5341
PEG3	196.4616	PEG3	690.707
PELI1	741.5142	PELI1	1441.8261
PELI2	178.7287	PELI2	395.6462
PELI3	275.3262	PELI3	140.7587
PELO	490.454	PELO	423.9839
PELP1	1068.6391	PELP1	1213.5686
PEMT	260.8599	PEMT	313.2199
PENK	6.0665	PENK	364.3665
PEPD	930.9759	PEPD	711.825
PER1	2007.0815	PER1	6883.2294
PER2	820.8455	PER2	3328.7541
PER3	668.7161	PER3	1640.9173
PERP	4305.8221	PERP	6818.5565
PES1	1903.4842	PES1	1167.4945
PET112L	410.6561	PET112L	346.6131
PEX10	539.5134	PEX10	341.5492
PEX11A	325.2583	PEX11A	225.2985
PEX11B	1423.7632	PEX11B	731.6919
PEX11G	160.9958	PEX11G	51.5693
PEX12	259.9266	PEX12	274.7543
PEX13	991.1744	PEX13	895.2763
PEX14	422.3224	PEX14	320.8285
PEX16	448.4551	PEX16	232.9071
PEX19	2535.8338	PEX19	2469.4072
PEX1	488.1207	PEX1	679.2772
PEX26	454.9882	PEX26	563.6859
PEX2	835.3118	PEX2	789.1789
PEX3	167.0624	PEX3	423.967
PEX5	887.1104	PEX5	825.1083
PEX6	1598.7587	PEX6	820.8813
PEX7	180.1287	PEX7	288.2807
PFAS	330.3915	PFAS	511.8884
PFDN1	1253.4343	PFDN1	1032.6535
PFDN2	865.1776	PFDN2	277.7132
PFDN4	280.9261	PFDN4	248.9697
PFDN5	5815.4498	PFDN5	4167.3888
PFDN6	524.5198	PFDN6	205.4317
PFKFB1	5.1332	PFKFB1	18.5988
PFKFB2	267.8597	PFKFB2	608.2638
PFKFB3	3245.1162	PFKFB3	2761.4921
PFKFB4	153.0627	PFKFB4	98.0662
PFKL	3551.2416	PFKL	2006.1291
PFKM	815.7123	PFKM	991.6517
PFKP	1206.3022	PFKP	919.7929
PFN1	10008.8081	PFN1	5917.7851
PFN2	2002.4149	PFN2	1635.4222
PFN4	6.5332	PFN4	9.7221
removed	removed	PGA3	5.4951
PGAM1	3362.2465	PGAM1	1949.9102
PGAM2	20.0661	PGAM2	22.8257
PGAM4	54.5986	PGAM4	43.9607
PGAM5	413.7453	PGAM5	393.1227
PGAP1	322.4583	PGAP1	544.4362
PGAP2	804.9792	PGAP2	571.489
PGAP3	1069.1057	PGAP3	851.3157
PGBD1	75.1314	PGBD1	118.7784
PGBD2	204.3947	PGBD2	148.79
PGBD3	104.176	PGBD3	127.1774
PGBD4	23.3327	PGBD4	45.6515
PGBD5	46.1988	PGBD5	73.9723
PGCP	906.2433	PGCP	1000.1057
PGC	15.8663	removed	removed
PGD	2480.7359	PGD	1715.3123
PGF	289.7925	PGF	260.8052
PGGT1B	410.1894	PGGT1B	412.1315
PGK1	4721.6114	PGK1	4309.8383
PGLS	1765.3544	PGLS	724.0833
PGLYRP2	666.3828	PGLYRP2	40.5791
PGM1	1410.6969	PGM1	1581.7394
PGM2L1	260.8599	PGM2L1	327.169
PGM2	1004.2407	PGM2	1017.859
PGM3	300.5769	PGM3	231.1402
PGM5	82.1312	PGM5	408.7499
PGPEP1	779.7799	PGPEP1	717.3201
PGP	363.9906	PGP	159.7802
PGRMC1	4355.7541	PGRMC1	2736.5529
PGRMC2	1786.3539	PGRMC2	1526.7885
PGR	2051.1057	PGR	3732.5457
PGS1	312.1919	PGS1	475.5363
PHACTR1	19.5995	PHACTR1	10.6816
PHACTR2	448.4551	PHACTR2	924.4426
PHACTR4	962.2418	PHACTR4	1592.7296
PHAX	346.7244	PHAX	570.2209
PHB2	3937.165	PHB2	2879.8478
PHB	2974.4565	PHB	1853.5348
PHC1	454.8482	PHC1	773.7546
PHC2	3449.9775	PHC2	3247.5959
PHC3	978.1081	PHC3	2016.2739
PHEX	10.2664	PHEX	5.0724
PHF10	827.7893	PHF10	1926.7294
PHF11	857.7112	PHF11	606.9957
PHF12	1180.1695	PHF12	1357.709
PHF13	844.1782	PHF13	710.1342
PHF14	1153.5702	PHF14	866.5328
PHF15	1347.6985	PHF15	1395.3292
PHF16	293.5258	PHF16	399.8732
PHF17	643.0501	PHF17	1494.6634
PHF19	322.925	PHF19	403.6775
PHF1	965.5084	PHF1	927.8242
PHF20L1	713.5149	PHF20L1	1117.616
PHF20	1523.6273	PHF20	1733.0656
PHF21A	744.7808	PHF21A	967.9806
removed	removed	PHF21B	16.908
PHF23	725.6479	PHF23	563.035
PHF2	1162.9033	PHF2	1515.3757
PHF3	1974.8823	PHF3	2870.9712
PHF5A	491.3873	PHF5A	389.7284
PHF6	636.0502	PHF6	683.9269
PHF7	71.8648	PHF7	38.4656
PHF8	1044.8397	PHF8	938.3916
PHGDH	604.7844	PHGDH	1589.348
removed	removed	PHGR1	15.6399
PHIP	855.5132	PHIP	2660.8813
PHKA1	387.79	PHKA1	460.3191
PHKA2	526.6711	PHKA2	915.9379
PHKB	1313.6327	PHKB	1984.5715
PHKG1	7.4665	PHKG1	24.0938
PHKG2	682.249	PHKG2	367.7481
PHLDA1	1112.5046	PHLDA1	4995.0333
PHLDA2	228.6608	PHLDA2	100.6023
PHLDA3	1309.8995	PHLDA3	577.8294
PHLDB1	2600.6661	PHLDB1	2372.6091
PHLDB2	585.1849	PHLDB2	1200.0423
PHLDB3	254.3268	PHLDB3	140.336
PHLPP1	480.1876	PHLPP1	977.7026
PHLPP2	150.7061	PHLPP2	623.7345
PHOSPHO2	98.9308	PHOSPHO2	79.4674
PHPT1	1273.5004	PHPT1	445.5247
PHRF1	1018.2404	PHRF1	784.5292
PHTF1	305.6588	PHTF1	171.6158
PHTF2	518.4533	PHTF2	442.1431
PHYHD1	1122.3043	PHYHD1	653.9152
PHYHIPL	12.1657	PHYHIPL	17.3053
PHYHIP	35.4658	PHYHIP	141.6041
PHYH	594.0513	PHYH	480.186
PI15	106.3973	PI15	1028.4265
PI16	36.3991	PI16	726.6195
PI3	9.7997	PI3	69.7453
PI4K2A	870.1289	PI4K2A	782.1959
PI4K2B	544.5859	PI4K2B	425.6578
PI4KAP1	85.3978	PI4KAP1	183.4513
PI4KAP2	137.6631	PI4KAP2	142.0268
PI4KA	1694.4229	PI4KA	2132.5161
PI4KB	2608.5993	PI4KB	1864.9477
PIAS1	324.325	PIAS1	685.195
PIAS2	188.5285	PIAS2	265.0322
PIAS3	1142.8371	PIAS3	1729.2613
PIAS4	459.6548	PIAS4	195.2869
PIBF1	486.7208	PIBF1	575.2932
PICALM	3243.2495	PICALM	5104.5123
PICK1	453.5883	PICK1	329.2825
PID1	197.3949	PID1	351.6855
PIF1	8.3998	PIF1	17.3307
PIGA	170.3289	PIGA	295.0439
PIGB	344.0084	PIGB	319.6618
PIGC	1175.9696	PIGC	554.581
PIGF	356.3375	PIGF	171.8821
PIGG	850.1374	PIGG	771.4932
PIGH	333.7	PIGH	286.5561
PIGK	762.9803	PIGK	1091.4086
PIGL	20.5328	PIGL	92.5711
PIGM	789.5796	PIGM	448.4836
PIGN	902.0434	PIGN	850.4703
PIGO	1008.9073	PIGO	880.4819
PIGP	282.326	PIGP	259.5371
PIGQ	1947.8957	PIGQ	716.052
PIGR	888.977	PIGR	6254.6761
PIGS	1600.1587	PIGS	1428.2997
PIGT	5514.9242	PIGT	2822.7835
PIGU	679.9158	PIGU	449.7517
PIGV	771.8467	PIGV	441.2977
PIGW	144.6629	PIGW	224.4531
PIGX	810.5791	PIGX	530.0645
PIGY	1317.366	PIGY	1700.9405
PIGZ	184.3286	PIGZ	166.1207
PIH1D1	1071.9056	PIH1D1	505.5479
PIH1D2	106.3973	PIH1D2	31.9814
PIK3AP1	274.8596	PIK3AP1	349.9947
PIK3C2A	959.4419	PIK3C2A	2141.8155
PIK3C2B	705.5818	PIK3C2B	725.7741
PIK3C2G	94.2642	PIK3C2G	880.9046
PIK3C3	616.9174	PIK3C3	785.7973
PIK3CA	426.0557	PIK3CA	889.7813
PIK3CB	779.7799	PIK3CB	1004.3327
PIK3CD	360.724	PIK3CD	247.7016
PIK3CG	48.9987	PIK3CG	69.3226
PIK3IP1	1441.9627	PIK3IP1	1063.0878
PIK3R1	3042.1214	PIK3R1	12780.7249
PIK3R2	2982.413	PIK3R2	1460.2642
PIK3R3	2481.6692	PIK3R3	2116.8763
PIK3R4	887.5771	PIK3R4	1252.8796
PIK3R5	146.5295	PIK3R5	136.1091
PIK3R6	30.3325	PIK3R6	16.4853
PIKFYVE	452.655	PIKFYVE	1075.3461
PILRA	105.4639	PILRA	48.1877
PILRB	436.9987	PILRB	1288.6653
PIM1	524.5198	PIM1	524.5694
PIM2	390.1233	PIM2	299.2708
PIM3	1580.5592	PIM3	1055.0565
PIN1	666.3828	PIN1	202.0501
PIN4	391.5232	PIN4	173.3066
PINK1	1644.4909	PINK1	1419.0003
PINX1	124.1021	PINX1	54.5282
PION	230.0607	PION	412.5542
PIP4K2A	927.2427	PIP4K2A	672.9367
PIP4K2B	1943.1498	PIP4K2B	2197.6118
PIP4K2C	1287.0334	PIP4K2C	1392.3703
PIP5K1A	1554.4265	PIP5K1A	1353.0593
PIP5K1B	16.3329	PIP5K1B	190.2145
PIP5K1C	1670.1569	PIP5K1C	1208.4962
PIP5KL1	52.2653	PIP5KL1	19.8668
PIPOX	15.3996	PIPOX	13.9491
PIPSL	211.3945	PIPSL	139.4906
PIP	1115.7712	PIP	933.3192
PIR	121.7969	PIR	147.9446
PISD	741.9808	PISD	717.3201
PITPNA	1346.7652	PITPNA	2373.0318
PITPNB	1375.2311	PITPNB	1892.4231
PITPNC1	299.5923	PITPNC1	283.631
PITPNM1	614.5841	PITPNM1	437.0707
PITPNM2	96.5975	PITPNM2	233.3298
PITPNM3	27.5326	PITPNM3	195.7096
PITRM1	1533.7957	PITRM1	1650.8084
PITX1	208.128	removed	removed
PITX2	12.5997	removed	removed
PIWIL2	6.9998	PIWIL2	22.8257
PIWIL4	21.9328	PIWIL4	92.0511
PJA1	593.5847	PJA1	596.4282
PJA2	2436.4037	PJA2	4726.1968
PKD1L1	24.266	PKD1L1	34.2386
removed	removed	PKD1L2	35.084
PKD1	1253.4343	PKD1	1904.6814
PKD2	673.8493	PKD2	1826.9048
PKDCC	121.3302	PKDCC	140.7587
removed	removed	PKDREJ	18.1761
removed	removed	PKHD1L1	73.5496
PKHD1	20.0661	PKHD1	29.5889
PKIA	37.799	PKIA	126.8097
PKIB	369.1238	PKIB	359.2941
PKIG	1122.771	PKIG	581.211
PKM2	21929.9668	PKM2	11549.4029
PKMYT1	221.031	PKMYT1	42.8279
PKN1	4148.0928	PKN1	1304.0262
PKN2	794.7128	PKN2	1404.6286
PKN3	453.5883	PKN3	231.2163
PKNOX1	482.0542	PKNOX1	547.8178
removed	removed	PKNOX2	30.857
PKP1	374.257	PKP1	2331.1846
PKP2	528.253	PKP2	1367.0083
PKP3	2068.2132	PKP3	802.2826
PKP4	2099.9458	PKP4	3133.036
PL-5283	1036.4399	PL-5283	1025.4676
PLA1A	65.7983	PLA1A	5.9178
PLA2G10	23.7994	removed	removed
PLA2G12A	1007.5073	PLA2G12A	1059.7062
PLA2G15	581.4516	PLA2G15	356.7579
PLA2G16	616.9174	PLA2G16	1230.0539
PLA2G2A	52.2653	PLA2G2A	34.6613
PLA2G2D	30.7992	PLA2G2D	15.2172
PLA2G3	112.9304	PLA2G3	49.8785
PLA2G4A	58.7985	PLA2G4A	393.11
PLA2G4C	434.9221	PLA2G4C	180.0697
PLA2G4F	16.7996	PLA2G4F	42.6926
PLA2G5	25.1993	PLA2G5	40.5791
PLA2G6	118.5303	PLA2G6	300.9616
PLA2G7	57.8652	PLA2G7	79.8901
PLA2R1	413.9226	PLA2R1	953.1861
PLAA	990.7077	PLAA	957.4131
PLAC1	6.9998	removed	removed
PLAC2	189.9284	PLAC2	78.622
removed	removed	PLAC4	15.6399
PLAC8	79.7979	PLAC8	24.5165
PLAC9	144.1963	PLAC9	262.9187
PLAG1	8.8664	PLAG1	46.4969
PLAGL1	202.4721	PLAGL1	816.4726
PLAGL2	559.5189	PLAGL2	841.5936
PLAT	3450.9109	PLAT	5190.7429
PLAUR	858.1778	PLAUR	172.0385
PLAU	4051.346	PLAU	751.4615
PLB1	46.6655	PLB1	101.4477
PLBD1	566.9854	PLBD1	909.6481
PLBD2	805.9125	PLBD2	698.2986
PLCB1	137.1965	PLCB1	1031.8081
PLCB2	162.8625	PLCB2	223.185
PLCB3	999.1075	PLCB3	454.4014
PLCB4	536.1861	PLCB4	581.6337
PLCD1	619.2507	PLCD1	300.5389
PLCD3	1067.2391	PLCD3	669.1324
PLCD4	66.265	PLCD4	120.0465
PLCE1	652.8498	PLCE1	437.4934
PLCG1	1163.8366	PLCG1	1659.0806
PLCG2	315.9252	PLCG2	538.5184
PLCH1	72.3315	PLCH1	274.7543
PLCH2	161.9292	PLCH2	345.345
PLCL1	265.9931	PLCL1	239.2476
PLCL2	236.5939	PLCL2	355.0671
PLCXD1	129.73	PLCXD1	172.4612
PLCXD2	8.8664	PLCXD2	16.0626
PLCXD3	11.1997	PLCXD3	45.6515
removed	removed	PLCZ1	8.0313
PLD1	283.726	PLD1	730.4238
PLD2	764.8469	PLD2	975.5891
PLD3	4160.2259	PLD3	3455.9865
PLD4	243.1271	PLD4	123.8508
removed	removed	PLD5	18.1761
PLD6	116.6637	PLD6	96.7981
PLDN	1061.6392	PLDN	1343.3372
PLEC	8295.2524	PLEC	6599.1757
PLEK2	176.8621	PLEK2	98.4889
PLEKHA1	604.7844	PLEKHA1	814.9635
PLEKHA2	657.5163	PLEKHA2	1102.8215
PLEKHA3	269.7264	PLEKHA3	252.3513
PLEKHA4	1682.2899	PLEKHA4	1380.112
PLEKHA5	443.7885	PLEKHA5	1282.4686
PLEKHA6	2281.941	PLEKHA6	1987.9531
PLEKHA7	393.8565	PLEKHA7	687.7312
PLEKHA8	82.1312	PLEKHA8	53.2601
PLEKHA9	52.732	PLEKHA9	60.0232
PLEKHB1	138.1298	PLEKHB1	885.5543
PLEKHB2	2407.0045	PLEKHB2	2267.3571
PLEKHF1	162.8625	PLEKHF1	252.774
PLEKHF2	1475.5619	PLEKHF2	618.8312
PLEKHG1	452.1883	PLEKHG1	1418.1549
PLEKHG2	483.4542	PLEKHG2	738.455
PLEKHG3	823.6454	PLEKHG3	852.5837
PLEKHG4B	474.1211	PLEKHG4B	445.9474
PLEKHG4	134.8632	PLEKHG4	679.6999
PLEKHG5	266.4598	PLEKHG5	345.345
PLEKHG6	260.3933	PLEKHG6	420.1627
PLEKHG7	8.3998	PLEKHG7	5.0724
PLEKHH1	84.8891	PLEKHH1	383.4217
PLEKHH2	117.1303	PLEKHH2	611.6454
PLEKHH3	906.7099	PLEKHH3	444.6793
PLEKHJ1	750.8473	PLEKHJ1	364.7892
PLEKHM1P	92.5423	PLEKHM1P	276.8551
PLEKHM1	792.3795	PLEKHM1	694.0716
PLEKHM2	1449.8959	PLEKHM2	1217.7956
PLEKHM3	185.7285	PLEKHM3	735.0734
PLEKHN1	131.1299	PLEKHN1	62.5594
