gene_id	TCGA-A7-A13E-01A-11R-A12P-07	gene_id	TCGA-A7-A13E-11A-61R-A12P-07
DFFB	256.2186	DFFB	76.1121
DFNA5	84.9792	DFNA5	424.9594
DFNB31	419.7715	DFNB31	100.507
DFNB59	20.0705	DFNB59	20.0038
DGAT1	888.3015	DGAT1	2527.9084
DGAT2	1448.9164	DGAT2	39944.7211
DGCR11	17.5083	DGCR11	26.3465
DGCR14	360.4142	DGCR14	244.9249
DGCR2	1604.7827	DGCR2	2187.248
removed	removed	DGCR5	8.7822
DGCR6L	316.003	DGCR6L	427.3989
DGCR6	187.8937	DGCR6	269.8078
DGCR8	960.3929	DGCR8	553.7646
DGKA	291.6622	DGKA	323.9645
removed	removed	DGKB	5.3669
DGKD	854.0621	DGKD	726.9685
DGKE	310.0246	DGKE	216.1389
DGKG	6.8325	DGKG	41.9593
DGKH	64.0547	DGKH	66.8421
DGKI	6.8325	DGKI	45.8624
DGKQ	339.0627	DGKQ	203.9415
DGKZ	621.7572	DGKZ	527.906
DGUOK	1354.5425	DGUOK	526.4423
DHCR24	4909.1491	DHCR24	7559.984
DHCR7	3344.5073	DHCR7	970.4297
DHDDS	956.5496	DHDDS	3008.8688
DHDH	57.6492	removed	removed
removed	removed	DHDPSL	98.5555
DHFRL1	145.6176	DHFRL1	276.6383
DHFR	146.3393	DHFR	463.3277
removed	removed	DHH	29.2739
DHODH	194.2991	DHODH	123.4383
DHPS	5450.1548	DHPS	520.5875
DHRS11	460.3395	DHRS11	624.0219
DHRS12	140.4932	DHRS12	417.153
DHRS13	321.6014	DHRS13	69.6475
DHRS1	354.8628	DHRS1	360.5568
removed	removed	DHRS2	6.3427
DHRS3	360.8413	DHRS3	3127.4281
DHRS4L1	8.9677	DHRS4L1	19.5159
DHRS4L2	190.2167	DHRS4L2	429.0773
DHRS4	279.415	DHRS4	582.7848
DHRS7B	426.604	DHRS7B	853.3341
removed	removed	DHRS7	1189.0081
removed	removed	DHRS9	197.5988
DHRSX	100.8562	DHRSX	334.2103
DHTKD1	3569.5527	DHTKD1	909.4424
DHX15	3788.6196	DHX15	2123.8213
DHX16	1203.3735	DHX16	580.1111
DHX29	787.0183	DHX29	1139.7304
DHX30	2340.5573	DHX30	1215.8425
DHX32	770.0737	DHX32	810.7455
DHX33	648.6602	DHX33	323.4766
DHX34	546.1727	DHX34	198.5746
DHX35	356.5709	DHX35	198.0867
DHX36	877.9759	DHX36	887.9749
DHX37	462.0476	DHX37	295.1785
DHX38	1754.6707	DHX38	987.994
DHX40	1655.5994	DHX40	1303.6642
DHX57	1307.9962	DHX57	580.599
DHX58	233.586	DHX58	211.26
DHX8	1506.5656	DHX8	1059.7151
DHX9	5458.7381	DHX9	3524.5773
DIABLO	765.8759	DIABLO	440.2014
DIAPH1	2894.4166	DIAPH1	2035.9996
DIAPH2	314.2949	DIAPH2	534.2486
removed	removed	DIAPH3	20.0038
DICER1	1570.1932	DICER1	2335.5691
DIDO1	2036.0841	DIDO1	1391.9738
DIMT1L	496.2101	DIMT1L	497.6563
removed	removed	DIO1	6.3427
DIO2	61.0654	DIO2	292.2511
removed	removed	DIO3OS	5.8548
removed	removed	DIO3	65.8663
DIP2A	1573.1824	DIP2A	716.2347
DIP2B	2054.0194	DIP2B	1509.0694
DIP2C	2460.98	DIP2C	1769.1192
DIRAS1	520.5509	DIRAS1	58.0599
DIRAS2	8.5406	DIRAS2	5.3669
removed	removed	DIRAS3	115.144
DIRC2	349.9605	DIRC2	424.8033
removed	removed	DIRC3	26.3465
DIS3L2	266.8944	DIS3L2	380.0728
DIS3L	464.1828	DIS3L	1178.2744
DIS3	1170.8893	DIS3	1276.7615
DISC1	263.0511	DISC1	240.5339
DISP1	152.4501	DISP1	410.8104
removed	removed	DISP2	15.6127
DIXDC1	840.8242	DIXDC1	2338.4965
DKC1	1881.9259	DKC1	686.9608
DKFZP586I1420	143.0554	DKFZP586I1420	246.3886
DKFZP686I15217	115.2984	DKFZP686I15217	50.7414
DKFZp686O24166	253.6565	DKFZp686O24166	34.6408
DKFZp761E198	350.1655	DKFZp761E198	363.9721
removed	removed	DKFZp779M0652	24.3949
removed	removed	DKK1	18.5401
DKK2	16.6542	DKK2	110.7529
DKK3	997.5446	DKK3	1896.9486
DKKL1	14.092	removed	removed
DLAT	861.7487	DLAT	1767.6555
DLC1	270.7377	DLC1	4981.4416
DLD	2074.0899	DLD	2934.7082
DLEC1	15.8001	DLEC1	90.7491
DLEU1	53.3789	DLEU1	40.0077
DLEU2L	9.8217	removed	removed
DLEU2	47.2851	DLEU2	15.0029
DLEU7	7.2595	removed	removed
removed	removed	DLG1	2050.6365
DLG2	26.903	DLG2	88.7975
DLG3	639.6925	DLG3	474.2371
DLG4	457.0215	DLG4	223.999
DLG5	1992.0999	DLG5	1316.3496
removed	removed	DLGAP1	22.4433
removed	removed	DLGAP2	7.3185
DLGAP3	8.5406	removed	removed
DLGAP4	4320.2733	DLGAP4	1948.1779
DLGAP5	384.755	DLGAP5	14.6369
removed	removed	DLK1	483.9951
removed	removed	DLK2	26.8344
DLL1	32.4544	DLL1	157.1033
DLL3	309.1705	removed	removed
DLL4	96.082	DLL4	549.8614
DLST	2015.1596	DLST	2961.0547
DLX3	15.8001	DLX3	28.786
DLX4	29.0381	DLX4	14.1491
DLX5	1091.4914	DLX5	18.0522
DLX6AS	47.8275	removed	removed
DLX6	346.3222	removed	removed
DMAP1	468.026	DMAP1	424.9594
removed	removed	DMBT1	20.9796
DMC1	5.5514	removed	removed
DMD	315.1489	DMD	2742.9642
DMGDH	10.2487	DMGDH	397.6371
DMKN	3358.1723	DMKN	129.7809
DMPK	335.2194	DMPK	522.0512
removed	removed	DMRT2	160.0306
DMRT3	5.5514	DMRT3	93.6765
removed	removed	DMRTA1	70.7453
DMTF1	724.3045	DMTF1	769.9474
DMWD	342.0519	DMWD	360.5568
DMXL1	634.1411	DMXL1	1827.667
DMXL2	332.2302	DMXL2	634.7557
DNA2	560.2648	DNA2	33.665
DNAH10	29.4651	DNAH10	15.6127
DNAH12	6.8325	removed	removed
DNAH14	244.6888	DNAH14	38.544
DNAH17	52.0978	DNAH17	45.8624
DNAH1	181.9152	DNAH1	219.0663
DNAH2	169.9584	DNAH2	47.3261
DNAH3	5.1244	DNAH3	6.3427
DNAH5	131.9526	DNAH5	129.293
DNAH6	13.665	DNAH6	57.0841
DNAH7	28.6111	DNAH7	32.6892
removed	removed	DNAH9	49.2777
DNAJA1	4542.3295	DNAJA1	2282.8761
DNAJA2	1407.9214	DNAJA2	1696.9103
DNAJA3	1289.2068	DNAJA3	745.5086
DNAJA4	419.7715	DNAJA4	967.9902
DNAJB11	1785.8439	DNAJB11	759.6576
DNAJB12	805.3806	DNAJB12	1346.5993
DNAJB14	441.5501	DNAJB14	429.8384
DNAJB1	4019.2164	DNAJB1	3181.0969
DNAJB2	1894.3098	DNAJB2	1108.9928
DNAJB4	255.3646	DNAJB4	1056.7877
DNAJB5	50.8167	DNAJB5	219.0663
DNAJB6	2376.8549	DNAJB6	1843.2797
DNAJB9	932.6358	DNAJB9	758.6818
DNAJC10	2300.4164	DNAJC10	2347.7666
DNAJC11	1620.3865	DNAJC11	866.9855
DNAJC12	67.0439	DNAJC12	115.6319
DNAJC13	1322.5152	DNAJC13	2013.5563
DNAJC14	1012.4907	DNAJC14	940.7801
DNAJC15	521.832	DNAJC15	1052.8845
DNAJC16	681.9686	DNAJC16	692.8156
DNAJC17	193.8721	DNAJC17	119.5351
DNAJC18	67.8979	DNAJC18	258.0982
DNAJC19	322.8355	DNAJC19	383.0002
DNAJC1	575.2108	DNAJC1	488.8741
DNAJC21	1662.859	DNAJC21	1030.4412
DNAJC22	33.7355	DNAJC22	40.0077
DNAJC24	190.3107	DNAJC24	381.4145
DNAJC25	134.5148	DNAJC25	254.6829
DNAJC27	212.2344	DNAJC27	209.7963
DNAJC28	47.8275	DNAJC28	50.7414
DNAJC2	1110.5327	DNAJC2	354.6094
DNAJC30	491.9398	DNAJC30	420.0804
DNAJC3	1853.7419	DNAJC3	2392.1653
DNAJC4	537.3887	DNAJC4	506.053
DNAJC5B	5.1244	removed	removed
DNAJC5	2328.1734	DNAJC5	1984.2824
DNAJC6	116.1525	DNAJC6	41.9593
DNAJC7	1388.9356	DNAJC7	1289.9933
DNAJC8	1390.4132	DNAJC8	1919.3919
DNAJC9	727.0503	DNAJC9	299.0817
DNAL1	206.256	DNAL1	569.8652
DNAL4	544.8916	DNAL4	295.6664
DNALI1	8.5406	DNALI1	313.7186
DNASE1L1	216.983	DNASE1L1	517.2112
DNASE1L2	13.665	removed	removed
removed	removed	DNASE1L3	257.6103
DNASE1	71.3142	DNASE1	43.9108
removed	removed	DNASE2B	6.8306
DNASE2	7459.3787	DNASE2	1149.9763
DND1	49.2196	DND1	41.4616
DNER	808.7968	removed	removed
DNHD1	206.683	DNHD1	106.3618
DNLZ	210.9533	DNLZ	63.9147
DNM1L	1535.6037	DNM1L	1660.8058
DNM1P35	10.6758	DNM1P35	15.6127
DNM1	181.9152	DNM1	530.8333
DNM2	12520.5637	DNM2	1749.0276
DNM3	41.849	DNM3	106.8497
DNMBP	92.6657	DNMBP	1015.1797
DNMT1	6174.4422	DNMT1	887.9749
DNMT3A	2169.7448	DNMT3A	309.8154
DNMT3B	402.2633	DNMT3B	40.4956
DNPEP	777.6236	DNPEP	1083.1342
DNTTIP1	807.9428	DNTTIP1	247.8523
DNTTIP2	1079.1075	DNTTIP2	1084.11
DOC2A	116.4556	DOC2A	7.3917
removed	removed	DOC2B	104.4102
DOCK10	138.3581	DOCK10	418.1288
DOCK11	738.7637	DOCK11	3521.162
DOCK1	583.7515	DOCK1	2951.2968
DOCK2	152.0231	DOCK2	564.4983
DOCK3	11.9569	DOCK3	35.1287
DOCK4	674.2821	DOCK4	831.3787
removed	removed	DOCK5	223.9453
DOCK6	2804.74	DOCK6	2492.6724
DOCK7	2373.4387	DOCK7	1565.6656
DOCK8	178.072	DOCK8	1181.6897
DOCK9	1569.3392	DOCK9	2862.9872
DOHH	210.9533	DOHH	70.7453
DOK1	200.7046	DOK1	551.3251
DOK2	47.4004	DOK2	267.8562
DOK3	82.417	DOK3	140.0268
DOK4	375.7873	DOK4	376.6575
DOK5	22.6326	DOK5	119.0472
DOK6	7.2595	DOK6	70.7453
removed	removed	DOK7	19.5159
DOLK	365.1116	DOLK	531.8091
DOLPP1	416.7823	DOLPP1	315.6702
DOM3Z	319.9658	DOM3Z	173.5845
DONSON	353.1718	DONSON	90.6857
DOPEY1	590.7377	DOPEY1	855.7151
DOPEY2	1748.6922	DOPEY2	666.957
DOT1L	800.2562	DOT1L	334.6543
DPAGT1	1451.5512	DPAGT1	925.0991
DPCD	128.357	DPCD	128.8637
DPEP1	8.9677	DPEP1	55.1325
DPEP2	7.6866	DPEP2	111.2408
DPF2	804.0995	DPF2	902.6118
removed	removed	DPF3	16.1006
DPH1	678.0271	DPH1	431.0386
DPH2	932.6358	DPH2	361.5326
DPH3B	40.995	DPH3B	21.4675
DPH3	438.1339	DPH3	907.0029
DPH5	327.9214	DPH5	355.3266
DPM1	800.6832	DPM1	472.2855
DPM2	601.6868	DPM2	498.1442
DPM3	444.1123	DPM3	227.8485
DPP3	935.198	DPP3	471.3098
DPP4	36.2976	DPP4	976.2845
removed	removed	DPP6	34.6408
DPP7	3646.4183	DPP7	941.1558
DPP8	346.3222	DPP8	832.8424
DPP9	3329.5612	DPP9	829.4271
DPT	278.4243	DPT	6761.7824
DPY19L1	564.108	DPY19L1	628.9009
DPY19L2P2	47.8275	DPY19L2P2	8.2943
removed	removed	DPY19L2P4	23.4191
DPY19L2	5.9784	DPY19L2	63.4268
DPY19L3	544.0376	DPY19L3	449.3543
DPY19L4	834.8457	DPY19L4	967.5023
DPY30	1007.8317	DPY30	395.1
DPYD	82.844	DPYD	1107.5291
DPYSL2	1136.3297	DPYSL2	5526.9119
DPYSL3	1377.1752	DPYSL3	5267.8379
removed	removed	DPYS	10.7338
DR1	721.6825	DR1	911.394
DRAM1	180.2071	DRAM1	968.966
DRAM2	673.855	DRAM2	1285.612
DRAP1	549.589	DRAP1	505.4626
removed	removed	DRD1	40.4956
DRD2	23.4867	DRD2	14.1491
DRD4	5.5514	removed	removed
DRG1	845.0945	DRG1	1131.924
DRG2	574.3568	DRG2	648.9047
DRP2	29.0381	DRP2	5.3669
DSC1	69.7513	DSC1	6.5134
DSC2	13319.953	DSC2	822.1086
DSC3	14208.1776	DSC3	539.1276
DSCAML1	5.9784	removed	removed
DSCC1	306.6083	DSCC1	73.6726
DSCR3	1320.8071	DSCR3	1080.6947
DSCR6	18.3623	removed	removed
DSCR9	8.5406	removed	removed
DSEL	49.9626	DSEL	1267.0719
DSE	692.3924	DSE	1553.0339
DSG1	12371.09	DSG1	184.4256
DSG2	14042.4682	DSG2	2637.061
DSG3	22873.9191	DSG3	325.9161
DSN1	600.8327	DSN1	241.0218
DSP	56241.2726	DSP	5681.0877
DSTN	7935.9453	DSTN	7811.7396
DSTYK	1645.7777	DSTYK	995.8004
removed	removed	DST	12797.5722
DTD1	1629.9776	DTD1	339.0893
DTL	498.7723	DTL	56.1083
DTNA	177.2179	DTNA	484.483
DTNBP1	278.4243	DTNBP1	250.7797
DTNB	1467.2787	DTNB	277.6141
DTWD1	288.673	DTWD1	454.7212
DTWD2	81.1359	DTWD2	257.1224
DTX1	98.2171	DTX1	1117.775
DTX2	608.9463	DTX2	284.4447
DTX3L	888.5577	DTX3L	1380.2008
DTX3	458.2043	DTX3	276.1504
DTX4	301.0569	DTX4	1076.7915
DTYMK	563.681	DTYMK	229.8001
DULLARD	2769.2965	DULLARD	1759.8491
DUOX1	1014.1988	DUOX1	40.0077
DUOX2	117.0065	DUOX2	7.8064
DUOXA1	343.854	DUOXA1	5.3669
DUOXA2	20.4035	removed	removed
DUS1L	1704.281	DUS1L	692.3277
DUS2L	381.3387	DUS2L	159.0548
DUS3L	296.7866	DUS3L	137.5873
DUS4L	305.656	DUS4L	97.5797
DUSP10	35.8706	DUSP10	319.5734
DUSP11	702.8931	DUSP11	383.0002
DUSP12	422.7608	DUSP12	179.5466
DUSP14	315.576	DUSP14	709.892
removed	removed	DUSP15	20.0038
DUSP16	2329.4545	DUSP16	1509.5573
DUSP18	103.2647	DUSP18	148.8041
DUSP19	78.5737	DUSP19	113.1924
DUSP1	574.3568	DUSP1	10056.0717
DUSP22	886.5165	DUSP22	1206.5725
DUSP23	516.2806	DUSP23	437.6448
removed	removed	DUSP26	5.8548
removed	removed	DUSP27	13.1733
DUSP28	49.5356	DUSP28	77.5758
DUSP2	79.8548	DUSP2	37.0803
DUSP3	1282.3743	DUSP3	2978.6191
DUSP4	51.2437	DUSP4	963.1112
DUSP5	81.5629	DUSP5	494.7289
DUSP6	304.9002	DUSP6	4600.8809
DUSP7	994.5554	DUSP7	625.4856
DUSP8	360.8413	DUSP8	216.6268
DUSP9	25.1948	removed	removed
DUT	571.5512	DUT	647.3971
DVL1	1294.3312	DVL1	477.6524
DVL2	754.5639	DVL2	473.2613
DVL3	2682.6092	DVL3	1882.3116
removed	removed	DYDC2	6.8306
DYM	1861.8554	DYM	768.4398
DYNC1H1	11408.1349	DYNC1H1	14220.7715
DYNC1I1	360.4142	DYNC1I1	102.9465
DYNC1I2	1374.613	DYNC1I2	2004.7741
DYNC1LI1	941.6035	DYNC1LI1	639.6347
DYNC1LI2	3515.3197	DYNC1LI2	4919.9664
DYNC2H1	223.7643	DYNC2H1	682.0818
DYNC2LI1	425.3229	DYNC2LI1	329.8192
DYNLL1	3467.0652	DYNLL1	3573.855
DYNLL2	1195.26	DYNLL2	1279.2693
DYNLRB1	2290.1676	DYNLRB1	1812.0543
removed	removed	DYNLRB2	16.5885
DYNLT1	1115.8322	DYNLT1	860.1647
DYNLT3	442.8312	DYNLT3	905.0513
DYRK1A	1732.038	DYRK1A	1434.9089
DYRK1B	2955.482	DYRK1B	423.0078
DYRK2	654.6386	DYRK2	463.0155
DYRK3	386.4631	DYRK3	215.651
DYRK4	926.2304	DYRK4	176.1313
DYSF	1027.0097	DYSF	1047.5176
DYX1C1	101.6334	DYX1C1	46.8382
DZIP1L	127.6823	DZIP1L	149.7848
DZIP1	364.8767	DZIP1	340.3432
DZIP3	286.5378	DZIP3	476.6766
E2F1	690.9363	E2F1	48.7898
E2F2	1434.3974	E2F2	16.5885
E2F3	1091.4914	E2F3	406.4193
E2F4	840.8242	E2F4	1031.9049
E2F5	677.2029	E2F5	46.6724
E2F6	676.8442	E2F6	284.4447
E2F7	78.5737	E2F7	7.3185
E2F8	187.0396	removed	removed
E4F1	356.5709	E4F1	200.0383
EAF1	688.8011	EAF1	796.7379
EAF2	27.33	EAF2	33.1771
EAPP	444.9664	EAPP	698.6704
EARS2	739.6178	EARS2	510.3416
EBAG9	652.0764	EBAG9	543.0308
EBF1	67.4709	EBF1	3006.9172
EBF2	7.2595	EBF2	294.2027
EBF3	17.9353	EBF3	819.6691
EBF4	69.6061	EBF4	185.8892
removed	removed	EBI3	51.2293
EBNA1BP2	1372.0508	EBNA1BP2	631.3404
EBPL	728.942	EBPL	324.9403
EBP	446.2475	EBP	329.8192
ECD	505.6048	ECD	679.6423
ECE1	3274.9012	ECE1	6788.6168
ECE2	265.6133	ECE2	40.4956
ECEL1	345.8952	ECEL1	22.9312
ECH1	4147.0012	ECH1	4210.0744
ECHDC1	989.004	ECHDC1	2489.745
ECHDC2	579.4812	ECHDC2	447.8906
ECHDC3	804.9536	ECHDC3	1037.7597
ECHS1	1358.8129	ECHS1	5117.5652
ECM1	476.9937	ECM1	1315.3738
ECM2	164.407	ECM2	6131.9057
ECSCR	15.3731	ECSCR	490.8257
ECSIT	3140.3865	ECSIT	448.3785
ECT2L	11.5298	ECT2L	5.3669
ECT2	1094.4806	ECT2	313.2307
EDA2R	14.9461	EDA2R	148.3211
EDARADD	68.325	EDARADD	245.9007
removed	removed	EDAR	16.1006
EDA	11.9569	EDA	165.8854
EDC3	720.8284	EDC3	646.9531
EDC4	1449.7918	EDC4	821.9964
EDEM1	833.9917	EDEM1	1322.2044
EDEM2	832.7106	EDEM2	575.2321
EDEM3	1664.1401	EDEM3	1896.9486
EDF1	5770.0438	EDF1	1708.6198
EDIL3	271.1647	EDIL3	246.3886
EDN1	641.4007	EDN1	1179.7381
EDN2	9.3947	EDN2	15.6127
removed	removed	EDN3	126.3657
EDNRA	269.4566	EDNRA	535.2244
EDNRB	41.849	EDNRB	1156.319
EEA1	346.3222	EEA1	1994.5282
EED	1179.8868	EED	282.4931
EEF1A1P9	5146.5784	EEF1A1P9	6297.7912
EEF1A1	68887.3706	EEF1A1	93626.7066
EEF1A2	15.3731	EEF1A2	69.2816
EEF1B2	2233.7995	EEF1B2	3135.2344
EEF1D	5164.9407	EEF1D	2758.089
EEF1E1	330.9491	EEF1E1	176.1313
EEF1G	16744.7422	EEF1G	14130.9983
EEF2K	1460.8733	EEF2K	1595.9153
EEF2	35401.7295	EEF2	38999.1742
EEFSEC	356.8741	EEFSEC	337.0938
EEPD1	239.9915	EEPD1	1128.9966
EFCAB10	36.366	removed	removed
removed	removed	EFCAB1	17.0764
EFCAB2	58.0762	EFCAB2	168.3249
EFCAB4A	696.0606	EFCAB4A	293.7148
removed	removed	EFCAB4B	98.0676
removed	removed	EFCAB6	23.4191
EFCAB7	179.353	EFCAB7	116.1198
EFEMP1	490.6587	EFEMP1	18569.8969
EFEMP2	478.2748	EFEMP2	2407.2902
removed	removed	EFHA1	694.7672
EFHA2	19.6434	EFHA2	141.0026
EFHC1	301.911	EFHC1	352.2626
EFHC2	15.3731	EFHC2	13.6612
EFHD1	1853.7419	EFHD1	2579.5183
EFHD2	486.8154	EFHD2	678.1786
EFNA1	4279.2783	EFNA1	1059.2272
EFNA3	2092.3028	EFNA3	71.2332
EFNA4	1228.2908	EFNA4	126.3657
EFNA5	1399.3808	EFNA5	585.478
EFNB1	153.3042	EFNB1	1474.4286
EFNB2	1460.8733	EFNB2	1576.3994
EFNB3	150.3149	EFNB3	94.1644
EFR3A	1580.869	EFR3A	2201.3971
EFR3B	29.0381	EFR3B	103.4344
EFS	1397.6727	EFS	619.6308
EFTUD1	645.2439	EFTUD1	554.2525
EFTUD2	2571.1541	EFTUD2	1560.7866
EGFL6	8.1136	EGFL6	987.994
EGFL7	356.998	EGFL7	1135.3393
EGFL8	70.2295	EGFL8	103.5467
EGFLAM	73.0223	EGFLAM	1349.0388
EGFR	1502.291	EGFR	1776.4377
EGF	10.6758	EGF	34.1529
EGLN1	1781.5736	EGLN1	1579.3268
EGLN2	650.5434	EGLN2	1028.9775
EGLN3	243.8347	EGLN3	134.172
removed	removed	EGOT	14.1491
EGR1	785.7372	EGR1	11189.9473
EGR2	158.8556	EGR2	595.7238
EGR3	25.6219	EGR3	776.2462
EHBP1L1	703.7472	EHBP1L1	453.7454
EHBP1	2236.1268	EHBP1	4386.2057
EHD1	1073.5561	EHD1	1599.8185
EHD2	672.5739	EHD2	15038.4891
EHD3	85.8332	EHD3	259.074
EHD4	819.8996	EHD4	1983.3066
EHF	4763.1045	EHF	1040.6871
EHHADH	194.7262	EHHADH	1016.78
EHMT1	3330.8423	EHMT1	1096.3075
EHMT2	2946.5144	EHMT2	816.2538
EI24	2082.6305	EI24	2813.7095
EID1	1633.8209	EID1	3343.567
EID2B	41.849	EID2B	43.9108
EID2	1574.8906	EID2	214.1874
EID3	23.9137	EID3	33.665
EIF1AD	348.8844	EIF1AD	406.4193
EIF1AX	945.0198	EIF1AX	1935.9804
EIF1B	634.5682	EIF1B	786.492
EIF1	9169.2111	EIF1	12551.1836
EIF2AK1	7336.3809	EIF2AK1	2983.4151
EIF2AK2	610.6544	EIF2AK2	420.5683
EIF2AK3	1521.0847	EIF2AK3	770.8793
EIF2AK4	1316.5368	EIF2AK4	1537.3675
EIF2A	2137.2905	EIF2A	1740.8211
EIF2B1	646.9521	EIF2B1	1287.0757
EIF2B2	481.691	EIF2B2	467.8945
EIF2B3	583.3244	EIF2B3	947.9864
EIF2B4	1700.0107	EIF2B4	624.5098
EIF2B5	1170.0651	EIF2B5	868.9469
EIF2C1	1144.8703	EIF2C1	1111.9202
EIF2C2	879.684	EIF2C2	212.7237
EIF2C3	175.0827	EIF2C3	174.6676
EIF2C4	865.592	EIF2C4	497.6563
removed	removed	EIF2S1	1591.5242
EIF2S2	2145.8311	EIF2S2	1339.7687
EIF2S3	2634.3546	EIF2S3	3974.4195
EIF3A	5343.4397	EIF3A	5175.1372
EIF3B	7753.6031	EIF3B	2820.54
EIF3CL	11354.6279	EIF3CL	7721.4979
EIF3C	574.0579	EIF3C	88.2901
EIF3D	3739.511	EIF3D	4109.5673
EIF3E	8066.6168	EIF3E	4961.9256
EIF3F	2092.4522	EIF3F	2427.7819
EIF3G	7834.9269	EIF3G	1652.9506
EIF3H	6354.6493	EIF3H	3647.5276
EIF3I	2973.4173	EIF3I	3127.4378
EIF3J	1507.8467	EIF3J	1264.1445
EIF3K	4974.4849	EIF3K	3285.5071
EIF3L	6663.8198	EIF3L	8857.7935
EIF3M	1657.2819	EIF3M	1918.3283
EIF4A1	12792.3006	EIF4A1	7919.9505
EIF4A2	3057.4827	EIF4A2	7215.5279
EIF4A3	1966.051	EIF4A3	1062.6425
EIF4B	6185.4297	EIF4B	8315.5629
EIF4E2	1134.6215	EIF4E2	1313.4222
EIF4E3	62.7736	EIF4E3	1827.667
EIF4EBP1	1641.9345	EIF4EBP1	280.5415
EIF4EBP2	2501.975	EIF4EBP2	7974.2097
EIF4EBP3	671.2758	EIF4EBP3	280.2927
EIF4ENIF1	583.7515	EIF4ENIF1	685.0092
EIF4E	499.6263	EIF4E	533.2728
removed	removed	EIF4G1	6869.608
EIF4G2	13114.1241	EIF4G2	24062.168
EIF4G3	2275.2215	EIF4G3	2254.578
EIF4H	5320.3801	EIF4H	3685.5837
EIF5A2	120.4228	EIF5A2	187.8408
EIF5AL1	1924.202	EIF5AL1	791.371
EIF5A	7771.1113	EIF5A	3159.1414
EIF5B	3091.7049	EIF5B	2861.0356
EIF5	2666.809	EIF5	5337.1194
EIF6	2262.4106	EIF6	1230.9674
ELAC1	279.9445	ELAC1	139.8268
ELAC2	2141.9878	ELAC2	1534.928
ELAVL1	1728.6218	ELAVL1	1350.0146
ELAVL2	529.5185	ELAVL2	17.0764
ELF1	1239.6712	ELF1	1562.7382
ELF2	837.4079	ELF2	885.5354
ELF3	6475.4991	ELF3	501.0715
ELF4	473.1504	ELF4	584.9901
ELF5	2510.9427	ELF5	84.8943
ELFN1	10.2487	ELFN1	57.0841
ELK1	604.249	ELK1	559.6193
ELK3	125.1201	ELK3	1189.0081
ELK4	391.1605	ELK4	210.2842
ELL2	314.7219	ELL2	1090.4527
ELL3	232.907	ELL3	74.5411
ELL	442.8312	ELL	323.4766
ELMO1	510.7292	ELMO1	918.7125
ELMO2	723.8177	ELMO2	1217.7941
ELMO3	1068.0047	ELMO3	100.0192
ELMOD2	239.9915	ELMOD2	222.9695
ELMOD3	387.7442	ELMOD3	2893.2369
ELN	770.7911	ELN	3745.5952
ELOF1	2719.3338	ELOF1	543.5187
ELOVL1	3825.7713	ELOVL1	2139.9219
ELOVL2	8.9677	ELOVL2	283.4689
removed	removed	ELOVL3	145.3937
ELOVL4	305.7542	ELOVL4	28.2981
ELOVL5	1588.5556	ELOVL5	13782.6389
ELOVL6	634.1411	ELOVL6	739.6538
ELOVL7	315.1489	ELOVL7	291.2753
ELP2P	43.1301	ELP2P	7.8064
ELP2	2516.9211	ELP2	1413.9293
ELP3	949.7171	ELP3	860.6526
ELP4	163.1259	ELP4	220.53
ELTD1	177.6449	ELTD1	2751.2585
EMB	148.6068	EMB	1312.9343
EMCN	72.5953	EMCN	1980.3792
EMD	790.0075	EMD	733.799
EME1	87.5371	EME1	12.4951
EME2	13.238	removed	removed
EMG1	1370.68	EMG1	404.4677
EMID1	7.6866	EMID1	83.9185
EMILIN1	886.9435	EMILIN1	827.9634
EMILIN2	382.1928	EMILIN2	1544.1981
EMILIN3	11.9398	EMILIN3	40.4614
EML1	64.9087	EML1	800.1532
EML2	616.8208	EML2	308.2493
EML3	516.2806	EML3	795.7621
EML4	2826.9457	EML4	1237.798
EML5	7.6866	EML5	24.3949
EML6	143.9095	EML6	18.5401
EMP1	14523.3266	EMP1	16555.8528
EMP2	2511.7967	EMP2	3302.0956
EMP3	295.9325	EMP3	903.5876
removed	removed	EMR1	22.4433
EMR2	103.7685	EMR2	109.2892
removed	removed	EMR4P	6.8306
EMX2OS	17.9353	EMX2OS	193.2077
EMX2	8.9677	EMX2	52.693
EN1	1272.1255	EN1	70.2574
EN2	63.2006	removed	removed
ENAH	6711.6473	ENAH	2939.0993
ENC1	1592.9668	ENC1	1013.0476
ENDOD1	1277.2499	ENDOD1	1425.6388
ENDOG	145.4852	ENDOG	168.2908
removed	removed	ENDOU	14.1491
ENGASE	330.095	ENGASE	222.4816
ENG	1590.2637	ENG	9619.8906
ENHO	33.3084	ENHO	23.907
ENKUR	10.2487	removed	removed
ENO1	40900.1815	ENO1	14525.708
ENO2	734.9205	ENO2	189.3045
ENO3	81.5629	ENO3	25.3707
ENOPH1	1109.8537	ENOPH1	533.7607
ENOSF1	658.2214	ENOSF1	545.2654
ENOX1	14.092	ENOX1	93.6765
ENOX2	222.0562	ENOX2	441.0601
ENPEP	108.4659	ENPEP	609.385
ENPP1	479.5559	ENPP1	1247.068
ENPP2	173.8016	ENPP2	6842.7736
removed	removed	ENPP3	61.4752
ENPP4	367.2467	ENPP4	937.2526
ENPP5	371.9441	ENPP5	370.8027
ENPP6	14.5191	ENPP6	11.7096
ENSA	3946.6211	ENSA	3354.3008
