gene_id	TCGA-A7-A0D9-01A-31R-A056-07	gene_id	TCGA-A7-A0D9-11A-53R-A089-07
LUM	11096.7476	LUM	9238.7984
LUZP1	979.4154	LUZP1	1640.0204
removed	removed	LUZP2	30.5499
LUZP6	5890.9016	LUZP6	4061.609
LXN	179.4977	LXN	264.7658
LY6D	202.1408	LY6D	64.1548
LY6E	14941.128	LY6E	1213.8493
LY6G5B	39.9341	LY6G5B	38.3248
LY6G5C	13.1741	LY6G5C	17.3116
LY6G6C	226.0189	removed	removed
LY6H	6.1754	removed	removed
LY6K	18.1145	LY6K	126.2729
LY75	58.0486	LY75	227.164
LY86	51.4615	LY86	113.0346
LY96	34.5821	LY96	204.6843
LY9	6.9988	LY9	16.8024
LYAR	273.3635	LYAR	256.11
LYG1	8.6455	removed	removed
LYL1	14.4092	LYL1	91.1405
LYNX1	402.6348	LYNX1	907.332
LYN	368.4644	LYN	660.8961
LYPD1	28.6702	LYPD1	17.2505
LYPD3	742.6925	LYPD3	67.2098
LYPD5	35.4055	LYPD5	12.22
LYPD6B	857.9662	LYPD6B	6.6191
LYPD6	121.8608	LYPD6	15.7841
LYPLA1	2131.3298	LYPLA1	490.3259
LYPLA2P1	63.8123	LYPLA2P1	38.6965
LYPLA2	1060.5187	LYPLA2	416.4969
LYPLAL1	324.4133	LYPLAL1	331.4664
LYRM1	645.9448	LYRM1	1157.332
LYRM2	1093.0465	LYRM2	659.4552
LYRM4	265.1297	LYRM4	496.945
LYRM5	249.8971	LYRM5	415.4786
LYRM7	689.1725	LYRM7	591.6497
LYSMD1	257.7192	LYSMD1	218.4318
LYSMD2	179.9094	LYSMD2	114.053
LYSMD3	505.5578	LYSMD3	437.8819
LYSMD4	502.4455	LYSMD4	218.6303
LYST	800.3294	LYST	1651.7312
LYVE1	88.9255	LYVE1	3423.1161
LYZ	680.527	LYZ	3190.9369
LZIC	447.5093	LZIC	372.7088
LZTFL1	872.3755	LZTFL1	453.1568
LZTR1	1165.0885	LZTR1	1427.3982
LZTS1	279.9506	LZTS1	95.723
LZTS2	1423.6311	LZTS2	1605.3971
M6PR	2546.0683	M6PR	2607.2658
MAB21L1	9.4689	MAB21L1	250
MACC1	104.9815	MACC1	74.3381
MACF1	8387.4022	MACF1	9612.5255
MACROD1	319.8847	MACROD1	121.6904
MACROD2	192.6719	MACROD2	97.2505
MAD1L1	443.3923	MAD1L1	328.9206
MAD2L1BP	275.8337	MAD2L1BP	281.5682
MAD2L1	166.3236	MAD2L1	34.1141
MAD2L2	386.5788	MAD2L2	183.2994
MADD	1411.2804	MADD	914.9695
MAEA	1320.7081	MAEA	905.2953
MAF1	4297.2417	MAF1	2542.7699
MAFB	1625.3602	MAFB	2427.1894
MAFF	179.086	MAFF	718.9409
MAFG	401.8114	MAFG	959.2668
MAFK	969.9424	MAFK	700.4277
MAF	291.478	MAF	1654.7862
MAGEA4	6.9988	removed	removed
MAGEA6	6.1754	removed	removed
MAGEC1	6.9988	removed	removed
MAGED1	2887.6081	MAGED1	2029.5316
MAGED2	8275.8337	MAGED2	2661.4053
MAGED4B	182.0461	MAGED4B	47.0418
MAGED4	52.6184	MAGED4	6.9297
MAGEE1	306.2989	MAGEE1	99.7963
MAGEF1	910.2511	MAGEF1	482.6884
MAGEH1	254.8374	MAGEH1	556.0081
MAGEL2	16.056	MAGEL2	19.3483
MAGI1	1362.7007	MAGI1	1595.723
MAGI2	179.9094	MAGI2	403.2587
MAGI3	1989.296	MAGI3	385.947
MAGIX	77.8098	MAGIX	21.3849
MAGOHB	270.8934	MAGOHB	139.5112
MAGOH	428.5714	MAGOH	285.1324
MAGT1	3166.3236	MAGT1	1703.1568
MAG	10.704	removed	removed
MAK16	389.4072	MAK16	424.5927
MAK	9.0572	MAK	6.6191
MAL2	14822.5607	MAL2	1060.5906
MALAT1	7298.0362	MALAT1	3342.1487
MALL	252.7789	MALL	521.3849
MALT1	987.6492	MALT1	516.8024
removed	removed	MAL	22.9124
MAMDC2	37.464	MAMDC2	938.2943
MAMDC4	32.112	MAMDC4	10.1833
MAML1	1492.112	MAML1	993.0754
MAML2	149.0325	MAML2	1084.5214
MAML3	435.9819	MAML3	377.8004
MAMLD1	203.3759	MAMLD1	163.9511
MAMSTR	20.9963	MAMSTR	7.6375
MAN1A1	2136.2701	MAN1A1	4207.7393
MAN1A2	847.2622	MAN1A2	1800.4073
MAN1B1	1112.3919	MAN1B1	1259.165
MAN1C1	1036.2289	MAN1C1	417.0061
MAN2A1	1097.9827	MAN2A1	780.0407
MAN2A2	2726.2248	MAN2A2	3287.169
MAN2B1	1621.2433	MAN2B1	2111.5071
MAN2B2	2216.1383	MAN2B2	2517.3116
MAN2C1	5346.6447	MAN2C1	1294.8065
MANBAL	946.0683	MANBAL	1420.0611
MANBA	667.3528	MANBA	767.3116
MANEAL	552.079	MANEAL	52.444
MANEA	511.7332	MANEA	624.7454
MANF	1428.1597	MANF	474.5418
MANSC1	406.3401	MANSC1	641.0387
MAOA	275.422	MAOA	10845.2138
MAOB	344.9979	MAOB	6825.3564
MAP1A	514.2034	MAP1A	1580.4481
MAP1B	828.3244	MAP1B	4997.4542
MAP1D	61.7538	MAP1D	86.0489
MAP1LC3A	236.3112	MAP1LC3A	399.6945
MAP1LC3B2	246.6035	MAP1LC3B2	342.668
MAP1LC3B	2540.5517	MAP1LC3B	3162.4236
removed	removed	MAP1LC3C	125.7637
MAP1S	648.8267	MAP1S	395.6212
MAP2K1	4780.2388	MAP2K1	2838.7831
MAP2K2	1370.1112	MAP2K2	1254.5825
MAP2K3	574.3104	MAP2K3	779.0224
MAP2K4	666.9411	MAP2K4	902.7495
MAP2K5	1685.0556	MAP2K5	383.4012
MAP2K6	16.8794	MAP2K6	139.002
MAP2K7	1006.9988	MAP2K7	760.1833
MAP2	139.5636	MAP2	234.7251
MAP3K10	257.7192	MAP3K10	141.5479
MAP3K11	1082.3384	MAP3K11	1169.0428
MAP3K12	259.5101	MAP3K12	194.9389
MAP3K13	56.4471	MAP3K13	27.057
MAP3K14	197.2005	MAP3K14	246.945
MAP3K1	1114.0387	MAP3K1	537.6782
MAP3K2	1206.6694	MAP3K2	1105.9063
MAP3K3	689.296	MAP3K3	1705.6212
MAP3K4	1085.6319	MAP3K4	790.224
MAP3K5	303.0054	MAP3K5	682.7902
MAP3K6	375.0515	MAP3K6	1172.0978
MAP3K7	1143.2688	MAP3K7	773.9308
MAP3K8	139.9753	MAP3K8	890.5295
MAP3K9	154.3845	removed	removed
MAP4K1	29.6418	MAP4K1	36.6599
MAP4K2	357.7604	MAP4K2	278.5132
MAP4K3	932.4825	MAP4K3	984.7251
MAP4K4	2627.007	MAP4K4	4106.9246
MAP4K5	1098.8061	MAP4K5	929.2261
MAP4	6594.0716	MAP4	17280.0407
MAP6D1	166.3236	MAP6D1	29.5316
MAP6	484.9732	MAP6	160.8961
MAP7D1	1038.6991	MAP7D1	6627.2912
removed	removed	MAP7D2	14.2566
MAP7D3	153.1494	MAP7D3	1569.7556
MAP7	1501.4409	MAP7	213.3401
MAP9	495.2655	MAP9	340.6314
MAPK10	80.6916	MAPK10	1124.2363
MAPK11	143.6805	MAPK11	351.833
MAPK12	310.1976	MAPK12	106.9705
MAPK13	1412.9271	MAPK13	163.9511
MAPK14	1428.5714	MAPK14	2314.664
MAPK15	282.4207	removed	removed
MAPK1IP1L	1197.6122	MAPK1IP1L	1517.8208
MAPK1	3933.3059	MAPK1	3546.334
MAPK3	2020.1853	MAPK3	2834.5214
MAPK4	20.5846	MAPK4	11.2016
MAPK6	1104.5698	MAPK6	817.7189
MAPK7	276.0231	MAPK7	226.5784
MAPK8IP1	419.9259	MAPK8IP1	130.8554
MAPK8IP2	755.4549	MAPK8IP2	7.1283
MAPK8IP3	1557.0193	MAPK8IP3	449.0835
removed	removed	MAPK8	240.835
MAPK9	1165.0885	MAPK9	1364.053
MAPKAP1	1290.2429	MAPKAP1	3065.1731
MAPKAPK2	4848.0856	MAPKAPK2	2196.5377
MAPKAPK3	771.5109	MAPKAPK3	597.2505
MAPKAPK5	832.7789	MAPKAPK5	417.4593
MAPKBP1	331.8238	MAPKBP1	434.3177
MAPKSP1	1451.6262	MAPKSP1	847.2505
MAPRE1	2289.8312	MAPRE1	3415.9878
MAPRE2	442.1573	MAPRE2	877.8004
MAPRE3	478.7979	MAPRE3	542.2607
MAPT	543.4335	MAPT	1469.4501
MARCH1	31.7003	MARCH1	79.9389
MARCH2	627.8304	MARCH2	1852.3422
MARCH3	165.9119	MARCH3	217.4134
MARCH4	7.8221	removed	removed
MARCH5	1102.0996	MARCH5	994.3992
MARCH6	2876.0807	MARCH6	2635.947
MARCH7	1997.1182	MARCH7	1650.2037
MARCH8	208.3162	MARCH8	541.7515
MARCH9	256.8958	MARCH9	118.6354
MARCKSL1	5873.6105	MARCKSL1	337.5764
MARCKS	1118.1556	MARCKS	1684.3177
MARCO	9.8806	MARCO	865.5804
MARK1	60.9304	MARK1	1158.3503
MARK2	3156.443	MARK2	575.8656
MARK3	1741.8691	MARK3	1163.9511
MARK4	978.592	MARK4	548.3707
MARS2	315.3561	MARS2	92.668
MARS	1621.3915	MARS	1103.9206
MARVELD1	1799.683	MARVELD1	1180.0662
MARVELD2	755.8666	MARVELD2	29.0224
MARVELD3	284.0922	removed	removed
removed	removed	MAS1L	8.6558
removed	removed	MASP1	570.7739
MASP2	81.515	MASP2	39.2057
MAST1	10.704	removed	removed
MAST2	2834.9115	MAST2	839.613
MAST3	322.7666	MAST3	683.8086
MAST4	806.9164	MAST4	1782.5866
MASTL	246.1918	MASTL	239.3075
MAT2A	5399.3413	MAT2A	4131.3646
MAT2B	1191.8485	MAT2B	1299.8982
MATK	33.7587	MATK	88.5947
MATN2	325.6484	MATN2	4207.7393
MATN3	267.1881	MATN3	32.0774
removed	removed	MATN4	33.6049
MATR3	6764.9238	MATR3	5535.6415
MAVS	3935.776	MAVS	4006.6191
MAX	838.6167	MAX	1172.0978
MAZ	4880.6464	MAZ	1701.1711
MBD1	1050.6381	MBD1	946.0285
MBD2	2801.1527	MBD2	4075.8656
MBD3	1218.6085	MBD3	1159.8778
MBD4	861.2598	MBD4	633.4012
MBD5	540.5517	MBD5	429.7352
MBD6	1622.4784	MBD6	794.2974
MBIP	415.3973	MBIP	375.2546
MBL1P	11.5274	MBL1P	5.0916
MBLAC1	11.9391	MBLAC1	16.2933
MBLAC2	314.5327	MBLAC2	147.6578
MBNL1	1616.4965	MBNL1	7264.8982
MBNL2	540.5517	MBNL2	3651.7312
MBNL3	31.2886	MBNL3	276.4766
MBOAT1	616.303	MBOAT1	317.2098
MBOAT2	443.804	MBOAT2	111.5071
removed	removed	MBOAT4	5.0916
MBOAT7	3262.2478	MBOAT7	519.3483
MBP	865.7884	MBP	1061.0998
MBTD1	387.8139	MBTD1	552.9532
MBTPS1	4436.8053	MBTPS1	3751.0183
MBTPS2	685.2161	MBTPS2	676.1711
MB	211.198	MB	9.165
MC1R	126.8012	MC1R	15.2749
MCAM	1935.776	MCAM	30246.4358
MCART1	185.6731	MCART1	500
MCART2	8.6455	MCART2	13.7475
MCART6	7.8221	removed	removed
MCAT	364.3475	MCAT	189.9185
MCCC1	568.135	MCCC1	1590.6314
MCCC2	4651.7085	MCCC2	1421.0794
MCC	337.9992	MCC	1158.3503
MCEE	140.387	MCEE	217.4134
MCF2L2	24.7015	MCF2L2	5.6008
MCF2L	2240.0165	MCF2L	1578.0193
MCFD2	1749.8271	MCFD2	3793.279
MCHR1	12.4784	removed	removed
MCL1	4842.7336	MCL1	14692.9735
MCM10	48.5797	MCM10	14.2566
MCM2	467.6822	MCM2	152.2403
MCM3APAS	24.5574	MCM3APAS	12.3676
MCM3AP	2506.5253	MCM3AP	2297.7138
MCM3	1585.4261	MCM3	1342.668
MCM4	3118.1556	MCM4	293.279
MCM5	587.4846	MCM5	454.1752
MCM6	1022.6431	MCM6	670.5703
MCM7	1276.9247	MCM7	1232.3982
MCM8	208.3162	MCM8	150.7128
MCM9	64.224	MCM9	30.5499
MCOLN1	880.1976	MCOLN1	604.888
MCOLN2	18.9378	MCOLN2	13.2383
MCOLN3	144.9156	MCOLN3	182.2811
MCPH1	371.2186	MCPH1	444.4552
MCRS1	923.4253	MCRS1	677.6986
MCTP1	87.6904	MCTP1	468.9409
MCTP2	54.755	MCTP2	36.6599
MCTS1	785.5084	MCTS1	782.0774
MDC1	870.317	MDC1	746.4358
MDFIC	1011.1157	MDFIC	4609.4705
MDFI	336.3524	MDFI	2078.4114
MDGA1	89.3372	MDGA1	126.7821
MDH1B	44.4627	removed	removed
MDH1	1752.9848	MDH1	4730.6517
MDH2	4187.7316	MDH2	3273.9308
MDK	1861.2598	MDK	294.2974
MDM1	311.6509	MDM1	216.3951
MDM2	2358.5838	MDM2	1434.3177
MDM4	966.6529	MDM4	607.4338
MDN1	1749.2795	MDN1	1378.3096
MDP1	134.7386	MDP1	158.0703
ME1	433.1	ME1	2227.0876
ME2	813.5035	ME2	573.8289
ME3	500.6175	ME3	714.8676
MEA1	1010.6711	MEA1	1156.8024
MEAF6	2466.8588	MEAF6	936.8635
MECOM	193.907	MECOM	843.6864
MECP2	1690.4076	MECP2	1783.6049
MECR	447.0976	MECR	552.444
MED10	529.8477	MED10	471.4868
MED11	142.0338	MED11	295.8248
MED12L	108.6867	MED12L	6.11
MED12	1288.1844	MED12	1485.2342
MED13L	10620.8316	MED13L	4126.7821
MED13	4291.0663	MED13	2790.224
MED14	2898.3121	MED14	842.1589
MED15	1584.6027	MED15	1395.6212
MED16	893.3718	MED16	370.6721
MED17	689.1725	MED17	388.4929
MED18	358.1721	MED18	217.4134
MED19	360.2305	MED19	228.6151
MED1	1153.5611	MED1	1677.1894
MED20	790.0371	MED20	399.6945
MED21	360.2305	MED21	414.4603
MED22	494.4422	MED22	629.3279
MED23	1314.121	MED23	748.4725
MED24	861.6715	MED24	982.1792
MED25	906.9576	MED25	395.112
MED26	374.6398	MED26	197.0876
MED27	148.2091	MED27	192.4644
MED28	485.7966	MED28	415.9878
MED29	2057.2252	MED29	1190.9369
MED30	301.7703	MED30	135.4379
MED31	92.4413	MED31	117.1996
MED4	916.4265	MED4	872.7088
MED6	390.6958	MED6	302.9532
MED7	186.9082	MED7	257.1283
MED8	532.3178	MED8	672.0978
MED9	461.5068	MED9	309.5723
MEF2A	7034.401	MEF2A	2271.1864
MEF2B	12.7336	MEF2B	8.1314
MEF2C	439.2754	MEF2C	1774.4399
MEF2D	1997.1182	MEF2D	1910.8961
MEFV	6.1754	MEFV	34.1141
MEG3	41.1692	MEG3	78.9206
MEGF10	48.168	MEGF10	15.2749
MEGF11	41.1692	removed	removed
MEGF6	1152.3261	MEGF6	408.8595
MEGF8	1543.8452	MEGF8	2570.7739
MEGF9	726.2248	MEGF9	2240.3259
MEI1	6.1754	MEI1	16.2933
MEIS1	108.275	MEIS1	287.169
MEIS2	73.2812	MEIS2	290.224
MEIS3P1	472.6225	MEIS3P1	622.1996
MEIS3	511.3215	MEIS3	94.7047
MELK	136.6818	MELK	24.4399
MEMO1	286.2701	MEMO1	306.0438
MEN1	983.1206	MEN1	402.2403
MEOX1	51.4615	MEOX1	985.7434
MEOX2	27.1717	MEOX2	811.609
MEPCE	1853.8493	MEPCE	1017.3116
MERTK	94.2775	MERTK	244.9084
MESDC1	760.8069	MESDC1	528.0041
MESDC2	1509.6748	MESDC2	1450.611
MESP1	25.1132	MESP1	166.4969
MESP2	11.5274	MESP2	14.7658
removed	removed	MESTIT1	108.9613
MEST	16528.6126	MEST	7169.5519
METAP1	1243.7217	METAP1	649.6945
METAP2	1524.9074	METAP2	1769.8574
METRNL	527.3775	METRNL	610.4888
METRN	348.2915	METRN	74.8473
METT10D	1032.5237	METT10D	837.0672
METT11D1	496.5006	METT11D1	409.3686
METT5D1	333.0589	METT5D1	187.3727
METTL10	408.7567	METTL10	303.3045
METTL11A	216.4059	METTL11A	247.5509
METTL12	112.3302	METTL12	34.72
METTL13	835.3232	METTL13	881.8737
METTL14	500.6175	METTL14	457.2301
METTL1	324.4133	METTL1	165.4786
METTL2A	687.5257	METTL2A	372.7088
METTL2B	544.6686	METTL2B	461.8126
METTL3	779.2837	METTL3	526.054
METTL4	191.0251	METTL4	236.2525
METTL5	427.7727	METTL5	736.9807
METTL6	344.9979	METTL6	242.3625
METTL7A	570.6052	METTL7A	6227.5967
METTL7B	9.0572	METTL7B	24.4399
METTL8	341.2927	METTL8	501.0183
METTL9	1862.0832	METTL9	2062.1181
MET	282.8324	MET	1354.3788
MEX3A	113.2153	MEX3A	19.8574
MEX3B	135.8584	MEX3B	43.7882
MEX3C	1011.5274	MEX3C	894.6029
MEX3D	454.508	MEX3D	178.2077
MFAP1	547.1387	MFAP1	788.6965
MFAP2	580.8975	MFAP2	208.7576
MFAP3L	1068.3409	MFAP3L	154.7862
MFAP3	619.5965	MFAP3	1312.1181
MFAP4	410.8687	MFAP4	10234.7251
MFAP5	580.8975	MFAP5	7418.0244
MFF	1097.571	MFF	1279.0224
MFGE8	1542.1984	MFGE8	4471.4868
MFHAS1	232.606	MFHAS1	218.9409
MFI2	111.1569	MFI2	127.8004
MFN1	1030.4652	MFN1	762.22
MFN2	2972.4166	MFN2	3646.1303
MFNG	77.3981	MFNG	516.2933
MFRP	262.2478	MFRP	662.4236
MFSD10	1228.0774	MFSD10	442.4644
MFSD11	295.9695	MFSD11	593.4318
MFSD1	1793.7423	MFSD1	1937.3727
MFSD2A	102.0996	MFSD2A	18.3299
MFSD3	1419.1025	MFSD3	76.3747
MFSD4	18.5261	MFSD4	120.1629
MFSD5	628.6538	MFSD5	562.1181
MFSD6	1983.5323	MFSD6	801.4257
MFSD7	208.7279	MFSD7	105.4328
MFSD8	726.6365	MFSD8	282.0774
MFSD9	208.3162	MFSD9	246.945
MGAM	24.7015	MGAM	29.5316
MGAT1	1819.2672	MGAT1	4776.9857
MGAT2	493.6188	MGAT2	635.947
MGAT3	66.6941	MGAT3	881.8737
MGAT4A	1487.4434	MGAT4A	540.224
MGAT4B	1892.1367	MGAT4B	937.3727
MGAT5B	234.6645	MGAT5B	8.1466
MGAT5	358.1721	MGAT5	342.1589
MGA	1279.1272	MGA	1037.169
MGC12916	10.2923	removed	removed
MGC12982	33.7587	MGC12982	45.3157
removed	removed	MGC14436	6.11
removed	removed	MGC15885	5.6008
MGC16121	9.8806	MGC16121	10.6925
MGC16142	13.5858	MGC16142	9.165
MGC16275	13.5858	MGC16275	34.1141
MGC16384	20.1729	MGC16384	5.6008
MGC21881	95.5126	MGC21881	174.6436
MGC23270	54.3434	MGC23270	14.2566
MGC23284	91.3956	MGC23284	33.0957
MGC2752	517.9086	MGC2752	460.2851
MGC2889	8.2338	removed	removed
MGC29506	128.0362	MGC29506	17.3116
MGC3771	6.7517	MGC3771	14.4501
MGC42105	15.2326	MGC42105	9.165
MGC45800	163.8534	MGC45800	149.6945
MGC57346	247.7522	MGC57346	154.7301
MGC70857	440.5105	MGC70857	237.2709
MGC72080	229.2013	MGC72080	90.7434
MGC87042	6.1754	MGC87042	30.0407
MGEA5	7532.7295	MGEA5	7102.8513
MGLL	5832.0296	MGLL	22742.3625
MGMT	287.7727	MGMT	518.8391
MGP	1736.9288	MGP	15452.1385
MGRN1	1574.7221	MGRN1	874.2363
MGST1	6621.2433	MGST1	16554.4807
MGST2	487.8551	MGST2	872.1996
MGST3	701.1116	MGST3	5547.3523
MIA3	1867.8469	MIA3	2687.8819
MIAT	209.4607	MIAT	80.4481
removed	removed	MIA	8.1466
MIB1	1829.5595	MIB1	1355.3971
MIB2	333.4706	MIB2	210.2851
MICAL1	785.3932	MICAL1	307.0265
MICAL2	4313.2977	MICAL2	349.7963
MICAL3	478.3862	MICAL3	1238.7984
MICALCL	78.2215	MICALCL	5.6008
MICALL1	671.058	MICALL1	384.4196
MICALL2	671.058	MICALL2	54.9898
MICA	194.7303	MICA	307.5356
MICB	97.571	MICB	68.2281
MID1IP1	167.5587	MID1IP1	882.3829
MID1	93.4541	MID1	825.8656
MID2	1056.8135	MID2	1373.2179
MIDN	2076.163	MIDN	873.7271
MIER1	794.9774	MIER1	862.0163
MIER2	511.7332	MIER2	312.1181
MIER3	1117.7439	MIER3	444.501
MIF4GD	235.0762	MIF4GD	430.1426
MIF	2526.3853	MIF	473.4114
MIIP	256.0725	MIIP	131.8737
MINA	898.522	MINA	958.8544
MINK1	1064.2322	MINK1	1495.1324
MINPP1	517.9086	MINPP1	337.0672
MIOS	976.1219	MIOS	523.9308
MIPEP	633.5941	MIPEP	302.9532
MIPOL1	171.6756	MIPOL1	57.0265
MIR17HG	20.5846	MIR17HG	24.9491
MIS12	282.4207	MIS12	455.7026
MITD1	149.0325	MITD1	188.9002
MITF	227.6657	MITF	917.0061
MKI67IP	845.6155	MKI67IP	428.7067
MKI67	685.0556	MKI67	122.1996
MKKS	819.2672	MKKS	1194.501
MKL1	897.9004	MKL1	544.8065
MKL2	2239.6048	MKL2	3467.9226
MKLN1	2235.0762	MKLN1	2631.8737
MKNK1	606.0107	MKNK1	809.1191
MKNK2	7100.4529	MKNK2	3561.609
MKRN1	5277.4804	MKRN1	2690.9369
MKRN2	943.5982	MKRN2	789.7149
MKS1	179.086	MKS1	151.222
removed	removed	MKX	42.2607
removed	removed	MLC1	10.6925
MLEC	7955.1256	MLEC	6879.8371
MLF1IP	260.9881	MLF1IP	41.9043
MLF1	573.487	MLF1	185.8452
MLF2	3347.8798	MLF2	2569.7556
MLH1	892.5484	MLH1	764.2566
MLH3	529.0243	MLH3	376.7821
MLKL	106.6282	MLKL	281.0591
MLL2	3858.2009	MLL2	2358.4827
MLL3	4658.7073	MLL3	2975.5601
MLL4	1255.6608	MLL4	729.6334
MLL5	2055.9901	MLL5	2133.4012
MLLT10	889.6665	MLLT10	691.9552
MLLT11	90.5723	MLLT11	26.4766
MLLT1	1899.1354	MLLT1	1458.2485
MLLT3	194.7303	MLLT3	224.5418
MLLT4	4115.2738	MLLT4	2076.3747
MLLT6	2216.55	MLLT6	3121.1813
MLL	2515.4385	MLL	2337.0672
MLPH	6079.4566	MLPH	336.558
MLST8	845.1667	MLST8	409.3126
MLXIPL	29.2301	MLXIPL	1382.8921
MLXIP	809.3866	MLXIP	1432.7902
MLX	1265.9654	MLX	1719.1497
MLYCD	280.3623	MLYCD	441.446
MMAA	212.8448	MMAA	233.1976
MMAB	520.3788	MMAB	557.5356
MMACHC	126.3895	MMACHC	95.723
MMADHC	1997.1182	MMADHC	1621.6904
removed	removed	MMD	9324.8473
MMEL1	48.7279	removed	removed
MME	247.4269	MME	7804.9898
MMGT1	619.5965	MMGT1	1421.0794
MMP10	20.5846	removed	removed
MMP11	10309.1807	MMP11	111.5071
MMP12	52.2849	MMP12	38.6965
MMP13	449.9794	removed	removed
MMP14	9261.4245	MMP14	5101.833
MMP15	1842.7336	MMP15	691.9552
MMP16	980.6505	MMP16	83.5031
MMP17	165.5002	MMP17	120.6721
MMP19	305.8872	MMP19	1535.1324
MMP1	100.0412	MMP1	10.1833
MMP23B	20.5846	MMP23B	63.6456
MMP24	224.3722	MMP24	507.6375
MMP25	50.1853	MMP25	138.4929
removed	removed	MMP27	25.4582
MMP28	128.0362	MMP28	1063.6456
MMP2	4516.2618	MMP2	16877.2912
MMP3	72.0461	removed	removed
MMP7	90.1606	MMP7	72.3014
MMP9	952.2437	MMP9	1184.3177
MMRN1	50.6381	MMRN1	188.391
MMRN2	614.2445	MMRN2	4246.4358
MMS19	1452.0379	MMS19	1013.7475
MN1	254.4257	MN1	522.4033
MNAT1	372.5813	MNAT1	384.4196
MND1	16.056	removed	removed
MNDA	32.9354	MNDA	346.2322
MNS1	28.4068	MNS1	67.7189
MNT	651.2968	MNT	464.8676
MNX1	10.2923	removed	removed
MOAP1	992.1779	MOAP1	917.5153
MOB2	449.9794	MOB2	523.9308
MOBKL1A	1050.6381	MOBKL1A	437.8819
MOBKL1B	862.4949	MOBKL1B	704.6843
MOBKL2A	1095.9242	MOBKL2A	1495.4175
MOBKL2B	97.1593	MOBKL2B	571.7923
MOBKL2C	361.0539	MOBKL2C	856.8686
MOBKL3	1212.4331	MOBKL3	688.391
MOCOS	72.4578	MOCOS	55.499
MOCS1	690.8481	MOCS1	2141.0132
MOCS2	854.261	MOCS2	1046.8432
MOCS3	548.7855	MOCS3	141.0387
MOGS	1059.2837	MOGS	638.4929
MON1A	172.0873	MON1A	178.7169
MON1B	829.5595	MON1B	667.5153
MON2	1499.7942	MON2	1438.9002
MORC2	1146.1507	MORC2	782.0774
MORC3	740.2223	MORC3	911.4053
MORC4	634.8291	MORC4	1403.7678
MORF4L1	15470.564	MORF4L1	5946.0285
MORF4L2	4391.1075	MORF4L2	3399.6945
MORF4	30.4652	MORF4	7.1283
MORN1	88.5138	MORN1	29.5316
MORN2	218.6085	MORN2	182.2811
MORN3	28.8184	removed	removed
MORN4	306.7106	MORN4	81.9756
MOSC1	226.4306	MOSC1	5526.9857
MOSC2	224.7839	MOSC2	597.2505
MOSPD1	306.7106	MOSPD1	138.4929
MOSPD2	233.0177	MOSPD2	346.2322
MOSPD3	489.0902	MOSPD3	185.8452
MOV10L1	6.1754	removed	removed
MOV10	984.7674	MOV10	394.0937
MOXD1	114.0387	MOXD1	78.4114
MPDU1	860.0247	MPDU1	952.6527
MPDZ	470.9757	MPDZ	2157.332
MPEG1	224.3722	MPEG1	3037.6782
MPG	408.3985	MPG	467.9226
MPHOSPH10	1215.3149	MPHOSPH10	533.6049
MPHOSPH6	496.5006	MPHOSPH6	143.0754
MPHOSPH8	1078.2215	MPHOSPH8	1384.9287
MPHOSPH9	200.494	MPHOSPH9	195.0102
MPI	934.1293	MPI	690.4277
MPL	8.2338	MPL	39.7149
MPND	282.8324	MPND	230.1426
MPP1	226.4306	MPP1	1029.5316
MPP2	31.7003	MPP2	63.1365
MPP3	149.0325	MPP3	44.8065
MPP5	1058.872	MPP5	803.9715
MPP6	72.4578	MPP6	184.3177
MPP7	1507.6163	MPP7	297.3523
MPPE1	358.5838	MPPE1	795.8248
MPPED2	299.3001	MPPED2	110.4888
MPRIP	2301.7703	MPRIP	3618.6354
MPST	746.8094	MPST	896.6395
MPV17L2	243.7217	MPV17L2	151.222
MPV17L	287.7727	MPV17L	85.0305
MPV17	876.9041	MPV17	753.5642
MPZL1	2237.5463	MPZL1	3422.6069
MPZL2	416.6324	MPZL2	124.2363
MPZL3	62.9889	removed	removed
MPZ	10.2923	MPZ	328.9206
MR1	69.9876	MR1	214.3585
MRAP2	26.3483	MRAP2	32.5866
MRAP	26.163	MRAP	2256.1609
MRAS	563.6064	MRAS	10870.6721
MRC1	74.1046	MRC1	1700.1018
MRC2	2324.825	MRC2	4156.3136
MRE11A	558.6661	MRE11A	516.2933
MREG	944.8333	MREG	122.3422
MRFAP1L1	1719.6377	MRFAP1L1	1060.0815
MRFAP1	7652.1202	MRFAP1	6438.9002
MRGPRE	9.0572	removed	removed
MRGPRF	53.52	MRGPRF	525.4582
removed	removed	MRGPRX2	16.8024
MRI1	456.1548	MRI1	312.1181
MRM1	79.4566	MRM1	49.389
MRO	20.1729	MRO	201.6293
MRP63	505.8872	MRP63	391.0387
MRPL10	1122.2725	MRPL10	1129.8371
MRPL11	446.2742	MRPL11	578.9206
MRPL12	341.7044	MRPL12	497.9633
MRPL13	2250.7205	MRPL13	486.7617
MRPL14	527.3775	MRPL14	335.0305
MRPL15	937.0111	MRPL15	719.9593
MRPL16	552.4907	MRPL16	870.6721
MRPL17	606.4224	MRPL17	575.8656
MRPL18	742.6925	MRPL18	635.4379
MRPL19	1331.8238	MRPL19	1323.8289
MRPL1	411.6921	MRPL1	367.6171
MRPL20	1038.7155	MRPL20	1340.5652
