gene_id	TCGA-E2-A15M-01A-11R-A12D-07	gene_id	TCGA-E2-A15M-11A-22R-A12D-07
MPHOSPH6	389.6452	MPHOSPH6	385.7915
MPHOSPH8	1141.9142	MPHOSPH8	1253.0176
MPHOSPH9	369.0182	MPHOSPH9	114.9557
MPI	445.3383	MPI	637.7745
MPL	17.3267	MPL	31.268
MPND	208.7459	MPND	220.2552
removed	removed	MPO	8.7366
MPP1	571.5759	MPP1	460.7426
MPP2	84.571	MPP2	243.7062
MPP3	31.1469	MPP3	42.7635
MPP5	849.4224	MPP5	940.338
MPP6	73.0198	MPP6	70.8127
MPP7	784.8597	MPP7	1008.8516
MPPE1	454.0017	MPPE1	504.4258
MPPED2	40.8416	MPPED2	148.5228
MPRIP	1347.7723	MPRIP	2896.4249
MPST	215.5528	MPST	524.658
MPV17L2	176.3614	MPV17L2	201.4025
MPV17L	73.6386	MPV17L	165.5363
MPV17	433.3746	MPV17	623.9798
MPZL1	4017.3267	MPZL1	5202.8969
MPZL2	394.1832	MPZL2	1096.6778
MPZL3	42.4917	MPZL3	86.4467
MPZ	19.1832	MPZ	47.8216
MR1	267.1205	MR1	206.0007
MRAP2	11.7574	MRAP2	148.9826
MRAP	103.2797	MRAP	212.4704
MRAS	925.33	MRAS	1944.5913
MRC1	817.6568	MRC1	898.0343
MRC2	1778.2591	MRC2	3996.3214
MRE11A	606.2294	MRE11A	555.4661
MREG	1139.802	MREG	741.5979
MRFAP1L1	1511.9637	MRFAP1L1	1171.6289
MRFAP1	5283.2096	MRFAP1	5666.8583
MRGPRF	62.5	MRGPRF	836.418
removed	removed	MRGPRX3	18.8527
MRI1	431.5182	MRI1	345.7869
MRM1	34.0347	MRM1	53.3395
MRO	56.1056	MRO	57.4779
MRP63	335.4435	MRP63	435.4524
MRPL10	525.7838	MRPL10	793.6544
MRPL11	629.1254	MRPL11	514.5419
MRPL12	307.7558	MRPL12	334.7511
MRPL13	1182.5495	MRPL13	377.0548
MRPL14	487.6238	MRPL14	292.9072
MRPL15	1104.7855	MRPL15	468.0998
MRPL16	616.3366	MRPL16	513.6223
MRPL17	916.6667	MRPL17	549.0286
MRPL18	807.962	MRPL18	546.2697
MRPL19	1452.764	MRPL19	920.1058
MRPL1	387.5825	MRPL1	312.6796
MRPL20	913.3271	MRPL20	905.8926
MRPL21	418.3168	MRPL21	241.4071
MRPL22	372.3185	MRPL22	257.5009
MRPL23	160.6848	MRPL23	213.3579
MRPL24	715.5528	MRPL24	648.8102
MRPL27	382.8383	MRPL27	377.5147
MRPL28	383.0446	MRPL28	470.3989
MRPL2	286.3036	MRPL2	339.3494
MRPL30	1042.1432	MRPL30	756.3444
MRPL32	789.604	MRPL32	602.3681
MRPL33	364.8927	MRPL33	440.0506
MRPL34	338.9026	MRPL34	434.0729
MRPL35	958.1271	MRPL35	616.1628
MRPL36	278.6716	MRPL36	217.4963
MRPL37	1133.2508	MRPL37	987.6997
MRPL38	325.4208	MRPL38	521.4392
MRPL39	426.7739	MRPL39	312.6796
MRPL3	1551.5677	MRPL3	1068.1688
MRPL40	579.4142	MRPL40	456.1444
MRPL41	226.6914	MRPL41	286.9295
MRPL42P5	9.0553	removed	removed
MRPL42	1069.3069	MRPL42	555.926
MRPL43	603.354	MRPL43	836.4134
MRPL44	640.264	MRPL44	443.7292
MRPL45	969.6782	MRPL45	860.7886
MRPL46	314.3564	MRPL46	323.2555
MRPL47	808.1683	MRPL47	391.3093
MRPL48	386.5512	MRPL48	286.4697
MRPL49	1133.6634	MRPL49	1168.4102
MRPL4	494.4307	MRPL4	497.5285
MRPL50	353.3416	MRPL50	382.1129
MRPL51	1139.8515	MRPL51	859.869
MRPL52	229.5792	MRPL52	254.2821
MRPL53	173.1972	MRPL53	289.0769
MRPL54	254.9505	MRPL54	373.8361
MRPL55	266.2954	MRPL55	265.7777
MRPL9	942.7599	MRPL9	681.3933
MRPS10	1222.566	MRPS10	703.5291
MRPS11	334.7772	MRPS11	336.1306
MRPS12	212.665	MRPS12	191.2864
MRPS14	445.7508	MRPS14	300.7242
MRPS15	834.571	MRPS15	760.5472
MRPS16	1490.3053	MRPS16	1150.3667
MRPS17	348.6015	MRPS17	194.7902
MRPS18A	520.6271	MRPS18A	507.1847
MRPS18B	1088.9026	MRPS18B	989.9989
MRPS18C	318.4757	MRPS18C	261.8646
MRPS21	837.2525	MRPS21	674.5603
MRPS22	522.2772	MRPS22	444.189
MRPS23	596.3284	MRPS23	391.3093
MRPS24	466.5842	MRPS24	573.8591
MRPS25	447.4897	MRPS25	425.9938
MRPS26	372.731	MRPS26	310.3805
MRPS27	1458.5396	MRPS27	1389.1252
MRPS28	175.8725	MRPS28	183.6441
MRPS2	445.7323	MRPS2	600.492
MRPS30	1922.6485	MRPS30	389.9299
MRPS31	310.231	MRPS31	422.5773
MRPS33	429.4554	MRPS33	383.0325
MRPS34	636.5512	MRPS34	417.5193
MRPS35	2802.3927	MRPS35	868.6056
MRPS36	513.8201	MRPS36	341.6485
MRPS5	548.8861	MRPS5	503.0463
MRPS6	800.4435	MRPS6	639.3011
MRPS7	795.1114	MRPS7	725.7294
MRPS9	452.764	MRPS9	417.9791
MRRF	444.1007	MRRF	295.6662
MRS2	996.0809	MRS2	512.2428
MRTO4	637.995	MRTO4	547.1893
MRVI1	356.6419	MRVI1	1756.9836
MS4A14	353.5479	MS4A14	98.4343
MS4A15	128.9191	removed	removed
MS4A1	576.9389	MS4A1	15.1742
MS4A2	73.6386	MS4A2	58.3975
MS4A4A	835.396	MS4A4A	533.3946
MS4A6A	2313.5314	MS4A6A	920.5656
MS4A7	2665.429	MS4A7	1212.521
MS4A8B	39.8102	removed	removed
MSC	159.4575	MSC	148.7849
MSH2	1541.0479	MSH2	703.5291
MSH3	624.606	MSH3	506.2789
MSH5	144.538	MSH5	50.1207
MSH6	2270.2145	MSH6	1280.607
MSI1	7.0132	MSI1	74.9511
MSI2	292.4917	MSI2	233.1302
MSL1	2347.1535	MSL1	2186.4582
MSL2	1162.7475	MSL2	1087.4813
MSL3L2	97.3597	MSL3L2	17.9331
MSL3	859.5297	MSL3	515.9214
removed	removed	MSMB	36.326
MSMP	21.6584	MSMP	40.9242
MSN	10478.7541	MSN	11155.765
MSR1	2071.9884	MSR1	329.2332
MSRA	146.2459	MSRA	251.0633
MSRB2	366.1304	MSRB2	457.9837
MSRB3	1107.2607	MSRB3	4003.6786
MST1P2	13.8201	MST1P2	47.8216
removed	removed	MST1P9	25.7501
MST1R	137.5825	MST1R	103.4602
MST1	11.1386	MST1	24.8304
MST4	1028.4653	MST4	343.9476
MSTN	10.9323	MSTN	6.4375
MSTO1	645.889	MSTO1	364.4557
MSTO2P	47.632	MSTO2P	92.7325
MSX1	68.0693	MSX1	256.1214
MSX2P1	7.0132	removed	removed
MSX2	543.1106	MSX2	252.4428
MT1A	60.4373	MT1A	25.7501
MT1E	70.7508	MT1E	728.8194
MT1F	57.962	MT1F	121.8531
MT1G	12.7888	MT1G	55.1788
MT1L	16.2954	MT1L	79.5494
MT1M	20.0083	MT1M	128.7504
MT1X	349.2162	MT1X	1430.9691
MT2A	759.2822	MT2A	3474.4223
MTA1	384.0759	MTA1	769.7436
MTA2	1892.9455	MTA2	1556.0409
MTA3	1024.9587	MTA3	771.5829
MTAP	747.3185	MTAP	727.8998
MTBP	305.0743	MTBP	76.3306
MTCH1	2584.9835	MTCH1	3045.8673
MTCH2	2400.5776	MTCH2	1050.2357
MTCP1NB	206.9637	MTCP1NB	231.5944
MTCP1	21.3779	MTCP1	26.3662
MTDH	5737.005	MTDH	2981.0323
MTERFD1	494.0182	MTERFD1	281.8715
MTERFD2	402.8465	MTERFD2	385.3316
MTERFD3	269.802	MTERFD3	367.8584
MTERF	261.3449	MTERF	112.1968
MTF1	722.9785	MTF1	835.4983
MTF2	745.2558	MTF2	580.2966
MTFMT	174.505	MTFMT	235.8892
MTFR1	569.3255	MTFR1	342.5681
MTG1	221.7409	MTG1	231.7508
MTHFD1L	382.8383	MTHFD1L	234.5097
MTHFD1	2065.1073	MTHFD1	1686.9801
MTHFD2L	133.6634	MTHFD2L	177.0318
MTHFD2	2998.3478	MTHFD2	1078.2849
MTHFR	529.4142	MTHFR	591.7416
MTHFSD	169.967	MTHFSD	248.3044
MTHFS	274.1337	MTHFS	202.7819
MTIF2	1207.9208	MTIF2	563.2831
MTIF3	818.2756	MTIF3	742.6141
MTL5	710.8086	MTL5	151.2818
MTM1	568.2756	MTM1	432.6934
MTMR10	1222.0771	MTMR10	1171.2289
MTMR11	200.7013	MTMR11	342.5681
MTMR12	2178.4241	MTMR12	1667.7779
MTMR14	734.736	MTMR14	747.2123
MTMR15	481.0994	MTMR15	456.5444
MTMR1	864.8927	MTMR1	624.8994
MTMR2	875.6188	MTMR2	964.2488
MTMR3	1203.5891	MTMR3	1814.0016
MTMR4	854.7855	MTMR4	773.8821
MTMR6	1028.2591	MTMR6	1044.258
MTMR7	134.2162	MTMR7	76.5789
MTMR8	12.7888	MTMR8	13.3349
MTMR9L	60.0248	MTMR9L	135.188
MTMR9	643.1229	MTMR9	602.8095
MTO1	589.934	MTO1	364.6396
MTOR	1648.7211	MTOR	1685.2512
MTP18	109.2512	MTP18	116.6755
MTPAP	609.5297	MTPAP	364.6396
MTRF1L	366.1304	MTRF1L	252.9026
MTRF1	132.8383	MTRF1	80.469
MTRR	1612.005	MTRR	676.8594
MTR	1856.6419	MTR	1566.6169
MTSS1L	297.4422	MTSS1L	974.8247
MTSS1	1659.4369	MTSS1	884.235
MTUS1	3244.4307	MTUS1	3479.0206
removed	removed	MTUS2	6.8973
MTX1	389.2327	MTX1	424.4166
MTX2	758.2508	MTX2	480.0552
MTX3	857.2607	MTX3	502.1267
removed	removed	MUC15	386.7111
removed	removed	MUC16	503.5062
MUC1	5181.7244	MUC1	2066.4444
MUC20	77.764	MUC20	128.2906
MUC21	36.3036	removed	removed
MUC5B	5453.1766	MUC5B	128.2906
removed	removed	MUC6	35.8662
removed	removed	MUC7	80.469
MUCL1	86.8399	MUCL1	10872.0543
MUDENG	1154.2904	MUDENG	728.3596
MUL1	588.4901	MUL1	854.3511
MUM1L1	66.4191	MUM1L1	137.0272
MUM1	465.3465	MUM1	724.681
MUS81	312.9125	MUS81	337.5101
MUSTN1	26.6852	MUSTN1	923.4717
MUTED	392.533	MUTED	406.9433
MUTYH	85.3527	MUTYH	111.5668
MUT	1194.9257	MUT	913.2084
MVD	140.6766	MVD	191.2864
MVK	148.7211	MVK	232.6704
MVP	2049.2987	MVP	2032.8773
MX1	6713.6964	MX1	1210.7139
MX2	1276.8152	MX2	472.698
MXD1	545.1733	MXD1	588.5734
MXD3	150.6044	MXD3	54.4798
MXD4	760.5198	MXD4	1867.3411
MXI1	1717.6155	MXI1	2282.1014
MXRA5	11032.1782	MXRA5	5433.728
MXRA7	1859.736	MXRA7	4764.6856
MXRA8	1669.1419	MXRA8	3937.9239
MYADM	3590.3465	MYADM	17928.9574
MYBBP1A	488.092	MYBBP1A	659.3264
MYBL1	331.4769	MYBL1	76.7904
MYBL2	733.2921	MYBL2	23.451
MYBPC1	1148.7211	MYBPC1	303.943
MYB	2773.9274	MYB	1647.5457
MYCBP2	3091.5842	MYCBP2	3097.3675
removed	removed	MYCBPAP	5.5179
MYCBP	944.7195	MYCBP	586.7341
MYCL1	295.9983	MYCL1	90.5851
MYCN	24.9587	MYCN	9.1965
MYCT1	688.1188	MYCT1	1477.871
MYC	1162.9538	MYC	9941.8324
MYD88	1632.4257	MYD88	1063.1107
MYEF2	484.6762	MYEF2	279.439
MYEOV2	361.5924	MYEOV2	441.8899
MYEOV	258.8696	MYEOV	159.0987
removed	removed	MYF6	9.1965
MYH10	1769.802	MYH10	3523.1636
MYH11	870.6518	MYH11	54415.3903
MYH14	1250	MYH14	1082.8831
removed	removed	MYH1	22.0715
removed	removed	MYH2	5.0581
MYH3	17.533	MYH3	29.8885
MYH9	21311.0561	MYH9	33556.5007
MYL12A	9402.2277	MYL12A	7193.9303
MYL12B	10988.8614	MYL12B	7169.5597
removed	removed	MYL3	6.8973
MYL5	57.2814	MYL5	86.3594
MYL6B	235.5611	MYL6B	342.5681
MYL6	15358.9109	MYL6	14379.124
MYL9	2610.9736	MYL9	23134.6132
MYLIP	1148.5149	MYLIP	1642.0278
removed	removed	MYLK2	18.3929
removed	removed	MYLK3	5.9777
MYLK4	23.1023	MYLK4	26.6697
MYLK	1419.7545	MYLK	16152.6612
MYNN	580.033	MYNN	555.926
MYO10	1517.3267	MYO10	1312.7946
removed	removed	MYO15A	17.4733
MYO15B	193.4818	MYO15B	383.0325
MYO16	22.896	MYO16	23.9108
MYO18A	1017.1988	MYO18A	1373.9326
removed	removed	MYO18B	7.817
MYO19	387.83	MYO19	260.5725
MYO1B	3087.665	MYO1B	2777.7906
MYO1C	3048.8861	MYO1C	7413.2659
MYO1D	2726.4851	MYO1D	2560.7541
MYO1E	1482.0545	MYO1E	1670.077
MYO1F	564.3564	MYO1F	215.657
MYO1G	291.2541	MYO1G	69.4333
removed	removed	MYO1H	8.7366
removed	removed	MYO3A	55.1788
MYO3B	11.5512	removed	removed
MYO5A	1578.3828	MYO5A	1098.9769
MYO5B	1211.0149	MYO5B	1340.384
MYO5C	1115.0392	MYO5C	1628.3757
MYO6	4631.8069	MYO6	3023.336
MYO7A	111.5924	MYO7A	250.1437
MYO7B	5.5693	MYO7B	15.1742
MYO9A	704.4142	MYO9A	1035.9811
MYO9B	2031.1469	MYO9B	1462.6969
MYOCD	17.9455	MYOCD	463.9614
MYOC	6.1881	MYOC	374.7557
MYOF	5050.33	MYOF	7494.1947
MYOM1	109.3234	MYOM1	930.2219
MYOM2	17.7393	MYOM2	44.6028
MYOM3	14.8515	MYOM3	28.0492
removed	removed	MYOT	7.3572
removed	removed	MYOZ1	103.0003
removed	removed	MYOZ2	6.8973
MYOZ3	29.4967	MYOZ3	34.4867
MYPOP	100.4538	MYPOP	128.2906
MYRIP	236.5924	MYRIP	538.4527
MYSM1	294.5545	MYSM1	138.8665
MYST1	439.9752	MYST1	547.6492
MYST2	1064.9752	MYST2	1276.4686
MYST3	2698.8449	MYST3	2130.8196
MYST4	1787.335	MYST4	1337.1652
MYT1	55.8993	removed	removed
MZF1	72.6155	MZF1	180.738
N4BP1	1829.2079	N4BP1	1651.6841
N4BP2L1	394.802	N4BP2L1	880.561
N4BP2L2	1265.6766	N4BP2L2	1846.649
N4BP2	348.1848	N4BP2	254.7419
N4BP3	235.7673	N4BP3	223.474
N6AMT1	280.3218	N6AMT1	233.5901
N6AMT2	108.2921	N6AMT2	151.7416
NAA10	435.4373	NAA10	428.0952
NAA15	1466.3779	NAA15	964.2488
NAA16	354.9917	NAA16	300.2644
NAA20	1221.7409	NAA20	768.824
NAA25	820.5446	NAA25	498.4481
NAA30	889.4389	NAA30	661.6853
NAA35	598.5974	NAA35	389.9299
NAA38	415.6353	NAA38	381.1932
NAA40	426.1551	NAA40	270.8357
NAA50	14703.3828	NAA50	2425.1063
NAAA	650.9901	NAAA	582.5957
NAALAD2	86.0149	NAALAD2	131.0495
NAALADL1	34.6535	NAALADL1	78.1699
NAALADL2	193.4818	NAALADL2	397.7469
NAB1	1270.4208	NAB1	1630.9921
NAB2	404.2904	NAB2	799.1723
NACA2	65.5941	NACA2	26.6697
NACAD	39.1914	NACAD	263.0187
NACAP1	185.231	NACAP1	106.6789
NACA	16860.3548	NACA	13672.836
NACC1	1960.6023	NACC1	803.3107
NACC2	20.8333	NACC2	58.8573
NADK	908.6221	NADK	1167.4905
NADSYN1	337.8713	NADSYN1	355.4432
NAE1	797.4422	NAE1	683.7568
NAF1	163.9851	NAF1	282.3313
NAGA	922.8548	NAGA	819.8644
NAGK	758.8696	NAGK	597.31
NAGLU	317.4505	NAGLU	847.9136
NAGPA	174.505	NAGPA	187.6629
NAGS	12.3762	NAGS	29.4287
NAIF1	181.1056	NAIF1	168.2952
NAIP	166.2541	NAIP	92.4244
NALCN	60.231	NALCN	155.4202
NAMPT	1703.7954	NAMPT	3474.4223
NANOS1	156.5594	NANOS1	244.166
NANP	189.5627	NANP	157.7193
NANS	1212.2525	NANS	595.903
NAP1L1	10696.5759	NAP1L1	7272.1002
NAP1L2	45.5858	NAP1L2	198.1837
NAP1L3	119.0182	NAP1L3	170.1345
NAP1L4	2767.3267	NAP1L4	2141.3956
NAP1L5	80.033	NAP1L5	253.3625
NAPA	3496.1613	NAPA	2340.8438
NAPB	269.802	NAPB	232.2106
NAPEPLD	445.2331	NAPEPLD	415.8961
NAPG	733.4983	NAPG	680.9978
NAPRT1	366.9554	NAPRT1	378.4343
NAPSB	216.5842	NAPSB	66.6743
NARFL	340.5528	NARFL	279.1125
NARF	466.5842	NARF	548.5688
NARG2	1159.8597	NARG2	1098.9769
NARS2	300.7426	NARS2	327.394
NARS	3659.4472	NARS	2557.0755
NASP	1944.9257	NASP	1508.2193
NAT10	1185.6436	NAT10	914.5879
NAT14	284.0347	NAT14	98.8619
NAT15	801.5677	NAT15	914.5879
NAT1	6077.9703	NAT1	273.1348
NAT6	79.7607	NAT6	188.4998
NAT8B	5.1568	removed	removed
NAT8L	77.9703	NAT8L	258.4205
NAT9	249.5875	NAT9	215.1971
NAV1	2269.5957	NAV1	1537.1882
NAV2	813.7624	NAV2	2189.3643
NAV3	215.5528	NAV3	313.1394
NBAS	1278.2591	NBAS	1520.6346
NBEAL1	421.6172	NBEAL1	436.372
NBEAL2	872.9373	NBEAL2	886.5387
NBEA	323.4323	NBEA	371.0771
NBL1	2241.6316	NBL1	3480.8599
NBLA00301	14.2327	NBLA00301	35.4064
NBN	3305.4868	NBN	1517.8756
NBPF10	1127.104	NBPF10	778.4251
NBPF14	932.6918	NBPF14	683.6878
NBPF15	471.1427	NBPF15	170.346
NBPF16	192.4505	NBPF16	43.6832
NBPF1	1118.8119	NBPF1	680.0782
NBPF22P	5.5693	removed	removed
NBPF3	202.764	NBPF3	161.3979
NBPF4	139.0264	NBPF4	15.634
NBPF6	96.7409	NBPF6	10.1161
NBPF9	394.6205	NBPF9	193.2268
NBR1	3445.132	NBR1	4690.6541
NBR2	134.6947	NBR2	162.3175
NCALD	413.5726	NCALD	1422.2324
NCAM1	131.5945	NCAM1	310.8403
NCAM2	48.0611	NCAM2	170.1345
NCAPD2	1791.8729	NCAPD2	942.6371
NCAPD3	785.6848	NCAPD3	524.1982
NCAPG2	564.5627	NCAPG2	234.5097
NCAPG	776.2644	NCAPG	30.523
NCAPH2	327.3515	NCAPH2	494.3097
NCAPH	403.6716	NCAPH	12.4152
NCBP1	1218.9955	NCBP1	703.5291
NCBP2	2060.8498	NCBP2	1321.5312
NCCRP1	46.8234	NCCRP1	32.1876
NCDN	454.4142	NCDN	633.1762
NCEH1	876.8564	NCEH1	532.9348
NCF1B	53.2178	NCF1B	17.9331
NCF1C	31.7657	removed	removed
NCF1	100.8663	NCF1	47.3618
NCF2	743.1931	NCF2	171.9738
NCF4	248.7624	NCF4	197.7239
NCK1	973.1848	NCK1	709.5068
NCK2	582.9208	NCK2	988.6194
NCKAP1L	1410.066	NCKAP1L	317.2778
NCKAP1	4678.4241	NCKAP1	5154.1557
NCKAP5L	216.1716	NCKAP5L	817.5652
NCKAP5	257.632	NCKAP5	271.2956
NCKIPSD	347.566	NCKIPSD	549.4884
NCLN	624.7937	NCLN	715.4845
NCL	12081.4769	NCL	8334.2913
NCOA1	1530.9406	NCOA1	2296.3559
NCOA2	1334.9835	NCOA2	966.5479
NCOA3	2794.7607	NCOA3	1620.876
NCOA4	5413.7789	NCOA4	5689.8494
NCOA5	1212.0462	NCOA5	895.7351
NCOA6	2464.3152	NCOA6	1536.7284
NCOA7	1372.9373	NCOA7	3924.589
NCOR1	2389.4389	NCOR1	2991.1484
NCOR2	1470.0908	NCOR2	3027.4744
NCR3	12.5825	removed	removed
NCRNA00081	163.9418	NCRNA00081	243.5636
NCRNA00085	19.3894	NCRNA00085	40.4644
NCRNA00086	10.7261	NCRNA00086	162.3175
removed	removed	NCRNA00087	80.9288
removed	removed	NCRNA00092	12.4152
NCRNA00093	9.9979	NCRNA00093	22.1405
NCRNA00094	479.3461	NCRNA00094	638.3952
NCRNA00095	41.0479	NCRNA00095	34.0269
NCRNA00105	14.8515	NCRNA00105	8.2768
NCRNA00107	7.2195	removed	removed
removed	removed	NCRNA00110	86.4467
NCRNA00115	9.4884	NCRNA00115	9.1965
NCRNA00116	35.066	NCRNA00116	111.2772
NCRNA00120	52.599	NCRNA00120	37.2457
NCRNA00152	112.005	NCRNA00152	120.9334
removed	removed	NCRNA00162	5.5179
NCRNA00171	28.0033	NCRNA00171	14.0108
NCRNA00174	73.0198	NCRNA00174	83.6878
NCRNA00176	9.0759	removed	removed
NCRNA00181	85.7859	NCRNA00181	122.8739
NCRNA00182	48.0611	NCRNA00182	45.0627
NCRNA00183	281.9719	NCRNA00183	226.2329
NCRNA00188	4948.8449	NCRNA00188	6437.5216
NCRNA00201	1736.7657	NCRNA00201	303.0601
NCRNA00202	11.3449	removed	removed
NCRNA00219	163.5726	NCRNA00219	431.3139
NCS1	204.4142	NCS1	644.212
NCSTN	4177.4917	NCSTN	2981.7036
NDC80	772.2772	NDC80	6.8973
NDE1	872.5413	NDE1	581.7358
NDEL1	628.5066	NDEL1	1212.0933
NDFIP1	3572.1947	NDFIP1	3521.7841
NDFIP2	753.9191	NDFIP2	690.6541
NDNL2	271.8647	NDNL2	482.8141
NDN	416.4604	NDN	1020.3472
NDOR1	264.6452	NDOR1	272.675
NDP	19.5957	NDP	53.3395
NDRG1	4076.7327	NDRG1	6846.764
NDRG2	1160.8911	NDRG2	4232.2106
NDRG3	1180.2805	NDRG3	953.6728
NDRG4	46.8234	NDRG4	236.8088
NDST1	2092.4092	NDST1	4892.0566
NDST2	492.1617	NDST2	530.6357
NDST3	10.1073	removed	removed
NDUFA10	1523.7211	NDUFA10	1423.1521
NDUFA11	787.5413	NDUFA11	1004.7132
NDUFA12	618.3993	NDUFA12	489.7115
NDUFA13	1025.4229	NDUFA13	1139.6942
NDUFA1	1424.505	NDUFA1	852.052
NDUFA2	567.2442	NDUFA2	537.0732
NDUFA3	347.3597	NDUFA3	449.7069
NDUFA4L2	139.2327	NDUFA4L2	402.3451
NDUFA4	2553.6304	NDUFA4	2189.2172
NDUFA5	1503.0941	NDUFA5	1298.5401
NDUFA6	673.8861	NDUFA6	620.761
NDUFA7	584.571	NDUFA7	303.0233
NDUFA8	570.3383	NDUFA8	518.6803
NDUFA9	1494.4307	NDUFA9	864.4672
NDUFAB1	964.7277	NDUFAB1	551.3277
NDUFAF1	372.5248	NDUFAF1	273.5947
NDUFAF2	153.2591	NDUFAF2	133.3487
NDUFAF3	342.8218	NDUFAF3	652.4888
NDUFAF4	299.7112	NDUFAF4	212.898
NDUFB10	742.9868	NDUFB10	734.7971
NDUFB11	880.5693	NDUFB11	762.3865
NDUFB1	434.1997	NDUFB1	473.6177
NDUFB2	839.1089	NDUFB2	687.4353
NDUFB3	684.8185	NDUFB3	396.3674
NDUFB4	1055.4868	NDUFB4	1309.116
NDUFB5	1523.5149	NDUFB5	1096.218
NDUFB6	544.3482	NDUFB6	451.0863
NDUFB7	367.1617	NDUFB7	709.5068
NDUFB8	555.0887	NDUFB8	915.3788
NDUFB9	1558.7974	NDUFB9	1339.9287
NDUFC1	412.5413	NDUFC1	552.2474
NDUFC2	1011.7574	NDUFC2	1350.0402
NDUFS1	1547.0297	NDUFS1	1124.727
NDUFS2	2040.6353	NDUFS2	1472.813
NDUFS3	1235.5714	NDUFS3	844.8281
NDUFS4	624.3812	NDUFS4	568.801
NDUFS5	1393.7706	NDUFS5	1106.3341
NDUFS6	440.3878	NDUFS6	329.2332
NDUFS7	163.5623	NDUFS7	395.296
NDUFS8	495.8746	NDUFS8	617.0824
NDUFV1	1307.137	NDUFV1	1305.8972
NDUFV2	1317.6568	NDUFV2	1132.544
NDUFV3	506.1881	NDUFV3	565.1224
NEAT1	5178.6304	NEAT1	4257.5009
NEBL	2028.2591	NEBL	2242.5566
NEB	42.4917	NEB	25.2903
NECAB1	41.4604	NECAB1	222.0945
removed	removed	NECAB2	18.3929
NECAB3	272.071	NECAB3	286.9295
NECAP1	760.9323	NECAP1	801.9313
NECAP2	1557.3432	NECAP2	1316.933
NEDD1	781.1469	NEDD1	670.8817
NEDD4L	1417.698	NEDD4L	2001.6094
NEDD4	716.9967	NEDD4	768.3642
NEDD8	1404.4967	NEDD8	1178.5263
NEDD9	756.8069	NEDD9	5451.6611
NEFH	83.3333	NEFH	17.4733
NEFL	10.5198	removed	removed
removed	removed	NEFM	9.5229
NEGR1	596.3284	NEGR1	1154.1557
NEIL1	45.7921	NEIL1	86.4467
NEIL2	333.7459	NEIL2	361.4209
NEIL3	75.7013	removed	removed
NEK10	185.4373	NEK10	331.0725
NEK11	198.6386	NEK11	243.7062
NEK1	549.505	NEK1	554.0867
NEK2	1436.6749	NEK2	7.3572
NEK3	213.0776	NEK3	287.8492
NEK4	695.3383	NEK4	492.9302
NEK5	11.7574	removed	removed
NEK6	1043.3168	NEK6	609.7253
NEK7	3116.9554	NEK7	2272.4451
NEK8	35.6848	NEK8	62.0761
NEK9	1817.863	NEK9	2119.3241
NELF	364.8927	NELF	549.4884
NELL2	419.7607	NELL2	58.8573
NENF	678.2178	NENF	952.7532
NEO1	1495.0495	NEO1	2251.2933
NES	1479.1667	NES	2553.3969
NET1	4430.6931	NET1	2323.9453
NETO2	760.5198	NETO2	218.4159
NEU1	1163.3663	NEU1	1384.527
NEU3	70.7508	NEU3	89.2057
NEURL1B	1487.005	NEURL1B	1858.6044
NEURL2	5.6353	NEURL2	16.7238
NEURL3	21.0396	NEURL3	10.5759
NEURL4	277.0215	NEURL4	426.9502
NEURL	71.3696	NEURL	8.2768
removed	removed	NEUROG2	15.634
NEXN	344.6782	NEXN	1578.1124
NF1	2343.4406	NF1	2639.8437
NF2	512.5825	NF2	839.1769
NFAM1	236.5924	NFAM1	90.5851
NFASC	280.5941	NFASC	1325.3569
NFAT5	1805.8993	NFAT5	2755.2592
NFATC1	423.0611	NFATC1	711.806
NFATC2IP	854.5792	NFATC2IP	609.2654
NFATC2	146.4521	NFATC2	179.7908
NFATC3	981.2294	NFATC3	952.2934
NFATC4	407.1782	NFATC4	963.7889
NFE2L1	4331.0644	NFE2L1	8200.9426
NFE2L2	3355.1196	NFE2L2	4223.8786
NFE2L3	883.4571	NFE2L3	224.8534
NFE2	8.4571	NFE2	6.8973
NFIA	2459.9835	NFIA	2980.5725
NFIB	2233.9109	NFIB	6254.512
NFIC	726.6914	NFIC	1058.0526
NFIL3	511.7574	NFIL3	3490.5162
NFIX	2908.6221	NFIX	4365.0994
NFKB1	1356.6419	NFKB1	1583.6303
NFKB2	726.8977	NFKB2	666.2835
NFKBIA	1601.4851	NFKBIA	6151.9715
NFKBIB	168.1106	NFKBIB	186.2283
NFKBID	23.9274	NFKBID	50.1207
NFKBIE	325.0825	NFKBIE	188.9872
NFKBIL1	196.3696	NFKBIL1	309.9207
NFKBIL2	165.8416	NFKBIL2	51.96
NFKBIZ	714.9092	NFKBIZ	4581.2162
NFRKB	468.4406	NFRKB	755.949
NFS1	557.7558	NFS1	419.8184
NFU1	499.5875	NFU1	589.0332
NFX1	1417.698	NFX1	1100.8162
NFXL1	306.5924	NFXL1	223.474
NFYA	1361.7987	NFYA	942.6371
NFYB	836.2211	NFYB	1013.9096
NFYC	963.4406	NFYC	963.2372
NGDN	557.3432	NGDN	433.1532
NGEF	15.6766	NGEF	25.7501
NGFRAP1	645.4208	NGFRAP1	1245.6604
NGFR	439.3564	NGFR	1280.607
NGF	9.0759	NGF	44.6028
NGLY1	931.9307	NGLY1	611.5645
