gene_id	TCGA-BH-A0AZ-01A-21R-A12P-07	gene_id	TCGA-BH-A0AZ-11A-22R-A12P-07
MTRR	902.7312	MTRR	750.743
MTR	1273.1193	MTR	1784.3481
MTSS1L	600.3833	MTSS1L	1293.6066
MTSS1	858.6488	MTSS1	1232.6358
MTUS1	1950.6469	MTUS1	3950.0114
MTUS2	13.8955	removed	removed
MTX1	1011.4998	MTX1	353.5076
MTX2	609.9665	MTX2	469.1001
MTX3	887.3982	MTX3	960.4511
MUC13	453.2822	removed	removed
MUC15	295.6397	MUC15	454.4693
removed	removed	MUC16	256.039
MUC1	32111.1644	MUC1	2911.2246
MUC20	111.1644	MUC20	249.638
MUC21	7.6665	removed	removed
MUC4	9.104	MUC4	61.2665
MUC5B	1879.2525	MUC5B	222.8149
MUC6	7.1874	MUC6	1242.3988
MUC7	12.7791	MUC7	27.4328
MUCL1	35.4576	MUCL1	5809.6472
MUDENG	918.5434	MUDENG	812.6191
MUL1	888.8356	MUL1	743.1228
MUM1L1	184.9545	MUM1L1	89.004
MUM1	608.529	MUM1	894.3077
MURC	15.333	MURC	6.401
MUS81	390.5127	MUS81	482.2068
MUSTN1	29.7077	MUSTN1	53.6158
MUTED	342.597	MUTED	424.2932
MUTYH	152.9708	MUTYH	191.8128
MUT	844.7532	MUT	1008.306
MVD	208.4332	MVD	271.889
MVK	353.6176	MVK	337.4228
MVP	3978.4379	MVP	1827.6309
MX1	1848.5865	MX1	575.1734
MX2	499.7604	MX2	262.7448
MXD1	334.9305	MXD1	592.2426
MXD3	136.6315	MXD3	61.1628
MXD4	1108.7686	MXD4	1543.2447
MXI1	904.6478	MXI1	2516.4978
MXRA5	40595.5918	MXRA5	7414.768
MXRA7	3684.2357	MXRA7	2162.9201
MXRA8	7558.2175	MXRA8	2825.8782
MYADM	5308.0977	MYADM	8043.2828
MYBBP1A	691.4902	MYBBP1A	1333.759
MYBL1	68.0402	MYBL1	76.8117
MYBL2	229.9952	MYBL2	28.0424
MYBPC1	11.4998	MYBPC1	3000.8382
MYBPH	10.5414	removed	removed
MYB	1011.0206	MYB	2851.1773
MYCBP2	1318.16	MYCBP2	3214.5089
MYCBPAP	13.4164	MYCBPAP	16.4597
MYCBP	641.1116	MYCBP	549.8743
MYCL1	114.0393	MYCL1	134.4205
MYCN	29.7077	MYCN	7.0106
MYCT1	355.0551	MYCT1	331.9363
MYC	884.0441	MYC	5515.2023
MYD88	1359.3675	MYD88	877.5432
MYEF2	298.6057	MYEF2	494.4601
MYEOV2	1175.3713	MYEOV2	422.1596
MYEOV	112.1227	MYEOV	289.8727
MYH10	2068.5194	MYH10	3855.5208
MYH11	1589.0609	MYH11	13697.6819
MYH14	2004.7916	MYH14	1730.0922
MYH3	8.6248	MYH3	97.8435
removed	removed	MYH7B	30.7856
MYH9	36400.0958	MYH9	31780.8428
MYL12A	9464.782	MYL12A	4312.4286
MYL12B	9390.0335	MYL12B	5217.4046
MYL3	18.6871	removed	removed
MYL4	6.229	removed	removed
MYL5	69.9281	MYL5	131.2017
MYL6B	376.138	MYL6B	562.6762
MYL6	13610.9248	MYL6	8984.8358
MYL9	9933.3972	MYL9	7218.1666
MYLIP	1005.7499	MYLIP	2211.6894
removed	removed	MYLK3	8.5346
MYLK4	27.7911	MYLK4	69.4963
MYLK	4210.8098	MYLK	12352.3463
MYNN	416.8663	MYNN	565.1147
MYO10	1852.4197	MYO10	1707.2316
MYO15A	11.9789	MYO15A	38.101
MYO15B	248.6823	MYO15B	1339.9375
MYO16	14.3747	removed	removed
MYO18A	980.2923	MYO18A	1953.218
MYO18B	14.8539	removed	removed
MYO19	404.4082	MYO19	506.6402
MYO1B	3668.9027	MYO1B	3510.173
MYO1C	5795.8793	MYO1C	4000.9144
MYO1D	4749.8802	MYO1D	2133.0488
MYO1E	1828.4619	MYO1E	1350.9106
MYO1F	274.5568	MYO1F	263.6592
MYO1G	60.3737	MYO1G	74.0684
MYO1H	6.7082	MYO1H	38.7107
MYO3A	11.4998	removed	removed
removed	removed	MYO3B	6.401
MYO5A	989.9377	MYO5A	1156.1381
MYO5B	526.114	MYO5B	2692.0674
MYO5C	1140.3929	MYO5C	1782.4095
MYO6	2436.5117	MYO6	5463.6897
MYO7A	67.0819	MYO7A	111.8647
MYO7B	12.4581	MYO7B	6.0962
MYO9A	541.4471	MYO9A	1476.1868
MYO9B	2031.1452	MYO9B	1751.7336
MYOCD	17.7288	MYOCD	43.2828
removed	removed	MYOC	18.8981
MYOF	7197.4126	MYOF	9416.7492
MYOG	18.208	removed	removed
MYOM1	55.103	MYOM1	178.6177
MYOM2	63.2487	MYOM2	135.9445
MYOM3	34.4993	MYOM3	59.4376
MYOZ1	7.6665	MYOZ1	65.5338
removed	removed	MYOZ2	9.4491
MYOZ3	17.7288	MYOZ3	221.2909
MYPOP	191.6627	MYPOP	111.255
MYRIP	84.8107	MYRIP	196.6014
MYSM1	119.31	MYSM1	537.3771
MYST1	509.8227	MYST1	626.9908
MYST2	1489.6981	MYST2	1613.0458
MYST3	1765.6924	MYST3	2926.1602
MYST4	2725.4432	MYST4	2365.9224
MZF1	178.2223	MZF1	395.9918
N4BP1	1346.4303	N4BP1	1582.2602
N4BP2L1	227.1203	N4BP2L1	933.3232
N4BP2L2	774.3172	N4BP2L2	2648.175
N4BP2	217.058	N4BP2	609.0071
N4BP3	477.7192	N4BP3	270.9746
N6AMT1	332.5347	N6AMT1	395.3364
N6AMT2	136.0805	N6AMT2	138.9926
NAA10	1085.769	NAA10	429.1702
NAA15	892.6689	NAA15	1032.3859
NAA16	160.5175	NAA16	561.457
NAA20	2080.0192	NAA20	713.2515
NAA25	409.679	NAA25	767.2026
NAA30	494.0105	NAA30	800.4267
NAA35	392.4293	NAA35	551.0935
NAA38	310.9727	NAA38	355.4065
NAA40	311.4518	NAA40	615.7129
NAA50	2283.1816	NAA50	2676.5221
NAAA	808.3373	NAAA	609.9215
NAALAD2	12.9372	NAALAD2	29.2616
NAALADL1	46.4782	NAALADL1	83.8223
NAALADL2	239.0992	NAALADL2	739.1603
NAB1	914.7101	NAB1	1809.0376
NAB2	782.4629	NAB2	662.6534
NACA2	33.0618	NACA2	23.4702
NACAD	93.4356	NACAD	166.1206
NACAP1	100.1437	NACAP1	123.1426
NACA	15171.0589	NACA	16423.9884
NACC1	1846.1907	NACC1	889.126
NACC2	31.6243	NACC2	37.7962
NADK	968.3757	NADK	825.421
NADSYN1	781.0254	NADSYN1	869.3134
NAE1	1031.1452	NAE1	820.8489
NAF1	154.7676	NAF1	209.4033
NAGA	1726.4015	NAGA	816.8864
NAGK	919.0225	NAGK	856.8163
NAGLU	1008.6248	NAGLU	571.2109
NAGPA	230.9535	NAGPA	163.3834
NAGS	175.8505	NAGS	117.9608
NAIF1	190.2252	NAIF1	172.2167
NAIP	88.1648	NAIP	99.3675
NALCN	169.6215	NALCN	194.7725
NAMPT	670.8194	NAMPT	2091.5949
NANOS1	153.8093	NANOS1	199.6495
NANOS3	10.0623	removed	removed
NANP	175.8505	NANP	119.4849
NANS	1676.0901	NANS	574.5637
NAP1L1	8117.8725	NAP1L1	8325.2305
NAP1L2	113.081	NAP1L2	204.2216
NAP1L3	223.7662	NAP1L3	178.3129
NAP1L4	2547.6761	NAP1L4	2176.9412
NAP1L5	135.1222	NAP1L5	237.4457
removed	removed	NAP1L6	6.401
NAPA	4003.3828	NAPA	2347.4663
NAPB	194.0585	NAPB	444.1058
NAPEPLD	321.2698	NAPEPLD	608.0866
NAPG	682.3191	NAPG	723.9198
NAPRT1	232.8701	NAPRT1	199.3447
NAPSA	5.7499	NAPSA	14.6308
NAPSB	176.8088	NAPSB	92.0521
NARFL	365.1174	NARFL	453.8596
NARF	639.6742	NARF	452.0308
NARG2	1080.4983	NARG2	1447.2301
NARS2	320.0767	NARS2	396.2509
NARS	2289.4106	NARS	2733.5213
NASP	1045.5199	NASP	1671.2642
NAT10	1353.1385	NAT10	1305.799
NAT14	142.3095	NAT14	160.0244
NAT15	1513.656	NAT15	1111.9409
NAT1	2670.8194	NAT1	199.9543
NAT2	22.9995	removed	removed
NAT6	110.9679	NAT6	180.1113
NAT8L	20.1246	NAT8L	39.6251
NAT9	353.1385	NAT9	395.3364
NAV1	2375.6588	NAV1	1145.4698
NAV2	824.6287	NAV2	3518.8387
NAV3	232.8701	NAV3	484.3405
NBAS	1549.5927	NBAS	1565.1909
NBEAL1	128.8931	NBEAL1	758.0584
NBEAL2	859.6071	NBEAL2	1676.1411
NBEA	218.0163	NBEA	874.8
NBL1	7837.0867	NBL1	3771.3937
NBLA00301	29.2286	NBLA00301	64.3146
NBN	1177.288	NBN	1654.1949
NBPF10	791.2027	NBPF10	2395.5193
NBPF14	431.2027	NBPF14	1199.9177
NBPF15	233.0091	NBPF15	410.2263
NBPF16	43.6033	NBPF16	105.1589
NBPF1	710.5894	NBPF1	1392.3646
NBPF3	146.6219	NBPF3	392.2883
NBPF4	33.0618	NBPF4	19.2029
NBPF6	9.104	removed	removed
NBPF9	265.9559	NBPF9	503.1837
NBR1	5347.3886	NBR1	5750.8192
NBR2	283.1816	NBR2	246.59
NCALD	598.4667	NCALD	997.6377
NCAM1	34.9784	NCAM1	98.7457
NCAM2	82.8941	NCAM2	235.312
NCAPD2	890.7523	NCAPD2	1490.8176
NCAPD3	296.1188	NCAPD3	638.2687
NCAPG2	261.1404	NCAPG2	360.2835
NCAPG	232.185	NCAPG	29.0299
NCAPH2	783.9003	NCAPH2	555.9704
NCAPH	132.2472	NCAPH	17.3741
NCBP1	898.6967	NCBP1	875.4309
NCBP2	1676.5692	NCBP2	1513.6783
NCCRP1	8.6248	NCCRP1	42.6732
NCDN	957.3551	NCDN	1078.7137
NCEH1	552.9468	NCEH1	598.6436
NCF1B	13.4164	NCF1B	12.4971
NCF1C	23.4787	NCF1C	27.1279
NCF1	85.769	NCF1	72.5444
NCF2	256.828	NCF2	174.3504
NCF4	125.5391	NCF4	87.7848
NCK1	576.4255	NCK1	743.1228
NCK2	904.1687	NCK2	1175.9506
NCKAP1L	371.3464	NCKAP1L	288.0439
NCKAP1	5367.9923	NCKAP1	4671.188
NCKAP5L	634.4034	NCKAP5L	746.1708
NCKAP5	246.7657	NCKAP5	423.9884
NCKIPSD	450.8864	NCKIPSD	626.686
NCLN	1340.2012	NCLN	792.1969
NCL	9713.9435	NCL	11979.273
NCOA1	2269.2861	NCOA1	2851.7869
NCOA2	570.6756	NCOA2	1992.5322
NCOA3	1406.3249	NCOA3	1888.5925
NCOA4	6384.2837	NCOA4	4785.7959
NCOA5	1393.8668	NCOA5	1348.4721
NCOA6	1881.6483	NCOA6	2061.7237
NCOA7	730.7139	NCOA7	2251.6193
NCOR1	2546.7178	NCOR1	4445.325
NCOR2	5686.6315	NCOR2	4575.783
NCRNA00081	205.0264	NCRNA00081	181.1872
NCRNA00085	18.6871	NCRNA00085	58.2093
NCRNA00086	51.2698	NCRNA00086	327.669
NCRNA00087	21.5621	NCRNA00087	106.3781
removed	removed	NCRNA00092	20.4222
NCRNA00093	31.2889	NCRNA00093	31.7062
NCRNA00094	807.4892	NCRNA00094	680.128
NCRNA00095	27.7911	NCRNA00095	68.8867
removed	removed	NCRNA00105	81.079
NCRNA00107	5.7499	NCRNA00107	8.2298
removed	removed	NCRNA00110	70.4107
NCRNA00115	6.229	NCRNA00115	21.0318
NCRNA00116	155.2468	NCRNA00116	72.8492
NCRNA00120	19.1663	NCRNA00120	71.0203
NCRNA00152	351.2218	NCRNA00152	66.1434
NCRNA00160	8.1457	removed	removed
removed	removed	NCRNA00162	6.7058
removed	removed	NCRNA00169	5.4866
NCRNA00171	24.8059	NCRNA00171	58.1361
NCRNA00173	9.104	NCRNA00173	19.8125
NCRNA00174	59.4154	NCRNA00174	268.841
NCRNA00176	6.7082	NCRNA00176	6.401
NCRNA00181	125.1797	NCRNA00181	175.405
NCRNA00182	40.2492	NCRNA00182	104.5493
NCRNA00183	249.6406	NCRNA00183	357.5402
NCRNA00188	4345.472	NCRNA00188	6264.1164
NCRNA00201	505.9655	NCRNA00201	1167.4709
NCRNA00202	20.6037	NCRNA00202	17.6789
NCRNA00219	344.0345	NCRNA00219	587.3657
NCS1	431.7202	NCS1	214.8899
NCSTN	5336.5884	NCSTN	3110.2431
NDC80	158.6009	NDC80	11.8875
NDE1	717.5994	NDE1	784.0677
NDEL1	777.6713	NDEL1	1145.4698
NDFIP1	5083.8524	NDFIP1	2984.9882
NDFIP2	439.8658	NDFIP2	767.2026
NDNL2	530.9056	NDNL2	330.1074
NDN	764.2549	NDN	510.554
NDOR1	459.5113	NDOR1	414.5394
removed	removed	NDP	47.2453
NDRG1	2947.2928	NDRG1	4875.1048
NDRG2	1571.1548	NDRG2	5907.1859
NDRG3	1274.5568	NDRG3	1032.3859
NDRG4	126.0182	NDRG4	164.2917
NDST1	2561.5716	NDST1	4526.7088
NDST2	691.4231	NDST2	760.8016
NDST3	5.2707	removed	removed
NDUFA10	1852.8989	NDUFA10	1617.9227
NDUFA11	2001.4375	NDUFA11	669.6639
NDUFA12	870.6277	NDUFA12	366.0748
NDUFA13	2383.8045	NDUFA13	986.3446
NDUFA1	1728.7973	NDUFA1	734.5881
NDUFA2	1950.1677	NDUFA2	407.8336
NDUFA3	1056.5405	NDUFA3	261.2208
NDUFA4L2	396.2626	NDUFA4L2	89.004
NDUFA4	5430.7619	NDUFA4	1567.9342
NDUFA5	1143.747	NDUFA5	1223.5007
NDUFA6	1399.1375	NDUFA6	461.4798
NDUFA7	699.5688	NDUFA7	267.6217
NDUFA8	1129.3723	NDUFA8	417.8923
NDUFA9	874.4609	NDUFA9	641.9264
NDUFAB1	816.9621	NDUFAB1	377.0479
NDUFAF1	423.5745	NDUFAF1	309.9901
NDUFAF2	233.8285	NDUFAF2	118.8753
NDUFAF3	724.4849	NDUFAF3	434.3519
NDUFAF4	251.5573	NDUFAF4	160.3292
NDUFB10	1384.7628	NDUFB10	641.6216
NDUFB11	1182.5587	NDUFB11	562.981
NDUFB1	502.6354	NDUFB1	339.2517
NDUFB2	1065.1653	NDUFB2	542.5558
NDUFB3	742.6929	NDUFB3	331.9363
NDUFB4	2418.3038	NDUFB4	936.9809
NDUFB5	1243.4116	NDUFB5	799.5123
NDUFB6	539.5304	NDUFB6	340.4709
NDUFB7	1133.2056	NDUFB7	540.1204
NDUFB8	1241.0158	NDUFB8	696.2219
NDUFB9	2180.1629	NDUFB9	1050.9883
NDUFC1	1161.955	NDUFC1	436.1808
NDUFC2	2302.827	NDUFC2	1107.0639
NDUFS1	1119.7892	NDUFS1	1253.0671
NDUFS2	2655.9655	NDUFS2	1341.4616
NDUFS3	1464.5807	NDUFS3	684.3435
NDUFS4	758.505	NDUFS4	509.3348
NDUFS5	1766.6507	NDUFS5	864.7413
NDUFS6	616.6747	NDUFS6	318.5247
NDUFS7	821.8304	NDUFS7	351.2642
NDUFS8	1445.1366	NDUFS8	430.6942
NDUFV1	955.9176	NDUFV1	1391.4501
NDUFV2	1944.4178	NDUFV2	874.8
NDUFV3	1171.0589	NDUFV3	571.2109
NEAT1	3808.8165	NEAT1	15050.2172
NEBL	1743.6512	NEBL	3437.9334
NEB	25.3953	NEB	51.2078
NECAB1	54.1447	NECAB1	212.1466
NECAB2	7.6665	removed	removed
NECAB3	705.7978	NECAB3	363.0267
NECAP1	621.9454	NECAP1	719.3477
NECAP2	1382.8462	NECAP2	1094.5668
NEDD1	651.1739	NEDD1	719.0429
NEDD4L	861.5237	NEDD4L	3148.6703
NEDD4	764.7341	NEDD4	793.1113
NEDD8	1881.6483	NEDD8	1033.3003
NEDD9	714.4226	NEDD9	3111.1788
NEFH	244.3699	NEFH	159.4148
NEFL	6.7082	NEFL	5.7914
NEFM	17.2353	NEFM	15.4934
NEGR1	1103.4978	NEGR1	252.6861
NEIL1	119.31	NEIL1	212.4514
NEIL2	378.0546	NEIL2	345.0431
NEIL3	19.6454	removed	removed
NEK10	251.0781	NEK10	516.3453
NEK11	240.5367	NEK11	441.0577
NEK1	508.8644	NEK1	760.4968
NEK2	305.702	NEK2	10.3635
NEK3	104.9353	NEK3	253.2957
NEK4	333.0139	NEK4	702.8881
removed	removed	NEK5	40.2347
NEK6	1148.5386	NEK6	825.7258
NEK7	1306.6603	NEK7	1435.3425
NEK8	69.9569	NEK8	151.4898
NEK9	1895.0647	NEK9	2884.7062
NELF	647.8198	NELF	534.6338
NELL2	59.8946	NELL2	61.2665
NENF	3448.0115	NENF	730.016
NEO1	2690.4648	NEO1	4105.1589
NES	1261.1404	NES	5661.2055
NET1	4503.5937	NET1	1756.3057
NETO1	96.3105	removed	removed
NETO2	290.369	NETO2	606.5686
NEU1	2460.4696	NEU1	1304.8846
NEU3	49.8323	NEU3	160.634
NEURL1B	882.6066	NEURL1B	384.0585
NEURL2	8.7542	NEURL2	25.0705
NEURL3	13.4164	NEURL3	56.6944
NEURL4	285.3186	NEURL4	765.6786
NEURL	140.3929	NEURL	31.3953
removed	removed	NEUROG2	62.1809
NEXN	532.3431	NEXN	713.2515
NF1	2485.8649	NF1	3851.8631
NF2	648.299	NF2	665.0918
NFAM1	105.8936	NFAM1	84.4319
NFASC	665.2228	NFASC	2012.1497
NFAT5	1408.7207	NFAT5	5047.9311
NFATC1	533.7805	NFATC1	374.6095
NFATC2IP	407.7623	NFATC2IP	860.7788
NFATC2	81.4566	NFATC2	132.5916
NFATC3	993.2918	NFATC3	1072.9254
NFATC4	836.1284	NFATC4	672.4072
NFE2L1	7944.897	NFE2L1	7528.1567
NFE2L2	2694.3987	NFE2L2	3578.8524
NFE2L3	420.6996	NFE2L3	207.5745
NFE2	93.9147	NFE2	5.4866
NFIA	1448.4907	NFIA	2256.1914
NFIB	1324.3891	NFIB	7582.1077
NFIC	1062.2904	NFIC	1277.147
NFIL3	229.5161	NFIL3	812.0094
NFIX	2756.1092	NFIX	5102.7966
NFKB1	1162.4341	NFKB1	1638.3449
NFKB2	721.61	NFKB2	588.2801
NFKBIA	1609.4873	NFKBIA	3377.2765
NFKBIB	217.058	NFKBIB	216.7187
NFKBID	8.1457	NFKBID	28.652
NFKBIE	262.5779	NFKBIE	167.9494
NFKBIL1	245.8074	NFKBIL1	426.1221
NFKBIL2	95.3522	NFKBIL2	136.5541
NFKBIZ	93.9147	NFKBIZ	651.6589
NFRKB	467.1778	NFRKB	1211.3084
NFS1	525.1557	NFS1	488.9126
NFU1	480.115	NFU1	486.1693
NFX1	921.8975	NFX1	1619.142
NFXL1	239.5783	NFXL1	387.2712
NFYA	857.6905	NFYA	1199.4148
NFYB	942.9804	NFYB	893.3933
NFYC	1399.1902	NFYC	1136.4962
NGDN	443.2199	NGDN	526.404
NGEF	152.851	NGEF	66.1434
NGFRAP1	1226.6411	NGFRAP1	1266.7835
NGFR	514.1351	NGFR	1444.182
NGF	10.5414	NGF	28.9568
NGLY1	485.8649	NGLY1	652.2899
NGRN	3730.9583	NGRN	1966.7942
removed	removed	NHEDC1	8.2298
NHEDC2	230.9535	NHEDC2	180.4465
NHEJ1	249.6406	NHEJ1	234.3214
NHLH1	14.8539	removed	removed
NHLRC1	112.1227	NHLRC1	74.678
NHLRC2	168.6632	NHLRC2	348.7008
NHLRC3	463.3445	NHLRC3	772.994
NHLRC4	28.2702	NHLRC4	75.8973
NHP2L1	2440.345	NHP2L1	1704.4883
NHP2	1482.0316	NHP2	738.5506
NHSL1	234.3076	NHSL1	755.0103
NHSL2	120.2683	NHSL2	123.1426
NHS	378.0546	NHS	283.7766
NICN1	213.2247	NICN1	544.5858
NID1	10963.5458	NID1	7075.7296
NID2	6406.3249	NID2	1119.2563
NIF3L1	516.5309	NIF3L1	457.5173
NINJ1	2411.5956	NINJ1	1440.5243
NINJ2	644.4657	NINJ2	46.9466
NINL	265.4528	NINL	481.5972
NIN	1420.2204	NIN	1702.6595
NIP7	465.7403	NIP7	416.3682
NIPA1	532.8222	NIPA1	309.6853
NIPA2	1010.0623	NIPA2	733.9785
NIPAL1	5.2707	NIPAL1	43.2828
NIPAL2	140.3929	NIPAL2	412.7105
NIPAL3	658.3613	NIPAL3	1447.2301
removed	removed	NIPAL4	5.1817
NIPBL	2048.874	NIPBL	3716.2234
NIPSNAP1	953.5218	NIPSNAP1	1070.1821
NIPSNAP3A	519.4058	NIPSNAP3A	433.4375
NIPSNAP3B	32.1179	NIPSNAP3B	106.0916
NISCH	1416.8663	NISCH	3957.9364
NIT1	691.0541	NIT1	583.9366
NIT2	894.1064	NIT2	587.9753
NKAIN1	1429.3244	NKAIN1	79.555
NKAIN2	11.9789	NKAIN2	44.502
NKAIN4	79.54	removed	removed
NKAPL	8.1457	NKAPL	24.3847
NKAP	383.8045	NKAP	392.2883
NKD1	43.6033	NKD1	11.2779
NKD2	438.9075	NKD2	109.1214
NKG7	86.2482	NKG7	42.0636
NKIRAS1	267.8486	NKIRAS1	247.8092
NKIRAS2	1219.9329	NKIRAS2	755.6199
NKPD1	7.1874	NKPD1	56.9992
NKRF	276.9526	NKRF	364.8556
NKTR	1166.7465	NKTR	3558.6375
removed	removed	NKX2-5	12.802
NKX3-1	69.9569	NKX3-1	144.1744
NKX3-2	121.2266	removed	removed
NKX6-1	20.6037	removed	removed
NLE1	205.5582	NLE1	330.7171
NLGN1	17.2496	NLGN1	74.678
NLGN2	848.1073	NLGN2	779.6998
NLGN3	40.7283	NLGN3	100.2819
NLGN4X	127.9348	NLGN4X	305.418
NLK	443.6991	NLK	442.2769
NLN	335.4097	NLN	371.2566
NLRC3	80.9775	NLRC3	83.5175
NLRC4	38.8117	NLRC4	21.0318
NLRC5	588.8836	NLRC5	324.0113
NLRP12	19.6454	removed	removed
NLRP1	345.9511	NLRP1	660.2149
NLRP2	938.1888	NLRP2	652.2899
NLRP3	77.1442	NLRP3	154.233
NLRP7	10.5414	NLRP7	7.925
NLRX1	384.7628	NLRX1	535.8531
NMB	100.1437	NMB	43.8924
NMD3	946.3345	NMD3	1242.7037
NME1-NME2	139.7173	NME1-NME2	41.5149
NME1	2181.2793	NME1	453.7926
NME2P1	81.4566	NME2P1	32.3097
NME2	8814.1303	NME2	3437.3299
NME3	504.0728	NME3	357.5402
NME4	1436.0326	NME4	570.2964
NME5	74.7484	NME5	86.8704
NME6	110.206	NME6	200.5639
NME7	336.6172	NME7	244.374
NMI	354.0968	NMI	337.4228
NMNAT1	220.8912	NMNAT1	348.3959
NMNAT2	158.6009	NMNAT2	298.7122
NMNAT3	182.0795	NMNAT3	181.6658
NMRAL1	797.7959	NMRAL1	561.7618
NMT1	2632.0077	NMT1	2467.1188
NMT2	275.0359	NMT2	587.6705
NMUR1	5.7499	NMUR1	10.9731
NNAT	218.4954	NNAT	54.2559
NNMT	3566.3632	NNMT	2796.9214
NNT	909.9185	NNT	962.5848
NOB1	1077.6234	NOB1	1408.8242
NOC2L	1325.9655	NOC2L	1387.5272
NOC3L	354.0968	NOC3L	533.1098
NOC4L	352.6593	NOC4L	169.7783
NOD1	338.7638	NOD1	459.3462
NOD2	229.5161	NOD2	49.9886
removed	removed	NODAL	8.8394
removed	removed	NOG	13.1068
NOL10	758.9842	NOL10	632.1725
NOL11	1041.2075	NOL11	935.152
NOL12	243.1097	NOL12	228.6489
NOL3	446.574	NOL3	409.3576
removed	removed	NOL4	8.5346
NOL6	822.2329	NOL6	1022.3272
NOL7	567.8007	NOL7	540.4252
NOL8	878.2942	NOL8	1113.1601
NOL9	166.2674	NOL9	278.29
NOLC1	2023.9578	NOLC1	2220.224
NOM1	213.7039	NOM1	510.8588
NOMO1	4379.4921	NOMO1	2888.0591
NOMO2	1964.0632	NOMO2	1315.5528
NOMO3	1231.4327	NOMO3	1097.0053
NONO	7091.0398	NONO	6514.0593
NOP10	1329.6598	NOP10	451.726
NOP14	595.4336	NOP14	1034.9646
NOP16	190.7044	NOP16	119.1801
NOP2	454.7197	NOP2	492.5703
NOP56	1499.2813	NOP56	1300.3124
NOP58	1215.6205	NOP58	1275.623
NOS1AP	41.6866	NOS1AP	426.4269
removed	removed	NOS1	10.0587
NOS2	25.8745	NOS2	11.3267
NOS3	434.6526	NOS3	263.769
NOSIP	738.3805	NOSIP	413.6249
NOSTRIN	411.1164	NOSTRIN	597.7292
NOTCH1	1582.1754	NOTCH1	1294.8259
NOTCH2NL	446.1428	NOTCH2NL	658.2153
NOTCH2	6989.4586	NOTCH2	8856.2067
NOTCH3	7370.3881	NOTCH3	4074.678
NOTCH4	1129.3723	NOTCH4	1098.5293
removed	removed	NOTO	12.802
NOTUM	7.6665	removed	removed
NOVA1	84.8107	NOVA1	1674.0075
NOVA2	63.2487	NOVA2	42.3684
NOV	183.0379	NOV	193.5533
NOX4	697.6521	NOX4	45.4164
removed	removed	NOX5	10.6683
NOXA1	45.999	NOXA1	122.533
removed	removed	NPAS1	33.2241
NPAS2	336.368	NPAS2	465.4424
NPAS3	75.7068	NPAS3	175.5696
NPAT	363.6799	NPAT	870.2278
removed	removed	NPC1L1	24.9943
NPC1	1301.5621	NPC1	1345.0888
NPC2	3666.0278	NPC2	2729.5588
NPDC1	1872.5443	NPDC1	822.9825
NPEPL1	373.2631	NPEPL1	682.4659
NPEPPS	2530.9056	NPEPPS	2536.3103
removed	removed	NPFFR2	10.6683
NPFF	7.1874	NPFF	10.0587
NPHP1	65.6445	NPHP1	193.2485
NPHP3	347.8678	NPHP3	1497.5234
NPHP4	310.4935	NPHP4	366.6844
NPIPL3	211.3752	NPIPL3	411.8205
NPIP	262.7791	NPIP	919.8415
NPLOC4	2475.8026	NPLOC4	1553.3034
NPL	371.3464	NPL	177.7033
NPM1	11197.8917	NPM1	9677.97
removed	removed	NPM2	44.8068
NPM3	186.392	NPM3	231.3495
NPNT	2114.0393	NPNT	1367.0655
NPR1	292.7647	NPR1	556.5801
NPR2	420.2204	NPR2	404.7611
NPR3	9.104	NPR3	22.5558
NPRL2	365.0264	NPRL2	352.6297
NPRL3	1100.6229	NPRL3	845.5384
NPTN	4261.6195	NPTN	3001.143
NPTX1	10.0623	NPTX1	214.5851
NPTX2	145.1845	removed	removed
NPTXR	325.8265	NPTXR	353.5777
NPW	6.229	removed	removed
NPY1R	105.8936	NPY1R	833.0412
NPY2R	5.2707	NPY2R	841.8807
removed	removed	NPY5R	7.3154
NQO1	8674.6526	NQO1	1545.6832
NQO2	1070.436	NQO2	351.1392
NR1D1	1604.2214	NR1D1	777.4838
NR1D2	1573.0714	NR1D2	2927.0746
NR1H2	1405.8457	NR1H2	940.9434
NR1H3	279.3483	NR1H3	521.2223
NR1I2	5.7499	NR1I2	6.0962
removed	removed	NR1I3	6.6875
NR2C1	326.7849	NR2C1	409.6624
NR2C2AP	411.9885	NR2C2AP	305.1619
NR2C2	844.1878	NR2C2	1506.6646
NR2E3	8.6248	NR2E3	13.7164
NR2F1	329.1806	NR2F1	844.6239
NR2F2	1543.3637	NR2F2	1792.5779
NR2F6	1028.2702	NR2F6	401.7374
NR3C1	1823.6703	NR3C1	3538.825
NR3C2	125.5391	NR3C2	777.2613
NR4A1	537.1346	NR4A1	6904.8236
NR4A2	525.6349	NR4A2	848.5865
NR4A3	24.9161	NR4A3	530.3665
NR5A2	125.0599	NR5A2	136.8589
removed	removed	NR6A1	20.1174
NRARP	333.9722	NRARP	111.255
NRAS	1050.3115	NRAS	1122.6092
NRBF2	581.2171	NRBF2	483.426
NRBP1	3683.2774	NRBP1	2060.5045
NRBP2	459.0321	NRBP2	1579.2121
NRCAM	113.5601	NRCAM	324.9257
NRD1	3356.4926	NRD1	2411.3389
NRF1	364.1591	NRF1	514.2117
NRG1	120.2683	NRG1	380.096
NRG2	10.0623	NRG2	464.2231
removed	removed	NRG3	27.4328
NRGN	69.4777	NRGN	29.5664
NRIP1	1957.3551	NRIP1	3434.8853
