gene_id	TCGA-BH-A0BJ-01A-11R-A056-07	gene_id	TCGA-BH-A0BJ-11A-23R-A089-07
MESDC2	1243.0736	MESDC2	1402.3693
MESP1	63.122	MESP1	84.5588
MESP2	30.1264	MESP2	20.4248
removed	removed	MESTIT1	18.7908
MEST	327.4455	MEST	2281.4542
METAP1	746.7049	METAP1	1633.5784
METAP2	1558.6838	METAP2	2004.085
METRNL	547.2967	METRNL	271.6503
METRN	248.543	METRN	85.3758
METT10D	697.9288	METT10D	1224.6732
METT11D1	238.8595	METT11D1	556.3725
METT5D1	501.0311	METT5D1	344.7712
METTL10	214.3352	METTL10	327.643
METTL11A	367.6069	METTL11A	249.7672
METTL12	73.2754	METTL12	52.4469
METTL13	1596.3418	METTL13	972.2222
METTL14	398.0992	METTL14	607.4346
METTL1	249.6189	METTL1	277.7778
METTL2A	414.2383	METTL2A	327.2059
METTL2B	230.252	METTL2B	302.2876
METTL3	445.3259	METTL3	789.8203
METTL4	203.3534	METTL4	212.4183
METTL5	600.5165	METTL5	335.094
METTL6	172.151	METTL6	267.5654
METTL7A	662.4227	METTL7A	2172.3856
removed	removed	METTL7B	13.0719
METTL8	355.7787	METTL8	457.5163
METTL9	2095.9383	METTL9	1935.4575
MET	468.7528	MET	1767.9739
MEX3A	259.3024	MEX3A	806.781
MEX3B	96.4763	MEX3B	176.8791
MEX3C	960.1004	MEX3C	2029.8203
MEX3D	571.6847	MEX3D	388.4804
MFAP1	910.607	MFAP1	1176.0621
MFAP2	917.78	MFAP2	184.232
MFAP3L	186.4969	MFAP3L	729.1667
MFAP3	1939.2092	MFAP3	1147.4673
MFAP4	1362.5034	MFAP4	2887.6634
MFAP5	610.0601	MFAP5	819.0359
MFF	1116.1123	MFF	1133.5784
MFGE8	1727.2483	MFGE8	9705.8824
MFHAS1	273.6483	MFHAS1	191.9935
MFI2	195.8218	MFI2	814.134
MFN1	760.3335	MFN1	954.6569
MFN2	3126.6924	MFN2	2433.8235
MFNG	190.8007	MFNG	241.4216
MFRP	847.485	MFRP	241.4216
MFSD10	1011.3871	MFSD10	562.5
MFSD11	405.0569	MFSD11	457.0833
MFSD1	1892.585	MFSD1	1882.7614
MFSD2A	108.3117	MFSD2A	67.402
MFSD2B	21.1602	MFSD2B	8.5784
MFSD3	353.2682	MFSD3	110.7026
MFSD4	66.3499	MFSD4	438.317
MFSD5	798.3502	MFSD5	578.8399
MFSD6L	133.0584	MFSD6L	51.8791
MFSD6	2807.1371	MFSD6	2179.7386
MFSD7	329.9453	MFSD7	112.5613
MFSD8	216.2647	MFSD8	395.0163
MFSD9	163.9021	MFSD9	204.2484
MGAM	12.5527	MGAM	37.5817
MGAT1	3142.1142	MGAT1	2344.7712
MGAT2	798.3502	MGAT2	579.2484
MGAT3	63.122	MGAT3	273.2843
MGAT4A	947.1891	MGAT4A	1388.0719
MGAT4B	1650.4976	MGAT4B	1146.2418
MGAT5B	32.2783	MGAT5B	8.1699
MGAT5	320.9899	MGAT5	401.9608
MGA	1126.8717	MGA	1959.1503
MGC12916	9.3248	MGC12916	25.7353
MGC12982	16.8565	MGC12982	17.9739
MGC16121	12.5527	MGC16121	34.3137
MGC16142	7.173	MGC16142	23.6928
MGC16275	20.8016	MGC16275	45.7516
MGC21881	84.9996	MGC21881	161.7647
MGC23270	21.1602	MGC23270	22.4673
MGC23284	19.0083	MGC23284	26.5523
MGC2752	591.4104	MGC2752	642.1569
MGC29506	213.0369	MGC29506	71.4869
MGC3771	10.9782	MGC3771	12.1487
MGC42105	5.7384	MGC42105	13.8889
MGC45800	5.0211	MGC45800	5.3105
MGC57346	203.712	MGC57346	313.268
MGC70857	335.3358	MGC70857	270.4248
MGC72080	60.9952	MGC72080	30.4167
MGC87042	19.367	MGC87042	12.2549
MGEA5	4487.7611	MGEA5	4244.281
MGLL	703.3085	MGLL	1814.951
MGMT	475.2085	MGMT	353.7582
MGP	8713.3507	MGP	69597.6307
MGRN1	1312.2927	MGRN1	947.7124
MGST1	3120.5954	MGST1	1492.6471
MGST2	591.769	MGST2	686.683
MGST3	1630.772	MGST3	1272.4673
removed	removed	MIA2	7.7614
MIA3	2865.2381	MIA3	2171.5686
MIAT	30.8437	MIAT	40.4412
MIA	51.2687	MIA	582.4632
MIB1	2677.3066	MIB1	1696.8954
MIB2	284.7664	MIB2	267.5654
MICAL1	469.7929	MICAL1	354.5752
MICAL2	3851.5198	MICAL2	1286.3562
MICAL3	554.8283	MICAL3	1645.4248
MICALCL	436.4745	MICALCL	72.7124
MICALL1	455.1242	MICALL1	1266.3399
MICALL2	416.3902	MICALL2	297.7941
MICA	256.7919	MICA	426.4706
MICB	95.0417	MICB	56.3725
MID1IP1	609.3428	MID1IP1	318.219
MID1	163.9021	MID1	956.2908
MID2	965.8388	MID2	921.1601
MIDN	3170.0888	MIDN	2169.9346
MIER1	964.0455	MIER1	921.1601
MIER2	449.3858	MIER2	396.6503
MIER3	1065.9016	MIER3	657.6797
MIF4GD	614.8803	MIF4GD	408.0474
MIF	3513.5587	MIF	1179.7059
MIIP	272.2138	MIIP	162.5817
MINA	421.5009	MINA	1039.9142
MINK1	1650.9029	MINK1	2311.1642
MINPP1	380.1668	MINPP1	442.402
MIOS	986.6404	MIOS	718.9542
MIPEP	515.0184	MIPEP	516.7484
MIPOL1	171.7923	MIPOL1	130.3105
MIR155HG	12.9113	removed	removed
MIR17HG	5.7384	MIR17HG	29.0033
MIS12	495.2927	MIS12	475.0817
MITD1	220.2098	MITD1	235.7026
MITF	393.7954	MITF	379.902
MKI67IP	754.2078	MKI67IP	925.6454
MKI67	740.6079	MKI67	341.9118
MKKS	805.1645	MKKS	765.5229
MKL1	931.4086	MKL1	1104.9837
MKL2	2400.0717	MKL2	2956.2908
MKLN1	1916.2557	MKLN1	1764.2974
MKNK1	405.351	MKNK1	402.7941
MKNK2	4560.208	MKNK2	2566.9935
MKRN1	3723.4825	MKRN1	3168.7092
MKRN2	566.6637	MKRN2	759.3954
MKS1	241.7287	MKS1	284.3137
MKX	7.173	MKX	27.7778
MLEC	7890.2537	MLEC	5116.4216
MLF1IP	212.2586	MLF1IP	123.3415
MLF1	463.3731	MLF1	412.5817
MLF2	2626.0199	MLF2	2171.5686
MLH1	669.5956	MLH1	713.6438
MLH3	347.5298	MLH3	660.1307
MLKL	154.2186	MLKL	178.1046
MLL2	2610.1677	MLL2	2755.29
MLL3	1979.3777	MLL3	3922.3856
MLL4	1270.3309	MLL4	1102.9412
MLL5	1955.7715	MLL5	3001.634
MLLT10	539.7651	MLLT10	905.6373
MLLT11	122.6576	MLLT11	140.5229
MLLT1	1978.6605	MLLT1	1354.9837
MLLT3	393.4367	MLLT3	448.1209
MLLT4	2461.4005	MLLT4	4821.4869
MLLT6	3540.9307	MLLT6	4893.7908
MLL	2400.0717	MLL	3712.0098
MLPH	3791.2669	MLPH	1696.0784
MLST8	651.9824	MLST8	532.259
MLXIPL	9.6835	MLXIPL	20.0163
MLXIP	604.6804	MLXIP	1196.0784
MLX	882.177	MLX	1207.6961
MLYCD	382.3187	MLYCD	302.6961
MMAA	276.1589	MMAA	312.9085
MMAB	483.816	MMAB	548.2026
MMACHC	109.3876	MMACHC	225.4902
MMADHC	1811.5305	MMADHC	1673.6111
MMD	344.6606	MMD	239.7876
MMEL1	37.1882	removed	removed
MME	518.9635	MME	5714.8693
MMGT1	928.1808	MMGT1	844.3627
MMP10	55.2318	MMP10	11.4379
MMP11	8032.637	MMP11	135.6209
MMP12	9.6835	MMP12	5.719
MMP13	157.4464	MMP13	8.1699
MMP14	12262.5303	MMP14	6270.8333
MMP15	1373.2628	MMP15	316.9935
MMP16	330.3147	MMP16	225.8987
MMP17	73.1642	MMP17	40.0327
MMP19	303.4161	MMP19	426.8791
MMP1	24.3881	MMP1	7.3529
removed	removed	MMP23A	15.1144
MMP23B	84.9996	MMP23B	76.7974
MMP24	229.8933	MMP24	323.5294
MMP25	22.5195	MMP25	36.826
removed	removed	MMP27	14.7059
MMP28	100.0628	MMP28	115.1961
MMP2	9104.9942	MMP2	12191.9935
MMP3	415.6729	MMP3	89.0523
MMP7	866.852	MMP7	2035.5392
MMP9	6157.2671	MMP9	11.8464
MMRN1	208.7331	MMRN1	1712.8268
MMRN2	1136.1965	MMRN2	1365.1961
MMS19	874.0249	MMS19	1408.0882
MN1	220.9271	MN1	195.6699
MNAT1	148.1216	MNAT1	292.4837
MND1	15.0632	MND1	9.3954
MNDA	170.3578	MNDA	137.2549
MNS1	57.025	MNS1	101.7157
MNT	526.8538	MNT	611.9281
MOAP1	633.0135	MOAP1	974.2647
MOB2	472.6979	MOB2	444.0359
MOBKL1A	773.2449	MOBKL1A	732.8431
MOBKL1B	858.2444	MOBKL1B	709.9673
MOBKL2A	1402.6719	MOBKL2A	941.585
MOBKL2B	205.1466	MOBKL2B	713.6438
MOBKL2C	354.9825	MOBKL2C	585.3595
MOBKL3	1234.4661	MOBKL3	936.2745
MOCOS	507.1281	MOCOS	217.3203
MOCS1	264.2912	MOCS1	847.8391
MOCS2	1000.6276	MOCS2	801.4706
MOCS3	269.7032	MOCS3	193.219
MOGAT2	11.1181	MOGAT2	28.1863
MOGS	1170.9854	MOGS	1038.3987
MON1A	168.9232	MON1A	169.5261
MON1B	745.9876	MON1B	668.7092
MON2	1136.1965	MON2	1488.5621
MORC2	760.6922	MORC2	1034.7222
MORC3	978.7501	MORC3	1213.2353
MORC4	747.4222	MORC4	656.0458
MORF4L1	3436.5642	MORF4L1	3634.8039
MORF4L2	8434.3226	MORF4L2	3844.3627
removed	removed	MORF4	8.5784
MORN1	136.2862	MORN1	74.7549
MORN2	258.2265	MORN2	176.8791
MORN3	35.1475	MORN3	15.1144
MORN4	121.9403	MORN4	257.7614
MOSC1	172.8683	MOSC1	240.6046
MOSC2	682.1483	MOSC2	276.5523
MOSPD1	298.0364	MOSPD1	234.8856
MOSPD2	429.6602	MOSPD2	388.4804
MOSPD3	440.061	MOSPD3	212.4183
MOV10	824.1729	MOV10	867.2386
MOXD1	157.0878	MOXD1	113.5621
MPDU1	1771.7206	MPDU1	667.4877
MPDZ	924.5943	MPDZ	1565.3595
MPEG1	704.0258	MPEG1	931.3725
MPG	835.291	MPG	424.8366
MPHOSPH10	649.87	MPHOSPH10	1011.0294
MPHOSPH6	260.3784	MPHOSPH6	400.7353
MPHOSPH8	650.9459	MPHOSPH8	1631.1275
MPHOSPH9	154.2186	MPHOSPH9	133.9869
MPI	516.453	MPI	627.0425
MPL	19.367	MPL	33.4967
MPND	659.5535	MPND	247.1405
removed	removed	MPO	20.8333
MPP1	402.0443	MPP1	365.1961
MPP2	55.5904	MPP2	191.1765
MPP3	43.0377	MPP3	85.7843
MPP5	728.0552	MPP5	972.6307
MPP6	30.4851	MPP6	112.3366
MPP7	1042.2308	MPP7	688.7255
MPPE1	595.3555	MPPE1	540.4412
removed	removed	MPPED1	19.6078
MPPED2	29.0505	MPPED2	121.732
MPRIP	1776.383	MPRIP	2259.8039
MPST	418.5421	MPST	436.683
MPV17L2	347.8885	MPV17L2	198.5294
MPV17L	93.9657	MPV17L	179.7386
MPV17	900.9235	MPV17	587.4183
MPZL1	5191.787	MPZL1	7792.4837
MPZL2	674.258	MPZL2	1248.366
MPZL3	103.6492	MPZL3	85.7843
MPZ	13.27	MPZ	40.4412
MR1	530.4402	MR1	253.6765
MRAP2	42.3205	MRAP2	95.5882
MRAS	660.9881	MRAS	2338.6438
MRC1	102.2147	MRC1	325.5719
MRC2	4620.1022	MRC2	4162.1732
MRE11A	721.9582	MRE11A	670.3431
MREG	644.8489	MREG	640.5229
MRFAP1L1	1066.9775	MRFAP1L1	1710.3758
MRFAP1	4879.046	MRFAP1	6096.8137
MRGPRF	158.1637	MRGPRF	374.5915
MRGPRX3	8.6075	MRGPRX3	46.1601
MRI1	528.2884	MRI1	590.2778
MRM1	123.7335	MRM1	75.5719
MRO	41.2445	MRO	35.5392
MRP63	480.3873	MRP63	578.0229
MRPL10	802.2953	MRPL10	823.1209
MRPL11	695.4183	MRPL11	530.2288
MRPL12	756.0298	MRPL12	444.0359
MRPL13	626.1992	MRPL13	379.902
MRPL14	671.0302	MRPL14	405.6373
MRPL15	1007.4419	MRPL15	631.5359
MRPL16	766.4306	MRPL16	574.7549
MRPL17	1059.0872	MRPL17	643.3824
MRPL18	494.5755	MRPL18	650.7353
MRPL19	1558.3251	MRPL19	1008.1699
MRPL1	271.1378	MRPL1	328.8399
MRPL20	1305.6541	MRPL20	903.027
MRPL21	499.5965	MRPL21	300.6536
MRPL22	521.474	MRPL22	330.0654
MRPL23	918.8559	MRPL23	310.4575
MRPL24	1879.315	MRPL24	816.9935
MRPL27	677.4859	MRPL27	450.5719
MRPL28	793.3291	MRPL28	554.3301
MRPL2	389.4916	MRPL2	396.6503
MRPL30	800.6922	MRPL30	925.2083
MRPL32	802.654	MRPL32	646.6503
MRPL33	430.7361	MRPL33	502.8595
MRPL34	761.0508	MRPL34	361.5196
MRPL35	905.2273	MRPL35	807.1895
MRPL36	388.057	MRPL36	209.9673
MRPL37	1740.5182	MRPL37	1131.1275
MRPL38	650.4689	MRPL38	465.1389
MRPL39	403.4789	MRPL39	353.7582
MRPL3	1829.1043	MRPL3	1531.4542
MRPL40	441.1369	MRPL40	523.2843
MRPL41	766.7892	MRPL41	222.2222
removed	removed	MRPL42P5	10.9804
MRPL42	668.161	MRPL42	420.7516
MRPL43	750.1695	MRPL43	740.7394
MRPL44	679.6378	MRPL44	588.6438
MRPL45	1118.2641	MRPL45	1285.9477
MRPL46	277.9521	MRPL46	361.5196
MRPL47	581.0096	MRPL47	379.085
MRPL48	401.6856	MRPL48	313.317
MRPL49	1937.4159	MRPL49	1361.9281
MRPL4	851.4301	MRPL4	523.6928
MRPL50	371.9179	MRPL50	429.3301
MRPL51	1695.6873	MRPL51	1198.9379
MRPL52	372.9938	MRPL52	212.8268
MRPL53	456.9174	MRPL53	181.6667
MRPL54	744.553	MRPL54	340.2778
MRPL55	805.5232	MRPL55	259.3954
MRPL9	1379.5571	MRPL9	888.0188
MRPS10	1010.6698	MRPS10	741.0131
MRPS11	500.3138	MRPS11	331.6993
MRPS12	663.0718	MRPS12	252.8595
MRPS14	692.9077	MRPS14	301.4706
MRPS15	1118.9814	MRPS15	712.4183
MRPS16	1301.8775	MRPS16	1177.2876
MRPS17	333.3668	MRPS17	276.0743
MRPS18A	608.6255	MRPS18A	549.4281
MRPS18B	1012.8217	MRPS18B	1370.915
MRPS18C	255.967	MRPS18C	241.9404
MRPS21	1409.8449	MRPS21	829.6569
MRPS22	478.7949	MRPS22	452.6144
MRPS23	606.8322	MRPS23	440.768
MRPS24	995.6066	MRPS24	601.3072
MRPS25	456.6556	MRPS25	712.3039
MRPS26	663.14	MRPS26	520.8333
MRPS27	1658.0292	MRPS27	1890.5229
MRPS28	224.8615	MRPS28	216.7075
MRPS2	775.0166	MRPS2	676.8219
MRPS30	1610.6877	MRPS30	457.9248
MRPS31	260.3784	MRPS31	469.7712
MRPS33	601.4525	MRPS33	525.7353
MRPS34	1226.2172	MRPS34	573.9379
MRPS35	1559.0424	MRPS35	1100.4902
MRPS36	428.9429	MRPS36	245.5065
MRPS5	653.8151	MRPS5	696.4869
MRPS6	512.6728	MRPS6	514.1667
MRPS7	1115.9545	MRPS7	810.0899
MRPS9	393.7954	MRPS9	601.7157
MRRF	377.2976	MRRF	512.2549
MRS2	752.0846	MRS2	525.7353
MRTO4	635.5241	MRTO4	892.5654
MRVI1	413.1624	MRVI1	965.2778
MS4A14	138.994	MS4A14	91.4583
MS4A15	58.4596	removed	removed
MS4A1	28.3332	MS4A1	15.5229
MS4A2	59.8942	MS4A2	37.9902
MS4A4A	117.9952	MS4A4A	121.732
MS4A6A	638.3933	MS4A6A	607.0261
MS4A7	894.6292	MS4A7	346.0417
MS4A8B	16.4978	removed	removed
MSC	244.6911	MSC	48.8685
MSH2	1158.7914	MSH2	1006.1275
MSH3	668.7779	MSH3	576.3317
MSH5	62.125	MSH5	161.3113
MSH6	2123.1956	MSH6	2002.8595
MSI1	8.6075	MSI1	93.5458
MSI2	424.2805	MSI2	223.8562
MSL1	1866.045	MSL1	2370.5065
MSL2	936.4297	MSL2	1295.7516
MSL3L2	206.9398	MSL3L2	98.0392
MSL3	504.2589	MSL3	641.3399
MSLN	5.7384	removed	removed
MSMB	825.6075	removed	removed
MSMP	43.3964	MSMP	33.9052
MSN	8249.6189	MSN	8801.0621
MSR1	868.2866	MSR1	181.781
MSRA	198.3323	MSRA	278.5948
MSRB2	745.9876	MSRB2	319.4444
MSRB3	1062.3151	MSRB3	2515.1144
MST1P2	12.5527	MST1P2	82.9248
MST1P9	6.8143	MST1P9	46.5686
MST1R	235.273	MST1R	161.3562
MST1	7.5316	MST1	69.4444
MST4	310.5891	MST4	329.2484
removed	removed	MSTN	13.4804
MSTO1	892.6172	MSTO1	475.1021
MSTO2P	77.9844	MSTO2P	122.2712
MSX1	65.6326	MSX1	87.4183
MSX2	213.3955	MSX2	178.9216
MT1A	7.5316	removed	removed
MT1E	187.9315	MT1E	713.2353
MT1F	77.8266	MT1F	125
MT1G	13.9873	MT1G	70.2614
MT1L	12.5527	MT1L	34.7222
MT1M	13.27	MT1M	44.1176
MT1X	267.91	MT1X	575.9804
MT2A	627.2752	MT2A	1382.7614
MTA1	518.6049	MTA1	1013.0719
MTA2	1866.4037	MTA2	1946.0784
MTA3	1347.4402	MTA3	981.6176
MTAP	628.3511	MTAP	990.6046
MTBP	69.9363	MTBP	129.085
MTCH1	3178.3377	MTCH1	3231.6176
MTCH2	2568.9949	MTCH2	1093.9542
MTCP1NB	261.2571	MTCP1NB	264.0727
MTCP1	14.5432	MTCP1	23.509
MTDH	2940.1955	MTDH	2977.1242
MTERFD1	260.0197	MTERFD1	317.8105
MTERFD2	400.9683	MTERFD2	521.6503
MTERFD3	641.6211	MTERFD3	619.281
MTERF	273.2897	MTERF	330.8824
MTF1	540.841	MTF1	866.8301
MTF2	294.0913	MTF2	598.4477
MTFMT	187.5729	MTFMT	231.6176
MTFR1	452.9723	MTFR1	326.9567
MTG1	335.3358	MTG1	293.3007
MTHFD1L	223.7963	MTHFD1L	396.2418
MTHFD1	1157.4823	MTHFD1	1403.4355
MTHFD2L	137.918	MTHFD2L	173.5825
MTHFD2	1381.8703	MTHFD2	701.3889
MTHFR	855.2174	MTHFR	744.6364
MTHFSD	277.5935	MTHFSD	355.3922
MTHFS	409.9345	MTHFS	214.0523
MTIF2	755.6711	MTIF2	915.4412
MTIF3	570.2502	MTIF3	724.6732
MTL5	697.9288	MTL5	264.2974
MTM1	465.8836	MTM1	499.5915
MTMR10	669.1545	MTMR10	1089.6855
MTMR11	212.6782	MTMR11	343.9542
MTMR12	1332.0183	MTMR12	2300.6536
MTMR14	576.7058	MTMR14	672.7941
MTMR15	474.5737	MTMR15	770.2002
MTMR1	1094.952	MTMR1	1062.5
MTMR2	938.2229	MTMR2	770.0163
MTMR3	1288.6219	MTMR3	2199.7549
MTMR4	828.8353	MTMR4	1268.3824
MTMR6	809.1097	MTMR6	705.4739
MTMR7	156.3023	MTMR7	57.7451
MTMR8	10.4008	MTMR8	16.8954
MTMR9L	18.6497	MTMR9L	113.5621
MTMR9	442.1842	MTMR9	468.9093
MTO1	338.205	MTO1	468.9542
MTOR	1769.5687	MTOR	1846.8137
MTP18	162.6863	MTP18	144.0972
MTPAP	446.8753	MTPAP	550.6536
MTRF1L	195.8218	MTRF1L	247.9575
MTRF1	55.5904	MTRF1	115.1961
MTRR	478.0776	MTRR	663.3987
MTR	1625.0336	MTR	1669.1176
MTSS1L	678.9205	MTSS1L	1472.2222
MTSS1	1443.5578	MTSS1	780.2288
MTUS1	2704.2051	MTUS1	3505.719
MTUS2	40.1686	MTUS2	30.6373
MTX1	766.3086	MTX1	327.5286
MTX2	602.1698	MTX2	511.0294
MTX3	854.6579	MTX3	687.0915
MUC15	26.5399	MUC15	623.7745
MUC16	345.7366	MUC16	403.5948
MUC1	18850.1748	MUC1	2062.9085
MUC20	41.2445	MUC20	232.0261
removed	removed	MUC4	63.317
MUC5B	61.6874	MUC5B	492.2386
removed	removed	MUC6	98.4477
removed	removed	MUCL1	281.4542
MUDENG	714.4266	MUDENG	760.6209
MUL1	869.7212	MUL1	717.7288
MUM1L1	63.122	MUM1L1	35.1307
MUM1	752.0846	MUM1	919.1176
MUS81	447.2339	MUS81	339.4608
MUSTN1	26.6045	MUSTN1	70.1225
MUTED	329.5974	MUTED	410.9477
MUTYH	87.528	MUTYH	110.9477
MUT	1449.2962	MUT	1158.9052
MVD	364.7449	MVD	180.5556
MVK	242.8046	MVK	247.549
MVP	3608.7151	MVP	2333.7418
MX1	791.8946	MX1	860.7026
MX2	244.9565	MX2	236.5196
MXD1	654.8911	MXD1	585.7843
MXD3	150.4098	MXD3	80.2124
MXD4	1302.2505	MXD4	1370.098
MXI1	622.6127	MXI1	2254.4935
MXRA5	12137.3621	MXRA5	6337.8268
MXRA7	1267.4617	MXRA7	2164.6242
MXRA8	3207.7468	MXRA8	1778.5948
MYADM	3143.1902	MYADM	6142.5654
MYBBP1A	1016.3257	MYBBP1A	1272.5531
MYBL1	95.759	MYBL1	55.1471
MYBL2	204.7879	MYBL2	93.1373
MYBPC1	12.5527	MYBPC1	193.6275
MYB	1909.0828	MYB	993.8725
MYCBP2	1906.2136	MYCBP2	2687.9085
MYCBPAP	30.1264	removed	removed
MYCBP	1168.4748	MYCBP	710.9967
MYCL1	111.8981	MYCL1	196.0784
removed	removed	MYCN	27.3693
MYCT1	284.4078	MYCT1	470.5882
MYC	844.6158	MYC	5728.3497
MYD88	1200.3945	MYD88	1211.1928
MYEF2	591.5789	MYEF2	478.2353
MYEOV2	645.9249	MYEOV2	427.6961
MYEOV	57.025	MYEOV	455.0654
MYH10	2684.8382	MYH10	3087.0098
MYH11	1357.095	MYH11	14220.2206
MYH14	3568.1879	MYH14	2357.4346
MYH3	7.5316	MYH3	56.781
removed	removed	MYH7B	26.1438
MYH7	5.0211	removed	removed
MYH9	32207.2985	MYH9	33359.4771
MYL12A	6414.059	MYL12A	5642.5654
MYL12B	7396.7542	MYL12B	7033.9052
MYL5	159.5373	MYL5	128.4518
MYL6B	392.3608	MYL6B	714.8693
MYL6	14844.4365	MYL6	13485.7026
removed	removed	MYL7	127.0425
MYL9	4388.7743	MYL9	9484.8856
MYLIP	764.6373	MYLIP	1196.4869
removed	removed	MYLK3	7.3529
MYLK4	31.9197	MYLK4	92.7288
MYLK	1845.5913	MYLK	14024.902
MYNN	497.086	MYNN	505.719
MYO10	2188.4695	MYO10	1287.5817
MYO15A	7.5316	MYO15A	17.1569
MYO15B	140.59	MYO15B	494.6895
removed	removed	MYO16	5.719
MYO18A	1883.2027	MYO18A	2568.2435
MYO19	249.02	MYO19	361.6013
MYO1B	3141.0383	MYO1B	2455.4739
MYO1C	6038.196	MYO1C	4622.1405
MYO1D	3941.1817	MYO1D	2400.7353
MYO1E	1677.0376	MYO1E	1576.3889
MYO1F	306.2853	MYO1F	204.6569
MYO1G	88.2274	MYO1G	54.7386
removed	removed	MYO1H	19.1993
removed	removed	MYO3A	11.4379
MYO3B	10.4008	MYO3B	11.0294
MYO5A	1524.6122	MYO5A	1047.3856
MYO5B	3726.7103	MYO5B	2677.2876
MYO5C	1701.1136	MYO5C	2235.2002
MYO6	3793.7775	MYO6	3414.6242
MYO7A	27.2572	MYO7A	83.3333
MYO7B	6.097	removed	removed
MYO9A	796.9156	MYO9A	1079.2484
MYO9B	2218.9545	MYO9B	1736.5196
MYOCD	13.27	MYOCD	37.5817
removed	removed	MYOC	14.7059
MYOF	6235.4523	MYOF	8944.0359
MYOM1	50.2107	MYOM1	142.9739
MYOM2	46.2656	MYOM2	104.1667
MYOM3	16.8565	MYOM3	142.9739
MYOZ1	12.194	MYOZ1	19.1993
removed	removed	MYOZ2	6.1275
MYOZ3	25.1054	MYOZ3	113.5621
MYPOP	137.7208	MYPOP	118.0556
MYRIP	58.4596	MYRIP	134.3954
MYSM1	264.6821	MYSM1	222.6307
MYST1	344.6606	MYST1	575.5719
MYST2	1236.2593	MYST2	1499.183
MYST3	2174.8408	MYST3	2619.6895
MYST4	1683.1346	MYST4	1859.0686
MZF1	296.297	MZF1	262.6389
N4BP1	1379.3598	N4BP1	1654.8203
N4BP2L1	274.7243	N4BP2L1	739.3791
N4BP2L2	882.2738	N4BP2L2	1745.915
N4BP2	238.1422	N4BP2	410.5392
N4BP3	1266.7444	N4BP3	265.9314
N6AMT1	327.4455	N6AMT1	437.0915
N6AMT2	144.8938	N6AMT2	141.3399
NAA10	757.1057	NAA10	545.7516
NAA15	860.0377	NAA15	1352.9412
NAA16	181.4758	NAA16	377.0425
NAA20	1231.9555	NAA20	869.6895
NAA25	540.1237	NAA25	795.3431
NAA30	549.4486	NAA30	603.7582
NAA35	599.3006	NAA35	491.0131
NAA38	509.9973	NAA38	379.085
NAA40	467.6769	NAA40	608.2516
NAA50	2524.1639	NAA50	2619.6895
NAAA	567.0223	NAAA	629.085
NAALAD2	15.7805	NAALAD2	54.7386
NAALADL1	31.561	NAALADL1	69.4444
NAALADL2	350.7576	NAALADL2	641.7484
NAB1	971.5772	NAB1	1397.0588
NAB2	358.2892	NAB2	916.6667
NACA2	34.0716	NACA2	65.768
NACAD	73.1642	NACAD	122.1405
NACAP1	97.9109	NACAP1	157.2712
removed	removed	NACA	27818.6275
NACC1	1626.4682	NACC1	775.3268
NACC2	75.3161	NACC2	33.4967
NADK	958.6658	NADK	897.4673
NADSYN1	939.2988	NADSYN1	722.6307
NAE1	1149.4665	NAE1	810.866
NAF1	219.1339	NAF1	203.0229
NAGA	1027.5226	NAGA	805.1471
NAGK	1102.8423	NAGK	769.6078
NAGLU	541.917	NAGLU	493.4641
NAGPA	177.5307	NAGPA	144.6078
NAGS	265.0408	NAGS	64.134
NAIF1	193.3112	NAIF1	207.1078
NAIP	40.1686	NAIP	61.2745
NALCN	51.6453	NALCN	401.9608
NAMPT	4074.2401	NAMPT	1683.415
NANOS1	101.1387	NANOS1	308.415
NANOS3	7.173	removed	removed
NANP	163.5434	NANP	209.9673
NANS	2200.3049	NANS	659.3137
NAP1L1	7604.0527	NAP1L1	9366.0131
NAP1L2	53.4385	NAP1L2	203.0229
NAP1L3	91.4552	NAP1L3	164.6242
NAP1L4	2787.7701	NAP1L4	2447.3039
NAP1L5	128.3959	NAP1L5	286.7647
removed	removed	NAP1L6	7.3529
NAPA	4239.8243	NAPA	2349.085
NAPB	194.7458	NAPB	351.3072
NAPEPLD	618.517	NAPEPLD	444.1462
NAPG	702.2326	NAPG	601.7157
NAPRT1	969.0666	NAPRT1	332.9248
NAPSB	55.5904	NAPSB	40.0327
NARFL	461.2212	NARFL	390.1144
NARF	544.0689	NARF	599.2647
NARG2	1045.4586	NARG2	1107.0261
NARS2	446.8753	NARS2	415.4412
NARS	3594.7279	NARS	2852.5327
NASP	1048.3278	NASP	1646.2418
NAT10	1422.7562	NAT10	1320.6699
NAT14	252.4881	NAT14	153.1863
NAT15	929.2567	NAT15	785.5392
NAT1	14250.8742	NAT1	239.3791
NAT2	265.3994	removed	removed
NAT6	75.2587	NAT6	147.8554
NAT8L	20.8016	NAT8L	56.781
NAT9	334.2598	NAT9	347.2222
NAV1	1075.2264	NAV1	1075.1634
NAV2	821.2248	NAV2	5341.6953
NAV3	81.4131	NAV3	352.9412
NBAS	2045.0103	NBAS	1663.3987
NBEAL1	316.6861	NBEAL1	289.2157
NBEAL2	579.2164	NBEAL2	1306.3725
NBEA	509.28	NBEA	429.3301
NBL1	3323.2314	NBL1	2552.2876
NBLA00301	14.7046	NBLA00301	60.866
NBN	2136.1069	NBN	1834.9673
