gene_id	TCGA-E2-A1L7-01A-11R-A144-07	gene_id	TCGA-E2-A1L7-11A-33R-A144-07
CASP5	6.7936	CASP5	6.9218
CASP6	256.7027	CASP6	372.1498
CASP7	596.3848	CASP7	867.671
CASP8AP2	1389.3	CASP8AP2	620.114
CASP8	566.7839	CASP8	538.2736
CASP9	238.748	CASP9	365.6352
removed	removed	CASQ1	16.2866
CASQ2	9.7052	CASQ2	97.3127
CASS4	39.7913	CASS4	48.8599
CAST	3431.6875	CAST	4684.9186
CASZ1	1347.5676	CASZ1	1317.5896
CATSPER2P1	15.6496	CATSPER2P1	21.7752
CATSPER2	28.6304	CATSPER2	57.8176
CATSPER3	14.0725	CATSPER3	7.7362
CATSPERB	35.424	CATSPERB	54.1531
CATSPERG	18.9251	CATSPERG	46.4169
CAT	1524.6876	CAT	1826.5472
CAV1	730.8019	CAV1	7969.4625
CAV2	300.8613	CAV2	2089.9837
CBARA1	1541.6717	CBARA1	1162.4593
CBFA2T2	856.4843	CBFA2T2	852.6059
CBFA2T3	31.0567	CBFA2T3	194.2182
CBFB	1286.9101	CBFB	883.9577
CBLB	400.3397	CBLB	532.5733
CBLC	224.1902	CBLC	280.5375
CBLL1	519.2284	CBLL1	743.0782
CBLN1	469.2466	CBLN1	27.2801
CBLN2	468.7614	removed	removed
CBLN3	112.5804	CBLN3	69.2182
CBLN4	7.7642	CBLN4	31.3518
CBL	709.4504	CBL	958.0619
CBR1	678.7626	CBR1	713.0741
CBR3	434.3079	CBR3	142.5081
CBR4	397.4281	CBR4	553.3388
CBS	1163.1687	CBS	159.202
CBWD1	1082.6156	CBWD1	631.5147
CBWD2	1057.8673	CBWD2	424.6743
CBWD3	918.1123	CBWD3	468.18
CBWD6	161.5917	CBWD6	102.1987
CBX1	3047.4342	CBX1	1681.1889
CBX2	1525.6581	CBX2	81.0261
CBX3	8051.4376	CBX3	2454.3974
CBX4	673.5412	CBX4	418.9739
CBX5	4041.2471	CBX5	3084.2834
CBX6	308.1402	CBX6	649.43
CBX7	491.5686	CBX7	1936.0749
CBX8	183.9136	CBX8	52.5244
CBY1	550.6296	CBY1	613.0456
CC2D1A	815.2372	CC2D1A	1164.4951
CC2D1B	950.1395	CC2D1B	871.3355
CC2D2A	259.6142	CC2D2A	447.8827
removed	removed	CC2D2B	9.3648
CCAR1	2467.5482	CCAR1	1226.7915
removed	removed	CCBE1	13.8436
CCBL1	124.7119	CCBL1	124.5928
CCBL2	638.1172	CCBL2	776.1971
CCBP2	20.8662	CCBP2	68.8111
CCDC101	187.7957	CCDC101	268.3225
CCDC102A	95.111	CCDC102A	208.4691
CCDC102B	59.2017	CCDC102B	157.1661
CCDC103	151.8864	CCDC103	183.6319
CCDC104	1190.8286	CCDC104	870.114
CCDC106	232.4396	CCDC106	222.3127
CCDC107	387.6987	CCDC107	451.1604
CCDC109A	672.0854	CCDC109A	424.2671
CCDC109B	469.7319	CCDC109B	226.7915
CCDC110	25.7188	CCDC110	57.4104
CCDC111	114.7883	CCDC111	289.3078
CCDC112	323.1833	CCDC112	135.9935
CCDC113	182.4578	CCDC113	280.9446
CCDC114	83.95	CCDC114	30.1303
CCDC115	707.9947	CCDC115	840.798
CCDC117	2225.8886	CCDC117	611.9707
CCDC11	28.6304	CCDC11	37.0521
CCDC120	356.181	CCDC120	470.684
CCDC121	97.5373	CCDC121	112.3779
CCDC122	81.5237	CCDC122	109.9349
CCDC123	802.1351	CCDC123	434.4463
CCDC124	1004.0034	CCDC124	739.0065
CCDC125	245.5417	CCDC125	397.3941
CCDC126	83.4648	CCDC126	221.9055
CCDC127	570.666	CCDC127	311.0749
removed	removed	CCDC129	21.5798
CCDC12	640.5435	CCDC12	565.9609
CCDC130	393.546	CCDC130	447.8827
CCDC132	274.172	CCDC132	625.4072
CCDC134	89.2879	CCDC134	80.2117
CCDC136	73.2743	CCDC136	129.4788
CCDC137	1018.5612	CCDC137	375
CCDC138	133.9318	CCDC138	58.6319
CCDC13	5.8231	CCDC13	14.658
CCDC141	17.9546	CCDC141	30.9446
CCDC142	224.3698	CCDC142	147.5041
removed	removed	CCDC144A	10.6637
removed	removed	CCDC144B	12.215
CCDC146	130.535	CCDC146	160.4235
removed	removed	CCDC147	6.9218
CCDC148	63.0838	CCDC148	41.9381
CCDC149	448.3804	CCDC149	669.7883
CCDC14	1032.1485	CCDC14	1087.9479
CCDC150	47.0702	CCDC150	12.6221
CCDC151	9.7052	CCDC151	10.1792
CCDC152	38.2191	CCDC152	163.5261
CCDC153	5.3379	CCDC153	5.7003
CCDC157	94.1599	CCDC157	57.4349
CCDC158	8.2494	CCDC158	48.4528
CCDC159	105.7867	CCDC159	219.4625
CCDC15	59.2017	CCDC15	73.2899
CCDC160	53.3786	CCDC160	35.0163
CCDC163P	61.628	CCDC163P	32.1661
CCDC17	10.6757	CCDC17	6.1075
CCDC18	232.0514	CCDC18	47.2313
CCDC19	79.0974	CCDC19	22.3941
CCDC21	964.6973	CCDC21	325.7329
CCDC22	536.2902	CCDC22	553.8559
CCDC23	529.4189	CCDC23	243.4853
CCDC24	197.1661	CCDC24	222.2394
CCDC25	695.8632	CCDC25	937.2964
CCDC28A	409.0744	CCDC28A	447.8827
CCDC28B	157.2243	CCDC28B	67.9967
CCDC30	161.5917	CCDC30	122.9642
CCDC34	378.503	CCDC34	311.4821
CCDC36	13.5873	CCDC36	23.2085
CCDC39	16.4988	CCDC39	23.5871
CCDC3	295.0382	CCDC3	886.8078
CCDC40	136.8434	CCDC40	154.316
CCDC41	340.1674	CCDC41	199.1042
CCDC43	399.8544	CCDC43	406.3518
CCDC45	855.5138	CCDC45	649.43
CCDC46	38.8014	CCDC46	271.1726
CCDC47	4001.941	CCDC47	2825.7329
CCDC48	18.9251	CCDC48	50.8958
CCDC50	1130.6563	CCDC50	2451.5472
CCDC51	335.3148	CCDC51	195.8469
CCDC52	530.8747	CCDC52	548.0456
CCDC53	291.1561	CCDC53	354.2345
CCDC55	545.9177	CCDC55	822.0684
CCDC56	548.8245	CCDC56	917.272
CCDC57	607.5458	CCDC57	609.9349
CCDC58	244.0859	CCDC58	113.1922
CCDC59	323.1833	CCDC59	351.7915
CCDC61	69.8775	CCDC61	183.6319
removed	removed	CCDC62	5.2932
CCDC64B	137.8139	CCDC64B	495.114
CCDC64	796.7973	CCDC64	122.1498
CCDC65	6.7936	CCDC65	20.7655
CCDC66	232.954	CCDC66	389.3445
CCDC67	9.2199	removed	removed
CCDC68	156.7391	CCDC68	42.3453
CCDC69	348.9021	CCDC69	1026.0586
CCDC6	3380.808	CCDC6	2744.2997
CCDC71	304.2582	CCDC71	583.8762
CCDC72	1825.549	CCDC72	813.5179
CCDC73	26.7524	CCDC73	33.9495
CCDC74A	3130.4137	CCDC74A	566.3681
CCDC74B	871.0421	CCDC74B	168.9739
CCDC75	92.6847	CCDC75	52.9316
CCDC76	279.2187	CCDC76	301.0342
CCDC77	287.2741	CCDC77	148.2085
CCDC78	20.3809	CCDC78	10.5863
CCDC7	73.1481	CCDC7	34.1042
CCDC80	2873.2258	CCDC80	5959.2834
CCDC81	5.8231	CCDC81	10.9935
CCDC82	203.324	CCDC82	418.1596
CCDC84	95.5963	CCDC84	115.6352
CCDC85A	141.1234	CCDC85A	166.0749
CCDC85B	199.442	CCDC85B	229.2345
CCDC85C	919.3934	CCDC85C	790.5415
CCDC86	614.815	CCDC86	662.0277
CCDC87	27.1746	CCDC87	12.215
CCDC88A	415.868	CCDC88A	678.7459
CCDC88B	254.7616	CCDC88B	365.6352
CCDC88C	2448.1378	CCDC88C	1388.4365
CCDC89	24.7483	CCDC89	40.7166
CCDC8	141.2107	CCDC8	1593.241
CCDC90A	209.1472	CCDC90A	247.1498
CCDC90B	567.7496	CCDC90B	656.2704
CCDC91	648.3077	CCDC91	487.785
CCDC92	586.1943	CCDC92	809.4463
CCDC93	959.3595	CCDC93	885.9935
CCDC94	558.0493	CCDC94	366.0423
CCDC96	93.17	CCDC96	87.9479
CCDC97	1576.1252	CCDC97	1079.8046
CCDC99	493.9949	CCDC99	193.4039
CCDC9	428.97	CCDC9	679.5603
CCHCR1	544.462	CCHCR1	506.9218
CCL11	31.0567	removed	removed
CCL13	129.5645	CCL13	114.8208
CCL14	49.4965	CCL14	2303.3021
CCL17	57.746	CCL17	10.5863
CCL18	997.2098	CCL18	208.8762
CCL19	425.088	CCL19	615.228
removed	removed	CCL20	6.5147
CCL21	393.546	CCL21	362.785
CCL22	144.6075	CCL22	129.4788
removed	removed	CCL23	15.4723
CCL28	55.8049	CCL28	1276.4658
CCL2	250.3943	CCL2	620.114
CCL3L1	138.0226	CCL3L1	18.6482
CCL3L3	7.0702	removed	removed
CCL3	118.4035	CCL3	47.2313
CCL4L2	226.6165	CCL4L2	59.4463
CCL4	270.2899	CCL4	162.4593
CCL5	1668.8099	CCL5	974.3485
CCL8	46.585	CCL8	62.7036
CCM2	846.2938	CCM2	794.3811
removed	removed	CCNA1	43.9739
CCNA2	1100.2014	CCNA2	93.4202
CCNB1IP1	643.4551	CCNB1IP1	821.2541
CCNB1	1910.9547	CCNB1	216.2052
CCNB2	1103.967	CCNB2	58.2248
CCNB3	9.2199	CCNB3	9.3648
CCNC	2203.5667	CCNC	998.7785
CCND1	475.3415	CCND1	4370.3379
CCND2	575.0334	CCND2	1166.9381
CCND3	961.3005	CCND3	2410.0163
CCNDBP1	547.8588	CCNDBP1	1038.2736
CCNE1	235.3512	CCNE1	18.3225
CCNE2	1913.944	CCNE2	30.6189
CCNF	782.7247	CCNF	168.9739
CCNG1	1535.8486	CCNG1	2217.0195
CCNG2	936.5522	CCNG2	2003.2573
CCNH	662.4627	CCNH	588.5749
CCNI2	8.1184	CCNI2	18.579
CCNI	3920.4173	CCNI	5879.886
CCNJL	121.8003	CCNJL	182.4104
CCNJ	180.5168	CCNJ	152.2801
CCNK	1614.6354	CCNK	775.4194
CCNL1	1643.5764	CCNL1	1923.0456
CCNL2	1841.5625	CCNL2	1969.8697
CCNO	34.4535	CCNO	31.3518
CCNT1	170.8116	CCNT1	216.2052
CCNT2	1216.0621	CCNT2	844.0554
CCNYL1	349.3874	CCNYL1	392.9153
CCNY	1666.8689	CCNY	1616.0423
CCPG1	1111.8864	CCPG1	2123.3306
CCR10	6.3084	CCR10	10.1792
CCR1	326.5801	CCR1	346.9055
CCR2	106.7572	CCR2	114.8208
CCR4	84.9205	CCR4	24.43
CCR5	474.0992	CCR5	197.4756
CCR6	75.4822	CCR6	108.0252
CCR7	246.5122	CCR7	83.8762
CCR8	43.6734	removed	removed
CCRL1	17.4694	CCRL1	48.0456
CCRL2	73.7596	CCRL2	85.9121
CCRN4L	122.2856	CCRN4L	236.1564
CCS	508.5527	CCS	436.8893
CCT2	4497.3917	CCT2	2686.4821
CCT3	11208.5406	CCT3	5087.1336
CCT4	4159.6506	CCT4	3679.5603
CCT5	12680.8201	CCT5	3290.3094
CCT6A	6880.0194	CCT6A	2912.0521
CCT6B	40.7619	CCT6B	88.7622
CCT6P1	146.0633	CCT6P1	107.4919
CCT7	4846.7791	CCT7	3903.9088
CCT8	4404.707	CCT8	2872.557
CD101	90.7437	CD101	59.0391
CD109	2084.6585	CD109	1004.0432
CD14	871.5274	CD14	2653.0945
CD151	2947.9558	CD151	7205.6189
CD160	14.0725	CD160	23.6156
CD163L1	127.6234	CD163L1	234.5277
CD163	1005.4592	CD163	1828.9902
removed	removed	CD164L2	87.1336
CD164	12969.5499	CD164	7846.4984
CD177	23.2925	removed	removed
CD180	94.6257	CD180	262.215
CD19	26.2041	CD19	5.7003
CD1A	76.1859	CD1A	10.1792
CD1B	29.6009	removed	removed
CD1C	65.5101	CD1C	57.4104
CD1D	31.0567	CD1D	67.5896
CD1E	81.0385	CD1E	28.9088
CD200R1	33.9682	CD200R1	35.0163
CD200	212.544	CD200	877.443
CD207	75.2153	CD207	16.2866
CD209	96.5668	CD209	536.2378
CD226	42.7029	CD226	43.1596
CD22	91.2289	CD22	206.8404
CD244	16.9841	CD244	16.6938
CD247	225.1607	CD247	105.8632
CD248	848.7201	CD248	1267.9153
CD24	35345.384	CD24	11346.9055
CD274	55.8049	CD274	35.4235
CD276	2623.3168	CD276	1624.5928
CD27	314.4583	CD27	117.0725
CD28	119.8593	CD28	45.6026
CD2AP	2917.3844	CD2AP	1570.8469
CD2BP2	1067.0872	CD2BP2	1528.9088
CD2	617.251	CD2	252.0358
CD300A	173.7232	CD300A	326.1401
CD300C	40.2766	CD300C	47.6384
CD300LB	7.2789	CD300LB	8.5505
CD300LF	105.7867	CD300LF	45.1954
CD300LG	29.6009	CD300LG	611.5635
CD302	384.9958	CD302	1425.4886
CD320	876.8652	CD320	559.0391
CD33	62.1133	CD33	91.2052
CD34	786.6068	CD34	3705.2117
CD36	589.5912	CD36	3442.5896
CD37	540.0946	CD37	313.1107
CD38	97.052	CD38	62.2964
CD3D	207.6914	CD3D	155.5375
CD3EAP	583.2828	CD3EAP	438.1107
CD3E	694.8926	CD3E	417.3453
CD3G	103.8457	CD3G	37.4593
CD40LG	56.2902	CD40LG	41.9381
CD40	357.6368	CD40	444.6254
CD44	9576.1252	CD44	7845.2769
CD46	5396.0937	CD46	4428.3388
CD47	1619.3134	CD47	3365.228
CD48	412.4712	CD48	249.1857
CD4	1970.6418	CD4	1460.9121
CD52	557.0787	CD52	252.0358
CD53	1218.9737	CD53	819.2182
CD55	1003.0329	CD55	1156.3518
CD58	202.8388	CD58	215.3909
CD59	3881.1112	CD59	19981.6775
CD5	271.2605	CD5	95.684
CD63	7591.8962	CD63	9157.5733
CD68	3339.5608	CD68	2200.7329
CD69	226.6165	CD69	243.8925
CD6	341.6232	CD6	184.8534
CD70	7.2789	removed	removed
CD72	122.2856	CD72	77.3616
CD74	85303.409	CD74	63150.2443
CD79A	154.3128	CD79A	168.1596
CD79B	66.9659	CD79B	180.7818
CD7	197.5009	CD7	112.785
CD80	35.9093	CD80	12.215
CD81	6735.8971	CD81	12705.6189
CD82	707.5094	CD82	2028.9088
CD83	308.6255	CD83	109.5277
CD84	239.2333	CD84	81.8404
CD86	319.3012	CD86	212.1336
CD8A	736.625	CD8A	484.9349
CD8B	181.4873	CD8B	153.0945
CD93	990.4161	CD93	6518.7296
CD96	385.2966	CD96	212.1336
CD97	702.1715	CD97	1014.658
CD99L2	734.684	CD99L2	1109.5277
CD99	2886.3278	CD99	1024.8371
CD9	4499.818	CD9	4373.3713
CDADC1	163.5327	CDADC1	194.6254
CDAN1	354.7252	CDAN1	436.0749
CDA	19.4104	CDA	45.1954
CDC123	1517.9037	CDC123	865.057
CDC14A	763.3143	CDC14A	787.8664
CDC14B	96.0815	CDC14B	565.9609
removed	removed	CDC14C	7.7362
CDC16	1364.5517	CDC16	1301.3029
CDC20	2933.398	CDC20	122.1498
CDC23	771.0785	CDC23	810.2606
CDC25A	743.4187	CDC25A	43.5668
CDC25B	1755.6715	CDC25B	636.4007
CDC25C	327.0654	CDC25C	10.1792
CDC26	59.687	CDC26	83.7215
CDC27	1498.4836	CDC27	1392.101
CDC34	1063.6904	CDC34	591.6124
CDC37L1	205.7503	CDC37L1	506.9218
CDC37	2583.5254	CDC37	2894.1368
CDC40	1353.3908	CDC40	696.6612
CDC42BPA	490.1128	CDC42BPA	1707.6547
CDC42BPB	3451.656	CDC42BPB	3151.873
CDC42BPG	823.0013	CDC42BPG	953.1759
CDC42EP1	686.158	CDC42EP1	1876.2215
CDC42EP2	151.8864	CDC42EP2	248.3713
CDC42EP3	949.169	CDC42EP3	1458.4691
CDC42EP4	2716.0015	CDC42EP4	3972.3127
CDC42EP5	30.5714	CDC42EP5	178.3388
CDC42SE1	3051.9762	CDC42SE1	2470.452
CDC42SE2	1420.8419	CDC42SE2	1488.5993
CDC42	5497.0278	CDC42	5209.6906
CDC45	500.3033	CDC45	50.0814
CDC5L	1443.1639	CDC5L	1278.9088
CDC6	725.9493	CDC6	89.1694
CDC73	1203.9306	CDC73	1030.5375
CDC7	676.4527	CDC7	109.5277
CDCA2	323.6686	CDCA2	41.1238
CDCA3	535.8632	CDCA3	47.2842
CDCA4	735.1692	CDCA4	252.443
CDCA5	1854.1793	CDCA5	108.7134
CDCA7L	800.8395	CDCA7L	683.0578
CDCA7	965.6678	CDCA7	138.8436
CDCA8	2184.6415	CDCA8	72.8827
CDCP1	2080.7958	CDCP1	822.4756
CDH11	2143.3944	CDH11	1195.8469
CDH12	7.2789	CDH12	46.4169
CDH13	196.0451	CDH13	466.6124
removed	removed	CDH17	9.3648
removed	removed	CDH19	5.7003
CDH1	4902.584	CDH1	10592.0195
removed	removed	CDH22	9.3648
CDH23	889.9284	CDH23	297.6384
CDH24	701.6863	CDH24	118.4853
removed	removed	CDH26	16.6938
CDH2	468.7614	CDH2	639.658
CDH3	218.8524	CDH3	3650.2443
removed	removed	CDH4	43.9739
CDH5	548.8293	CDH5	2790.3094
CDH6	39.3061	CDH6	120.9283
CDH7	11.6462	removed	removed
removed	removed	CDH8	30.1303
CDHR1	14.5578	CDHR1	16.2866
CDHR3	8.9094	CDHR3	44.4585
CDIPT	1560.5969	CDIPT	1904.7231
CDK10	540.0946	CDK10	732.0847
CDK11A	392.163	CDK11A	458.2492
CDK11B	816.6202	CDK11B	898.4283
CDK12	1264.5881	CDK12	1456.4332
CDK13	1313.1142	CDK13	1080.2117
CDK14	1060.2936	CDK14	800.8958
CDK16	2963.4842	CDK16	1502.0358
CDK17	678.3938	CDK17	864.4137
CDK18	553.1967	CDK18	456.8404
CDK19	1233.7741	CDK19	680.6555
CDK1	2782.9674	CDK1	116.8567
CDK20	297.9498	CDK20	227.6059
CDK2AP1	2113.3083	CDK2AP1	2284.202
CDK2AP2	1290.7922	CDK2AP2	659.6091
CDK2	1545.5538	CDK2	687.7036
CDK3	221.0894	CDK3	153.5627
CDK4	2675.7249	CDK4	1823.2899
CDK5R1	283.392	CDK5R1	55.3746
CDK5R2	89.2879	removed	removed
CDK5RAP1	477.4961	CDK5RAP1	461.7264
CDK5RAP2	1948.3198	CDK5RAP2	1707.2476
CDK5RAP3	2164.2606	CDK5RAP3	2137.6221
CDK5	199.442	CDK5	194.2182
CDK6	258.1584	CDK6	962.9479
CDK7	276.1131	CDK7	377.443
CDK8	154.798	CDK8	131.1075
CDK9	1269.926	CDK9	961.3192
CDKAL1	534.2715	CDKAL1	333.0619
CDKL1	9.2199	CDKL1	8.1433
removed	removed	CDKL2	60.6678
CDKL3	30.7461	CDKL3	25.2077
CDKL5	17.4694	CDKL5	61.8893
CDKN1A	1604.7556	CDKN1A	3258.5505
CDKN1B	3803.9549	CDKN1B	1657.9805
CDKN1C	104.3309	CDKN1C	521.1726
CDKN2AIPNL	659.9539	CDKN2AIPNL	245.9283
CDKN2AIP	412.4712	CDKN2AIP	542.7524
CDKN2A	1074.8514	CDKN2A	81.0261
CDKN2BAS	87.3468	removed	removed
CDKN2B	603.1785	CDKN2B	180.3746
CDKN2C	1232.561	CDKN2C	166.1238
CDKN2D	561.4461	CDKN2D	76.1401
CDKN3	676.4527	CDKN3	45.6026
CDNF	8.2494	CDNF	45.6026
CDO1	32.5124	CDO1	339.1694
CDON	731.2872	CDON	423.0456
removed	removed	CDR1	7.5733
CDR2L	594.929	CDR2L	726.7915
CDR2	400.8249	CDR2	596.9055
CDRT15P	15.0431	CDRT15P	8.1433
CDRT4	147.5191	CDRT4	348.5342
CDS1	542.5209	CDS1	727.1987
CDS2	737.1103	CDS2	789.0879
CDSN	55.3197	CDSN	72.4756
CDT1	730.3166	CDT1	135.9935
CDV3	11861.2156	CDV3	4280.1303
CDX1	14.5578	removed	removed
CDYL2	114.5214	CDYL2	88.7622
CDYL	600.2669	CDYL	657.5733
CEACAM19	12.6168	CEACAM19	75.7329
CEACAM1	860.8516	CEACAM1	1219.4625
CEACAM21	34.4535	CEACAM21	28.0945
removed	removed	CEACAM4	5.2932
CEACAM5	128.1087	CEACAM5	287.0521
CEACAM6	47.5555	CEACAM6	822.0684
CEACAM7	12.1315	CEACAM7	6.5147
CEBPA	634.7204	CEBPA	405.5375
CEBPB	1118.5248	CEBPB	1142.101
CEBPD	590.0764	CEBPD	2034.202
CEBPG	1178.2118	CEBPG	739.0065
CEBPZ	1958.025	CEBPZ	1406.759
CECR1	1786.7281	CECR1	1331.4332
removed	removed	CECR2	5.7003
CECR5	812.3256	CECR5	612.785
CECR6	671.6001	CECR6	20.3583
CECR7	16.0136	CECR7	57.8176
CELF1	2582.5549	CELF1	1967.4267
CELF2	528.9336	CELF2	923.4528
CELF3	169.8411	removed	removed
CELF4	431.8816	CELF4	7.329
removed	removed	CELF5	58.6319
CELF6	137.2267	CELF6	65.3583
CELSR1	7282.3001	CELSR1	3364.8208
CELSR2	6314.6913	CELSR2	4422.6384
CELSR3	1053.5776	CELSR3	62.8583
CEL	16.4988	CEL	7.329
CEMP1	72.6435	CEMP1	159.7638
CENPA	418.7796	CENPA	6.1075
CENPBD1	233.4102	CENPBD1	257.7362
CENPB	2856.2417	CENPB	1843.241
CENPC1	393.0608	CENPC1	485.7492
CENPE	931.6996	CENPE	54.1531
CENPF	6051.195	CENPF	320.0326
CENPH	117.433	CENPH	98.127
CENPI	164.9885	CENPI	17.5081
CENPJ	335.8001	CENPJ	240.228
CENPK	169.3558	CENPK	31.759
CENPL	375.5914	CENPL	83.0619
CENPM	339.6822	CENPM	48.4528
CENPN	451.9423	CENPN	151.2785
CENPO	296.9113	CENPO	63.3998
CENPP	146.2089	CENPP	101.3151
CENPQ	270.7752	CENPQ	124.5928
CENPT	325.1243	CENPT	505.7003
CENPV	251.8501	CENPV	119.7068
CENPW	313.4781	CENPW	182.8176
CEP110	1349.0234	CEP110	715.798
CEP120	746.3302	CEP120	642.5081
CEP135	422.1764	CEP135	241.8567
CEP152	177.6052	CEP152	109.5277
CEP164	446.9247	CEP164	807.0033
CEP170	829.3097	CEP170	907.5733
CEP192	773.0195	CEP192	706.0261
CEP250	1476.6469	CEP250	806.1889
CEP290	349.465	CEP290	521.6612
CEP350	1566.9053	CEP350	1321.6612
CEP55	587.1649	CEP55	53.7459
CEP57	1081.645	CEP57	826.9544
CEP63	863.7341	CEP63	679.0269
CEP68	522.6253	CEP68	1384.772
CEP70	809.8993	CEP70	270.3583
CEP72	115.9772	CEP72	111.5635
CEP76	389.664	CEP76	131.5147
CEP78	560.9608	CEP78	253.6645
CEP97	319.3012	CEP97	145.7655
CEPT1	566.7839	CEPT1	711.7264
CERCAM	827.3687	CERCAM	962.1336
CERKL	117.86	CERKL	65.9976
CERK	1221.4	CERK	538.6808
CES1	454.2036	CES1	1565.9609
CES2	674.5117	CES2	1265.4723
removed	removed	CES3	42.3453
CES4	13.5873	CES4	63.5179
removed	removed	CES8	105.8632
CETN2	1278.6607	CETN2	1074.1042
CETN3	389.664	CETN3	298.8599
CETP	15.0431	removed	removed
CFB	4185.2481	CFB	4157.5
CFDP1	681.7906	CFDP1	906.3518
CFD	518.7432	CFD	943.4039
CFH	1194.7107	CFH	2214.5765
CFI	160.1359	CFI	1329.3974
CFL1	17688.7056	CFL1	10592.8339
CFL2	219.8229	CFL2	778.9088
CFLAR	1006.915	CFLAR	1202.7687
removed	removed	CFLP1	5.2932
CFP	56.7754	CFP	46.4169
removed	removed	CFTR	33.7948
CG030	37.365	CG030	46.4169
CGA	19.4104	removed	removed
removed	removed	CGB7	10.228
CGGBP1	2382.6665	CGGBP1	2388.0497
CGNL1	197.0156	CGNL1	1712.1336
CGN	440.131	CGN	1341.6124
CGREF1	284.9011	CGREF1	209.9186
CGRRF1	240.6891	CGRRF1	219.4625
CH25H	30.0861	CH25H	35.8306
CHAC1	50.4671	CHAC1	51.7101
CHAC2	72.3038	CHAC2	18.3225
CHADL	25.2335	CHADL	109.1205
CHAD	1201.5043	CHAD	444.2182
CHAF1A	1183.0644	CHAF1A	383.5505
CHAF1B	728.8609	CHAF1B	197.8827
CHCHD10	230.4986	CHCHD10	284.202
CHCHD1	964.2121	CHCHD1	409.202
CHCHD2	5919.2042	CHCHD2	2603.8274
CHCHD3	585.2238	CHCHD3	678.7459
CHCHD4	291.6414	CHCHD4	213.7622
CHCHD5	244.5712	CHCHD5	276.0586
CHCHD6	126.6529	CHCHD6	168.5668
CHCHD7	380.444	CHCHD7	344.0554
CHCHD8	979.2551	CHCHD8	596.9055
CHD1L	601.7227	CHD1L	734.1205
CHD1	1185.0055	CHD1	1307.8176
CHD2	2913.5024	CHD2	3256.1075
CHD3	4521.6547	CHD3	4213.355
CHD4	8536.5619	CHD4	5671.8404
CHD5	488.657	removed	removed
CHD6	2606.8179	CHD6	2392.9153
CHD7	1361.6402	CHD7	677.1173
CHD8	2654.8587	CHD8	2288.2736
CHD9	1023.4138	CHD9	1776.4658
CHDH	269.3194	CHDH	867.2638
CHEK1	393.546	CHEK1	112.3779
CHEK2	425.088	CHEK2	177.9316
CHERP	2312.6968	CHERP	1402.8217
CHFR	181.0021	CHFR	426.7101
CHGA	48.526	CHGA	7.329
CHGB	5579.522	CHGB	5.7003
CHI3L1	912.2892	CHI3L1	1932.8176
CHI3L2	19.4104	CHI3L2	554.9674
CHIC1	193.6188	CHIC1	336.7264
CHIC2	270.2899	CHIC2	303.3388
CHID1	1624.166	CHID1	1591.2052
CHIT1	737.5955	CHIT1	158.7948
CHKA	430.9111	CHKA	1126.2215
CHKB-CPT1B	491.9471	CHKB-CPT1B	390.57
CHKB	242.2225	CHKB	308.6238
CHL1	57.746	CHL1	839.9837
CHML	852.6022	CHML	448.2899
CHMP1A	2016.7415	CHMP1A	1960.5049
CHMP1B	1498.4836	CHMP1B	1474.3485
CHMP2A	1210.7243	CHMP2A	1567.9967
CHMP2B	1003.5181	CHMP2B	1087.1336
CHMP4A	1244.6682	CHMP4A	964.1612
CHMP4B	4628.8972	CHMP4B	2907.5733
CHMP4C	342.5937	CHMP4C	499.1857
CHMP5	1607.5215	CHMP5	1281.1075
CHMP6	491.5686	CHMP6	550.8958
CHMP7	822.0308	CHMP7	1189.3322
CHM	493.9949	CHM	584.6906
CHN1	520.199	CHN1	302.1173
CHN2	42.2176	CHN2	116.4495
removed	removed	CHODL	19.9511
CHORDC1	849.2054	CHORDC1	438.1107
CHPF2	890.9378	CHPF2	1152.2801
CHPF	3231.8331	CHPF	1511.8078
CHPT1	1061.7494	CHPT1	1972.7199
CHP	1351.4497	CHP	2228.8274
CHRAC1	913.2597	CHRAC1	482.0847
CHRDL1	206.2356	CHRDL1	854.6417
CHRDL2	77.6416	CHRDL2	69.6254
CHRD	652.675	CHRD	239.8208
CHRFAM7A	10.6757	CHRFAM7A	28.3591
CHRM1	7.2789	CHRM1	155.9446
removed	removed	CHRM3	29.316
CHRM4	217.3966	removed	removed
removed	removed	CHRM5	7.329
removed	removed	CHRNA10	6.9218
CHRNA1	37.365	CHRNA1	6.1075
CHRNA3	15.5283	CHRNA3	5.7003
CHRNA5	492.5391	CHRNA5	39.0879
CHRNB1	76.1859	CHRNB1	172.6384
CHRNB2	1314.5699	CHRNB2	114.0065
CHRNB4	10.1905	removed	removed
CHRNE	7.0169	CHRNE	26.2093
CHST10	538.1536	CHST10	364.0065
CHST11	156.2538	CHST11	118.8925
CHST12	144.6075	CHST12	276.0586
removed	removed	CHST13	5.7003
CHST14	608.0311	CHST14	494.2997
CHST15	451.292	CHST15	1121.3355
CHST1	1897.8527	CHST1	77.3616
CHST2	80.5532	CHST2	257.7362
CHST3	1443.6492	CHST3	2320.8469
removed	removed	CHST4	11.4007
CHST5	8.2785	removed	removed
removed	removed	CHST6	19.1368
CHST7	34.4535	CHST7	152.2801
CHST8	681.3053	CHST8	34.6091
CHST9	33.9682	CHST9	331.4332
CHSY1	2131.7481	CHSY1	3324.9186
CHSY3	123.2561	CHSY3	88.7622
