gene_id	TCGA-BH-A0C3-01A-21R-A12P-07	gene_id	TCGA-BH-A0C3-11A-23R-A12P-07
FAM50B	157.3604	FAM50B	184.7958
FAM53A	19.0355	FAM53A	23.0489
FAM53B	986.011	FAM53B	628.2774
FAM53C	912.4365	FAM53C	1487.2624
FAM54A	40.6091	FAM54A	5.6611
FAM54B	717.7707	FAM54B	1181.2738
FAM55C	2537.6481	FAM55C	594.8241
removed	removed	FAM55D	13.3441
FAM57A	222.5042	FAM57A	216.7408
FAM57B	7.3308	removed	removed
FAM58A	215.736	FAM58A	211.8884
FAM59A	130.2876	FAM59A	269.7129
removed	removed	FAM5B	27.0926
FAM60A	401.4382	FAM60A	1765.8714
FAM63A	4915.8206	FAM63A	1117.6708
FAM63B	299.4924	FAM63B	418.52
FAM64A	51.1844	FAM64A	16.1747
FAM65A	1489.4247	FAM65A	1347.7558
FAM65B	285.956	FAM65B	129.8019
FAM65C	123.0964	FAM65C	98.2612
removed	removed	FAM66A	9.7048
FAM66C	23.2657	FAM66C	48.9284
removed	removed	FAM66D	6.5224
FAM69A	573.621	FAM69A	257.5819
FAM69B	90.4695	FAM69B	228.8031
FAM69C	11.8443	FAM69C	8.4917
FAM70A	141.286	FAM70A	364.7392
FAM70B	67.2589	FAM70B	55.3983
FAM71D	14.8054	FAM71D	21.8358
FAM71E1	38.1345	FAM71E1	38.4796
removed	removed	FAM71F2	12.9397
FAM72A	53.2995	removed	removed
FAM72B	135.7868	FAM72B	14.1529
FAM72D	150.1692	FAM72D	7.683
FAM73A	877.3266	FAM73A	704.4076
FAM73B	279.1878	FAM73B	412.8589
FAM76A	228.8494	FAM76A	343.3077
FAM76B	247.8849	FAM76B	418.9244
FAM78A	268.6125	FAM78A	200.5661
FAM78B	25.8037	FAM78B	31.1363
FAM7A2	6.3452	removed	removed
FAM7A3	8.8832	FAM7A3	9.3004
FAM81A	21.9966	FAM81A	116.0534
FAM81B	8.8832	removed	removed
FAM82A1	104.0609	FAM82A1	106.7529
FAM82A2	1080.3723	FAM82A2	729.074
FAM82B	531.7259	FAM82B	741.6094
FAM83A	26.6497	FAM83A	10.1092
FAM83B	51.1844	FAM83B	116.8621
FAM83D	235.6176	FAM83D	25.0708
removed	removed	FAM83E	49.3328
FAM83F	136.2098	FAM83F	159.725
FAM83G	555.6641	FAM83G	130.2062
FAM83H	1364.6362	FAM83H	1329.1549
FAM84A	30.8799	FAM84A	247.4727
FAM84B	1506.7682	FAM84B	1854.4278
FAM86A	591.4467	FAM86A	321.4881
FAM86B1	96.4467	FAM86B1	320.2588
FAM86B2	13.5364	FAM86B2	71.9774
FAM86C	380.2876	FAM86C	161.3425
FAM86D	124.7885	FAM86D	310.554
FAM89A	317.2589	FAM89A	130.2062
FAM89B	895.0931	FAM89B	727.4565
FAM8A1	2813.4518	FAM8A1	1608.1682
FAM90A1	43.9932	FAM90A1	44.076
FAM91A1	1378.5956	FAM91A1	1003.2349
FAM92A1	88.8325	FAM92A1	115.649
FAM95B1	14.8054	FAM95B1	51.759
FAM96A	912.0135	FAM96A	402.3453
FAM96B	360.8291	FAM96B	430.2467
FAM98A	901.8613	FAM98A	637.2827
FAM98B	359.5601	FAM98B	337.6466
FAM98C	186.1252	FAM98C	257.5819
FANCA	170.8503	FANCA	100.3275
FANCB	24.9577	FANCB	14.5572
FANCC	190.3553	FANCC	267.6911
FANCD2	384.5178	FANCD2	261.2212
FANCE	74.8731	FANCE	160.9381
FANCF	335.8714	FANCF	441.9733
FANCG	208.1218	FANCG	408.0065
FANCI	1031.8909	FANCI	379.7816
FANCL	129.9492	FANCL	383.8132
FANCM	188.2403	FANCM	195.3093
FANK1	83.3333	FANK1	192.4788
FAP	1382.4027	FAP	279.0133
FAR1	1001.692	FAR1	1212.2928
FAR2	108.2064	FAR2	74.6624
FARP1	1802.8765	FARP1	3126.1626
FARP2	338.4095	FARP2	366.761
FARS2	211.0829	FARS2	241.0028
FARSA	1192.0474	FARSA	872.6243
FARSB	950.9306	FARSB	1099.07
FASLG	25.3807	FASLG	18.6009
FASN	113670.0508	FASN	11453.2956
FASTKD1	220.8122	FASTKD1	230.0849
FASTKD2	660.3215	FASTKD2	1075.2123
FASTKD3	151.0152	FASTKD3	163.7687
FASTKD5	600.6768	FASTKD5	349.3732
FASTK	1026.2267	FASTK	860.8977
FAS	331.6413	FAS	316.6195
FAT1	4015.2284	FAT1	7545.8957
FAT2	38.0711	FAT2	2608.977
FAT3	67.6819	FAT3	28.7101
FAT4	828.2572	FAT4	706.8338
FAU	3725.0423	FAU	6504.2459
FBF1	129.3232	FBF1	122.9034
FBLIM1	494.5008	FBLIM1	1232.1068
FBLL1	5.0761	FBLL1	45.2891
FBLN1	7797.3773	FBLN1	5268.9042
FBLN2	5761.4213	FBLN2	1714.9211
FBLN5	2248.731	FBLN5	2875.4549
FBLN7	477.5804	FBLN7	450.0607
FBL	1683.5871	FBL	4885.5641
FBN1	14814.7208	FBN1	3203.8011
FBN2	47.3773	FBN2	29.1144
removed	removed	FBN3	6.0655
FBP1	334.6024	FBP1	431.4598
FBRSL1	266.0745	FBRSL1	627.5778
FBRS	1909.8985	FBRS	1131.4193
FBXL12	278.3418	FBXL12	367.1654
FBXL13	10.1523	removed	removed
FBXL14	636.2098	FBXL14	624.7473
FBXL15	94.7547	FBXL15	89.3651
FBXL16	1452.1997	FBXL16	353.4169
FBXL17	1005.0761	FBXL17	760.2103
FBXL18	452.6227	FBXL18	492.1148
FBXL19	601.5228	FBXL19	296.8055
FBXL20	222.9272	FBXL20	177.1128
FBXL22	30.7657	FBXL22	111.1848
FBXL2	110.8291	FBXL2	210.2709
FBXL3	1222.0812	FBXL3	1826.9309
FBXL4	274.5347	FBXL4	361.9086
FBXL5	2958.5448	FBXL5	2617.873
FBXL6	323.3799	FBXL6	259.8342
FBXL7	493.6548	FBXL7	429.4379
FBXL8	24.9577	FBXL8	72.1351
FBXO10	200.0931	FBXO10	237.8083
FBXO11	1672.5888	FBXO11	1904.5693
FBXO15	6.3452	FBXO15	21.0271
FBXO16	82.335	FBXO16	54.1852
FBXO17	162.4365	FBXO17	294.7837
FBXO18	1401.0871	FBXO18	1681.3587
FBXO21	1047.8003	FBXO21	1521.2293
FBXO22OS	60.0169	FBXO22OS	46.2636
FBXO22	424.3316	FBXO22	397.3271
FBXO24	10.0465	FBXO24	12.9438
FBXO25	475.4653	FBXO25	526.486
FBXO27	193.7394	FBXO27	162.1512
FBXO28	1419.2047	FBXO28	1082.8953
FBXO2	155.2453	FBXO2	340.0728
FBXO30	409.0525	FBXO30	479.1751
FBXO31	642.978	FBXO31	921.5528
FBXO32	392.978	FBXO32	2697.129
FBXO33	340.9475	FBXO33	464.6179
FBXO34	615.4822	FBXO34	929.6401
FBXO36	57.9526	FBXO36	210.2709
FBXO38	884.5178	FBXO38	919.5309
FBXO39	9.3063	FBXO39	6.4699
FBXO3	579.1032	FBXO3	943.793
FBXO41	380.7107	FBXO41	284.6745
FBXO42	501.692	FBXO42	553.5786
FBXO43	8.4602	FBXO43	5.2568
FBXO44	307.1066	FBXO44	601.294
FBXO45	634.5178	FBXO45	405.9846
FBXO46	354.4839	FBXO46	376.8702
FBXO48	46.9543	FBXO48	48.1197
FBXO4	156.9374	FBXO4	247.4727
FBXO5	139.5939	FBXO5	171.4517
FBXO6	429.357	FBXO6	194.905
FBXO7	1466.5821	FBXO7	2572.1795
FBXO8	444.3613	FBXO8	467.311
FBXO9	887.4788	FBXO9	1431.4598
FBXW11	1409.4755	FBXW11	1432.6729
FBXW2	1650.5922	FBXW2	2090.9826
FBXW4	906.0914	FBXW4	1595.6328
FBXW5	1403.1303	FBXW5	1178.7303
FBXW7	374.3655	FBXW7	838.6575
FBXW8	394.6701	FBXW8	657.9054
FBXW9	159.3528	FBXW9	222.2645
FCAR	5.4992	removed	removed
FCER1A	95.6007	FCER1A	238.1723
FCER1G	517.3435	FCER1G	297.6142
FCER2	6.7682	FCER2	10.5135
FCF1	740.2707	FCF1	913.4654
FCGBP	68.1049	FCGBP	509.5026
FCGR1A	49.4543	FCGR1A	17.8609
FCGR1B	50.3384	FCGR1B	28.7101
FCGR1C	26.2267	FCGR1C	7.2786
FCGR2A	565.1438	FCGR2A	298.8273
FCGR2B	241.1168	FCGR2B	77.6385
FCGR2C	71.066	FCGR2C	46.9066
FCGR3A	864.2132	FCGR3A	380.5095
FCGR3B	7.6142	removed	removed
FCGRT	2860.8291	FCGRT	3034.3712
FCHO1	77.8342	FCHO1	131.4193
FCHO2	938.6633	FCHO2	868.5807
FCHSD1	152.5212	FCHSD1	469.3328
FCHSD2	933.1768	FCHSD2	721.9854
FCN1	167.0897	FCN1	12.9397
FCN2	24.5347	FCN2	24.262
FCN3	27.4958	FCN3	14.5572
FCRL1	5.0761	removed	removed
removed	removed	FCRL2	6.0655
FCRL3	24.9577	FCRL3	6.0655
FCRL5	31.7259	FCRL5	159.725
FCRL6	20.7276	FCRL6	29.9232
FCRLA	18.1895	FCRLA	25.4751
FCRLB	17.3435	FCRLB	13.7485
FDFT1	2842.2166	FDFT1	3559.6442
removed	removed	FDPSL2A	5.6611
FDPS	2515.2073	FDPS	1712.5718
FDX1L	191.434	FDX1L	102.4019
FDX1	250.846	FDX1	243.8334
FDXACB1	62.5592	FDXACB1	101.4962
FDXR	358.714	FDXR	88.5564
FECH	945.0085	FECH	632.8346
FEM1A	850.6768	FEM1A	1209.0578
FEM1B	2525.3807	FEM1B	2779.2155
FEM1C	1052.8765	FEM1C	736.3526
FEN1	431.8951	FEN1	274.9697
FER1L4	53.7225	FER1L4	122.1189
removed	removed	FER1L5	12.9397
FERMT1	12.6904	FERMT1	300.8492
FERMT2	2242.8088	FERMT2	1273.7566
FERMT3	521.9966	FERMT3	239.3854
FER	92.6396	FER	123.7364
FES	277.0728	FES	316.6195
FEZ1	146.3621	FEZ1	196.1181
FEZ2	928.511	FEZ2	830.5702
removed	removed	FEZF2	42.4586
FFAR2	38.4941	removed	removed
FFAR3	6.3452	removed	removed
FGD1	452.6227	FGD1	295.9968
FGD2	152.7073	FGD2	86.5346
FGD3	802.8765	FGD3	483.2188
FGD4	443.7394	FGD4	590.3761
FGD5	1104.0609	FGD5	570.5621
FGD6	1484.7716	FGD6	729.4784
FGF10	24.5347	FGF10	58.2289
FGF11	51.6074	FGF11	198.9486
FGF12	39.7631	FGF12	47.311
FGF13	238.5787	FGF13	182.774
FGF14	96.8697	FGF14	84.9171
removed	removed	FGF17	11.3223
FGF18	35.11	removed	removed
removed	removed	FGF19	8.4917
FGF1	140.8629	FGF1	1532.5516
FGF2	987.1235	FGF2	736.3607
FGF7	414.1286	FGF7	456.5305
FGF9	21.9966	FGF9	8.0873
removed	removed	FGFBP1	57.8245
FGFBP2	93.9086	FGFBP2	20.2184
FGFBP3	19.8816	FGFBP3	54.9939
FGFR1OP2	456.8528	FGFR1OP2	516.7812
FGFR1OP	207.8173	FGFR1OP	257.6708
FGFR1	2150.1692	FGFR1	5490.093
FGFR2	865.4822	FGFR2	2370.4003
FGFR3	74.0271	FGFR3	78.8516
FGFR4	28.3418	FGFR4	40.8411
FGFRL1	1596.8697	FGFRL1	623.9385
FGGY	118.4433	FGGY	193.6919
FGL1	11.4213	removed	removed
FGL2	1445.0085	FGL2	1029.5188
FGR	177.665	FGR	89.7695
FHAD1	41.2775	FHAD1	51.1646
FHDC1	227.5804	FHDC1	179.1347
FHIT	36.802	FHIT	133.8455
FHL1	3381.9797	FHL1	1419.7331
FHL2	483.9255	FHL2	1932.0663
FHL3	381.9797	FHL3	701.577
FHL5	123.0964	FHL5	78.4472
FHOD1	689.0863	FHOD1	465.0222
FHOD3	271.5736	FHOD3	834.6138
FH	1854.0609	FH	1113.6272
FIBIN	467.4281	FIBIN	221.5932
FIBP	764.3824	FIBP	715.7299
FICD	98.1387	FICD	93.8132
FIG4	318.9509	FIG4	521.2293
FIGF	134.5178	FIGF	784.0679
FIGNL1	294.8393	FIGNL1	313.7889
FIGNL2	25.8037	FIGNL2	51.3546
FIGN	57.1066	FIGN	103.518
FILIP1L	900.5922	FILIP1L	391.8318
FILIP1	239.8477	FILIP1	85.3215
FIP1L1	764.6954	FIP1L1	601.1363
FIS1	1415.1607	FIS1	1067.869
removed	removed	FITM1	10.1092
FITM2	74.8731	FITM2	67.9337
FIZ1	295.6853	FIZ1	346.1383
FJX1	217.4281	FJX1	188.0307
FKBP10	2955.5838	FKBP10	1284.2701
FKBP11	364.6362	FKBP11	579.8625
FKBP14	371.4044	FKBP14	227.6587
FKBP15	1003.8748	FKBP15	1157.0198
FKBP1AP1	9.3063	FKBP1AP1	10.9179
FKBP1A	3744.1413	FKBP1A	2703.8577
FKBP1B	39.3401	FKBP1B	80.0647
FKBP2	406.0914	FKBP2	208.6535
FKBP3	1332.0643	FKBP3	765.467
FKBP4	7546.9543	FKBP4	3755.3579
FKBP5	2248.731	FKBP5	824.909
FKBP7	300.7614	FKBP7	385.7663
FKBP8	3697.9695	FKBP8	3198.9486
FKBP9L	94.3316	FKBP9L	48.5241
FKBP9	4148.4772	FKBP9	3215.5277
FKBPL	148.4772	FKBPL	99.8787
FKRP	178.088	FKRP	213.1015
FKTN	608.291	FKTN	684.1892
FLAD1	1632.4027	FLAD1	527.2948
FLCN	565.9898	FLCN	918.6049
removed	removed	FLG2	5.6611
FLG	32.1489	FLG	58.5524
FLI1	832.4873	FLI1	536.9996
FLII	2549.4924	FLII	3284.6745
FLJ10038	202.8511	FLJ10038	488.985
FLJ10213	16.9205	FLJ10213	21.0271
FLJ10357	1422.5888	FLJ10357	1478.3664
FLJ10661	20.3046	FLJ10661	44.8848
FLJ11235	11.4213	FLJ11235	12.131
removed	removed	FLJ12825	7.683
FLJ13197	17.7665	FLJ13197	139.9717
FLJ22536	18.6125	FLJ22536	78.8516
FLJ23867	232.2335	FLJ23867	583.5018
removed	removed	FLJ26850	7.683
FLJ33630	310.9137	FLJ33630	569.7533
removed	removed	FLJ34503	5.6611
removed	removed	FLJ35024	8.0873
FLJ35220	192.4704	FLJ35220	310.9584
FLJ35390	52.0685	FLJ35390	103.9345
FLJ35776	120.1354	FLJ35776	137.8892
FLJ36031	267.7665	FLJ36031	226.4456
FLJ36777	5.9222	FLJ36777	13.3441
FLJ37201	6.3452	FLJ37201	16.9834
FLJ37307	5.9222	FLJ37307	7.683
FLJ37453	83.7563	FLJ37453	118.4796
FLJ39582	47.2504	FLJ39582	86.207
FLJ39653	46.1083	FLJ39653	122.5233
FLJ40330	18.6125	FLJ40330	192.8831
FLJ40852	23.2657	FLJ40852	66.3162
removed	removed	FLJ41941	7.683
FLJ42289	39.3401	FLJ42289	21.4315
removed	removed	FLJ42393	7.683
FLJ42627	115.4822	FLJ42627	81.7509
FLJ42709	126.0575	FLJ42709	149.6159
FLJ42875	5.0761	FLJ42875	7.2786
FLJ43663	75.2961	FLJ43663	105.5398
FLJ44606	47.3773	FLJ44606	62.6769
FLJ44635	19.0355	FLJ44635	18.1965
FLJ45244	22.8426	FLJ45244	89.3651
FLJ45340	1173.8579	FLJ45340	2570.5621
FLJ45445	15.2284	FLJ45445	90.1739
FLJ45983	67.6819	FLJ45983	63.0813
FLJ90757	827.8342	FLJ90757	494.1367
FLNA	27813.4518	FLNA	25655.0748
FLNB	17363.5321	FLNB	16922.0421
FLNC	840.5245	FLNC	418.1156
FLOT1	3357.022	FLOT1	2209.8666
FLOT2	1732.6565	FLOT2	2696.7246
removed	removed	FLRT1	7.2786
FLRT2	680.6261	FLRT2	1099.4743
FLRT3	759.3063	FLRT3	236.5548
FLT1	2286.802	FLT1	980.5904
FLT3LG	91.3706	FLT3LG	197.7355
FLT3	792.3012	FLT3	59.8463
FLT4	675.1269	FLT4	871.0069
FLVCR1	416.2437	FLVCR1	102.7093
FLVCR2	148.0541	FLVCR2	54.1852
FLYWCH1	751.692	FLYWCH1	788.516
FLYWCH2	539.3401	FLYWCH2	236.9592
FMN1	128.1726	FMN1	219.5714
FMN2	12.2673	FMN2	34.7756
FMNL1	586.7174	FMNL1	379.2964
FMNL2	760.9983	FMNL2	1204.2054
FMNL3	2036.2648	FMNL3	974.1003
FMO1	222.5042	FMO1	675.6975
FMO2	824.4501	FMO2	1954.3065
FMO3	23.6887	FMO3	24.6664
FMO4	161.5905	FMO4	172.6648
FMO5	122.6734	FMO5	315.8108
removed	removed	FMO6P	6.0655
FMOD	3516.0745	FMOD	2735.1395
FMR1NB	5.0761	removed	removed
FMR1	1158.6294	FMR1	971.2859
FN1	86735.6176	FN1	5766.2758
FN3KRP	980.5415	FN3KRP	866.1545
FN3K	310.9137	FN3K	303.2754
FNBP1L	1865.9052	FNBP1L	2525.2729
FNBP1	1319.3739	FNBP1	1678.9325
FNBP4	845.1777	FNBP4	1974.1205
FNDC1	1505.0761	FNDC1	118.4796
FNDC3A	1882.4027	FNDC3A	2579.0538
FNDC3B	2464.467	FNDC3B	1846.3405
FNDC4	238.1557	FNDC4	168.6211
FNDC5	30.0338	FNDC5	73.9992
FNDC8	6.3452	FNDC8	23.8577
FNIP1	1447.5465	FNIP1	910.2305
FNIP2	1001.269	FNIP2	610.9988
FNTA	1187.3942	FNTA	1566.114
FNTB	588.4645	FNTB	657.1209
removed	removed	FOLH1B	12.131
FOLH1	44.8393	FOLH1	462.596
FOLR1	5.4992	FOLR1	1031.1363
FOLR2	461.9289	FOLR2	300.8492
FOSB	417.5127	FOSB	524.0598
FOSL1	13.5364	FOSL1	8.0873
FOSL2	2662.8596	FOSL2	1423.7768
FOS	4159.8985	FOS	3832.9964
FOXA1	3945.0085	FOXA1	1842.2968
FOXC1	172.5888	FOXC1	1131.015
FOXC2	9.7293	FOXC2	12.9397
FOXD2	42.7242	FOXD2	30.3275
FOXD4L2	5.4992	removed	removed
FOXF1	17.3435	FOXF1	13.3441
FOXF2	95.1777	FOXF2	73.1905
FOXH1	11.4509	removed	removed
removed	removed	FOXI1	787.3029
FOXI2	96.4467	FOXI2	12.9397
FOXJ1	175.5499	removed	removed
FOXJ2	1121.8274	FOXJ2	1378.892
FOXJ3	1826.9882	FOXJ3	2110.3922
FOXK1	1058.7986	FOXK1	1940.9624
FOXK2	1806.2606	FOXK2	1507.8852
FOXL1	19.0355	FOXL1	22.2402
FOXM1	743.7817	FOXM1	110.74
removed	removed	FOXN1	29.5188
FOXN2	613.3672	FOXN2	328.3461
FOXN3	3037.6481	FOXN3	2212.6971
FOXO1	1182.7411	FOXO1	1095.835
FOXO3B	828.2572	FOXO3B	1377.6789
FOXO3	1478.0034	FOXO3	2476.3445
FOXO4	420.8968	FOXO4	919.1266
FOXP1	1721.2352	FOXP1	2189.6482
FOXP2	113.3672	FOXP2	83.2996
FOXP3	101.3706	FOXP3	23.9628
FOXP4	1079.1032	FOXP4	1475.5358
FOXQ1	20.3046	FOXQ1	40.8411
FOXRED1	220.3892	FOXRED1	315.4064
FOXRED2	609.9831	FOXRED2	678.5281
FOXS1	55.8376	FOXS1	17.7922
FPGS	897.6311	FPGS	809.5431
FPGT	516.967	FPGT	340.7966
FPR1	65.9898	FPR1	27.0926
FPR3	1057.5296	FPR3	113.6272
FRAS1	83.7563	FRAS1	262.8387
FRAT1	99.4078	FRAT1	116.0534
FRAT2	258.4602	FRAT2	444.8039
FREM1	183.5871	FREM1	481.1969
FREM2	131.5567	FREM2	105.5398
FRG1B	254.2301	FRG1B	497.776
FRG1	572.335	FRG1	739.1832
FRG2C	16.4975	removed	removed
FRK	483.9255	FRK	138.6979
FRMD1	39.3401	removed	removed
FRMD3	85.8714	FRMD3	86.9389
FRMD4A	1072.4154	FRMD4A	1148.702
FRMD4B	409.4755	FRMD4B	802.2645
FRMD5	9.7293	FRMD5	19.0053
FRMD6	2251.692	FRMD6	3560.0485
FRMD7	6.3452	removed	removed
FRMD8	781.7259	FRMD8	865.3457
removed	removed	FRMPD1	9.7048
removed	removed	FRMPD2L1	6.4699
removed	removed	FRMPD2	150.829
FRRS1	118.0203	FRRS1	131.015
FRS2	1796.5313	FRS2	1591.1848
FRS3	82.9103	FRS3	138.2936
FRYL	1939.5093	FRYL	1888.799
FRY	784.264	FRY	1013.7485
FRZB	299.0694	FRZB	1158.9163
FSCN1	1203.4687	FSCN1	1384.5532
FSCN2	13.5364	FSCN2	22.6446
FSD1L	50.7614	FSD1L	47.311
FSIP1	474.6193	FSIP1	31.945
FSTL1	18384.0948	FSTL1	8073.5948
FSTL3	388.7479	FSTL3	135.463
FSTL4	28.3418	FSTL4	37.2018
FST	70.22	FST	159.3207
FTH1	24879.4416	FTH1	26104.7271
FTHL3	142.555	FTHL3	149.6159
FTL	41590.1015	FTL	26707.2382
FTO	1485.6176	FTO	2515.5681
FTSJ1	588.8325	FTSJ1	618.2774
FTSJ2	647.2081	FTSJ2	540.2345
FTSJ3	1989.8477	FTSJ3	860.089
FTSJD1	559.6447	FTSJD1	868.1763
FTSJD2	1377.7496	FTSJD2	1240.1941
FUBP1	1717.4281	FUBP1	1862.9195
FUBP3	956.0068	FUBP3	1049.7372
FUCA1	2123.9425	FUCA1	970.8856
FUCA2	991.5398	FUCA2	828.9527
FUK	260.5753	FUK	443.5908
FUNDC1	451.3536	FUNDC1	226.85
FUNDC2	1355.753	FUNDC2	941.763
FURIN	2972.5042	FURIN	1921.5528
FUS	4284.687	FUS	2916.7004
FUT10	251.269	FUT10	289.9313
FUT11	286.379	FUT11	209.8666
FUT1	79.9492	FUT1	90.5782
FUT2	8.0372	FUT2	125.7582
FUT3	20.7276	FUT3	49.3328
FUT4	193.5068	FUT4	238.7505
FUT6	6.7682	FUT6	183.9871
FUT7	18.6717	removed	removed
FUT8	2405.7318	FUT8	640.2224
removed	removed	FUT9	213.5059
FUZ	221.2563	FUZ	276.6033
FXC1	646.3621	FXC1	1131.8237
FXN	130.2876	FXN	235.3417
FXR1	2117.1743	FXR1	2532.1472
FXR2	680.203	FXR2	712.4909
FXYD1	208.1218	FXYD1	475.5358
removed	removed	FXYD2	13.3441
FXYD3	2510.9983	FXYD3	2119.2883
FXYD5	1683.1641	FXYD5	1920.3397
FXYD6	441.6244	FXYD6	1403.5584
removed	removed	FXYD7	10.5135
FYB	755.0761	FYB	337.6466
FYCO1	2483.0795	FYCO1	2035.9887
FYN	961.9289	FYN	760.6146
FYTTD1	1768.1895	FYTTD1	1440.7602
FZD10	53.7225	FZD10	117.6708
FZD1	1083.7563	FZD1	2701.1727
FZD2	104.9069	FZD2	136.6761
FZD3	296.9543	FZD3	192.4788
FZD4	3269.2132	FZD4	1815.4549
FZD5	262.2673	FZD5	155.277
FZD6	710.6599	FZD6	931.2576
FZD7	718.6971	FZD7	3868.985
FZD8	257.6142	FZD8	502.6284
FZD9	10.1523	FZD9	6.8742
FZR1	907.3604	FZR1	872.6243
G0S2	1634.9408	G0S2	299.6361
G2E3	406.0914	G2E3	381.7226
G3BP1	2307.1066	G3BP1	1934.0882
G3BP2	3392.555	G3BP2	2780.833
G6PC3	1645.0931	G6PC3	912.2523
G6PD	3086.2944	G6PD	668.4189
GAA	1525.3807	GAA	1735.5439
GAB1	1102.3689	GAB1	1091.7913
GAB2	1412.8596	GAB2	1437.1209
GAB3	181.8951	GAB3	135.463
GABARAPL1	1516.4975	GABARAPL1	1213.1015
GABARAPL2	1019.8816	GABARAPL2	1441.5689
GABARAP	4307.9526	GABARAP	6528.5079
GABBR1	356.599	GABBR1	1494.541
GABPA	965.2961	GABPA	945.1233
GABPB1	394.9492	GABPB1	424.9616
GABPB2	265.6514	GABPB2	125.3538
GABRA2	7.6142	removed	removed
removed	removed	GABRA4	9.7048
GABRB2	11.4213	GABRB2	8.0873
GABRB3	307.5296	GABRB3	130.2062
GABRD	33.4179	GABRD	7.683
GABRE	273.2657	GABRE	519.2074
removed	removed	GABRG3	7.2786
GABRP	128.1726	GABRP	18339.6684
removed	removed	GABRR1	7.683
GADD45A	605.753	GADD45A	284.2701
GADD45B	1003.8071	GADD45B	424.5855
GADD45GIP1	536.379	GADD45GIP1	208.2491
GADD45G	90.5245	GADD45G	44.8848
GAGE2B	9.7293	removed	removed
GAGE2D	15.4272	removed	removed
GAK	1752.9611	GAK	1463.8091
removed	removed	GAL3ST1	14.9616
GAL3ST4	421.7428	GAL3ST4	313.3846
GALC	898.0541	GALC	851.1929
GALE	1050.3384	GALE	207.8447
GALK1	379.8646	GALK1	160.9381
GALK2	339.1751	GALK2	277.9499
GALM	310.4907	GALM	215.5277
GALNS	337.9865	GALNS	325.1112
GALNT10	2247.8849	GALNT10	1268.0954
GALNT11	942.4704	GALNT11	1257.9863
GALNT12	74.4501	GALNT12	90.5782
GALNT13	33.4179	GALNT13	16.9834
GALNT14	43.9932	GALNT14	53.7808
GALNT1	2609.9831	GALNT1	2684.998
GALNT2	2218.6971	GALNT2	1374.8484
GALNT3	960.2369	GALNT3	1119.2883
GALNT4	380.9898	GALNT4	486.1464
GALNT5	116.7513	GALNT5	133.0368
GALNT6	1609.5601	GALNT6	1352.6082
GALNT7	1810.4907	GALNT7	1271.3304
GALNTL1	631.1337	GALNTL1	1148.8071
GALNTL2	1217.0051	GALNTL2	274.9697
GALNTL4	231.3875	GALNTL4	159.3207
GALT	217.4281	GALT	617.873
GAL	6.7682	removed	removed
GAMT	745.3469	GAMT	366.761
GANAB	6104.4839	GANAB	9036.393
GANC	442.4915	GANC	547.2382
GAN	87.1404	GAN	107.5617
removed	removed	GAP43	5.2568
removed	removed	GAPDHS	5.2729
GAPDH	33237.3096	GAPDH	39869.7938
GAPT	137.0558	GAPT	51.3546
GAPVD1	1172.1658	GAPVD1	1378.892
GAR1	243.2318	GAR1	285.4832
GARNL3	66.4129	GARNL3	331.9854
GARS	1703.8917	GARS	1204.6098
GART	1528.3418	GART	1191.2657
GAS1	891.286	GAS1	875.8593
GAS2L1	381.9797	GAS2L1	769.5107
GAS2L2	6.3452	GAS2L2	12.131
GAS2L3	67.2589	GAS2L3	61.0594
GAS2	6.3452	GAS2	41.2455
GAS5	1123.9425	GAS5	3757.3797
GAS6	2375.6345	GAS6	3272.1391
GAS7	2733.5025	GAS7	1897.2907
GAS8	287.4704	GAS8	502.7133
GATA2	512.6904	GATA2	135.8674
GATA3	2394.6701	GATA3	3245.0465
GATA6	103.6379	GATA6	66.7206
GATAD1	844.7547	GATAD1	1130.6106
GATAD2A	1382.4027	GATAD2A	1481.1969
GATAD2B	1535.533	GATAD2B	1498.5847
GATC	40.6091	GATC	31.5406
GATM	354.9069	GATM	611.4032
GATSL1	27.9188	GATSL1	19.4096
GATSL3	182.2885	GATSL3	246.1342
GATS	241.9966	GATS	276.4456
GBA2	690.7783	GBA2	1234.8281
removed	removed	GBA3	11.7266
GBAP1	1059.2217	GBAP1	308.9365
GBAS	1739.0017	GBAS	1824.1003
GBA	4023.2657	GBA	1128.5888
GBE1	1264.8054	GBE1	508.2895
GBF1	2884.5178	GBF1	2629.5997
GBGT1	117.1743	GBGT1	147.9984
GBP1	1098.5618	GBP1	631.6215
GBP2	2743.6548	GBP2	4840.2628
GBP3	1489.0017	GBP3	1103.518
GBP4	1548.6464	GBP4	579.4581
GBP5	451.3536	GBP5	109.5835
GBP6	6.7682	GBP6	33.9668
GCAT	153.9763	GCAT	231.298
GCA	237.3096	GCA	386.1706
GCC1	923.0118	GCC1	644.1569
GCC2	1068.5279	GCC2	1694.7028
GCDH	561.3367	GCDH	406.389
GCET2	44.8393	GCET2	89.7695
GCFC1	524.1117	GCFC1	961.5851
GCH1	256.7682	GCH1	175.4953
GCHFR	431.4721	GCHFR	137.8892
removed	removed	GCK	8.0873
GCLC	828.2572	GCLC	794.5815
GCLM	599.4078	GCLM	514.7594
GCN1L1	3858.291	GCN1L1	3416.9025
GCNT1	330.3723	GCNT1	196.5224
