gene_id	TCGA-BH-A0BS-01A-11R-A12P-07	gene_id	TCGA-BH-A0BS-11A-11R-A12P-07
CASP10	84.48	CASP10	196.7884
removed	removed	CASP12	8.4188
CASP1	269.9477	CASP1	474.2566
CASP2	1104.3903	CASP2	1082.1609
CASP3	1265.9058	CASP3	426.5503
CASP4	643.4724	CASP4	733.8349
CASP6	992.7213	CASP6	435.6706
CASP7	833.4716	CASP7	709.2802
CASP8AP2	362.8434	CASP8AP2	515.9996
CASP8	734.7497	CASP8	443.037
CASP9	370.288	CASP9	355.6924
CASQ1	7.4446	CASQ1	51.5649
CASQ2	25.5706	CASQ2	104.1821
CASS4	10.034	CASS4	29.4656
CAST	6592.4785	CAST	4891.9111
CASZ1	1234.509	CASZ1	1309.8181
CATSPER2P1	25.9784	CATSPER2P1	20.3979
CATSPER2	8.092	CATSPER2	47.0047
CATSPER3	10.6814	CATSPER3	8.068
CATSPERB	27.189	CATSPERB	19.6438
CATSPERG	39.4888	CATSPERG	44.9
CAT	1706.4319	CAT	2824.1418
CAV1	1181.4257	CAV1	10054.8008
CAV2	346.0121	CAV2	2816.4246
CBARA1	1073.9645	CBARA1	1234.7509
CBFA2T2	694.6136	CBFA2T2	880.1108
CBFA2T3	199.3858	CBFA2T3	124.5274
CBFB	632.1437	CBFB	836.6139
CBLB	476.1307	CBLB	446.1941
CBLC	521.122	CBLC	278.5205
CBLL1	874.255	CBLL1	1272.2845
removed	removed	CBLN1	7.0156
CBLN3	218.8065	CBLN3	73.6641
CBLN4	16.8313	CBLN4	14.0313
CBL	1038.3599	CBL	972.7171
CBR1	53.4069	CBR1	831.2329
CBR3	431.1395	CBR3	192.9298
CBR4	1050.0123	CBR4	633.8622
CBS	75.417	CBS	113.3024
CBWD1	1160.7103	CBWD1	910.9795
CBWD2	743.8127	CBWD2	419.8855
CBWD3	247.9699	CBWD3	244.4947
CBWD5	10.3253	removed	removed
CBWD6	84.48	CBWD6	101.3759
CBX1	1718.0843	CBX1	1720.934
CBX2	65.7067	CBX2	45.6016
CBX3	3725.537	CBX3	2811.1629
CBX4	851.5976	CBX4	295.358
CBX5	5026.0763	CBX5	3074.249
CBX6	568.7027	CBX6	659.4692
CBX7	380.6457	CBX7	2630.5104
CBX8	77.6828	CBX8	78.9258
CBY1	738.8669	CBY1	819.9798
CC2D1A	603.9837	CC2D1A	1002.5335
CC2D1B	696.8793	CC2D1B	705.7724
CC2D2A	221.0723	CC2D2A	481.2722
CCAR1	1454.2865	CCAR1	1027.7898
removed	removed	CCBE1	12.9789
CCBL1	100.9876	CCBL1	142.0665
CCBL2	1147.8085	CCBL2	876.603
CCBP2	58.2621	CCBP2	35.7797
CCDC101	182.5545	CCDC101	354.2893
CCDC102A	34.3099	CCDC102A	219.2384
CCDC102B	56.9674	CCDC102B	66.6485
CCDC103	263.7978	CCDC103	167.6736
CCDC104	879.1102	CCDC104	1105.3125
CCDC106	186.115	CCDC106	200.9978
CCDC107	250.9769	CCDC107	504.6869
CCDC109A	663.8642	CCDC109A	443.037
CCDC109B	196.149	CCDC109B	156.4485
CCDC110	33.0152	CCDC110	83.486
CCDC111	270.472	CCDC111	284.817
CCDC112	261.5321	CCDC112	178.197
CCDC113	371.9063	CCDC113	327.2791
CCDC114	37.223	CCDC114	24.9055
CCDC115	1070.7278	CCDC115	1224.929
CCDC117	1542.327	CCDC117	830.6506
CCDC11	39.1651	CCDC11	37.8844
CCDC120	457.0337	CCDC120	483.7277
CCDC121	92.8957	CCDC121	170.4798
CCDC122	61.8226	CCDC122	119.2657
CCDC123	484.2227	CCDC123	417.7808
CCDC124	328.2098	CCDC124	620.5325
CCDC125	509.4696	CCDC125	389.0167
CCDC126	515.6195	CCDC126	362.7081
CCDC127	407.8346	CCDC127	393.2261
removed	removed	CCDC129	21.7485
CCDC12	240.8166	CCDC12	591.4176
CCDC130	121.0557	CCDC130	388.3151
CCDC132	2374.8275	CCDC132	674.9036
CCDC134	76.0644	CCDC134	68.7532
removed	removed	CCDC136	38.9367
CCDC137	229.4879	CCDC137	330.0854
CCDC138	36.5756	CCDC138	76.4704
CCDC13	7.1209	CCDC13	9.1203
CCDC141	19.7444	CCDC141	8.7695
CCDC142	51.4648	CCDC142	130.0031
CCDC144A	25.5058	CCDC144A	25.2668
CCDC144B	24.2759	CCDC144B	24.9055
CCDC146	92.572	CCDC146	132.2446
removed	removed	CCDC147	16.1359
CCDC148	14.2418	CCDC148	56.125
CCDC149	482.2806	CCDC149	634.9145
CCDC14	351.1909	CCDC14	836.9647
removed	removed	CCDC150	6.6648
removed	removed	CCDC151	11.9266
CCDC152	48.9304	CCDC152	108.6896
CCDC153	44.0202	CCDC153	16.1359
CCDC157	58.6052	CCDC157	43.1531
CCDC158	84.48	CCDC158	65.5961
CCDC159	230.4589	CCDC159	169.4275
CCDC15	116.8479	CCDC15	122.072
CCDC160	227.5458	CCDC160	82.4337
CCDC163P	16.1839	CCDC163P	16.4867
CCDC18	50.4938	CCDC18	22.1027
CCDC19	116.5242	CCDC19	22.8008
CCDC21	443.4392	CCDC21	301.6721
CCDC22	522.3488	CCDC22	570.3076
CCDC23	224.6327	CCDC23	283.7822
CCDC24	340.7167	CCDC24	226.5487
CCDC25	1221.8855	CCDC25	1247.379
CCDC28A	385.1772	CCDC28A	518.4551
CCDC28B	70.8855	CCDC28B	52.968
CCDC30	151.1578	CCDC30	115.4071
CCDC34	213.9513	CCDC34	399.8909
removed	removed	CCDC36	15.7852
CCDC39	12.9471	CCDC39	15.0836
CCDC3	340.1859	CCDC3	1133.375
CCDC40	111.3453	CCDC40	88.0462
CCDC41	191.6175	CCDC41	172.9353
CCDC43	458.9758	CCDC43	430.7597
CCDC45	245.0245	CCDC45	644.0348
CCDC46	27.5127	CCDC46	185.1495
CCDC47	3924.5991	CCDC47	3273.1422
CCDC48	313.6443	CCDC48	70.5071
CCDC50	721.8026	CCDC50	2020.5014
CCDC51	283.2185	CCDC51	248.3533
CCDC52	456.3864	CCDC52	428.655
CCDC53	523.7115	CCDC53	360.9542
CCDC55	617.9018	CCDC55	816.6193
CCDC56	1202.8338	CCDC56	1115.5483
CCDC57	239.8456	CCDC57	398.4878
CCDC58	201.9752	CCDC58	145.2235
CCDC59	253.7638	CCDC59	490.0418
CCDC61	95.1614	CCDC61	168.7259
CCDC64B	167.3417	CCDC64B	393.5768
CCDC64	276.0976	CCDC64	41.3922
CCDC65	71.5329	CCDC65	31.5703
CCDC66	167.1054	CCDC66	347.1018
removed	removed	CCDC67	7.7172
removed	removed	CCDC68	70.1563
CCDC69	139.5053	CCDC69	1375.4143
CCDC6	3616.4574	CCDC6	2869.7434
CCDC71	388.7376	CCDC71	671.7466
CCDC72	1256.5191	CCDC72	1009.5491
CCDC73	20.4403	CCDC73	47.5134
CCDC74A	27.189	CCDC74A	534.591
CCDC74B	6.7972	CCDC74B	91.9048
CCDC75	93.543	CCDC75	81.7321
CCDC76	138.845	CCDC76	334.9227
CCDC77	125.5872	CCDC77	143.1189
CCDC78	16.8313	removed	removed
CCDC7	23.9522	CCDC7	26.3086
CCDC80	1003.079	CCDC80	1340.6869
removed	removed	CCDC81	9.8219
CCDC82	73.1513	CCDC82	470.0472
CCDC84	24.9232	CCDC84	110.847
CCDC85A	17.4786	CCDC85A	149.7697
CCDC85B	40.1361	CCDC85B	134.7001
CCDC85C	844.3342	CCDC85C	779.9206
CCDC86	292.6052	CCDC86	653.8076
CCDC87	82.8616	CCDC87	14.382
CCDC88A	160.2207	CCDC88A	424.0948
CCDC88B	54.7016	CCDC88B	196.4376
CCDC88C	865.192	CCDC88C	1038.3132
removed	removed	CCDC89	49.4602
CCDC8	68.6198	CCDC8	2001.5592
CCDC90A	486.8121	CCDC90A	260.9814
CCDC90B	719.2099	CCDC90B	730.6323
CCDC91	497.4935	CCDC91	539.5019
CCDC92	594.597	CCDC92	789.9599
CCDC93	570.6448	CCDC93	862.9225
CCDC94	222.6907	CCDC94	387.2628
CCDC96	146.3026	CCDC96	66.2977
CCDC97	1035.4468	CCDC97	1128.1133
CCDC99	130.1187	CCDC99	184.8618
CCDC9	265.4162	CCDC9	438.1261
CCHCR1	159.2497	CCHCR1	512.4918
removed	removed	CCIN	5.9633
removed	removed	CCK	41.0414
removed	removed	CCL13	9.4711
CCL14	43.0427	CCL14	800.1186
removed	removed	CCL17	6.3141
CCL18	25.8943	CCL18	22.45
CCL19	64.412	CCL19	266.2432
removed	removed	CCL20	26.6594
CCL21	139.5053	CCL21	259.9291
CCL22	22.0101	CCL22	273.2588
removed	removed	CCL23	26.6594
CCL28	51.1412	CCL28	1930.7014
CCL2	77.0354	CCL2	144.522
removed	removed	CCL3L1	5.6125
CCL3	19.097	CCL3	46.6539
CCL4L2	29.131	CCL4L2	14.7328
CCL4	39.4888	CCL4	64.8946
CCL5	84.8037	CCL5	486.5339
CCL8	6.4736	CCL8	20.6961
CCM2	523.0641	CCM2	773.4732
removed	removed	CCNA1	19.6438
CCNA2	360.3834	CCNA2	66.8449
CCNB1IP1	244.0534	CCNB1IP1	1234.0493
CCNB1	723.0973	CCNB1	192.9298
CCNB2	258.9426	CCNB2	56.125
CCNB3	20.7154	CCNB3	11.5758
CCNC	1525.4957	CCNC	1368.7494
CCND1	9263.9961	CCND1	4772.6068
CCND2	284.5132	CCND2	927.1155
CCND3	833.1479	CCND3	1820.2052
CCNDBP1	1377.5748	CCNDBP1	1314.7291
CCNE1	30.1021	CCNE1	14.0313
CCNE2	177.5311	CCNE2	36.1515
CCNF	337.5964	CCNF	257.8244
CCNG1	2964.2457	CCNG1	3260.1632
CCNG2	4056.3362	CCNG2	2339.3618
CCNH	624.1165	CCNH	627.6884
CCNI2	25.7518	CCNI2	14.7013
CCNI	8380.0307	CCNI	8797.2492
CCNJL	14.5655	CCNJL	101.0251
CCNJ	109.7269	CCNJ	169.7782
CCNK	934.9253	CCNK	715.1102
CCNL1	324.3256	CCNL1	1480.9995
CCNL2	538.6007	CCNL2	1352.2627
CCNO	152.4525	CCNO	43.1461
CCNT1	278.687	CCNT1	217.8353
CCNT2	803.3695	CCNT2	915.1889
CCNYL1	492.6383	CCNYL1	309.3893
CCNY	1303.4524	CCNY	1746.5411
CCPG1	4125.0466	CCPG1	2023.7111
removed	removed	CCR10	9.4711
CCR1	77.6828	CCR1	103.4805
CCR2	12.2998	CCR2	142.7681
removed	removed	CCR4	16.1359
CCR5	36.5756	CCR5	112.6009
CCR6	38.2361	CCR6	104.3084
CCR7	25.2469	CCR7	78.5751
CCRL1	10.6814	CCRL1	45.9524
CCRL2	55.6727	CCRL2	61.036
CCRN4L	135.6212	CCRN4L	122.4227
CCS	329.5045	CCS	511.4394
CCT2	3850.1531	CCT2	3144.0546
CCT3	9038.0686	CCT3	5996.6097
CCT4	4210.0834	CCT4	4918.3074
CCT5	4232.4172	CCT5	3537.2806
CCT6A	3884.1394	CCT6A	3436.2555
CCT6B	117.4952	CCT6B	149.4329
CCT6P1	18.4497	CCT6P1	188.7204
CCT7	5338.4259	CCT7	4771.6807
CCT8	4329.8444	CCT8	3092.4897
CD101	20.7154	CD101	35.4289
CD109	2893.6838	CD109	418.4823
CD14	337.2728	CD14	1277.1954
CD151	10504.0075	CD151	6961.9604
removed	removed	CD160	14.382
CD163L1	54.7016	CD163L1	86.643
CD163	176.4047	CD163	130.1399
CD164L2	31.0731	CD164L2	89.4493
CD164	24177.7965	CD164	11400.0479
CD180	34.9573	CD180	123.8259
removed	removed	CD19	17.1883
CD1A	18.4497	removed	removed
CD1C	8.092	CD1C	25.2563
CD1D	20.0681	CD1D	29.4656
CD1E	9.063	CD1E	18.5914
removed	removed	CD200R1	15.4344
CD200	167.6653	CD200	588.2606
CD207	49.8465	CD207	27.0102
CD209	11.3287	CD209	20.3453
CD226	5.5025	CD226	39.2875
CD22	94.8377	CD22	81.0305
removed	removed	CD244	10.8742
removed	removed	CD247	273.2588
CD248	543.4558	CD248	530.0308
CD24	20455.4963	CD24	18895.1961
CD274	9.3867	CD274	25.607
CD276	2542.1692	CD276	1244.9235
CD27	5.7712	CD27	134.5878
CD28	6.1499	CD28	41.0414
CD2AP	2610.1416	CD2AP	1683.0496
CD2BP2	1126.7241	CD2BP2	1764.7817
CD2	10.6814	CD2	252.2119
CD300A	96.1324	CD300A	140.3126
CD300C	17.4786	CD300C	14.0313
CD300LB	5.1789	CD300LB	7.3664
CD300LF	17.4786	CD300LF	27.361
CD300LG	31.3968	CD300LG	1003.5859
CD302	1395.1699	CD302	1500.3767
CD320	307.1707	CD320	719.8036
CD33	26.5416	CD33	31.5703
CD34	1313.1628	CD34	2127.4898
CD36	822.7902	CD36	10308.4159
CD37	103.2534	CD37	291.1486
removed	removed	CD38	37.1828
removed	removed	CD3D	116.1087
CD3EAP	192.5886	CD3EAP	544.483
CD3E	14.8892	CD3E	376.7393
removed	removed	CD3G	44.1985
removed	removed	CD40LG	138.2079
CD40	100.6639	CD40	421.2886
CD44	15914.9373	CD44	10035.1571
CD46	21154.3177	CD46	5846.1244
CD47	1281.766	CD47	3086.1756
CD48	76.7118	CD48	331.8393
CD4	439.8788	CD4	727.8716
CD52	49.5228	CD52	272.908
CD53	286.779	CD53	496.3558
CD55	1201.1701	CD55	1137.5844
CD58	291.9578	CD58	188.3697
CD59	12846.4673	CD59	23335.3883
CD5	6.4736	CD5	105.936
CD63	12498.8368	CD63	8304.4012
CD68	842.2109	CD68	1013.4077
CD69	20.7154	CD69	316.0541
CD6	23.9522	CD6	129.4384
CD72	15.5366	CD72	34.7274
CD74	11113.1701	CD74	24338.6234
removed	removed	CD79A	283.4314
CD79B	9.3867	CD79B	158.904
removed	removed	CD7	62.7899
CD80	9.7103	removed	removed
CD81	8988.5458	CD81	11385.6658
CD82	239.8456	CD82	2828.702
CD83	178.9941	CD83	200.9978
CD84	49.5228	CD84	49.4602
CD86	106.8138	CD86	92.2555
CD8A	27.5127	CD8A	208.3642
removed	removed	CD8B	50.8633
CD93	2341.8124	CD93	1854.9326
CD96	9.3867	CD96	165.9196
CD97	757.4072	CD97	941.1468
CD99L2	1610.2994	CD99L2	1168.1024
CD99	1597.0286	CD99	1453.9893
CD9	11611.6346	CD9	6927.5838
CDADC1	180.2888	CDADC1	244.8455
CDAN1	307.1707	CDAN1	538.0988
CDA	22.9812	removed	removed
CDC123	1100.8622	CDC123	869.1664
CDC14A	35.6046	CDC14A	756.2849
CDC14B	155.0419	CDC14B	645.0872
removed	removed	CDC14C	9.1203
CDC16	2074.7778	CDC16	1466.6174
CDC20	290.0157	CDC20	83.486
CDC23	1005.6684	CDC23	856.9592
CDC25A	65.7067	CDC25A	35.0781
CDC25B	276.4213	CDC25B	324.8237
CDC25C	68.6198	CDC25C	5.9633
CDC26	94.8377	CDC26	134.5773
CDC27	2365.7645	CDC27	1311.572
CDC34	460.9179	CDC34	562.3027
CDC37L1	448.6181	CDC37L1	542.3082
CDC37	1573.4001	CDC37	2656.1175
CDC40	663.8642	CDC40	758.7404
CDC42BPA	2485.5255	CDC42BPA	1439.958
CDC42BPB	4329.8444	CDC42BPB	2571.5792
CDC42BPG	307.4944	CDC42BPG	838.017
CDC42EP1	759.3492	CDC42EP1	2528.7838
CDC42EP2	192.9123	CDC42EP2	255.3689
CDC42EP3	115.5531	CDC42EP3	1196.1649
CDC42EP4	1951.78	CDC42EP4	5453.5999
CDC42EP5	10.6814	CDC42EP5	101.3759
CDC42SE1	3305.6	CDC42SE1	2737.6847
CDC42SE2	1253.606	CDC42SE2	1969.6381
CDC42	13458.5429	CDC42	5862.2604
CDC45	100.3403	CDC45	19.6438
CDC5L	1215.7356	CDC5L	1270.8814
CDC6	328.5335	CDC6	92.6063
CDC73	1956.6352	CDC73	1099.7
CDC7	191.9412	CDC7	56.8266
CDCA2	128.5003	CDCA2	25.9578
CDCA3	72.9312	CDCA3	24.6424
CDCA4	277.716	CDCA4	227.6572
CDCA5	237.9035	CDCA5	82.0829
CDCA7L	122.3472	CDCA7L	1010.8681
CDCA7	17.8023	CDCA7	122.072
CDCA8	245.6718	CDCA8	82.4337
CDCP1	2893.0365	CDCP1	873.4459
CDH11	484.5464	CDH11	431.812
removed	removed	CDH12	16.1359
CDH13	588.7708	CDH13	671.3958
removed	removed	CDH19	35.4289
CDH1	18232.1502	CDH1	11313.7556
removed	removed	CDH20	5.9633
removed	removed	CDH22	38.586
CDH23	14.5655	CDH23	88.0462
CDH24	75.417	CDH24	62.4391
removed	removed	CDH26	10.5234
CDH2	31.0731	CDH2	249.4056
CDH3	119.761	CDH3	2827.2989
removed	removed	CDH4	14.0313
CDH5	702.3819	CDH5	1317.5353
CDH6	159.2497	CDH6	43.4969
CDH8	24.9232	CDH8	127.6845
removed	removed	CDHR1	7.7172
CDHR3	66.1987	CDHR3	46.3382
CDIPT	1457.1996	CDIPT	2146.0812
CDK10	297.784	CDK10	577.0356
CDK11A	173.9965	CDK11A	373.7331
CDK11B	619.339	CDK11B	781.7411
CDK12	1431.9527	CDK12	1280.0017
CDK13	978.8031	CDK13	1030.2453
CDK14	314.6153	CDK14	740.8505
CDK16	2053.7387	CDK16	1422.0682
CDK17	1039.9783	CDK17	919.3983
CDK18	424.3422	CDK18	504.073
CDK19	476.571	CDK19	636.3527
CDK1	776.5042	CDK1	88.0462
CDK20	95.4851	CDK20	245.1963
CDK2AP1	2158.2868	CDK2AP1	2319.3673
CDK2AP2	1315.4285	CDK2AP2	605.0981
CDK2	528.243	CDK2	599.8364
CDK3	16.0739	CDK3	133.5355
CDK4	1790.2646	CDK4	2262.8914
CDK5R1	33.9862	CDK5R1	83.1352
CDK5RAP1	435.9946	CDK5RAP1	592.1192
CDK5RAP2	1946.6012	CDK5RAP2	1680.2434
CDK5RAP3	1143.5554	CDK5RAP3	1965.0779
CDK5	321.7362	CDK5	173.9876
CDK6	104.8718	CDK6	1134.0766
CDK7	579.0604	CDK7	456.0159
CDK8	191.9412	CDK8	135.4017
CDK9	922.8068	CDK9	1042.5226
CDKAL1	253.7638	CDKAL1	387.9643
CDKL1	8.4156	CDKL1	12.6281
CDKL2	22.6575	CDKL2	81.3813
CDKL3	26.2697	CDKL3	31.0371
CDKL5	63.4409	CDKL5	49.1094
CDKN1A	1152.2947	CDKN1A	1719.8817
CDKN1B	1563.0424	CDKN1B	2041.8991
CDKN1C	75.417	CDKN1C	571.4231
CDKN2AIPNL	483.899	CDKN2AIPNL	362.3573
CDKN2AIP	412.6898	CDKN2AIP	823.9857
CDKN2A	34.6336	CDKN2A	20.6961
CDKN2B	363.167	CDKN2B	404.8018
CDKN2C	182.8782	CDKN2C	731.0286
CDKN2D	158.926	CDKN2D	84.8891
CDKN3	116.8479	CDKN3	19.9945
CDNF	25.2469	CDNF	70.1563
CDO1	25.2469	CDO1	366.2159
CDON	2005.8343	CDON	338.8549
removed	removed	CDR1	21.2784
CDR2L	526.3009	CDR2L	366.2159
CDR2	403.6268	CDR2	589.6637
CDRT15P	7.1209	CDRT15P	6.6648
CDRT4	268.517	CDRT4	415.6445
CDS1	1992.5635	CDS1	926.4139
CDS2	1404.4401	CDS2	884.3202
CDSN	47.5807	CDSN	62.0883
CDT1	58.9094	CDT1	94.711
CDV3	2740.9077	CDV3	3233.5038
CDYL2	138.2106	CDYL2	94.0094
CDYL	489.7252	CDYL	614.92
CEACAM19	49.8465	CEACAM19	76.8211
CEACAM1	1486.6543	CEACAM1	1028.4914
CEACAM5	324.973	CEACAM5	5.6125
CEACAM6	5441.0319	CEACAM6	204.1548
CEACAM7	7.7683	removed	removed
CEBPA	292.9288	CEBPA	1135.8305
CEBPB	287.4263	CEBPB	925.0108
CEBPD	225.2801	CEBPD	762.9498
CEBPG	876.8445	CEBPG	869.5873
CEBPZ	1304.7471	CEBPZ	1635.6941
CECR1	386.7955	CECR1	1522.0409
removed	removed	CECR2	7.0156
removed	removed	CECR4	5.6125
CECR5	568.0554	CECR5	722.6099
CECR6	22.9812	CECR6	25.9578
removed	removed	CECR7	114.7055
CELF1	1615.802	CELF1	1749.6981
CELF2	173.1679	CELF2	981.1358
removed	removed	CELF4	8.7695
removed	removed	CELF5	89.4493
removed	removed	CELF6	31.6265
CELSR1	12071.5815	CELSR1	1828.2732
CELSR2	3246.8168	CELSR2	1881.9427
CELSR3	81.2432	CELSR3	48.478
CEL	7.4446	CEL	25.2563
CEMP1	68.6198	CEMP1	158.0095
CENPA	60.8515	CENPA	12.9789
CENPBD1	169.6074	CENPBD1	372.8807
CENPB	1249.0745	CENPB	2079.4327
CENPC1	387.4429	CENPC1	477.7644
CENPE	181.9072	CENPE	24.2039
CENPF	1745.9206	CENPF	195.7361
CENPH	127.2056	CENPH	114.004
CENPI	67.0014	CENPI	7.3664
CENPJ	143.7132	CENPJ	183.8095
CENPK	57.6147	CENPK	23.1516
CENPL	185.4677	CENPL	99.9727
CENPM	122.0267	CENPM	46.6539
CENPN	95.3848	CENPN	98.0259
CENPO	122.2695	CENPO	78.4277
CENPP	606.7123	CENPP	64.1509
CENPQ	116.2005	CENPQ	98.2188
CENPT	120.4083	CENPT	487.2355
CENPV	20.3917	CENPV	226.6048
CENPW	105.5191	CENPW	103.8313
CEP110	298.1077	CEP110	486.1832
CEP120	451.8549	CEP120	664.7309
CEP135	133.6791	CEP135	182.0556
CEP152	30.1021	CEP152	62.4391
CEP164	366.4038	CEP164	615.2707
CEP170	804.3405	CEP170	518.4551
CEP192	678.4297	CEP192	612.8153
CEP250	748.6679	CEP250	728.5732
CEP290	365.4231	CEP290	385.0879
CEP350	2050.8256	CEP350	959.3874
CEP55	288.3973	CEP55	32.9735
CEP57	748.3442	CEP57	1020.4234
CEP63	564.8057	CEP63	669.4946
CEP68	560.627	CEP68	1428.3823
CEP70	444.4103	CEP70	308.6877
CEP72	23.3048	CEP72	88.7477
CEP76	141.7711	CEP76	144.1712
CEP78	275.4502	CEP78	253.615
CEP97	252.4691	CEP97	100.3235
CEPT1	1126.0767	CEPT1	803.2896
CERCAM	4104.5643	CERCAM	632.8098
CERKL	430.7964	CERKL	41.7255
CERK	860.6605	CERK	706.8247
CES1	73.7986	CES1	2196.9445
CES2	479.6912	CES2	1332.2681
CES3	230.4589	CES3	224.5002
removed	removed	CES4	13.6805
CES8	61.1752	CES8	114.004
CETN2	2164.4367	CETN2	1215.8087
CETN3	378.3799	CETN3	357.7971
CETP	14.8892	CETP	5.6125
CFB	20226.9632	CFB	2161.5963
CFDP1	421.4291	CFDP1	961.8429
CFD	134.3265	CFD	1273.6876
CFH	370.288	CFH	742.6044
CFI	134.0028	CFI	548.973
CFL1	16051.2059	CFL1	9311.8456
CFL2	216.5408	CFL2	864.6764
CFLAR	677.7823	CFLAR	778.3841
removed	removed	CFP	21.0469
removed	removed	CFTR	15.4344
CG030	6.1499	CG030	43.1461
removed	removed	CGB7	15.1082
CGGBP1	3022.511	CGGBP1	2583.169
CGNL1	1455.9049	CGNL1	2297.268
CGN	2572.595	CGN	1942.9787
CGREF1	31.2932	CGREF1	331.3868
CGRRF1	319.4705	CGRRF1	322.719
CH25H	5.1789	CH25H	14.7328
CHAC1	65.7067	CHAC1	33.3242
CHAC2	37.8704	CHAC2	26.6594
CHADL	99.065	CHADL	141.0142
CHAD	779.4173	CHAD	265.5416
CHAF1A	242.7587	CHAF1A	317.808
CHAF1B	194.5306	CHAF1B	226.2541
CHCHD10	206.5067	CHCHD10	495.6543
CHCHD1	625.6701	CHCHD1	460.2253
CHCHD2	3279.832	CHCHD2	3195.9702
CHCHD3	520.4747	CHCHD3	690.6888
CHCHD4	258.9426	CHCHD4	287.6408
CHCHD5	396.5059	CHCHD5	264.4892
CHCHD6	91.9246	CHCHD6	219.5892
CHCHD7	229.1642	CHCHD7	481.9738
CHCHD8	527.2719	CHCHD8	665.0817
CHD1L	1514.4907	CHD1L	932.728
CHD1	900.7967	CHD1	1027.7898
CHD2	2036.2601	CHD2	2934.2872
CHD3	3860.5108	CHD3	3758.273
CHD4	8554.7198	CHD4	5661.915
CHD6	1646.5514	CHD6	1865.1052
CHD7	828.6164	CHD7	477.7644
CHD8	2170.5865	CHD8	2188.5258
CHD9	760.9676	CHD9	1536.0722
CHDH	402.0084	CHDH	1021.4757
CHEK1	149.5394	CHEK1	102.779
CHEK2	252.7927	CHEK2	151.1868
CHERP	853.7824	CHERP	1376.9402
CHFR	343.4227	CHFR	294.3057
CHI3L1	89.9826	CHI3L1	757.3373
CHI3L2	2992.082	CHI3L2	1006.3921
CHIC1	225.2801	CHIC1	285.5361
CHIC2	127.2056	CHIC2	226.6048
CHID1	1433.2474	CHID1	1590.4433
CHIT1	212.333	CHIT1	189.7728
CHKA	318.4994	CHKA	1467.6698
CHKB-CPT1B	65.205	CHKB-CPT1B	174.177
CHKB	249.0996	CHKB	338.897
CHL1	47.257	CHL1	980.4343
CHML	720.8315	CHML	466.1886
CHMP1A	1579.55	CHMP1A	2183.9656
CHMP1B	1437.4552	CHMP1B	1617.4535
CHMP2A	2352.4937	CHMP2A	1721.6356
CHMP2B	927.3383	CHMP2B	944.6546
CHMP4A	1100.8234	CHMP4A	915.8659
CHMP4B	3488.6045	CHMP4B	3057.7623
CHMP4C	509.1459	CHMP4C	821.5303
CHMP5	1820.467	CHMP5	1308.7412
CHMP6	322.0599	CHMP6	544.0621
CHMP7	1176.8942	CHMP7	1222.4735
CHM	1071.6988	CHM	581.5957
CHN1	116.2005	CHN1	140.3126
CHN2	40.1361	CHN2	44.5493
removed	removed	CHODL	37.8844
CHORDC1	354.7514	CHORDC1	469.6964
CHPF2	1266.5531	CHPF2	944.6546
CHPF	2209.7225	CHPF	1179.3274
CHPT1	722.7736	CHPT1	2970.7685
CHP	5131.2718	CHP	2714.698
CHRAC1	529.5377	CHRAC1	573.177
CHRDL1	128.5003	CHRDL1	1716.0231
CHRD	42.7255	CHRD	67.35
removed	removed	CHRFAM7A	27.7117
removed	removed	CHRM1	420.587
CHRM3	5.5025	CHRM3	53.6696
removed	removed	CHRNA10	6.3141
CHRNA1	6.7972	removed	removed
removed	removed	CHRNA2	34.3766
CHRNA5	9.3867	CHRNA5	46.3032
CHRNA6	19.7444	removed	removed
removed	removed	CHRNA7	5.2617
CHRNB1	189.6755	CHRNB1	234.322
CHRNB2	6.7972	CHRNB2	47.7063
removed	removed	CHRNE	20.5383
CHST10	299.0787	CHST10	367.9698
CHST11	55.0253	CHST11	53.3188
CHST12	37.5467	CHST12	195.7361
removed	removed	CHST13	5.2617
CHST14	632.4674	CHST14	621.5848
CHST15	2511.4198	CHST15	1178.9766
CHST1	39.8124	CHST1	54.0204
CHST2	50.1701	CHST2	180.3017
CHST3	196.4727	CHST3	1516.7792
removed	removed	CHST4	20.6961
removed	removed	CHST5	5.63
CHST6	13.2708	CHST6	8.068
CHST7	24.9232	CHST7	112.6009
CHST8	6.7972	CHST8	10.8742
CHST9	23.6285	CHST9	615.9723
CHSY1	4307.5105	CHSY1	2121.5265
CHSY3	62.4699	CHSY3	60.3344
CHTF18	44.0202	CHTF18	132.9462
CHTF8	1990.9451	CHTF8	3114.2381
CHUK	672.2798	CHUK	564.0566
CHURC1	1368.9649	CHURC1	1248.5717
CIAO1	1705.4609	CIAO1	1933.5076
CIAPIN1	570.9685	CIAPIN1	844.6818
CIB1	2675.201	CIB1	1282.8079
CIB2	15.2129	CIB2	158.904
CIC	1328.3757	CIC	1937.3662
CIDEA	9.7103	CIDEA	350.7815
CIDEB	519.4616	CIDEB	439.0767
CIDECP	68.6198	CIDECP	120.6688
CIDEC	72.8276	CIDEC	1894.9216
CIITA	41.4308	CIITA	198.8931
CILP2	25.8943	CILP2	27.0102
CILP	383.5588	CILP	330.787
CINP	486.2845	CINP	421.6394
CIR1	722.7736	CIR1	940.796
CIRBP	4152.4687	CIRBP	7284.6794
