gene_id	TCGA-BH-A18N-01A-11R-A12D-07	gene_id	TCGA-BH-A18N-11A-43R-A12D-07
CENPA	47.7008	CENPA	9.2593
CENPBD1	228.2086	CENPBD1	301.5873
CENPB	2242.2787	CENPB	1668.3201
CENPC1	582.361	CENPC1	558.8624
CENPE	272.1345	CENPE	59.5238
CENPF	879.8902	CENPF	111.1111
CENPH	112.5601	CENPH	60.1852
CENPI	23.3356	CENPI	7.9365
CENPJ	223.0611	CENPJ	244.0476
CENPK	54.5642	CENPK	5.291
CENPL	81.6747	CENPL	78.0423
CENPM	87.8518	CENPM	8.5979
CENPN	113.6994	CENPN	126.0847
CENPO	89.7358	CENPO	67.1131
CENPP	122.6424	CENPP	43.5086
CENPQ	114.2759	CENPQ	99.8677
CENPT	293.4111	CENPT	564.1534
CENPV	376.4585	CENPV	110.119
CENPW	48.7303	CENPW	72.4206
CEP110	483.5278	CEP110	678.9021
CEP120	866.1633	CEP120	841.2698
CEP135	432.3953	CEP135	248.6772
CEP152	70.35	CEP152	110.119
CEP164	535.3466	CEP164	662.3677
CEP170	449.2107	CEP170	1008.5979
CEP192	707.6184	CEP192	694.7751
CEP250	1217.5704	CEP250	735.119
CEP290	689.1798	CEP290	648.5913
CEP350	1547.7008	CEP350	1682.8704
CEP55	147.2203	CEP55	11.5741
CEP57	454.7014	CEP57	855.1587
CEP63	886.3967	CEP63	756.7692
CEP68	1162.687	CEP68	1824.4048
CEP70	485.93	CEP70	328.373
CEP72	87.5086	CEP72	63.8228
CEP76	155.7996	CEP76	157.4074
CEP78	196.2938	CEP78	241.7328
CEP97	268.3596	CEP97	201.7196
CEPT1	581.6747	CEPT1	886.2434
CERCAM	780.3706	CERCAM	894.8413
CERKL	86.3075	CERKL	30.3042
CERK	605.6966	CERK	758.5979
CES1	51.4756	CES1	4155.0926
CES2	595.4015	CES2	1408.3995
removed	removed	CES3	29.7619
removed	removed	CES4	99.8677
CES8	152.0247	CES8	94.5767
CETN2	1180.1647	CETN2	966.2698
CETN3	507.5498	CETN3	295.6349
CETP	15.7859	CETP	58.8624
CFB	5382.9719	CFB	2121.0913
CFDP1	1700.755	CFDP1	726.1905
CFD	926.9046	CFD	3767.5265
removed	removed	CFHR1	8.5979
CFH	356.2114	CFH	2416.336
CFI	77.8998	CFI	736.7725
CFL1	9387.4399	CFL1	7758.5979
CFL2	377.8312	CFL2	1066.1376
CFLAR	610.127	CFLAR	1496.6931
CFP	10.2951	CFP	67.791
removed	removed	CFTR	74.0741
CG030	44.269	CG030	58.2011
removed	removed	CGB7	6.3228
CGGBP1	3508.4077	CGGBP1	2378.9683
CGNL1	441.6609	CGNL1	1894.5106
CGN	2269.046	CGN	1106.8122
CGREF1	17.6047	CGREF1	109.6958
CGRRF1	277.6253	CGRRF1	270.172
CH25H	12.6973	CH25H	83.3333
CHAC1	6.8634	CHAC1	13.2275
CHAC2	22.9925	CHAC2	23.1481
CHADL	109.1558	CHADL	98.545
CHAD	1411.1187	CHAD	379.6296
CHAF1A	555.9369	CHAF1A	219.5767
CHAF1B	194.5779	CHAF1B	115.0794
CHCHD10	113.9327	CHCHD10	394.8413
CHCHD1	454.7014	CHCHD1	296.2963
CHCHD2	2829.7872	CHCHD2	2151.1243
CHCHD3	617.3644	CHCHD3	684.5238
CHCHD4	398.7646	CHCHD4	224.8677
CHCHD5	500.6863	CHCHD5	220.5688
CHCHD6	125.6005	CHCHD6	108.4656
CHCHD7	549.4166	CHCHD7	560.1852
CHCHD8	690.803	CHCHD8	435.5159
CHD1L	634.8662	CHD1L	585.6481
CHD1	1690.1167	CHD1	1314.4841
CHD2	3129.7186	CHD2	3466.6005
CHD3	8074.8113	CHD3	4176.5873
CHD4	6683.0165	CHD4	5717.9067
removed	removed	CHD5	5.6217
CHD6	2453.6719	CHD6	2379.2989
CHD7	1066.9183	CHD7	688.8228
CHD8	2038.7783	CHD8	2363.4259
CHD9	1015.7859	CHD9	2167.6587
CHDH	1920.7275	CHDH	1089.2857
CHEK1	121.8257	CHEK1	73.4127
CHEK2	113.9327	CHEK2	116.7328
CHERP	1262.1654	CHERP	1118.373
CHFR	322.2375	CHFR	360.7804
removed	removed	CHGB	218.5847
CHI3L1	46.6712	CHI3L1	3722.8836
CHI3L2	97.1174	CHI3L2	460.9788
CHIC1	409.0597	CHIC1	339.9471
CHIC2	151.6815	CHIC2	277.4471
CHID1	1175.0172	CHID1	1170.3042
CHIT1	8.5793	CHIT1	30.754
CHKA	407.0007	CHKA	623.0159
CHKB-CPT1B	545.9128	CHKB-CPT1B	433.7996
CHKB	103.7131	CHKB	307.0833
CHL1	10.2951	CHL1	1539.6825
CHML	816.4036	CHML	457.672
CHMP1A	1415.2368	CHMP1A	1626.9841
CHMP1B	1729.9245	CHMP1B	1459.3254
CHMP2A	2562.1139	CHMP2A	1463.2937
CHMP2B	1345.5731	CHMP2B	1119.0476
CHMP4A	1089.8078	CHMP4A	847.1263
CHMP4B	4038.7783	CHMP4B	2730.8201
CHMP4C	1072.7522	CHMP4C	391.8651
CHMP5	1559.2313	CHMP5	1202.4239
CHMP6	475.978	CHMP6	418.6508
CHMP7	497.5978	CHMP7	1074.0741
CHM	754.6328	CHM	709.9868
CHN1	202.814	CHN1	270.5026
CHN2	16.4722	CHN2	124.3386
removed	removed	CHODL	25.1323
CHORDC1	695.9506	CHORDC1	433.8624
CHPF2	1319.4921	CHPF2	987.1032
CHPF	1338.3665	CHPF	1125.9921
CHPT1	8055.5937	CHPT1	2389.7652
CHP	3347.9753	CHP	2908.3995
CHRAC1	638.641	CHRAC1	465.2778
CHRDL1	8.2361	CHRDL1	5992.0635
removed	removed	CHRDL2	5.9524
CHRD	87.1654	CHRD	238.0952
removed	removed	CHRFAM7A	23.7731
CHRM1	10.6383	CHRM1	59.8545
CHRM3	11.6678	CHRM3	7.9365
removed	removed	CHRM4	5.291
CHRNA10	5.1476	CHRNA10	7.6058
CHRNA1	9.952	removed	removed
removed	removed	CHRNA2	8.5979
removed	removed	CHRNA3	5.9524
CHRNA5	13.3837	CHRNA5	20.8333
CHRNA6	17.5017	removed	removed
CHRNB1	272.1345	CHRNB1	178.2407
CHRNB2	10.2951	CHRNB2	60.5159
CHRNE	7.0968	CHRNE	36.2401
CHST10	306.7948	CHST10	247.3545
CHST11	96.7742	CHST11	94.246
CHST12	46.6712	CHST12	241.4021
CHST13	6.5202	CHST13	6.2831
CHST14	662.3198	CHST14	473.2143
CHST15	1843.1709	CHST15	1065.1455
CHST1	1825.6692	CHST1	52.2487
CHST2	88.1949	CHST2	201.7196
CHST3	204.873	CHST3	1082.672
removed	removed	CHST4	13.8889
CHST5	13.4695	CHST5	7.6224
CHST6	11.6678	CHST6	15.5423
CHST7	38.4351	CHST7	95.8995
CHST8	427.5909	CHST8	403.7698
removed	removed	CHST9	146.8254
CHSY1	2308.1675	CHSY1	2001.6534
CHSY3	80.9883	CHSY3	98.545
CHTF18	467.7419	CHTF18	127.9762
CHTF8	1849.348	CHTF8	2480.7044
CHUK	651.3384	CHUK	633.2672
CHURC1	1043.4969	CHURC1	1518.0357
CIAO1	1716.1977	CIAO1	1796.2963
CIAPIN1	409.0597	CIAPIN1	604.1667
CIB1	2015.4427	CIB1	1185.5159
CIB2	23.3356	CIB2	80.3571
CIB3	14.7563	removed	removed
CIC	1600.2059	CIC	1875.3307
removed	removed	CIDEA	885.9127
CIDEB	540.93	CIDEB	393.9616
CIDECP	117.0213	CIDECP	102.8439
removed	removed	CIDEC	5089.2857
CIITA	114.2759	CIITA	252.3148
CILP2	125.6005	CILP2	25.1323
CILP	177.0762	CILP	1264.5503
CINP	270.4187	CINP	316.1376
CIR1	886.7536	CIR1	916.0053
CIRBP	5983.871	CIRBP	6250.3307
CIRH1A	322.5806	CIRH1A	705.6878
CISD1	207.9616	CISD1	183.5317
CISD2	692.1757	CISD2	349.537
CISD3	1254.4784	CISD3	579.1303
CISH	691.4894	CISH	356.1508
CITED1	5.4907	CITED1	870.0397
CITED2	1041.8668	CITED2	2338.2937
CITED4	364.1043	CITED4	569.4444
CIT	251.5443	CIT	87.3016
CIZ1	1521.9629	CIZ1	1880.9524
CKAP2L	76.5271	removed	removed
CKAP2	553.8778	CKAP2	256.6138
CKAP4	2655.7996	CKAP4	1383.2672
CKAP5	2855.1819	CKAP5	2198.082
CKB	90.5971	CKB	685.8466
CKLF	225.4633	CKLF	220.8995
CKMT1A	147.2203	CKMT1A	30.4233
CKMT1B	341.7982	CKMT1B	112.7646
CKMT2	5.1476	CKMT2	117.7249
CKS1B	284.4887	CKS1B	352.8439
CKS2	567.2615	CKS2	88.6243
CLASP1	1161.2903	CLASP1	1694.7751
CLASP2	2330.8167	CLASP2	1946.0979
removed	removed	CLCA2	149.1402
removed	removed	CLCA4	97.8836
CLCC1	828.0782	CLCC1	896.1078
CLCF1	61.4276	CLCF1	109.127
CLCN1	7.8929	CLCN1	8.2672
CLCN2	118.0508	CLCN2	61.1772
CLCN3	2205.5594	CLCN3	1738.0952
CLCN4	27.7968	CLCN4	256.6138
CLCN5	58.3391	CLCN5	175.9259
CLCN6	392.2443	CLCN6	817.791
CLCN7	3227.5223	CLCN7	1381.6138
CLCNKA	7.2066	CLCNKA	18.5185
removed	removed	CLCNKB	13.5582
removed	removed	CLDN10	5.7573
CLDN11	50.103	CLDN11	936.5079
CLDN12	714.4818	CLDN12	1276.918
CLDN15	58.3391	CLDN15	156.0847
removed	removed	CLDN19	243.0556
CLDN1	591.2835	CLDN1	589.9471
CLDN23	28.4832	CLDN23	130.6217
removed	removed	CLDN2	22.414
CLDN3	552.8483	CLDN3	457.672
CLDN4	2823.9533	CLDN4	3219.9074
CLDN5	54.9073	CLDN5	1246.6931
CLDN7	2361.359	CLDN7	959.3254
CLDN8	5.4907	CLDN8	665.3439
removed	removed	CLDN9	6.9444
CLDND1	1027.7968	CLDND1	1235.119
removed	removed	CLDND2	9.2593
removed	removed	CLEC10A	171.627
CLEC11A	157.5154	CLEC11A	138.8889
CLEC14A	392.9307	CLEC14A	1057.8704
CLEC16A	1155.4564	CLEC16A	790.6746
CLEC18A	16.455	CLEC18A	8.9286
CLEC18B	26.4242	removed	removed
CLEC1A	21.6198	CLEC1A	154.7619
CLEC2B	75.4976	CLEC2B	282.4074
CLEC2D	444.0631	CLEC2D	398.8095
removed	removed	CLEC2L	12.5661
removed	removed	CLEC3A	147.1561
CLEC3B	190.803	CLEC3B	1714.9471
CLEC4A	34.3171	CLEC4A	37.3677
removed	removed	CLEC4E	7.2751
CLEC4F	5.8339	CLEC4F	25.7937
removed	removed	CLEC4GP1	24.4709
removed	removed	CLEC4G	56.8783
removed	removed	CLEC4M	16.8651
CLEC5A	383.6651	CLEC5A	24.1402
CLEC7A	109.1283	CLEC7A	66.4683
CLECL1	5.4907	CLECL1	5.6217
CLGN	86.8222	CLGN	68.7831
CLIC1	4409.4029	CLIC1	4221.8915
CLIC2	116.3349	CLIC2	629.9603
removed	removed	CLIC3	14.5503
CLIC4	10270.4187	CLIC4	6729.828
CLIC5	88.1949	CLIC5	642.8571
CLIC6	5651.3384	CLIC6	621.3624
CLINT1	2244.6809	CLINT1	1836.3095
removed	removed	CLIP1	2965.9392
CLIP2	439.2588	CLIP2	486.7725
CLIP3	159.5745	CLIP3	784.3915
CLIP4	169.1833	CLIP4	947.4206
CLK1	3575.1544	CLK1	2671.9577
CLK2P	12.6973	CLK2P	11.5741
CLK2	563.8298	CLK2	631.6138
CLK3	750.8579	CLK3	831.0185
CLK4	908.0302	CLK4	644.1799
CLMN	1034.3171	CLMN	2716.9312
CLN3	2584.7632	CLN3	1060.8466
CLN5	670.5559	CLN5	767.8571
CLN6	723.0611	CLN6	552.5794
CLN8	87.5086	CLN8	498.3466
CLNS1A	1317.4331	CLNS1A	1085.9788
CLOCK	565.2025	CLOCK	541.9974
CLP1	162.663	CLP1	190.1455
CLPB	297.5292	CLPB	259.9206
CLPP	744.6809	CLPP	455.6878
CLPTM1L	2964.6534	CLPTM1L	1693.4524
CLPTM1	3078.243	CLPTM1	2225.1984
CLPX	904.9417	CLPX	757.6058
removed	removed	CLRN3	5.9524
CLSPN	84.0769	CLSPN	7.2751
CLSTN1	5309.8833	CLSTN1	4520.5026
CLSTN2	1678.792	CLSTN2	1195.7672
CLSTN3	860.3294	CLSTN3	1066.4683
CLTA	1547.7008	CLTA	1621.3624
CLTB	1009.6088	CLTB	863.7566
CLTCL1	14.07	CLTCL1	130.9524
CLTC	11791.6953	CLTC	9564.8148
CLUAP1	1152.7111	CLUAP1	500.6614
CLUL1	116.3349	CLUL1	66.7989
CLU	9291.0089	CLU	24546.9577
removed	removed	CLVS1	12.0701
removed	removed	CLYBL	107.1429
removed	removed	CMA1	128.6376
CMAH	45.2986	CMAH	326.3889
CMAS	979.4097	CMAS	519.1799
CMBL	2518.5312	CMBL	768.5185
CMC1	215.5113	CMC1	88.6243
CMIP	720.6589	CMIP	1490.0794
CMKLR1	119.4235	CMKLR1	524.1402
CMPK1	2181.5374	CMPK1	3609.127
CMPK2	163.0062	CMPK2	128.6376
CMTM1	79.2725	CMTM1	88.6243
CMTM3	759.7804	CMTM3	982.1429
CMTM4	612.2169	CMTM4	1426.5873
CMTM6	4024.3651	CMTM6	2864.7487
CMTM7	928.9636	CMTM7	903.7698
CMTM8	109.8147	CMTM8	114.418
CMYA5	1773.5072	CMYA5	1813.8228
CN5H6.4	12.011	CN5H6.4	6.6138
CNBP	7380.9197	CNBP	6786.3757
CNDP2	5158.8881	CNDP2	2919.6429
CNFN	49.7598	CNFN	27.7778
removed	removed	CNGA1	125.9921
removed	removed	CNGA3	7.2751
removed	removed	CNGA4	6.2831
CNIH2	10.9815	removed	removed
CNIH3	37.7488	CNIH3	56.2169
CNIH4	736.4447	CNIH4	574.7354
CNIH	952.2992	CNIH	901.7857
CNKSR1	660.9472	CNKSR1	447.4206
removed	removed	CNKSR2	64.8148
CNKSR3	138.2979	CNKSR3	235.119
CNN1	233.013	CNN1	4691.4683
CNN2	1126.6301	CNN2	3515.2116
CNN3	2458.8195	CNN3	6159.7222
removed	removed	CNNM1	51.2566
CNNM2	105.3535	CNNM2	153.7698
CNNM3	1453.3288	CNNM3	1034.0608
CNNM4	1237.1311	CNNM4	894.1799
CNOT10	720.3157	CNOT10	511.5741
CNOT1	2810.501	CNOT1	4465.7837
CNOT2	1606.383	CNOT2	1382.9365
CNOT3	989.0185	CNOT3	950.7275
CNOT4	452.9856	CNOT4	552.5794
CNOT6L	1730.6108	CNOT6L	1587.963
CNOT6	1660.2608	CNOT6	1019.8413
CNOT7	635.2093	CNOT7	1498.6772
CNOT8	1528.4832	CNOT8	1398.8095
CNO	361.0158	CNO	176.2566
CNPY2	1234.3857	CNPY2	804.5635
CNPY3	1301.6472	CNPY3	977.1825
CNPY4	256.0055	CNPY4	285.0529
CNP	1553.116	CNP	1809.838
CNR1	20.2471	CNR1	102.8439
CNRIP1	96.7742	CNRIP1	445.1058
CNST	903.9121	CNST	850.5291
CNTD1	45.2299	CNTD1	86.121
CNTD2	259.7804	CNTD2	19.5106
CNTFR	47.3576	CNTFR	636.9048
CNTF	6.5202	CNTF	26.455
CNTLN	139.6706	CNTLN	246.0317
CNTN1	22.9925	CNTN1	438.1614
CNTN3	458.4763	CNTN3	117.7249
CNTN4	28.4832	CNTN4	208.3333
removed	removed	CNTN6	22.1561
CNTNAP1	90.5971	CNTNAP1	235.119
CNTNAP2	184.9691	CNTNAP2	20.8333
removed	removed	CNTNAP3	262.8968
removed	removed	CNTNAP4	6.6138
removed	removed	CNTNAP5	6.2831
CNTROB	853.466	CNTROB	731.8122
COASY	2351.7502	COASY	1261.5741
COBLL1	667.4674	COBLL1	1728.1746
COBL	176.733	COBL	1178.5714
COBRA1	1208.9911	COBRA1	1171.2963
COCH	294.4406	COCH	38.5417
COG1	1034.0357	COG1	887.1991
COG2	746.0535	COG2	752.6455
COG3	1007.2066	COG3	998.3466
COG4	777.2821	COG4	1105.1587
COG5	836.2938	COG5	990.7672
COG6	571.3795	COG6	668.6508
COG7	1252.917	COG7	668.6508
COG8	260.9231	COG8	431.0152
COIL	607.0693	COIL	443.4524
COL10A1	1359.9863	COL10A1	10.2513
COL11A1	2379.547	COL11A1	28.1085
removed	removed	COL11A2	13.5582
COL12A1	28481.4688	COL12A1	7093.254
COL13A1	72.7522	COL13A1	23.1481
COL14A1	439.9451	COL14A1	5746.3624
COL15A1	1971.1736	COL15A1	3797.9497
COL16A1	739.5333	COL16A1	1795.6349
COL17A1	17.1585	COL17A1	4471.8915
COL18A1	4157.5154	COL18A1	3099.537
COL1A1	49147.9067	COL1A1	11833.0026
COL1A2	41607.0693	COL1A2	22775.1323
COL21A1	76.1839	COL21A1	76.3889
COL22A1	8.9224	removed	removed
COL23A1	8.2361	COL23A1	18.1878
COL24A1	18.8744	COL24A1	20.5026
COL25A1	9.952	COL25A1	56.2169
COL27A1	286.2045	COL27A1	442.791
COL28A1	5.1476	COL28A1	50.5952
COL2A1	3869.2519	COL2A1	17.5265
COL3A1	34811.5992	COL3A1	12888.8889
COL4A1	16379.2038	COL4A1	8549.6032
COL4A2	12999.3137	COL4A2	10071.0979
COL4A3BP	1400.4804	COL4A3BP	1710.6481
removed	removed	COL4A3	29.7619
removed	removed	COL4A4	54.8942
COL4A5	98.1469	COL4A5	962.3016
COL4A6	6.5202	COL4A6	307.209
COL5A1	4219.6294	COL5A1	1465.2778
COL5A2	5400.8236	COL5A2	1996.6931
COL5A3	1364.4475	COL5A3	768.8492
COL6A1	6044.9554	COL6A1	8327.381
COL6A2	7981.8119	COL6A2	13811.1772
COL6A3	10561.7708	COL6A3	13079.6958
COL6A6	6.1771	COL6A6	492.0635
COL7A1	74.8113	COL7A1	388.2275
COL8A1	420.0412	COL8A1	522.1561
COL8A2	510.9815	COL8A2	1021.8254
COL9A2	176.733	COL9A2	271.164
COL9A3	112.5601	COL9A3	26.455
removed	removed	COLEC11	24.8016
COLEC12	2361.359	COLEC12	1137.5661
COLQ	98.9465	COLQ	45.6349
COMMD10	620.453	COMMD10	345.8995
COMMD1	198.3528	COMMD1	228.1746
COMMD2	692.1757	COMMD2	813.8228
COMMD3	1005.5731	COMMD3	508.4987
COMMD4	1224.7769	COMMD4	488.0952
COMMD5	1010.9849	COMMD5	431.0681
COMMD6	1064.8593	COMMD6	1254.2989
COMMD7	1277.6253	COMMD7	951.7196
COMMD8	179.4784	COMMD8	181.8783
COMMD9	403.9121	COMMD9	612.4339
COMP	999.3137	COMP	112.7646
COMTD1	91.2835	COMTD1	54.8942
COMT	1894.6465	COMT	1465.9392
COPA	4153.8984	COPA	5395.3638
COPB1	3064.9897	COPB1	3196.7097
COPB2	4598.1469	COPB2	3243.7169
COPE	2418.6685	COPE	1257.9365
COPG2	544.9554	COPG2	486.7725
COPG	4595.0583	COPG	3338.2937
COPS2	1682.5669	COPS2	1776.7857
COPS3	1039.1215	COPS3	826.0582
COPS4	941.6609	COPS4	868.3862
COPS5	1876.1153	COPS5	903.1085
COPS6	1584.7632	COPS6	1229.828
COPS7A	1468.4283	COPS7A	1285.7143
COPS7B	470.4873	COPS7B	622.0238
COPS8	1016.7296	COPS8	903.7235
COPZ1	5277.2821	COPZ1	2682.8704
COPZ2	109.8147	COPZ2	344.246
COQ10A	119.0803	COQ10A	129.2989
COQ10B	529.8559	COQ10B	736.4418
COQ2	180.8511	COQ2	127.9762
COQ3	89.5676	COQ3	116.7328
COQ4	988.3322	COQ4	669.6429
COQ5	760.8099	COQ5	457.0106
COQ6	381.1977	COQ6	405.3406
COQ7	1346.2594	COQ7	456.3492
COQ9	545.6417	COQ9	661.7063
CORIN	74.4681	CORIN	52.2487
CORO1A	391.558	CORO1A	486.1111
CORO1B	1637.6115	CORO1B	1430.8862
CORO1C	1006.5202	CORO1C	2798.2804
CORO2A	951.9561	CORO2A	693.4524
CORO2B	20.2471	CORO2B	219.5767
CORO6	52.162	CORO6	42.6587
CORO7	766.1668	CORO7	455.9127
COTL1	919.698	COTL1	1598.8757
COX10	212.766	COX10	257.9365
COX11	702.9547	COX11	589.0344
COX15	918.0439	COX15	1090.4134
COX16	679.4784	COX16	541.9974
COX17	900.4804	COX17	342.2619
COX18	468.7714	COX18	344.9074
COX19	93.7817	COX19	253.3201
COX4I1	2222.7179	COX4I1	3147.1561
COX4I2	59.3686	COX4I2	47.619
COX4NB	300.9609	COX4NB	326.3889
COX5A	1425.8751	COX5A	784.3915
COX5B	1029.8559	COX5B	832.672
COX6A1	2687.7145	COX6A1	1115.4101
COX6B1	2556.6232	COX6B1	1690.1455
removed	removed	COX6B2	12.8968
COX6C	25030.5422	COX6C	1223.2143
COX7A1	59.7117	COX7A1	421.627
COX7A2L	1688.4008	COX7A2L	1491.7328
COX7A2	1396.0192	COX7A2	833.9947
COX7B	1281.7433	COX7B	892.1958
COX7C	3880.5765	COX7C	1929.2328
COX8A	1409.0597	COX8A	1058.2011
CP110	1318.4626	CP110	737.7646
removed	removed	CPA1	27.4471
removed	removed	CPA2	5.291
CPA3	130.0618	CPA3	533.3995
CPA4	40.8373	CPA4	42.6587
CPAMD8	37.4056	CPAMD8	704.0344
CPB1	1646.534	CPB1	2030.0926
CPD	5103.6376	CPD	3870.7011
CPEB1	19.5607	CPEB1	68.1217
CPEB2	983.1846	CPEB2	849.537
CPEB3	122.8552	CPEB3	259.2593
CPEB4	3578.9293	CPEB4	1483.4656
CPE	1311.9423	CPE	3536.3757
CPLX1	541.5237	CPLX1	133.2672
CPM	2464.6534	CPM	1131.6138
CPN2	5.1476	CPN2	10.582
CPNE1	1688.7028	CPNE1	1638.836
CPNE2	354.8387	CPNE2	765.2116
CPNE3	5687.3713	CPNE3	3075.3968
removed	removed	CPNE4	8.5979
CPNE5	43.9259	CPNE5	173.2804
CPNE7	94.372	CPNE7	15.2116
CPNE8	64.5161	CPNE8	320.4365
CPOX	319.8353	CPOX	264.5503
CPO	16.8154	CPO	7.6058
CPPED1	1624.571	CPPED1	515.873
CPS1	25.7378	CPS1	295.6349
CPSF1	1406.6575	CPSF1	965.2778
CPSF2	1364.1043	CPSF2	1127.9762
CPSF3L	1251.2011	CPSF3L	1172.619
CPSF3	669.5264	CPSF3	620.0397
CPSF4	282.0865	CPSF4	397.8175
CPSF6	1944.4063	CPSF6	1496.3624
CPSF7	2064.8593	CPSF7	2154.4312
removed	removed	CPT1A	2683.8624
CPT1B	570.4839	CPT1B	263.8228
CPT1C	29.1695	CPT1C	60.5159
CPT2	892.9307	CPT2	619.0476
CPVL	121.1393	CPVL	522.1561
CPXM1	101.9218	CPXM1	733.4656
CPXM2	123.5415	CPXM2	1622.6852
CPZ	77.8998	CPZ	280.0926
CP	28.0714	CP	2294.2824
removed	removed	CR1	254.6296
removed	removed	CR2	35.7143
removed	removed	CRABP1	126.3228
CRABP2	1243.9945	CRABP2	1869.709
CRADD	233.3562	CRADD	148.8095
CRAMP1L	1511.7364	CRAMP1L	1106.8353
CRAT	3192.1757	CRAT	1160.0529
removed	removed	CRB1	8.2672
removed	removed	CRB2	53.9021
CRB3	490.048	CRB3	132.6058
CRBN	843.8916	CRBN	939.4874
CRCP	666.4379	CRCP	850.5291
CREB1	1137.2684	CREB1	1490.4101
CREB3L1	245.7104	CREB3L1	211.6402
CREB3L2	1507.2066	CREB3L2	3818.1217
CREB3L4	947.1517	CREB3L4	922.2884
CREB3	975.1132	CREB3	950.0661
CREB5	53.8778	CREB5	451.7196
CREBBP	5503.4317	CREBBP	3361.4418
CREBL2	2847.6321	CREBL2	2840.9392
CREBZF	1918.3253	CREBZF	1516.5344
CREG1	1539.4647	CREG1	2720.2381
CRELD1	856.2114	CRELD1	788.3598
CRELD2	278.6548	CRELD2	391.5344
CREM	362.3885	CREM	371.0317
removed	removed	CRHBP	75.7275
removed	removed	CRHR1	31.0218
CRIM1	4082.7042	CRIM1	10201.7196
CRIP1	3906.3143	CRIP1	905.0926
CRIP2	1224.7769	CRIP2	2024.1402
CRIP3	5.4907	removed	removed
CRIPAK	289.6362	CRIPAK	271.164
CRIPT	306.7948	CRIPT	325.7275
removed	removed	CRISP2	6.6138
CRISP3	13.3837	removed	removed
CRISPLD1	51164.0357	CRISPLD1	1196.7593
CRISPLD2	311.5992	CRISPLD2	1157.4074
CRKL	1774.5367	CRKL	2043.9815
CRK	1009.6088	CRK	1297.9497
removed	removed	CRLF1	63.4921
CRLF3	277.9684	CRLF3	340.9392
CRLS1	874.0563	CRLS1	782.7381
CRMP1	145.3878	CRMP1	166.4848
CRNKL1	1460.1922	CRNKL1	938.1614
CROCCL1	380	CROCCL1	430.7903
CROCCL2	86.4791	CROCCL2	93.9153
CROCC	456.0741	CROCC	379.6296
CROT	590.2539	CROT	547.619
removed	removed	CRTAC1	157.0767
CRTAP	3546.3281	CRTAP	5984.127
CRTC1	301.304	CRTC1	431.8783
CRTC2	718.5999	CRTC2	918.3201
CRTC3	1520.9334	CRTC3	1646.164
CRY1	615.6486	CRY1	526.455
CRY2	761.4962	CRY2	2457.3413
CRYAB	76.8703	CRYAB	7075.0661
removed	removed	CRYBB1	8.2672
CRYBG3	74.7083	CRYBG3	986.4418
removed	removed	CRYGN	6.6138
CRYGS	16.4722	CRYGS	18.1878
CRYL1	440.2883	CRYL1	479.4974
CRYZL1	286.6404	CRYZL1	344.1501
CRYZ	1437.2272	CRYZ	1072.3313
CSAD	518.1881	CSAD	598.2143
CSDAP1	27.1105	CSDAP1	55.5556
CSDA	1421.757	CSDA	3510.9127
removed	removed	CSDC2	32.7381
CSDE1	9964.6534	CSDE1	18502.9762
CSE1L	2325.6692	CSE1L	1710.3175
CSF1R	1046.3281	CSF1R	2355.8201
CSF1	1062.8003	CSF1	1191.4683
CSF2RA	68.6342	CSF2RA	86.3095
CSF2RB	95.0583	CSF2RB	469.9074
CSF3R	897.3919	CSF3R	329.0344
removed	removed	CSF3	50.9259
CSGALNACT1	156.8291	CSGALNACT1	587.963
CSGALNACT2	601.9218	CSGALNACT2	625.9921
CSK	1029.1695	CSK	826.3889
removed	removed	CSMD1	52.9101
CSMD2	16.129	CSMD2	6.2831
removed	removed	CSN3	7.2751
CSNK1A1	7968.4283	CSNK1A1	5556.8783
CSNK1D	4150.9952	CSNK1D	3041.0053
CSNK1E	1763.1606	CSNK1E	2381.5212
CSNK1G1	697.6664	CSNK1G1	699.0741
CSNK1G2	826.0124	CSNK1G2	789.6825
CSNK1G3	1483.1846	CSNK1G3	855.4894
CSNK2A1P	546.6712	CSNK2A1P	419.9735
CSNK2A1	1370.6246	CSNK2A1	1121.6931
CSNK2A2	290.6658	CSNK2A2	585.3175
CSNK2B	1688.744	CSNK2B	1757.2817
CSPG4	1583.0474	CSPG4	1108.7963
CSPG5	15.4427	CSPG5	17.1958
CSPP1	682.138	CSPP1	409.7222
CSRNP1	638.641	CSRNP1	3435.8466
CSRNP2	1440.9746	CSRNP2	1052.5794
removed	removed	CSRNP3	42.6587
CSRP1	4239.8765	CSRP1	16665.3439
CSRP2BP	978.7234	CSRP2BP	657.7381
CSRP2	106.0398	CSRP2	420.6349
CST11	39.1215	removed	removed
CST2	84.42	removed	removed
CST3	13540.4942	CST3	5375.6614
CST5	1102.6081	removed	removed
CST6	29.8559	CST6	10.9127
CST7	31.9149	CST7	67.791
CST9L	19.9039	removed	removed
CST9	9245.7104	CST9	272.4868
CSTA	10.2951	CSTA	151.1243
CSTB	1368.9087	CSTB	1499.3386
CSTF1	590.9403	CSTF1	507.6058
CSTF2T	866.1633	CSTF2T	1033.3995
CSTF2	392.2443	CSTF2	238.4259
CSTF3	664.2382	CSTF3	480.4894
CSTL1	11.6678	removed	removed
CS	3490.048	CS	4441.4683
CT62	123.8847	CT62	79.6958
