gene_id	TCGA-AC-A23H-01A-11R-A157-07	gene_id	TCGA-AC-A23H-11A-12R-A157-07
EI24	2803.5409	EI24	3550.2281
EID1	2324.4811	EID1	4884.1578
EID2B	38.0867	EID2B	57.608
EID2	368.0726	EID2	220.0555
EID3	6.5462	EID3	45.8002
EIF1AD	1033.1027	EIF1AD	550.3176
EIF1AX	1860.0015	EIF1AX	2929.7791
EIF1B	515.0636	EIF1B	1021.2005
EIF1	6704.7534	EIF1	14267.108
EIF2AK1	4107.8956	EIF2AK1	3064.9468
removed	removed	EIF2AK2	372.4841
EIF2AK3	1299.1148	EIF2AK3	1068.0741
removed	removed	EIF2AK4	1513.5522
EIF2A	1398.4974	EIF2A	4000
EIF2B1	1269.6571	EIF2B1	1149.2978
EIF2B2	682.5857	EIF2B2	464.0844
removed	removed	EIF2B3	715.2697
EIF2B4	706.985	EIF2B4	638.3397
EIF2B5	1734.4343	EIF2B5	946.0596
removed	removed	EIF2C1	1446.2832
EIF2C2	397.2328	EIF2C2	186.421
EIF2C3	146.0983	EIF2C3	156.0068
EIF2C4	206.5015	EIF2C4	541.73
EIF2S1	2232.2398	EIF2S1	1718.2217
EIF2S2	3056.1631	EIF2S2	1409.4284
EIF2S3	5255.3745	EIF2S3	7701.5833
EIF3A	5348.211	EIF3A	5305.3046
EIF3B	3446.2546	EIF3B	3465.4262
EIF3CL	10213.3393	EIF3CL	9250.2585
EIF3C	443.8057	EIF3C	145.2151
EIF3D	8091.3487	EIF3D	7277.9318
EIF3E	3614.0742	EIF3E	14810.2693
EIF3F	2137.9156	EIF3F	4376.4201
EIF3G	1074.7601	EIF3G	2271.7417
EIF3H	4170.7952	EIF3H	6901.5118
EIF3I	4119.0359	EIF3I	4116.2895
EIF3J	1832.6266	EIF3J	1513.5522
removed	removed	EIF3K	3708.3818
removed	removed	EIF3L	19304.4101
EIF3M	2567.2127	EIF3M	3818.066
EIF4A1	14736.6243	EIF4A1	9239.6315
removed	removed	EIF4A2	13556.132
EIF4A3	1118.2028	EIF4A3	1328.2047
EIF4B	4729.724	EIF4B	15707.956
EIF4E2	1474.0757	EIF4E2	1462.7426
EIF4E3	897.1212	EIF4E3	1854.1909
EIF4EBP1	302.3135	EIF4EBP1	411.4858
EIF4EBP2	2481.8865	EIF4EBP2	9351.1047
EIF4EBP3	187.1487	EIF4EBP3	419.5438
removed	removed	EIF4ENIF1	882.7265
EIF4E	1102.1349	EIF4E	568.2082
EIF4G1	10373.8749	EIF4G1	4088.0222
EIF4G2	33947.1844	EIF4G2	19187.7628
removed	removed	EIF4G3	1542.1773
EIF4H	5108.086	EIF4H	4141.6942
EIF5A2	99.6801	EIF5A2	231.5055
EIF5AL1	1372.0152	EIF5AL1	1032.6505
EIF5A	4907.5355	EIF5A	3604.9736
EIF5B	4407.9447	EIF5B	3971.3749
EIF5	4713.5312	EIF5	6674.3
EIF6	2591.981	EIF6	1479.9177
removed	removed	ELAC1	170.441
ELAC2	1738.0049	ELAC2	1242.3294
removed	removed	ELAVL1	1530.0116
ELAVL2	26.1846	ELAVL2	6.7985
ELF1	2669.6422	ELF1	2113.9637
ELF2	898.0138	ELF2	1284.5514
ELF3	1793.9448	ELF3	2057.4291
removed	removed	ELF4	563.5567
ELF5	281.7823	ELF5	3199.5706
ELFN1	34.8137	ELFN1	15.386
ELFN2	5.6535	removed	removed
ELK1	914.0817	ELK1	589.3193
ELK3	484.7132	ELK3	780.034
ELK4	267.7974	ELK4	210.3945
ELL2	2373.5773	ELL2	1491.7256
removed	removed	ELL3	175.0353
ELL	363.3118	ELL	273.3697
removed	removed	ELMO1	645.496
removed	removed	ELMO2	1251.9903
ELMO3	988.1723	ELMO3	216.8351
ELMOD2	325.5226	ELMOD2	212.5414
ELMOD3	315.7033	ELMOD3	413.6327
ELN	427.2856	ELN	4729.9401
ELOF1	819.1624	ELOF1	602.2006
ELOVL1	1760.9165	ELOVL1	1823.0611
ELOVL2	29.4577	ELOVL2	69.7737
ELOVL3	16.0678	ELOVL3	24.6891
removed	removed	ELOVL4	73.3518
ELOVL5	2685.71	ELOVL5	3852.5807
removed	removed	ELOVL6	206.1007
ELOVL7	166.6295	ELOVL7	363.181
removed	removed	ELP2P	6.0828
removed	removed	ELP2	2235.9782
ELP3	1099.1594	ELP3	1043.3849
ELP4	318.0838	ELP4	298.4167
ELTD1	434.4268	ELTD1	1749.7093
EMB	1606.1891	EMB	869.1296
EMCN	116.9382	EMCN	1629.126
EMD	1252.6966	EMD	1037.6599
removed	removed	EME1	11.06
EME2	6.2486	removed	removed
EMG1	346.0537	EMG1	561.052
EMID1	131.8158	EMID1	42.222
EMID2	43.1451	removed	removed
EMILIN1	774.2319	EMILIN1	484.8376
EMILIN2	141.0399	EMILIN2	854.8171
removed	removed	EMILIN3	65.1364
EML1	539.1654	EML1	946.0596
removed	removed	EML2	294.0728
removed	removed	EML3	398.9623
removed	removed	EML4	1854.9065
EML5	47.6084	EML5	101.9769
removed	removed	EML6	37.2126
EMP1	1819.5343	EMP1	7747.0257
EMP2	4188.3508	EMP2	3659.3613
EMP3	328.7957	EMP3	1197.9605
EMR1	7.4388	EMR1	13.9547
EMR2	49.6913	EMR2	244.3868
removed	removed	EMR4P	6.0828
EMX2OS	64.5689	EMX2OS	652.6523
EMX2	30.0528	EMX2	181.4116
EN1	58.0228	EN1	33.9923
EN2	71.7102	EN2	5.3672
removed	removed	ENAH	4030.772
ENC1	5041.2735	ENC1	2325.5425
ENDOD1	1563.044	ENDOD1	2509.3479
ENDOG	110.2313	ENDOG	71.5985
removed	removed	ENDOU	23.9735
ENGASE	192.5166	ENGASE	153.8599
ENG	1784.4231	ENG	2126.4872
ENHO	51.1791	ENHO	38.6439
removed	removed	ENKUR	5.0094
ENO1	23567.9536	ENO1	15620.0018
ENO2	174.9609	ENO2	428.3031
ENO3	9.2241	ENO3	10.7344
ENOPH1	1349.6987	ENOPH1	692.7274
ENOSF1	401.943	ENOSF1	413.8402
ENOX1	49.3937	ENOX1	81.2237
ENOX2	432.0464	ENOX2	502.0127
removed	removed	ENPEP	351.0153
removed	removed	ENPP1	893.461
removed	removed	ENPP2	2494.3197
ENPP3	86.2903	ENPP3	139.1896
ENPP4	456.1482	ENPP4	551.7488
ENPP5	593.6175	ENPP5	409.3389
removed	removed	ENPP6	21.8266
ENSA	6508.3687	ENSA	3213.5254
ENTPD1	715.6141	ENTPD1	1358.9767
removed	removed	ENTPD2	237.9461
ENTPD3	14.5801	ENTPD3	117.7207
ENTPD4	241.6127	ENTPD4	442.6156
removed	removed	ENTPD5	256.7135
ENTPD6	1443.1303	ENTPD6	806.87
removed	removed	ENTPD7	222.1988
ENTPD8	229.1155	ENTPD8	6.7985
ENY2	736.7403	ENY2	431.5234
removed	removed	EOMES	12.5235
EP300	5306.5536	EP300	3048.2154
EP400NL	177.6389	EP400NL	88.0222
EP400	1882.913	EP400	1606.9416
EPAS1	4152.6445	EPAS1	7974.2374
EPB41L1	981.9237	EPB41L1	1862.7784
EPB41L2	799.5239	EPB41L2	4532.4269
removed	removed	EPB41L3	1140.7103
EPB41L4A	1476.4561	EPB41L4A	594.6865
removed	removed	EPB41L4B	1181.8588
EPB41L5	1083.3891	EPB41L5	741.7479
EPB41	532.4853	EPB41	1214.173
EPB49	48.5011	EPB49	390.7326
EPC1	529.0486	EPC1	762.5011
EPC2	836.4204	EPC2	1050.1834
EPCAM	12345.4586	EPCAM	2178.3702
EPDR1	468.6454	EPDR1	593.613
EPHA10	91.9438	EPHA10	21.8266
removed	removed	EPHA1	213.257
EPHA2	281.1872	EPHA2	373.1997
EPHA3	148.4788	EPHA3	238.304
removed	removed	EPHA4	616.5131
removed	removed	EPHA5	20.3954
removed	removed	EPHA6	17.5329
removed	removed	EPHA7	166.7412
EPHB1	18.7458	EPHB1	815.0997
EPHB2	280.2946	EPHB2	225.7805
EPHB3	867.961	EPHB3	1275.9639
EPHB4	6188.4996	EPHB4	1449.5035
EPHB6	52.0717	EPHB6	215.7617
EPHX1	3422.1528	EPHX1	3480.8122
EPHX2	149.3714	EPHX2	930.6736
removed	removed	EPHX3	14.3126
EPHX4	24.1018	EPHX4	59.3971
removed	removed	EPM2AIP1	1707.4873
EPM2A	162.1662	EPM2A	258.6993
EPN1	1148.5532	EPN1	931.747
EPN2	1331.8456	EPN2	898.1125
EPN3	4692.7025	EPN3	159.5849
EPOR	50.8815	EPOR	91.5431
EPO	68.7347	removed	removed
EPPK1	2797.2923	EPPK1	408.2655
EPR1	526.2159	EPR1	36.8369
removed	removed	EPRS	3841.8463
EPS15L1	504.0542	EPS15L1	674.4789
EPS15	1124.7489	EPS15	2829.5912
EPS8L1	478.1671	EPS8L1	78.3612
EPS8L2	1496.6897	EPS8L2	616.1553
EPS8	1704.9766	EPS8	2199.1234
EPSTI1	184.7802	EPSTI1	97.6832
EPT1	2483.9277	EPT1	832.9833
ERAL1	1196.7567	ERAL1	854.8171
removed	removed	ERAP1	2853.7078
removed	removed	ERAP2	147.4193
removed	removed	ERBB2IP	2091.0636
ERBB2	90019.1921	ERBB2	3317.2913
removed	removed	ERBB3	2596.2966
removed	removed	ERBB4	791.8418
ERC1	870.639	ERC1	2315.055
ERC2	7.7364	ERC2	16.4594
ERCC1	479.6548	ERCC1	689.8649
ERCC2	288.9236	ERCC2	277.7851
ERCC3	1160.1577	ERCC3	960.0143
ERCC4	266.3096	ERCC4	354.2356
ERCC5	996.6942	ERCC5	1468.5428
ERCC6L	360.6338	ERCC6L	22.1845
ERCC6	403.0202	ERCC6	432.3321
ERCC8	109.4994	ERCC8	197.5132
ERF	427.2856	ERF	359.245
ERGIC1	9464.8516	ERGIC1	4703.104
ERGIC2	1600.238	ERGIC2	807.5857
ERGIC3	5521.089	ERGIC3	4639.771
ERG	274.3435	ERG	998.3004
ERH	2259.0196	ERH	1727.5248
ERI1	242.5054	ERI1	387.8701
removed	removed	ERI2	370.2943
ERI3	793.5729	ERI3	878.075
ERICH1	63.3787	ERICH1	206.8164
ERLEC1	1919.2145	ERLEC1	1863.1362
ERLIN1	658.7815	ERLIN1	1705.3404
ERLIN2	862.9026	ERLIN2	2330.0832
ERMAP	357.0632	ERMAP	684.4977
ERMN	120.5088	ERMN	5.3672
ERMP1	12504.7772	ERMP1	1257.8692
ERN1	185.6728	ERN1	169.9615
ERO1LB	191.9214	ERO1LB	295.5542
ERO1L	1174.4402	ERO1L	618.66
ERP27	53.857	ERP27	262.2775
ERP29	4560.2916	ERP29	1678.1465
ERP44	1405.6386	ERP44	1721.7998
ERRFI1	1239.0091	ERRFI1	2257.447
removed	removed	ERVFRDE1	40.433
ESAM	454.0653	ESAM	1080.9554
ESCO1	519.2293	ESCO1	485.1955
ESCO2	416.8712	ESCO2	18.9641
ESD	1244.9602	ESD	3794.9727
ESF1	778.1001	ESF1	426.8718
ESM1	273.1533	ESM1	33.6345
removed	removed	ESPL1	30.0564
removed	removed	ESPNL	11.8079
ESPN	1310.7193	ESPN	95.5363
removed	removed	ESR1	4566.4192
removed	removed	ESR2	17.8907
ESRP1	5193.7812	ESRP1	1464.5317
removed	removed	ESRP2	662.3133
ESRRA	539.4629	ESRRA	222.2023
ESRRB	11.6046	ESRRB	5.725
removed	removed	ESRRG	175.6866
ESYT1	3459.942	ESYT1	4973.2534
ESYT2	3228.1485	ESYT2	5403.7034
ESYT3	115.1529	ESYT3	59.0393
ETAA1	384.1404	ETAA1	401.467
removed	removed	ETF1	3219.2504
ETFA	3738.1537	ETFA	1380.8033
ETFB	1071.7846	ETFB	408.9811
ETFDH	397.8279	ETFDH	542.8035
ETHE1	394.5548	ETHE1	586.0989
ETNK1	468.9429	ETNK1	1351.1047
ETNK2	1852.5627	ETNK2	371.4107
ETS1	1112.5493	ETS1	4322.0324
ETS2	481.7377	ETS2	2122.1934
ETV1	341.5904	ETV1	829.4123
ETV2	9.5217	removed	removed
ETV3L	5.6535	ETV3L	16.4594
ETV3	322.2495	ETV3	267.6447
ETV4	112.4749	ETV4	74.4253
ETV5	489.4741	ETV5	962.519
ETV6	727.2186	ETV6	2430.6289
ETV7	22.3164	ETV7	31.8454
EVC2	36.8965	EVC2	246.1759
EVC	540.6531	EVC	1095.3001
removed	removed	EVI2A	261.9197
EVI2B	133.3036	EVI2B	478.0392
removed	removed	EVI5L	149.2083
EVI5	468.6454	EVI5	689.8649
EVL	1480.6219	EVL	1125.3243
removed	removed	EVPL	156.3646
removed	removed	EWSR1	2400.5725
EXD2	1199.1371	EXD2	816.1732
EXD3	110.0945	EXD3	69.4159
removed	removed	EXO1	21.111
removed	removed	EXOC1	1239.109
removed	removed	EXOC2	1129.9758
EXOC3L2	28.2675	EXOC3L2	29.3407
EXOC3L	33.8526	EXOC3L	41.0305
EXOC3	764.7103	EXOC3	1028.3567
removed	removed	EXOC4	2216.6562
EXOC5	1852.2651	EXOC5	1565.793
EXOC6B	294.8747	EXOC6B	325.6105
removed	removed	EXOC6	420.4312
removed	removed	EXOC7	2558.3684
EXOC8	556.1259	EXOC8	544.9504
EXOG	169.9026	EXOG	168.5303
EXOSC10	1751.0972	EXOSC10	1840.594
EXOSC1	210.3697	EXOSC1	350.2997
EXOSC2	548.3895	EXOSC2	375.7044
EXOSC3	522.2049	EXOSC3	223.9914
EXOSC4	431.7489	EXOSC4	113.427
EXOSC5	256.1928	EXOSC5	200.0179
EXOSC6	495.7227	EXOSC6	325.2527
EXOSC7	745.0718	EXOSC7	427.5874
EXOSC8	269.8416	EXOSC8	333.6434
removed	removed	EXOSC9	362.9806
removed	removed	EXPH5	435.8172
EXT1	1064.3458	EXT1	1206.1902
EXT2	2824.6671	EXT2	2902.2274
EXTL1	27.6724	EXTL1	41.8642
EXTL2	278.2117	EXTL2	597.9068
EXTL3	603.4367	EXTL3	1055.5506
removed	removed	EYA1	23.9735
EYA2	989.0649	EYA2	575.7223
EYA3	141.0399	EYA3	164.9521
EYA4	39.8721	EYA4	72.2784
removed	removed	EYS	25.4048
EZH1	309.7523	EZH1	2087.1277
EZH2	751.0228	EZH2	57.9658
EZR	7540.8763	EZR	2560.8731
removed	removed	F10	634.7616
F11R	9452.3603	F11R	3888.0043
F12	168.4148	F12	16.4594
F13A1	182.6973	F13A1	3298.685
F2RL1	249.9442	F2RL1	409.6968
F2RL2	53.5595	F2RL2	207.1742
F2RL3	65.164	F2RL3	29.6985
F2R	1361.3033	F2R	950.7112
F3	69.3298	F3	1290.992
F5	16.9605	F5	11.8079
F7	184.1851	F7	5.725
F8A1	154.4298	F8A1	99.83
removed	removed	F8	1744.6999
FA2H	516.8489	FA2H	47.947
FAAH2	853.976	FAAH2	142.4099
FAAH	396.9352	FAAH	128.0973
FABP3	68.1396	FABP3	749.262
FABP4	34.8137	FABP4	10811.3427
FABP5	42.55	FABP5	94.105
FABP6	27.9699	removed	removed
removed	removed	FABP7	256.1947
FABP9	47.6084	removed	removed
FADD	2357.2119	FADD	379.9982
FADS1	275.7867	FADS1	868.414
FADS2	7997.0691	FADS2	722.0682
FADS3	433.5342	FADS3	289.8291
removed	removed	FAF1	937.1142
FAF2	2247.7126	FAF2	1834.869
FAHD1	767.6709	FAHD1	334.538
FAHD2A	321.3568	FAHD2A	296.6276
FAHD2B	233.2813	FAHD2B	278.3791
FAH	1231.2728	FAH	732.8026
FAIM2	8.3315	FAIM2	28.9829
removed	removed	FAIM3	142.9681
FAIM	438.8901	FAIM	248.6806
FAM100A	309.1572	FAM100A	138.8317
FAM100B	1324.4068	FAM100B	393.9529
FAM101A	192.8141	FAM101A	86.9487
FAM101B	522.8	FAM101B	1331.7828
FAM102A	5390.761	FAM102A	1647.7324
FAM102B	1446.9984	FAM102B	1101.3507
FAM103A1	281.4848	FAM103A1	324.8126
FAM104A	1189.1185	FAM104A	697.6259
FAM104B	372.2383	FAM104B	319.5277
FAM105A	541.2482	FAM105A	408.6233
FAM105B	520.4195	FAM105B	472.3142
removed	removed	FAM106A	9.661
removed	removed	FAM106C	11.8079
FAM107A	12.1997	FAM107A	1246.2653
FAM107B	910.8086	FAM107B	1385.4549
FAM108A1	306.4792	FAM108A1	244.3868
FAM108B1	856.9516	FAM108B1	393.2373
FAM108C1	236.5543	FAM108C1	227.5696
FAM109A	355.5754	FAM109A	135.9692
FAM109B	173.4732	FAM109B	328.8308
FAM10A4	716.5067	FAM10A4	530.6378
FAM110A	1882.913	FAM110A	200.7335
FAM110B	279.4019	FAM110B	331.6934
FAM110C	24.1018	removed	removed
FAM111A	1620.4716	FAM111A	1007.9614
FAM111B	1333.3333	FAM111B	67.6268
FAM113A	392.4719	FAM113A	343.859
FAM113B	174.0742	FAM113B	177.4756
FAM114A1	686.1564	FAM114A1	733.876
FAM114A2	492.152	FAM114A2	500.5814
FAM115A	1027.4492	FAM115A	465.8735
FAM115C	930.7238	FAM115C	757.803
FAM116A	1079.2234	FAM116A	1027.2833
FAM116B	139.2546	FAM116B	128.0973
FAM117A	102.6557	FAM117A	692.7274
FAM117B	514.766	FAM117B	553.1801
FAM118A	212.7501	FAM118A	308.0776
FAM118B	263.9292	FAM118B	221.4867
FAM119A	154.7274	FAM119A	132.7489
FAM119B	192.8141	FAM119B	571.0708
FAM120AOS	1837.935	FAM120AOS	1388.0562
FAM120A	5957.9439	FAM120A	3944.0844
FAM120B	1236.6287	FAM120B	1028.7146
removed	removed	FAM120C	495.2142
FAM122A	528.751	FAM122A	1129.9758
FAM122B	922.7107	FAM122B	707.3978
FAM122C	19.0434	FAM122C	25.4048
FAM123B	125.2697	FAM123B	324.5371
FAM124A	5.0584	FAM124A	69.7737
FAM124B	30.9455	FAM124B	96.2519
FAM125A	253.2173	FAM125A	355.6669
FAM125B	206.7991	FAM125B	357.8138
FAM126A	323.1422	FAM126A	2462.8321
FAM126B	584.6909	FAM126B	687.718
FAM127A	1368.7421	FAM127A	1621.612
removed	removed	FAM127B	803.6497
FAM127C	765.6029	FAM127C	507.7377
FAM128A	323.1422	FAM128A	112.3535
FAM128B	419.5492	FAM128B	298.0589
removed	removed	FAM129A	8509.169
FAM129B	5487.7631	FAM129B	1893.5504
FAM131A	280.8897	FAM131A	198.9444
FAM131B	14.2825	FAM131B	70.4893
removed	removed	FAM131C	7.5141
FAM132A	8.9266	removed	removed
FAM133A	6.5462	FAM133A	10.0188
FAM133B	108.0116	FAM133B	102.6925
FAM134A	3442.6839	FAM134A	2916.1821
FAM134B	487.0937	FAM134B	795.7778
FAM134C	1309.8267	FAM134C	1914.3036
FAM135A	37.1941	FAM135A	358.5294
removed	removed	FAM135B	10.3766
FAM136A	869.4488	FAM136A	704.5353
FAM13AOS	18.6357	FAM13AOS	115.9281
FAM13A	475.8967	FAM13A	2492.1764
FAM13B	648.0399	FAM13B	2060.2201
FAM13C	30.9365	FAM13C	379.941
removed	removed	FAM149A	333.4824
FAM149B1	296.66	FAM149B1	715.9853
removed	removed	FAM150B	16.8172
FAM151B	46.1207	FAM151B	18.2485
removed	removed	FAM153A	7.5141
FAM154B	23.8042	FAM154B	39.7173
FAM155A	123.4843	FAM155A	40.0751
FAM155B	317.4887	FAM155B	30.4142
FAM156A	253.8124	FAM156A	499.508
FAM157A	63.3787	FAM157A	14.3126
FAM158A	129.4354	FAM158A	57.608
FAM160A1	118.1284	FAM160A1	211.8257
FAM160A2	670.9812	FAM160A2	575.3645
FAM160B1	487.9863	FAM160B1	1145.004
FAM160B2	380.2723	FAM160B2	782.1809
FAM161A	126.7574	FAM161A	126.6661
FAM161B	327.2008	FAM161B	202.8267
FAM162A	710.8532	FAM162A	759.6386
removed	removed	FAM162B	69.0581
FAM164A	316.8936	FAM164A	533.1425
FAM164C	34.8137	FAM164C	49.0205
FAM165B	257.6806	FAM165B	369.2638
removed	removed	FAM166B	14.6704
FAM167A	139.5522	FAM167A	79.4347
FAM167B	27.6724	FAM167B	46.8736
FAM168A	433.5342	FAM168A	479.4704
FAM168B	1601.4283	FAM168B	3841.4885
FAM169A	10.7119	FAM169A	174.6131
FAM171A1	145.2057	FAM171A1	1031.5771
FAM171A2	41.9549	FAM171A2	7.8719
FAM171B	147.8837	FAM171B	507.0221
FAM172A	449.3045	FAM172A	1043.7427
FAM173A	140.7424	FAM173A	26.836
FAM173B	344.8635	FAM173B	215.0461
FAM174A	244.2907	FAM174A	168.1725
FAM174B	2946.9612	FAM174B	884.5156
FAM175A	153.5401	FAM175A	595.4021
FAM175B	371.9408	FAM175B	640.1288
FAM176A	101.4654	FAM176A	100.5457
FAM176B	68.6394	FAM176B	77.7744
FAM177A1	1118.7979	FAM177A1	680.9196
FAM178A	1040.8391	FAM178A	1094.5523
FAM178B	46.4182	FAM178B	8.5875
removed	removed	FAM179B	749.262
FAM180A	82.4221	FAM180A	425.7984
removed	removed	FAM180B	105.9129
removed	removed	FAM181B	11.0922
removed	removed	FAM182B	21.8266
FAM184A	166.927	FAM184A	188.9257
removed	removed	FAM184B	6.2868
FAM185A	84.5049	FAM185A	104.1238
removed	removed	FAM186A	6.0828
removed	removed	FAM186B	16.4594
FAM188A	479.0597	FAM188A	557.116
FAM188B	13.3899	FAM188B	307.1831
FAM189A1	13.3899	removed	removed
FAM189A2	41.3598	FAM189A2	1317.1124
FAM189B	186.8631	FAM189B	462.6532
removed	removed	FAM18A	27.981
FAM18B2	183.4025	FAM18B2	251.0028
FAM18B	669.791	FAM18B	756.0605
FAM190A	440.6754	FAM190A	110.2066
removed	removed	FAM190B	2115.3949
FAM192A	898.3114	FAM192A	1497.4506
FAM193A	663.2448	FAM193A	642.9913
FAM193B	237.447	FAM193B	420.0734
FAM195A	112.1773	FAM195A	49.3783
FAM195B	559.994	FAM195B	871.9921
removed	removed	FAM196A	5.0094
removed	removed	FAM196B	280.526
FAM198A	8.3315	FAM198A	283.3885
FAM198B	4810.8309	FAM198B	5480.2755
removed	removed	FAM199X	456.5704
removed	removed	FAM19A2	27.1938
removed	removed	FAM19A3	5.725
FAM19A5	274.3435	FAM19A5	99.83
FAM200A	122.8892	FAM200A	228.643
removed	removed	FAM200B	553.5379
FAM20A	56.8326	FAM20A	353.8778
FAM20B	2117.9796	FAM20B	2050.2728
FAM20C	295.4698	FAM20C	797.2091
FAM21A	365.3946	FAM21A	309.5089
FAM21B	313.0254	FAM21B	851.9546
FAM21C	459.1237	FAM21C	1438.4113
FAM22A	12.1997	FAM22A	35.4236
FAM22D	30.0528	FAM22D	94.105
removed	removed	FAM23A	16.8172
FAM24B	13.5029	FAM24B	15.1069
FAM26E	203.526	FAM26E	271.2228
FAM26F	34.8137	FAM26F	69.4159
removed	removed	FAM27C	5.725
FAM32A	1280.9641	FAM32A	1333.5719
FAM35A	570.1108	FAM35A	885.9469
FAM35B2	51.4766	FAM35B2	89.0956
removed	removed	FAM35B	285.5354
FAM36A	1636.5752	FAM36A	1002.2184
FAM38A	4287.1948	FAM38A	1642.3687
FAM38B	89.5633	FAM38B	769.2996
FAM3A	389.4964	FAM3A	342.4278
removed	removed	FAM3B	135.6114
FAM3C	748.0473	FAM3C	1478.1286
removed	removed	FAM3D	145.988
FAM40A	654.0207	FAM40A	704.1775
FAM40B	158.8931	FAM40B	7.8719
FAM41C	23.2091	FAM41C	22.5423
FAM43A	236.5543	FAM43A	399.3202
FAM43B	12.7948	FAM43B	25.047
removed	removed	FAM45A	597.1912
FAM45B	152.0494	FAM45B	219.6976
FAM46A	816.4844	FAM46A	2788.8004
FAM46B	85.6952	FAM46B	508.0955
FAM46C	377.8918	FAM46C	971.1065
FAM47E	105.0896	FAM47E	153.8384
removed	removed	FAM48A	879.703
FAM49A	37.1941	FAM49A	278.7369
FAM49B	1259.8378	FAM49B	747.4729
FAM50A	1037.8636	FAM50A	320.9589
FAM50B	174.6634	FAM50B	168.8881
FAM53A	13.985	FAM53A	6.7985
FAM53B	362.797	FAM53B	636.8942
FAM53C	779.5879	FAM53C	1319.2593
FAM54A	121.1039	FAM54A	7.5141
FAM54B	774.5295	FAM54B	1379.2182
FAM55C	819.4599	FAM55C	825.1185
removed	removed	FAM55D	6.0828
removed	removed	FAM57A	365.6857
FAM58A	299.3379	FAM58A	205.3851
FAM59A	412.1104	FAM59A	171.3928
removed	removed	FAM5B	60.4705
removed	removed	FAM5C	15.386
FAM60A	980.4359	FAM60A	1454.8707
removed	removed	FAM63A	745.6839
FAM63B	425.5003	FAM63B	417.2108
FAM64A	140.1473	FAM64A	8.9453
removed	removed	FAM65A	1251.2747
FAM65B	14.2825	FAM65B	309.1511
FAM65C	95.5144	FAM65C	71.2049
removed	removed	FAM66A	5.0094
FAM66C	24.3993	FAM66C	40.7908
removed	removed	FAM66D	5.3672
FAM69A	316.0009	FAM69A	610.0725
FAM69B	35.2154	FAM69B	155.4128
FAM69C	6.5462	FAM69C	11.8079
FAM70A	24.9944	FAM70A	653.3679
FAM70B	24.9944	FAM70B	39.3595
FAM71D	22.3164	FAM71D	16.8172
FAM71E1	27.9878	FAM71E1	27.2511
removed	removed	FAM71F2	11.8079
FAM72A	48.5011	removed	removed
FAM72B	128.5427	FAM72B	15.0282
FAM72D	85.3976	FAM72D	6.7985
FAM73A	701.6291	FAM73A	697.379
FAM73B	241.9103	FAM73B	148.8505
removed	removed	FAM76A	440.8265
FAM76B	295.7673	FAM76B	279.0947
FAM78A	103.5483	FAM78A	114.5004
FAM78B	17.5556	FAM78B	34.7079
removed	removed	FAM7A3	11.45
FAM81A	31.5406	FAM81A	39.3595
FAM82A1	25.8871	FAM82A1	124.5192
FAM82A2	709.663	FAM82A2	559.6207
FAM82B	851.5956	FAM82B	828.3388
FAM83A	380.2723	FAM83A	51.883
removed	removed	FAM83B	101.9769
FAM83D	778.1001	FAM83D	21.111
removed	removed	FAM83E	18.9641
FAM83F	691.5123	FAM83F	117.3629
FAM83G	62.4295	FAM83G	54.0299
FAM83H	5503.2359	FAM83H	789.3372
FAM84A	84.2074	FAM84A	165.31
FAM84B	4917.0572	FAM84B	1704.9826
FAM86A	384.2714	FAM86A	359.4955
FAM86B1	19.6385	FAM86B1	150.9974
FAM86B2	5.9511	FAM86B2	21.4688
FAM86C	251.432	FAM86C	150.9974
FAM86D	138.362	FAM86D	293.0495
FAM89A	36.8965	FAM89A	237.2305
FAM89B	1225.9168	FAM89B	607.2099
FAM8A1	945.0272	FAM8A1	2008.4086
removed	removed	FAM90A1	27.9095
removed	removed	FAM91A1	980.0519
FAM92A1	34.8137	FAM92A1	188.21
removed	removed	FAM95B1	17.5329
FAM96A	515.6587	FAM96A	416.1374
FAM96B	626.6458	FAM96B	404.3295
FAM98A	1110.4664	FAM98A	873.0656
FAM98B	491.5569	FAM98B	391.4483
removed	removed	FAM98C	115.5738
removed	removed	FANCA	22.807
FANCB	32.4332	FANCB	13.2391
FANCC	412.4079	FANCC	240.4508
FANCD2	719.1817	FANCD2	215.7581
FANCE	97.8948	FANCE	143.4833
FANCF	701.034	FANCF	507.3799
removed	removed	FANCG	242.2399
removed	removed	FANCI	295.3252
removed	removed	FANCL	318.7763
removed	removed	FANCM	144.5568
removed	removed	FANK1	105.9129
removed	removed	FAP	1227.3012
FAR1	2071.859	FAR1	1446.641
FAR2	24.8605	FAR2	124.7267
FARP1	2112.3261	FARP1	1824.8502
FARP2	423.4174	FARP2	299.4901
FARS2	142.5277	FARS2	261.9197
removed	removed	FARSA	532.7847
removed	removed	FARSB	1258.7888
removed	removed	FASLG	16.1016
removed	removed	FASN	4427.2296
FASTKD1	220.4865	FASTKD1	276.59
removed	removed	FASTKD2	1133.1962
FASTKD3	154.4298	FASTKD3	144.9146
FASTKD5	574.1486	FASTKD5	351.0153
FASTK	880.7558	FASTK	480.5439
FAS	194.897	FAS	535.2894
removed	removed	FAT1	7317.6492
removed	removed	FAT2	1356.472
removed	removed	FAT3	64.0487
FAT4	124.6746	FAT4	1262.7248
