gene_id	TCGA-AC-A2FF-01A-11R-A17B-07	gene_id	TCGA-AC-A2FF-11A-13R-A17B-07
CDNF	30.9179	CDNF	31.0188
CDO1	331.0789	CDO1	170.4639
CDON	525.6039	CDON	1410.6587
CDR1	22.6023	CDR1	10.0825
CDR2L	399.0338	CDR2L	501.0521
CDR2	474.3961	CDR2	619.5385
removed	removed	CDRT15P	11.7369
CDRT4	244.1449	CDRT4	300.377
CDS1	803.2206	CDS1	790.2819
CDS2	1245.4106	CDS2	873.2782
CDSN	93.0757	CDSN	53.0953
CDT1	95.6522	CDT1	170.1845
CDV3	8556.5217	CDV3	3445.0477
CDX1	14.1707	CDX1	38.2845
CDYL2	135.5878	CDYL2	76.569
CDYL	552.657	CDYL	679.8995
CEACAM19	26.409	CEACAM19	72.0979
CEACAM1	206.1192	CEACAM1	848.4073
CEACAM21	21.9002	CEACAM21	17.3258
CEACAM5	5.153	CEACAM5	12.2958
CEACAM6	26.087	CEACAM6	151.4614
CEBPA	642.5121	CEBPA	583.769
CEBPB	344.6055	CEBPB	801.4598
CEBPD	254.7504	CEBPD	267.1533
CEBPG	843.4783	CEBPG	889.4863
CEBPZ	1385.8293	CEBPZ	1466.2691
CECR1	2245.7327	CECR1	2933.3766
CECR2	14.8148	CECR2	20.1203
CECR5	423.1884	CECR5	654.4696
CECR6	21.5781	CECR6	65.95
CECR7	36.715	CECR7	70.7006
CELF1	2283.4138	CELF1	2213.7953
CELF2	1856.3607	CELF2	1255.0056
removed	removed	CELF4	30.4599
CELF5	55.7166	CELF5	61.1993
CELF6	36.5926	CELF6	64.1755
CELSR1	5366.1836	CELSR1	2098.1034
CELSR2	1845.4106	CELSR2	3387.2018
CELSR3	148.7601	CELSR3	83.8347
CEL	9.6618	CEL	26.2682
CEMP1	125.2689	CEMP1	134.932
CENPA	39.9356	CENPA	41.6379
CENPBD1	268.9211	CENPBD1	375.859
CENPB	1542.6731	CENPB	1762.7645
CENPC1	480.1932	CENPC1	379.4918
CENPE	188.7279	CENPE	138.3273
CENPF	1040.2576	CENPF	782.4573
CENPH	161.9968	CENPH	143.6368
CENPI	50.5636	CENPI	30.1805
CENPJ	168.438	CENPJ	179.1268
CENPK	79.5491	CENPK	59.8021
CENPL	130.1127	CENPL	112.618
CENPM	66.3446	CENPM	73.7745
CENPN	174.5217	CENPN	254.6843
CENPO	116.1031	CENPO	131.2907
CENPP	182.4412	CENPP	94.3923
CENPQ	136.876	CENPQ	89.9826
CENPT	248.6312	CENPT	419.1736
CENPV	73.43	CENPV	141.9601
CENPW	113.0435	CENPW	126.8699
CEP110	523.6715	CEP110	607.2428
CEP120	783.5749	CEP120	558.0597
CEP135	255.0725	CEP135	202.88
CEP152	98.8728	CEP152	90.5415
CEP164	562.963	CEP164	643.2917
CEP170	1127.5362	CEP170	1206.3815
CEP192	644.4444	CEP192	747.5262
CEP250	626.087	CEP250	659.7792
CEP290	470.789	CEP290	504.2518
CEP350	2003.5427	CEP350	1438.3242
CEP55	218.6795	CEP55	159.5654
CEP57	1027.3752	CEP57	866.8509
CEP63	668.2544	CEP63	633.2818
CEP68	1660.1256	CEP68	1332.9943
CEP70	296.9404	CEP70	302.0844
CEP72	51.2077	CEP72	61.7582
CEP76	130.4348	CEP76	135.8122
CEP78	217.7134	CEP78	309.6295
CEP97	193.5588	CEP97	154.2559
CEPT1	814.1707	CEPT1	740.54
CERCAM	1592.9147	CERCAM	1529.1451
CERKL	80.4799	CERKL	133.9986
CERK	865.7005	CERK	955.9952
CES1	409.0177	CES1	542.9695
CES2	1201.2882	CES2	1395.0096
CES3	11.5942	CES3	174.0968
removed	removed	CES4	8.9424
CES8	39.6135	CES8	65.6705
CETN2	1069.5652	CETN2	1076.1582
CETN3	274.0741	CETN3	290.627
CETP	36.0709	CETP	12.0163
CFB	5599.7907	CFB	3297.7054
CFDP1	664.7343	CFDP1	1019.4301
CFD	794.525	CFD	546.8818
removed	removed	CFHR5	12.0163
CFH	5186.7955	CFH	2657.0015
CFI	675.6844	CFI	825.7719
CFL1	12458.6151	CFL1	13932.2113
CFL2	539.7746	CFL2	448.5157
CFLAR	1056.3607	CFLAR	958.2308
removed	removed	CFLP1	6.1479
CFP	44.1224	CFP	39.6818
CFTR	30.2738	CFTR	113.7358
CG030	45.4106	CG030	51.4186
removed	removed	CGB7	10.0546
CGGBP1	2720.1353	CGGBP1	2226.105
CGNL1	1507.2464	CGNL1	2093.0733
CGN	1038.0032	CGN	868.8071
CGREF1	165.5974	CGREF1	223.0311
CGRRF1	258.2931	CGRRF1	195.8938
CH25H	151.0467	CH25H	354.6208
CHAC1	28.3414	CHAC1	23.4737
CHAC2	25.4428	CHAC2	40.2407
CHADL	28.6731	CHADL	54.7776
CHAD	784.8631	CHAD	307.1145
CHAF1A	372.6248	CHAF1A	318.8514
CHAF1B	167.4718	CHAF1B	224.677
CHCHD10	327.8583	CHCHD10	354.3414
CHCHD1	530.4348	CHCHD1	464.4443
CHCHD2	3720.4509	CHCHD2	3048.5096
CHCHD3	817.7134	CHCHD3	702.2554
CHCHD4	263.124	CHCHD4	267.4327
CHCHD5	314.9758	CHCHD5	278.8901
CHCHD6	68.9211	CHCHD6	164.316
CHCHD7	363.9291	CHCHD7	341.4867
CHCHD8	653.1401	CHCHD8	658.6614
CHD1L	717.2303	CHD1L	1102.9854
CHD1	1228.0193	CHD1	1094.3224
CHD2	2918.8406	CHD2	2745.8663
CHD3	6252.818	CHD3	4957.7054
CHD4	7735.4944	CHD4	7884.2466
CHD6	2127.5362	CHD6	1937.4202
CHD7	658.9372	CHD7	908.7683
CHD8	2724.6377	CHD8	2383.1414
CHD9	1426.7311	CHD9	1868.9552
CHDH	654.4283	CHDH	666.7654
CHEK1	149.1143	CHEK1	169.6256
CHEK2	161.9968	CHEK2	211.5429
CHERP	1165.0081	CHERP	1298.0017
CHFR	388.0837	CHFR	429.2337
removed	removed	CHGA	27.1066
CHGB	5.153	CHGB	8.3835
CHI3L1	856.6828	CHI3L1	1993.0305
CHI3L2	405.475	CHI3L2	1176.4805
CHIC1	437.6812	CHIC1	280.0079
CHIC2	185.5072	CHIC2	197.291
CHID1	1433.1723	CHID1	1552.3394
CHIT1	619.3237	CHIT1	2266.3317
CHKA	333.9775	CHKA	740.8194
CHKB-CPT1B	166.3124	CHKB-CPT1B	262.0002
CHKB	183.4396	CHKB	216.8776
CHL1	354.5894	CHL1	304.5995
CHML	441.2238	CHML	490.4331
CHMP1A	1409.9839	CHMP1A	1822.8461
CHMP1B	1229.9517	CHMP1B	1481.0799
CHMP2A	1577.7778	CHMP2A	1563.5174
CHMP2B	1034.7826	CHMP2B	872.4399
CHMP4A	968.0419	CHMP4A	904.0651
CHMP4B	2734.6216	CHMP4B	2826.0681
CHMP4C	334.6216	CHMP4C	447.1185
CHMP5	1028.3414	CHMP5	1278.5967
CHMP6	374.8792	CHMP6	362.166
CHMP7	1179.7101	CHMP7	1121.1495
CHM	646.6989	CHM	511.9506
CHN1	330.7568	CHN1	499.096
CHN2	184.219	CHN2	142.519
CHODL	13.2045	CHODL	31.2983
CHORDC1	355.2335	CHORDC1	489.0358
removed	removed	CHP2	10.0602
CHPF2	1071.1755	CHPF2	1224.5457
CHPF	1426.7311	CHPF	1708.5514
CHPT1	1618.6795	CHPT1	1449.5022
CHP	2121.095	CHP	2786.9453
CHRAC1	561.3527	CHRAC1	508.3178
CHRDL1	4711.7552	CHRDL1	2133.5934
CHRDL2	5.475	CHRDL2	21.5176
CHRD	238.0032	CHRD	297.8927
CHRFAM7A	29.9517	CHRFAM7A	32.4664
CHRM1	20.934	CHRM1	169.905
CHRM3	13.5266	CHRM3	38.2845
CHRM4	5.475	removed	removed
removed	removed	CHRM5	7.2657
CHRNA10	8.3736	CHRNA10	13.1341
CHRNA1	23.8325	CHRNA1	117.9275
removed	removed	CHRNA2	16.4875
removed	removed	CHRNA3	9.7807
CHRNA5	27.0531	CHRNA5	72.0979
CHRNA6	6.4412	removed	removed
CHRNA7	6.1192	CHRNA7	8.9424
CHRNB1	180.3543	CHRNB1	197.5705
CHRNB2	47.9871	CHRNB2	88.3059
CHRNE	17.6071	CHRNE	21.8557
CHST10	233.4944	CHST10	338.1333
CHST11	149.1143	CHST11	127.7082
CHST12	227.6973	CHST12	195.6143
CHST13	6.1192	CHST13	13.693
CHST14	600.9662	CHST14	619.5385
CHST15	1568.438	CHST15	1820.331
CHST1	117.2303	CHST1	441.25
CHST2	200.3221	CHST2	553.5885
CHST3	571.6586	CHST3	1439.1625
removed	removed	CHST4	8.9424
removed	removed	CHST5	7.5954
CHST6	11.2721	CHST6	54.4926
CHST7	107.8905	CHST7	92.7771
removed	removed	CHST8	28.5038
CHST9	52.818	CHST9	197.291
CHSY1	1809.9839	CHSY1	2404.1001
CHSY3	136.5539	CHSY3	68.465
CHTF18	114.0097	CHTF18	143.0779
CHTF8	2104.3478	CHTF8	2630.1743
CHUK	610.628	CHUK	565.3254
CHURC1	1643.7617	CHURC1	1312.955
CIAO1	1765.5395	CIAO1	1967.8801
CIAPIN1	695.6522	CIAPIN1	987.8524
CIB1	1112.0773	CIB1	1317.0433
CIB2	77.2947	CIB2	152.0203
CIC	1562.6409	CIC	1564.9146
CIDEA	369.4042	CIDEA	18.1642
CIDEB	488.9823	CIDEB	469.2927
CIDECP	118.8406	CIDECP	88.8648
CIDEC	1261.1916	CIDEC	56.4487
CIITA	410.628	CIITA	367.7549
CILP2	451.5298	CILP2	38.564
CILP	10390.6602	CILP	1047.6544
CINP	401.9324	CINP	408.275
CIR1	921.4171	CIR1	824.6541
CIRBP	4854.4283	CIRBP	5387.498
CIRH1A	692.4316	CIRH1A	1019.989
CISD1	337.8422	CISD1	310.7473
CISD2	530.1095	CISD2	489.0302
CISD3	487.5556	CISD3	579.7338
CISH	742.6731	CISH	633.2315
CITED1	26.409	CITED1	362.166
CITED2	1419.3237	CITED2	1121.429
CITED4	156.1997	CITED4	655.8669
CIT	266.9887	CIT	247.5918
CIZ1	1404.8309	CIZ1	1795.7395
CKAP2L	103.7037	CKAP2L	65.1116
CKAP2	1283.7359	CKAP2	746.6878
CKAP4	1579.7101	CKAP4	3314.2656
CKAP5	2455.3945	CKAP5	2469.2117
CKB	371.3366	CKB	341.2073
CKLF	304.9919	CKLF	380.3301
CKMT1A	280.8374	CKMT1A	141.9601
CKMT1B	282.1256	CKMT1B	221.8825
CKMT2	67.3108	CKMT2	41.079
CKS1B	486.6345	CKS1B	516.4218
CKS2	279.8712	CKS2	269.1094
CLASP1	1445.4106	CLASP1	1462.0774
CLASP2	1685.0242	CLASP2	1275.6849
CLCA2	1406.1192	CLCA2	432.8666
CLCA4	19.0016	CLCA4	46.9474
CLCC1	978.306	CLCC1	948.8469
CLCF1	57.3269	CLCF1	114.2947
removed	removed	CLCN1	6.7068
CLCN2	78.905	CLCN2	96.6894
CLCN3	2035.4267	CLCN3	1903.6068
CLCN4	222.2222	CLCN4	105.9112
CLCN5	214.4928	CLCN5	203.4389
CLCN6	574.8792	CLCN6	485.9619
CLCN7	1320.1288	CLCN7	1368.1825
CLCNKA	7.0853	removed	removed
CLDN10	6.7665	removed	removed
CLDN11	700.4831	CLDN11	883.8973
CLDN12	804.1868	CLDN12	900.7732
CLDN15	160.3865	CLDN15	182.7597
removed	removed	CLDN18	5.3095
CLDN19	23.5105	CLDN19	219.3675
CLDN1	582.9308	CLDN1	714.8306
CLDN23	44.4444	CLDN23	70.1417
CLDN2	11.5008	CLDN2	20.0281
CLDN3	220.2899	CLDN3	581.8129
CLDN4	1126.57	CLDN4	2214.9131
CLDN5	541.0628	CLDN5	570.076
CLDN7	897.2625	CLDN7	1799.9313
CLDN8	279.2271	CLDN8	743.6139
CLDN9	6.4412	CLDN9	7.2657
CLDND1	1115.62	CLDND1	1110.5305
CLEC10A	262.4799	CLEC10A	194.2171
CLEC11A	311.4332	CLEC11A	250.9452
CLEC12A	13.8486	CLEC12A	19.0025
CLEC14A	1177.1337	CLEC14A	620.9358
CLEC16A	687.2786	CLEC16A	770.7204
CLEC17A	12.2383	CLEC17A	16.4875
removed	removed	CLEC18A	6.7068
CLEC1A	157.4879	CLEC1A	100.8811
CLEC2B	575.8454	CLEC2B	286.7147
CLEC2D	730.4348	CLEC2D	567.0021
CLEC2L	6.4412	CLEC2L	15.9286
CLEC3B	384.219	CLEC3B	358.2537
CLEC4A	89.8551	CLEC4A	88.8648
CLEC4E	15.781	CLEC4E	34.3722
CLEC4F	16.4251	CLEC4F	36.0489
CLEC5A	41.868	CLEC5A	33.5339
CLEC7A	195.8132	CLEC7A	255.4164
CLEC9A	30.5958	CLEC9A	31.8572
CLECL1	13.8486	CLECL1	7.5451
CLGN	930.4348	CLGN	74.054
CLIC1	5120.1288	CLIC1	4908.2429
CLIC2	730.4348	CLIC2	424.7625
CLIC3	14.1707	CLIC3	37.4462
CLIC4	6487.9227	CLIC4	5745.7517
CLIC5	434.4605	CLIC5	294.5393
CLIC6	3354.5894	CLIC6	1970.9541
CLINT1	1886.9565	CLINT1	1913.1081
CLIP1	1828.9855	CLIP1	1817.5365
CLIP2	414.8148	CLIP2	634.3493
CLIP3	782.9308	CLIP3	665.6476
CLIP4	549.4364	CLIP4	664.8093
CLK1	2072.1417	CLK1	2173.8341
CLK2P	11.5942	CLK2P	12.5752
CLK2	542.6731	CLK2	584.3279
CLK3	744.6055	CLK3	744.1728
CLK4	689.533	CLK4	634.0699
CLMN	2729.7907	CLMN	2125.7688
CLN3	1336.1868	CLN3	1053.2434
CLN5	800	CLN5	718.184
CLN6	705.6361	CLN6	947.3322
CLN8	597.4235	CLN8	577.9006
CLNS1A	1415.1369	CLNS1A	1532.4985
CLOCK	635.1047	CLOCK	530.3943
CLP1	339.1304	CLP1	322.2047
CLPB	241.2238	CLPB	282.8024
CLPP	578.4219	CLPP	606.125
CLPTM1L	1866.0225	CLPTM1L	1962.85
CLPTM1	2569.0821	CLPTM1	2456.357
CLPX	861.5137	CLPX	772.956
CLSPN	111.7552	CLSPN	83.8347
CLSTN1	4720.7729	CLSTN1	6325.0495
CLSTN2	3300.4831	CLSTN2	168.2283
CLSTN3	2025.7649	CLSTN3	2402.9823
CLTA	1609.6618	CLTA	2253.477
CLTB	531.723	CLTB	767.926
CLTCL1	40.2576	CLTCL1	52.257
CLTC	13117.5523	CLTC	11327.1873
CLUAP1	523.8841	CLUAP1	508.3178
CLUL1	34.7826	CLUL1	90.262
CLU	9899.839	CLU	21611.4708
removed	removed	CLVS1	5.3263
CLYBL	81.1594	CLYBL	108.1468
CMA1	40.5797	CMA1	31.8572
CMAH	235.7488	CMAH	193.0993
CMAS	658.6151	CMAS	772.1177
CMBL	1365.8615	CMBL	866.5715
CMC1	138.4863	CMC1	115.133
CMIP	1263.124	CMIP	1197.1597
CMKLR1	700.161	CMKLR1	660.897
CMPK1	3741.3849	CMPK1	3669.1659
CMPK2	275.0403	CMPK2	165.9927
CMTM1	111.1111	CMTM1	157.0504
CMTM3	1532.6892	CMTM3	1422.6751
CMTM4	1658.2931	CMTM4	2693.3298
removed	removed	CMTM5	18.7231
CMTM6	2911.1111	CMTM6	3215.3406
CMTM7	744.2834	CMTM7	887.5301
CMTM8	160.7085	CMTM8	124.0754
CMYA5	772.6248	CMYA5	726.5675
removed	removed	CN5H6.4	8.9424
CNBP	6342.029	CNBP	6799.554
CNDP2	2932.6892	CNDP2	5512.4117
CNFN	29.3076	CNFN	43.8735
CNGA1	22.5443	CNGA1	32.1366
CNGA3	6.1192	removed	removed
CNGA4	17.3913	CNGA4	17.3258
removed	removed	CNGB1	7.8246
CNIH2	32.2061	CNIH2	27.9449
CNIH3	141.0628	CNIH3	153.9764
CNIH4	860.2254	CNIH4	734.951
CNIH	1420.6119	CNIH	1219.7951
CNKSR1	333.9775	CNKSR1	359.092
CNKSR2	37.3591	CNKSR2	11.178
CNKSR3	252.818	CNKSR3	405.76
CNN1	547.8261	CNN1	2611.1718
CNN2	2892.1095	CNN2	3667.2097
CNN3	6094.3639	CNN3	6237.3025
CNNM1	28.0193	CNNM1	41.3585
CNNM2	174.5572	CNNM2	132.7383
CNNM3	827.3752	CNNM3	781.0601
CNNM4	689.211	CNNM4	707.0061
CNOT10	602.2544	CNOT10	609.7578
CNOT1	4533.5717	CNOT1	5616.5484
CNOT2	1584.5411	CNOT2	1453.9733
CNOT3	829.3076	CNOT3	871.0427
CNOT4	632.2061	CNOT4	558.6186
CNOT6L	1874.7182	CNOT6L	1344.4293
CNOT6	2027.0531	CNOT6	1345.2677
CNOT7	2127.2142	CNOT7	1808.5942
CNOT8	1486.6345	CNOT8	1400.5986
CNO	213.2045	CNO	240.6056
CNPY2	951.6908	CNPY2	1257.5207
CNPY3	1143.3172	CNPY3	1333.5308
CNPY4	402.8986	CNPY4	463.863
CNP	1450.4831	CNP	2190.3663
CNR1	98.2287	CNR1	39.9612
CNR2	11.9163	CNR2	8.3835
CNRIP1	571.9807	CNRIP1	345.1196
CNST	914.0097	CNST	596.3442
CNTD1	24.686	CNTD1	49.0629
CNTD2	31.562	CNTD2	16.208
CNTFR	145.5717	CNTFR	331.1471
CNTF	16.4219	CNTF	9.5907
CNTLN	268.277	CNTLN	214.8963
CNTN1	534.6216	CNTN1	608.3606
CNTN2	7.7295	CNTN2	20.3998
CNTN3	146.8599	CNTN3	98.925
CNTN4	411.5942	CNTN4	351.8263
removed	removed	CNTN6	6.1479
CNTNAP1	309.8229	CNTNAP1	258.2109
CNTNAP2	726.57	CNTNAP2	97.8072
CNTNAP3	142.9952	CNTNAP3	250.9452
CNTROB	665.7005	CNTROB	691.9158
COASY	957.1659	COASY	1655.7356
COBLL1	800	COBLL1	702.5349
COBL	667.9549	COBL	1707.9925
COBRA1	1179.3881	COBRA1	1220.9128
COCH	36.1932	COCH	37.7955
COG1	882.6184	COG1	860.295
COG2	767.4718	COG2	660.897
COG3	795.4911	COG3	823.5363
COG4	829.9517	COG4	1170.612
COG5	1091.3849	COG5	950.5571
COG6	560.0644	COG6	628.4809
COG7	477.2947	COG7	554.7063
COG8	361.7907	COG8	410.6252
COIL	591.9485	COIL	520.0547
COL10A1	2095.3301	COL10A1	74.6129
COL11A1	368.7601	COL11A1	101.9989
COL11A2	8.0515	COL11A2	12.0163
COL12A1	10245.7327	COL12A1	3614.9528
COL13A1	9.0177	COL13A1	10.6191
COL14A1	15586.1514	COL14A1	10399.1371
COL15A1	4521.095	COL15A1	6226.404
COL16A1	2164.5733	COL16A1	2148.1248
COL17A1	949.4364	COL17A1	6078.296
COL18A1	4262.4799	COL18A1	4454.4177
COL1A1	196038.0032	COL1A1	80352.2176
COL1A2	175998.7118	COL1A2	61940.1588
COL21A1	79.5491	COL21A1	146.4313
COL22A1	7.4074	COL22A1	45.8296
COL23A1	43.8003	COL23A1	76.2896
COL24A1	21.256	COL24A1	16.4875
COL25A1	20.2899	COL25A1	23.4737
COL27A1	91.7874	COL27A1	296.7749
COL28A1	8.0515	COL28A1	19.5614
COL2A1	13.5266	COL2A1	235.5755
COL3A1	259490.8213	COL3A1	111247.5443
COL4A1	7549.4364	COL4A1	5206.9739
COL4A2	7505.314	COL4A2	8336.2443
COL4A3BP	1690.1771	COL4A3BP	1148.815
COL4A3	11.9163	COL4A3	21.5176
COL4A4	79.8712	COL4A4	102.2783
COL4A5	977.4557	COL4A5	1754.6605
COL4A6	100.8052	COL4A6	593.8292
COL5A1	11588.4058	COL5A1	6222.7712
COL5A2	17363.9291	COL5A2	8366.9837
COL5A3	600.6441	COL5A3	552.1913
COL6A1	18161.6747	COL6A1	12219.1886
COL6A2	20110.467	COL6A2	14094.0122
COL6A3	48528.5089	COL6A3	23992.9355
removed	removed	COL6A4P2	9.5013
COL6A6	122.0612	COL6A6	808.1666
COL7A1	120.7729	COL7A1	673.7516
COL8A1	933.9775	COL8A1	121.2809
COL8A2	1106.9243	COL8A2	1037.3148
COL9A1	5.153	removed	removed
COL9A2	128.5024	COL9A2	303.7611
COL9A3	28.0193	COL9A3	100.8811
COLEC11	41.868	COLEC11	14.8108
COLEC12	848.3092	COLEC12	1324.5884
COLQ	75.2657	COLQ	50.0605
COMMD10	565.2174	COMMD10	440.1322
COMMD1	274.0741	COMMD1	309.6295
COMMD2	889.211	COMMD2	748.0851
COMMD3	703.0467	COMMD3	689.2583
COMMD4	648.3092	COMMD4	643.5711
COMMD5	458.9726	COMMD5	443.7399
COMMD6	1423.1884	COMMD6	1484.1538
COMMD7	1219.9678	COMMD7	966.6142
COMMD8	314.0097	COMMD8	257.3726
COMMD9	776.1675	COMMD9	732.7154
COMP	1271.4976	COMP	110.9413
COMTD1	40.2576	COMTD1	70.4212
COMT	1265.7005	COMT	2096.1472
COPA	6099.2593	COPA	6503.1117
COPB1	3458.2287	COPB1	3626.2118
COPB2	3540.0966	COPB2	4162.6729
COPE	1317.2142	COPE	1568.5475
COPG2	750.0805	COPG2	536.8216
COPG	2568.438	COPG	3992.4884
COPS2	2326.57	COPS2	1866.999
COPS3	1156.8438	COPS3	1074.761
COPS4	1006.4412	COPS4	974.1593
COPS5	1017.3913	COPS5	945.935
COPS6	1451.2077	COPS6	1481.9182
COPS7A	1355.5556	COPS7A	1370.6975
COPS7B	591.3043	COPS7B	709.5211
COPS8	1244.6989	COPS8	984.1888
COPZ1	3540.7407	COPZ1	3759.1485
COPZ2	411.5942	COPZ2	281.9641
COQ10A	104.9919	COQ10A	118.7658
COQ10B	513.0435	COQ10B	489.8742
COQ2	159.4203	COQ2	199.5266
COQ3	152.9791	COQ3	134.9739
COQ4	493.0757	COQ4	810.6817
COQ5	642.8341	COQ5	584.8868
COQ6	391.8808	COQ6	359.9583
COQ7	487.9227	COQ7	405.4806
COQ9	546.2158	COQ9	828.0075
CORIN	151.6908	CORIN	115.133
CORO1A	1047.6651	CORO1A	909.8861
CORO1B	1120.7729	CORO1B	1490.3017
CORO1C	2382.9308	CORO1C	2973.0583
CORO2A	289.8551	CORO2A	642.7328
CORO2B	183.5749	CORO2B	297.8927
CORO6	19.3237	CORO6	10.6191
CORO7	473.0338	CORO7	495.3681
COTL1	2257.3269	COTL1	2486.5375
COX10	348.4702	COX10	356.0181
COX11	577.2915	COX11	530.7687
COX15	1375.9903	COX15	1182.2539
COX16	963.9291	COX16	762.8959
COX17	310.1449	COX17	316.3363
COX18	526.57	COX18	415.2613
COX19	243.2947	COX19	211.8419
COX4I1	2959.0982	COX4I1	4446.0342
COX4I2	60.2254	COX4I2	22.0765
COX4NB	308.5346	COX4NB	446.5596
COX5A	1139.4525	COX5A	1149.9328
COX5B	950.7246	COX5B	966.6142
COX6A1	1800.9662	COX6A1	1422.6751
COX6B1	2303.7037	COX6B1	2007.003
COX6B2	5.7971	COX6B2	12.5752
COX6C	1736.876	COX6C	1839.3336
COX7A1	247.9871	COX7A1	252.9014
COX7A2L	1643.8003	COX7A2L	1738.4525
COX7A2	1287.2786	COX7A2	1092.9252
COX7B	1282.7697	COX7B	1151.33
COX7C	3542.351	COX7C	2814.8902
COX8A	1464.0902	COX8A	1353.9306
CP110	797.4235	CP110	590.1964
removed	removed	CPA1	7.2657
CPA3	1360.0644	CPA3	245.9152
CPA4	40.9018	CPA4	50.8597
removed	removed	CPA6	29.6216
CPAMD8	216.1031	CPAMD8	589.358
CPB1	9.9839	CPB1	17.6053
removed	removed	CPB2	8.9424
CPD	4592.2705	CPD	3926.5384
CPEB1	48.9533	CPEB1	21.797
CPEB2	1095.9742	CPEB2	663.1326
CPEB3	235.1047	CPEB3	181.6419
CPEB4	1402.5765	CPEB4	854.2757
CPE	5473.752	CPE	5983.2834
CPLX1	54.1063	CPLX1	63.9938
CPM	806.4412	CPM	692.1953
CPNE1	1881.2432	CPNE1	2132.2185
CPNE2	756.1997	CPNE2	1147.6972
CPNE3	3627.3752	CPNE3	3421.0151
CPNE5	216.1031	CPNE5	162.9188
CPNE7	58.6151	CPNE7	37.4462
CPNE8	225.7649	CPNE8	218.8086
CPOX	318.1965	CPOX	350.1496
CPPED1	663.124	CPPED1	541.5722
CPS1	125.6039	CPS1	316.8952
CPSF1	928.1804	CPSF1	1191.8501
CPSF2	1170.6924	CPSF2	1276.5232
CPSF3L	1202.2544	CPSF3L	1367.0647
CPSF3	681.8035	CPSF3	805.3721
CPSF4	401.6103	CPSF4	463.0471
CPSF6	1920.1288	CPSF6	2067.364
CPSF7	1981.6425	CPSF7	2113.1936
CPT1A	2259.5813	CPT1A	2179.7025
CPT1B	175.9485	CPT1B	215.24
CPT1C	91.1433	CPT1C	88.0264
CPT2	866.0225	CPT2	707.565
CPVL	942.029	CPVL	866.5715
CPXM1	2729.7907	CPXM1	1854.9827
CPXM2	1980.0322	CPXM2	1162.2286
CPZ	915.62	CPZ	280.0079
CP	746.4348	CP	5749.8093
CR1	133.9775	CR1	193.9376
CR2	106.6023	CR2	48.6241
CRABP1	23.1884	CRABP1	1083.1445
CRABP2	2255.7166	CRABP2	4836.4245
CRADD	131.401	CRADD	162.6393
CRAMP1L	970.4702	CRAMP1L	1056.39
CRAT	2016.1031	CRAT	1531.6602
CRB1	5.7971	removed	removed
CRB2	14.1707	CRB2	72.6567
CRB3	191.9485	CRB3	141.9601
CRBN	1002.1385	CRBN	751.7459
CRCP	965.8615	CRCP	831.9198
CREB1	1562.963	CREB1	1481.9182
CREB3L1	810.628	CREB3L1	684.3707
CREB3L2	3636.0709	CREB3L2	3728.968
CREB3L4	2010.9501	CREB3L4	1291.8929
CREB3	765.3784	CREB3	1019.1255
CREB5	180.3543	CREB5	334.7799
CREBBP	3176.1675	CREBBP	2922.478
CREBL2	2544.9275	CREBL2	1839.3336
CREBZF	1231.562	CREBZF	1276.8027
CREG1	2748.1481	CREG1	2885.5908
CRELD1	504.6699	CRELD1	673.4722
CRELD2	287.6006	CRELD2	545.4845
CREM	403.2206	CREM	309.6295
CRHBP	36.715	CRHBP	23.1943
CRHR1	17.2593	CRHR1	57.0076
CRIM1	3877.6167	CRIM1	4731.3517
CRIP1	836.715	CRIP1	643.8506
CRIP2	1363.285	CRIP2	1853.5855
CRIPAK	194.847	CRIPAK	231.3838
CRIPT	302.7375	CRIPT	337.5744
CRISP3	13.2045	CRISP3	96.9688
CRISPLD1	811.2721	CRISPLD1	1393.0535
CRISPLD2	3766.5056	CRISPLD2	1982.4115
CRKL	2495.9742	CRKL	2304.3368
CRK	1019.9678	CRK	1296.3641
CRLF1	85.0242	CRLF1	135.2533
CRLF3	411.5942	CRLF3	396.5382
CRLS1	703.0596	CRLS1	669.8393
CRMP1	133.2818	CRMP1	352.3154
CRNKL1	1315.2979	CRNKL1	1037.5943
CROCCL1	305.5942	CROCCL1	367.4643
CROCCL2	52.1739	CROCCL2	90.8209
CROCC	227.0531	CROCC	290.627
CROT	1276.6506	CROT	781.3395
CRTAC1	50.2415	CRTAC1	67.3472
CRTAM	54.1063	CRTAM	34.9311
CRTAP	6702.0934	CRTAP	4933.1139
CRTC1	487.2786	CRTC1	463.606
CRTC2	814.8148	CRTC2	738.5838
CRTC3	1775.8454	CRTC3	1321.2351
CRY1	448.3092	CRY1	553.868
CRY2	1419.3237	CRY2	1192.6885
CRYAB	1086.3124	CRYAB	1721.4061
CRYBB1	17.7134	CRYBB1	13.693
CRYBG3	670.0837	CRYBG3	709.5099
CRYGS	18.6795	CRYGS	12.5752
CRYL1	590.9823	CRYL1	638.8205
CRYM	12.2383	CRYM	109.544
CRYZL1	331.7069	CRYZL1	322.6882
CRYZ	1205.0274	CRYZ	1230.4504
CSAD	269.2432	CSAD	507.4795
CSDAP1	37.037	CSDAP1	50.0214
CSDA	2450.2415	CSDA	2966.9104
CSDC2	67.6329	CSDC2	20.3998
CSDE1	18765.8615	CSDE1	16738.4385
CSE1L	2863.4461	CSE1L	2455.5187
