gene_id	TCGA-BH-A0DD-01A-31R-A12P-07	gene_id	TCGA-BH-A0DD-11A-23R-A12P-07
CUL9	1383.4034	CUL9	703.3825
CUTA	1266.1064	CUTA	1049.8699
CUTC	195.3817	CUTC	685.7372
CUX1	3351.1905	CUX1	1677.3634
CUX2	613.0952	CUX2	12.1422
CUZD1	20.5077	CUZD1	10.425
CWC15	463.5854	CWC15	686.9037
CWC22	607.1429	CWC22	723.3304
CWC25	1806.0224	CWC25	459.2368
CWC27	515.056	CWC27	426.7129
CWF19L1	517.1569	CWF19L1	346.0538
CWF19L2	288.5154	CWF19L2	548.569
CX3CL1	221.6387	CX3CL1	2687.3374
CX3CR1	64.7759	CX3CR1	119.6878
CXADRP3	60.9244	removed	removed
CXADR	365.5462	removed	removed
CXCL10	875.7003	CXCL10	40.3296
CXCL11	288.5154	CXCL11	16.9124
CXCL12	1346.2885	CXCL12	10105.3773
CXCL13	152.6611	removed	removed
CXCL14	17895.3081	CXCL14	12068.9506
CXCL16	450.6303	CXCL16	572.8534
CXCL17	28.0112	removed	removed
removed	removed	CXCL1	13.4432
CXCL2	5.2521	CXCL2	422.3764
removed	removed	CXCL3	11.2749
CXCL9	861.6947	CXCL9	213.7901
CXCR2P1	52.521	removed	removed
removed	removed	CXCR2	57.6756
CXCR3	37.465	removed	removed
CXCR4	1097.3389	CXCR4	315.6982
CXCR6	46.5686	CXCR6	5.6375
CXCR7	1036.4146	CXCR7	3492.1943
CXXC1	672.619	CXXC1	544.6661
CXXC4	25.9104	CXXC4	10.4076
CXXC5	1011.9048	CXXC5	535.9931
CXorf21	34.6639	CXorf21	55.0737
CXorf23	377.8011	CXorf23	215.9584
CXorf26	396.7087	CXorf26	342.5846
CXorf36	122.549	CXorf36	2617.0859
CXorf38	212.535	CXorf38	223.3304
CXorf40A	577.381	CXorf40A	315.6982
CXorf40B	692.2269	CXorf40B	367.7363
CXorf42	11.5546	CXorf42	25.1518
CXorf50B	5.9524	removed	removed
CXorf56	260.1541	CXorf56	279.7051
CXorf57	5.2521	CXorf57	11.2749
CYB561D1	143.9076	CYB561D1	485.6895
CYB561D2	377.1008	CYB561D2	274.7745
CYB561	4281.1625	CYB561	984.8222
CYB5A	2104.6919	CYB5A	2673.0269
CYB5B	1235.9944	CYB5B	1602.3417
CYB5D1	255.2521	CYB5D1	641.3703
CYB5D2	141.8067	CYB5D2	783.1743
CYB5R1	1120.4482	CYB5R1	1263.2264
CYB5R2	86.8347	CYB5R2	82.8274
CYB5R3	2326.3305	CYB5R3	15062.8794
CYB5R4	465.6863	CYB5R4	250.6505
CYB5RL	181.0224	CYB5RL	139.2021
CYBASC3	654.7619	CYBASC3	1560.2775
CYBA	272.409	CYBA	698.6123
CYBB	612.0448	CYBB	1205.5507
CYBRD1	1725.4902	CYBRD1	23790.5464
CYC1	2432.0728	CYC1	1255.4206
CYCS	2761.5546	CYCS	1352.1249
CYFIP1	3312.6751	CYFIP1	3938.4215
CYFIP2	1296.2185	CYFIP2	153.9462
CYGB	49.0196	CYGB	1584.1284
CYHR1	1262.9552	CYHR1	657.8491
CYLD	1685.9244	CYLD	1304.8569
removed	removed	CYP11A1	79.3582
CYP19A1	9.4538	CYP19A1	37.294
CYP1B1	923.6695	CYP1B1	1288.3781
CYP20A1	536.7647	CYP20A1	682.1336
CYP21A2	197.3109	CYP21A2	144.8179
CYP26A1	16.1064	removed	removed
CYP26B1	8.4034	CYP26B1	2191.2402
CYP27A1	385.5042	CYP27A1	866.4354
CYP27B1	53.9216	removed	removed
removed	removed	CYP27C1	20.3816
CYP2A13	7.7031	removed	removed
removed	removed	CYP2A6	75.889
removed	removed	CYP2A7	6.5048
CYP2B6	8.0532	removed	removed
CYP2B7P1	1052.8711	CYP2B7P1	57.242
CYP2C8	35.014	CYP2C8	6.9384
CYP2D6	8.4034	removed	removed
CYP2D7P1	12.605	CYP2D7P1	5.6375
CYP2E1	48.3193	CYP2E1	12.2897
CYP2J2	388.6555	CYP2J2	6.9384
CYP2R1	245.7983	CYP2R1	138.7684
CYP2S1	28.3613	CYP2S1	31.6565
CYP2U1	83.6835	CYP2U1	672.5932
removed	removed	CYP39A1	86.7303
removed	removed	CYP3A4	9.1067
removed	removed	CYP3A5	6.9384
removed	removed	CYP46A1	115.3513
CYP4B1	1050.7703	CYP4B1	1071.9861
CYP4F11	163.8655	removed	removed
CYP4F12	5.9524	CYP4F12	110.1474
CYP4F22	27.6611	removed	removed
CYP4F3	7.3529	removed	removed
CYP4F8	63.0252	removed	removed
CYP4V2	291.6667	CYP4V2	469.6444
CYP4X1	448.8796	CYP4X1	143.1049
CYP4Z1	165.6162	CYP4Z1	11.7086
CYP4Z2P	45.5182	removed	removed
CYP51A1	3277.3109	CYP51A1	684.7355
CYP7B1	19.2577	CYP7B1	189.5056
removed	removed	CYP8B1	19.948
CYR61	938.0252	CYR61	14428.0139
CYS1	99.4398	CYS1	192.9748
CYSLTR1	157.2129	CYSLTR1	189.5056
CYSLTR2	10.1541	CYSLTR2	74.588
CYTH1	480.7423	CYTH1	893.7554
CYTH2	2068.6275	CYTH2	858.196
CYTH3	626.4006	CYTH3	1959.2368
CYTH4	163.1653	CYTH4	490.026
CYTIP	98.7395	CYTIP	93.235
removed	removed	CYTL1	52.9055
CYTSA	2559.5238	CYTSA	1994.7962
CYTSB	1325.9804	CYTSB	889.4189
CYYR1	115.8964	CYYR1	1870.7719
CYorf15A	357.8431	CYorf15A	195.5768
CYorf15B	212.8852	CYorf15B	122.7233
D2HGDH	224.7899	D2HGDH	259.3235
removed	removed	D4S234E	23.8508
DAAM1	1078.0812	DAAM1	1318.7337
DAAM2	230.5077	DAAM2	3406.1232
DAB2IP	521.7087	DAB2IP	2048.1353
DAB2	816.5266	DAB2	4515.1778
DACH1	99.0896	DACH1	212.9228
removed	removed	DACH2	12.5759
DACT1	148.8095	DACT1	358.196
removed	removed	DACT2	83.6947
DACT3	49.0196	DACT3	68.0833
DAD1	1940.1261	DAD1	1988.2914
DAG1	4943.2773	DAG1	3325.2385
DAGLA	403.3613	DAGLA	266.2619
DAGLB	376.7507	DAGLB	300.0867
DAK	757.0028	DAK	444.4926
DALRD3	822.43	DALRD3	436.4267
DAND5	6.3025	removed	removed
DAP3	1904.4118	DAP3	1589.7658
DAPK1	204.8319	DAPK1	708.1526
DAPK2	407.2129	DAPK2	638.7684
DAPK3	669.8179	DAPK3	581.0928
DAPL1	14.0056	removed	removed
DAPP1	160.7143	DAPP1	51.1709
DAP	2336.8347	DAP	2097.5716
DARC	37.465	DARC	5010.8413
DARS2	1541.3165	DARS2	539.0286
DARS	1611.3445	DARS	1616.6522
DAXX	1526.9608	DAXX	1052.0382
DAZAP1	1675.07	DAZAP1	979.6184
DAZAP2	5032.563	DAZAP2	4366.4354
DBF4B	366.2465	DBF4B	93.6687
DBF4	703.2493	DBF4	73.8075
DBI	1804.6218	DBI	3201.6479
DBN1	1565.1261	DBN1	2116.2186
DBNDD1	815.1261	DBNDD1	79.3582
DBNDD2	977.0868	DBNDD2	562.1292
DBNL	1505.9524	DBNL	2131.3964
DBP	398.4559	DBP	172.0859
DBR1	380.9524	DBR1	287.0772
DBT	619.0476	DBT	906.3313
removed	removed	DBX2	52.0382
DCAF10	1839.6359	DCAF10	1073.7207
DCAF11	2053.9216	DCAF11	1468.6383
removed	removed	DCAF12L2	10.8413
DCAF12	2039.2157	DCAF12	1038.1613
DCAF13	1349.4538	DCAF13	402.3114
DCAF15	506.6527	DCAF15	295.3166
DCAF16	785.7143	DCAF16	531.6565
DCAF17	513.3053	DCAF17	377.2767
DCAF4L1	7.7031	DCAF4L1	5.2038
DCAF4	244.0476	DCAF4	203.3825
DCAF5	1817.577	DCAF5	2584.562
DCAF6	2551.1204	DCAF6	2640.0694
DCAF7	4606.4426	DCAF7	1640.503
DCAF8	1945.1821	DCAF8	3200.8846
DCAKD	960.7843	DCAKD	879.0113
DCBLD1	213.2353	DCBLD1	281.4397
DCBLD2	857.493	DCBLD2	1390.2862
DCDC1	7.0063	removed	removed
DCDC2	335.9734	DCDC2	7.3721
DCHS1	1599.4398	DCHS1	2604.51
DCHS2	6.6527	DCHS2	58.1093
DCI	650.5602	DCI	451.431
DCK	1185.5742	DCK	391.1535
DCLK1	151.9608	DCLK1	1888.118
DCLK2	37.1148	DCLK2	147.8751
removed	removed	DCLK3	10.8413
DCLRE1A	638.6555	DCLRE1A	258.4562
DCLRE1B	434.8739	DCLRE1B	238.9419
DCLRE1C	314.7759	DCLRE1C	213.3565
DCN	7023.4594	DCN	63022.1162
DCP1A	935.5742	DCP1A	1178.6644
DCP1B	365.8964	DCP1B	312.229
DCP2	1356.4426	DCP2	607.9792
DCPS	215.6863	DCPS	196.4441
DCST2	16.8067	DCST2	6.9384
DCTD	986.3445	DCTD	1473.5473
DCTN1	2753.3929	DCTN1	5112.5152
DCTN2	1651.9608	DCTN2	2626.1925
DCTN3	606.0924	DCTN3	761.9254
DCTN4	1335.4342	DCTN4	1652.2116
DCTN5	1654.0616	DCTN5	1186.9037
DCTN6	445.3782	DCTN6	761.0581
DCTPP1	784.3137	DCTPP1	339.1154
DCUN1D1	836.8347	DCUN1D1	536.4267
DCUN1D2	103.6415	DCUN1D2	233.3044
DCUN1D3	114.4958	DCUN1D3	893.7554
DCUN1D4	798.6695	DCUN1D4	1076.7563
DCUN1D5	275.5602	DCUN1D5	295.3166
DCXR	945.028	DCXR	921.9428
DCX	10.8543	DCX	32.5239
DDA1	600.8403	DDA1	516.9124
DDAH1	817.2269	DDAH1	334.7788
DDAH2	1310.9244	DDAH2	3199.046
DDB1	3921.5686	DDB1	6261.4918
DDB2	330.8824	DDB2	450.5637
DDHD1	714.986	DDHD1	752.8187
DDHD2	918.4174	DDHD2	2770.5984
DDI2	170.4167	DDI2	212.8621
DDIT3	395.8403	DDIT3	422.0338
DDIT4L	23.1092	DDIT4L	190.8066
DDIT4	537.1148	DDIT4	821.7693
DDOST	2669.4678	DDOST	2838.6817
DDO	81.9328	DDO	55.5074
DDR1	8428.5714	DDR1	1282.307
DDR2	148.4594	DDR2	7020.8153
DDRGK1	610.2941	DDRGK1	621.856
DDTL	59.5938	DDTL	118.1743
DDT	202.0098	DDT	550.5334
DDX10	699.5798	DDX10	411.1015
removed	removed	DDX11L2	5.6375
DDX11	587.8852	DDX11	335.2125
DDX12	110.2941	DDX12	41.6305
DDX17	11858.1933	DDX17	7962.2723
DDX18	2193.9776	DDX18	1490.8933
DDX19A	835.2556	DDX19A	1174.3235
DDX19B	596.4601	DDX19B	731.1188
DDX1	1675.4202	DDX1	2798.3521
DDX20	370.4482	DDX20	334.7788
DDX21	3333.6835	DDX21	1381.6132
DDX23	2410.7143	DDX23	2133.5646
DDX24	2314.7759	DDX24	3976.5828
DDX26B	81.5826	DDX26B	118.3868
DDX27	1031.8627	DDX27	739.8092
DDX28	233.5434	DDX28	137.0338
DDX31	430.3221	DDX31	124.0243
DDX39	1934.5238	DDX39	350.8239
DDX3X	6253.8515	DDX3X	8831.3096
DDX3Y	1176.8207	DDX3Y	2339.1154
DDX41	1094.888	DDX41	845.1865
DDX42	3066.8768	DDX42	3949.6964
DDX43	5.6022	DDX43	70.8153
DDX46	2118.6975	DDX46	1068.5169
DDX47	687.6751	DDX47	760.6245
DDX49	910.3641	DDX49	573.7207
DDX50	910.014	DDX50	961.405
DDX51	710.4342	DDX51	402.8621
DDX52	1556.3725	DDX52	391.5872
DDX54	1564.6569	DDX54	909.974
DDX55	579.1317	DDX55	325.2385
DDX56	1431.7227	DDX56	820.0347
DDX58	3071.4286	DDX58	655.2472
DDX59	777.3109	DDX59	384.2151
DDX5	13185.9244	DDX5	11435.8196
DDX60L	1616.5966	DDX60L	551.1709
DDX60	4724.4398	DDX60	783.608
DDX6	3267.8571	DDX6	4119.2541
DEAF1	497.549	DEAF1	417.6062
DECR1	1070.028	DECR1	1729.4016
DECR2	421.5686	DECR2	516.4788
DEDD2	525.5602	DEDD2	249.7832
DEDD	997.0903	DEDD	1019.2498
DEF6	231.7927	DEF6	73.7207
DEF8	872.549	DEF8	890.2862
DEFB132	9.1036	DEFB132	310.0607
removed	removed	DEFB1	157.8491
DEGS1	1378.1513	DEGS1	1925.412
DEGS2	605.7423	DEGS2	16.0451
DEK	3652.6611	DEK	1799.2194
DEM1	272.7591	DEM1	148.3088
DENND1A	564.4258	DENND1A	625.7589
DENND1B	257.0028	DENND1B	74.1544
DENND1C	252.451	DENND1C	48.1353
DENND2A	22.409	DENND2A	695.1431
DENND2C	7.0553	DENND2C	64.2411
DENND2D	462.1849	DENND2D	447.5282
DENND3	187.3249	DENND3	778.4042
DENND4A	645.9279	DENND4A	737.6409
DENND4B	1208.7535	DENND4B	1018.6427
DENND4C	1775.9104	DENND4C	2414.137
DENND5A	1301.1204	DENND5A	4214.2238
DENND5B	588.5854	DENND5B	744.1457
DENR	2429.972	DENR	1075.4553
DEPDC1B	325.2801	DEPDC1B	5.6375
DEPDC1	764.3557	DEPDC1	12.1422
DEPDC4	22.409	DEPDC4	5.6375
DEPDC5	408.9636	DEPDC5	258.0225
DEPDC6	1849.4398	DEPDC6	453.1657
DEPDC7	14.7059	DEPDC7	8.2394
DERA	482.8431	DERA	404.1631
DERL1	2939.4258	DERL1	2565.4814
DERL2	251.7507	DERL2	449.2628
DERL3	159.3137	DERL3	5.2038
removed	removed	DES	52.0382
DET1	189.0756	DET1	183.0009
DEXI	339.986	DEXI	754.5533
DFFA	326.6807	DFFA	555.5074
DFFB	102.591	DFFB	93.235
DFNA5	70.028	DFNA5	262.3591
DFNB31	226.5406	DFNB31	84.9957
DFNB59	9.4538	DFNB59	40.7632
DGAT1	1188.6239	DGAT1	2305.7242
DGAT2	470.2381	DGAT2	13158.7164
DGCR11	20.6583	DGCR11	49.4363
DGCR14	357.1429	DGCR14	322.6366
DGCR2	3114.8459	DGCR2	2180.8326
DGCR5	7.3529	removed	removed
DGCR6L	540.2661	DGCR6L	466.1752
DGCR6	181.3725	DGCR6	226.7997
DGCR8	738.7955	DGCR8	511.7086
DGKA	144.958	DGKA	208.1526
DGKD	662.465	DGKD	494.3625
DGKE	344.888	DGKE	263.66
DGKG	9.8039	DGKG	16.9124
DGKH	23.4594	DGKH	63.7467
removed	removed	DGKI	83.6947
DGKQ	380.6022	DGKQ	268.8638
DGKZ	366.5966	DGKZ	809.1934
DGUOK	379.5518	DGUOK	359.497
DHCR24	18728.2913	DHCR24	3913.7034
DHCR7	2462.535	DHCR7	862.9662
DHDDS	421.2185	DHDDS	4297.4848
DHDH	14.3557	removed	removed
removed	removed	DHDPSL	166.869
DHFRL1	293.0672	DHFRL1	269.2975
DHFR	1160.8018	DHFR	682.9922
removed	removed	DHH	24.7181
DHODH	129.902	DHODH	169.9913
DHPS	1116.9468	DHPS	616.6522
DHRS11	783.2633	DHRS11	483.9549
DHRS12	98.0392	DHRS12	459.6704
DHRS13	258.3263	DHRS13	55.915
DHRS1	157.563	DHRS1	435.8196
DHRS2	6243.6975	DHRS2	98.0052
DHRS3	211.1345	DHRS3	2794.8829
DHRS4L1	13.6555	DHRS4L1	8.673
DHRS4L2	200.5462	DHRS4L2	411.778
DHRS4	455.7248	DHRS4	711.6956
DHRS7B	2675.4202	DHRS7B	813.9636
DHRS7	1060.2241	DHRS7	1065.4814
DHRS9	10.1541	DHRS9	267.5629
DHRSX	472.3389	DHRSX	429.8612
DHTKD1	1873.5994	DHTKD1	831.3096
DHX15	3363.7955	DHX15	1689.072
DHX16	926.4706	DHX16	875.5421
DHX29	1195.7283	DHX29	1073.7207
DHX30	1985.6443	DHX30	1255.8543
DHX32	1281.6282	DHX32	627.784
DHX33	477.591	DHX33	273.2003
DHX34	834.3838	DHX34	204.6834
DHX35	310.5742	DHX35	292.7147
DHX36	796.5686	DHX36	755.4206
DHX37	749.6499	DHX37	346.9211
DHX38	1131.6527	DHX38	1512.5759
DHX40	3114.8459	DHX40	1419.7745
DHX57	615.1961	DHX57	478.3174
DHX58	709.7339	DHX58	352.9922
DHX8	1302.521	DHX8	1057.6756
DHX9	6442.577	DHX9	3206.418
DIABLO	904.937	DIABLO	326.7216
DIAPH1	2756.6527	DIAPH1	1891.5872
DIAPH2	196.4286	DIAPH2	781.0061
DIAPH3	236.3445	DIAPH3	19.948
DICER1	1450.6303	DICER1	2362.9662
DIDO1	1954.8319	DIDO1	1604.51
DIMT1L	301.1204	DIMT1L	325.6722
DIO1	139.0056	DIO1	5.6375
DIO2	303.9216	DIO2	87.1639
removed	removed	DIO3OS	6.9384
removed	removed	DIO3	49.8699
DIP2A	862.0448	DIP2A	862.9662
DIP2B	1455.5322	DIP2B	1029.9219
DIP2C	901.6106	DIP2C	2297.4848
DIRAS1	550.07	DIRAS1	27.32
DIRAS2	15.4062	DIRAS2	6.5048
DIRAS3	26.2605	DIRAS3	17.3461
DIRC2	259.8144	DIRC2	407.4935
DIRC3	5.6022	DIRC3	36.4267
DIS3L2	507.7031	DIS3L2	384.6487
DIS3L	692.577	DIS3L	1253.686
DIS3	444.7374	DIS3	1341.6696
DISC1	79.1317	DISC1	217.693
DISP1	251.4006	DISP1	330.0087
DISP2	28.7115	DISP2	13.0095
DIXDC1	653.3613	DIXDC1	3323.9376
DKC1	1827.381	DKC1	621.4224
DKFZP586I1420	364.1457	DKFZP586I1420	191.6739
DKFZP686I15217	56.0224	DKFZP686I15217	34.6921
DKFZp686O24166	1282.563	DKFZp686O24166	32.5239
DKFZp761E198	301.1204	DKFZp761E198	519.0807
removed	removed	DKFZp779M0652	31.2229
removed	removed	DKK1	7.8057
DKK2	73.8796	DKK2	203.8161
DKK3	717.0868	DKK3	678.2307
DKKL1	21.7087	removed	removed
DLAT	761.9048	DLAT	759.7572
DLC1	958.6835	DLC1	7290.9801
DLD	1563.0252	DLD	2643.9722
DLEC1	7.3529	DLEC1	53.3391
DLEU1	45.5182	DLEU1	35.9931
DLEU2	24.6043	DLEU2	13.3391
DLG1	1207.6225	DLG1	2042.0642
removed	removed	DLG2	77.6236
DLG3	2050.07	DLG3	186.0364
DLG4	158.2633	DLG4	304.4579
DLG5	4848.0392	DLG5	1535.9931
removed	removed	DLGAP1	11.2749
removed	removed	DLGAP2	6.5048
removed	removed	DLGAP3	5.2038
DLGAP4	1786.0644	DLGAP4	2351.6912
DLGAP5	820.3782	DLGAP5	6.5048
DLL1	45.5182	DLL1	466.1752
DLL4	103.6415	DLL4	1173.8942
DLST	1599.4398	DLST	3160.8846
DLX1	46.2185	removed	removed
DLX2	18.2073	removed	removed
DLX3	175.07	DLX3	10.4076
DLX4	26.6106	DLX4	16.9124
removed	removed	DLX5	12.5759
DMAP1	421.5686	DMAP1	551.1709
DMBX1	82.9832	removed	removed
DMC1	140.7563	DMC1	6.5048
DMD	19.958	DMD	3129.6618
DMGDH	30.8123	DMGDH	511.2749
DMKN	58.8235	DMKN	15.6114
DMPK	875.7003	DMPK	747.6149
removed	removed	DMRT2	158.2827
removed	removed	DMRT3	115.7849
removed	removed	DMRTA1	49.8699
DMTF1	892.1569	DMTF1	837.8144
DMWD	513.3053	DMWD	516.9124
DMXL1	1323.1793	DMXL1	1728.1006
DMXL2	1077.0308	DMXL2	866.4354
DNA2	412.465	DNA2	50.3036
DNAH10	74.93	DNAH10	22.1162
DNAH11	5.6863	removed	removed
DNAH14	465.3361	DNAH14	14.3105
DNAH17	16.4566	DNAH17	18.647
DNAH1	181.7227	DNAH1	379.0113
DNAH2	31.1625	DNAH2	13.8768
DNAH5	289.5658	DNAH5	10.8413
DNAH6	18.5574	DNAH6	86.7303
DNAH7	88.5854	DNAH7	16.9124
removed	removed	DNAH9	45.5334
DNAI1	8.7535	removed	removed
DNAJA1	4446.4286	DNAJA1	2528.621
DNAJA2	1657.563	DNAJA2	1788.3781
DNAJA3	1059.1737	DNAJA3	819.601
DNAJA4	1484.2437	DNAJA4	777.1032
DNAJB11	769.958	DNAJB11	657.4154
DNAJB12	1006.3025	DNAJB12	1256.2879
DNAJB13	8.4034	removed	removed
DNAJB14	487.7451	DNAJB14	441.8907
DNAJB1	3917.0168	DNAJB1	4025.5854
DNAJB2	1163.8655	DNAJB2	1614.0503
DNAJB4	211.8347	DNAJB4	1187.771
DNAJB5	191.5266	DNAJB5	284.0416
DNAJB6	1225.4902	DNAJB6	1875.5421
DNAJB9	641.8067	DNAJB9	574.588
DNAJC10	3142.8571	DNAJC10	1865.5681
DNAJC11	762.8501	DNAJC11	906.1535
DNAJC12	1373.5994	DNAJC12	32.0902
DNAJC13	2211.8347	DNAJC13	2214.6574
DNAJC14	1604.8494	DNAJC14	1058.5256
DNAJC15	360.6443	DNAJC15	984.3886
DNAJC16	757.3529	DNAJC16	612.7493
DNAJC17	147.0588	DNAJC17	151.3443
DNAJC18	79.8319	DNAJC18	192.9748
DNAJC19	355.7423	DNAJC19	355.5941
DNAJC1	1262.9552	DNAJC1	539.4623
DNAJC21	1185.5742	DNAJC21	1198.6123
DNAJC22	111.6947	removed	removed
DNAJC24	452.444	DNAJC24	435.0173
DNAJC25	192.9272	DNAJC25	222.4631
DNAJC27	154.7619	DNAJC27	178.2307
DNAJC28	24.1597	DNAJC28	41.6305
DNAJC2	826.348	DNAJC2	336.9818
DNAJC30	226.1905	DNAJC30	322.2029
DNAJC3	901.2605	DNAJC3	1863.3998
DNAJC4	278.3543	DNAJC4	408.6253
DNAJC5B	6.3025	removed	removed
DNAJC5	1854.3417	DNAJC5	1760.1908
DNAJC6	12.9552	DNAJC6	58.1093
DNAJC7	832.1148	DNAJC7	1257.3721
DNAJC8	1144.958	DNAJC8	2112.7493
DNAJC9	1122.549	DNAJC9	298.7858
DNAL1	698.1793	DNAL1	616.2186
DNAL4	600.1401	DNAL4	239.8092
DNALI1	1385.8543	DNALI1	209.8873
DNASE1L1	501.7962	DNASE1L1	636.1145
DNASE1L2	22.409	removed	removed
removed	removed	DNASE1L3	175.1951
DNASE1	102.9412	DNASE1	62.8794
removed	removed	DNASE2B	29.0546
DNASE2	1458.3333	DNASE2	1431.9167
DND1	90.9069	DND1	35.2559
removed	removed	DNER	16.0451
DNHD1	351.8908	DNHD1	157.4154
DNLZ	58.4734	DNLZ	79.3582
DNM1L	1519.958	DNM1L	1364.7008
DNM1P35	10.5042	DNM1P35	13.4432
DNM1	132.7031	DNM1	647.8751
DNM2	2581.7472	DNM2	2251.4441
DNM3	72.8291	DNM3	174.3278
DNMBP	563.9636	DNMBP	936.9861
DNMT1	4396.7087	DNMT1	746.7476
DNMT3A	812.6751	DNMT3A	264.961
DNMT3B	254.5518	DNMT3B	60.2775
DNPEP	1328.0812	DNPEP	1221.1622
DNTTIP1	312.6751	DNTTIP1	253.686
DNTTIP2	933.8235	DNTTIP2	1179.5317
DOC2A	185.8298	removed	removed
removed	removed	DOC2B	157.8491
DOCK10	400.5602	DOCK10	290.9801
DOCK11	148.1092	DOCK11	7359.0633
DOCK1	1792.3669	DOCK1	3110.5811
DOCK2	251.4006	DOCK2	466.1752
removed	removed	DOCK3	21.2489
DOCK4	415.9664	DOCK4	709.8873
DOCK5	278.0112	DOCK5	151.3443
DOCK6	535.7143	DOCK6	3001.301
DOCK7	940.1261	DOCK7	1341.7173
DOCK8	319.6429	DOCK8	1179.5317
DOCK9	697.8291	DOCK9	2385.0824
DOHH	120.4482	DOHH	105.8109
DOK1	234.5938	DOK1	1128.3608
DOK2	53.2213	DOK2	306.5915
DOK3	90.6863	DOK3	79.7918
DOK4	81.5826	DOK4	393.7554
DOK5	15.4062	DOK5	114.484
DOK6	14.3557	DOK6	76.7563
DOK7	194.3277	removed	removed
DOLK	484.5938	DOLK	437.5542
DOLPP1	420.8683	DOLPP1	281.0061
DOM3Z	202.6891	DOM3Z	168.118
DONSON	358.5259	DONSON	106.9384
DOPEY1	419.6534	DOPEY1	759.6314
DOPEY2	1230.7423	DOPEY2	557.242
DOT1L	1250.3501	DOT1L	383.2958
DPAGT1	761.9713	DPAGT1	773.2567
DPCD	225.3922	DPCD	111.9428
DPEP1	5.2521	removed	removed
DPEP2	10.1541	DPEP2	76.7563
DPF2	1111.6947	DPF2	841.2836
removed	removed	DPF3	14.3105
DPH1	432.395	DPH1	435.1908
DPH2	684.1737	DPH2	306.1578
DPH3B	39.5658	DPH3B	38.1613
DPH3	593.4874	DPH3	1023.4172
DPH5	315.1961	DPH5	335.3079
DPM1	514.7059	DPM1	368.6036
DPM2	498.9496	DPM2	336.5134
DPM3	172.9692	DPM3	223.3304
DPP3	2594.4013	DPP3	438.8552
DPP4	54.2717	DPP4	390.2862
removed	removed	DPP6	44.2324
DPP7	1416.3165	DPP7	1420.2082
DPP8	665.9664	DPP8	836.0798
DPP9	1427.1709	DPP9	904.5967
DPRXP4	9.1036	removed	removed
DPT	277.6611	DPT	47514.3105
DPY19L1	735.9944	DPY19L1	599.7398
DPY19L2P1	96.6387	removed	removed
DPY19L2P2	42.3669	DPY19L2P2	11.7086
DPY19L2P4	7.0028	removed	removed
DPY19L2	9.1036	DPY19L2	106.2446
DPY19L3	886.9048	DPY19L3	400.2602
DPY19L4	1382.7031	DPY19L4	951.431
DPY30	538.764	DPY30	318.0009
DPYD	332.9832	DPYD	1221.5958
DPYSL2	537.465	DPYSL2	4769.7311
DPYSL3	1840.6863	DPYSL3	5468.7771
DPYSL4	6.6527	DPYSL4	14.3105
DR1	1154.4118	DR1	857.3287
DRAM1	554.6218	DRAM1	604.51
DRAM2	534.3137	DRAM2	1661.752
DRAP1	876.7507	DRAP1	895.9237
removed	removed	DRD1	19.5143
DRG1	1043.7675	DRG1	1097.5716
DRG2	221.6387	DRG2	609.7138
DRP2	121.8487	DRP2	10.8413
DSC1	19.2052	removed	removed
DSC2	1517.1569	DSC2	425.412
DSC3	46.5686	removed	removed
removed	removed	DSCAML1	9.5403
DSCC1	535.3641	DSCC1	96.2706
DSCR3	1125.7003	DSCR3	1249.3495
DSCR6	78.4314	removed	removed
DSEL	1849.4398	DSEL	1435.8196
DSE	451.0609	DSE	2110.6461
DSG2	7816.5266	DSG2	2724.6227
DSN1	1138.3053	DSN1	241.9775
DSP	22821.4286	DSP	735.4727
DSTN	7005.9524	DSTN	5849.523
DSTYK	2069.6779	DSTYK	1069.3842
DST	1496.1485	DST	8388.5516
DTD1	616.5966	DTD1	318.7337
DTL	2240.8964	DTL	31.6565
DTNA	249.2997	DTNA	395.9237
DTNBP1	278.3613	DTNBP1	334.3452
DTNB	441.1765	DTNB	90.6331
DTWD1	357.493	DTWD1	522.5499
DTWD2	344.1877	DTWD2	216.392
DTX1	11.5546	DTX1	1621.4224
DTX2	245.4482	DTX2	337.3807
DTX3L	3839.2507	DTX3L	1210.6808
DTX3	469.888	DTX3	194.7095
DTX4	42.0168	DTX4	1050.3036
DTYMK	544.4678	DTYMK	294.4493
DULLARD	729.6919	DULLARD	1626.6262
DUOX1	139.7059	DUOX1	84.562
DUOX2	5.6022	DUOX2	7.3721
DUOXA1	5.2521	DUOXA1	13.0095
DUS1L	1236.6947	DUS1L	924.5447
DUS2L	183.4734	DUS2L	149.1761
DUS3L	278.0112	DUS3L	143.5386
DUS4L	294.3943	DUS4L	97.2853
DUSP10	565.4762	DUSP10	295.7502
DUSP11	380.9524	DUSP11	310.4944
DUSP12	189.7759	DUSP12	173.4605
DUSP14	638.6555	DUSP14	535.1258
DUSP15	39.5658	DUSP15	8.2394
DUSP16	2079.8319	DUSP16	703.8161
DUSP18	145.9734	DUSP18	165.2125
DUSP19	68.2773	DUSP19	103.209
DUSP1	1239.4958	DUSP1	25013.8768
DUSP22	386.9048	DUSP22	1862.5325
DUSP23	317.9272	DUSP23	408.0659
removed	removed	DUSP27	9.974
DUSP28	88.2353	DUSP28	47.7016
DUSP2	113.0952	DUSP2	35.9931
