gene_id	TCGA-BH-A18K-01A-11R-A12D-07	gene_id	TCGA-BH-A18K-11A-13R-A12D-07
LOC401052	69.0571	LOC401052	279.8507
LOC401093	37.3404	LOC401093	145.709
removed	removed	LOC401127	7.9291
LOC401397	925.0111	LOC401397	507.4627
LOC401431	66.6277	LOC401431	78.4981
removed	removed	LOC401463	5.1306
LOC401588	57.7247	LOC401588	58.3022
removed	removed	LOC402377	14.459
LOC407835	32.2266	LOC407835	39.1791
removed	removed	LOC440173	20.5224
LOC440354	132.0478	LOC440354	157.542
LOC440905	235.1483	LOC440905	319.4963
LOC440925	7.0828	removed	removed
LOC440944	187.6937	LOC440944	298.041
LOC440957	171.4033	LOC440957	70.8955
removed	removed	LOC441046	11.194
LOC441089	100.2213	LOC441089	101.6791
LOC441204	47.4546	LOC441204	23.7873
LOC441208	20.5401	LOC441208	63.4328
LOC441294	91.0137	LOC441294	163.7127
removed	removed	LOC441454	8.8619
LOC441455	9.2076	LOC441455	13.5261
LOC441666	56.3081	LOC441666	53.1716
LOC441869	116.1576	LOC441869	432.8358
LOC442421	31.5184	LOC442421	24.7201
LOC442454	194.0682	LOC442454	151.1194
LOC493754	538.2913	LOC493754	441.6978
LOC541471	465.6928	LOC541471	64.3657
removed	removed	LOC541473	6.9356
LOC550112	332.1824	LOC550112	307.3694
LOC550643	311.6423	LOC550643	173.9739
LOC554202	14.5197	LOC554202	28.9179
removed	removed	LOC55908	75.5597
removed	removed	LOC572558	6.5299
LOC595101	33.2784	LOC595101	80.6903
LOC606724	20.8942	LOC606724	5.1306
LOC613037	31.5184	LOC613037	7.0149
LOC619207	10.27	LOC619207	33.5821
LOC641298	40.4391	LOC641298	348.209
LOC641367	7.7911	LOC641367	6.0634
LOC642587	68.703	LOC642587	940.2985
LOC642826	92.2674	LOC642826	147.0802
LOC642846	114.3869	LOC642846	162.3134
LOC642852	529.0837	LOC642852	490.6716
LOC643008	12.3949	removed	removed
LOC643387	49.2253	LOC643387	28.9179
LOC643719	14.1656	LOC643719	28.9179
removed	removed	LOC643763	12.1269
LOC643837	107.6583	LOC643837	210.3545
LOC644172	40.726	LOC644172	34.5149
LOC644538	55.2457	LOC644538	100.2799
LOC644936	20.8942	LOC644936	10.7276
LOC645166	88.8889	LOC645166	84.4216
LOC645323	7.4369	removed	removed
LOC645332	109.7831	LOC645332	93.75
LOC645431	40.046	LOC645431	20.0793
LOC645676	43.7078	LOC645676	24.4823
LOC646214	117.22	LOC646214	168.8433
LOC646471	45.3687	LOC646471	155.1446
LOC646762	256.3966	LOC646762	395.9888
LOC646851	65.5157	LOC646851	138.0597
LOC646999	8.4993	LOC646999	19.1231
LOC647121	94.201	LOC647121	30.3172
LOC647288	8.8535	LOC647288	8.8619
removed	removed	LOC647309	7.4627
LOC647946	26.2063	LOC647946	7.4627
LOC647979	9849.668	LOC647979	11748.6007
removed	removed	LOC648740	32.4067
LOC649330	14.8738	LOC649330	7.4627
LOC650368	64.0992	LOC650368	77.8918
LOC650623	23.019	LOC650623	180.9701
LOC651250	1565.6485	LOC651250	1902.9851
LOC652276	47.1005	LOC652276	74.1604
LOC653113	120.7614	LOC653113	69.4963
LOC653501	154.7587	LOC653501	312.5
LOC653566	2029.2165	LOC653566	1000.4664
LOC653653	86.7641	LOC653653	57.3694
LOC653786	8.1452	removed	removed
LOC654342	230.1903	LOC654342	342.3507
LOC654433	76.6073	LOC654433	240.6716
LOC678655	298.6879	LOC678655	372.7099
removed	removed	LOC723972	6.9963
LOC727896	29.3935	LOC727896	26.5858
LOC728024	10.9783	LOC728024	36.3806
LOC728190	247.189	LOC728190	192.6306
LOC728264	245.0642	LOC728264	3283.1157
LOC728323	10.6242	LOC728323	54.5709
LOC728392	47.1005	LOC728392	169.7761
LOC728554	388.4905	LOC728554	146.4552
LOC728606	63.0367	LOC728606	22.3881
LOC728613	151.2174	LOC728613	193.097
LOC728640	34.3515	LOC728640	30.7836
LOC728643	55.2457	LOC728643	46.6418
LOC728723	11.6866	LOC728723	41.5112
LOC728743	203.2758	LOC728743	145.5224
LOC728758	60.9119	LOC728758	14.459
LOC728819	14.5197	LOC728819	20.5224
LOC728855	70.0735	LOC728855	211.6744
LOC728875	14.2116	LOC728875	45.3218
LOC729020	19.4776	LOC729020	41.5112
LOC729082	317.0642	LOC729082	586.8284
LOC729176	20.8942	LOC729176	31.7164
LOC729234	85.3475	LOC729234	104.4776
LOC729375	52.0478	LOC729375	49.4403
LOC729603	17.7069	LOC729603	40.1119
LOC729678	606.7003	LOC729678	638.2136
LOC729799	16.2904	LOC729799	30.7836
LOC729991-MEF2B	17.6113	LOC729991-MEF2B	54.3657
LOC729991	355.3395	LOC729991	175.5457
LOC730101	49.5795	LOC730101	94.6828
LOC80054	154.7587	LOC80054	142.2575
LOC80154	266.6667	LOC80154	394.5896
LOC81691	57.3705	LOC81691	112.4067
LOC84856	36.8305	LOC84856	48.5075
removed	removed	LOC84989	8.2416
LOC90110	244.71	LOC90110	295.2425
LOC90246	8.1452	LOC90246	35.9142
removed	removed	LOC90586	7.9291
LOC90784	355.9097	LOC90784	301.306
LOC90834	13.4573	LOC90834	31.7164
LOC91316	208.5383	LOC91316	540.9002
LOC92249	785.8344	LOC92249	732.7425
LOC92659	118.2824	LOC92659	59.2351
LOC92973	30.1018	LOC92973	134.7948
removed	removed	LOC93432	43.3769
LOC93622	479.1501	LOC93622	297.1082
LOC96610	1632.8358	LOC96610	7838.5634
LOH12CR1	106.2417	LOH12CR1	100.7463
LOH12CR2	21.2483	LOH12CR2	46.6418
LOH3CR2A	46.0381	LOH3CR2A	34.0485
LONP1	1075.166	LONP1	1380.1306
LONP2	1860.2922	LONP2	3231.8097
LONRF1	258.5215	LONRF1	534.5149
LONRF2	543.6034	LONRF2	471.5485
LONRF3	22.3108	LONRF3	54.5709
LOXHD1	6.3745	LOXHD1	12.1269
LOXL1	1918.7251	LOXL1	183.3022
LOXL2	2864.2514	LOXL2	1114.7062
LOXL3	86.2187	LOXL3	55.7556
LOXL4	46.0381	LOXL4	244.8694
LOX	1603.8955	LOX	441.6978
LPAR1	324.0372	LPAR1	538.7127
LPAR2	244.0018	LPAR2	183.7687
LPAR3	8.4993	LPAR3	55.0373
LPAR4	10.9783	LPAR4	11.194
LPAR5	67.6405	LPAR5	41.9776
LPAR6	621.8681	LPAR6	1379.6642
LPCAT1	1317.3971	LPCAT1	660.4478
LPCAT2	323.683	LPCAT2	1045.2425
LPCAT3	1739.8849	LPCAT3	1225.2799
LPCAT4	302.4347	LPCAT4	458.9552
LPGAT1	1884.0195	LPGAT1	1934.7015
LPHN1	1033.0235	LPHN1	1268.1903
LPHN2	639.9292	LPHN2	2100.7463
LPHN3	20.5401	LPHN3	919.3097
LPIN1	261.7087	LPIN1	3092.3507
LPIN2	772.023	LPIN2	1048.5075
LPIN3	361.6609	LPIN3	844.1138
LPL	559.8938	LPL	26877.3321
LPPR1	7.0828	LPPR1	79.7575
LPPR2	675.6972	LPPR2	431.903
LPPR3	7.4369	LPPR3	11.6604
LPPR4	66.9323	LPPR4	63.8993
LPPR5	18.7694	removed	removed
LPP	320.8499	LPP	2066.6978
LPXN	309.8716	LPXN	202.8918
LQK1	7.4369	removed	removed
LRAT	14.1656	LRAT	82.556
LRBA	3251.7043	LRBA	3203.8246
LRCH1	495.4405	LRCH1	966.4179
LRCH2	55.2457	LRCH2	76.959
LRCH3	178.1319	LRCH3	489.2724
LRCH4	762.8154	LRCH4	598.4142
LRDD	303.4971	LRDD	292.9104
LRFN1	53.475	LRFN1	29.3843
LRFN2	14.5197	removed	removed
LRFN3	211.421	LRFN3	149.7201
LRFN4	186.9854	LRFN4	133.3955
LRFN5	10.9783	LRFN5	53.1716
LRG1	510.3143	LRG1	49.9067
LRGUK	29.7477	removed	removed
LRIG1	3017.5263	LRIG1	6029.4916
LRIG2	135.2811	LRIG2	438.8993
LRIG3	268.4374	LRIG3	1136.194
LRIT3	7.4369	LRIT3	23.3209
LRMP	27.977	LRMP	124.0672
LRP10	5173.2625	LRP10	4552.2388
LRP11	1641.7884	LRP11	828.8246
LRP12	287.915	LRP12	414.1791
removed	removed	LRP1B	50.3731
LRP1	8193.714	LRP1	21314.8321
LRP2BP	58.4329	LRP2BP	80.6903
LRP2	217.4413	LRP2	3821.8284
LRP3	2855.6459	LRP3	800.2565
removed	removed	LRP4	596.4925
LRP5L	107.3041	LRP5L	82.556
LRP5	950.5091	LRP5	2951.4925
LRP6	1115.1837	LRP6	2381.0634
LRP8	43.205	LRP8	46.6418
LRPAP1	1693.4927	LRPAP1	1738.806
LRPPRC	4272.687	LRPPRC	4318.5634
LRRC10B	47.4546	LRRC10B	12.1269
LRRC14	622.3922	LRRC14	588.4608
LRRC15	4981.6733	LRRC15	88.6194
LRRC16A	817.7069	LRRC16A	666.5112
LRRC16B	12.749	LRRC16B	17.7239
LRRC17	613.3687	LRRC17	250
LRRC1	858.7871	LRRC1	535.9142
LRRC20	265.2501	LRRC20	79.7575
LRRC23	239.7521	LRRC23	135.2612
LRRC24	11.5166	LRRC24	9.0205
LRRC25	109.429	LRRC25	56.903
LRRC26	182.7357	LRRC26	7.9291
LRRC27	286.8526	LRRC27	243.4701
LRRC28	146.9677	LRRC28	214.0858
LRRC29	50.6419	LRRC29	63.8993
LRRC2	7.0828	LRRC2	41.0448
LRRC31	278.3533	removed	removed
LRRC32	1866.3125	LRRC32	732.7425
LRRC33	81.8061	LRRC33	122.6679
LRRC34	14.5197	LRRC34	55.0373
LRRC36	25.8521	removed	removed
LRRC37A2	244.6746	LRRC37A2	332.8218
LRRC37A3	227.3572	LRRC37A3	114.7388
LRRC37A4	76.1399	LRRC37A4	271.8377
LRRC37A	562.0186	LRRC37A	643.6567
LRRC37B2	386.7198	LRRC37B2	502.7985
LRRC37B	131.3856	LRRC37B	191.6978
removed	removed	LRRC39	6.7631
removed	removed	LRRC3B	49.4403
LRRC3	32.9349	LRRC3	84.8881
LRRC40	320.1417	LRRC40	359.6082
LRRC41	2786.7198	LRRC41	1863.3396
LRRC42	600.9739	LRRC42	425.8396
LRRC43	18.7694	removed	removed
LRRC45	364.7632	LRRC45	205.6903
LRRC46	229.1279	LRRC46	26.1194
LRRC47	769.8982	LRRC47	1078.3582
LRRC48	146.9677	LRRC48	112.8731
LRRC49	77.2023	LRRC49	141.3246
LRRC4B	10.27	LRRC4B	22.8545
LRRC4C	36.8305	LRRC4C	80.2239
LRRC4	87.8265	LRRC4	30.3172
LRRC50	37.8929	LRRC50	32.6493
LRRC55	24.4356	LRRC55	10.7276
LRRC56	204.6923	LRRC56	76.4925
LRRC57	296.4143	LRRC57	381.0634
LRRC58	885.7016	LRRC58	1635.7276
LRRC59	4498.6808	LRRC59	1331.0215
LRRC61	238.6897	LRRC61	228.0784
LRRC66	7.4369	LRRC66	10.2612
LRRC6	238.3355	LRRC6	70.8955
LRRC70	42.4967	LRRC70	47.9104
LRRC8A	1377.2466	LRRC8A	1527.9851
LRRC8B	485.1704	LRRC8B	553.6381
LRRC8C	308.4551	LRRC8C	657.6493
LRRC8D	789.73	LRRC8D	636.194
LRRC8E	250.7304	LRRC8E	266.3246
LRRCC1	561.3103	LRRCC1	429.5709
LRRFIP1	2361.753	LRRFIP1	2691.2313
LRRFIP2	1454.0947	LRRFIP2	907.1828
LRRIQ1	54.5374	LRRIQ1	46.6418
LRRIQ3	6.7286	LRRIQ3	20.056
LRRK1	189.1102	LRRK1	471.5485
LRRK2	156.1753	LRRK2	317.6306
LRRN1	320.8499	LRRN1	1004.6642
LRRN2	466.4011	LRRN2	392.7239
LRRN3	18.4152	LRRN3	87.2201
LRRN4CL	34.3515	LRRN4CL	301.306
LRRTM2	7.0828	LRRTM2	76.4925
removed	removed	LRRTM4	6.5299
LRSAM1	665.073	LRSAM1	470.6157
LRTOMT	480.6375	LRTOMT	274.1884
LRWD1	435.9451	LRWD1	194.0299
LSAMP	31.1642	LSAMP	6.0634
LSG1	872.5985	LSG1	795.709
LSM10	489.4201	LSM10	283.1157
LSM11	262.7711	LSM11	253.2649
LSM12	1455.5113	LSM12	656.25
LSM14A	4713.9442	LSM14A	2926.7724
LSM14B	1487.0297	LSM14B	875
LSM1	383.1784	LSM1	306.903
LSM2	1020.2745	LSM2	402.9851
LSM3	1084.0195	LSM3	466.8843
LSM4	1839.0438	LSM4	544.7761
LSM5	877.2023	LSM5	372.2015
LSM6	216.3789	LSM6	161.3806
LSM7	356.618	LSM7	166.9776
LSMD1	688.0921	LSMD1	222.4813
LSP1	1365.9141	LSP1	676.7724
LSR	3496.0602	LSR	1243.0037
LSS	1487.7379	LSS	1861.4739
removed	removed	LST-3TM12	69.0299
LST1	118.6366	LST1	40.5784
LTA4H	1976.4498	LTA4H	2236.9403
LTB4R2	56.2125	LTB4R2	78.7127
LTB4R	181.815	LTB4R	158.6054
LTBP1	1698.8048	LTBP1	1041.5112
LTBP2	3830.3674	LTBP2	16318.5634
LTBP3	1348.5401	LTBP3	3579.93
LTBP4	528.7295	LTBP4	2168.3769
LTBR	2378.3975	LTBR	1222.4813
LTB	32.9349	LTB	11.194
LTC4S	20.7596	LTC4S	11.4785
LTF	2148.9154	LTF	11506.9963
removed	removed	LTK	12.5933
LTV1	709.6521	LTV1	426.306
LUC7L2	1776.7154	LUC7L2	2484.7761
LUC7L3	2315.7149	LUC7L3	3945.4291
LUC7L	900.9296	LUC7L	868.4701
LUM	25772.4657	LUM	5498.1343
LUZP1	760.6906	LUZP1	1677.7052
LUZP2	6.0204	LUZP2	347.0149
LUZP6	3911.8194	LUZP6	3437.0336
LXN	317.6627	LXN	297.1082
removed	removed	LY6D	39.6455
LY6E	5061.0004	LY6E	3076.959
LY6G5B	35.4139	LY6G5B	70.8955
LY6G5C	22.3108	LY6G5C	24.7201
LY6G6C	32.2266	LY6G6C	6.9963
LY6H	15.5821	removed	removed
LY6K	281.1864	LY6K	206.1567
LY75	311.228	LY75	1335.6297
LY86	132.448	LY86	44.3097
LY96	121.1155	LY96	42.444
removed	removed	LY9	20.9888
LYAR	319.4334	LYAR	194.0299
LYG1	12.3949	LYG1	19.5896
LYL1	43.9132	LYL1	39.6455
LYNX1	58.4329	LYNX1	538.2463
LYN	347.0562	LYN	436.5672
LYPD1	56.0921	LYPD1	29.1278
LYPD3	804.9579	LYPD3	616.6045
LYPD4	5.3121	removed	removed
LYPD5	21.9566	LYPD5	73.2276
LYPD6B	67.6405	LYPD6B	284.5149
LYPD6	70.8278	LYPD6	464.0858
LYPLA1	2037.0075	LYPLA1	970.1493
LYPLA2P1	66.9323	LYPLA2P1	35.9142
LYPLA2	1424.3471	LYPLA2	676.306
LYPLAL1	843.205	LYPLAL1	252.3321
LYRM1	416.1133	LYRM1	503.7313
LYRM2	714.7304	LYRM2	920.4804
LYRM4	514.564	LYRM4	269.5896
LYRM5	617.9726	LYRM5	364.2724
LYRM7	526.6047	LYRM7	565.7649
LYSMD1	455.0686	LYSMD1	253.7313
LYSMD2	115.4493	LYSMD2	98.4142
LYSMD3	670.031	LYSMD3	635.2612
LYSMD4	117.9247	LYSMD4	402.6539
LYST	996.5471	LYST	1576.4925
LYVE1	23.7273	LYVE1	196.3619
LYZ	2776.0956	LYZ	2378.7313
LZIC	336.7862	LZIC	416.9776
LZTFL1	659.4068	LZTFL1	778.4515
LZTR1	1311.9115	LZTR1	1155.1073
LZTS1	373.6166	LZTS1	1088.6194
LZTS2	1462.5941	LZTS2	1889.459
M6PR	2826.7623	M6PR	2389.375
MAB21L1	22.3108	MAB21L1	203.3582
MACC1	1245.861	MACC1	567.6306
MACF1	5246.9234	MACF1	11115.2052
MACROD1	220.6286	MACROD1	165.5784
MACROD2	181.3192	MACROD2	142.2575
MAD1L1	374.3249	MAD1L1	303.6381
MAD2L1BP	454.3603	MAD2L1BP	332.556
MAD2L1	299.2475	MAD2L1	82.0896
MAD2L2	377.8663	MAD2L2	208.0224
MADD	1063.8336	MADD	1550.8396
MAEA	1005.4006	MAEA	1012.1269
MAF1	1706.2417	MAF1	2109.6082
MAFB	1957.6804	MAFB	1430.0373
MAFF	134.927	MAFF	519.1231
MAFG	306.3302	MAFG	680.9701
MAFK	434.1036	MAFK	569.6968
MAF	787.9593	MAF	1022.3881
MAGEA1	67.6405	removed	removed
MAGEC1	6.7286	removed	removed
MAGED1	11636.6534	MAGED1	2515.3918
MAGED2	19582.4701	MAGED2	8506.0634
MAGED4B	573.6344	MAGED4B	473.6707
MAGED4	370.1461	MAGED4	117.2808
MAGEE1	207.5255	MAGEE1	215.0187
removed	removed	MAGEE2	10.2612
MAGEF1	694.4666	MAGEF1	719.2164
MAGEH1	560.2479	MAGEH1	402.9851
MAGEL2	44.6215	MAGEL2	16.3246
MAGI1	425.3209	MAGI1	1930.5037
MAGI2	104.8251	MAGI2	338.6194
MAGI3	668.9686	MAGI3	1808.3022
MAGIX	86.4099	MAGIX	22.8545
MAGOHB	638.1585	MAGOHB	147.3881
MAGOH	513.5015	MAGOH	250
MAGT1	2864.9845	MAGT1	2157.6493
MAG	66.5781	removed	removed
MAK16	302.4701	MAK16	407.0103
MAK	51.3502	MAK	7.4627
MAL2	5905.622	MAL2	2326.4925
MALAT1	5124.919	MALAT1	4950.4384
MALL	293.2271	MALL	334.8881
MALT1	509.9602	MALT1	618.9366
MAL	6.7286	MAL	18.6567
MAMDC2	140.1824	MAMDC2	860.9375
MAMDC4	43.5591	MAMDC4	152.0522
MAML1	1454.2293	MAML1	1780.9655
MAML2	203.9841	MAML2	1631.0634
MAML3	243.6476	MAML3	665.5784
MAMLD1	74.7233	MAMLD1	187.5
MAMSTR	16.2904	MAMSTR	22.3881
MAN1A1	1182.4701	MAN1A1	1726.6791
MAN1A2	617.9726	MAN1A2	1193.5634
MAN1B1	1166.1797	MAN1B1	1614.7388
MAN1C1	251.7928	MAN1C1	214.0858
MAN2A1	655.5113	MAN2A1	839.5522
MAN2A2	652.324	MAN2A2	1991.6045
MAN2B1	2886.9411	MAN2B1	1537.7799
MAN2B2	1538.3798	MAN2B2	1545.709
MAN2C1	615.8477	MAN2C1	1204.291
MANBAL	1621.9566	MANBAL	1041.0448
MANBA	976.7154	MANBA	897.3881
MANEAL	334.3072	MANEAL	226.2127
MANEA	322.6206	MANEA	584.8881
MANF	1845.7725	MANF	424.4403
MANSC1	1387.1625	MANSC1	543.8433
MAOA	174.9447	MAOA	3510.7276
MAOB	462.1514	MAOB	5856.8097
MAP1A	562.0186	MAP1A	646.4552
MAP1B	2766.5339	MAP1B	3598.4142
MAP1D	28.3311	MAP1D	69.9627
MAP1LC3A	269.4998	MAP1LC3A	289.6455
MAP1LC3B2	169.9867	MAP1LC3B2	236.4739
MAP1LC3B	1600.7083	MAP1LC3B	2165.5784
MAP1LC3C	5.3121	MAP1LC3C	90.0187
MAP1S	506.0646	MAP1S	442.6306
MAP2K1	877.1279	MAP2K1	1067.2901
MAP2K2	1226.0292	MAP2K2	1253.7313
MAP2K3	885.3475	MAP2K3	635.2612
MAP2K4	1047.189	MAP2K4	925.8396
MAP2K5	178.8402	MAP2K5	434.2351
MAP2K6	122.8862	MAP2K6	365.6716
MAP2K7	388.8446	MAP2K7	958.9552
MAP2	104.471	MAP2	632.9291
MAP3K10	159.0084	MAP3K10	151.5858
MAP3K11	1202.3019	MAP3K11	1298.5075
MAP3K12	264.8783	MAP3K12	394.6175
MAP3K13	21.1421	MAP3K13	79.9347
MAP3K14	211.0668	MAP3K14	483.209
MAP3K1	1450.9075	MAP3K1	3522.3881
MAP3K2	496.5029	MAP3K2	912.7799
MAP3K3	740.4303	MAP3K3	1252.4207
MAP3K4	747.9416	MAP3K4	1051.306
MAP3K5	248.6056	MAP3K5	997.6679
MAP3K6	388.1363	MAP3K6	937.9664
MAP3K7	535.8123	MAP3K7	843.2836
MAP3K8	116.5117	MAP3K8	235.0746
MAP3K9	120.0531	MAP3K9	141.791
MAP4K1	38.247	MAP4K1	47.5746
MAP4K2	477.0252	MAP4K2	304.5709
MAP4K3	814.5197	MAP4K3	1049.9067
MAP4K4	2830.633	MAP4K4	2178.6381
MAP4K5	1305.3564	MAP4K5	1325.5597
MAP4	5541.9212	MAP4	6874.5336
MAP6D1	117.9283	MAP6D1	69.4963
MAP6	60.2036	MAP6	141.791
MAP7D1	1546.525	MAP7D1	2069.0299
removed	removed	MAP7D2	7.9291
MAP7D3	113.6786	MAP7D3	318.097
MAP7	1188.1363	MAP7	1071.8284
MAP9	618.3267	MAP9	833.4888
MAPK10	236.5649	MAPK10	384.7948
MAPK11	136.3435	MAPK11	301.7724
MAPK12	65.8876	MAPK12	106.0681
MAPK13	1638.6012	MAPK13	616.1381
MAPK14	1322.355	MAPK14	1767.2575
MAPK15	122.178	MAPK15	40.5784
MAPK1IP1L	2161.6645	MAPK1IP1L	1419.3097
MAPK1	3497.4768	MAPK1	3436.5672
MAPK3	2087.6494	MAPK3	1417.1035
removed	removed	MAPK4	51.7724
MAPK6	1025.9407	MAPK6	968.2836
MAPK7	358.3462	MAPK7	284.8134
MAPK8IP1	127.8442	MAPK8IP1	257.4627
MAPK8IP2	28.6853	MAPK8IP2	124.5336
MAPK8IP3	691.9876	MAPK8IP3	1083.4888
MAPK8	286.8526	MAPK8	386.194
MAPK9	1703.4086	MAPK9	834.8881
MAPKAP1	1597.521	MAPKAP1	1449.6269
MAPKAPK2	6310.757	MAPKAPK2	2077.4254
MAPKAPK3	1024.5241	MAPKAPK3	709.8881
MAPKAPK5	582.5268	MAPKAPK5	498.8853
MAPKBP1	274.8119	MAPKBP1	1251.8657
MAPKSP1	1178.5746	MAPKSP1	1072.7612
MAPRE1	4277.2908	MAPRE1	1898.7873
MAPRE2	617.6184	MAPRE2	780.3172
MAPRE3	338.2027	MAPRE3	447.7612
MAPT	2241.6999	MAPT	827.4254
MARCH10	7.8973	removed	removed
MARCH1	51.3502	MARCH1	62.9664
MARCH2	645.9495	MARCH2	572.7612
MARCH3	60.5578	MARCH3	46.1754
MARCH4	13.4573	removed	removed
MARCH5	1333.6875	MARCH5	1078.3582
MARCH6	2523.2404	MARCH6	3318.5634
MARCH7	1735.2811	MARCH7	2156.25
MARCH8	120.0531	MARCH8	731.8097
MARCH9	327.5786	MARCH9	187.9664
MARCKSL1	8284.7278	MARCKSL1	3298.9739
MARCKS	3939.7964	MARCKS	2651.5858
MARCO	6.3745	MARCO	13.9925
MARK1	118.9907	MARK1	249.5336
MARK2	1470.031	MARK2	1756.5299
MARK3	1509.3404	MARK3	1028.4515
MARK4	586.4542	MARK4	700.0933
MARS2	228.0655	MARS2	189.3657
MARS	2426.4188	MARS	1079.5103
MARVELD1	754.6844	MARVELD1	995.9888
MARVELD2	704.3825	MARVELD2	406.7164
MARVELD3	430.5268	MARVELD3	484.3563
removed	removed	MAS1L	5.1306
removed	removed	MASP1	52.2388
MASP2	7.0828	MASP2	93.75
removed	removed	MAST1	8.3955
MAST2	1919.4334	MAST2	1286.847
MAST3	171.4033	MAST3	393.6567
MAST4	351.66	MAST4	1561.5672
MASTL	323.3289	MASTL	268.1903
MAT1A	27.2687	MAT1A	23.7873
MAT2A	4723.506	MAT2A	3378.2649
MAT2B	1593.6255	MAT2B	1885.2612
MATK	24.7897	MATK	31.25
MATN2	339.2652	MATN2	8202.4254
MATN3	464.9845	MATN3	86.2873
MATR3	7153.7919	MATR3	7249.7062
MAVS	3083.8424	MAVS	4066.6978
MAX	1798.672	MAX	1100.2799
MAZ	5477.1563	MAZ	2096.334
MBD1	698.7162	MBD1	1239.7388
MBD2	1506.8614	MBD2	1696.3619
MBD3	1088.6233	MBD3	1084.8881
MBD4	916.1576	MBD4	693.5634
MBD5	264.5418	MBD5	543.3769
MBD6	1793.0058	MBD6	1560.6343
MBIP	426.7375	MBIP	449.6269
removed	removed	MBL1P	7.9291
MBLAC1	29.3935	MBLAC1	17.2575
MBLAC2	179.5485	MBLAC2	349.8134
MBNL1	2879.3484	MBNL1	4222.7612
MBNL2	795.0421	MBNL2	3105.4104
MBNL3	48.1629	MBNL3	153.9179
MBOAT1	979.5485	MBOAT1	660.4478
MBOAT2	1169.0128	MBOAT2	473.4142
MBOAT7	3818.3267	MBOAT7	721.5485
MBP	199.7344	MBP	847.0149
MBTD1	485.5246	MBTD1	1029.3843
MBTPS1	2919.8761	MBTPS1	4985.0746
MBTPS2	559.9327	MBTPS2	679.1045
MB	453.6521	MB	143.1903
MC1R	73.6786	MC1R	38.7127
MCAM	2587.6937	MCAM	7740.6716
MCART1	193.0058	MCART1	217.8172
MCART2	8.8535	MCART2	8.8619
MCART6	6.7286	MCART6	11.6604
MCAT	296.4143	MCAT	271.9216
MCCC1	473.838	MCCC1	1305.9701
MCCC2	6402.8331	MCCC2	3047.1082
MCC	502.1691	MCC	1267.7239
MCEE	192.6516	MCEE	182.3694
removed	removed	MCF2L2	22.8545
MCF2L	757.8575	MCF2L	1092.3507
MCFD2	1894.6436	MCFD2	2970.1493
MCHR1	7.7911	removed	removed
MCL1	10744.9314	MCL1	7719.6828
MCM10	191.9433	MCM10	6.9963
MCM2	588.9332	MCM2	345.6157
MCM3APAS	34.8756	MCM3APAS	47.9198
MCM3AP	3031.9681	MCM3AP	2437.6213
MCM3	2308.6321	MCM3	1494.8694
MCM4	1247.9858	MCM4	813.8993
MCM5	486.9411	MCM5	684.7015
MCM6	1146.3479	MCM6	477.6119
MCM7	1300.2992	MCM7	1824.2817
MCM8	255.3342	MCM8	260.2612
MCM9	69.0571	MCM9	134.7948
MCOLN1	378.5746	MCOLN1	369.403
MCOLN2	15.228	MCOLN2	23.3209
MCOLN3	31.8725	MCOLN3	92.3507
MCPH1	232.3789	MCPH1	508.3209
MCRS1	1081.8946	MCRS1	725.2799
MCTP1	98.0965	MCTP1	128.2649
MCTP2	55.954	MCTP2	289.1791
MCTS1	1454.0947	MCTS1	724.8134
MDC1	744.4002	MDC1	1079.291
MDFIC	901.6379	MDFIC	1257.9291
MDFI	635.3254	MDFI	492.5373
MDGA1	110.4914	MDGA1	103.0784
MDH1B	24.4356	MDH1B	60.6343
MDH1	2698.8933	MDH1	2670.709
MDH2	4508.8977	MDH2	2523.3209
MDK	1751.2174	MDK	818.5634
MDM1	345.2855	MDM1	374.5336
MDM2	2147.853	MDM2	1489.7388
MDM4	1531.297	MDM4	1090.4851
MDN1	395.2191	MDN1	3067.1642
MDP1	289.6892	MDP1	155.5737
ME1	91.722	ME1	2541.0448
ME2	483.0456	ME2	441.6978
ME3	292.5188	ME3	403.4515
MEA1	1685.6131	MEA1	765.8582
MEAF6	2247.7202	MEAF6	1171.1754
MECOM	296.0602	MECOM	267.2575
MECP2	1442.4081	MECP2	2671.1754
MECR	321.5582	MECR	437.0336
MED10	512.7933	MED10	325.5597
MED11	362.6383	MED11	203.3582
MED12L	9.5618	MED12L	20.056
MED12	1559.274	MED12	2034.5149
MED13L	2868.1718	MED13L	6278.4515
MED13	1513.5901	MED13	3126.3993
MED14	1484.9048	MED14	1222.9478
MED15	1944.5772	MED15	1464.5522
MED16	852.0584	MED16	825.5597
MED17	593.537	MED17	569.4963
MED18	304.5595	MED18	343.75
MED19	294.9978	MED19	154.8507
MED1	1188.4905	MED1	1965.0187
MED20	770.2523	MED20	457.556
MED21	775.9185	MED21	520.9888
MED22	538.2913	MED22	794.7761
MED23	872.5985	MED23	1493.9366
MED24	1439.575	MED24	1172.5746
MED25	2099.8672	MED25	582.0896
MED26	225.2324	MED26	192.1642
MED27	307.0385	MED27	171.6418
MED28	620.0974	MED28	645.056
MED29	1309.606	MED29	1617.0709
MED30	110.1372	MED30	122.6679
MED31	151.6104	MED31	88.4282
MED4	890.6596	MED4	784.5149
MED6	584.3293	MED6	289.1791
MED7	371.1377	MED7	199.1604
MED8	1222.1337	MED8	516.791
