gene_id	TCGA-BH-A0DL-01A-11R-A115-07	gene_id	TCGA-BH-A0DL-11A-13R-A115-07
LRIG2	357.0105	LRIG2	289.8551
LRIG3	1541.3836	LRIG3	1294.581
LRIT3	11.118	LRIT3	19.2187
LRMP	149.1662	LRMP	224.3226
LRP10	4270.8462	LRP10	4855.3875
LRP11	4014.7962	LRP11	1055.0725
LRP12	273.3169	LRP12	308.4436
LRP1B	24.0889	LRP1B	37.8072
LRP1	3148.8573	LRP1	22585.0662
LRP2BP	15.1328	LRP2BP	78.1348
LRP2	13.8975	LRP2	1771.5816
LRP3	281.3465	LRP3	840.4064
LRP4	72.5695	LRP4	354.0958
LRP5L	69.1785	LRP5L	87.5866
LRP5	1791.538	LRP5	2410.2079
LRP6	582.7671	LRP6	2121.6131
LRP8	457.3811	LRP8	64.9023
LRPAP1	1886.3496	LRPAP1	1792.6906
LRPPRC	3502.7795	LRPPRC	3495.9042
removed	removed	LRRC10B	30.5608
removed	removed	LRRC14B	5.6711
LRRC14	838.9592	LRRC14	563.2294
LRRC15	562.3842	LRRC15	121.6131
LRRC16A	740.8894	LRRC16A	654.0643
LRRC16B	19.4565	LRRC16B	9.7669
LRRC17	11.118	LRRC17	222.4323
LRRC1	1072.2668	LRRC1	580.3403
LRRC20	421.2477	LRRC20	202.8986
LRRC23	217.4182	LRRC23	120.6679
LRRC24	11.2569	LRRC24	11.1248
LRRC25	366.2755	LRRC25	137.051
LRRC26	6.1767	LRRC26	84.436
LRRC27	100.9883	LRRC27	234.6219
LRRC28	226.3743	LRRC28	196.2823
LRRC29	59.2959	LRRC29	49.7795
LRRC2	8.9561	LRRC2	96.4083
removed	removed	LRRC31	17.9584
LRRC32	302.9648	LRRC32	2112.1613
LRRC33	153.181	LRRC33	225.5829
LRRC34	18.2211	LRRC34	78.765
removed	removed	LRRC36	5.041
LRRC37A2	126.2199	LRRC37A2	166.7171
LRRC37A3	50.9574	LRRC37A3	128.5444
LRRC37A4	260.1452	LRRC37A4	493.8595
LRRC37A	422.483	LRRC37A	579.7101
LRRC37B2	277.9494	LRRC37B2	500
LRRC37B	93.8851	LRRC37B	123.5035
LRRC39	21.1211	LRRC39	6.8652
removed	removed	LRRC3B	29.3006
LRRC3	32.1186	LRRC3	63.327
LRRC40	555.281	LRRC40	352.867
LRRC41	2115.8122	LRRC41	1722.4323
LRRC42	1094.5028	LRRC42	468.494
removed	removed	LRRC43	9.7669
LRRC45	291.2292	LRRC45	205.104
LRRC46	18.2211	LRRC46	13.8626
LRRC47	1894.6881	LRRC47	998.7398
LRRC48	7.7208	LRRC48	85.3812
LRRC49	47.8691	LRRC49	162.8859
removed	removed	LRRC4B	37.4921
LRRC4C	9.265	LRRC4C	228.1033
LRRC4	127.5479	LRRC4	49.7795
removed	removed	LRRC50	19.5337
LRRC55	145.4602	LRRC55	16.3831
LRRC56	25.3243	LRRC56	38.4373
LRRC57	556.8252	LRRC57	338.3743
LRRC58	1889.4379	LRRC58	1554.1903
LRRC59	2282.412	LRRC59	1818.3207
LRRC61	177.8876	LRRC61	146.5028
removed	removed	LRRC66	13.2325
LRRC69	15.1328	removed	removed
LRRC6	11.4268	LRRC6	61.7517
LRRC70	11.7356	LRRC70	109.1651
LRRC8A	1664.2989	LRRC8A	1506.9313
LRRC8B	2263.4342	LRRC8B	799.3069
LRRC8C	408.2767	LRRC8C	1000.3151
LRRC8D	855.7752	LRRC8D	772.2117
LRRC8E	393.1439	LRRC8E	225.5829
LRRCC1	3400.2471	LRRCC1	425.6459
LRRFIP1	3561.7665	LRRFIP1	3015.4379
LRRFIP2	1272.3904	LRRFIP2	1007.5614
removed	removed	LRRIQ1	40.0126
LRRIQ3	18.8388	LRRIQ3	7.8765
LRRK1	467.5726	LRRK1	641.4619
LRRK2	181.2847	LRRK2	495.2741
LRRN1	69.1785	LRRN1	756.7738
LRRN2	21.6183	LRRN2	270.6364
LRRN3	18.8388	LRRN3	171.0775
removed	removed	LRRN4CL	470.0693
removed	removed	LRRN4	7.5614
removed	removed	LRRTM2	161.3106
LRSAM1	582.7671	LRSAM1	431.9471
LRTOMT	99.0395	LRTOMT	228.2073
LRWD1	297.4058	LRWD1	170.7624
LSAMP	5.559	LSAMP	51.0397
LSG1	1240.8894	LSG1	893.5098
LSM10	481.1612	LSM10	312.2243
LSM11	184.3731	LSM11	255.5135
LSM12	1306.9796	LSM12	794.2659
LSM14A	2480.5435	LSM14A	3005.356
LSM14B	1455.8369	LSM14B	861.3737
LSM1	410.7474	LSM1	360.4285
LSM2	630.6362	LSM2	589.477
LSM3	514.2063	LSM3	536.2319
LSM4	1598.8264	LSM4	753.3081
LSM5	646.0778	LSM5	457.1519
LSM6	322.1124	LSM6	233.4594
LSM7	265.2872	LSM7	231.569
LSMD1	232.551	LSMD1	270.0063
LSP1	1326.1272	LSP1	1557.3409
LSR	1719.2712	LSR	977.9458
LSS	360.0988	LSS	915.879
LST1	307.9061	LST1	121.298
LTA4H	1995.0587	LTA4H	1950.5356
LTA	35.5158	LTA	16.6982
LTB4R2	199.3267	LTB4R2	91.569
LTB4R	707.4892	LTB4R	252.9679
removed	removed	LTBP1	1318.8406
LTBP2	2315.0093	LTBP2	10705.7341
LTBP3	775.1204	LTBP3	3688.6673
LTBP4	326.7449	LTBP4	3057.971
LTBR	4974.3669	LTBR	1603.9698
LTB	413.218	LTB	224.0076
LTC4S	5.386	LTC4S	53.494
LTF	4949.0426	LTF	51104.5999
LTK	6.1767	LTK	9.1367
LTV1	593.5763	LTV1	590.4222
LUC7L2	2350.8338	LUC7L2	2513.5507
LUC7L3	1924.336	LUC7L3	3491.8084
LUC7L	667.6961	LUC7L	863.8941
LUM	3538.6041	LUM	15674.8582
LUZP1	1309.4503	LUZP1	1756.7738
removed	removed	LUZP2	78.765
LUZP6	5520.0741	LUZP6	4021.7391
LXN	208.7708	LXN	430.3718
LY6D	17648.8573	LY6D	102.7095
LY6E	21788.4497	LY6E	4804.3478
LY6G5B	36.4484	LY6G5B	62.3819
LY6G5C	11.7356	LY6G5C	24.2596
LY6G6C	52.5015	LY6G6C	15.4379
LY6K	726.0655	LY6K	97.0384
LY75	1430.2656	LY75	1962.7536
LY86	214.6387	LY86	126.0239
LY96	144.8425	LY96	140.8318
LY9	54.3545	LY9	59.8614
LYAR	465.4107	LYAR	248.8973
LYG1	57.4429	LYG1	15.4379
LYL1	79.0611	LYL1	102.7095
LYNX1	410.1297	LYNX1	599.2439
LYN	2227.3008	LYN	1088.2168
LYPD1	91.958	LYPD1	7.615
LYPD3	7100.6794	LYPD3	350.9767
LYPD5	763.1254	LYPD5	94.2029
LYPD6B	151.328	LYPD6B	191.8715
LYPD6	8.9561	LYPD6	340.2647
LYPLA1	2505.2502	LYPLA1	965.9735
LYPLA2P1	129.7097	LYPLA2P1	46.3138
LYPLA2	1827.3626	LYPLA2	720.5419
LYPLAL1	398.3941	LYPLAL1	300.252
LYRM1	257.2576	LYRM1	605.5451
LYRM2	581.0191	LYRM2	855.8885
LYRM4	208.1532	LYRM4	342.4701
LYRM5	273.9345	LYRM5	339.6345
LYRM7	367.5108	LYRM7	554.5054
LYSMD1	441.9395	LYSMD1	199.748
LYSMD2	302.0383	LYSMD2	240.0756
LYSMD3	382.6436	LYSMD3	680.2142
LYSMD4	427.5788	LYSMD4	229.7952
LYST	884.8054	LYST	1618.4625
LYVE1	29.6479	LYVE1	1277.8828
LYZ	13038.9129	LYZ	1738.5003
LZIC	932.9833	LZIC	374.6062
LZTFL1	375.2316	LZTFL1	665.0914
LZTR1	638.6658	LZTR1	995.3308
LZTS1	142.9895	LZTS1	766.2256
LZTS2	3054.6634	LZTS2	1780.7183
M6PR	3936.7418	M6PR	3154.0706
removed	removed	MAB21L1	222.1172
MACC1	723.9036	MACC1	595.1481
MACF1	7017.2946	MACF1	10297.1014
MACROD1	147.0043	MACROD1	149.3384
MACROD2	19.7653	MACROD2	121.9282
MAD1L1	464.7931	MAD1L1	343.4152
MAD2L1BP	346.5102	MAD2L1BP	305.6081
MAD2L1	661.5195	MAD2L1	93.5728
MAD2L2	816.5534	MAD2L2	278.828
MADD	776.0964	MADD	1366.4146
MAEA	1421.2477	MAEA	986.7675
MAF1	2512.6621	MAF1	1824.8267
MAFB	2879.8641	MAFB	1855.3875
MAFF	352.6868	MAFF	414.3037
MAFG	688.6967	MAFG	699.4329
MAFK	628.4435	MAFK	634.1777
MAF	1650.0926	MAF	1690.6112
MAGEA4	353.3045	removed	removed
MAGEA5	12.971	removed	removed
MAGED1	949.9691	MAGED1	2750.1575
MAGED2	840.3335	MAGED2	5189.0359
MAGED4B	43.3817	MAGED4B	321.109
MAGED4	18.076	MAGED4	89.729
MAGEE1	37.0599	MAGEE1	192.1865
removed	removed	MAGEE2	6.6163
MAGEF1	710.0062	MAGEF1	759.9244
MAGEH1	193.9469	MAGEH1	525.2048
removed	removed	MAGEL2	8.8217
MAGI1	422.1742	MAGI1	1963.138
MAGI2	63.6195	MAGI2	252.0479
MAGI3	888.8203	MAGI3	845.3056
MAGIX	21.0006	MAGIX	25.5198
MAGOHB	219.2712	MAGOHB	190.9263
MAGOH	724.5213	MAGOH	312.8544
MAGT1	2726.0655	MAGT1	2442.9742
removed	removed	MAG	9.1367
MAK16	520.7258	MAK16	501.2382
removed	removed	MAK	15.753
MAL2	12982.3965	MAL2	2080.3403
MALAT1	2093.6751	MALAT1	3319.4297
MALL	2971.2786	MALL	683.0498
MALT1	759.4194	MALT1	688.7209
MAL	27.4861	MAL	25.8349
MAMDC2	326.2415	MAMDC2	741.9061
MAMDC4	53.1192	MAMDC4	44.7385
MAML1	1909.0673	MAML1	1550.7908
MAML2	152.5633	MAML2	1394.77
MAML3	437.9246	MAML3	542.8481
MAMLD1	396.8499	MAMLD1	198.4877
MAMSTR	26.8684	MAMSTR	14.8078
MAN1A1	345.5837	MAN1A1	2307.1834
MAN1A2	1011.118	MAN1A2	1318.2105
MAN1B1	1964.7931	MAN1B1	1499.0548
MAN1C1	90.1791	MAN1C1	494.644
MAN2A1	508.9561	MAN2A1	968.8091
MAN2A2	1396.8499	MAN2A2	1763.075
MAN2B1	2676.6523	MAN2B1	1781.6635
MAN2B2	1025.3243	MAN2B2	1628.5444
MAN2C1	863.8048	MAN2C1	1047.574
MANBAL	1167.3873	MANBAL	1052.615
MANBA	814.3916	MANBA	970.6994
MANEAL	620.1359	MANEAL	192.8166
MANEA	260.6547	MANEA	518.2735
MANF	1278.2582	MANF	736.2949
MANSC1	1295.244	MANSC1	942.9742
MAOA	853.3045	MAOA	2331.443
MAOB	159.9753	MAOB	5382.7977
MAP1A	119.2094	MAP1A	1104.2848
MAP1B	193.3292	MAP1B	3695.9672
MAP1D	79.0611	MAP1D	82.2306
MAP1LC3A	132.1804	MAP1LC3A	274.7322
MAP1LC3B2	200.4324	MAP1LC3B2	229.9937
MAP1LC3B	1665.8431	MAP1LC3B	2106.4902
removed	removed	MAP1LC3C	49.1493
MAP1S	239.6541	MAP1S	534.3415
MAP2K1	1650.4015	MAP2K1	1225.3812
MAP2K2	1082.1495	MAP2K2	1283.5539
MAP2K3	807.2884	MAP2K3	820.1008
MAP2K4	507.7208	MAP2K4	907.3724
MAP2K5	374.614	MAP2K5	399.811
MAP2K6	96.6646	MAP2K6	160.3655
MAP2K7	679.7406	MAP2K7	775.6774
MAP2	168.0049	MAP2	687.7757
MAP3K10	167.0784	MAP3K10	157.845
MAP3K11	1696.7264	MAP3K11	1480.4663
MAP3K12	85.4385	MAP3K12	320.7561
MAP3K13	62.1248	MAP3K13	86.9691
MAP3K14	519.7653	MAP3K14	632.3251
removed	removed	MAP3K15	5.6364
MAP3K1	1772.6992	MAP3K1	2265.9105
MAP3K2	1140.5188	MAP3K2	808.7587
MAP3K3	517.6127	MAP3K3	1426.3233
MAP3K4	916.3064	MAP3K4	1003.7807
MAP3K5	1341.26	MAP3K5	850.0315
MAP3K6	1186.2261	MAP3K6	1087.5866
MAP3K7	630.0185	MAP3K7	891.9345
MAP3K8	496.6028	MAP3K8	467.8639
MAP3K9	356.084	MAP3K9	115.942
MAP4K1	190.2409	MAP4K1	149.6534
MAP4K2	497.2205	MAP4K2	256.4587
MAP4K3	761.5812	MAP4K3	935.4127
MAP4K4	2506.1767	MAP4K4	3167.2968
MAP4K5	1567.3255	MAP4K5	1423.1254
MAP4	3568.5608	MAP4	8076.8746
MAP6D1	115.8122	MAP6D1	37.4921
MAP6	19.1476	MAP6	154.3793
MAP7D1	2340.3335	MAP7D1	2326.087
MAP7D2	154.7251	MAP7D2	24.2596
MAP7D3	143.2983	MAP7D3	520.794
MAP7	1412.6004	MAP7	825.1418
MAP9	103.1501	MAP9	469.4392
MAPK10	104.3854	MAPK10	241.0208
MAPK11	185.6084	MAPK11	367.0447
MAPK12	56.5781	MAPK12	139.1588
MAPK13	1254.4781	MAPK13	557.656
MAPK14	1218.0358	MAPK14	1717.7064
MAPK15	116.1211	MAPK15	19.5337
MAPK1IP1L	2165.5343	MAPK1IP1L	1827.9773
MAPK1	2002.4707	MAPK1	3619.7227
MAPK3	1216.7109	MAPK3	1386.8935
MAPK4	45.0896	MAPK4	103.0246
MAPK6	4867.8196	MAPK6	937.9332
MAPK7	282.273	MAPK7	320.8853
MAPK8IP1	63.0019	MAPK8IP1	252.3629
MAPK8IP2	79.6788	MAPK8IP2	90.1071
MAPK8IP3	769.9197	MAPK8IP3	917.7694
MAPK8	250.1544	MAPK8	299.3069
MAPK9	756.9487	MAPK9	930.0567
MAPKAP1	1623.2242	MAPKAP1	1649.9685
MAPKAPK2	6405.8061	MAPKAPK2	2530.8759
MAPKAPK3	777.6405	MAPKAPK3	670.4474
MAPKAPK5	708.3941	MAPKAPK5	440.2583
MAPKBP1	874.3051	MAPKBP1	976.0555
MAPKSP1	820.2594	MAPKSP1	959.0422
MAPRE1	3889.4379	MAPRE1	2588.5318
MAPRE2	421.2477	MAPRE2	1040.0126
MAPRE3	349.5985	MAPRE3	409.2628
MAPT	67.0167	MAPT	1105.5451
MARCH1	160.9018	MARCH1	84.436
MARCH2	644.5337	MARCH2	585.3812
MARCH3	179.7406	MARCH3	168.557
MARCH5	903.0266	MARCH5	1134.2155
MARCH6	1834.4657	MARCH6	2609.0107
MARCH7	2631.2539	MARCH7	1932.2621
MARCH8	124.1507	MARCH8	553.8752
MARCH9	342.1865	MARCH9	211.4052
MARCKSL1	7634.9599	MARCKSL1	3196.2823
MARCKS	4440.3953	MARCKS	4564.2722
MARCO	976.5287	MARCO	284.8141
MARK1	700.7412	MARK1	394.4549
MARK2	2073.5022	MARK2	1382.7977
MARK3	1785.6702	MARK3	1149.0233
MARK4	648.5485	MARK4	610.271
MARS2	204.1384	MARS2	188.0907
MARS	2567.9216	MARS	1376.5627
MARVELD1	243.6844	MARVELD1	1216.0334
MARVELD2	499.6912	MARVELD2	321.046
MARVELD3	352.2174	MARVELD3	223.4688
MASP1	5.559	MASP1	130.7498
MASP2	12.0445	MASP2	75.9294
MAST1	6.7943	MAST1	6.9313
MAST2	1549.7221	MAST2	1025.8349
MAST3	249.2279	MAST3	408.9477
MAST4	886.0408	MAST4	1342.7851
MASTL	562.693	MASTL	231.8841
removed	removed	MAT1A	14.4928
MAT2A	5118.2829	MAT2A	4488.3428
MAT2B	1992.2792	MAT2B	1938.2483
MATK	82.4583	MATK	63.9572
MATN2	127.8567	MATN2	3858.5381
MATN3	6.7943	MATN3	111.5312
removed	removed	MATN4	17.3283
MATR3	6428.2026	MATR3	7795.5009
MAVS	3104.0766	MAVS	3512.6024
MAX	2004.3237	MAX	1330.8129
MAZ	4792.7671	MAZ	2163.598
MBD1	1171.4021	MBD1	1130.1197
MBD2	2360.0988	MBD2	1563.012
MBD3	711.8592	MBD3	1141.7769
MBD4	1078.1347	MBD4	748.2672
MBD5	251.6986	MBD5	443.2892
MBD6	1117.0476	MBD6	1147.448
MBIP	351.4515	MBIP	380.5923
removed	removed	MBL1P	9.1367
MBLAC1	47.5602	MBLAC1	17.0132
MBLAC2	157.5046	MBLAC2	344.9905
MBNL1	2593.6504	MBNL1	5196.7297
MBNL2	1964.1754	MBNL2	3385.9483
MBNL3	83.3848	MBNL3	142.092
MBOAT1	512.971	MBOAT1	672.0227
MBOAT2	1992.588	MBOAT2	351.2917
removed	removed	MBOAT4	5.041
MBOAT7	857.3193	MBOAT7	834.9086
MBP	664.2989	MBP	1213.2955
MBTD1	647.9308	MBTD1	803.0876
MBTPS1	3154.7251	MBTPS1	3959.0422
MBTPS2	277.3317	MBTPS2	591.4493
MB	207.8443	MB	138.9414
MC1R	27.7949	MC1R	75.2993
MCAM	932.0568	MCAM	6725.8979
MCART1	191.7851	MCART1	255.1985
MCART2	8.3385	MCART2	12.6024
MCART6	14.2063	MCART6	20.794
MCAT	521.3095	MCAT	233.4594
MCCC1	628.1655	MCCC1	777.2527
MCCC2	1813.4651	MCCC2	2426.276
MCC	1574.1198	MCC	1537.4921
MCEE	209.0797	MCEE	157.5299
MCF2L2	14.2773	MCF2L2	18.2735
MCF2L	215.874	MCF2L	1186.6383
MCFD2	2177.7733	MCFD2	3115.2741
MCHR1	13.2798	MCHR1	10.0819
MCL1	11886.6584	MCL1	8281.6635
MCM10	354.8487	MCM10	36.862
MCM2	2413.8357	MCM2	444.5495
MCM3APAS	42.4274	MCM3APAS	33.2735
MCM3AP	1867.7023	MCM3AP	2574.7921
MCM3	1893.4527	MCM3	1891.9345
MCM4	4023.7801	MCM4	715.5009
MCM5	2210.9327	MCM5	751.7328
MCM6	2123.2242	MCM6	823.5665
MCM7	5611.9951	MCM7	1719.959
MCM8	610.8709	MCM8	201.9534
MCM9	39.2217	MCM9	106.1752
MCOLN1	407.659	MCOLN1	377.1267
MCOLN2	152.5633	MCOLN2	75.9294
MCOLN3	6.4855	MCOLN3	134.5306
MCPH1	302.6096	MCPH1	520.0504
MCRS1	626.0037	MCRS1	788.2798
MCTP1	133.4157	MCTP1	519.5337
MCTP2	194.8734	MCTP2	273.1569
MCTS1	1138.0482	MCTS1	908.0025
MDC1	1130.945	MDC1	1056.7108
MDFIC	809.7591	MDFIC	1626.0239
MDFI	636.1952	MDFI	504.7259
MDGA1	66.0902	MDGA1	162.5709
MDH1B	21.3095	MDH1B	33.3963
MDH1	2855.4663	MDH1	2657.845
MDH2	4063.6195	MDH2	2359.1682
MDK	1687.4614	MDK	1927.2212
MDM1	215.874	MDM1	372.0857
MDM2	2055.5899	MDM2	2063.012
MDM4	855.1575	MDM4	1337.1141
MDN1	1002.7795	MDN1	2324.8267
MDP1	144.6757	MDP1	173.3648
ME1	338.4805	ME1	319.1556
ME2	1179.7406	ME2	669.5022
ME3	51.8839	ME3	441.0838
MEA1	855.698	MEA1	817.8954
MEAF6	1870.908	MEAF6	1204.7889
MECOM	312.8474	MECOM	803.0876
MECP2	1182.2112	MECP2	2309.3888
MECR	431.1303	MECR	393.1947
MED10	361.643	MED10	333.0183
MED11	186.8437	MED11	212.9805
MED12L	7.1032	MED12L	17.0132
MED12	927.1155	MED12	1796.4713
MED13L	1619.8271	MED13L	4359.7984
MED13	1667.3873	MED13	2529.3006
MED14	805.7227	MED14	1231.5564
MED15	1142.063	MED15	1498.4247
MED16	545.7072	MED16	890.3592
MED17	589.2526	MED17	617.5173
MED18	417.8505	MED18	299.3069
MED19	1718.3447	MED19	185.8853
MED1	1280.42	MED1	1793.3207
MED20	457.9988	MED20	463.4531
MED21	440.7041	MED21	533.0813
MED22	837.8629	MED22	780.7183
MED23	603.7678	MED23	1215.5009
MED24	1130.945	MED24	1311.2791
MED25	571.8468	MED25	523.6263
MED26	277.3317	MED26	231.2539
MED27	305.4355	MED27	189.666
MED28	768.0667	MED28	617.5173
MED29	940.3953	MED29	1343.7303
MED30	228.5361	MED30	135.4757
MED31	110.2378	MED31	119.6282
MED4	777.6405	MED4	869.5652
MED6	717.727	MED6	308.7587
MED7	187.7702	MED7	214.2407
MED8	1524.3978	MED8	511.6572
MED9	397.4676	MED9	426.276
MEF2A	1811.1489	MEF2A	1930.5703
MEF2B	27.659	MEF2B	39.3604
MEF2C	314.0828	MEF2C	1704.1588
MEF2D	1148.5485	MEF2D	1637.9962
MEFV	32.4274	MEFV	11.9723
MEG3	21.9271	MEG3	372.7158
MEGF10	9.265	MEGF10	165.4064
MEGF6	222.9771	MEGF6	867.0447
MEGF8	963.8666	MEGF8	1815.3749
MEGF9	890.6733	MEGF9	1939.1934
MEI1	124.1507	MEI1	65.5325
MEIS1	207.8443	MEIS1	443.6043
MEIS2	361.3342	MEIS2	551.6698
MEIS3P1	86.4731	MEIS3P1	706.0491
MEIS3	42.6189	MEIS3	194.707
MELK	468.4991	MELK	33.7114
MEMO1	545.8061	MEMO1	275.3623
MEN1	798.3323	MEN1	685.8853
MEOX1	27.7949	MEOX1	635.4757
MEOX2	22.8536	MEOX2	799.937
MEPCE	1632.1804	MEPCE	1180.2142
MEPE	5.559	removed	removed
MERTK	399.3206	MERTK	514.1777
MESDC1	522.8536	MESDC1	447.385
MESDC2	2252.3162	MESDC2	1286.3894
MESP1	38.6041	MESP1	75.2993
MESP2	23.7801	MESP2	12.2873
removed	removed	MESTIT1	20.1638
MEST	487.6467	MEST	1890.0441
METAP1	1521.3095	METAP1	1233.1443
METAP2	1670.1668	METAP2	1596.7234
METRNL	357.6282	METRNL	423.4405
METRN	40.1482	METRN	90.7372
METT10D	561.4577	METT10D	983.3018
METT11D1	757.8752	METT11D1	467.2338
METT5D1	218.0358	METT5D1	390.6742
METTL10	180.7721	METTL10	256.0491
METTL11A	458.8944	METTL11A	241.6131
METTL12	68.0667	METTL12	76.0775
METTL13	1332.9216	METTL13	942.6591
METTL14	407.0414	METTL14	529.3006
METTL1	398.0852	METTL1	281.6635
METTL2A	333.8481	METTL2A	326.7171
METTL2B	385.7319	METTL2B	277.2527
METTL3	1014.2125	METTL3	783.9981
METTL4	573.5022	METTL4	272.5268
METTL5	515.7381	METTL5	398.9193
METTL6	207.2267	METTL6	254.5684
METTL7A	1052.5015	METTL7A	4126.6541
METTL7B	16.0593	METTL7B	16.0681
METTL8	582.1495	METTL8	440.7687
METTL9	2386.0408	METTL9	1964.3982
MET	2229.1538	MET	2034.9716
MEX3A	632.1804	MEX3A	376.4965
MEX3B	263.7431	MEX3B	165.0914
MEX3C	1287.2143	MEX3C	1371.1405
MEX3D	379.2464	MEX3D	321.046
MFAP1	1059.9135	MFAP1	904.5369
MFAP2	176.0346	MFAP2	212.6654
MFAP3L	480.2347	MFAP3L	385.3182
MFAP3	859.4812	MFAP3	1397.9206
MFAP4	157.5046	MFAP4	4297.1014
MFAP5	115.8122	MFAP5	2659.7353
MFF	1026.2508	MFF	1036.2319
MFGE8	879.5553	MFGE8	5289.54
MFHAS1	316.2446	MFHAS1	300.252
MFI2	88.3261	MFI2	556.7108
MFN1	3859.1723	MFN1	986.7675
MFN2	7340.3335	MFN2	2797.7316
MFNG	226.992	MFNG	490.8633
MFRP	133.4157	MFRP	421.5501
MFSD10	2204.4472	MFSD10	715.5009
MFSD11	664.3175	MFSD11	439.1399
MFSD1	3071.958	MFSD1	1875.2363
MFSD2A	159.0488	MFSD2A	43.7933
MFSD2B	32.4274	removed	removed
MFSD3	345.2749	MFSD3	140.8318
MFSD4	852.378	MFSD4	177.0636
MFSD5	758.8017	MFSD5	666.9817
removed	removed	MFSD6L	22.3693
MFSD6	3153.181	MFSD6	1639.5715
MFSD7	76.5905	MFSD7	147.8607
MFSD8	460.1606	MFSD8	393.1947
MFSD9	195.7999	MFSD9	159.7353
MGAM	13.8975	MGAM	22.3693
MGAT1	4401.1736	MGAT1	3475.4253
MGAT2	773.6257	MGAT2	719.2817
MGAT3	54.6634	MGAT3	520.4789
MGAT4A	1433.601	MGAT4A	1345.9357
MGAT4B	1929.895	MGAT4B	1226.4713
removed	removed	MGAT5B	8.1916
MGAT5	229.4626	MGAT5	383.4279
MGA	1130.945	MGA	1632.0101
MGC12916	17.9123	MGC12916	10.397
MGC12982	169.5491	MGC12982	38.4373
removed	removed	MGC14436	5.041
MGC16121	5.2502	MGC16121	10.712
MGC16142	11.118	MGC16142	20.1638
MGC16275	17.2946	MGC16275	38.4373
removed	removed	MGC16384	20.4789
MGC16703	7.761	removed	removed
MGC21881	66.0902	MGC21881	197.5425
MGC23270	40.7659	MGC23270	35.9168
MGC23284	12.0445	MGC23284	28.6704
MGC2752	352.378	MGC2752	579.08
MGC2889	5.8678	removed	removed
MGC29506	610.2532	MGC29506	242.281
MGC3771	10.9389	MGC3771	8.6673
MGC42105	7.412	MGC42105	9.4518
removed	removed	MGC45800	37.8072
MGC57346	141.3897	MGC57346	186.3296
MGC70857	526.8684	MGC70857	269.3762
MGC72080	227.5046	MGC72080	42.1393
MGC87042	25.9419	MGC87042	29.9307
MGEA5	3468.4991	MGEA5	4836.1689
MGLL	1006.7943	MGLL	5488.0277
MGMT	302.3471	MGMT	366.4146
MGP	1673.8728	MGP	68357.2779
MGRN1	881.0994	MGRN1	1126.9691
MGST1	2630.6362	MGST1	3976.6856
MGST2	700.7412	MGST2	692.8166
MGST3	1524.3978	MGST3	1653.7492
removed	removed	MIA2	5.041
MIA3	2201.3589	MIA3	2349.4014
MIAT	464.8301	MIAT	281.9093
MIA	5.0741	MIA	331.0208
MIB1	750.7721	MIB1	2132.3251
MIB2	321.8036	MIB2	344.0454
MICAL1	507.1032	MICAL1	602.3945
MICAL2	754.4781	MICAL2	880.9074
MICAL3	793.0821	MICAL3	1699.4329
MICALCL	58.987	MICALCL	49.4644
MICALL1	3796.4793	MICALL1	1014.4928
MICALL2	518.8388	MICALL2	340.8948
MICA	166.7696	MICA	343.1002
MICB	133.4157	MICB	62.6969
MID1IP1	350.2162	MID1IP1	400.7561
MID1	747.6838	MID1	768.1159
MID2	367.8196	MID2	898.5507
MIDN	1198.2705	MIDN	1058.9162
MIER1	1214.021	MIER1	1409.8929
MIER2	441.6306	MIER2	354.7574
MIER3	643.916	MIER3	788.5948
MIF4GD	366.958	MIF4GD	373.3932
MIF	2952.0445	MIF	1543.1065
MIIP	581.8406	MIIP	246.6919
MINA	1474.861	MINA	932.5677
MINK1	2875.6022	MINK1	2246.632
MINPP1	319.3329	MINPP1	406.4272
MIOS	755.4046	MIOS	587.2716
MIPEP	230.3891	MIPEP	435.7278
MIPOL1	63.9284	MIPOL1	117.5173
MIR155HG	56.8252	MIR155HG	27.4102
MIR17HG	55.5899	MIR17HG	77.8198
MIS12	394.6881	MIS12	497.4795
MITD1	338.1717	MITD1	212.6654
MITF	182.8289	MITF	745.1166
MKI67IP	1089.8548	MKI67IP	692.4827
MKI67	4020.6918	MKI67	404.8519
MKKS	1192.0939	MKKS	821.3611
MKL1	1378.32	MKL1	1184.9401
MKL2	1121.9889	MKL2	3686.8305
MKLN1	1313.1563	MKLN1	2439.8236
MKNK1	811.6523	MKNK1	616.2791
MKNK2	3339.407	MKNK2	2994.644
MKRN1	3542.3101	MKRN1	2701.9534
MKRN2	474.0581	MKRN2	728.7335
MKRN3	276.4052	removed	removed
MKS1	278.567	MKS1	277.5677
removed	removed	MKX	34.3415
MLEC	3377.0846	MLEC	6403.2766
MLF1IP	1595.6022	MLF1IP	148.8532
MLF1	852.6868	MLF1	212.3503
MLF2	4438.5423	MLF2	2131.0649
MLH1	520.6918	MLH1	682.7347
MLH3	589.5615	MLH3	646.5028
MLKL	478.6905	MLKL	289.54
MLL2	2059.2372	MLL2	3461.903
MLL3	1790.3027	MLL3	3684.9401
MLL4	1061.4577	MLL4	1227.7883
MLL5	1802.7671	MLL5	2862.1046
MLLT10	472.2051	MLLT10	774.4171
MLLT11	228.5361	MLLT11	65.2174
MLLT1	1764.3607	MLLT1	1468.494
MLLT3	217.4182	MLLT3	393.5098
