gene_id	TCGA-BH-A1FG-01A-11R-A13Q-07	gene_id	TCGA-BH-A1FG-11B-12R-A13Q-07
CTU1	20.3933	CTU1	25.5551
CTU2	104.9563	CTU2	43.7453
CTXN1	337.2178	CTXN1	39.38
CUBN	10.925	CUBN	39.38
CUEDC1	562.2724	CUEDC1	64.9351
CUEDC2	625.2731	CUEDC2	211.9816
CUL1	1438.0918	CUL1	1486.3092
CUL2	935.9068	CUL2	893.1713
CUL3	2700.6555	CUL3	2575.199
CUL4A	3219.9563	CUL4A	1638.8773
CUL4B	1780.772	CUL4B	3213.6573
CUL5	1414.7851	CUL5	1790.1131
CUL7	1237.6875	CUL7	256.3888
CUL9	390.7502	CUL9	131.1269
CUTA	4631.4639	CUTA	1924.1726
CUTC	253.8784	CUTC	565.5635
CUX1	1333.9403	CUX1	500.2095
removed	removed	CUX2	18.8521
removed	removed	CUZD1	31.4202
CWC15	1087.0357	CWC15	880.6033
CWC22	459.5776	CWC22	847.0884
CWC25	441.3693	CWC25	354.8387
CWC27	213.0371	CWC27	410.9761
CWF19L1	524.7633	CWF19L1	471.7218
CWF19L2	461.7626	CWF19L2	689.5685
CX3CL1	325.5645	CX3CL1	4534.5622
CX3CR1	159.1406	CX3CR1	1156.682
CXADRP3	22.5783	CXADRP3	13.4059
CXADR	152.5856	CXADR	219.5224
CXCL10	739.2571	CXCL10	74.1517
CXCL11	213.4013	CXCL11	42.3125
CXCL12	1337.5819	CXCL12	11999.1621
CXCL13	5.0983	CXCL13	16.7574
CXCL14	886.7444	CXCL14	14790.951
CXCL16	755.6446	CXCL16	1899.4554
CXCL17	20.7575	CXCL17	307.9179
removed	removed	CXCL1	91.328
CXCL2	9.1042	CXCL2	3009.2166
removed	removed	CXCL3	74.5706
removed	removed	CXCL5	26.8119
removed	removed	CXCL6	13.4059
CXCL9	220.6846	CXCL9	100.1257
CXCR1	5.4625	removed	removed
CXCR2P1	23.3066	removed	removed
removed	removed	CXCR2	12.5681
CXCR3	22.2141	CXCR3	18.8521
CXCR4	386.016	CXCR4	972.3502
CXCR6	20.7575	CXCR6	33.9338
CXCR7	323.0153	CXCR7	1516.129
CXXC1	512.7458	CXXC1	235.8609
CXXC5	1742.5346	CXXC5	137.411
CXorf21	36.7808	CXorf21	41.8936
CXorf23	235.9796	CXorf23	253.0373
CXorf26	463.2192	CXorf26	444.491
CXorf36	236.3438	CXorf36	1107.6665
CXorf38	174.7997	CXorf38	92.1659
CXorf40A	1407.1377	CXorf40A	313.3641
CXorf40B	1290.6045	CXorf40B	192.2916
CXorf42	14.9308	CXorf42	36.8664
CXorf50B	6.9192	CXorf50B	8.7977
CXorf56	336.4894	CXorf56	139.9246
CXorf57	6.555	CXorf57	82.9493
CYB561D1	201.3838	CYB561D1	296.1877
CYB561D2	1605.8485	CYB561D2	204.4407
CYB561	7844.8653	CYB561	1550.0628
CYB5A	6667.8806	CYB5A	2419.7738
CYB5B	923.161	CYB5B	2332.6351
CYB5D1	647.4873	CYB5D1	935.0649
CYB5D2	683.9039	CYB5D2	496.0201
CYB5R1	3534.5958	CYB5R1	1333.473
CYB5R2	84.8507	CYB5R2	249.6858
CYB5R3	3006.1908	CYB5R3	3608.7139
CYB5R4	324.472	CYB5R4	562.212
CYB5RL	54.2607	CYB5RL	15.9196
CYBASC3	1096.1398	CYBASC3	609.5517
CYBA	317.5528	CYBA	100.9636
CYBB	563.3649	CYBB	747.3817
CYBRD1	3840.8594	CYBRD1	18329.7026
CYC1	4866.7152	CYC1	680.3519
CYCS	3439.5484	CYCS	3757.855
CYFIP1	3936.9993	CYFIP1	3073.7327
CYFIP2	120.539	CYFIP2	255.132
CYGB	95.0473	CYGB	388.3536
CYHR1	2323.3795	CYHR1	251.7805
CYLD	819.3736	CYLD	1278.5924
removed	removed	CYP11A1	18.4332
CYP19A1	11.2891	CYP19A1	24.7172
CYP1B1	476.3292	CYP1B1	1390.8672
CYP20A1	772.7604	CYP20A1	843.318
CYP21A2	39.1479	CYP21A2	22.1156
CYP26A1	7.2833	removed	removed
CYP26B1	27.3125	CYP26B1	219.5224
CYP27A1	389.2935	CYP27A1	412.2329
CYP27B1	30.9541	CYP27B1	18.8521
removed	removed	CYP27C1	8.3787
removed	removed	CYP2A6	41.8936
removed	removed	CYP2A7	59.9078
CYP2B6	25.8558	removed	removed
CYP2B7P1	2774.217	CYP2B7P1	199.8324
removed	removed	CYP2C8	12.5681
CYP2E1	13.8383	CYP2E1	31.1395
CYP2J2	278.2229	CYP2J2	213.6573
CYP2R1	462.1267	CYP2R1	506.9124
CYP2S1	75.0182	CYP2S1	40.6368
CYP2U1	97.9607	CYP2U1	716.3804
CYP39A1	6.9192	CYP39A1	270.2137
CYP3A5	5.0983	CYP3A5	22.2036
removed	removed	CYP46A1	10.8923
removed	removed	CYP4A11	23.8793
CYP4B1	470.1384	CYP4B1	386.2589
CYP4F11	269.1187	CYP4F11	43.5693
removed	removed	CYP4F12	23.0415
CYP4F22	86.3074	CYP4F22	27.6498
removed	removed	CYP4F8	8.3787
CYP4V2	1254.9162	CYP4V2	1186.0075
CYP4X1	10.1966	CYP4X1	4071.638
removed	removed	CYP4Z1	5003.7704
CYP4Z2P	100.1457	CYP4Z2P	536.6569
CYP51A1	2773.4887	CYP51A1	1883.9548
CYP7B1	262.5637	CYP7B1	231.2526
CYP8B1	6.9192	removed	removed
CYR61	1720.6846	CYR61	25405.53
CYS1	35.3241	CYS1	193.9673
CYSLTR1	45.5208	CYSLTR1	72.8948
CYTH1	615.0765	CYTH1	351.9062
CYTH2	968.6817	CYTH2	422.7063
CYTH3	241.4421	CYTH3	731.881
CYTH4	171.158	CYTH4	39.7989
CYTIP	60.0874	CYTIP	100.9636
CYTL1	17.48	CYTL1	125.2618
CYTSA	1562.2724	CYTSA	825.7227
CYTSB	392.2068	CYTSB	171.7637
CYYR1	236.3438	CYYR1	2983.2426
D2HGDH	152.9497	D2HGDH	29.3255
D4S234E	10.925	D4S234E	322.1617
DAAM1	636.9264	DAAM1	697.5283
DAAM2	57.4253	DAAM2	276.0327
DAB2IP	1048.7983	DAB2IP	924.1726
DAB2	682.083	DAB2	3105.1529
DACH1	1212.3088	DACH1	815.6682
removed	removed	DACH2	5.8651
DACT1	115.0765	DACT1	590.2807
removed	removed	DACT2	43.5693
DACT3	41.5149	DACT3	159.6146
DAD1	5088.8565	DAD1	6796.3972
DAG1	5985.7975	DAG1	2454.5455
DAGLA	261.1071	DAGLA	82.1114
DAGLB	454.4792	DAGLB	121.4914
DAK	1213.0371	DAK	436.9501
DALRD3	1074.0095	DALRD3	379.4554
DAP3	3026.22	DAP3	1560.5362
DAPK1	154.4064	DAPK1	215.3331
DAPK2	310.6336	DAPK2	237.1177
DAPK3	439.5484	DAPK3	149.5601
removed	removed	DAPL1	66.6108
DAPP1	231.9738	DAPP1	208.6301
DAP	4055.3532	DAP	2148.7222
DARC	371.4494	DARC	3468.7893
DARS2	488.3467	DARS2	389.6104
DARS	2338.6744	DARS	3645.9992
DAXX	1616.8973	DAXX	819.0197
DAZAP1	1250.1821	DAZAP1	708.0017
DAZAP2	9176.2564	DAZAP2	13463.762
removed	removed	DBC1	125.2618
DBF4B	136.5623	DBF4B	58.2321
DBF4	123.8857	DBF4	298.7013
DBI	1890.0218	DBI	2150.8169
DBN1	688.638	DBN1	641.8098
DBNDD1	620.9031	DBNDD1	166.3176
DBNDD2	1817.4363	DBNDD2	1563.1713
DBNL	1598.3248	DBNL	810.641
DBP	282.1777	DBP	268.0645
DBR1	452.2942	DBR1	488.4793
DBT	960.3059	DBT	788.8563
removed	removed	DBX2	17.5953
DCAF10	2075.7465	DCAF10	1721.8266
DCAF11	2637.8696	DCAF11	1024.7172
DCAF12	2105.244	DCAF12	1634.6879
DCAF13	2795.7611	DCAF13	1032.7817
DCAF15	333.5761	DCAF15	157.101
DCAF16	1765.1129	DCAF16	1373.6908
DCAF17	532.7749	DCAF17	844.1558
DCAF4	483.2484	DCAF4	232.5094
DCAF5	1336.8536	DCAF5	999.5811
DCAF6	2581.209	DCAF6	2229.1579
DCAF7	2793.882	DCAF7	1831.1688
DCAF8	1789.024	DCAF8	1766.2338
DCAKD	2309.5412	DCAKD	1268.9568
DCBLD1	103.4232	DCBLD1	237.9556
DCBLD2	411.1435	DCBLD2	1903.2258
DCDC1	6.5914	removed	removed
DCDC2	288.7145	DCDC2	912.0863
removed	removed	DCD	1070.3812
DCHS1	376.5477	DCHS1	274.403
removed	removed	DCHS2	31.4202
DCI	2666.7881	DCI	202.346
DCK	613.2556	DCK	958.1064
DCLK1	181.7189	DCLK1	670.7164
DCLK2	29.1333	DCLK2	49.0155
DCLK3	5.0983	DCLK3	5.4462
DCLRE1A	448.6526	DCLRE1A	336.4055
DCLRE1B	235.6154	DCLRE1B	212.8194
DCLRE1C	197.378	DCLRE1C	332.2162
DCN	6572.8332	DCN	58316.2966
DCP1A	585.579	DCP1A	1382.4885
DCP1B	515.6591	DCP1B	573.9422
DCP2	866.3511	DCP2	1489.7361
DCPS	286.5987	DCPS	151.2359
DCST2	12.7458	DCST2	9.2166
DCTD	2272.032	DCTD	1379.137
DCTN1	3969.3445	DCTN1	1671.9732
DCTN2	1683.5397	DCTN2	1412.2329
DCTN3	927.531	DCTN3	758.6929
DCTN4	2992.3525	DCTN4	3091.747
DCTN5	2245.4479	DCTN5	998.7432
DCTN6	438.0918	DCTN6	1202.346
DCTPP1	1862.7021	DCTPP1	416.0034
DCUN1D1	670.0655	DCUN1D1	837.8718
DCUN1D2	187.1814	DCUN1D2	191.4537
DCUN1D3	246.9046	DCUN1D3	288.2279
DCUN1D4	791.3328	DCUN1D4	1976.9585
DCUN1D5	470.5025	DCUN1D5	486.8035
DCXR	2266.5696	DCXR	538.7516
removed	removed	DCX	5.0272
DDA1	628.9148	DDA1	401.3406
DDAH1	2692.2797	DDAH1	2501.8852
DDAH2	1194.8288	DDAH2	453.7076
DDB1	7542.2433	DDB1	2717.2183
DDB2	487.9825	DDB2	416.4223
DDHD1	143.8456	DDHD1	327.6079
DDHD2	2453.0226	DDHD2	1583.1588
DDI2	122.2942	DDI2	21.5878
DDIT3	233.9913	DDIT3	178.8144
DDIT4L	16.0233	DDIT4L	173.8584
DDIT4	523.6708	DDIT4	275.6598
DDOST	5680.6264	DDOST	2261.8349
DDO	81.5732	DDO	51.5291
DDR1	8212.673	DDR1	1926.2673
DDR2	41.1508	DDR2	132.8027
DDRGK1	878.3685	DDRGK1	219.5224
DDTL	227.6038	DDTL	63.3431
DDT	891.5331	DDT	361.8768
DDX10	900.2185	DDX10	788.4374
DDX11L2	7.6475	removed	removed
DDX11	292.7895	DDX11	133.2216
DDX12	20.0291	DDX12	14.2438
DDX17	7589.2207	DDX17	13945.9573
DDX18	2441.0051	DDX18	2780.0587
DDX19A	441.0051	DDX19A	556.5522
DDX19B	480.3277	DDX19B	405.6054
DDX1	3344.8653	DDX1	2461.2484
DDX20	565.1857	DDX20	845.8316
DDX21	1698.8347	DDX21	1491.4118
DDX23	2790.9687	DDX23	784.248
DDX24	2816.4603	DDX24	2424.3821
removed	removed	DDX25	6.284
DDX26B	36.4166	DDX26B	325.9321
DDX27	801.5295	DDX27	374.5287
DDX28	176.6205	DDX28	180.1424
DDX31	342.6803	DDX31	166.7365
DDX39	849.9636	DDX39	167.5744
DDX3X	7911.8718	DDX3X	13325.0943
DDX41	1046.2491	DDX41	397.5702
DDX42	3882.3744	DDX42	2088.3955
removed	removed	DDX43	9.6355
DDX46	1204.2972	DDX46	1283.6196
DDX47	1035.6883	DDX47	1498.5337
DDX49	815.732	DDX49	191.4537
DDX50	815.732	DDX50	1273.5651
DDX51	450.1092	DDX51	193.5484
DDX52	1136.1981	DDX52	777.964
DDX54	1131.1398	DDX54	270.2137
DDX55	445.7393	DDX55	289.0658
DDX56	1597.5965	DDX56	654.7968
DDX58	2260.7429	DDX58	950.5656
DDX59	373.6344	DDX59	674.4868
DDX5	14160.9614	DDX5	16341.4328
DDX60L	895.8485	DDX60L	615.8358
DDX60	1821.1945	DDX60	732.7189
DDX6	3512.7458	DDX6	3869.292
DEAF1	492.7167	DEAF1	203.6028
DECR1	2746.9046	DECR1	1499.3716
DECR2	528.0408	DECR2	132.8027
DEDD2	729.7888	DEDD2	539.5894
DEDD	701.1362	DEDD	1168.7935
DEF6	276.0379	DEF6	136.1542
DEF8	281.5004	DEF8	261.416
DEFB132	42.9716	DEFB132	466.2757
DEFB1	28.7691	DEFB1	504.3988
DEGS1	1509.1042	DEGS1	3059.07
DEGS2	4012.3816	DEGS2	228.739
DEK	1498.9075	DEK	5409.7193
DEM1	217.043	DEM1	136.992
DENND1A	428.6235	DENND1A	311.6883
DENND1B	253.0954	DENND1B	44.8261
DENND1C	149.3081	DENND1C	56.1374
DENND2A	6.555	DENND2A	63.2593
DENND2C	20.9832	DENND2C	43.5693
DENND2D	1863.0736	DENND2D	723.0834
DENND3	518.5725	DENND3	201.0892
DENND4A	455.2076	DENND4A	552.9954
DENND4B	460.6555	DENND4B	371.5961
DENND4C	1456.6642	DENND4C	2366.9879
DENND5A	857.9752	DENND5A	1328.4457
DENND5B	178.4414	DENND5B	527.4403
DENR	2189.7305	DENR	2202.346
DEPDC1B	21.4858	DEPDC1B	9.2166
DEPDC1	116.5331	DEPDC1	28.0687
DEPDC4	8.0117	DEPDC4	26.8119
DEPDC5	286.5987	DEPDC5	92.1659
DEPDC6	1485.0692	DEPDC6	1838.2907
DEPDC7	8.3758	DEPDC7	8.7977
DERA	430.8084	DERA	844.9937
DERL1	6957.3926	DERL1	2835.3582
DERL2	567.3707	DERL2	1026.8119
DERL3	128.1865	DERL3	70.3812
removed	removed	DES	323.4185
DET1	191.5513	DET1	223.7118
DEXI	1074.2899	DEXI	397.9891
DFFA	396.2127	DFFA	165.4797
DFFB	69.5557	DFFB	110.5991
DFNA5	81.5732	DFNA5	309.1747
DFNB31	206.4822	DFNB31	111.437
DFNB59	33.8674	DFNB59	52.7859
DGAT1	1847.1012	DGAT1	597.3146
DGAT2	60.0874	DGAT2	2297.8634
DGCR11	51.3474	DGCR11	14.6628
DGCR14	330.2986	DGCR14	102.6393
DGCR2	3151.8572	DGCR2	1476.7491
DGCR5	6.1908	DGCR5	11.7302
DGCR6L	715.5863	DGCR6L	141.6003
DGCR6	506.9192	DGCR6	158.7767
DGCR8	750.9104	DGCR8	470.465
DGKA	212.3088	DGKA	430.6661
removed	removed	DGKB	9.6355
DGKD	516.0233	DGKD	190.6158
DGKE	285.8704	DGKE	276.4977
DGKG	9.1042	DGKG	30.5823
DGKH	6.555	DGKH	24.7172
removed	removed	DGKI	18.4332
DGKQ	291.697	DGKQ	69.9623
DGKZ	363.4377	DGKZ	75.8274
DGUOK	1023.6708	DGUOK	949.7277
DHCR24	43585.2149	DHCR24	6738.1651
DHCR7	811.7261	DHCR7	344.3653
DHDDS	942.0976	DHDDS	749.0574
DHDH	8.3758	removed	removed
DHDPSL	20.0291	DHDPSL	25.1362
DHFRL1	401.311	DHFRL1	226.6443
DHFR	342.6438	DHFR	189.5936
DHODH	114.7123	DHODH	49.0155
DHPS	1125.6373	DHPS	338.5002
DHRS11	347.0503	DHRS11	264.3486
DHRS12	375.091	DHRS12	271.8894
DHRS13	585.2549	DHRS13	72.7692
DHRS1	954.4792	DHRS1	713.0289
DHRS2	41012.3816	DHRS2	114.7884
DHRS3	1081.5732	DHRS3	1523.6699
DHRS4L1	20.7575	DHRS4L1	6.703
DHRS4L2	726.9009	DHRS4L2	319.9246
DHRS4	1328.882	DHRS4	484.7214
DHRS7B	1725.4188	DHRS7B	467.9514
DHRS7	3120.539	DHRS7	1777.545
DHRS9	15.295	DHRS9	14.6628
DHRSX	391.26	DHRSX	318.8102
DHTKD1	1013.8383	DHTKD1	452.0318
DHX15	3385.2877	DHX15	2726.4349
DHX16	733.4304	DHX16	359.447
DHX29	1396.941	DHX29	1244.6586
DHX30	1542.9716	DHX30	438.6259
DHX32	1280.1784	DHX32	1412.5513
DHX33	157.6839	DHX33	162.9661
DHX34	520.0291	DHX34	141.6003
DHX35	223.2338	DHX35	166.7365
DHX36	1110.3423	DHX36	1165.0607
DHX37	365.6227	DHX37	55.7185
DHX38	478.15	DHX38	320.486
DHX40	2013.11	DHX40	2178.8856
DHX57	504.0058	DHX57	468.7893
DHX58	933.7218	DHX58	114.7884
DHX8	1768.7546	DHX8	580.2262
DHX9	4494.1733	DHX9	3640.1341
DIABLO	1210.6664	DIABLO	877.2518
DIAPH1	2208.303	DIAPH1	2266.4432
DIAPH2	119.0823	DIAPH2	234.1852
DIAPH3	80.4807	DIAPH3	49.8534
DICER1	1219.9563	DICER1	2427.3146
DIDO1	1209.7597	DIDO1	1988.6887
DIMT1L	215.2221	DIMT1L	1313.3641
DIO1	7372.5419	DIO1	102.2204
DIO2	88.1282	DIO2	152.4927
removed	removed	DIO3OS	5.0607
removed	removed	DIO3	16.3385
DIP2A	572.8332	DIP2A	440.7206
DIP2B	869.9927	DIP2B	1561.3741
DIP2C	427.1668	DIP2C	868.0352
DIRAS1	182.8114	DIRAS1	83.3682
removed	removed	DIRAS2	41.8936
DIRAS3	5.8267	DIRAS3	126.9376
DIRC2	512.5747	DIRC2	588.0687
removed	removed	DIRC3	28.4876
DIS3L2	344.1369	DIS3L2	142.4382
DIS3L	990.8958	DIS3L	598.2405
DIS3	1237.2214	DIS3	1728.3536
DISC1	53.1245	DISC1	148.7222
DISP1	149.3081	DISP1	240.4692
DISP2	99.0532	DISP2	19.69
DIXDC1	435.1784	DIXDC1	2315.0398
DKC1	1424.6176	DKC1	1193.1295
DKFZP586I1420	317.5528	DKFZP586I1420	296.1877
DKFZP686I15217	52.4399	DKFZP686I15217	142.0193
removed	removed	DKFZp434J0226	6.284
DKFZp686O24166	10.925	DKFZp686O24166	6.703
DKFZp761E198	365.6227	DKFZp761E198	112.2748
DKFZp779M0652	8.3758	DKFZp779M0652	5.0272
removed	removed	DKK1	41.8936
DKK2	37.8733	DKK2	140.3435
DKK3	400.2185	DKK3	4532.4675
DLAT	1167.7713	DLAT	1530.3729
DLC1	420.6118	DLC1	1201.5082
DLD	1581.5732	DLD	2551.3196
DLEU1	193.008	DLEU1	93.8416
removed	removed	DLEU2L	21.3657
DLEU2	34.9927	DLEU2	23.9003
DLG1	1394.756	DLG1	2248.0101
DLG2	103.4232	DLG2	82.1114
DLG3	879.8252	DLG3	660.6619
DLG4	138.3831	DLG4	62.0025
DLG5	1523.6708	DLG5	1842.0612
removed	removed	DLGAP1	23.4604
removed	removed	DLGAP2	36.0285
DLGAP4	1306.2637	DLGAP4	1213.6573
DLGAP5	128.5506	DLGAP5	20.9468
removed	removed	DLK2	175.5341
DLL1	40.7866	DLL1	107.6665
DLL4	150.0364	DLL4	166.3176
DLST	1529.1333	DLST	1359.447
removed	removed	DLX1	56.9753
removed	removed	DLX2	48.5966
DLX3	151.1289	DLX3	26.8119
DLX4	25.1275	removed	removed
removed	removed	DLX5	5.0272
DMAP1	861.6169	DMAP1	153.3305
DMC1	9.4683	DMC1	15.0817
DMD	52.8041	DMD	2675.3247
DMGDH	12.3816	DMGDH	53.2049
DMKN	623.0881	DMKN	648.0938
DMPK	265.1129	DMPK	201.0892
DMRT2	5.4625	DMRT2	96.3553
DMRT3	8.3758	DMRT3	41.4747
removed	removed	DMRTA1	75.8274
DMRTC1B	60.4516	DMRTC1B	40.2178
DMTF1	502.2505	DMTF1	1210.6494
DMWD	417.3343	DMWD	244.6586
DMXL1	797.5237	DMXL1	1333.473
DMXL2	273.8529	DMXL2	262.2539
DNA2	81.5732	DNA2	61.1646
DNAH10	9.8325	removed	removed
removed	removed	DNAH11	7.3398
DNAH14	78.2957	DNAH14	60.3268
DNAH17	17.6839	DNAH17	10.0545
DNAH1	30.2258	DNAH1	78.7599
DNAH2	5.0983	DNAH2	14.6628
DNAH5	122.724	DNAH5	171.3448
DNAH6	12.3816	DNAH6	96.3553
DNAH7	67.3707	DNAH7	36.0285
removed	removed	DNAH9	41.8936
DNAI1	52.0757	DNAI1	5.0272
DNAJA1	4442.8259	DNAJA1	1695.0147
DNAJA2	5857.2469	DNAJA2	2863.4269
DNAJA3	2928.9876	DNAJA3	593.2132
DNAJA4	4514.2025	DNAJA4	835.7771
DNAJB11	1203.5688	DNAJB11	667.3649
DNAJB12	1549.8908	DNAJB12	577.2937
DNAJB14	415.8776	DNAJB14	288.6468
DNAJB1	4391.1143	DNAJB1	3887.7252
DNAJB2	2033.5033	DNAJB2	682.0276
DNAJB4	310.9978	DNAJB4	1879.3465
DNAJB5	97.2323	DNAJB5	97.6121
DNAJB6	2087.0357	DNAJB6	2422.2874
removed	removed	DNAJB7	5.7185
DNAJB9	1772.032	DNAJB9	2472.9786
DNAJC10	3439.9126	DNAJC10	3029.3255
DNAJC11	997.2942	DNAJC11	345.7855
DNAJC12	3188.2739	DNAJC12	346.46
DNAJC13	1422.7968	DNAJC13	1573.1043
DNAJC14	1744.0386	DNAJC14	693.9254
DNAJC15	1040.0583	DNAJC15	1334.7298
DNAJC16	1589.5849	DNAJC16	1156.682
DNAJC17	198.1063	DNAJC17	48.5966
DNAJC18	48.7983	DNAJC18	158.7767
DNAJC19	979.2425	DNAJC19	938.4164
DNAJC1	739.9854	DNAJC1	465.0189
DNAJC21	1198.4705	DNAJC21	1158.7767
DNAJC22	47.7058	DNAJC22	14.6628
DNAJC24	411.9847	DNAJC24	583.1713
DNAJC25	567.3707	DNAJC25	400.5027
DNAJC27	138.0189	DNAJC27	316.2966
DNAJC28	48.0699	DNAJC28	97.1931
DNAJC2	611.0852	DNAJC2	472.0779
DNAJC30	493.0808	DNAJC30	349.8115
DNAJC3	6344.1369	DNAJC3	3072.8948
DNAJC4	731.1034	DNAJC4	310.2388
DNAJC5B	9.1042	removed	removed
DNAJC5	1646.3948	DNAJC5	627.9849
DNAJC6	36.4166	DNAJC6	115.6263
DNAJC7	2576.6788	DNAJC7	1030.8923
DNAJC8	2042.2433	DNAJC8	2657.3104
DNAJC9	643.1173	DNAJC9	587.3481
DNAL1	997.0867	DNAL1	571.0096
DNAL4	762.9279	DNAL4	192.7105
DNALI1	1660.2331	DNALI1	981.5668
DNASE1L1	354.6395	DNASE1L1	170.1215
DNASE1L2	30.9541	removed	removed
DNASE1L3	5.4625	DNASE1L3	177.6288
DNASE1	70.284	DNASE1	8.3787
DNASE2B	42.9716	removed	removed
DNASE2	2292.4253	DNASE2	469.6271
DND1	76.4494	DND1	13.008
removed	removed	DNER	40.2178
DNHD1	67.7349	DNHD1	38.1232
DNLZ	80.8449	DNLZ	10.8923
DNM1L	1562.2724	DNM1L	2023.8793
DNM1P35	12.7458	DNM1P35	20.9468
DNM1	70.6482	DNM1	218.6845
DNM2	1819.37	DNM2	424.8303
DNM3	36.4166	DNM3	192.2916
DNMBP	301.799	DNMBP	646.837
DNMT1	1556.4457	DNMT1	304.1475
DNMT3A	318.2811	DNMT3A	226.6443
DNMT3B	54.9891	DNMT3B	46.5019
DNPEP	1665.3314	DNPEP	750.7331
DNTTIP1	435.1784	DNTTIP1	134.0595
DNTTIP2	1501.8208	DNTTIP2	1675.7436
DOC2A	81.158	DOC2A	12.057
removed	removed	DOC2B	18.0142
DOCK10	219.9563	DOCK10	172.6016
DOCK11	107.429	DOCK11	987.8509
DOCK1	2330.2986	DOCK1	1784.6669
DOCK2	153.6781	DOCK2	82.9493
DOCK3	10.925	DOCK3	6.703
DOCK4	119.8106	DOCK4	595.3079
DOCK5	45.3387	DOCK5	188.1022
DOCK6	319.7378	DOCK6	189.359
DOCK7	481.7917	DOCK7	1150.8169
DOCK8	337.2178	DOCK8	692.92
DOCK9	852.8769	DOCK9	1775.4504
DOHH	147.8514	DOHH	18.4332
DOK1	381.646	DOK1	109.7612
DOK2	38.6016	DOK2	29.7444
DOK3	69.9199	DOK3	72.057
DOK4	151.8572	DOK4	231.6716
DOK5	20.7575	DOK5	126.0997
DOK6	11.2891	DOK6	54.8806
DOK7	374.3627	DOK7	8.7977
DOLK	709.3955	DOLK	369.5015
DOLPP1	613.984	DOLPP1	296.1877
DOM3Z	205.1857	DOM3Z	246.3469
DONSON	118.5506	DONSON	214.558
DOPEY1	394.9745	DOPEY1	935.7143
DOPEY2	1284.0495	DOPEY2	421.4495
DOT1L	210.8521	DOT1L	83.3682
DPAGT1	2120.965	DPAGT1	1438.6259
DPCD	314.0422	DPCD	180.5614
DPEP2	8.3758	DPEP2	27.6498
DPF2	1249.4538	DPF2	1180.1424
removed	removed	DPF3	16.3385
DPH1	362.8587	DPH1	358.8312
DPH2	747.6329	DPH2	281.106
DPH3B	12.7458	DPH3B	6.703
DPH3	579.024	DPH3	1184.7507
DPH5	661.1981	DPH5	770.8421
DPM1	693.3722	DPM1	932.5513
DPM2	1449.3809	DPM2	1102.6393
DPM3	363.0736	DPM3	117.721
DPP3	951.5659	DPP3	191.0348
DPP4	103.4232	DPP4	460.4106
removed	removed	DPP6	49.4344
DPP7	1011.2891	DPP7	349.3925
DPP8	524.3991	DPP8	297.4445
DPP9	1247.9971	DPP9	218.6845
removed	removed	DPRXP4	6.703
DPT	175.528	DPT	3198.1567
DPY19L1	155.8631	DPY19L1	584.4156
removed	removed	DPY19L2P2	5.0272
removed	removed	DPY19L2P4	23.8793
removed	removed	DPY19L2	129.8701
DPY19L3	438.4559	DPY19L3	266.4432
DPY19L4	2828.842	DPY19L4	1699.204
DPY30	1000.5098	DPY30	1340.4106
DPYD	325.5645	DPYD	1741.5165
DPYSL2	574.2899	DPYSL2	8569.3339
DPYSL3	1126.7298	DPYSL3	4676.5815
DPYSL4	47.3416	DPYSL4	44.4072
DQX1	5.4625	removed	removed
DR1	1202.4763	DR1	1624.2145
DRAM1	666.4239	DRAM1	720.1508
DRAM2	2504.7342	DRAM2	2664.8513
DRAP1	916.606	DRAP1	281.106
removed	removed	DRD1	7.9598
removed	removed	DRD2	24.2983
DRG1	1694.8288	DRG1	1576.8747
DRG2	479.9709	DRG2	293.6741
DSC1	7.0903	DSC1	53.6238
DSC2	794.6103	DSC2	3548.3871
DSC3	116.8973	DSC3	3718.0561
DSCAML1	9.8325	DSCAML1	10.4734
DSCC1	226.8755	DSCC1	145.3708
DSCR3	1139.8398	DSCR3	1308.7558
DSCR6	37.1449	DSCR6	5.0272
removed	removed	DSCR9	8.7977
DSEL	270.5754	DSEL	748.2195
DSE	339.0532	DSE	687.0549
DSG1	8.0117	DSG1	127.7755
DSG2	4032.764	DSG2	8059.8282
DSG3	73.1974	DSG3	2163.385
DSN1	405.3168	DSN1	224.9686
DSP	4866.3511	DSP	11048.5966
DSTN	19306.992	DSTN	29391.2861
DSTYK	465.7684	DSTYK	697.5283
DST	619.8106	DST	26968.1609
DTD1	168.6089	DTD1	238.7935
DTL	203.2047	DTL	56.9753
DTNA	28.0408	DTNA	507.3314
DTNBP1	369.9927	DTNBP1	182.2371
DTNB	674.0714	DTNB	516.129
DTWD1	419.5193	DTWD1	1352.3251
DTWD2	290.9687	DTWD2	432.3419
DTX1	26.9483	DTX1	140.3435
DTX2	345.5936	DTX2	121.4914
DTX3L	2040.7356	DTX3L	1836.615
DTX3	494.5375	DTX3	371.1772
DTX4	53.1682	DTX4	488.8982
DTYMK	495.63	DTYMK	112.2748
DULLARD	1212.3088	DULLARD	1294.093
DUOX1	12.7458	DUOX1	60.7457
removed	removed	DUOX2	11.3113
removed	removed	DUOXA1	23.4604
DUS1L	1431.5368	DUS1L	332.2162
DUS2L	149.6723	DUS2L	36.0285
DUS3L	162.0539	DUS3L	35.6096
DUS4L	282.6548	DUS4L	235.5509
DUSP10	58.2666	DUSP10	659.824
DUSP11	658.0481	DUSP11	1025.5551
DUSP12	220.6846	DUSP12	397.1512
