gene_id	TCGA-A7-A13F-01A-11R-A12P-07	gene_id	TCGA-A7-A13F-11A-42R-A12P-07
NEO1	670.6827	NEO1	1877.4136
NES	1469.8795	NES	2357.8806
NET1	4206.0241	NET1	5087.5617
NETO1	7.6305	removed	removed
NETO2	106.8273	NETO2	118.5451
NEU1	3798.3936	NEU1	1040.4131
NEU3	59.4378	NEU3	88.4598
NEURL1B	1132.5301	NEURL1B	2254.6026
NEURL2	19.7671	NEURL2	25.586
removed	removed	NEURL3	103.278
NEURL4	342.1687	NEURL4	439.3758
NEURL	716.0643	NEURL	5.8374
removed	removed	NEUROG2	17.9614
NEXN	125.3012	NEXN	607.0947
NF1	2837.751	NF1	2373.5968
NF2	760.6426	NF2	810.5074
NFAM1	104.4177	NFAM1	150.4266
NFASC	164.2731	NFASC	1471.9982
NFAT5	725.3012	NFAT5	2794.3422
NFATC1	120.0803	NFATC1	685.2268
NFATC2IP	716.8675	NFATC2IP	742.7032
NFATC2	231.7269	NFATC2	115.8509
NFATC3	687.5502	NFATC3	982.4877
NFATC4	189.1566	NFATC4	741.8051
NFE2L1	6970.2811	NFE2L1	8461.1585
NFE2L2	1550.4819	NFE2L2	3228.6753
NFE2L3	709.2369	NFE2L3	299.9551
NFE2	82.7309	NFE2	12.1239
NFIA	625.3012	NFIA	2342.6134
NFIB	385.9438	NFIB	7837.4495
NFIC	1377.1084	NFIC	1221.374
NFIL3	125.3012	NFIL3	907.4989
NFIX	510.4418	NFIX	5504.2658
NFKB1	889.1566	NFKB1	1369.1064
NFKB2	800	NFKB2	613.3812
NFKBIA	1650.2008	NFKBIA	4893.5788
NFKBIB	245.3815	NFKBIB	152.2227
NFKBID	10.4418	NFKBID	16.6143
NFKBIE	182.7309	NFKBIE	157.6111
NFKBIL1	295.1807	NFKBIL1	317.9165
NFKBIL2	771.0763	NFKBIL2	83.5204
NFKBIZ	57.8313	NFKBIZ	937.1352
NFRKB	770.6827	NFRKB	992.8154
NFS1	1116.0643	NFS1	534.8002
NFU1	478.3133	NFU1	796.5873
NFX1	1024.0964	NFX1	1169.286
NFXL1	203.6145	NFXL1	216.5828
NFYA	1011.245	NFYA	911.9758
NFYB	531.3253	NFYB	695.1055
NFYC	891.2651	NFYC	927.1441
NGDN	272.6908	NGDN	500.6736
NGEF	30.5221	NGEF	56.5784
NGFRAP1	180.3213	NGFRAP1	1137.4046
NGFR	99.5984	NGFR	777.7279
removed	removed	NGF	21.5537
NGLY1	591.1647	NGLY1	550.0674
NGRN	2429.8273	NGRN	2774.6161
removed	removed	NHEDC1	7.6381
NHEDC2	60.6426	NHEDC2	214.1895
NHEJ1	150.6024	NHEJ1	305.1594
NHLRC1	97.1888	NHLRC1	74.9888
NHLRC2	161.4458	NHLRC2	238.4374
NHLRC3	497.1888	NHLRC3	911.0912
removed	removed	NHLRC4	49.3938
NHP2L1	2593.1727	NHP2L1	1928.6035
NHP2	2402.8112	NHP2	852.2676
NHSL1	171.0843	NHSL1	289.6273
NHSL2	75.9036	NHSL2	207.454
NHS	81.1245	NHS	286.9331
NICN1	304.4177	NICN1	497.5393
NID1	2499.1767	NID1	4915.0651
NID2	824.0964	NID2	1230.8038
NIF3L1	553.8153	NIF3L1	422.9906
NINJ1	4512.8514	NINJ1	2072.7436
NINJ2	61.4458	NINJ2	142.8424
NINL	193.1727	NINL	271.6659
NIN	395.9839	NIN	1467.894
NIP7	472.2892	NIP7	449.9326
NIPA1	1097.992	NIPA1	392.0072
NIPA2	1376.3052	NIPA2	672.6538
NIPAL1	21.2851	NIPAL1	46.6996
NIPAL2	259.8394	NIPAL2	285.137
NIPAL3	201.6064	NIPAL3	1339.9192
NIPAL4	90.7631	removed	removed
NIPBL	1910.8434	NIPBL	2493.489
NIPSNAP1	1825.3012	NIPSNAP1	846.4302
NIPSNAP3A	450.6024	NIPSNAP3A	724.2928
NIPSNAP3B	5.6225	NIPSNAP3B	141.0328
NISCH	2028.9157	NISCH	3171.9802
NIT1	560.0321	NIT1	700.5209
NIT2	1010.4418	NIT2	616.0754
NKAIN1	3200.8032	NKAIN1	12.1239
NKAIN2	10.0402	NKAIN2	23.3498
NKAPL	5.2209	NKAPL	58.3745
NKAP	402.8112	NKAP	355.1863
NKD1	50.2008	NKD1	7.6336
NKD2	43.7751	NKD2	72.7436
NKG7	13.6546	NKG7	195.7791
NKIRAS1	139.3574	NKIRAS1	290.5254
NKIRAS2	1037.3494	NKIRAS2	929.0525
removed	removed	NKPD1	25.1459
NKRF	348.1928	NKRF	273.9111
NKTR	1022.8916	NKTR	2581.0507
NKX3-1	234.9398	NKX3-1	158.5092
NLE1	253.012	NLE1	353.3902
removed	removed	NLGN1	60.6197
NLGN2	625.7028	NLGN2	727.885
NLGN3	21.2851	NLGN3	76.7849
NLGN4X	73.0924	NLGN4X	261.7872
NLK	595.1807	NLK	322.4068
NLN	548.1928	NLN	358.3296
NLRC3	53.012	NLRC3	116.749
NLRC4	27.3092	NLRC4	54.7822
NLRC5	112.0482	NLRC5	550.9654
NLRP12	18.0723	NLRP12	8.0826
NLRP1	98.7952	NLRP1	946.5649
removed	removed	NLRP2	33.2286
NLRP3	46.1847	NLRP3	337.225
NLRX1	436.5462	NLRX1	799.2815
NMB	50.2008	NMB	638.9762
NMD3	1004.4177	NMD3	1089.8069
NME1-NME2	107.0482	NME1-NME2	52.9322
NME1	3764.0482	NME1	516.2416
NME2P1	120.4819	NME2P1	56.1293
NME2	11207.6185	NME2	5301.9533
NME3	397.992	NME3	361.9219
NME4	2964.257	NME4	2192.1868
NME5	110.4418	NME5	45.3525
NME6	267.8715	NME6	220.925
NME7	253.9317	NME7	160.6421
NMI	120.0803	NMI	339.9192
NMNAT1	173.0924	NMNAT1	353.3902
NMNAT2	22.8916	NMNAT2	427.0319
NMNAT3	1016.0643	NMNAT3	322.4068
NMRAL1	852.2088	NMRAL1	447.2384
NMT1	3208.0321	NMT1	3661.4279
NMT2	51.4056	NMT2	1457.1172
removed	removed	NMUR1	186.3493
NNAT	5.2209	NNAT	1057.4764
NNMT	752.6104	NNMT	3291.8725
NNT	2899.5984	NNT	1810.9564
NOB1	588.755	NOB1	1376.291
NOC2L	937.1968	NOC2L	998.4733
NOC3L	358.6345	NOC3L	420.2964
NOC4L	439.3574	NOC4L	247.8671
NOD1	189.1566	NOD1	619.2187
NOD2	225.7028	NOD2	60.1706
removed	removed	NODAL	9.8788
NOL10	746.5863	NOL10	572.07
NOL11	1436.5462	NOL11	862.5954
NOL12	240.1606	NOL12	173.7315
NOL3	234.4819	NOL3	408.5811
NOL6	1518.0723	NOL6	971.7108
NOL7	584.739	NOL7	496.1832
NOL8	967.4699	NOL8	747.6022
NOL9	105.6225	NOL9	212.8424
NOLC1	3253.8153	NOLC1	1684.7777
NOM1	422.8916	NOM1	426.5828
NOMO1	5926.1044	NOMO1	2753.031
NOMO2	1763.4538	NOMO2	1607.5438
NOMO3	1987.1486	NOMO3	882.802
NONO	7410.8434	NONO	5861.2483
NOP10	1467.8715	NOP10	879.2097
NOP14	1308.249	NOP14	808.3655
NOP16	271.4859	NOP16	146.3853
NOP2	1026.506	NOP2	454.872
NOP56	1380.3213	NOP56	1412.6628
NOP58	1444.1767	NOP58	854.0638
NOS1AP	253.8153	NOS1AP	206.5559
NOS2	24.8996	NOS2	13.471
NOS3	295.2329	NOS3	280.0584
NOSIP	665.8635	NOSIP	550.5164
NOSTRIN	451.4056	NOSTRIN	985.1819
NOTCH1	788.755	NOTCH1	1858.5541
NOTCH2NL	323.5582	NOTCH2NL	524.8226
NOTCH2	3118.4739	NOTCH2	8482.7122
NOTCH3	4344.5783	NOTCH3	7296.3628
NOTCH4	392.3695	NOTCH4	1754.8271
NOVA1	45.7831	NOVA1	709.9237
NOVA2	35.3414	NOVA2	80.3772
NOV	54.2169	NOV	362.8199
NOX4	165.8635	NOX4	200.2694
NOX5	7.2289	removed	removed
NOXA1	87.1486	NOXA1	65.11
NPAS1	18.0723	removed	removed
NPAS2	502.8112	NPAS2	385.2717
NPAS3	11.6466	NPAS3	101.9308
NPAT	476.3052	NPAT	524.4724
removed	removed	NPC1L1	37.2699
NPC1	1260.3173	NPC1	1330.009
NPC2	1632.9317	NPC2	2979.3444
NPDC1	2400	NPDC1	1151.3247
NPEPL1	4216.0643	NPEPL1	727.436
NPEPPS	5392.7711	NPEPPS	1842.3889
removed	removed	NPFF	16.6143
NPHP1	108.8353	NPHP1	129.771
NPHP3	167.0683	NPHP3	714.863
NPHP4	85.5422	NPHP4	250.5613
NPHS1	15.261	removed	removed
NPIPL3	258.743	NPIPL3	448.7696
NPIP	248.4859	NPIP	872.3709
NPLOC4	2597.5904	NPLOC4	2590.4805
NPL	123.6948	NPL	162.5505
NPM1	9998.7952	NPM1	7508.7562
removed	removed	NPM2	27.3911
NPM3	152.6104	NPM3	207.0049
NPNT	9404.4177	NPNT	641.2214
NPR1	181.9277	NPR1	3189.4926
NPR2	85.9438	NPR2	823.5294
NPR3	19.2771	NPR3	121.2393
NPRL2	634.1365	NPRL2	375.3345
NPRL3	1010.0402	NPRL3	1019.3085
NPTN	1334.9398	NPTN	2250.5613
removed	removed	NPTX1	25.1459
removed	removed	NPTX2	7.1846
NPTXR	1405.6225	NPTXR	561.2932
NPY1R	1511.6466	NPY1R	1044.0054
removed	removed	NPY2R	6.2865
removed	removed	NPY5R	150.8756
NQO1	2256.2249	NQO1	4782.6673
NQO2	506.0241	NQO2	677.1441
NR1D1	647.2771	NR1D1	1738.9358
NR1D2	1268.2731	NR1D2	2417.1531
NR1H2	1107.6305	NR1H2	1236.6412
NR1H3	341.7671	NR1H3	1142.344
removed	removed	NR1I3	7.7144
NR2C1	416.8675	NR2C1	403.6821
NR2C2AP	849.2008	NR2C2AP	272.6673
NR2C2	564.4578	NR2C2	1460.5837
NR2F1	128.5141	NR2F1	534.3511
NR2F2	1149.7992	NR2F2	1125.2806
NR2F6	2018.0723	NR2F6	582.3978
NR3C1	1378.3133	NR3C1	3370.0045
NR3C2	43.3735	NR3C2	661.4279
NR4A1	7226.9076	NR4A1	6391.5581
NR4A2	838.1526	NR4A2	537.9434
NR4A3	22.49	NR4A3	120.3413
NR5A2	38.1526	NR5A2	231.7018
removed	removed	NR6A1	5.3884
NRARP	77.1084	NRARP	116.3
NRAS	960.6426	NRAS	995.9587
NRBF2	293.9759	NRBF2	701.841
NRBP1	1937.751	NRBP1	2014.3691
NRBP2	806.0241	NRBP2	1290.5254
NRCAM	1390.7631	NRCAM	34.1266
NRD1	4142.5703	NRD1	2623.709
NRF1	342.9719	NRF1	435.1145
NRG1	8.4337	NRG1	132.4652
removed	removed	NRG2	96.5424
removed	removed	NRG3	12.573
NRGN	66.2651	NRGN	82.6224
NRIP1	3989.1566	NRIP1	2197.5752
NRIP2	71.0843	NRIP2	258.6439
NRIP3	44.9799	NRIP3	67.8042
NRK	107.2289	NRK	42.2093
NRL	12.8835	NRL	17.9973
NRM	657.8313	NRM	267.6246
NRN1	110.0402	NRN1	1540.6376
NRP1	3234.9398	NRP1	7029.1872
NRP2	646.1847	NRP2	1092.9502
NRSN2	905.6225	NRSN2	515.9407
NRTN	7.2289	NRTN	26.044
removed	removed	NRXN1	43.5564
NRXN2	62.6506	NRXN2	83.9695
NRXN3	163.8554	NRXN3	36.8208
NSA2	1641.3655	NSA2	1647.5079
NSD1	1253.8153	NSD1	2298.608
NSDHL	647.3896	NSDHL	382.1284
NSFL1C	1412.8514	NSFL1C	1678.0422
NSF	3534.5382	NSF	813.6507
NSL1	867.8715	NSL1	573.8662
NSMAF	954.6185	NSMAF	956.4436
NSMCE1	1146.5863	NSMCE1	945.2178
NSMCE2	324.498	NSMCE2	277.9524
NSMCE4A	369.4779	NSMCE4A	770.5433
NSUN2	1988.755	NSUN2	1141.8949
NSUN3	98.7952	NSUN3	125.2357
NSUN4	675.502	NSUN4	576.1114
NSUN5P1	23.2932	NSUN5P1	128.8729
NSUN5P2	60.9317	NSUN5P2	251.4639
NSUN5	409.2369	NSUN5	292.3215
NSUN6	194.7791	NSUN6	240.6825
NSUN7	181.1245	NSUN7	136.9555
NT5C2	834.5382	NT5C2	1673.1028
NT5C3L	1322.0884	NT5C3L	790.7499
NT5C3	547.7912	NT5C3	404.1311
NT5C	178.3133	NT5C	234.396
NT5DC1	774.6988	NT5DC1	801.0777
NT5DC2	481.4779	NT5DC2	764.872
NT5DC3	416.8675	NT5DC3	501.5716
NT5E	240.9639	NT5E	1145.4872
NT5M	100	NT5M	78.132
NTAN1	739.3574	NTAN1	980.2425
removed	removed	NTF3	29.1872
removed	removed	NTF4	39.2232
NTHL1	165.0602	NTHL1	157.6111
NTM	367.4699	NTM	292.7705
NTN1	115.261	NTN1	352.9412
NTN4	2207.2289	NTN4	4029.6363
removed	removed	NTN5	26.9421
removed	removed	NTNG1	8.5317
NTNG2	9.6386	NTNG2	13.022
removed	removed	NTRK1	11.2259
NTRK2	2651.8072	NTRK2	10093.8482
NTRK3	18.4739	NTRK3	250.5613
removed	removed	NTS	18.8595
NUAK1	442.5703	NUAK1	1275.7072
NUAK2	259.8394	NUAK2	19.3085
NUB1	1381.4659	NUB1	1661.9174
NUBP1	382.3293	NUBP1	391.0732
NUBP2	601.2048	NUBP2	434.2164
NUBPL	238.9558	NUBPL	397.3956
NUCB1	7214.0562	NUCB1	6060.1706
NUCB2	6012.008	NUCB2	1343.8841
NUCKS1	8628.1124	NUCKS1	7108.2173
NUDCD1	546.1847	NUDCD1	458.0153
NUDCD2	435.3414	NUDCD2	290.5254
NUDCD3	2512.4498	NUDCD3	2668.6125
NUDC	1282.7309	NUDC	1194.881
NUDT10	6.8273	NUDT10	28.2892
NUDT11	12.8514	NUDT11	44.0054
NUDT12	830.5221	NUDT12	374.0458
NUDT13	38.9558	NUDT13	59.7216
NUDT14	233.7349	NUDT14	202.5146
NUDT15	454.1888	NUDT15	360.6286
NUDT16L1	436.9478	NUDT16L1	254.6026
NUDT16P1	180.3213	NUDT16P1	44.4544
NUDT16	604.0161	NUDT16	896.722
NUDT17	23.2932	NUDT17	49.8428
NUDT18	180.7229	NUDT18	125.2806
NUDT19	496.3855	NUDT19	362.3709
NUDT1	480.3213	NUDT1	127.0768
NUDT21	2379.9197	NUDT21	1984.2838
NUDT22	270.6104	NUDT22	266.4526
NUDT2	393.9759	NUDT2	396.9466
NUDT3	449.3976	NUDT3	393.8033
NUDT4	2560.6426	NUDT4	1056.5784
NUDT5	852.6426	NUDT5	563.9515
NUDT6	111.8594	NUDT6	125.5501
NUDT7	97.992	NUDT7	308.0377
NUDT8	27.7108	NUDT8	136.5065
NUDT9	729.7189	NUDT9	509.6542
NUF2	371.4859	NUF2	12.573
NUFIP1	125.7028	NUFIP1	185.0022
NUFIP2	4051.004	NUFIP2	2174.6744
NUMA1	7856.9639	NUMA1	9622.4383
NUMBL	441.3655	NUMBL	462.5056
NUMB	855.8233	NUMB	1962.2811
NUP107	1295.9839	NUP107	727.885
NUP133	1749.7992	NUP133	1271.2169
NUP153	1767.0683	NUP153	1569.8249
NUP155	1285.5422	NUP155	480.916
NUP160	1050.6024	NUP160	1032.3305
NUP188	1604.4177	NUP188	1471.4863
NUP205	1760.6426	NUP205	1081.7243
NUP210	5933.3333	NUP210	644.3646
NUP214	1896.7871	NUP214	1723.3947
NUP35	257.8313	NUP35	236.1922
NUP37	424.0964	NUP37	254.6026
NUP43	990.7631	NUP43	642.1194
NUP50	1489.9598	NUP50	959.5869
NUP54	562.6506	NUP54	798.8325
NUP62CL	57.4297	NUP62CL	10.7768
NUP62	2175.6466	NUP62	1078.4778
NUP85	1117.2691	NUP85	562.1913
NUP88	884.5462	NUP88	761.0642
NUP93	1186.3454	NUP93	627.3013
NUP98	2512.0482	NUP98	2542.8828
NUPL1	781.9277	NUPL1	734.6206
NUPL2	251.8072	NUPL2	364.167
NUPR1	1322.0884	NUPR1	1564.4365
NUS1	801.6064	NUS1	1021.1046
NUSAP1	2228.9157	NUSAP1	51.1899
NUTF2	1967.8715	NUTF2	1190.8397
NVL	796.3855	NVL	392.4562
removed	removed	NWD1	26.9421
NXF1	1347.3896	NXF1	1870.678
removed	removed	NXF3	6.2865
NXNL2	27.7108	NXNL2	9.4297
NXN	302.4096	NXN	801.5267
NXPH3	510.0402	NXPH3	219.1289
NXPH4	8.0321	NXPH4	51.639
NXT1	265.0602	NXT1	251.4594
NXT2	290.7631	NXT2	274.3601
NYNRIN	270.2811	NYNRIN	1311.181
OAF	408.4337	OAF	1638.9762
OAS1	353.4137	OAS1	329.1423
OAS2	577.9116	OAS2	428.379
OAS3	1826.1044	OAS3	579.7036
OASL	51.004	OASL	28.7382
OAT	1214.0562	OAT	3426.5828
OAZ1	9906.0241	OAZ1	7942.9726
OAZ2	2259.0361	OAZ2	1802.8738
OAZ3	62.5542	OAZ3	25.0921
OBFC1	744.5783	OBFC1	901.6614
OBFC2A	97.1888	OBFC2A	265.8285
OBFC2B	1255.4217	OBFC2B	441.85
removed	removed	OBP2B	32.3305
removed	removed	OBSCN	696.9331
OBSL1	2513.6546	OBSL1	1278.8505
removed	removed	OCA2	9.8788
OCEL1	679.9197	OCEL1	402.335
OCIAD1	3229.7189	OCIAD1	2300.8532
OCIAD2	883.5341	OCIAD2	420.2964
OCLN	330.1205	OCLN	181.859
OCRL	1335.3414	OCRL	1063.7629
ODC1	387.5502	ODC1	1418.9493
ODF2L	274.2972	ODF2L	494.8361
ODF2	955.4217	ODF2	462.0566
ODF3B	76.3052	ODF3B	162.9996
ODF3L1	26.9076	ODF3L1	30.5344
removed	removed	ODF3L2	8.0826
removed	removed	ODZ1	79.0301
ODZ2	48.5944	ODZ2	522.6762
ODZ3	603.2129	ODZ3	595.8689
ODZ4	179.5181	ODZ4	1030.0853
OFD1	533.7349	OFD1	923.2151
OGDH	2817.6707	OGDH	3301.3022
OGFOD1	1331.3253	OGFOD1	793.8931
OGFOD2	223.2851	OGFOD2	195.0112
OGFRL1	236.1446	OGFRL1	993.2645
OGFR	304.8193	OGFR	462.9546
OGG1	534.8353	OGG1	372.0117
OGN	86.3454	OGN	1810.5074
OGT	1118.4739	OGT	4382.5775
OIP5	169.0562	OIP5	7.3866
OIT3	13.253	removed	removed
OLA1	2236.1446	OLA1	1237.0903
OLFM1	1384.3373	OLFM1	435.1145
OLFM2	80.7229	OLFM2	798.8325
OLFM4	20.8835	OLFM4	1272.564
OLFML1	181.5261	OLFML1	817.2429
OLFML2A	1131.7269	OLFML2A	2470.5882
OLFML2B	730.1205	OLFML2B	629.9955
OLFML3	2548.996	OLFML3	1935.7881
OLR1	640.5622	OLR1	68.7023
OMA1	742.1687	OMA1	341.7153
OMD	29.3173	OMD	550.9654
ONECUT2	102.008	ONECUT2	5.3884
OPA1	1608.8353	OPA1	1762.0117
OPA3	319.6787	OPA3	440.0539
removed	removed	OPCML	13.9201
OPHN1	249.7992	OPHN1	453.974
OPLAH	716.0643	OPLAH	267.1756
OPN3	1298.1205	OPN3	275.2313
removed	removed	OPRK1	15.2672
OPRL1	131.3253	OPRL1	86.2146
OPTN	968.2731	OPTN	3463.4037
removed	removed	OR2A1	8.5317
OR2A4	22.0884	OR2A4	36.3718
OR2A7	210.8434	OR2A7	140.0988
OR2A9P	111.245	OR2A9P	241.5806
OR2W3	17.1727	OR2W3	17.5123
OR51E1	28.1124	OR51E1	93.8482
OR51E2	12.0482	OR51E2	7.1846
removed	removed	OR7A5	13.9201
OR7E91P	6.8273	removed	removed
ORAI1	703.2129	ORAI1	328.6933
ORAI2	631.3655	ORAI2	409.515
ORAI3	605.6225	ORAI3	457.1172
ORAOV1	124.0964	ORAOV1	237.9883
ORC1L	349.7992	ORC1L	23.3498
ORC2L	481.9277	ORC2L	370.9026
ORC3L	483.1325	ORC3L	605.7476
ORC4L	490.3614	ORC4L	516.8388
ORC5L	577.1084	ORC5L	330.4894
ORC6L	212.8514	ORC6L	15.2672
ORM1	265.0602	removed	removed
ORM2	156.2249	removed	removed
ORMDL1	520.4819	ORMDL1	659.1828
ORMDL2	1238.2129	ORMDL2	503.4665
ORMDL3	1707.2289	ORMDL3	3280.1976
OS9	11371.0843	OS9	6018.8595
OSBP2	2049.3976	OSBP2	98.3386
OSBPL10	528.1124	OSBPL10	474.1805
OSBPL11	549.7992	OSBPL11	590.4805
OSBPL1A	806.0241	OSBPL1A	2701.392
OSBPL2	1113.6546	OSBPL2	1195.33
OSBPL3	512.4498	OSBPL3	295.0157
OSBPL5	412.8514	OSBPL5	606.1967
OSBPL6	328.9157	OSBPL6	73.6417
OSBPL7	211.6466	OSBPL7	220.0269
OSBPL8	525.7028	OSBPL8	1683.8797
OSBPL9	1567.4699	OSBPL9	2645.7117
OSBP	2107.2289	OSBP	2127.5258
OSCAR	102.8112	OSCAR	40.4131
OSCP1	260.6426	OSCP1	199.8204
OSGEPL1	219.2771	OSGEPL1	187.2474
OSGEP	180.7229	OSGEP	336.7759
OSGIN1	54.6185	OSGIN1	160.7544
OSGIN2	1117.6707	OSGIN2	684.3287
OSMR	1563.8554	OSMR	1073.6417
OSM	38.1526	OSM	6.7355
OSR1	25.3012	OSR1	1166.1428
OSR2	28.1124	OSR2	462.9546
OST4	2822.0843	OST4	2175.11
OSTCL	5.2209	removed	removed
OSTC	1931.3253	OSTC	1065.559
OSTF1	647.3896	OSTF1	714.863
OSTM1	448.996	OSTM1	796.1383
OSTalpha	235.3414	OSTalpha	13.471
OTOA	11.245	OTOA	12.1239
removed	removed	OTOF	6.7355
OTUB1	1977.9116	OTUB1	1211.9443
OTUB2	94.3775	OTUB2	77.2339
OTUD1	196.7871	OTUD1	388.4149
OTUD3	71.8876	OTUD3	669.9596
OTUD4	720.0803	OTUD4	1312.5281
OTUD5	1110.8434	OTUD5	1426.5828
OTUD6B	241.7671	OTUD6B	195.7791
OTUD7A	44.5783	OTUD7A	13.471
OTUD7B	507.2289	OTUD7B	999.551
OTX1	42.9719	removed	removed
OVCA2	692.4056	OVCA2	360.7005
removed	removed	OVCH2	21.1046
OVGP1	146.5863	OVGP1	72.2946
OVOL1	37.3494	OVOL1	67.8042
OVOL2	241.7671	OVOL2	137.8536
OXA1L	1591.1647	OXA1L	2594.9708
OXCT1	173.8956	OXCT1	1900.3143
OXER1	9.6386	OXER1	33.2286
OXGR1	6.8273	OXGR1	79.9282
OXNAD1	209.6386	OXNAD1	212.8424
OXR1	1209.2369	OXR1	1310.2829
OXSM	254.2169	OXSM	197.1262
OXSR1	1236.1446	OXSR1	1393.3543
OXTR	57.4297	OXTR	8660.9789
removed	removed	OXT	6.2865
removed	removed	P2RX1	24.6969
P2RX4	1078.7149	P2RX4	464.7508
P2RX5	95.7189	P2RX5	23.4396
removed	removed	P2RX6	96.9915
P2RX7	281.1245	P2RX7	120.3413
removed	removed	P2RY10	10.3278
removed	removed	P2RY11	11.6974
P2RY12	31.3253	P2RY12	220.0269
P2RY13	64.257	P2RY13	220.925
P2RY14	17.2691	P2RY14	189.0436
P2RY1	11.245	P2RY1	25.595
P2RY2	107.6305	P2RY2	77.683
P2RY6	27.7108	P2RY6	36.3718
P2RY8	99.5984	P2RY8	189.9416
P4HA1	1055.0201	P4HA1	786.7086
P4HA2	1384.3373	P4HA2	853.6147
P4HA3	186.747	P4HA3	28.7382
P4HB	45008.4337	P4HB	11992.8154
P4HTM	1612.0482	P4HTM	416.7041
P704P	21.6867	P704P	13.471
PA2G4P4	62.6506	PA2G4P4	24.2479
PA2G4	3919.2771	PA2G4	2584.643
PAAF1	412.0482	PAAF1	314.3242
PABPC1L	206.0241	PABPC1L	214.1895
PABPC1	30574.2972	PABPC1	21220.925
PABPC3	265.4618	PABPC3	201.1675
PABPC4L	19.6787	PABPC4L	69.1513
PABPC4	3407.2289	PABPC4	3082.1733
PABPC5	84.739	PABPC5	40.8621
PABPN1	1093.241	PABPN1	2002.7436
PACRGL	146.1847	PACRGL	224.5173
removed	removed	PACRG	12.573
PACS1	2986.3454	PACS1	2807.3642
PACS2	513.6546	PACS2	1631.3426
PACSIN1	471.0843	PACSIN1	6.2865
PACSIN2	659.4378	PACSIN2	1218.6798
PACSIN3	512.8514	PACSIN3	319.2636
PADI2	527.3092	PADI2	2366.8612
PAF1	1639.759	PAF1	1005.8374
PAFAH1B1	2057.0281	PAFAH1B1	4411.3157
PAFAH1B2	558.2329	PAFAH1B2	575.2133
PAFAH1B3	1174.8313	PAFAH1B3	164.8002
PAFAH2	628.1124	PAFAH2	437.3597
PAG1	155.0201	PAG1	160.3053
PAH	138.5542	removed	removed
PAICS	4113.6546	PAICS	1621.4639
PAIP1	1180.3213	PAIP1	1069.1513
PAIP2B	76.3052	PAIP2B	290.0763
PAIP2	1626.9076	PAIP2	1976.2012
PAK1IP1	309.2369	PAK1IP1	290.9744
PAK1	1654.6185	PAK1	925.9093
PAK2	3290.7631	PAK2	2515.0427
removed	removed	PAK3	58.8235
PAK4	1255.0201	PAK4	528.0647
PAK6	255.4578	PAK6	118.3296
PAK7	5.6225	PAK7	75.4378
PALB2	414.0562	PALB2	291.4234
PALLD	3639.759	PALLD	4557.2519
PALM2-AKAP2	574.7229	PALM2-AKAP2	5567.207
PALM2	18.1606	PALM2	102.8693
PALM3	12.8514	PALM3	11.6749
PALMD	255.0201	PALMD	6237.9883
PALM	1107.6305	PALM	2379.8833
PAMR1	62.249	PAMR1	2103.727
PAM	2471.8876	PAM	6587.3372
PAN2	561.0442	PAN2	932.6448
PAN3	450.2008	PAN3	1223.1702
PANK1	24.498	PANK1	69.6004
PANK2	428.9157	PANK2	515.9407
PANK3	1349.3976	PANK3	526.7176
PANK4	249.3976	PANK4	337.674
PANX1	449.7992	PANX1	279.2995
PANX2	88.755	PANX2	33.6776
PAOX	85.1406	PAOX	103.727
PAPD4	856.6265	PAPD4	1009.4297
PAPD5	2676.3052	PAPD5	337.225
PAPD7	359.4378	PAPD7	723.3947
PAPLN	274.2972	PAPLN	452.1778
PAPOLA	3669.4779	PAPOLA	3160.3053
PAPOLG	217.6707	PAPOLG	401.4369
removed	removed	PAPPA2	48.9448
PAPPA	29.7189	PAPPA	79.0301
PAPSS1	1401.2048	PAPSS1	2059.7216
PAPSS2	235.3414	PAPSS2	1090.2559
PAQR3	101.6104	PAQR3	185.9317
PAQR4	851.4819	PAQR4	151.0418
PAQR5	574.6988	PAQR5	41.3112
PAQR6	9.6386	PAQR6	17.5123
PAQR7	352.6104	PAQR7	343.9605
PAQR8	227.7108	PAQR8	187.6965
PAR-SN	59.4378	PAR-SN	143.4396
PAR5	7.6305	PAR5	51.1899
PARD3B	100.8032	PARD3B	200.7185
PARD3	961.4458	PARD3	1076.3359
PARD6A	323.2932	PARD6A	58.3745
PARD6B	2472.6908	PARD6B	87.5617
PARD6G	176.7068	PARD6G	304.4454
PARG	508.4337	PARG	462.5056
PARK2	38.9558	PARK2	214.6385
PARK7	3918.4739	PARK7	3320.6107
PARL	891.9679	PARL	924.5622
PARM1	181.5261	PARM1	1361.4728
PARN	1361.4458	PARN	1024.2479
PARP10	693.1727	PARP10	619.2187
PARP11	258.2329	PARP11	255.5007
PARP12	504.8193	PARP12	469.6902
PARP14	941.7671	PARP14	1440.952
removed	removed	PARP15	13.9201
PARP16	496.7871	PARP16	390.211
PARP1	7521.6867	PARP1	2436.0126
PARP2	272.2892	PARP2	451.7288
PARP3	348.5944	PARP3	766.9511
PARP4	1230.9237	PARP4	2221.374
PARP6	702.008	PARP6	992.3664
PARP8	51.004	PARP8	304.8945
PARP9	954.6827	PARP9	900.3682
PARS2	130.1205	PARS2	114.5038
removed	removed	PART1	67.8042
PARVA	1636.9478	PARVA	3878.3116
PARVB	995.1807	PARVB	673.5519
PARVG	141.3655	PARVG	131.1181
PASK	305.2209	PASK	95.1953
