gene_id	TCGA-BH-A1F2-01A-31R-A13Q-07	gene_id	TCGA-BH-A1F2-11A-32R-A13Q-07
removed	removed	CHRM1	55.8489
removed	removed	CHRM3	19.388
CHRM4	5.8087	removed	removed
CHRNA10	7.3373	CHRNA10	9.5493
CHRNA1	25.9861	removed	removed
CHRNA5	31.7948	CHRNA5	24.0179
CHRNA6	28.1261	removed	removed
CHRNA7	6.4201	CHRNA7	19.5616
CHRNB1	84.9899	CHRNB1	184.261
removed	removed	CHRNB2	37.6185
CHRNE	24.378	CHRNE	21.8795
CHST10	267.8099	CHST10	203.4291
CHST11	166.9226	CHST11	87.68
CHST12	207.2775	CHST12	264.1974
CHST13	10.0887	removed	removed
CHST14	350.354	CHST14	520.5816
CHST15	1701.632	CHST15	957.8239
CHST1	85.2956	CHST1	53.534
CHST2	67.8696	CHST2	194.7479
CHST3	398.6576	CHST3	969.1095
CHST6	250.3839	CHST6	18.5199
CHST7	74.2897	CHST7	111.6979
CHST8	14.0631	CHST8	21.1242
removed	removed	CHST9	195.0373
CHSY1	2269.0465	CHSY1	1485.9292
CHSY3	202.0803	CHSY3	84.4969
CHTF18	36.0748	CHTF18	91.1524
CHTF8	2359.845	CHTF8	2186.1217
CHUK	655.7673	CHUK	516.241
CHURC1	2820.906	CHURC1	1843.8371
CIAO1	2099.9839	CIAO1	1690.5158
CIAPIN1	741.98	CIAPIN1	578.4562
CIB1	1962.716	CIB1	957.2452
CIB2	33.0177	CIB2	100.9911
CIB3	6.4201	removed	removed
CIC	529.811	CIC	1908.7029
CIDEA	155.611	CIDEA	2567.3153
CIDEB	382.2099	CIDEB	406.4414
CIDECP	65.7296	CIDECP	125.31
CIDEC	1316.7318	CIDEC	12368.36
CIITA	60.8381	CIITA	428.2717
CILP2	239.0723	CILP2	23.7286
CILP	6670.1773	CILP	2254.5034
CINP	295.0188	CINP	404.2538
CIR1	682.0591	CIR1	1140.1288
CIRBP	2765.2284	CIRBP	7330.9701
CIRH1A	673.1933	CIRH1A	962.7433
CISD1	616.6352	CISD1	250.8862
CISD2	897.2853	CISD2	324.6763
CISD3	287.1435	CISD3	514.1373
CISH	1828.1997	CISH	780.7278
CITED1	5.8087	CITED1	69.4495
CITED2	1854.4915	CITED2	4601.606
CITED4	740.7572	CITED4	358.8223
CIT	504.4364	CIT	59.032
CIZ1	793.9523	CIZ1	2260.2908
CKAP2L	361.0541	CKAP2L	13.3111
CKAP2	1366.564	CKAP2	246.835
CKAP4	3009.1922	CKAP4	1165.8829
CKAP5	4943.1707	CKAP5	2252.7671
CKB	233.875	CKB	2031.1076
CKLF	423.4208	CKLF	197.931
CKMT1A	155.3053	CKMT1A	11.2855
CKMT1B	427.0895	CKMT1B	123.5622
CKMT2	66.9525	CKMT2	355.6392
CKS1B	988.6953	CKS1B	511.0323
CKS2	1144.0005	CKS2	49.1934
CLASP1	1493.4374	CLASP1	2490.9209
CLASP2	1408.1418	CLASP2	1393.0406
CLCA2	2957.8314	CLCA2	523.4754
removed	removed	CLCA4	72.0538
CLCC1	637.0756	CLCC1	941.1474
CLCF1	85.2956	CLCF1	92.8887
removed	removed	CLCN1	8.6812
CLCN2	26.2918	CLCN2	61.6364
CLCN3	2191.6996	CLCN3	1652.8973
CLCN4	107.3074	CLCN4	288.794
CLCN5	171.2026	CLCN5	166.1
CLCN6	238.1551	CLCN6	981.8419
CLCN7	992.0582	CLCN7	1268.8997
removed	removed	CLCNKA	26.0436
removed	removed	CLCNKB	9.5493
removed	removed	CLDN10	11.546
CLDN11	64.8124	CLDN11	982.9993
CLDN12	1619.6993	CLDN12	1019.9146
CLDN14	22.9289	removed	removed
CLDN15	59.0038	CLDN15	138.6096
removed	removed	CLDN18	5.2087
removed	removed	CLDN19	162.6275
CLDN1	482.4246	CLDN1	782.7534
removed	removed	CLDN20	5.4981
CLDN23	95.9958	CLDN23	185.7773
CLDN2	11.1068	CLDN2	58.6298
CLDN3	830.6385	CLDN3	324.6763
CLDN4	3883.5486	CLDN4	3041.8867
CLDN5	82.8499	CLDN5	1039.427
CLDN7	1383.3785	CLDN7	488.1719
removed	removed	CLDN8	630.5433
CLDN9	9.1716	CLDN9	6.3662
CLDND1	1430.1535	CLDND1	1353.1071
removed	removed	CLDND2	10.4174
CLEC10A	28.1261	CLEC10A	142.3714
CLEC11A	235.4036	CLEC11A	90.5737
CLEC12A	17.1203	CLEC12A	10.128
CLEC14A	325.8965	CLEC14A	1289.1558
CLEC16A	486.3989	CLEC16A	804.7457
CLEC1A	55.6409	CLEC1A	191.8542
CLEC2B	298.6875	CLEC2B	401.3601
CLEC2D	658.213	CLEC2D	349.5623
CLEC3A	10.0887	removed	removed
CLEC3B	271.7842	CLEC3B	2056.283
CLEC4A	59.6152	CLEC4A	40.8016
CLEC4E	9.1716	CLEC4E	20.8348
removed	removed	CLEC4F	37.6185
CLEC4G	13.7574	CLEC4G	60.4789
removed	removed	CLEC4M	21.1242
CLEC5A	227.7607	CLEC5A	20.2561
CLEC7A	180.3742	CLEC7A	102.7273
CLECL1	8.8659	CLECL1	6.6556
CLGN	1113.7344	CLGN	31.831
CLIC1	6356.2039	CLIC1	3410.5476
CLIC2	360.4427	CLIC2	696.2309
CLIC3	116.1732	CLIC3	15.6261
CLIC4	10398.4207	CLIC4	7233.7409
CLIC5	119.2304	CLIC5	718.2233
CLIC6	154.3881	CLIC6	293.424
CLINT1	2751.7768	CLINT1	1770.0933
CLIP1	1789.0676	CLIP1	2646.6035
CLIP2	147.968	CLIP2	505.5343
CLIP3	314.5849	CLIP3	933.806
CLIP4	264.1412	CLIP4	1442.5233
CLK1	1758.8015	CLK1	2067.5685
CLK2P	11.6173	CLK2P	11.2855
CLK2	519.4166	CLK2	553.5701
CLK3	427.0895	CLK3	895.03
CLK4	397.7404	CLK4	606.5254
CLMN	1162.6494	CLMN	3049.121
CLN3	1647.5197	CLN3	711.4288
CLN5	1446.9681	CLN5	715.0402
CLN6	510.245	CLN6	607.6828
CLN8	192.9087	CLN8	484.6994
CLNS1A	1235.1048	CLNS1A	998.9149
CLOCK	501.0735	CLOCK	483.5419
CLP1	270.5613	CLP1	207.1909
CLPB	132.9878	CLPB	369.8184
CLPP	259.8612	CLPP	490.4869
CLPTM1L	1767.6673	CLPTM1L	1426.3185
CLPTM1	2132.0844	CLPTM1	2713.4486
CLPX	708.6567	CLPX	910.0774
CLSPN	176.3999	CLSPN	14.1793
CLSTN1	2208.8198	CLSTN1	4623.0196
CLSTN2	126.8734	CLSTN2	764.8123
CLSTN3	559.7715	CLSTN3	1153.1505
CLTA	1786.0105	CLTA	1602.8359
CLTB	240.9066	CLTB	762.7867
CLTCL1	37.9092	CLTCL1	179.9899
CLTC	34271.7124	CLTC	9076.4668
CLUAP1	416.3893	CLUAP1	485.1306
CLUL1	158.6682	CLUL1	36.1716
CLU	3095.405	CLU	19309.5565
CLVS1	5.8912	CLVS1	21.049
CLYBL	65.7296	CLYBL	174.7812
CMA1	11.3116	CMA1	116.9066
CMAH	269.0327	CMAH	268.2486
CMAS	982.2752	CMAS	580.4818
CMBL	1448.4967	CMBL	998.9149
CMC1	181.9028	CMC1	81.6031
CMIP	969.7407	CMIP	1305.3606
CMKLR1	642.0099	CMKLR1	326.4125
CMPK1	3999.1104	CMPK1	3289.3004
CMPK2	182.2085	CMPK2	181.4367
CMTM1	303.2733	CMTM1	96.6505
CMTM3	1380.627	CMTM3	928.0185
CMTM4	922.66	CMTM4	1103.3784
removed	removed	CMTM5	8.9706
CMTM6	5547.2714	CMTM6	2264.6314
CMTM7	281.2615	CMTM7	673.3705
CMTM8	425.2551	CMTM8	147.8695
CMYA5	391.9318	CMYA5	1486.508
CN5H6.4	15.286	CN5H6.4	6.9449
CNBP	6752.11	CNBP	7719.3084
CNDP2	2271.798	CNDP2	2659.3359
CNFN	23.5404	CNFN	23.1498
CNGA1	5.5029	CNGA1	39.0653
CNIH2	98.7472	removed	removed
CNIH3	172.1198	CNIH3	54.9808
CNIH4	2594.3315	CNIH4	579.6137
CNIH	2687.2701	CNIH	1076.1774
CNKSR1	165.0883	CNKSR1	167.8362
CNKSR2	23.8461	CNKSR2	96.0718
CNKSR3	62.9781	CNKSR3	137.4521
CNN1	155.611	CNN1	2201.8375
CNN2	1642.3225	CNN2	3976.5608
CNN3	7316.773	CNN3	4394.1257
removed	removed	CNNM1	50.6402
CNNM2	193.2144	CNNM2	233.8132
CNNM3	848.9817	CNNM3	892.1363
CNNM4	1014.6814	CNNM4	708.0952
CNOT10	895.7567	CNOT10	537.0759
CNOT1	4361.6748	CNOT1	4763.1108
CNOT2	1584.2359	CNOT2	1319.5399
CNOT3	598.5978	CNOT3	950.5896
CNOT4	575.6689	CNOT4	661.2168
CNOT6L	1372.6784	CNOT6L	1773.2764
CNOT6	2986.8747	CNOT6	780.149
CNOT7	1350.3609	CNOT7	1533.097
CNOT8	1716.0008	CNOT8	1386.6744
CNO	452.1584	CNO	161.1806
CNPY2	708.6567	CNPY2	722.5638
CNPY3	568.9431	CNPY3	635.752
CNPY4	180.6799	CNPY4	264.1974
CNP	1359.5294	CNP	1894.6307
CNR1	22.3175	CNR1	154.5251
CNRIP1	380.0087	CNRIP1	606.5254
CNST	1013.7642	CNST	846.9941
CNTD1	57.3926	CNTD1	66.032
CNTD2	59.3095	CNTD2	10.4174
CNTFR	178.5399	CNTFR	1665.9191
CNTF	11.6173	CNTF	12.2144
CNTLN	209.7232	CNTLN	400.2026
CNTN1	122.5933	CNTN1	351.8773
removed	removed	CNTN2	31.2523
CNTN3	193.8259	CNTN3	171.5981
CNTN4	164.7825	CNTN4	260.7249
CNTNAP1	213.3919	CNTNAP1	196.7735
CNTNAP2	234.1808	removed	removed
CNTNAP3	22.9289	CNTNAP3	389.7851
CNTROB	320.3935	CNTROB	661.7956
COASY	1018.0443	COASY	1120.7408
COBLL1	1884.452	COBLL1	2614.4831
COBL	506.8821	COBL	619.2578
COBRA1	613.5781	COBRA1	1091.8035
COCH	15.5917	COCH	34.826
COG1	1128.0634	COG1	956.4783
COG2	1616.3364	COG2	580.7712
COG3	1111.2886	COG3	748.8968
COG4	679.6134	COG4	1261.6653
COG5	1270.2533	COG5	975.1226
COG6	1061.7621	COG6	687.8391
COG7	663.1045	COG7	561.9619
COG8	366.5601	COG8	485.4547
COIL	1765.833	COIL	409.4625
COL10A1	9353.1674	COL10A1	6.0768
COL11A1	7894.8877	COL11A1	15.6261
removed	removed	COL11A2	32.9885
COL12A1	20813.6559	COL12A1	3173.8407
COL13A1	20.1775	COL13A1	14.4686
COL14A1	3410.907	COL14A1	7244.737
COL15A1	3556.1235	COL15A1	6152.3548
COL16A1	528.2824	COL16A1	1491.7167
COL17A1	7.3373	COL17A1	4669.0299
COL18A1	1736.1783	COL18A1	3395.5003
COL1A1	145735.9459	COL1A1	21449.7577
COL1A2	149826.1605	COL1A2	35394.9215
COL21A1	54.1123	COL21A1	72.0538
COL22A1	39.132	COL22A1	11.2855
removed	removed	COL23A1	36.461
COL24A1	199.9402	COL24A1	13.3111
COL25A1	10.3944	COL25A1	105.9104
COL27A1	59.6152	COL27A1	355.3498
COL28A1	6.4201	COL28A1	27.7798
COL2A1	7.0315	COL2A1	56.1383
COL3A1	172797.8869	COL3A1	23927.0781
COL4A1	10426.8525	COL4A1	18681.6176
COL4A2	5113.1504	COL4A2	20231.2089
COL4A3BP	1745.3498	COL4A3BP	2667.7277
removed	removed	COL4A3	56.4277
COL4A4	29.6547	COL4A4	105.3317
COL4A5	3204.2409	COL4A5	776.6766
removed	removed	COL4A6	298.6327
COL5A1	13315.5914	COL5A1	2717.4998
COL5A2	21570.6161	COL5A2	2994.7189
COL5A3	499.5449	COL5A3	1533.6758
COL6A1	9054.7856	COL6A1	10813.2822
COL6A2	6697.6921	COL6A2	15550.3147
COL6A3	44196.5743	COL6A3	21775.5914
COL6A6	84.3784	COL6A6	1236.7793
COL7A1	18.0374	COL7A1	460.1027
COL8A1	831.25	COL8A1	316.2845
COL8A2	1874.3632	COL8A2	654.5612
COL9A2	227.4549	COL9A2	238.7325
COL9A3	15.286	COL9A3	19.388
removed	removed	COLEC11	13.0218
COLEC12	931.5258	COLEC12	1074.4411
COLQ	56.558	COLQ	53.2446
COMMD10	569.8602	COMMD10	322.6507
COMMD1	213.6976	COMMD1	208.6378
COMMD2	1040.0561	COMMD2	745.1349
COMMD3	2987.9356	COMMD3	496.5782
COMMD4	380.9259	COMMD4	528.1053
COMMD5	487.8022	COMMD5	320.2807
COMMD6	1570.1728	COMMD6	1209.8676
COMMD7	2359.845	COMMD7	810.8225
COMMD8	411.4978	COMMD8	171.5981
COMMD9	813.5183	COMMD9	715.3295
COMP	3956.004	COMP	5.4981
COMTD1	25.9861	COMTD1	26.6223
COMT	752.6802	COMT	1244.303
COPA	7350.5825	COPA	5776.6939
COPB1	6562.6437	COPB1	2697.6778
COPB2	5029.3834	COPB2	2877.2336
COPE	543.2627	COPE	1086.0161
COPG2	707.7395	COPG2	448.5278
COPG	3457.0706	COPG	2923.8226
COPS2	2343.0305	COPS2	2469.5073
COPS3	1013.7642	COPS3	892.1363
COPS4	1480.2914	COPS4	848.441
COPS5	1837.0655	COPS5	1007.3067
COPS6	1113.1229	COPS6	1418.5054
COPS7A	1720.8923	COPS7A	1255.2991
COPS7B	939.1688	COPS7B	579.9031
COPS8	2752.3332	COPS8	897.018
COPZ1	4866.7409	COPZ1	2360.7032
COPZ2	415.7779	COPZ2	535.0503
COQ10A	75.5126	COQ10A	204.2972
COQ10B	1206.9786	COQ10B	776.9659
COQ2	382.7602	COQ2	157.7082
COQ3	116.7847	COQ3	147.8695
COQ4	511.7736	COQ4	560.8045
COQ5	745.0372	COQ5	622.4409
COQ6	331.3016	COQ6	413.207
COQ7	542.6512	COQ7	480.3588
COQ9	549.3771	COQ9	976.0544
CORIN	46.775	CORIN	14.1793
CORO1A	125.3448	CORO1A	331.9106
CORO1B	696.1222	CORO1B	1133.4732
CORO1C	2631.3235	CORO1C	2815.8866
CORO2A	1749.3242	CORO2A	317.7313
CORO2B	128.0963	CORO2B	739.9262
CORO6	10.0887	CORO6	79.2881
CORO7	280.4574	CORO7	355.6305
COTL1	942.8374	COTL1	1311.1481
COX10	329.8708	COX10	373.2909
COX11	2306.4543	COX11	832.7223
COX15	985.7053	COX15	1114.9476
COX16	1904.3237	COX16	463.8646
COX17	346.6854	COX17	265.3548
COX18	621.8325	COX18	414.9606
COX19	105.5128	COX19	221.0171
COX4I1	1220.4303	COX4I1	4271.1423
COX4I2	13.7574	COX4I2	93.4674
COX4NB	351.2711	COX4NB	289.0834
COX5A	1674.7287	COX5A	1155.1762
COX5B	977.9951	COX5B	1261.9547
COX6A1	2444.8349	COX6A1	1526.7308
COX6B1	2620.3176	COX6B1	2137.5968
removed	removed	COX6B2	12.7324
COX6C	4919.936	COX6C	1447.4427
COX7A1	85.907	COX7A1	607.3935
COX7A2L	2376.6596	COX7A2L	1425.161
COX7A2	1630.0938	COX7A2	1059.9725
COX7B	2195.9796	COX7B	1260.5078
COX7C	2855.1098	COX7C	2513.2026
COX8A	2086.2265	COX8A	1437.0252
CP110	911.6541	CP110	831.6574
removed	removed	CPA1	38.776
removed	removed	CPA2	21.703
CPA3	771.6348	CPA3	465.0221
CPA4	27.8204	CPA4	19.6773
CPAMD8	122.5933	CPAMD8	391.5214
CPB1	14.6745	CPB1	1882.37
CPD	6521.5979	CPD	3753.4544
CPEB1	19.8717	CPEB1	86.8118
CPEB2	1636.5139	CPEB2	1158.0699
CPEB3	166.9226	CPEB3	272.0104
CPEB4	999.7012	CPEB4	1391.3043
CPE	1925.724	CPE	4445.3447
CPLX1	44.0235	CPLX1	69.4495
CPM	1567.1156	CPM	6202.4163
CPN2	13.4516	removed	removed
CPNE1	2455.5809	CPNE1	1623.8617
CPNE2	523.6967	CPNE2	1177.4579
CPNE3	6434.1623	CPNE3	3652.7527
removed	removed	CPNE4	17.6517
CPNE5	30.8776	CPNE5	61.347
CPNE7	6.7258	CPNE7	7.2343
CPNE8	217.3662	CPNE8	313.3907
CPOX	452.1584	CPOX	328.4381
CPPED1	484.5646	CPPED1	628.5177
CPS1	49.5265	CPS1	291.9771
CPSF1	506.8821	CPSF1	1262.2441
CPSF2	2682.3786	CPSF2	950.5896
CPSF3L	356.4684	CPSF3L	1160.9636
CPSF3	1345.7751	CPSF3	683.4985
CPSF4	160.8082	CPSF4	442.7404
CPSF6	1972.499	CPSF6	1436.7359
CPSF7	2074.9149	CPSF7	2220.9361
CPT1A	3854.5053	CPT1A	1788.3238
CPT1B	177.262	CPT1B	273.1563
CPT1C	30.2662	CPT1C	51.5084
CPT2	687.5621	CPT2	767.4166
CPVL	364.1113	CPVL	483.8313
CPXM1	262.9183	CPXM1	1180.641
CPXM2	306.6362	CPXM2	1349.0559
CPZ	93.2443	CPZ	596.6867
CP	4111.6914	CP	667.2965
CR1	55.6409	CR1	107.936
removed	removed	CRABP1	129.639
CRABP2	3746.5865	CRABP2	1644.5055
CRADD	140.9365	CRADD	140.9245
CRAMP1L	568.9767	CRAMP1L	1068.1039
CRAT	2930.3167	CRAT	1465.3838
removed	removed	CRB1	8.6812
removed	removed	CRB2	23.1498
CRB3	99.053	CRB3	63.0833
CRBN	957.9613	CRBN	1142.8113
CRCP	1167.2352	CRCP	801.852
CREB1	2018.6626	CREB1	1380.5976
CREB3L1	1978.3077	CREB3L1	566.3025
CREB3L2	3617.2673	CREB3L2	3099.1825
CREB3L4	1925.1126	CREB3L4	408.305
CREB3	566.0601	CREB3	784.2234
CREB5	173.3427	CREB5	449.9747
CREBBP	2139.1159	CREBBP	3946.466
CREBL2	2341.5019	CREBL2	2930.4782
CREBZF	1675.3402	CREBZF	1205.2376
CREG1	2709.8933	CREG1	3160.5296
CRELD1	196.5773	CRELD1	725.7469
CRELD2	126.262	CRELD2	304.1308
CREM	448.4898	CREM	294.2921
CRHBP	16.2031	CRHBP	243.6519
removed	removed	CRHR1	61.9605
removed	removed	CRHR2	12.443
CRIM1	2919.6165	CRIM1	8739.6368
CRIP1	5026.6319	CRIP1	443.3191
CRIP2	3294.1223	CRIP2	1517.7603
CRIPAK	140.9365	CRIPAK	265.3548
CRIPT	675.3333	CRIPT	388.0489
CRISP3	804.9582	CRISP3	11.5749
CRISPLD1	176.0941	CRISPLD1	920.4948
CRISPLD2	2211.2656	CRISPLD2	1867.612
CRKL	2107.9326	CRKL	1948.6363
CRK	948.3404	CRK	1355.4221
CRLF1	271.7842	CRLF1	27.7798
CRLF3	296.8532	CRLF3	329.3062
CRLS1	1294.4143	CRLS1	1298.1263
CRMP1	53.1309	CRMP1	167.5816
CRNKL1	2498.03	CRNKL1	906.3156
CROCCL1	68.7868	CROCCL1	312.3866
CROCCL2	16.5088	CROCCL2	92.8887
CROCC	15.8974	CROCC	406.5688
CROT	1778.0618	CROT	355.3498
CRTAC1	71.2325	CRTAC1	98.0974
CRTAM	5.5029	CRTAM	5.4981
CRTAP	4700.7355	CRTAP	7052.3041
CRTC1	128.402	CRTC1	419.8799
CRTC2	719.0511	CRTC2	996.8892
CRTC3	1049.5334	CRTC3	1748.6797
CRY1	692.4536	CRY1	348.9836
CRY2	1216.7617	CRY2	3147.7971
CRYAB	743.2029	CRYAB	3860.5223
CRYBG3	349.1953	CRYBG3	1702.3772
CRYGS	6.1144	CRYGS	14.1793
CRYL1	553.6571	CRYL1	497.4318
CRYM	8.2544	CRYM	11.5749
CRYZL1	360.5772	CRYZL1	413.4935
CRYZ	3406.7492	CRYZ	889.3438
CSAD	126.8734	CSAD	822.1081
CSDAP1	25.069	CSDAP1	44.8528
CSDA	1311.2288	CSDA	3465.8178
CSDC2	25.6804	CSDC2	13.8899
CSDE1	13089.3594	CSDE1	19871.8079
CSE1L	4831.8889	CSE1L	1680.6771
CSF1R	789.6722	CSF1R	1103.0891
CSF1	379.703	CSF1	1258.4822
CSF2RA	51.0551	CSF2RA	201.9822
CSF2RB	186.4886	CSF2RB	403.0963
CSF3R	249.4667	CSF3R	248.5712
CSF3	14.6745	CSF3	52.9552
CSGALNACT1	279.4272	CSGALNACT1	508.428
CSGALNACT2	1289.2171	CSGALNACT2	675.1067
CSK	384.9002	CSK	640.382
removed	removed	CSMD1	16.7836
CSMD2	25.3747	CSMD2	17.6517
CSN1S1	9.783	CSN1S1	4854.5178
removed	removed	CSN1S2A	1515.1559
removed	removed	CSN2	38684.2219
removed	removed	CSN3	5825.9423
CSNK1A1	7819.6808	CSNK1A1	4913.5499
CSNK1D	2483.9669	CSNK1D	2559.2129
CSNK1E	1222.0384	CSNK1E	2296.6766
CSNK1G1	750.8459	CSNK1G1	726.3257
CSNK1G2	496.182	CSNK1G2	686.3922
CSNK1G3	1073.0737	CSNK1G3	830.4999
CSNK2A1P	768.2719	CSNK2A1P	541.9952
CSNK2A1	2348.5334	CSNK2A1	1290.892
CSNK2A2	405.9948	CSNK2A2	830.2105
CSNK2B	4034.8	CSNK2B	1963.6895
CSPG4	580.2547	CSPG4	2860.45
CSPG5	50.7494	CSPG5	50.6402
CSPP1	504.9622	CSPP1	362.506
CSRNP1	1487.0173	CSRNP1	6090.429
CSRNP2	1167.8466	CSRNP2	834.8405
removed	removed	CSRNP3	37.9078
CSRP1	3917.4834	CSRP1	12412.3562
CSRP2BP	955.9833	CSRP2BP	730.0875
CSRP2	162.9482	CSRP2	550.9658
CST1	97.5244	removed	removed
CST3	4055.0569	CST3	4869.8546
CST6	96.3015	removed	removed
CST7	14.6745	CST7	30.9629
removed	removed	CST9	16.4942
CSTA	2974.646	CSTA	232.9451
CSTB	4181.9303	CSTB	1832.0191
CSTF1	1758.4957	CSTF1	525.7903
CSTF2T	1063.9022	CSTF2T	1072.1262
CSTF2	226.8435	CSTF2	175.6493
CSTF3	1390.0585	CSTF3	421.3007
CS	4762.4907	CS	10314.9823
CT62	19.8717	CT62	11.5749
CTAGE1	10.7002	removed	removed
CTAGE4	38.5206	CTAGE4	54.9808
CTAGE5	2593.2951	CTAGE5	669.652
CTAGE6	5.5029	CTAGE6	10.7068
CTAGE9	129.0134	CTAGE9	170.4406
CTBP1	1359.5783	CTBP1	1823.1006
CTBP2	2666.1755	CTBP2	1337.7704
CTBS	1231.4209	CTBS	433.1766
CTCFL	9.4375	CTCFL	9.0024
CTCF	1637.431	CTCF	1393.33
CTDP1	234.1808	CTDP1	364.3203
CTDSP1	1511.1691	CTDSP1	3630.471
CTDSP2	5328.6823	CTDSP2	9735.0792
CTDSPL2	844.0902	CTDSPL2	857.9903
CTDSPL	1399.5816	CTDSPL	1616.4364
CTF1	259.2497	CTF1	229.762
CTGF	20540.6488	CTGF	7974.5352
CTHRC1	3243.373	CTHRC1	293.424
CTH	298.076	CTH	193.5904
removed	removed	CTLA4	20.8348
CTNNA1	7036.123	CTNNA1	8373.2909
removed	removed	CTNNA3	5.4981
CTNNAL1	893.9224	CTNNAL1	930.0441
CTNNB1	13847.1971	CTNNB1	10015.9213
CTNNBIP1	421.8922	CTNNBIP1	1150.5462
CTNNBL1	619.9982	CTNNBL1	906.6049
CTNND1	12255.6636	CTNND1	9005.2232
CTNND2	752.9859	CTNND2	81.6031
CTNS	292.0228	CTNS	427.5512
CTPS2	931.5258	CTPS2	518.556
CTPS	359.5256	CTPS	178.543
CTR9	2207.597	CTR9	1504.4491
removed	removed	CTRL	7.5237
CTSA	3089.2784	CTSA	1905.841
CTSB	12411.5803	CTSB	10703.6099
CTSC	2793.966	CTSC	1420.8204
CTSD	16586.1734	CTSD	8152.2101
CTSE	75.5126	removed	removed
CTSF	653.0158	CTSF	2417.999
CTSG	28.7376	CTSG	206.0334
CTSH	1500.4689	CTSH	1224.0469
CTSK	7312.493	CTSK	4787.6727
CTSL1	1316.4261	CTSL1	1739.9986
CTSL2	160.8082	CTSL2	39.0653
CTSO	2061.769	CTSO	1358.6052
CTSS	1324.6805	CTSS	1250.9585
CTSW	11.6173	CTSW	57.8746
CTSZ	1408.7532	CTSZ	3048.5423
CTTNBP2NL	1045.8647	CTTNBP2NL	995.153
CTTNBP2	48.3036	CTTNBP2	317.1526
CTTN	2834.6267	CTTN	3197.8586
CTU1	18.9546	CTU1	24.8861
CTU2	51.5259	CTU2	141.8505
CTXN1	221.6463	CTXN1	24.8861
CUBN	44.9407	CUBN	106.1998
CUEDC1	588.2034	CUEDC1	303.2627
CUEDC2	200.8574	CUEDC2	650.51
CUL1	1721.1002	CUL1	1639.1608
CUL2	1544.7982	CUL2	727.1938
CUL3	3401.124	CUL3	1974.9693
CUL4A	2855.1098	CUL4A	1869.6376
CUL4B	3747.1979	CUL4B	2221.5149
CUL5	1335.0749	CUL5	1172.5385
CUL7	574.7395	CUL7	1215.9039
CUL9	365.3342	CUL9	786.5152
CUTA	1847.46	CUTA	1154.0187
CUTC	186.7943	CUTC	426.5008
CUX1	1261.7024	CUX1	1340.6641
removed	removed	CUX2	13.8899
CUZD1	8.606	CUZD1	11.6907
CWC15	564.9687	CWC15	778.1234
CWC22	747.1773	CWC22	849.8879
CWC25	2609.9232	CWC25	505.8236
CWC27	335.9852	CWC27	457.7877
CWF19L1	572.6117	CWF19L1	450.2641
CWF19L2	361.0541	CWF19L2	653.1144
CX3CL1	343.0167	CX3CL1	6160.1678
CX3CR1	115.5618	CX3CR1	264.4867
CXADRP3	69.3982	removed	removed
CXADR	62.6724	CXADR	147.8695
CXCL10	147.968	CXCL10	125.2984
CXCL11	40.6606	CXCL11	32.1204
CXCL12	5199.9746	CXCL12	12044.8528
CXCL13	30.5719	removed	removed
CXCL14	1972.1933	CXCL14	5096.4335
CXCL16	1073.0737	CXCL16	901.6856
CXCL17	1717.8351	CXCL17	38.776
CXCL1	14.3688	CXCL1	26.0436
CXCL2	240.9066	CXCL2	373.8696
CXCL3	8.8659	CXCL3	10.128
removed	removed	CXCL5	9.8387
removed	removed	CXCL6	7.5237
CXCL9	106.3902	CXCL9	404.8325
CXCR1	18.6489	CXCR1	32.6991
CXCR2	18.0374	CXCR2	69.7388
CXCR3	15.286	CXCR3	14.1793
CXCR4	2821.7865	CXCR4	400.7813
CXCR5	6.7258	removed	removed
CXCR6	19.2603	CXCR6	23.1498
CXCR7	2074.9149	CXCR7	1965.7093
CXXC1	183.4314	CXXC1	710.6996
CXXC4	17.7317	CXXC4	14.758
CXXC5	243.3523	CXXC5	387.7595
CXorf21	57.7809	CXorf21	50.3509
CXorf23	429.5352	CXorf23	317.7313
CXorf26	636.507	CXorf26	312.812
CXorf36	486.0932	CXorf36	2369.095
CXorf38	222.5634	CXorf38	243.3625
CXorf40A	447.8783	CXorf40A	277.5085
CXorf40B	415.4721	CXorf40B	354.4817
CXorf42	13.1459	CXorf42	36.1716
removed	removed	CXorf49B	5.7875
removed	removed	CXorf50B	5.7875
CXorf56	272.7014	CXorf56	245.9669
CXorf57	31.1833	CXorf57	53.534
CYB561D1	117.7018	CYB561D1	442.7404
CYB561D2	498.9334	CYB561D2	236.4176
CYB561	4061.477	CYB561	1186.4284
CYB5A	1957.8245	CYB5A	5069.8112
CYB5B	1514.8377	CYB5B	1750.1266
CYB5D1	748.0944	CYB5D1	640.0926
CYB5D2	324.0621	CYB5D2	593.2142
CYB5R1	2331.7189	CYB5R1	1336.6129
CYB5R2	166.9226	CYB5R2	178.8324
CYB5R3	3838.3022	CYB5R3	8361.4266
CYB5R4	497.4048	CYB5R4	272.0104
CYB5RL	42.4949	CYB5RL	117.7747
CYBASC3	1041.8904	CYBASC3	998.3361
CYBA	90.1871	CYBA	438.9785
CYBB	1093.5569	CYBB	571.5112
CYBRD1	16246.2139	CYBRD1	14819.359
CYC1	1290.4399	CYC1	1746.3648
CYCS	2561.6196	CYCS	1606.5977
CYFIP1	2286.4725	CYFIP1	3348.3325
