gene_id	TCGA-BH-A0HA-01A-11R-A12P-07	gene_id	TCGA-BH-A0HA-11A-31R-A12P-07
MKX	8.3498	MKX	17.0316
MLC1	16.2356	MLC1	8.1103
MLEC	4064.0148	MLEC	3338.605
MLF1IP	753.5336	MLF1IP	289.3593
MLF1	254.2039	MLF1	405.515
MLF2	5013.5684	MLF2	2284.266
removed	removed	MLH1	877.129
MLH3	364.6063	MLH3	1024.3309
MLKL	273.6867	MLKL	229.5215
MLL2	1543.8293	MLL2	3148.3333
MLL3	1392.0909	MLL3	3677.6156
MLL4	757.0451	MLL4	1417.6805
MLL5	1758.1259	MLL5	4149.262
MLLT10	357.6482	MLLT10	1218.1671
MLLT11	169.7785	MLLT11	96.9181
MLLT1	1805.868	MLLT1	1350.365
MLLT3	364.6063	MLLT3	447.283
MLLT4	1480.6912	MLLT4	4858.8808
MLLT6	2763.3074	MLLT6	5533.6577
MLL	959.7588	MLL	4504.4607
MLPH	4991.7662	MLPH	1653.2847
MLST8	989.8179	MLST8	681.6221
MLXIPL	16.6995	MLXIPL	46.6342
MLXIP	351.1539	MLXIP	1075.8313
MLX	1337.7711	MLX	1041.0178
MLYCD	220.3409	MLYCD	218.1671
MMAA	344.1958	MMAA	377.94
MMAB	599.7913	MMAB	677.2101
MMACHC	102.5165	MMACHC	241.6869
MMADHC	1513.1625	MMADHC	1768.8564
MMD	342.3403	MMD	111.9221
MMEL1	80.116	MMEL1	5.9692
MME	404.4996	MME	5090.4298
MMGT1	427.6934	MMGT1	870.2352
MMP10	209.2079	removed	removed
MMP11	24308.0135	MMP11	31.2247
MMP13	885.0748	removed	removed
MMP14	21234.3732	MMP14	2552.3114
MMP15	1491.3603	MMP15	221.0057
MMP16	269.9756	MMP16	99.3512
MMP17	139.6266	MMP17	46.6342
MMP19	663.8061	MMP19	305.7583
MMP1	5.1026	removed	removed
MMP23B	143.3376	MMP23B	15.0041
MMP24	460.1647	MMP24	277.7778
MMP25	129.0363	MMP25	24.1403
MMP27	7.422	removed	removed
MMP28	214.3106	MMP28	54.7445
MMP2	20316.3632	MMP2	2601.3788
MMP3	370.1728	removed	removed
MMP7	475.9364	MMP7	1869.8297
MMP9	417.4881	removed	removed
MMRN1	105.7637	MMRN1	52.3114
MMRN2	1280.7608	MMRN2	968.7753
MMS19	939.8121	MMS19	1615.5718
MN1	554.3314	MN1	49.0673
MNAT1	304.3024	MNAT1	287.5101
MND1	44.0682	MND1	21.4923
MNDA	346.0513	MNDA	92.8629
MNS1	163.2842	MNS1	197.4858
MNT	372.956	MNT	781.0219
MNX1	9.7414	removed	removed
MOAP1	886.4664	MOAP1	930.2514
MOB2	1004.7547	MOB2	478.5077
MOBKL1A	906.877	MOBKL1A	1070.5596
MOBKL1B	609.5326	MOBKL1B	587.1857
MOBKL2A	1669.9525	MOBKL2A	733.5766
MOBKL2B	228.6907	MOBKL2B	886.8613
MOBKL2C	520.4685	MOBKL2C	474.8581
MOBKL3	1104.0241	MOBKL3	1170.7218
MOCOS	257.9149	MOCOS	219.3836
MOCS1	409.5002	MOCS1	1207.4858
MOCS2	1104.488	MOCS2	637.4696
MOCS3	190.6529	MOCS3	208.0292
MOGAT2	26.4409	MOGAT2	17.8427
MOGS	1376.783	MOGS	929.0349
MON1A	151.2235	MON1A	129.7648
MON1B	515.3659	MON1B	580.292
MON2	731.5319	MON2	2149.635
MORC2	934.2456	MORC2	1067.3155
MORC3	574.742	MORC3	1642.7413
MORC4	363.6785	MORC4	486.2125
MORF4L1	4494.0276	MORF4L1	3771.6951
MORF4L2	5396.7297	MORF4L2	3655.2879
removed	removed	MORF4	6.4882
removed	removed	MORN1	120.0324
MORN2	352.0816	MORN2	159.7729
MORN3	56.129	MORN3	5.2717
MORN4	248.1735	MORN4	255.88
MOSC1	177.2005	MOSC1	326.8451
MOSC2	273.6867	MOSC2	390.1054
MOSPD1	278.7893	MOSPD1	209.6513
MOSPD2	145.657	MOSPD2	284.6715
MOSPD3	532.9932	MOSPD3	186.5369
MOV10L1	9.2775	removed	removed
MOV10	1869.8829	MOV10	847.5264
MOXD1	312.1883	MOXD1	27.575
MPDU1	1658.3556	MPDU1	515.0041
MPDZ	430.9405	MPDZ	2152.8792
MPEG1	661.9506	MPEG1	353.2036
MPG	1269.1639	MPG	374.6959
MPHOSPH10	1205.149	MPHOSPH10	1278.9943
MPHOSPH6	343.7319	MPHOSPH6	533.2522
MPHOSPH8	616.9547	MPHOSPH8	1736.8208
MPHOSPH9	80.2505	MPHOSPH9	182.4818
MPI	956.5117	MPI	788.7267
MPL	13.9163	MPL	36.4964
MPND	574.742	MPND	239.6594
removed	removed	MPO	28.3861
MPP1	328.8879	MPP1	304.1363
MPP2	226.3713	MPP2	450.1217
MPP3	107.6192	MPP3	144.3633
MPP5	416.0965	MPP5	1134.2255
MPP6	14.844	MPP6	133.82
MPP7	482.4307	MPP7	627.7372
MPPE1	535.7764	MPPE1	540.146
removed	removed	MPPED1	25.8637
MPPED2	70.0452	MPPED2	225.0608
MPRIP	1475.5885	MPRIP	2182.8873
MPST	933.3179	MPST	483.3739
MPV17L2	495.4192	MPV17L2	144.3633
MPV17L	79.3227	MPV17L	259.5296
MPV17	1399.9768	MPV17	468.7753
MPZL1	3531.0217	MPZL1	8510.1379
MPZL2	276.4699	MPZL2	987.8345
MPZL3	8.3498	MPZL3	77.0479
MPZ	11.133	MPZ	18.2482
MR1	259.3065	MR1	183.6983
MRAP2	20.8744	MRAP2	65.2879
MRAS	495.8831	MRAS	1718.1671
MRC1	53.8096	MRC1	20.2758
MRC2	5442.1895	MRC2	1573.3982
MRE11A	371.5644	MRE11A	1004.0552
MREG	1486.2577	MREG	583.8889
MRFAP1L1	3598.7475	MRFAP1L1	1514.193
MRFAP1	9323.9012	MRFAP1	5053.528
MRGPRF	208.2802	MRGPRF	100.1622
MRGPRX3	5.5665	MRGPRX3	43.3901
MRI1	417.952	MRI1	687.3479
MRM1	106.6914	MRM1	121.249
MRO	28.2964	MRO	26.764
MRP63	1467.9717	MRP63	521.8005
MRPL10	1061.3476	MRPL10	890.5109
MRPL11	552.4759	MRPL11	579.4809
MRPL12	1086.3968	MRPL12	356.0422
MRPL13	678.1862	MRPL13	348.7429
MRPL14	1731.6479	MRPL14	341.0381
MRPL15	950.4813	MRPL15	504.8662
MRPL16	1119.332	MRPL16	547.0397
MRPL17	1532.6453	MRPL17	493.9173
MRPL18	791.8358	MRPL18	644.3633
MRPL19	1387.916	MRPL19	1190.9976
MRPL1	427.6934	MRPL1	386.0503
MRPL20	2719.3877	MRPL20	889.6918
MRPL21	691.6386	MRPL21	397.8102
MRPL22	939.3483	MRPL22	282.644
MRPL23	1224.6318	MRPL23	256.2855
MRPL24	1961.2664	MRPL24	701.541
MRPL27	1577.6412	MRPL27	398.6212
MRPL28	1292.3576	MRPL28	447.6886
MRPL2	609.5326	MRPL2	374.6959
MRPL30	882.9642	MRPL30	1057.1857
MRPL32	1045.1119	MRPL32	655.7178
MRPL33	229.1546	MRPL33	226.2774
MRPL34	676.3307	MRPL34	332.5223
MRPL35	995.4772	MRPL35	654.0957
MRPL36	475.9364	MRPL36	165.0446
MRPL37	1476.9802	MRPL37	1133.0089
MRPL38	922.1849	MRPL38	614.4039
MRPL39	464.8034	MRPL39	313.4631
MRPL3	2043.8363	MRPL3	1590.8354
MRPL40	992.2301	MRPL40	429.4404
MRPL41	1176.3887	MRPL41	186.1314
removed	removed	MRPL42P5	6.9586
MRPL42	959.7588	MRPL42	568.1265
MRPL43	1522.1292	MRPL43	928.9092
MRPL44	652.2092	MRPL44	542.1736
MRPL45	779.3111	MRPL45	1312.6521
MRPL46	373.8838	MRPL46	345.9043
MRPL47	1106.3435	MRPL47	326.0341
MRPL48	494.9554	MRPL48	340.6326
MRPL49	1595.7323	MRPL49	1319.1403
MRPL4	657.7757	MRPL4	596.1071
MRPL50	525.5711	MRPL50	353.2036
MRPL51	2470.138	MRPL51	851.176
MRPL52	842.8621	MRPL52	268.8564
MRPL53	762.2776	MRPL53	252.7048
MRPL54	938.8844	MRPL54	332.5223
MRPL55	738.4901	MRPL55	296.026
MRPL9	1054.357	MRPL9	904.8986
MRPS10	1002.4353	MRPS10	801.2976
MRPS11	690.247	MRPS11	331.3058
MRPS12	680.9695	MRPS12	227.4939
MRPS14	398.9331	MRPS14	296.026
MRPS15	2429.7808	MRPS15	611.9221
MRPS16	2072.295	MRPS16	1152.0681
MRPS17	350.69	MRPS17	160.0689
MRPS18A	868.8392	MRPS18A	515.0041
MRPS18B	1449.1476	MRPS18B	1343.4712
MRPS18C	448.8415	MRPS18C	194.6067
MRPS21	2123.159	MRPS21	804.5418
MRPS22	657.3118	MRPS22	420.1135
MRPS23	806.2159	MRPS23	439.1727
MRPS24	936.565	MRPS24	661.395
MRPS25	442.0086	MRPS25	1106.6139
MRPS26	1427.3455	MRPS26	590.8354
MRPS27	1173.1416	MRPS27	1930.6569
MRPS28	265.2209	MRPS28	216.3301
MRPS2	954.6051	MRPS2	913.9538
MRPS30	540.879	MRPS30	449.3106
MRPS31	539.9513	MRPS31	515.0041
MRPS33	788.5887	MRPS33	585.9692
MRPS34	1814.2178	MRPS34	508.1103
MRPS35	1350.806	MRPS35	1268.8564
MRPS36	670.3004	MRPS36	256.2855
MRPS5	482.4307	MRPS5	691.4031
MRPS6	702.1037	MRPS6	503.4834
MRPS7	1129.8574	MRPS7	691.5612
MRPS9	469.4422	MRPS9	584.3471
MRRF	452.2788	MRRF	689.781
MRS2	700.4523	MRS2	768.8564
MRTO4	1247.3617	MRTO4	1057.1776
MRVI1	582.164	MRVI1	1030.4136
MS4A14	281.656	MS4A14	30.0689
MS4A1	69.1175	MS4A1	38.5239
MS4A2	194.8278	MS4A2	6.4882
MS4A4A	145.657	MS4A4A	45.0122
MS4A6A	1147.1646	MS4A6A	320.7624
MS4A7	1134.0925	MS4A7	141.8694
MS4A8B	6.9581	removed	removed
MSC	321.0669	MSC	12.8589
MSH2	799.7217	MSH2	1252.2303
MSH3	389.0757	MSH3	659.8297
MSH5	66.3342	MSH5	365.2636
MSH6	1056.2449	MSH6	2077.0479
MSI1	15.7718	MSI1	143.1468
MSI2	200.3943	MSI2	278.9943
MSL1	2234.953	MSL1	2049.0673
MSL2	893.8884	MSL2	1578.6699
MSL3L2	223.1242	MSL3L2	113.1387
MSL3	513.9743	MSL3	653.6902
removed	removed	MSLN	5.6772
MSMB	1605.0099	removed	removed
MSMP	17.1634	MSMP	37.7129
MSN	7587.1506	MSN	6060.4217
MSR1	1209.3239	MSR1	207.2182
MSRA	218.9493	MSRA	195.4582
MSRB2	1167.1112	MSRB2	243.7145
MSRB3	1476.9802	MSRB3	2543.3901
MST1P2	11.133	MST1P2	241.2814
removed	removed	MST1P9	190.5921
MST1R	153.5429	MST1R	157.3398
MST1	32.0074	MST1	150.8516
MST4	333.0627	MST4	584.3471
MSTN	9.7414	MSTN	10.5434
MSTO1	643.043	MSTO1	787.1168
MSTO2P	68.4217	MSTO2P	193.9173
MSX1	109.9385	MSX1	36.0908
MSX2	159.5732	MSX2	270.073
MT1A	10.6691	removed	removed
MT1E	469.9061	MT1E	1272.9116
MT1F	145.1931	MT1F	108.678
MT1G	93.7029	MT1G	162.206
MT1L	22.266	MT1L	59.6107
MT1M	12.5246	MT1M	102.1898
MT1X	424.4462	MT1X	4317.1127
MT2A	1961.2664	MT2A	3834.9554
MTA1	964.3975	MTA1	1175.9935
MTA2	2575.4378	MTA2	1539.335
MTA3	1984.924	MTA3	966.7478
MTAP	612.7798	MTAP	1130.5758
MTBP	56.5928	MTBP	175.588
MTCH1	3047.6632	MTCH1	2628.1427
MTCH2	2146.3528	MTCH2	915.2474
MTCP1NB	395.0644	MTCP1NB	202.9157
MTCP1	24.7431	MTCP1	29.4444
MTDH	2419.5756	MTDH	3295.6204
MTERFD1	314.9716	MTERFD1	274.9392
MTERFD2	316.8271	MTERFD2	646.3909
MTERFD3	751.9425	MTERFD3	569.3431
MTERF	212.4551	MTERF	363.3414
MTF1	315.4355	MTF1	892.5385
MTF2	563.609	MTF2	748.1752
MTFMT	186.9419	MTFMT	230.738
MTFR1	378.0587	MTFR1	376.7478
MTG1	496.347	MTG1	371.4517
MTHFD1L	279.2532	MTHFD1L	277.3723
removed	removed	MTHFD1	1568.1509
MTHFD2L	235.9921	MTHFD2L	389.635
MTHFD2	1563.261	MTHFD2	543.7956
MTHFR	477.7038	MTHFR	574.5702
MTHFSD	396.1498	MTHFSD	494.3228
MTHFS	920.3294	MTHFS	281.8329
MTIF2	673.0836	MTIF2	960.665
MTIF3	1340.6007	MTIF3	772.5061
MTL5	486.6056	MTL5	282.644
MTM1	209.2079	MTM1	441.6058
MTMR10	596.1684	MTMR10	1585.6002
MTMR11	163.2842	MTMR11	362.9359
MTMR12	736.6346	MTMR12	2560.0162
MTMR14	661.4867	MTMR14	761.9627
MTMR15	281.0205	MTMR15	1047.4088
MTMR1	721.7906	MTMR1	1133.0089
MTMR2	682.3611	MTMR2	903.0819
MTMR3	802.5049	MTMR3	2098.5401
MTMR4	732.9236	MTMR4	1363.3414
MTMR6	569.6393	MTMR6	983.7794
MTMR7	65.8796	MTMR7	62.8102
removed	removed	MTMR8	23.9254
MTMR9L	36.1823	MTMR9L	215.3285
MTMR9	410.0568	MTMR9	544.1363
MTO1	221.7326	MTO1	646.3909
MTOR	1008.0019	MTOR	1807.7859
MTP18	242.2173	MTP18	175.4298
MTPAP	408.6745	MTPAP	778.1144
MTRF1L	172.0979	MTRF1L	298.8646
MTRF1	116.8967	MTRF1	190.9976
MTRR	337.7015	MTRR	742.0925
MTR	1098.9215	MTR	1811.841
MTSS1L	1007.0741	MTSS1L	1460.665
MTSS1	1249.2126	MTSS1	1754.2498
MTUS1	2268.816	MTUS1	2386.8613
MTUS2	66.3342	MTUS2	13.382
MTX1	1247.3617	MTX1	369.8297
MTX2	851.2119	MTX2	510.5434
MTX3	519.5408	MTX3	1027.1695
removed	removed	MUC15	573.8037
removed	removed	MUC16	180.4542
MUC1	7965.6732	MUC1	1207.2182
MUC20	982.9526	MUC20	274.5337
removed	removed	MUC4	26.764
removed	removed	MUC5B	186.5369
MUC6	22.266	MUC6	510.5434
removed	removed	MUC7	43.7956
MUCL1	149.368	MUCL1	8885.2393
MUDENG	885.5387	MUDENG	789.5377
MUL1	903.6298	MUL1	809.0024
MUM1L1	160.9649	MUM1L1	13.7875
MUM1	555.2592	MUM1	1017.4371
MUS81	368.3173	MUS81	558.3942
MUSTN1	46.8514	MUSTN1	41.3625
MUTED	345.1235	MUTED	468.7753
MUTYH	206.7355	MUTYH	215.146
MUT	636.9013	MUT	997.5669
MVD	557.1147	MVD	271.2895
MVK	515.8298	MVK	334.1444
MVP	3842.2823	MVP	1071.3706
MX1	10269.7437	MX1	819.1403
MX2	1648.1503	MX2	135.0365
MXD1	318.2187	MXD1	551.5004
MXD3	241.7674	MXD3	68.7835
MXD4	2757.277	MXD4	1283.8605
MXI1	664.7339	MXI1	2852.3925
MXRA5	15379.3343	MXRA5	3289.5377
MXRA7	2369.477	MXRA7	1907.5426
MXRA8	4542.7345	MXRA8	1392.944
MYADM	3473.0372	MYADM	4644.7689
MYBBP1A	565.1212	MYBBP1A	2034.0105
removed	removed	MYBL1	121.249
MYBL2	480.5752	MYBL2	128.5483
removed	removed	MYBPC1	527.9805
MYB	1540.5311	MYB	802.5142
MYCBP2	716.2241	MYCBP2	2679.6431
removed	removed	MYCBPAP	15.8151
MYCBP	1020.1693	MYCBP	565.6934
MYCL1	99.7333	MYCL1	206.4071
MYCN	17.6273	removed	removed
MYCT1	426.7656	MYCT1	326.4396
MYC	955.12	MYC	11007.7048
MYD88	1506.6682	MYD88	745.3366
MYEF2	499.9281	MYEF2	666.0057
MYEOV2	1031.6595	MYEOV2	338.605
MYEOV	9.7414	MYEOV	1268.4509
MYH10	1472.8053	MYH10	2433.09
MYH11	1936.449	MYH11	24442.7453
MYH13	5.1026	removed	removed
MYH14	2085.5851	MYH14	1811.841
MYH3	6.4943	MYH3	125.7097
removed	removed	MYH7B	35.6853
MYH9	24378.9864	MYH9	35603.4063
MYL12A	9505.2766	MYL12A	4791.5653
MYL12B	12028.7603	MYL12B	5096.9181
MYL5	416.3052	MYL5	128.9173
MYL6B	965.7892	MYL6B	535.6853
MYL6	27538.4437	MYL6	9696.6748
MYL7	70.973	removed	removed
MYL9	8278.3254	MYL9	9648.013
MYLIP	815.4934	MYLIP	1996.3504
MYLK2	24.5854	removed	removed
removed	removed	MYLK3	11.3544
MYLK4	7.8859	MYLK4	83.5361
MYLK	3302.331	MYLK	24969.1646
MYNN	353.4733	MYNN	729.927
MYO10	1103.0964	MYO10	1480.1298
MYO15A	14.844	MYO15A	17.8427
MYO15B	438.3625	MYO15B	1607.867
MYO16	9.2775	MYO16	5.6772
MYO18A	846.2299	MYO18A	2605.0608
MYO19	479.2995	MYO19	656.1354
MYO1B	3051.3742	MYO1B	2078.2644
MYO1C	4464.8034	MYO1C	3441.2003
MYO1D	2646.4108	MYO1D	2116.7883
MYO1E	1096.6021	MYO1E	1137.8751
MYO1F	320.0742	MYO1F	243.309
MYO1G	181.3754	MYO1G	95.296
removed	removed	MYO1H	101.7843
MYO3A	19.0189	MYO3A	9.7324
MYO3B	10.6691	removed	removed
MYO5A	699.5245	MYO5A	938.3617
MYO5B	1752.5223	MYO5B	2082.3195
MYO5C	814.7188	MYO5C	1815.4988
MYO6	2369.477	MYO6	2372.2628
MYO7A	46.8514	MYO7A	49.0673
MYO7B	8.3498	removed	removed
MYO9A	173.9534	MYO9A	1278.9943
MYO9B	1718.6594	MYO9B	1780.6164
MYOCD	12.0608	MYOCD	20.6813
removed	removed	MYOC	10.9489
MYOF	6335.6141	MYOF	7070.1541
MYOM1	33.399	MYOM1	124.0876
MYOM2	47.3153	MYOM2	36.0908
MYOM3	36.1823	MYOM3	94.0795
removed	removed	MYOT	10.1379
MYOZ1	20.8744	MYOZ1	27.575
removed	removed	MYOZ2	7.2993
MYOZ3	77.9311	MYOZ3	38.5239
MYPOP	231.9378	MYPOP	99.7567
MYRIP	28.2964	MYRIP	96.1071
MYSM1	85.817	MYSM1	483.3739
MYST1	773.2808	MYST1	726.6829
MYST2	1114.6933	MYST2	1944.4444
MYST3	1329.0038	MYST3	2813.0576
MYST4	2774.9043	MYST4	1890.5109
MYT1	109.4747	removed	removed
MZF1	317.0869	MZF1	375.0446
N4BP1	1323.4373	N4BP1	1761.5572
N4BP2L1	182.3031	N4BP2L1	1087.5912
N4BP2L2	1181.0275	N4BP2L2	2675.588
N4BP2	87.6725	N4BP2	560.0162
N4BP3	551.0843	N4BP3	236.8208
N6AMT1	265.8008	N6AMT1	328.4672
N6AMT2	335.846	N6AMT2	127.7372
NAA10	1104.9519	NAA10	512.1655
NAA15	864.6643	NAA15	1565.2879
NAA16	141.0182	NAA16	845.0933
NAA20	1765.9747	NAA20	692.2141
NAA25	413.7771	NAA25	1077.8589
NAA30	430.0128	NAA30	872.2628
NAA35	419.8075	NAA35	534.4688
NAA38	543.6623	NAA38	414.4363
NAA40	391.0472	NAA40	645.5799
NAA50	2179.7518	NAA50	2931.468
NAAA	1109.5906	NAAA	766.8289
NAALAD2	11.133	NAALAD2	16.2206
NAALADL1	64.4787	NAALADL1	129.3593
NAALADL2	372.956	NAALADL2	504.4607
NAB1	521.3963	NAB1	1767.2344
NAB2	774.6724	NAB2	486.618
NACA2	27.8325	NACA2	46.2287
NACAD	96.95	NACAD	203.5685
NACAP1	125.7103	NACAP1	194.2417
NACA	19660.9069	NACA	27918.4915
NACC1	2619.9698	NACC1	676.399
NACC2	16.2356	NACC2	30.4136
NADK	1067.3779	NADK	842.2547
NADSYN1	848.8925	NADSYN1	839.8216
NAE1	992.2301	NAE1	1062.8548
NAF1	336.3099	NAF1	239.2539
NAGA	1100.777	NAGA	642.7413
NAGK	1680.6216	NAGK	658.1509
NAGLU	831.2652	NAGLU	490.2676
NAGPA	196.6833	NAGPA	178.9781
NAGS	75.1479	NAGS	94.0795
NAIF1	250.4929	NAIF1	178.8321
NAIP	44.0682	NAIP	92.4574
removed	removed	NALCN	529.1971
NAMPT	1751.5946	NAMPT	2427.0073
NANOS1	227.2991	NANOS1	326.8451
NANOS3	8.3498	NANOS3	5.2717
NANP	205.9608	NANP	144.7689
NANS	2432.1002	NANS	584.7526
NAP1L1	6164.4439	NAP1L1	10811.4355
NAP1L2	31.0797	NAP1L2	289.1322
NAP1L3	195.7555	NAP1L3	195.4582
NAP1L4	3807.4916	NAP1L4	2389.6999
NAP1L5	187.4058	NAP1L5	229.116
removed	removed	NAP1L6	13.382
NAPA	6708.1155	NAPA	2317.7332
NAPB	181.3754	NAPB	538.1184
NAPEPLD	285.1351	NAPEPLD	565.4704
NAPG	728.7487	NAPG	743.7145
NAPRT1	786.2693	NAPRT1	178.4266
NAPSA	6.4943	NAPSA	10.9489
NAPSB	342.8041	NAPSB	135.0365
NARFL	767.2504	NARFL	465.1257
NARF	539.9513	NARF	418.4915
NARG2	736.1707	NARG2	1544.2011
NARS2	309.4051	NARS2	438.7672
NARS	3211.4113	NARS	2847.9319
NASP	2246.086	NASP	1988.6456
removed	removed	NAT10	1609.8946
NAT14	649.426	NAT14	136.6586
NAT15	1751.1307	NAT15	789.1322
NAT1	4533.9209	NAT1	47.4453
NAT2	8.8136	removed	removed
NAT6	143.9545	NAT6	227.9035
NAT8L	8.8136	NAT8L	42.5791
NAT8	9.7414	removed	removed
NAT9	590.5137	NAT9	551.0949
NAV1	1415.7486	NAV1	1278.9943
NAV2	174.4173	NAV2	5866.2895
NAV3	113.1857	NAV3	308.5969
NBAS	867.9114	NBAS	1616.3828
NBEAL1	44.5321	NBEAL1	444.85
NBEAL2	549.6927	NBEAL2	1818.3293
NBEA	191.1168	NBEA	615.9773
NBL1	11023.5417	NBL1	1158.9619
NBLA00301	10.6691	NBLA00301	23.5199
NBN	2070.741	NBN	1863.3414
NBPF10	328.4889	NBPF10	1306.472
NBPF14	251.3371	NBPF14	1176.6221
NBPF15	147.9763	NBPF15	418.9132
NBPF16	44.5321	NBPF16	105.4339
NBPF1	234.2572	NBPF1	1169.9108
NBPF3	139.6266	NBPF3	530.4136
NBPF4	12.0608	NBPF4	6.4882
NBPF9	61.8717	NBPF9	419.1444
NBR1	3734.1992	NBR1	5302.9197
NBR2	175.345	NBR2	155.7178
NCALD	216.6299	NCALD	3015.4096
NCAM1	56.129	NCAM1	55.9611
NCAM2	61.6955	NCAM2	107.056
NCAPD2	1244.5785	NCAPD2	1545.0122
NCAPD3	419.3436	NCAPD3	678.8321
NCAPG2	328.8879	NCAPG2	442.8224
NCAPG	260.559	NCAPG	74.412
NCAPH2	833.1207	NCAPH2	684.5093
NCAPH	81.1782	NCAPH	80.292
NCBP1	816.2728	NCBP1	906.5247
NCBP2	1974.2549	NCBP2	1687.7534
NCCRP1	23.1938	NCCRP1	78.6699
NCDN	2660.327	NCDN	628.5483
NCEH1	273.2228	NCEH1	257.0965
NCF1B	62.6232	removed	removed
NCF1C	26.4409	NCF1C	5.2717
NCF1	102.0526	NCF1	17.0316
NCF2	256.5233	NCF2	59.6107
NCF4	163.2842	NCF4	61.6383
NCK1	552.0121	NCK1	884.0227
NCK2	677.2585	NCK2	1692.2141
NCKAP1L	476.8642	NCKAP1L	224.2498
NCKAP1	3226.7192	NCKAP1	4463.0981
NCKAP5L	719.0073	NCKAP5L	820.7624
NCKAP5	112.2579	NCKAP5	320.7624
NCKIPSD	505.1606	NCKIPSD	756.691
NCLN	1681.0855	NCLN	867.8021
NCL	12513.0465	NCL	14068.532
NCOA1	1640.2644	NCOA1	2854.8256
NCOA2	236.5766	NCOA2	1712.4899
NCOA3	961.1504	NCOA3	1713.3009
NCOA4	4404.0357	NCOA4	5515.0041
NCOA5	1299.7797	NCOA5	1620.0324
NCOA6	1772.9329	NCOA6	2011.3544
NCOA7	388.7278	NCOA7	1626.1152
NCOR1	2010.9011	NCOR1	3360.9084
NCOR2	3879.3923	NCOR2	3970.8029
NCR3	14.844	removed	removed
removed	removed	NCRNA00032	6.4882
NCRNA00081	364.9913	NCRNA00081	181.9262
NCRNA00085	39.8933	NCRNA00085	62.4493
NCRNA00086	36.6462	NCRNA00086	339.4161
NCRNA00087	22.266	NCRNA00087	111.9221
removed	removed	NCRNA00092	57.5831
NCRNA00093	58.8194	NCRNA00093	22.2506
NCRNA00094	1148.3753	NCRNA00094	610.7218
NCRNA00095	39.8933	NCRNA00095	44.2011
NCRNA00105	21.3568	NCRNA00105	79.4809
NCRNA00107	5.5665	NCRNA00107	7.2993
removed	removed	NCRNA00110	26.3585
NCRNA00115	13.4524	NCRNA00115	32.4412
NCRNA00116	214.3106	NCRNA00116	81.914
NCRNA00120	20.8744	NCRNA00120	88.4023
NCRNA00152	366.4618	NCRNA00152	98.5401
NCRNA00160	21.3383	removed	removed
removed	removed	NCRNA00162	10.9489
removed	removed	NCRNA00169	7.7048
NCRNA00171	12.3391	NCRNA00171	47.425
NCRNA00173	6.9581	NCRNA00173	50.2839
NCRNA00174	120.1438	NCRNA00174	190.1865
NCRNA00176	28.2964	NCRNA00176	12.9765
NCRNA00181	230.4302	NCRNA00181	129.9513
NCRNA00182	25.0493	NCRNA00182	105.8394
NCRNA00183	399.397	NCRNA00183	452.1492
NCRNA00188	6178.3602	NCRNA00188	14723.0333
NCRNA00201	539.2601	NCRNA00201	1717.8102
NCRNA00202	5.1026	removed	removed
removed	removed	NCRNA00204B	11.7599
NCRNA00219	465.2673	NCRNA00219	1106.6504
removed	removed	NCRNA00235	5.6772
NCS1	623.4489	NCS1	472.425
NCSTN	3275.0504	NCSTN	2830.0324
NDC80	248.1735	NDC80	32.0357
NDE1	361.5911	NDE1	452.6318
NDEL1	528.8183	NDEL1	1191.4031
NDFIP1	3135.7996	NDFIP1	3020.2758
NDFIP2	790.4442	NDFIP2	737.6318
NDNL2	757.9729	NDNL2	316.7072
NDN	525.5711	NDN	456.2044
NDOR1	754.7257	NDOR1	394.9716
NDP	17.6273	NDP	48.6618
NDRG1	2042.4446	NDRG1	2430.2514
NDRG2	1100.3131	NDRG2	15447.283
NDRG3	979.2416	NDRG3	1128.5483
NDRG4	364.1424	NDRG4	129.3593
NDST1	2986.4316	NDST1	6029.1971
NDST2	483.8223	NDST2	689.781
NDUFA10	1528.0065	NDUFA10	1575.8313
NDUFA11	1936.2171	NDUFA11	868.6131
NDUFA12	1512.6986	NDUFA12	370.6407
NDUFA13	5058.7962	NDUFA13	955.8435
NDUFA1	3639.5686	NDUFA1	761.9627
NDUFA2	1883.3353	NDUFA2	415.2474
NDUFA3	1630.0591	NDUFA3	275.3447
NDUFA4L2	503.3051	NDUFA4L2	96.5126
NDUFA4	4334.4544	NDUFA4	1974.4526
NDUFA5	2910.8199	NDUFA5	1240.0649
NDUFA6	1230.1983	NDUFA6	487.0235
NDUFA7	1178.7081	NDUFA7	299.6756
NDUFA8	1685.7242	NDUFA8	459.854
NDUFA9	1479.2995	NDUFA9	723.4388
NDUFAB1	1008.4657	NDUFAB1	465.5312
NDUFAF1	719.0073	NDUFAF1	253.4469
NDUFAF2	194.3639	NDUFAF2	153.2847
NDUFAF3	1181.4914	NDUFAF3	479.7242
NDUFAF4	160.0371	NDUFAF4	230.3325
NDUFB10	2247.0138	NDUFB10	785.8881
NDUFB11	2304.5344	NDUFB11	752.2303
NDUFB1	1494.1436	NDUFB1	319.1403
NDUFB2	2327.2457	NDUFB2	528.7875
NDUFB3	893.8884	NDUFB3	299.2701
NDUFB4	4351.6178	NDUFB4	1040.5515
NDUFB5	1656.9639	NDUFB5	885.6448
NDUFB6	1021.9181	NDUFB6	401.4599
