gene_id	TCGA-BH-A0BT-01A-11R-A12P-07	gene_id	TCGA-BH-A0BT-11A-21R-A12P-07
PIGA	169.4961	PIGA	289.0304
PIGB	255.5671	PIGB	275.2854
PIGC	1260.8667	PIGC	760.3105
PIGF	197.578	PIGF	298.7852
PIGG	507.7481	PIGG	876.2037
PIGH	636.1932	PIGH	418.1106
PIGK	543.001	PIGK	1458.8006
PIGL	90.8836	PIGL	65.0318
PIGM	1416.1742	PIGM	601.3438
PIGN	801.4633	PIGN	1102.7312
PIGO	962.1395	PIGO	949.786
PIGP	266.1318	PIGP	318.7363
PIGQ	2378.1143	PIGQ	679.6791
PIGR	108.5235	PIGR	2728.5272
PIGS	1048.4214	PIGS	1696.4478
PIGT	3054.3806	PIGT	3726.4849
PIGU	1185.7056	PIGU	390.9939
PIGV	528.0455	PIGV	825.3423
PIGW	197.4898	PIGW	223.5971
PIGX	1000.8705	PIGX	761.1134
PIGY	1623.2509	PIGY	1929.6793
PIGZ	45.2501	PIGZ	84.702
PIH1D1	1423.0768	PIH1D1	866.6897
PIH1D2	118.1104	PIH1D2	53.3903
PIK3AP1	236.6042	PIK3AP1	207.1384
PIK3C2A	900.7834	PIK3C2A	1816.4757
PIK3C2B	731.6708	PIK3C2B	991.1334
PIK3C2G	65.1908	PIK3C2G	686.8486
PIK3C3	395.7465	PIK3C3	636.6697
removed	removed	PIK3CA	693.2715
PIK3CB	688.3381	PIK3CB	1298.2282
PIK3CD	179.083	PIK3CD	381.761
PIK3CG	27.9937	PIK3CG	52.9889
PIK3IP1	420.6724	PIK3IP1	1003.5778
PIK3R1	1166.9153	PIK3R1	8468.1891
PIK3R2	2053.5101	PIK3R2	1472.3128
PIK3R3	2320.4089	PIK3R3	2275.7129
PIK3R4	1085.6185	PIK3R4	1105.9427
PIK3R5	88.1993	PIK3R5	61.0175
PIK3R6	25.6928	removed	removed
PIKFYVE	401.8821	PIKFYVE	924.4958
PILRA	101.2375	PILRA	54.1932
PILRB	931.3694	PILRB	1099.6643
PIM1	441.7635	PIM1	443.9828
PIM2	265.3649	PIM2	253.7045
PIM3	783.0565	PIM3	942.1588
PIN1	598.9884	PIN1	291.439
PIN4	1020.4277	PIN4	321.5463
PINK1	1105.9427	PINK1	1870.2675
PINX1	57.5213	PINX1	94.5651
PION	394.5961	PION	415.4812
PIP4K2A	885.8279	PIP4K2A	532.6991
PIP4K2B	2361.0573	PIP4K2B	2800.3834
PIP4K2C	1974.8977	PIP4K2C	1568.3913
PIP5K1A	1783.927	PIP5K1A	1562.7713
removed	removed	PIP5K1B	239.2529
PIP5K1C	1007.0061	PIP5K1C	1295.4182
PIP5KL1	59.4387	PIP5KL1	29.7059
PIPOX	9.2034	PIPOX	12.0429
removed	removed	PIPSL	104.3721
PIP	14.1886	PIP	50924.7467
PIR	29.5276	PIR	117.6193
PISD	562.1748	PISD	751.0776
PITPNA	3163.6711	PITPNA	2482.4499
PITPNB	998.5696	PITPNB	1374.5001
PITPNC1	194.0385	PITPNC1	152.5438
PITPNM1	192.5046	PITPNM1	334.3921
PITPNM2	54.4535	PITPNM2	160.171
PITPNM3	96.2523	PITPNM3	114.0064
PITRM1	1588.6077	PITRM1	1488.7996
PITX1	2339.1992	PITX1	30.9102
PITX2	12.2712	removed	removed
removed	removed	PIWIL2	6.0215
PIWIL4	20.3242	PIWIL4	45.3617
PJA1	470.1407	PJA1	819.7223
PJA2	1245.1442	PJA2	5040.3689
removed	removed	PKD1L1	5.2186
PKD1L2	9.9704	PKD1L2	20.8744
PKD1	801.0799	PKD1	1378.113
PKD2	239.6721	PKD2	1240.0207
PKDCC	70.9429	PKDCC	48.1717
PKDREJ	11.1208	PKDREJ	23.6844
removed	removed	PKHD1L1	39.7417
PKHD1	5.7521	PKHD1	36.1288
PKIA	29.5276	PKIA	145.3181
PKIB	460.9373	PKIB	603.3509
PKIG	820.6371	PKIG	728.9989
PKM2	20054.9904	PKM2	19442.1111
PKMYT1	347.6587	PKMYT1	12.6009
PKN1	2302.7691	PKN1	1052.5523
PKN2	917.6564	PKN2	1614.1545
PKN3	92.801	PKN3	229.2172
PKNOX1	452.8843	PKNOX1	640.684
PKNOX2	303.3289	PKNOX2	36.1288
PKP1	57.1378	PKP1	1764.2897
PKP2	964.0569	PKP2	766.7334
PKP3	2129.8217	PKP3	820.5252
PKP4	2301.6148	PKP4	4290.0942
PL-5283	2252.5338	PL-5283	1169.7702
PLA1A	48.3179	PLA1A	8.8315
PLA2G10	5.3687	removed	removed
PLA2G12A	1623.2509	PLA2G12A	1534.6711
PLA2G15	762.3489	PLA2G15	464.4558
PLA2G16	4652.7056	PLA2G16	1572.8071
PLA2G2A	29.1441	PLA2G2A	15.6558
PLA2G2D	36.0467	PLA2G2D	26.4945
PLA2G3	8.8199	removed	removed
PLA2G4A	24.9259	PLA2G4A	247.683
PLA2G4C	261.5301	PLA2G4C	163.7839
PLA2G4F	30.2945	PLA2G4F	81.4905
PLA2G5	20.7077	PLA2G5	18.0644
PLA2G6	180.6169	PLA2G6	310.7077
PLA2G7	90.5002	PLA2G7	77.8776
PLA2R1	229.7017	PLA2R1	474.0901
PLAA	1055.7075	PLAA	938.5459
PLAC1	93.9514	removed	removed
PLAC2	70.176	PLAC2	114.4079
PLAC4	5.7521	removed	removed
PLAC8	31.8284	PLAC8	30.9102
PLAC9	47.9344	PLAC9	121.2322
PLAG1	64.4238	PLAG1	71.8562
PLAGL1	251.5598	PLAGL1	519.7128
PLAGL2	669.5478	PLAGL2	690.0601
PLAT	942.9657	PLAT	9808.5675
PLAUR	500.0518	PLAUR	150.1352
PLAU	1224.9198	PLAU	669.9283
PLB1	29.1441	PLB1	75.0676
PLBD1	770.0184	PLBD1	634.6626
PLBD2	375.8058	PLBD2	379.3524
PLCB1	44.0997	PLCB1	564.0107
PLCB2	133.0659	PLCB2	153.7481
PLCB3	1062.2265	PLCB3	548.7563
PLCB4	523.8272	PLCB4	352.0551
PLCD1	826.0058	PLCD1	528.6848
PLCD3	789.5756	PLCD3	912.4529
PLCD4	58.2882	PLCD4	219.5828
PLCE1	42.9492	PLCE1	271.3674
PLCG1	1242.8434	PLCG1	1219.1342
PLCG2	187.1359	PLCG2	470.0758
PLCH1	347.0451	PLCH1	205.5327
PLCH2	145.3371	PLCH2	430.7356
PLCL1	343.5939	PLCL1	305.0876
PLCL2	75.1612	PLCL2	106.3792
PLCXD1	404.9499	PLCXD1	226.8086
PLCXD2	11.1208	PLCXD2	26.093
PLCXD3	6.1356	PLCXD3	50.9817
PLD1	85.1315	PLD1	603.7524
PLD2	1081.0168	PLD2	1250.0565
PLD3	3934.8399	PLD3	3669.4817
PLD4	99.7036	PLD4	119.6265
removed	removed	PLD5	5.62
PLD6	189.8203	PLD6	127.1533
PLDN	717.4823	PLDN	1397.7831
PLEC	6560.1117	PLEC	6744.8454
PLEK2	181.0003	PLEK2	123.2393
PLEKHA1	561.4078	PLEKHA1	1079.8497
PLEKHA2	809.8998	PLEKHA2	806.4751
PLEKHA3	307.1637	PLEKHA3	374.9366
PLEKHA4	1008.1565	PLEKHA4	1331.1455
PLEKHA5	646.9228	PLEKHA5	940.9545
PLEKHA6	2334.5975	PLEKHA6	2234.7669
PLEKHA7	331.3226	PLEKHA7	609.3724
PLEKHA8	79.3794	PLEKHA8	77.0748
PLEKHA9	90.8836	PLEKHA9	100.7592
PLEKHB1	47.9344	PLEKHB1	606.161
PLEKHB2	1383.5788	PLEKHB2	2523.7973
PLEKHF1	254.6276	PLEKHF1	137.2894
PLEKHF2	2008.2601	PLEKHF2	1680.792
PLEKHG1	215.1296	PLEKHG1	624.6268
PLEKHG2	232.386	PLEKHG2	382.1624
PLEKHG3	945.2666	PLEKHG3	801.6579
PLEKHG4B	592.8528	PLEKHG4B	403.8397
PLEKHG4	46.4005	PLEKHG4	527.4805
PLEKHG5	227.0174	PLEKHG5	301.4748
PLEKHG6	320.9688	PLEKHG6	297.4604
PLEKHG7	6.5191	removed	removed
PLEKHH1	360.4591	PLEKHH1	370.7016
PLEKHH2	41.7988	PLEKHH2	375.7395
PLEKHH3	1321.8393	PLEKHH3	538.7205
PLEKHJ1	405.7168	PLEKHJ1	366.5066
PLEKHM1P	240.8148	PLEKHM1P	196.3239
PLEKHM1	637.7194	PLEKHM1	800.0522
PLEKHM2	785.7409	PLEKHM2	1050.1438
PLEKHM3	64.8073	PLEKHM3	531.0933
PLEKHN1	148.7884	PLEKHN1	63.4261
PLEKHO1	605.8909	PLEKHO1	446.3914
PLEKHO2	438.6957	PLEKHO2	635.4654
PLEK	222.7991	PLEK	136.888
PLGLB2	36.0543	PLGLB2	30.3281
PLIN1	54.837	PLIN1	96.3435
PLIN2	952.1691	PLIN2	541.5306
PLIN3	1450.3035	PLIN3	1542.2983
PLIN4	171.4135	PLIN4	390.5925
PLIN5	417.9881	PLIN5	72.659
PLK1S1	195.5724	PLK1S1	405.044
PLK1	252.7102	PLK1	44.5589
PLK2	826.3892	PLK2	4607.2248
PLK3	119.6443	PLK3	868.6969
PLK4	97.4027	PLK4	61.8204
PLLP	39.8814	PLLP	291.0375
PLN	41.7988	PLN	59.0104
PLOD1	3420.216	PLOD1	2621.3451
PLOD2	929.5441	PLOD2	425.9184
PLOD3	1134.7034	PLOD3	820.1237
PLP1	9.9704	PLP1	299.869
PLP2	1729.857	PLP2	3432.2359
PLRG1	939.5144	PLRG1	1095.104
PLS1	52.5361	PLS1	477.703
PLS3	1089.8368	PLS3	3591.2026
PLSCR1	1563.4287	PLSCR1	793.2279
PLSCR3	1207.8244	PLSCR3	781.5302
PLSCR4	181.0003	PLSCR4	1106.7455
PLTP	594.0032	PLTP	1319.1026
PLVAP	1601.0093	PLVAP	1834.1387
PLXDC1	404.1829	PLXDC1	436.3556
PLXDC2	461.7042	PLXDC2	752.2819
PLXNA1	879.6923	PLXNA1	1466.4278
PLXNA2	166.8117	PLXNA2	285.0161
PLXNA3	440.9966	PLXNA3	624.2254
removed	removed	PLXNA4	56.6018
PLXNB1	2513.297	PLXNB1	2483.6542
PLXNB2	5717.233	PLXNB2	5974.4991
PLXNB3	342.0676	PLXNB3	390.9016
PLXNC1	120.7947	PLXNC1	198.7084
PLXND1	2172.3875	PLXND1	1791.9884
PM20D2	26.8433	PM20D2	749.4719
PMAIP1	50.2353	PMAIP1	248.4859
PMEPA1	2327.695	PMEPA1	1291.0024
PMF1	1227.6923	PMF1	559.5829
removed	removed	PMFBP1	6.8243
PML	1277.3562	PML	1456.392
PMM1	376.9562	PMM1	435.9542
PMM2	2880.1716	PMM2	533.0844
PMP22	8915.8003	PMP22	3369.6127
PMPCA	949.4848	PMPCA	867.0912
PMPCB	2010.4957	PMPCB	1746.6067
PMS1	254.2441	PMS1	324.7578
PMS2CL	92.0341	PMS2CL	59.4118
PMS2L11	21.8236	PMS2L11	25.8401
PMS2L1	484.8585	PMS2L1	257.1969
PMS2L2	87.8158	PMS2L2	73.0605
PMS2L3	44.4831	PMS2L3	38.136
PMS2L4	48.3179	PMS2L4	58.2075
PMS2L5	169.8796	PMS2L5	79.4834
PMS2	933.7623	PMS2	733.4146
PMVK	2233.36	PMVK	728.5974
PNCK	118.8773	PNCK	8.8315
PNKD	2780.1958	PNKD	676.4114
PNKP	878.5419	PNKP	268.9588
PNLIPRP2	7.286	PNLIPRP2	5.62
PNMA1	2422.7968	PNMA1	971.8647
PNMA2	43.7162	PNMA2	298.6647
PNMA3	5.7521	PNMA3	8.4301
PNMA6A	11.1208	PNMA6A	14.853
PNMAL1	137.6676	PNMAL1	1013.2121
PNMAL2	25.6046	PNMAL2	127.912
PNMT	33.7458	PNMT	6.8243
PNN	2599.9624	PNN	2059.743
PNO1	502.3526	PNO1	576.0536
PNPLA2	3701.3034	PNPLA2	1998.7255
PNPLA3	19.1738	removed	removed
PNPLA4	1211.7819	PNPLA4	810.088
PNPLA6	331.3226	PNPLA6	906.03
PNPLA7	200.5576	PNPLA7	428.7284
PNPLA8	788.0417	PNPLA8	953.3989
PNPO	2640.6108	PNPO	1845.7802
PNPT1	839.8109	PNPT1	637.874
PNP	569.0773	PNP	414.6783
PNRC1	1322.9897	PNRC1	1935.7008
PNRC2	2192.3282	PNRC2	3256.8105
POC1A	317.1341	POC1A	65.0318
POC1B	464.1431	POC1B	470.0437
POC5	191.7376	POC5	255.7116
PODNL1	183.6847	PODNL1	185.4612
PODN	821.0206	PODN	753.4862
PODXL2	704.8276	PODXL2	327.9692
PODXL	1130.1017	PODXL	5225.4287
POF1B	289.9073	POF1B	609.7738
POFUT1	2622.9709	POFUT1	1796.8056
POFUT2	549.5201	POFUT2	604.5552
POGK	1859.0882	POGK	1686.4121
POGZ	3621.924	POGZ	2821.6592
POLA1	393.4456	POLA1	476.9001
POLA2	356.2485	POLA2	293.0447
POLB	483.5623	POLB	610.1753
POLD1	565.2426	POLD1	230.8229
POLD2	2478.4008	POLD2	1365.2672
POLD3	437.1618	POLD3	486.9359
POLD4	1619.0326	POLD4	737.8304
POLDIP2	4636.7147	POLDIP2	2144.0275
POLDIP3	1213.3158	POLDIP3	3087.4066
POLE2	162.5935	POLE2	31.7131
POLE3	1196.4429	POLE3	1643.8604
POLE4	669.1644	POLE4	478.1044
POLE	853.616	POLE	716.5545
POLG2	169.1126	POLG2	94.3363
POLG	634.5059	POLG	834.3625
POLH	683.353	POLH	557.9892
POLI	789.9591	POLI	845.0125
POLK	251.9433	POLK	570.0322
POLL	572.8124	POLL	640.9249
POLM	430.2593	POLM	313.1163
removed	removed	POLN	39.0151
POLQ	51.3857	POLQ	14.4515
POLR1A	610.1092	POLR1A	606.5624
POLR1B	756.2133	POLR1B	685.6443
POLR1C	996.6523	POLR1C	517.4447
POLR1D	1694.9608	POLR1D	1358.4428
POLR1E	566.0095	POLR1E	805.6722
POLR2A	4644.6526	POLR2A	6835.9702
POLR2B	1522.7803	POLR2B	2403.368
POLR2C	992.8175	POLR2C	1545.5097
POLR2D	465.9225	POLR2D	490.5488
POLR2E	1444.1679	POLR2E	1584.85
POLR2F	386.5431	POLR2F	460.1645
POLR2G	2202.682	POLR2G	983.1048
POLR2H	1216.7671	POLR2H	586.4908
POLR2I	790.4883	POLR2I	454.5244
POLR2J2	600.9978	POLR2J2	534.2606
POLR2J3	734.3552	POLR2J3	734.3379
POLR2J4	202.1873	POLR2J4	291.9046
POLR2J	1457.973	POLR2J	632.6554
POLR2K	1410.0386	POLR2K	843.4067
POLR2L	3465.4661	POLR2L	1158.1287
POLR3A	366.9858	POLR3A	627.4368
POLR3B	454.0347	POLR3B	352.0551
POLR3C	647.3063	POLR3C	589.7023
POLR3D	168.7291	POLR3D	268.5574
POLR3E	1944.2197	POLR3E	770.3463
POLR3F	247.3416	POLR3F	300.6719
POLR3GL	657.2766	POLR3GL	595.3223
POLR3G	27.9937	POLR3G	58.2075
POLR3H	931.4576	POLR3H	1187.6138
POLR3K	787.6582	POLR3K	299.0662
POLRMT	482.7954	POLRMT	400.2268
POM121C	720.1666	POM121C	973.4704
removed	removed	POM121L9P	11.6415
POM121	1641.1898	POM121	2268.9127
POMGNT1	1341.734	POMGNT1	1927.1382
POMP	2385.5997	POMP	1210.7162
POMT1	443.6809	POMT1	777.572
POMT2	648.8402	POMT2	671.9957
POMZP3	323.5918	POMZP3	250.6295
PON2	1088.3029	PON2	1441.9405
PON3	280.7039	PON3	164.9561
POP1	164.8944	POP1	170.2068
POP4	553.3548	POP4	493.3588
POP5	497.7509	POP5	375.7395
POP7	757.3637	POP7	380.9581
POPDC2	77.8455	POPDC2	91.5263
PORCN	332.4731	PORCN	184.6583
POR	1872.5098	POR	887.9656
POSTN	21768.7414	POSTN	3054.4893
POT1	866.2707	POT1	786.0021
POTEF	6.1356	POTEF	10.4372
POU2AF1	29.9111	POU2AF1	88.7163
POU2F1	186.369	POU2F1	120.4293
POU2F2	64.8073	POU2F2	49.376
POU2F3	128.0807	POU2F3	223.1957
removed	removed	POU3F1	16.0572
POU5F1B	6.9026	POU5F1B	10.0358
removed	removed	POU5F1	6.0215
POU6F1	69.0256	POU6F1	398.6211
PP14571	554.1218	PP14571	40.5445
PPA1	2439.6698	PPA1	2972.9987
PPA2	1883.6306	PPA2	1394.9731
PPAN-P2RY11	96.7431	PPAN-P2RY11	141.2596
PPAN	854.8048	PPAN	147.8591
PPAP2A	630.7133	PPAP2A	1554.3493
PPAP2B	472.0581	PPAP2B	1884.719
PPAP2C	554.1218	PPAP2C	1694.4407
PPAPDC1A	148.7884	removed	removed
PPAPDC1B	1334.8775	PPAPDC1B	725.7874
PPAPDC2	641.1707	PPAPDC2	450.8071
PPAPDC3	35.2797	PPAPDC3	30.5088
PPARA	149.9388	PPARA	610.1753
PPARD	1040.3684	PPARD	811.6937
PPARGC1A	6.9026	PPARGC1A	58.2075
removed	removed	PPARGC1B	16.4587
PPARG	88.1993	PPARG	202.7227
PPAT	325.5705	PPAT	338.4064
PPCDC	177.1656	PPCDC	148.5295
PPCS	1851.8021	PPCS	1304.6511
PPDPF	8053.3644	PPDPF	3159.6642
removed	removed	PPEF1	6.0215
PPFIA1	953.9561	PPFIA1	1274.0901
PPFIA3	251.5598	PPFIA3	77.0748
PPFIA4	50.2353	PPFIA4	24.0859
PPFIBP1	648.8402	PPFIBP1	1514.1981
PPFIBP2	1212.9323	PPFIBP2	1001.1692
PPHLN1	1160.0127	PPHLN1	963.0332
PPIAL4C	51.7692	PPIAL4C	26.093
PPIAL4G	26.8433	PPIAL4G	24.8887
PPIA	5755.964	PPIA	3773.4524
PPIB	10560.6754	PPIB	5530.143
PPIC	1151.9598	PPIC	461.6458
PPID	603.9736	PPID	794.0307
PPIEL	25.6928	PPIEL	107.985
PPIE	919.1903	PPIE	839.3924
PPIF	1326.8245	PPIF	918.0729
PPIG	1550.3906	PPIG	1284.981
PPIH	632.7342	PPIH	319.5392
PPIL1	1354.4347	PPIL1	669.5871
PPIL2	1360.1945	PPIL2	961.7687
PPIL3	268.0492	PPIL3	286.2204
PPIL4	524.9777	PPIL4	893.1842
PPIL5	272.6509	PPIL5	130.4651
PPIL6	77.462	PPIL6	120.4293
PPIP5K1	239.2886	PPIP5K1	733.8161
PPIP5K2	413.3864	PPIP5K2	984.3091
PPL	1460.2739	PPL	2987.8517
PPM1A	2216.4871	PPM1A	2067.7716
PPM1B	648.0732	PPM1B	1201.0819
PPM1D	212.4453	PPM1D	393.8039
PPM1E	9.0385	PPM1E	24.5756
PPM1F	306.0133	PPM1F	1386.9445
PPM1G	3289.451	PPM1G	1901.5791
PPM1H	1369.3902	PPM1H	806.0737
PPM1J	664.5627	PPM1J	110.795
PPM1K	85.1315	PPM1K	264.5431
PPM1L	34.8963	PPM1L	71.8562
PPM1M	861.669	PPM1M	541.5306
PPM1N	31.445	PPM1N	42.9531
PPME1	1535.435	PPME1	1330.3427
PPOX	623.1473	PPOX	278.1918
PPP1CA	4029.7347	PPP1CA	2379.3624
PPP1CB	4139.9148	PPP1CB	10023.1485
PPP1CC	2989.5733	PPP1CC	3247.1762
PPP1R10	1942.6858	PPP1R10	1858.2246
PPP1R11	3250.72	PPP1R11	1645.4661
PPP1R12A	951.0187	PPP1R12A	2178.5666
PPP1R12B	547.9862	PPP1R12B	4466.7239
PPP1R12C	719.3996	PPP1R12C	545.1434
PPP1R13B	1746.3464	PPP1R13B	754.289
PPP1R13L	2110.2645	PPP1R13L	1430.299
PPP1R14A	14.1886	PPP1R14A	59.4118
PPP1R14B	2642.9117	PPP1R14B	597.3295
PPP1R14C	31.0615	PPP1R14C	181.8483
PPP1R14D	12.6547	removed	removed
PPP1R15A	950.6352	PPP1R15A	1888.3319
PPP1R15B	1261.2502	PPP1R15B	2156.4879
PPP1R16A	753.1186	PPP1R16A	387.7022
PPP1R16B	89.7332	PPP1R16B	366.5066
PPP1R1A	67.4916	PPP1R1A	330.7792
PPP1R1B	1222.9027	PPP1R1B	938.5459
PPP1R2P3	58.2882	PPP1R2P3	81.4905
PPP1R2	1153.1102	PPP1R2	1455.1877
PPP1R3B	1152.7267	PPP1R3B	2754.6202
PPP1R3C	558.34	PPP1R3C	1123.6057
PPP1R3D	410.3186	PPP1R3D	393.001
PPP1R3E	69.409	PPP1R3E	115.1907
PPP1R3F	57.9048	PPP1R3F	55.3975
PPP1R3G	13.4216	PPP1R3G	10.4372
PPP1R7	1370.1572	PPP1R7	948.1803
PPP1R8	931.8449	PPP1R8	1181.0103
PPP1R9A	286.456	PPP1R9A	682.4329
PPP1R9B	2001.3575	PPP1R9B	787.6078
PPP2CA	2656.1952	PPP2CA	3320.2969
PPP2CB	1729.0901	PPP2CB	2297.7916
PPP2R1A	9868.3529	PPP2R1A	5721.9989
PPP2R1B	466.3059	PPP2R1B	733.4146
PPP2R2A	873.9402	PPP2R2A	1246.0421
PPP2R2B	5.7521	PPP2R2B	69.4476
PPP2R2C	712.1136	PPP2R2C	43.756
PPP2R2D	644.622	PPP2R2D	747.4647
PPP2R3A	451.3504	PPP2R3A	873.5141
PPP2R3B	209.761	PPP2R3B	151.741
PPP2R3C	255.0111	PPP2R3C	322.7506
PPP2R4	3707.8225	PPP2R4	3795.9325
PPP2R5A	2234.127	PPP2R5A	1706.885
PPP2R5B	302.1785	PPP2R5B	384.1696
PPP2R5C	3559.4176	PPP2R5C	2303.4117
PPP2R5D	1668.501	PPP2R5D	1136.8529
PPP2R5E	1211.3984	PPP2R5E	736.6261
PPP3CA	935.2962	PPP3CA	1857.4217
PPP3CB	947.1839	PPP3CB	1504.1623
PPP3CC	129.4804	PPP3CC	293.0688
PPP3R1	1433.8141	PPP3R1	1758.2682
PPP4C	4739.371	PPP4C	1306.6582
PPP4R1L	8.4365	PPP4R1L	77.4762
PPP4R1	1583.3694	PPP4R1	1883.1133
PPP4R2	333.6235	PPP4R2	535.1077
removed	removed	PPP4R4	344.0265
PPP5C	1071.0465	PPP5C	772.3534
PPP6C	1296.5299	PPP6C	2339.9419
PPPDE1	1041.1354	PPPDE1	905.6286
PPPDE2	195.5724	PPPDE2	191.0812
PPRC1	867.0376	PPRC1	1250.4579
PPT1	13827.7352	PPT1	5689.8844
PPT2	279.5842	PPT2	361.9544
PPTC7	156.0744	PPTC7	572.0393
PPWD1	307.1637	PPWD1	524.269
PQBP1	1347.1487	PQBP1	916.4672
PQLC1	716.7153	PQLC1	790.8193
PQLC2	313.6828	PQLC2	236.0415
PQLC3	809.5163	PQLC3	786.4035
PRAF2	1174.5848	PRAF2	493.7161
PRAM1	29.1441	PRAM1	29.7059
PRAME	18.7903	removed	removed
PRC1	235.0703	PRC1	173.4182
PRCC	2778.2784	PRCC	1291.8053
removed	removed	PRCD	11.2401
PRCP	3969.3527	PRCP	3044.052
PRDM10	168.7291	PRDM10	325.5606
PRDM11	12.6547	PRDM11	29.7059
PRDM15	218.1974	PRDM15	233.6329
PRDM16	10.7373	PRDM16	26.8959
PRDM1	212.8288	PRDM1	180.2426
PRDM2	556.0392	PRDM2	1786.7698
PRDM4	1174.9683	PRDM4	853.4425
PRDM5	38.731	PRDM5	76.2719
PRDM6	29.9111	PRDM6	20.0716
PRDM8	16.106	PRDM8	30.9102
PRDX1	15224.7357	PRDX1	6412.4604
PRDX2	4823.7356	PRDX2	3675.5032
PRDX3	3561.335	PRDX3	3674.7003
PRDX4	1766.6706	PRDX4	921.6858
PRDX5	4481.2922	PRDX5	1854.6117
PRDX6	5744.0763	PRDX6	3463.949
removed	removed	PRDXDD1P	37.7345
PREB	1039.985	PREB	1124.0071
PRELID1	1385.6189	PRELID1	1342.2933
PRELID2	14.5721	PRELID2	86.7091
PRELP	628.516	PRELP	1594.4843
PREPL	1115.5296	PREPL	2578.392
PREP	692.9398	PREP	932.9259
PREX1	9206.8581	PREX1	6380.3459
PREX2	15.339	PREX2	101.5621
PRF1	71.7099	PRF1	62.2218
removed	removed	PRG2	13.2472
PRG4	18.4873	PRG4	71.3223
PRH1	90.7187	PRH1	47.5495
PRH2	15.339	PRH2	6.0215
PRIC285	767.334	PRIC285	437.1585
PRICKLE1	399.9647	PRICKLE1	230.4215
PRICKLE2	397.2804	PRICKLE2	1138.0572
PRICKLE3	209.761	PRICKLE3	128.8594
PRICKLE4	148.9341	PRICKLE4	37.1725
PRIM1	156.0744	PRIM1	156.9596
PRIM2	332.8565	PRIM2	151.741
PRIMA1	21.8581	PRIMA1	274.9803
PRINS	22.2416	PRINS	18.0644
PRKAA1	682.2025	PRKAA1	2211.0825
PRKAA2	6.1356	PRKAA2	283.4104
PRKAB1	780.3722	PRKAB1	729.4003
PRKAB2	303.3289	PRKAB2	571.6379
PRKACA	2453.8583	PRKACA	2395.3394
PRKACB	980.5463	PRKACB	2008.7612
PRKAG1	1791.213	PRKAG1	1221.5548
PRKAG2	256.9284	PRKAG2	688.4543
PRKAR1A	4410.7327	PRKAR1A	7833.5265
PRKAR1B	167.9622	PRKAR1B	298.2633
PRKAR2A	71.3264	PRKAR2A	429.1298
PRKAR2B	1181.8708	PRKAR2B	1264.1065
PRKCA	50.2353	PRKCA	290.2347
PRKCB	72.4768	PRKCB	61.8204
PRKCDBP	199.4071	PRKCDBP	145.3181
PRKCD	5053.8208	PRKCD	1158.5302
PRKCE	105.0722	PRKCE	273.3746
PRKCH	556.4226	PRKCH	843.8082
PRKCI	976.7115	PRKCI	1261.698
PRKCQ	33.3623	PRKCQ	44.9603
PRKCSH	6854.6207	PRKCSH	4148.389
PRKCZ	503.5567	PRKCZ	455.6725
PRKD1	64.4238	PRKD1	409.0583
PRKD2	1675.4035	PRKD2	1331.1455
PRKD3	442.5305	PRKD3	1008.7964
PRKDC	3641.4813	PRKDC	4013.5082
PRKG1	20.7077	PRKG1	130.0637
PRKG2	5.7521	PRKG2	15.6558
PRKRA	951.4022	PRKRA	1050.6054
PRKRIP1	867.655	PRKRIP1	344.5042
PRKRIR	1232.4896	PRKRIR	1405.0089
PRKX	346.6617	PRKX	573.2436
PRLR	4721.3477	PRLR	3650.6144
PRMT10	136.5172	PRMT10	317.1306
PRMT1	2327.3115	PRMT1	1869.8661
PRMT2	1763.2194	PRMT2	2805.602
PRMT3	353.5642	PRMT3	297.8619
PRMT5	2418.1951	PRMT5	1595.2872
PRMT6	612.41	PRMT6	482.9216
PRMT7	649.6071	PRMT7	767.5363
PRND	114.2756	PRND	170.2068
PRNP	689.4886	PRNP	5776.5936
PROCA1	15.7225	PROCA1	18.8673
PROCR	158.3753	PROCR	294.249
PROC	17.6399	removed	removed
PRODH	31.445	PRODH	115.6122
removed	removed	PROL1	255.3102
PROM1	1905.4887	PROM1	2569.5605
PROM2	2183.5083	PROM2	3093.4281
PROS1	236.2208	PROS1	1590.8715
PROSC	1735.9926	PROSC	1193.0532
removed	removed	PROX1	37.7345
PRPF18	325.5705	PRPF18	513.9643
PRPF19	5341.4272	PRPF19	2934.4614
PRPF31	1456.0978	PRPF31	784.6493
PRPF38A	842.4952	PRPF38A	1201.4833
PRPF38B	1313.4028	PRPF38B	1019.635
PRPF39	910.7538	PRPF39	669.1856
PRPF3	1245.9112	PRPF3	829.7581
PRPF40A	1902.4209	PRPF40A	2247.6127
PRPF40B	1078.6163	PRPF40B	391.1665
PRPF4B	1672.7192	PRPF4B	1943.328
PRPF4	618.9291	PRPF4	834.5753
PRPF6	4289.5545	PRPF6	2975.0059
PRPF8	6049.7061	PRPF8	9056.2857
PRPH2	14.9555	PRPH2	20.473
removed	removed	PRPH	18.0644
PRPS1	1332.1931	PRPS1	579.6665
PRPS2	382.3249	PRPS2	861.0697
PRPSAP1	914.972	PRPSAP1	1210.3148
PRPSAP2	671.0817	PRPSAP2	550.7635
PRR11	14.1886	PRR11	8.0286
PRR12	954.0865	PRR12	802.4608
PRR13	3350.8415	PRR13	1973.2747
PRR14	1610.9797	PRR14	603.7524
