gene_id	TCGA-E9-A1NG-01A-21R-A14M-07	gene_id	TCGA-E9-A1NG-11A-52R-A14M-07
C6orf168	142.8136	C6orf168	71.1091
C6orf170	171.4373	C6orf170	81.3953
C6orf174	77.0402	C6orf174	66.3238
removed	removed	C6orf176	10.2683
C6orf182	157.43	C6orf182	144.4544
removed	removed	C6orf186	9.839
C6orf192	284.4093	C6orf192	472.7191
C6orf1	366.6261	C6orf1	209.3023
C6orf203	252.7406	C6orf203	244.6333
C6orf204	43.5445	C6orf204	100.6261
C6orf211	1082.2168	C6orf211	818.873
removed	removed	C6orf217	6.7084
C6orf223	19.4884	removed	removed
C6orf225	271.62	C6orf225	206.1717
C6orf226	37.7588	C6orf226	62.6118
C6orf26	8.5445	C6orf26	21.3551
C6orf27	14.3118	C6orf27	17.8891
C6orf35	440.0122	C6orf35	515.653
C6orf47	764.0073	C6orf47	566.6369
C6orf48	1230.5116	C6orf48	1271.9141
C6orf52	9.7442	removed	removed
C6orf57	67.296	C6orf57	133.2737
removed	removed	C6orf59	8.0501
C6orf62	3454.5554	C6orf62	2847.7862
C6orf64	658.3435	C6orf64	525.4919
C6orf70	282.5822	C6orf70	291.5921
C6orf72	1075.2132	C6orf72	1239.2665
C6orf89	2638.8551	C6orf89	3739.7138
C6orf97	375.1523	C6orf97	731.2165
removed	removed	C6	256.7084
C7orf10	592.2655	C7orf10	31.3059
C7orf11	451.2789	C7orf11	313.9535
C7orf13	75.8222	C7orf13	76.9231
C7orf23	257.3082	C7orf23	281.3059
C7orf25	333.1303	C7orf25	315.9213
C7orf26	445.7978	C7orf26	481.2165
C7orf27	659.5615	C7orf27	679.3381
C7orf28A	1200.0609	C7orf28A	495.5277
C7orf28B	768.8794	C7orf28B	1029.517
C7orf29	89.2205	C7orf29	135.0626
C7orf30	240.2558	C7orf30	298.3005
C7orf31	125.4568	C7orf31	140.8766
C7orf36	199.7564	C7orf36	151.61
C7orf40	149.2083	C7orf40	240.161
C7orf41	319.123	C7orf41	12042.4866
C7orf42	3978.6845	C7orf42	2914.5796
C7orf43	316.078	C7orf43	165.4741
C7orf44	422.9598	C7orf44	314.8479
C7orf46	48.7211	C7orf46	79.1592
C7orf47	137.028	C7orf47	73.7925
C7orf49	421.5652	C7orf49	486.0018
C7orf50	739.0378	C7orf50	495.0805
removed	removed	C7orf51	22.3614
C7orf53	6.6991	C7orf53	12.0751
C7orf55	89.9421	C7orf55	161.8515
C7orf58	530.1462	C7orf58	3470.483
C7orf59	804.8112	C7orf59	814.4007
C7orf60	444.2753	C7orf60	320.2147
C7orf63	117.8441	C7orf63	254.025
C7orf64	253.6541	C7orf64	262.0751
C7orf68	760.9622	C7orf68	707.5134
C7orf70	514.0073	C7orf70	374.7764
C7	5.1766	C7	1628.3542
C8orf30A	538.0633	C8orf30A	286.6726
C8orf31	10.3532	C8orf31	11.1807
C8orf33	944.8843	C8orf33	1187.3882
removed	removed	C8orf34	42.4866
C8orf37	71.2546	C8orf37	58.5868
C8orf38	221.0719	C8orf38	129.6959
C8orf40	505.4811	C8orf40	694.9911
C8orf41	303.5993	C8orf41	220.0403
C8orf42	133.3739	C8orf42	292.0394
C8orf44	22.43	C8orf44	25.1208
C8orf45	10.6577	C8orf45	32.6476
C8orf46	13.7028	C8orf46	22.3614
removed	removed	C8orf47	6.2612
C8orf48	34.1048	C8orf48	40.2504
C8orf4	523.7515	C8orf4	658.7657
C8orf51	32.8867	C8orf51	12.0751
C8orf55	420.8283	C8orf55	552.7728
C8orf58	302.0706	C8orf58	200.805
C8orf59	603.5597	C8orf59	495.1252
C8orf73	298.7211	C8orf73	25.4919
C8orf76	330.3898	C8orf76	264.7585
C8orf79	43.24	C8orf79	181.5742
C8orf80	17.6614	C8orf80	8.9445
C8orf83	586.1754	C8orf83	641.3238
C8orf84	684.8356	C8orf84	142.6655
C8orf85	112.6675	C8orf85	83.6315
C9orf100	48.8185	C9orf100	34.0474
C9orf102	130.2253	C9orf102	196.1181
C9orf103	53.8977	C9orf103	159.6601
C9orf109	21.9245	C9orf109	20.5725
C9orf110	226.553	C9orf110	199.4633
C9orf114	473.0786	C9orf114	326.1225
C9orf116	158.9525	C9orf116	29.517
C9orf117	11.8758	removed	removed
C9orf119	334.3484	C9orf119	224.9553
removed	removed	C9orf122	6.7084
C9orf123	553.8977	C9orf123	605.9928
C9orf125	61.2058	C9orf125	193.6494
C9orf129	63.2521	C9orf129	90.1923
C9orf130	24.1596	C9orf130	53.2961
C9orf139	5.4781	C9orf139	5.1386
C9orf140	165.9562	C9orf140	43.381
C9orf142	304.5067	C9orf142	146.2433
C9orf150	928.4409	C9orf150	419.9463
C9orf152	607.4909	C9orf152	85.8676
C9orf156	151.3398	C9orf156	254.025
C9orf167	207.0646	C9orf167	156.9767
C9orf169	77.2473	removed	removed
C9orf16	580.9988	C9orf16	381.0376
C9orf172	15.5298	removed	removed
C9orf21	236.6017	C9orf21	443.6494
C9orf23	266.4434	C9orf23	189.1771
removed	removed	C9orf24	8.0501
C9orf25	496.3459	C9orf25	627.907
C9orf30	287.7588	C9orf30	212.3211
C9orf37	82.5213	C9orf37	96.1538
C9orf3	543.5658	C9orf3	323.7925
C9orf40	83.4348	C9orf40	166.8157
C9orf41	180.5725	C9orf41	149.8211
C9orf43	7.9172	C9orf43	10.7335
C9orf44	5.4811	removed	removed
C9orf45	18.8794	C9orf45	67.0841
C9orf46	623.6297	C9orf46	341.6816
C9orf47	10.6912	C9orf47	14.8122
C9orf5	1551.7661	C9orf5	3210.644
C9orf64	533.4957	C9orf64	427.9964
C9orf66	9.1352	C9orf66	19.678
C9orf68	28.0146	C9orf68	55.4562
C9orf69	707.0646	C9orf69	632.3792
C9orf6	484.4702	C9orf6	406.0823
C9orf72	217.1133	C9orf72	398.4794
C9orf78	1419.9147	C9orf78	1257.1556
C9orf7	717.7223	C9orf7	211.9857
C9orf80	270.0974	C9orf80	224.9553
C9orf82	339.2205	C9orf82	305.0089
C9orf85	172.6553	C9orf85	133.2737
C9orf86	1401.9488	C9orf86	1324.6869
C9orf89	293.24	C9orf89	175.3131
C9orf91	982.3386	C9orf91	700.805
C9orf93	57.8563	C9orf93	70.2147
C9orf95	355.3593	C9orf95	418.6047
removed	removed	C9orf96	10.2862
C9orf98	93.4836	C9orf98	37.1199
C9orf9	101.4007	C9orf9	124.7764
CA11	222.5944	CA11	119.4097
CA12	8071.8636	CA12	1666.3685
CA13	73.0816	CA13	84.1995
removed	removed	CA14	5.3667
CA2	172.3508	CA2	1347.0483
removed	removed	CA3	119.2889
removed	removed	CA4	657.424
CA5BP	221.3764	CA5BP	143.5599
CA5B	530.1066	CA5B	569.5707
CA8	77.6492	CA8	192.7549
CA9	175.3289	removed	removed
CAB39L	570.6456	CAB39L	2471.8247
CAB39	3165.9562	CAB39	2700.805
CABC1	394.2996	CABC1	2628.2469
CABIN1	1017.0524	CABIN1	963.7746
CABLES1	603.5323	CABLES1	1260.7335
CABLES2	265.5298	CABLES2	86.7621
removed	removed	CABP1	31.7531
CABP4	26.9488	CABP4	13.9937
CABYR	73.0816	CABYR	40.6977
CACHD1	226.553	CACHD1	1397.1377
CACNA1A	28.3191	CACNA1A	24.1503
CACNA1C	472.8959	CACNA1C	291.5921
CACNA1D	441.5347	CACNA1D	44.7227
CACNA1F	8.5262	CACNA1F	6.2612
CACNA1G	14.3118	CACNA1G	21.4669
CACNA1H	126.9793	CACNA1H	130.5903
CACNA2D1	185.1401	CACNA2D1	541.5921
CACNA2D2	165.3471	CACNA2D2	77.8175
CACNA2D3	7.9172	CACNA2D3	8.0501
CACNA2D4	154.3849	CACNA2D4	101.5206
CACNB1	117.5396	CACNB1	91.6816
CACNB2	20.0974	CACNB2	24.5975
CACNB3	915.0426	CACNB3	163.6852
CACNB4	42.6309	CACNB4	91.2343
CACNG1	9.4397	removed	removed
CACNG4	2054.2022	CACNG4	211.5385
CACYBP	1672.0463	CACYBP	1057.6923
CADM1	2914.1291	CADM1	372.5403
removed	removed	CADM2	107.7818
removed	removed	CADM3	964.3157
CADM4	1298.1121	CADM4	306.7979
CADPS2	1307.2473	CADPS2	802.7728
CADPS	8.5262	removed	removed
CAD	893.7272	CAD	796.9589
CALB2	93.7881	CALB2	1532.6476
CALCOCO1	1802.3752	CALCOCO1	3431.5742
CALCOCO2	2602.6188	CALCOCO2	3840.7871
CALCRL	878.5018	CALCRL	1141.3238
CALCR	29.2326	CALCR	35.3309
CALD1	20858.4044	CALD1	12509.839
CALHM2	839.525	CALHM2	965.1163
CALM1	10052.0706	CALM1	14272.8086
CALM2	16698.2339	CALM2	12149.3739
CALM3	4860.5359	CALM3	3516.1002
removed	removed	CALML3	101.0733
CALML4	188.7942	CALML4	319.3202
CALML5	975.944	CALML5	11.6279
removed	removed	CALN1	12.9696
CALR	17304.2022	CALR	9648.9267
CALU	11694.8843	CALU	5622.9875
CALY	17.9659	removed	removed
CAMK1D	111.4495	CAMK1D	190.966
CAMK1G	8.8307	removed	removed
CAMK1	390.8435	CAMK1	825.8229
CAMK2A	12.4848	removed	removed
CAMK2B	44.7625	CAMK2B	6.7084
CAMK2D	1029.5371	CAMK2D	1292.4866
CAMK2G	699.4519	CAMK2G	799.195
CAMK2N1	1260.6577	CAMK2N1	921.288
CAMK2N2	14.9208	removed	removed
CAMK4	22.229	CAMK4	7.1556
CAMKK1	178.1364	CAMKK1	284.4365
CAMKK2	1077.3447	CAMKK2	2139.5349
CAMLG	960.7186	CAMLG	914.1324
CAMP	21.62	removed	removed
CAMSAP1L1	1450.9744	CAMSAP1L1	1808.1395
CAMSAP1	825.5177	CAMSAP1	923.5242
CAMTA1	465.2862	CAMTA1	475.4025
CAMTA2	794.1535	CAMTA2	1157.424
CAND1	4128.5018	CAND1	2646.2433
CAND2	73.9951	CAND2	104.6512
CANT1	1899.8173	CANT1	929.7853
CANX	17566.078	CANX	16233.4526
CAP1	12792.6309	CAP1	7679.3381
CAP2	498.782	CAP2	1139.5349
CAPG	4425.7004	CAPG	1506.7084
CAPN10	132.4878	CAPN10	154.9642
removed	removed	CAPN11	56.3506
CAPN12	94.5646	CAPN12	46.0689
CAPN13	700.9744	CAPN13	52.3256
CAPN14	5.4811	removed	removed
CAPN1	4194.8843	CAPN1	2679.3381
CAPN2	11859.9269	CAPN2	8245.0805
CAPN3	37.4239	CAPN3	99.5841
CAPN5	348.9647	CAPN5	296.0644
removed	removed	CAPN6	120.7513
CAPN7	920.8283	CAPN7	1042.4866
CAPN8	175.7004	CAPN8	42.0394
CAPN9	257.0037	CAPN9	5.814
CAPNS1	7083.7393	CAPNS1	7563.059
CAPRIN1	8508.8307	CAPRIN1	6004.025
CAPRIN2	225.0305	CAPRIN2	334.0787
CAPS2	23.7515	CAPS2	59.4812
CAPS	113.581	CAPS	80.5009
CAPZA1	4725.6395	CAPZA1	2756.2612
CAPZA2	2760.9622	CAPZA2	3243.7388
CAPZB	6757.9172	CAPZB	4023.2558
CARD10	215.5907	CARD10	491.0555
CARD11	237.5152	CARD11	46.5116
CARD14	97.1376	CARD14	46.5116
CARD16	165.9562	CARD16	158.7657
CARD6	338.0024	CARD6	701.6995
CARD8	685.1401	CARD8	1050.5367
CARD9	52.6797	CARD9	33.9893
CARHSP1	1654.5615	CARHSP1	1490.5725
CARKD	809.0743	CARKD	780.8587
CARM1	893.4227	CARM1	784.8837
CARNS1	10.6577	CARNS1	19.2308
CARS2	664.2448	CARS2	694.924
CARS	1117.2351	CARS	961.9812
CASC1	43.24	CASC1	24.5975
CASC2	51.1571	CASC2	51.4311
CASC3	1884.592	CASC3	2805.0089
CASC4	4655.9074	CASC4	3225.8497
CASC5	101.7052	CASC5	16.9946
CASD1	1049.6346	CASD1	733.8998
CASKIN1	25.7582	CASKIN1	5.8229
CASKIN2	734.7808	CASKIN2	1766.9678
CASK	2380.3289	CASK	861.3596
CASP10	305.7247	CASP10	745.975
removed	removed	CASP12	5.3667
CASP14	280.7552	removed	removed
CASP1	462.8502	CASP1	407.8712
CASP2	1084.6529	CASP2	674.4186
CASP3	1099.5737	CASP3	643.5599
CASP4	905.2984	CASP4	907.424
CASP5	5.1766	removed	removed
CASP6	502.4361	CASP6	222.2719
CASP7	890.9866	CASP7	847.9428
CASP8AP2	635.5055	CASP8AP2	658.7657
CASP8	301.1571	CASP8	558.5868
CASP9	249.0865	CASP9	198.1216
removed	removed	CASQ1	8.0501
CASQ2	9.7442	CASQ2	190.0716
CASS4	95.0061	CASS4	42.9338
CAST	7722.7314	CAST	8101.2612
CASZ1	745.7369	CASZ1	439.1771
CATSPER1	24.665	removed	removed
CATSPER2P1	22.0402	CATSPER2P1	30.9884
CATSPER2	21.62	CATSPER2	25.8989
CATSPER3	6.6991	removed	removed
CATSPERB	60.2923	CATSPERB	9.839
CATSPERG	12.7893	CATSPERG	9.839
CAT	1720.1583	CAT	11156.9767
CAV1	3676.6139	CAV1	32584.0787
CAV2	1212.8502	CAV2	7324.6869
CBARA1	2022.838	CBARA1	1165.9213
CBFA2T2	385.5055	CBFA2T2	509.839
CBFA2T3	93.179	CBFA2T3	194.5438
CBFB	1240.5603	CBFB	899.8211
CBLB	618.7576	CBLB	786.2254
CBLC	349.5737	CBLC	55.0089
CBLL1	676.3094	CBLL1	547.4061
CBLN1	57.8563	CBLN1	65.2952
CBLN3	74.9086	CBLN3	67.5313
CBLN4	15.8343	CBLN4	53.22
CBL	774.056	CBL	1360.0179
CBR1	677.9385	CBR1	777.6476
CBR3	182.704	CBR3	466.0107
CBR4	489.9513	CBR4	404.2934
CBS	103.5323	CBS	60.3757
CBWD1	640.9866	CBWD1	465.1163
CBWD2	354.1413	CBWD2	447.2272
CBWD3	158.3648	CBWD3	238.8193
CBWD6	59.0743	CBWD6	100.6261
CBX1	2298.7211	CBX1	1226.297
CBX2	116.6261	CBX2	49.6422
CBX3	4040.4994	CBX3	2275.0447
CBX4	497.2594	CBX4	239.7138
CBX5	1964.9817	CBX5	2125.6708
CBX6	204.0195	CBX6	491.5027
CBX7	496.3459	CBX7	1813.9535
CBX8	89.2205	CBX8	49.6422
CBY1	434.9695	CBY1	535.6127
CC2D1A	526.1876	CC2D1A	643.1127
CC2D1B	708.8916	CC2D1B	756.2612
CC2D2A	417.1742	CC2D2A	489.7138
CC2D2B	6.3946	removed	removed
CCAR1	1606.2728	CCAR1	1133.2737
CCBE1	58.7698	CCBE1	124.7764
CCBL1	80.0853	CCBL1	38.4615
CCBL2	532.8289	CCBL2	513.7433
CCBP2	56.3337	CCBP2	233.4526
CCDC101	203.4105	CCDC101	203.0411
CCDC102A	205.2375	CCDC102A	162.7907
CCDC102B	161.9976	CCDC102B	86.7621
CCDC103	143.7272	CCDC103	56.7979
CCDC104	961.6322	CCDC104	646.2433
CCDC106	384.8965	CCDC106	189.1771
CCDC107	294.4275	CCDC107	1232.6386
CCDC108	9.1352	removed	removed
CCDC109A	882.1559	CCDC109A	537.1199
CCDC109B	426.9184	CCDC109B	365.8318
CCDC110	58.1608	CCDC110	49.6422
CCDC111	254.9909	CCDC111	248.4213
CCDC112	317.296	CCDC112	218.6941
CCDC113	180.5725	CCDC113	221.3775
removed	removed	CCDC114	6.7084
CCDC115	880.0244	CCDC115	785.3309
CCDC117	757.6127	CCDC117	741.9499
CCDC11	53.8977	CCDC11	9.3918
CCDC120	362.0585	CCDC120	145.7961
CCDC121	91.0475	CCDC121	151.61
CCDC122	92.8745	CCDC122	84.9732
CCDC123	538.9769	CCDC123	381.4848
CCDC124	762.4848	CCDC124	705.2773
CCDC125	344.3971	CCDC125	241.9499
CCDC126	288.0633	CCDC126	240.161
CCDC127	388.5505	CCDC127	343.0233
removed	removed	CCDC129	5.814
CCDC12	410.475	CCDC12	352.8623
CCDC130	243.9099	CCDC130	240.6082
CCDC132	643.4227	CCDC132	592.576
CCDC134	51.1571	CCDC134	23.2558
CCDC136	16.7479	CCDC136	63.059
CCDC137	448.5384	CCDC137	287.5671
CCDC138	39.8904	CCDC138	38.0143
CCDC13	7.6127	CCDC13	14.7585
removed	removed	CCDC141	72.898
CCDC142	111.4495	CCDC142	90.0358
CCDC144A	42.7497	CCDC144A	53.3274
CCDC144B	17.9659	CCDC144B	35.3309
removed	removed	CCDC144C	7.6029
removed	removed	CCDC144NL	5.814
CCDC146	140.9866	CCDC146	164.1324
CCDC147	7.6127	CCDC147	16.9946
CCDC148	10.0487	CCDC148	7.1556
CCDC149	487.5152	CCDC149	499.1055
CCDC14	448.8429	CCDC14	551.4311
CCDC150	6.0901	removed	removed
CCDC151	7.9172	removed	removed
CCDC152	63.6967	CCDC152	215.0716
CCDC153	14.0073	CCDC153	11.6279
CCDC157	25.6851	CCDC157	18.8148
removed	removed	CCDC158	34.8837
CCDC159	133.6784	CCDC159	112.7013
CCDC15	42.9354	CCDC15	72.898
CCDC160	83.7393	CCDC160	13.864
CCDC163P	20.7065	CCDC163P	7.1556
removed	removed	CCDC17	13.864
CCDC18	61.8301	CCDC18	83.1843
CCDC19	29.5371	CCDC19	16.9946
CCDC21	273.7515	CCDC21	184.2576
CCDC22	402.8593	CCDC22	377.8399
CCDC23	321.2546	CCDC23	349.2844
CCDC24	189.324	CCDC24	52.0841
CCDC25	1087.3934	CCDC25	1077.8175
CCDC28A	396.1632	CCDC28A	416.3685
CCDC28B	123.3252	CCDC28B	31.7531
CCDC30	147.9903	CCDC30	69.3202
CCDC34	218.9403	CCDC34	163.2379
CCDC36	61.8149	CCDC36	106.8873
CCDC39	25.3319	CCDC39	9.9866
CCDC3	1433.313	CCDC3	5163.2379
CCDC40	206.151	CCDC40	82.2898
CCDC41	313.9464	CCDC41	159.2129
CCDC43	669.6102	CCDC43	377.907
CCDC45	356.2728	CCDC45	374.7764
CCDC46	247.8685	CCDC46	568.7254
CCDC47	2746.6504	CCDC47	3077.3703
CCDC48	30.4507	CCDC48	55.0089
CCDC50	2233.8611	CCDC50	3846.1538
CCDC51	332.8258	CCDC51	208.4079
CCDC52	647.9903	CCDC52	287.5671
CCDC53	428.1364	CCDC53	467.3524
CCDC55	883.9829	CCDC55	857.7818
CCDC56	878.0298	CCDC56	592.8444
CCDC57	276.1876	CCDC57	191.4132
CCDC58	186.3581	CCDC58	152.9517
CCDC59	374.8477	CCDC59	406.0823
CCDC61	175.0914	CCDC61	110.4651
CCDC64B	323.3861	CCDC64B	130.1431
CCDC64	175.0914	CCDC64	34.8837
CCDC65	22.838	removed	removed
CCDC66	293.7272	CCDC66	270.6977
CCDC67	15.2253	removed	removed
CCDC68	93.179	CCDC68	140.8766
CCDC69	189.4032	CCDC69	5718.6941
CCDC6	3224.7259	CCDC6	2018.3363
CCDC71	550.2436	CCDC71	326.9231
CCDC72	1260.6577	CCDC72	957.9606
CCDC73	37.8624	CCDC73	33.6404
CCDC74A	126.0658	CCDC74A	63.5063
CCDC74B	25.2741	CCDC74B	23.703
CCDC75	112.363	CCDC75	212.4329
CCDC76	193.6206	CCDC76	248.1127
CCDC77	128.1973	CCDC77	111.8068
CCDC78	27.4056	removed	removed
CCDC7	35.6273	CCDC7	35.3309
removed	removed	CCDC80	26572.0036
CCDC81	6.3946	CCDC81	6.7084
CCDC82	402.5579	CCDC82	797.4061
CCDC84	69.123	CCDC84	79.6064
CCDC85A	66.687	CCDC85A	635.8184
CCDC85B	289.8904	CCDC85B	233.0054
CCDC85C	229.2418	CCDC85C	183.1351
CCDC86	478.377	CCDC86	518.7612
CCDC87	23.7515	CCDC87	7.1556
CCDC88A	1220.7674	CCDC88A	1184.2576
CCDC88B	225.6395	CCDC88B	174.4186
CCDC88C	677.2229	CCDC88C	614.0429
CCDC89	25.2741	CCDC89	23.703
CCDC8	465.5907	CCDC8	342.1288
CCDC90A	338.916	CCDC90A	610.9123
CCDC90B	755.4629	CCDC90B	717.7907
CCDC91	510.6577	CCDC91	489.2665
CCDC92	1024.665	CCDC92	1288.0143
CCDC93	485.6882	CCDC93	844.8122
CCDC94	166.5652	CCDC94	295.6172
CCDC96	118.1486	CCDC96	56.7979
CCDC97	1085.5664	CCDC97	847.4955
CCDC99	223.2034	CCDC99	138.1932
CCDC9	539.5859	CCDC9	391.3238
CCHCR1	261.8758	CCHCR1	253.5778
CCIN	22.838	CCIN	16.5474
CCK	17.6614	removed	removed
CCL11	20.7065	removed	removed
CCL13	418.6967	CCL13	441.4132
CCL14	180.8739	CCL14	1494.593
CCL18	14.3118	CCL18	838.9982
removed	removed	CCL19	174.4186
CCL20	12.7893	removed	removed
removed	removed	CCL21	1119.4097
CCL22	234.1657	CCL22	70.2147
removed	removed	CCL23	27.7281
removed	removed	CCL24	9.3918
CCL26	7.3082	CCL26	5.814
CCL28	51.1571	CCL28	288.0143
CCL2	1049.0256	CCL2	2091.6816
CCL3L1	36.6352	CCL3L1	12.102
CCL3	169.6102	CCL3	87.2093
CCL4L2	118.1486	CCL4L2	59.9284
CCL4	148.9038	CCL4	130.5903
CCL5	264.6163	CCL5	304.1145
CCL8	106.5773	CCL8	173.0769
CCM2	866.3216	CCM2	904.7406
CCNA1	11.5713	CCNA1	17.8891
CCNA2	190.9988	CCNA2	34.1279
CCNB1IP1	387.9415	CCNB1IP1	437.3882
CCNB1	390.9866	CCNB1	112.254
CCNB2	170.8283	CCNB2	25.0447
CCNB3	11.8758	CCNB3	24.5975
CCNC	1297.8076	CCNC	1095.2594
CCND1	10628.5018	CCND1	3856.8113
CCND2	1540.4994	CCND2	2404.2934
CCND3	1322.1681	CCND3	1219.1413
CCNDBP1	1063.0329	CCNDBP1	1546.5116
CCNE1	49.9391	CCNE1	12.5224
CCNE2	132.9903	CCNE2	20.5725
CCNF	316.3825	CCNF	102.415
CCNG1	2049.9391	CCNG1	2687.3882
CCNG2	3324.6041	CCNG2	1559.9284
CCNH	493.8002	CCNH	765.0537
CCNI2	7.159	removed	removed
CCNI	7069.732	CCNI	5813.059
CCNJL	155.9074	CCNJL	46.5116
CCNJ	211.6322	CCNJ	177.102
CCNK	1004.9239	CCNK	728.314
CCNL1	764.6163	CCNL1	2359.5707
CCNL2	957.0646	CCNL2	1176.6547
CCNO	41.4129	CCNO	11.6279
CCNT1	137.637	CCNT1	244.6333
CCNT2	624.8477	CCNT2	668.1574
CCNYL1	631.5469	CCNYL1	881.932
CCNY	2156.5164	CCNY	2237.9249
CCPG1	5015.8009	CCPG1	4018.1082
CCR10	12.1803	CCR10	20.1252
CCR1	644.3362	CCR1	675.3131
CCR2	136.419	CCR2	29.517
CCR3	7.0037	removed	removed
CCR4	15.2253	CCR4	10.2862
CCR5	264.6163	CCR5	112.254
CCR6	129.8508	CCR6	24.517
CCR7	13.0938	CCR7	42.4866
CCR8	13.7028	removed	removed
CCRL1	194.8843	CCRL1	256.7084
CCRL2	88.916	CCRL2	219.1413
CCRN4L	137.3325	CCRN4L	358.6762
CCS	330.9988	CCS	328.2648
CCT2	3266.4434	CCT2	2167.7102
CCT3	5554.5067	CCT3	3572.0036
CCT4	4113.8855	CCT4	2965.5635
CCT5	4451.8879	CCT5	3584.9732
CCT6A	3742.0828	CCT6A	2788.9088
CCT6B	65.7734	CCT6B	80.5009
CCT6P1	65.1644	CCT6P1	54.5617
CCT7	4630.3289	CCT7	3282.2004
CCT8	4385.81	CCT8	2939.1771
CD101	55.1157	CD101	19.678
CD109	2769.1748	CD109	1868.9624
CD14	4457.6736	CD14	4899.8211
CD151	6422.6553	CD151	10711.0912
removed	removed	CD160	10.2862
CD163L1	133.6784	CD163L1	432.9159
CD163	2302.6797	CD163	4106.8873
removed	removed	CD164L2	8.9445
CD164	12376.3703	CD164	13081.3953
CD177	2296.285	removed	removed
CD180	173.8733	CD180	118.068
CD1A	211.0231	removed	removed
removed	removed	CD1B	6.2612
CD1C	46.285	CD1C	74.6869
CD1D	24.665	CD1D	33.9893
CD1E	56.3337	CD1E	15.2057
CD200R1	56.3337	CD200R1	118.5152
CD200	681.1815	CD200	623.8819
CD207	264.9208	CD207	8.4973
CD209	357.1864	CD209	1638.6404
CD226	17.9659	CD226	15.653
CD22	71.5591	CD22	26.3864
CD244	10.3532	CD244	17.8891
CD247	45.067	CD247	63.9535
CD248	1023.1425	CD248	7080.0537
CD24	27111.4495	CD24	3380.5903
CD274	52.9842	CD274	27.2809
CD276	4721.0719	CD276	1678.8909
CD27	45.7065	CD27	24.5036
CD28	185.7491	CD28	310.8229
CD2AP	2056.0292	CD2AP	1279.9642
CD2BP2	1630.3289	CD2BP2	1101.9678
CD2	116.3216	CD2	88.1038
CD300A	471.3764	CD300A	230.7692
CD300C	81.6078	CD300C	42.9338
CD300E	15.2253	removed	removed
CD300LB	24.3605	CD300LB	56.3506
CD300LF	66.078	CD300LF	16.1002
removed	removed	CD300LG	3041.1449
CD302	1100.408	CD302	3683.8104
CD320	154.9939	CD320	595.7066
CD33	192.7527	CD33	195.8855
CD34	2218.0268	CD34	8589.4454
CD36	288.6724	CD36	67054.5617
CD37	510.6577	CD37	203.4884
removed	removed	CD38	30.8587
CD3D	43.24	CD3D	35.3309
CD3EAP	387.637	CD3EAP	269.3426
CD3E	145.5542	CD3E	122.5403
CD3G	22.229	CD3G	13.864
CD40LG	14.9208	CD40LG	24.5975
CD40	414.1291	CD40	344.3649
CD44	11463.1547	CD44	11189.1771
CD46	5498.4775	CD46	6231.6637
CD47	2521.3155	CD47	2623.8819
CD48	86.1754	CD48	127.0125
CD4	2726.2485	CD4	2081.8426
CD52	150.1218	CD52	243.2916
CD53	1305.4202	CD53	926.2075
CD55	7902.2533	CD55	3425.7603
CD58	291.1084	CD58	332.737
CD59	14400.4263	CD59	17722.2719
CD5	70.341	CD5	64.4007
CD63	11981.1206	CD63	14102.8623
CD68	4102.3143	CD68	5177.102
CD69	60.5968	CD69	147.1377
CD6	68.8185	CD6	56.3506
CD70	21.011	CD70	54.5617
CD72	82.8258	CD72	63.059
CD74	72090.4385	CD74	32671.288
CD79A	10.3532	CD79A	20.1252
CD79B	18.2704	CD79B	88.1038
CD7	26.4921	CD7	29.517
CD80	72.7771	CD80	6.7084
CD81	9179.659	CD81	17012.9696
CD82	948.5384	CD82	721.8247
CD83	361.4495	CD83	957.9606
CD84	235.3837	CD84	183.3631
CD86	633.0694	CD86	356.8873
CD8A	56.3337	CD8A	112.7013
CD8B	9.4397	CD8B	28.6225
CD93	6558.1608	CD93	6843.9177
CD96	72.4726	CD96	76.4758
CD97	831.3033	CD97	1651.1628
CD99L2	1176.6139	CD99L2	3219.5886
CD99	6389.7686	CD99	2831.8426
CD9	9963.7637	CD9	3178.8909
CDADC1	147.9903	CDADC1	279.9642
CDAN1	267.0524	CDAN1	234.347
CDA	32.8867	CDA	33.9893
CDC123	1104.3179	CDC123	865.6664
CDC14A	126.6748	CDC14A	235.2415
CDC14B	398.5993	CDC14B	1080.9481
CDC14C	5.1766	CDC14C	23.2558
CDC16	1533.1912	CDC16	1618.068
CDC20	187.8806	CDC20	21.4669
CDC23	790.8039	CDC23	758.0501
CDC25A	68.514	CDC25A	14.3113
CDC25B	532.8867	CDC25B	519.2308
CDC25C	37.1498	removed	removed
CDC26	129.4153	CDC26	109.5707
CDC27	2100.4872	CDC27	2098.8372
CDC34	448.8429	CDC34	516.5474
CDC37L1	493.3009	CDC37L1	558.1395
CDC37	1888.246	CDC37	2699.4633
CDC40	744.5189	CDC40	720.0358
CDC42BPA	2253.9586	CDC42BPA	2727.6386
CDC42BPB	3082.8258	CDC42BPB	4477.1914
CDC42BPG	409.866	CDC42BPG	228.9803
CDC42EP1	1368.4531	CDC42EP1	1511.1807
CDC42EP2	281.9732	CDC42EP2	1859.1234
CDC42EP3	1582.2168	CDC42EP3	1124.7764
CDC42EP4	795.9805	CDC42EP4	3397.585
CDC42EP5	150.4263	CDC42EP5	81.8426
CDC42SE1	3093.9647	CDC42SE1	2008.8462
