gene_id	TCGA-BH-A18M-01A-11R-A12D-07	gene_id	TCGA-BH-A18M-11A-33R-A12D-07
ANKRD56	41.8736	ANKRD56	85.0595
ANKRD57	709.2798	ANKRD57	912.2962
ANKRD58	5.877	removed	removed
ANKRD5	370.618	ANKRD5	241.5161
ANKRD6	263.5538	ANKRD6	338.7307
ANKRD9	34.16	ANKRD9	52.8867
ANKS1A	1150.4217	ANKS1A	1527.1045
ANKS1B	166.7597	ANKS1B	97.3997
ANKS3	250.5069	ANKS3	251.212
ANKS6	107.6225	ANKS6	257.3821
ANKZF1	445.5496	ANKZF1	660.6435
ANLN	595.0457	ANLN	178.4927
ANO10	1136.8311	ANO10	681.7981
ANO1	3195.2484	ANO1	5626.7078
ANO2	21.3041	ANO2	83.2966
ANO3	24.6099	ANO3	111.9436
ANO4	16.529	ANO4	18.9511
ANO5	64.6469	ANO5	43.1908
ANO6	2253.0928	ANO6	4773.0278
ANO7	11.0194	ANO7	13.2217
ANO8	330.9483	ANO8	253.4156
ANO9	251.9761	ANO9	116.3508
ANP32A	2576.3275	ANP32A	2065.6677
ANP32B	2421.689	ANP32B	2165.7118
ANP32E	1220.5783	ANP32E	1019.3918
ANPEP	384.2085	ANPEP	2478.1842
ANTXR1	7392.5245	ANTXR1	5029.9691
ANTXR2	839.3083	ANTXR2	1956.3684
ANUBL1	324.7039	ANUBL1	238.431
ANXA11	3163.2923	ANXA11	3792.4196
ANXA13	5.877	ANXA13	9.6959
ANXA1	2681.0114	ANXA1	10515.2049
ANXA2P1	65.3816	ANXA2P1	65.6677
ANXA2P2	4665.2317	ANXA2P2	4484.7951
ANXA2	14761.1736	ANXA2	12842.662
ANXA3	718.8299	ANXA3	1019.3918
ANXA4	1319.018	ANXA4	1110.6214
ANXA5	5656.9745	ANXA5	7957.2499
ANXA6	9626.8843	ANXA6	7742.1772
ANXA7	2385.3251	ANXA7	2677.3909
ANXA8L2	20.5695	ANXA8L2	73.6007
ANXA8	54.3622	ANXA8	151.6086
ANXA9	715.1568	ANXA9	175.8484
AOAH	130.7631	AOAH	137.9462
AOC2	12.8559	AOC2	119.4359
AOC3	1516.6319	AOC3	11269.2816
AOX1	443.7131	AOX1	1528.8673
AP1AR	849.593	AP1AR	549.1406
AP1B1	2963.4745	AP1B1	2211.1062
AP1G1	2305.2511	AP1G1	2401.4985
AP1G2	2023.3647	AP1G2	1163.8299
AP1M1	896.9763	AP1M1	867.7832
AP1M2	1715.7151	AP1M2	635.963
AP1S1	629.9403	AP1S1	406.7871
AP1S2	765.4785	AP1S2	506.3905
AP1S3	305.971	AP1S3	113.2658
AP2A1	1963.2908	AP2A1	1691.3971
AP2A2	1959.9777	AP2A2	1751.8731
AP2B1	13266.2132	AP2B1	7023.799
AP2M1	6689.8563	AP2M1	5268.8409
AP2S1	1208.457	AP2S1	715.2931
AP3B1	2073.1098	AP3B1	1313.3539
AP3B2	51.4237	AP3B2	66.5491
AP3D1	3401.6779	AP3D1	2659.3213
AP3M1	1618.01	AP3M1	1437.6377
AP3M2	703.7701	AP3M2	501.1018
AP3S1	1203.3146	AP3S1	836.4918
AP3S2	1549.2088	AP3S2	1329.2993
AP4B1	262.5951	AP4B1	302.7942
AP4E1	483.3828	AP4E1	384.3103
AP4M1	378.0928	AP4M1	314.848
AP4S1	90.3588	AP4S1	92.9925
APAF1	547.2951	APAF1	697.2234
APBA1	91.828	APBA1	253.8563
APBA2	59.5046	APBA2	65.6677
APBA3	194.3081	APBA3	182.9
APBB1IP	290.5439	APBB1IP	796.8268
APBB1	785.6807	APBB1	857.2058
APBB2	4281.7578	APBB2	4013.6624
APBB3	198.3486	APBB3	280.2997
APCDD1L	37.8332	APCDD1L	65.227
APCDD1	520.4813	APCDD1	1295.2843
APC	1586.4212	APC	1349.4932
APEH	2704.8867	APEH	1333.6271
APEX1	3029.2234	APEX1	2249.4491
APEX2	721.7684	APEX2	478.6249
APH1A	3852.0026	APH1A	3187.3072
APH1B	573.007	APH1B	784.9273
API5	3490.9347	API5	2449.5372
APIP	357.4976	APIP	308.2812
APITD1	284.7441	APITD1	146.0467
APLF	67.9527	APLF	92.1111
APLNR	658.958	APLNR	1345.5267
APLN	69.422	APLN	85.9409
APLP1	41.8736	APLP1	59.9383
APLP2	7346.9778	APLP2	14617.8933
APOA1BP	1680.8204	APOA1BP	928.6029
APOB48R	270.3417	APOB48R	228.7351
APOBEC3A	23.508	APOBEC3A	47.1573
APOBEC3B	94.7665	APOBEC3B	58.1754
APOBEC3C	156.8423	APOBEC3C	330.1014
APOBEC3D	73.0951	APOBEC3D	89.4667
APOBEC3F	186.9619	APOBEC3F	205.3768
APOBEC3G	257.8531	APOBEC3G	326.1349
APOBEC3H	5.877	APOBEC3H	6.6108
APOB	20.9368	APOB	307.6245
APOC1	445.5496	APOC1	536.3596
APOC2	47.3833	APOC2	27.3248
APOD	3561.0914	APOD	14234.0238
APOE	1527.6513	APOE	2859.8502
APOF	5.877	removed	removed
APOL1	1750.6097	APOL1	1081.093
APOL2	746.011	APOL2	748.788
APOL3	774.6613	APOL3	1241.9568
APOL4	87.7876	APOL4	162.186
APOL6	2049.6018	APOL6	3281.1811
APOLD1	1122.8733	APOLD1	7208.9026
APOM	66.4835	APOM	54.6496
APOOL	232.8759	APOOL	225.2093
APOO	177.0445	APOO	128.2503
APPBP2	1445.006	APPBP2	1520.4936
APPL1	2477.1422	APPL1	1825.0331
APPL2	912.4034	APPL2	1574.2618
APP	18552.5697	APP	25081.9744
APRT	251.9761	APRT	443.8078
APTX	524.1544	APTX	405.0242
AQP11	26.8138	AQP11	31.732
AQP1	4314.8159	AQP1	15533.063
AQP3	402.9414	AQP3	555.3107
AQP4	9.5501	AQP4	26.0026
removed	removed	AQP5	21.1547
AQP7P1	11.0194	AQP7P1	101.3662
removed	removed	AQP7P3	14.1031
AQP7	115.336	AQP7	1077.5672
AQP9	18.3656	AQP9	88.5853
AQPEP	14.3252	AQPEP	168.7572
AQR	1411.5806	AQR	1177.6113
ARAF	1249.2286	ARAF	1115.0286
ARAP1	2634.6603	ARAP1	2829.4006
ARAP2	386.7797	ARAP2	285.5884
ARAP3	303.0325	ARAP3	766.8576
ARCN1	3626.8402	ARCN1	4137.9462
ARC	30.4869	ARC	115.4694
AREG	114.9687	AREG	469.8105
ARF1	12254.2682	ARF1	7372.8515
ARF3	5605.9181	ARF3	4009.2552
ARF4	5283.7854	ARF4	3551.7849
ARF5	2109.1064	ARF5	1617.8669
ARF6	3394.3316	ARF6	2698.1049
ARFGAP1	1124.3425	ARFGAP1	1050.6831
ARFGAP2	2600.5701	ARFGAP2	1889.3786
ARFGAP3	885.9569	ARFGAP3	919.3477
ARFGEF1	2783.1242	ARFGEF1	1921.2781
ARFGEF2	2290.5586	ARFGEF2	2195.6809
ARFIP1	1259.5134	ARFIP1	917.5848
ARFIP2	2345.2881	ARFIP2	1189.0701
ARFRP1	461.7114	ARFRP1	466.7254
ARG2	155.5861	ARG2	246.1525
ARGLU1	1286.3272	ARGLU1	2374.6144
ARHGAP10	331.3156	ARHGAP10	613.4861
ARHGAP11A	325.4386	ARHGAP11A	118.1137
ARHGAP11B	23.8753	ARHGAP11B	14.134
ARHGAP12	981.8254	ARHGAP12	1034.8171
ARHGAP15	67.2181	ARHGAP15	63.9048
ARHGAP17	1125.0771	ARHGAP17	1654.4733
ARHGAP18	654.9176	ARHGAP18	673.4244
ARHGAP19	586.5975	ARHGAP19	1186.4257
ARHGAP1	7064.5147	ARHGAP1	4130.0132
ARHGAP20	116.438	ARHGAP20	481.71
ARHGAP21	1432.5174	ARHGAP21	3128.2503
ARHGAP22	33.0581	ARHGAP22	47.1573
ARHGAP23	541.4181	ARHGAP23	1053.7682
ARHGAP24	235.8144	ARHGAP24	619.2155
ARHGAP25	207.5314	ARHGAP25	432.3491
ARHGAP26	781.273	ARHGAP26	884.9714
ARHGAP27	262.6282	ARHGAP27	520.0529
ARHGAP28	280.2592	ARHGAP28	328.3385
ARHGAP29	3237.4893	ARHGAP29	3584.8391
ARHGAP30	416.8993	ARHGAP30	539.4447
ARHGAP31	885.5896	ARHGAP31	1847.9506
ARHGAP32	1645.5585	ARHGAP32	1347.2896
ARHGAP33	184.0234	ARHGAP33	135.3019
ARHGAP36	35.6293	ARHGAP36	149.405
ARHGAP39	505.4215	ARHGAP39	195.6809
ARHGAP42	276.9093	ARHGAP42	304.5174
ARHGAP4	200.9197	ARHGAP4	414.2794
ARHGAP5	2311.1281	ARHGAP5	2675.628
ARHGAP6	65.7489	ARHGAP6	215.5134
ARHGAP8	360.796	ARHGAP8	225.6677
ARHGAP9	87.7876	ARHGAP9	127.3689
ARHGDIA	4448.5175	ARHGDIA	3599.383
ARHGDIB	6749.7282	ARHGDIB	3214.632
removed	removed	ARHGDIG	34.4469
ARHGEF10L	947.2981	ARHGEF10L	862.4945
ARHGEF10	721.7684	ARHGEF10	1189.0701
ARHGEF11	1375.2167	ARHGEF11	1635.0815
ARHGEF12	4477.9025	ARHGEF12	5685.3239
ARHGEF15	382.7393	ARHGEF15	1138.387
ARHGEF16	493.3002	ARHGEF16	274.1296
ARHGEF17	2477.8878	ARHGEF17	2292.1992
ARHGEF18	934.8094	ARHGEF18	887.175
ARHGEF19	605.3304	ARHGEF19	350.8153
ARHGEF1	1147.1159	ARHGEF1	1280.7404
ARHGEF2	1914.431	ARHGEF2	1944.9097
ARHGEF33	8.4482	ARHGEF33	18.9511
ARHGEF35	592.4745	ARHGEF35	809.167
ARHGEF37	676.2217	ARHGEF37	1580.8726
ARHGEF38	60.9738	ARHGEF38	33.0542
ARHGEF3	1222.4149	ARHGEF3	1096.959
ARHGEF4	88.5222	ARHGEF4	267.078
ARHGEF5	422.7763	ARHGEF5	627.5892
ARHGEF6	1809.3797	ARHGEF6	2137.9462
ARHGEF7	1038.7588	ARHGEF7	1734.2442
ARHGEF9	503.9523	ARHGEF9	669.0172
ARID1A	4251.6382	ARID1A	2798.149
ARID1B	2307.0877	ARID1B	2287.3513
ARID2	1359.7896	ARID2	964.3015
ARID3A	51.791	ARID3A	55.0903
ARID3B	128.9266	ARID3B	132.2168
ARID4A	652.7137	ARID4A	932.1287
ARID4B	2194.1061	ARID4B	1473.1996
ARID5A	417.2666	ARID5A	1529.3081
ARID5B	1874.3939	ARID5B	6045.8352
ARIH1	1294.408	ARIH1	1826.7959
ARIH2	1186.4183	ARIH2	1635.5223
ARL10	35.262	ARL10	60.379
ARL11	18.7329	ARL11	28.647
ARL13B	256.3839	ARL13B	349.4932
ARL15	637.6539	ARL15	609.5196
ARL16	361.0678	ARL16	371.5293
ARL17A	82.7922	ARL17A	68.6822
ARL1	2285.7836	ARL1	1832.5253
ARL2BP	1944.5506	ARL2BP	1523.1379
ARL2	915.3419	ARL2	974.4381
ARL3	1292.2042	ARL3	646.5403
ARL4A	490.729	ARL4A	801.6747
ARL4C	1007.9046	ARL4C	1559.2772
ARL4D	121.213	ARL4D	193.918
ARL5A	840.0429	ARL5A	800.7933
ARL5B	319.1943	ARL5B	553.1071
ARL6IP1	6498.854	ARL6IP1	4300.1322
ARL6IP4	1074.3881	ARL6IP4	1487.4394
ARL6IP5	3541.9911	ARL6IP5	3343.323
ARL6IP6	306.7057	ARL6IP6	260.4672
ARL6	88.8895	ARL6	82.4152
ARL8A	1544.1803	ARL8A	1041.8687
ARL8B	2178.8957	ARL8B	1969.5901
ARMC10	834.8271	ARMC10	641.6219
ARMC1	696.7912	ARMC1	649.1847
ARMC2	51.791	ARMC2	45.8352
ARMC3	47.3833	ARMC3	8.8145
ARMC4	5.1424	removed	removed
ARMC5	299.7267	ARMC5	315.1168
ARMC6	560.8416	ARMC6	400.1763
ARMC7	348.9465	ARMC7	236.2274
ARMC8	746.011	ARMC8	767.7391
ARMC9	577.4147	ARMC9	280.7404
ARMCX1	583.659	ARMCX1	894.2265
ARMCX2	1523.6108	ARMCX2	869.5461
ARMCX3	1935.7351	ARMCX3	1938.2988
ARMCX5	365.4756	ARMCX5	305.8616
ARMCX6	211.5718	ARMCX6	216.3949
ARNT2	851.7969	ARNT2	410.3129
ARNTL2	82.2779	ARNTL2	57.7347
ARNTL	267.7706	ARNTL	291.3178
ARNT	1415.9884	ARNT	2040.1058
ARPC1A	1991.0009	ARPC1A	1863.3759
ARPC1B	1963.8491	ARPC1B	1384.3103
ARPC2	5323.0878	ARPC2	3393.1247
ARPC3	3260.2627	ARPC3	2145.4385
ARPC4	3071.4532	ARPC4	2553.6668
ARPC5L	645.7348	ARPC5L	472.8955
ARPC5	2485.6014	ARPC5	2531.071
ARPM1	38.5678	ARPM1	50.6831
ARPP19	3995.989	ARPP19	4060.8197
ARRB1	955.3789	ARRB1	1411.6351
ARRB2	582.1898	ARRB2	596.2979
ARRDC1	810.6579	ARRDC1	481.2693
ARRDC2	386.7797	ARRDC2	622.7413
ARRDC3	2773.2068	ARRDC3	2345.5267
ARRDC4	454.3651	ARRDC4	885.4121
ARSA	810.2906	ARSA	624.5042
ARSB	498.0753	ARSB	301.8951
ARSD	2587.7141	ARSD	2288.6734
ARSE	50.6891	ARSE	41.8687
ARSG	342.3349	ARSG	290.877
ARSH	5.5097	removed	removed
ARSI	156.8423	ARSI	51.5646
ARSJ	109.459	ARSJ	130.0132
ARSK	209.0006	ARSK	179.8149
removed	removed	ART3	6.1701
removed	removed	ART4	14.5439
ART5	9.5501	ART5	36.58
ARTN	89.6242	ARTN	51.1238
ARV1	724.7069	ARV1	316.8797
ARVCF	238.3856	ARVCF	377.2587
ARX	12.1213	removed	removed
AR	1105.9769	AR	634.6408
AS3MT	250.8742	AS3MT	193.4773
ASAH1	5388.8366	ASAH1	5855.0022
removed	removed	ASAH2B	7.933
ASAH2	9.9174	removed	removed
ASAM	435.6322	ASAM	1666.8136
ASAP1	1879.9036	ASAP1	1635.0815
ASAP2	655.6522	ASAP2	1115.9101
ASAP3	1310.5698	ASAP3	982.3711
ASB13	1213.2321	ASB13	725.4297
ASB14	17.2747	ASB14	12.781
ASB16	27.9598	ASB16	18.9026
ASB1	340.5608	ASB1	839.9956
ASB2	22.406	ASB2	28.647
ASB3	305.2364	ASB3	343.323
ASB6	585.9621	ASB6	598.0917
ASB7	419.1032	ASB7	435.4341
ASB8	744.5417	ASB8	758.9246
ASB9	19.1002	ASB9	42.3094
ASCC1	653.8156	ASCC1	468.4883
ASCC2	880.8146	ASCC2	1171.0004
ASCC3	1498.2663	ASCC3	994.7113
ASCL1	580.7205	ASCL1	82.4152
ASCL2	12.4886	ASCL2	15.4253
ASF1A	411.7569	ASF1A	430.5862
ASF1B	462.0787	ASF1B	82.8559
removed	removed	ASGR1	9.6959
removed	removed	ASGR2	7.933
ASH1L	2969.6159	ASH1L	3421.6527
ASH2L	1220.211	ASH2L	1251.6527
ASL	432.6937	ASL	395.7691
ASMTL	671.7992	ASMTL	647.4218
ASNA1	1519.2031	ASNA1	1002.2036
ASNSD1	884.4877	ASNSD1	961.2164
ASNS	306.7057	ASNS	297.4879
ASPA	50.3218	ASPA	107.0956
ASPHD1	8.0809	ASPHD1	8.8145
ASPHD2	57.3007	ASPHD2	45.3944
ASPH	4180.3135	ASPH	11303.6404
ASPM	262.2609	ASPM	89.4667
ASPN	5102.3332	ASPN	1237.1089
ASPRV1	46.2666	ASPRV1	119.2155
ASPSCR1	408.8184	ASPSCR1	235.346
ASRGL1	93.6646	ASRGL1	144.5571
ASS1	2804.4283	ASS1	2428.8233
ASTE1	234.1027	ASTE1	217.5231
ASTL	8.0809	removed	removed
ASTN1	32.3235	ASTN1	169.2375
ASTN2	337.5599	ASTN2	311.1503
ASXL1	1724.8979	ASXL1	2047.1573
ASXL2	1032.5145	ASXL2	958.1313
ASXL3	27.5484	ASXL3	23.799
ATAD1	846.2872	ATAD1	978.4046
ATAD2B	460.9768	ATAD2B	426.1789
ATAD2	2192.119	ATAD2	761.569
ATAD3A	377.5969	ATAD3A	346.8488
ATAD3B	149.8634	ATAD3B	195.6809
ATAD3C	206.7967	ATAD3C	138.8277
ATAD5	105.4186	ATAD5	72.7193
ATE1	374.6584	ATE1	300.1322
ATF1	423.8782	ATF1	442.9264
ATF2	768.0497	ATF2	624.9449
ATF3	4040.4337	ATF3	11727.1926
ATF4	3352.4581	ATF4	5134.4204
ATF5	932.6056	ATF5	642.1331
ATF6B	2125.2681	ATF6B	1736.6814
ATF6	1903.0443	ATF6	1547.3777
ATF7IP2	184.3907	ATF7IP2	109.74
ATF7IP	1541.2418	ATF7IP	1268.8409
ATF7	1950.7912	ATF7	2134.8083
ATG10	87.7876	ATG10	98.7219
ATG12	646.8367	ATG12	550.022
ATG16L1	813.9637	ATG16L1	704.275
ATG16L2	244.0679	ATG16L2	275.628
ATG2A	806.2502	ATG2A	743.4993
ATG2B	1070.7149	ATG2B	1589.6871
ATG3	718.4626	ATG3	674.3059
ATG4A	305.2364	ATG4A	294.8435
ATG4B	752.6226	ATG4B	798.5897
ATG4C	194.6754	ATG4C	237.5496
ATG4D	339.6315	ATG4D	230.7316
ATG5	798.1693	ATG5	624.0635
ATG7	681.9775	ATG7	616.9502
ATG9A	1268.9533	ATG9A	1553.0145
ATG9B	7.192	ATG9B	13.0542
ATHL1	3946.4018	ATHL1	1227.413
ATIC	2647.2187	ATIC	1247.2455
ATL1	535.5411	ATL1	522.6972
ATL2	936.646	ATL2	1265.7558
ATL3	1121.404	ATL3	773.0278
ATMIN	1299.1831	ATMIN	1899.9559
ATM	900.6494	ATM	1642.1331
ATN1	4586.6269	ATN1	5628.03
ATOH8	85.951	ATOH8	378.1401
ATOX1	1068.1438	ATOX1	499.3389
ATP10A	479.7097	ATP10A	249.4491
ATP10B	6.2443	ATP10B	7.4923
ATP10D	733.1551	ATP10D	812.6928
ATP11A	409.9204	ATP11A	893.3451
ATP11B	946.1961	ATP11B	1451.3001
ATP11C	486.3213	ATP11C	751.8731
ATP13A1	1547.4861	ATP13A1	1125.1653
ATP13A2	2228.8502	ATP13A2	908.3297
ATP13A3	2022.0534	ATP13A3	2219.4799
ATP13A4	27.5484	ATP13A4	17.1882
ATP13A5	17.631	ATP13A5	33.0542
ATP1A1	11586.1163	ATP1A1	10641.6792
ATP1A2	91.4607	ATP1A2	1123.4024
ATP1A3	23.1407	removed	removed
ATP1A4	41.139	ATP1A4	44.513
ATP1B1	2915.0334	ATP1B1	2057.5055
ATP1B2	43.7101	ATP1B2	201.4103
ATP1B3	1363.4627	ATP1B3	1530.6302
ATP2A1	9.9174	ATP2A1	5.7294
ATP2A2	5981.6785	ATP2A2	6258.7043
ATP2A3	1487.2469	ATP2A3	842.2212
ATP2B1	880.4472	ATP2B1	1476.4213
removed	removed	ATP2B2	18.0696
ATP2B4	5762.3931	ATP2B4	7003.0851
ATP2C1	2720.5563	ATP2C1	2492.4813
ATP2C2	84.4818	ATP2C2	282.0626
ATP5A1	9276.4685	ATP5A1	7694.5791
ATP5B	11500.5436	ATP5B	9115.9101
ATP5C1	2699.0097	ATP5C1	1965.1829
ATP5D	567.4973	ATP5D	483.0322
ATP5EP2	18.3656	ATP5EP2	22.9176
ATP5E	3149.3344	ATP5E	2241.9568
ATP5F1	2552.8195	ATP5F1	1852.3579
ATP5G1	700.8316	ATP5G1	392.2433
ATP5G2	4758.1617	ATP5G2	3004.848
ATP5G3	2498.09	ATP5G3	1939.621
ATP5H	1894.9634	ATP5H	1311.1503
ATP5I	913.6816	ATP5I	601.5866
ATP5J2	1161.8084	ATP5J2	916.7034
ATP5J	1200.681	ATP5J	1214.6364
ATP5L	1348.7702	ATP5L	1805.6413
ATP5O	2412.5062	ATP5O	2083.7373
ATP5SL	865.3874	ATP5SL	583.9577
ATP5S	132.2324	ATP5S	101.807
ATP6AP1L	91.828	ATP6AP1L	64.7862
ATP6AP1	4324.7333	ATP6AP1	2647.4218
ATP6AP2	3406.8203	ATP6AP2	2959.8942
ATP6V0A1	1317.5487	ATP6V0A1	1629.7929
ATP6V0A2	308.9095	ATP6V0A2	532.3931
ATP6V0A4	6.6116	ATP6V0A4	12.781
ATP6V0B	1646.2931	ATP6V0B	1108.8585
ATP6V0C	2137.7568	ATP6V0C	1330.1014
ATP6V0D1	1557.4035	ATP6V0D1	1498.8982
ATP6V0D2	8.8155	removed	removed
ATP6V0E1	3288.5457	ATP6V0E1	2309.3874
ATP6V0E2	1083.1778	ATP6V0E2	676.8532
ATP6V1A	2089.6389	ATP6V1A	1737.7699
ATP6V1B1	598.3515	ATP6V1B1	240.1939
ATP6V1B2	2116.4526	ATP6V1B2	1820.6258
ATP6V1C1	1337.7509	ATP6V1C1	1826.7959
ATP6V1C2	36.0737	ATP6V1C2	53.8034
ATP6V1D	995.4159	ATP6V1D	935.6545
ATP6V1E1	1531.3244	ATP6V1E1	1906.5668
ATP6V1E2	23.1407	ATP6V1E2	72.7193
ATP6V1F	1433.252	ATP6V1F	1036.126
ATP6V1G1	1929.1234	ATP6V1G1	1640.8109
ATP6V1G2	52.893	ATP6V1G2	25.9938
ATP6V1H	1118.4655	ATP6V1H	882.327
ATP7A	739.0321	ATP7A	817.9815
ATP7B	1384.3995	ATP7B	483.4729
ATP8A1	130.7631	ATP8A1	354.3411
ATP8A2	29.7523	ATP8A2	20.714
ATP8B1	1668.5338	ATP8B1	1066.6593
ATP8B2	888.5281	ATP8B2	1573.3803
ATP8B3	26.4465	ATP8B3	16.3067
ATP8B4	78.9721	ATP8B4	162.186
ATP8B5P	19.1002	ATP8B5P	22.9176
ATP9A	3379.6392	ATP9A	3862.4945
ATP9B	650.5098	ATP9B	569.8546
ATPAF1	1229.3901	ATPAF1	1155.249
ATPAF2	289.8093	ATPAF2	187.7479
ATPBD4	96.2358	ATPBD4	130.0132
ATPIF1	1540.5072	ATPIF1	747.9066
ATRIP	453.906	ATRIP	276.1393
ATRNL1	22.406	ATRNL1	40.1058
ATRN	2077.8849	ATRN	2665.4914
ATRX	3033.2638	ATRX	2724.5483
ATR	969.3368	ATR	921.5513
ATXN10	2205.7095	ATXN10	1602.468
ATXN1L	1144.8018	ATXN1L	2076.6858
ATXN1	1383.6649	ATXN1	1160.8638
ATXN2L	2738.3121	ATXN2L	1829.881
ATXN2	965.6637	ATXN2	914.9405
ATXN3	491.831	ATXN3	665.9321
ATXN7L1	215.6122	ATXN7L1	267.5187
ATXN7L2	57.3007	ATXN7L2	105.7735
ATXN7L3B	2352.2671	ATXN7L3B	2751.4323
ATXN7L3	1570.2595	ATXN7L3	1226.9722
ATXN7	803.3117	ATXN7	727.6333
AUH	267.4032	AUH	275.8925
AUP1	2008.349	AUP1	1461.7453
AURKAIP1	755.9284	AURKAIP1	713.0895
removed	removed	AURKAPS1	8.8145
AURKA	191.7369	AURKA	61.2605
AURKB	119.0091	AURKB	44.9537
AURKC	73.4624	AURKC	27.7655
AUTS2	1761.9964	AUTS2	2011.8995
AVEN	171.5348	AVEN	132.2168
AVIL	21.3041	AVIL	81.5337
AVL9	424.9802	AVL9	306.3023
AVPI1	170.8002	AVPI1	462.7589
AVPR1A	37.4658	AVPR1A	155.5751
AVPR2	16.8964	AVPR2	87.2631
AXIN1	816.9022	AXIN1	641.2517
AXIN2	394.1259	AXIN2	511.2384
AXL	1498.6336	AXL	1481.2693
AZGP1	6390.1296	AZGP1	13081.093
AZI1	253.4454	AZI1	293.0807
AZI2	1156.666	AZI2	1339.3565
AZIN1	3896.4474	AZIN1	3544.2926
B2M	51173.9297	B2M	35314.6761
B3GALNT1	448.8555	B3GALNT1	416.9238
B3GALNT2	1236.1413	B3GALNT2	742.7633
removed	removed	B3GALT1	14.9846
removed	removed	B3GALT2	12.3402
B3GALT4	117.5399	B3GALT4	165.7118
B3GALT5	170.4328	B3GALT5	40.9872
B3GALT6	523.4198	B3GALT6	477.3028
B3GALTL	301.196	B3GALTL	275.4517
removed	removed	B3GAT1	19.3918
B3GAT2	7.8972	B3GAT2	7.7788
B3GAT3	885.9569	B3GAT3	539.8854
B3GNT1	625.8999	B3GNT1	702.9528
B3GNT2	1554.465	B3GNT2	1082.4152
B3GNT3	7.3462	B3GNT3	19.8325
B3GNT5	132.5997	B3GNT5	680.476
B3GNT7	58.7699	B3GNT7	87.2631
B3GNT8	49.5871	B3GNT8	50.6831
B3GNT9	333.5856	B3GNT9	242.5562
B3GNTL1	68.4082	B3GNTL1	45.6148
B4GALNT1	49.3668	B4GALNT1	32.7942
B4GALNT3	301.196	B4GALNT3	173.2041
B4GALNT4	1164.0122	B4GALNT4	250.7713
B4GALT1	7492.0661	B4GALT1	4540.7669
B4GALT2	1076.9592	B4GALT2	746.1437
B4GALT3	926.3613	B4GALT3	722.7854
B4GALT4	471.6288	B4GALT4	401.9392
B4GALT5	1520.305	B4GALT5	1906.5668
B4GALT6	63.1777	B4GALT6	367.1221
B4GALT7	566.3953	B4GALT7	346.8488
B9D1	192.4789	B9D1	111.6042
B9D2	57.3007	B9D2	70.0749
BAALC	44.4448	BAALC	207.1397
BACE1	1110.3846	BACE1	1558.8365
BACE2	1092.7537	BACE2	1081.5337
BACH1	882.2838	BACH1	1165.7118
BACH2	162.352	BACH2	301.0137
BAD	760.428	BAD	482.9528
BAG1	1331.3854	BAG1	1362.3887
BAG2	231.774	BAG2	264.8744
BAG3	1450.883	BAG3	1961.2164
BAG4	247.9357	BAG4	249.4491
BAG5	1348.7702	BAG5	1612.1639
BAGE2	6.259	BAGE2	5.0154
BAHCC1	601.6573	BAHCC1	589.2464
BAHD1	712.2183	BAHD1	934.3323
BAI1	50.3218	BAI1	52.0053
BAI2	1962.1815	BAI2	486.9987
removed	removed	BAI3	25.5619
BAIAP2L1	507.9927	BAIAP2L1	432.3491
BAIAP2L2	6.6116	BAIAP2L2	13.2217
BAIAP2	916.4438	BAIAP2	689.2904
BAIAP3	194.209	BAIAP3	138.0873
BAK1	367.3122	BAK1	258.7043
BAMBI	698.995	BAMBI	599.383
BANF1	2769.5337	BANF1	1298.3693
BANK1	14.6925	BANK1	73.6007
BANP	178.1464	BANP	219.9207
BAP1	1615.0716	BAP1	1667.2543
BARD1	178.1464	BARD1	103.5699
BARX1	9.5501	BARX1	25.5619
BARX2	174.106	BARX2	439.8413
BASP1	606.0651	BASP1	544.7334
BAT1	5152.6549	BAT1	5381.234
BAT2L1	6282.7532	BAT2L1	7272.5209
BAT2L2	4957.6122	BAT2L2	5026.0026
BAT2	8043.7689	BAT2	6840.4584
BAT3	3850.9006	BAT3	3684.0018
BAT4	281.7284	BAT4	371.97
BAT5	864.2855	BAT5	774.3499
BATF2	149.496	BATF2	69.6342
BATF3	19.8349	BATF3	22.4769
BATF	152.0672	BATF	161.7453
BAX	511.2985	BAX	365.3592
BAZ1A	1108.9154	BAZ1A	993.3892
BAZ1B	3334.4598	BAZ1B	2629.3521
BAZ2A	3080.8821	BAZ2A	3358.4134
BAZ2B	1121.8521	BAZ2B	1368.9555
BBC3	164.5558	BBC3	137.0648
BBOX1	35.9966	BBOX1	196.1216
BBS10	345.2734	BBS10	528.4266
BBS12	176.3098	BBS12	141.0313
BBS1	1252.1671	BBS1	1073.16
BBS2	1627.1929	BBS2	1382.9881
BBS4	513.5024	BBS4	414.2794
BBS5	242.213	BBS5	282.7942
BBS7	236.9163	BBS7	309.3874
BBS9	300.094	BBS9	318.6426
BBX	2299.0068	BBX	2231.3795
BCAM	7170.3006	BCAM	5601.5866
BCAN	19.1002	BCAN	26.0026
BCAP29	993.5794	BCAP29	1338.9158
BCAP31	3790.2941	BCAP31	4225.6501
BCAR1	960.154	BCAR1	883.2085
BCAR3	733.1404	BCAR3	760.2468
BCAS1	509.0946	BCAS1	231.3795
BCAS2	658.4732	BCAS2	712.7854
BCAS3	458.7729	BCAS3	435.8748
BCAS4	653.081	BCAS4	431.4676
BCAT1	411.0223	BCAT1	342.8823
