gene_id	TCGA-BH-A1ET-01A-11R-A137-07	gene_id	TCGA-BH-A1ET-11B-23R-A137-07
DCAF4	259.4048	DCAF4	261.213
DCAF5	1810.021	DCAF5	2041.5392
DCAF6	1851.7841	DCAF6	1705.9123
DCAF7	3116.5169	DCAF7	2577.472
DCAF8	2458.2208	DCAF8	2700.0051
DCAKD	960.9816	DCAKD	825.6881
DCBLD1	290.2126	DCBLD1	286.1876
DCBLD2	713.4169	DCBLD2	1286.6972
removed	removed	DCC	5.6065
DCDC1	30.4354	removed	removed
DCDC2	150.9327	DCDC2	221.9495
DCHS1	857.6503	DCHS1	2456.1672
DCHS2	28.2009	DCHS2	145.0051
DCI	900.4897	DCI	381.7533
DCK	564.017	DCK	536.6972
DCLK1	1394.5428	DCLK1	1122.3242
DCLK2	83.7415	DCLK2	153.6697
DCLK3	19.8052	DCLK3	24.9745
DCLRE1A	564.8781	DCLRE1A	340.4689
DCLRE1B	263.9255	DCLRE1B	259.684
DCLRE1C	302.029	DCLRE1C	363.6595
DCN	13576.8796	DCN	42058.104
DCP1A	879.1777	DCP1A	1390.4179
DCP1B	478.1228	DCP1B	426.8603
DCP2	1029.4387	DCP2	1355.7594
DCPS	236.801	DCPS	189.6024
DCST2	21.5274	DCST2	45.8716
DCTD	1633.066	DCTD	1353.4659
DCTN1	3287.9544	DCTN1	3674.6865
DCTN2	1869.006	DCTN2	1916.4118
DCTN3	695.9798	DCTN3	596.5851
DCTN4	2967.3322	DCTN4	2120.2854
DCTN5	1947.7961	DCTN5	1257.3904
DCTN6	731.9305	DCTN6	613.4047
DCTPP1	1706.6767	DCTPP1	376.4016
DCUN1D1	816.9636	DCUN1D1	681.9572
DCUN1D2	234.6483	DCUN1D2	324.4139
DCUN1D3	255.0993	DCUN1D3	366.9725
DCUN1D4	809.429	DCUN1D4	1208.9704
DCUN1D5	408.8047	DCUN1D5	228.3384
DCXR	1289.9198	DCXR	436.0347
removed	removed	DCX	25.2294
DDA1	392.8744	DDA1	525.9939
DDAH1	2604.1655	DDAH1	964.577
DDAH2	1054.4104	DDAH2	1393.476
DDB1	6314.4072	DDB1	5049.6942
DDB2	565.7392	DDB2	502.8033
DDHD1	328.2923	DDHD1	565.2396
DDHD2	1036.1122	DDHD2	1672.528
DDI2	228.5668	DDI2	253.5933
DDIT3	182.7609	DDIT3	341.134
DDIT4L	18.5135	DDIT4L	132.7727
DDIT4	1388.5151	DDIT4	650.3568
DDOST	4440.0194	DDOST	2965.3415
DDO	144.2334	DDO	89.1947
DDR1	6175.5557	DDR1	3952.8542
DDR2	325.0632	DDR2	1222.7319
DDRGK1	513.2124	DDRGK1	441.1315
DDTL	50.3331	DDTL	103.8277
DDT	237.9592	DDT	265.1478
DDX10	623.6478	DDX10	630.4791
DDX11L2	35.9507	DDX11L2	28.5423
DDX11	223.0235	DDX11	355.2497
DDX12	29.2772	DDX12	73.6493
DDX17	10650.4494	DDX17	18724.0061
DDX18	2039.0722	DDX18	2095.8206
DDX19A	630.106	DDX19A	941.896
DDX19B	424.2721	DDX19B	614.1641
DDX1	2921.2637	DDX1	2212.0285
DDX20	720.0904	DDX20	585.1172
DDX21	2070.0716	DDX21	2039.5005
DDX23	2760.6695	DDX23	2201.3252
DDX24	3163.4465	DDX24	3301.9878
DDX26B	96.8731	DDX26B	373.0887
DDX27	780.1518	DDX27	944.6993
DDX28	144.8792	DDX28	206.9317
DDX31	354.1252	DDX31	271.1519
DDX39	433.9917	DDX39	379.4597
DDX3X	16373.7151	DDX3X	12948.2671
DDX41	805.1235	DDX41	811.6718
DDX42	3298.6384	DDX42	3773.7003
DDX43	16.5761	DDX43	92.3318
DDX46	1924.9771	DDX46	2032.6198
DDX47	1201.0118	DDX47	973.3639
DDX49	568.3225	DDX49	420.4893
DDX50	928.2601	DDX50	1145.7696
DDX51	241.9676	DDX51	529.052
DDX52	717.2919	DDX52	550.7136
DDX54	805.4227	DDX54	820.8588
DDX55	400.1937	DDX55	488.787
DDX56	1159.0334	DDX56	888.1244
DDX58	1021.043	DDX58	919.4699
DDX59	402.1312	DDX59	560.6524
DDX5	14798.9882	DDX5	15981.1417
DDX60L	512.3513	DDX60L	613.9144
DDX60	1085.4098	DDX60	998.4709
DDX6	6040.3638	DDX6	4772.6809
DEAF1	486.0879	DEAF1	505.9735
DECR1	1499.1658	DECR1	833.3333
DECR2	241.3218	DECR2	161.0601
DEDD2	423.6586	DEDD2	389.3986
DEDD	664.7522	DEDD	808.0097
DEF6	374.5762	DEF6	194.9541
DEF8	240.2454	DEF8	742.8644
DEFB132	13.7775	DEFB132	26.5036
DEFB1	12.9164	DEFB1	14.0163
DEGS1	1013.5084	DEGS1	1694.6993
DEGS2	1773.6397	DEGS2	146.2793
DEK	2153.3825	DEK	3170.2345
DEM1	194.8227	DEM1	155.7085
DENND1A	549.5937	DENND1A	558.6137
DENND1B	44.5616	DENND1B	242.3547
DENND1C	118.4005	DENND1C	109.8369
DENND2A	56.8322	DENND2A	500.2548
DENND2C	46.4259	DENND2C	106.8119
DENND2D	2352.2954	DENND2D	488.0224
DENND3	423.6586	DENND3	716.8705
DENND4A	900.3735	DENND4A	936.2156
DENND4B	502.1883	DENND4B	947.6988
DENND4C	2412.7873	DENND4C	2872.0693
DENND5A	1276.5728	DENND5A	2488.787
DENND5B	283.7307	DENND5B	561.6718
DENR	1844.2495	DENR	1332.314
DEPDC1B	28.2009	removed	removed
DEPDC1	60.9224	DEPDC1	11.213
DEPDC4	8.6109	DEPDC4	8.9195
DEPDC5	229.9123	DEPDC5	372.8338
DEPDC6	616.7591	DEPDC6	945.9735
DEPDC7	20.0205	DEPDC7	12.7421
DERA	551.1006	DERA	421.7635
DERL1	2314.8377	DERL1	1781.3456
DERL2	813.3039	DERL2	422.0183
DERL3	110.0048	DERL3	119.0112
removed	removed	DES	686.2895
DET1	172.8648	DET1	212.0285
DEXI	554.3297	DEXI	535.423
DFFA	510.6291	DFFA	512.7421
DFFB	132.3933	DFFB	156.9827
DFNA5	139.4973	DFNA5	315.4944
DFNB31	307.6261	DFNB31	274.7197
DFNB59	21.3121	DFNB59	34.6585
DGAT1	739.1077	DGAT1	551.552
DGAT2L6	11.6248	removed	removed
DGAT2	114.095	DGAT2	1762.4873
DGCR11	24.9717	DGCR11	29.3068
DGCR14	135.1919	DGCR14	277.0133
DGCR2	1590.4418	DGCR2	2474.261
DGCR5	5.8124	DGCR5	16.5647
DGCR6L	246.9189	DGCR6L	377.9307
DGCR6	212.0446	DGCR6	205.9123
DGCR8	538.6147	DGCR8	864.4241
DGKA	798.45	DGKA	376.1468
removed	removed	DGKB	9.684
DGKD	752.3815	DGKD	939.0928
DGKE	246.0578	DGKE	494.1386
DGKG	7.9651	DGKG	37.2069
DGKH	121.4143	DGKH	164.6279
DGKI	23.6801	DGKI	19.368
DGKQ	335.1811	DGKQ	300.7136
DGKZ	404.4992	DGKZ	555.3007
DGUOK	827.2967	DGUOK	438.0734
DHCR24	14389.5377	DHCR24	6012.9969
DHCR7	606.6412	DHCR7	413.3537
DHDDS	831.1716	DHDDS	881.2436
DHDPSL	6.8091	DHDPSL	34.4037
DHFRL1	422.3971	DHFRL1	362.895
DHFR	214.1995	DHFR	165.525
DHH	8.6109	DHH	20.6422
DHODH	68.6723	DHODH	105.5046
DHPS	756.4717	DHPS	638.634
DHRS11	110.6507	DHRS11	148.5729
DHRS12	230.1275	DHRS12	283.3843
DHRS13	207.1471	DHRS13	114.1157
DHRS1	446.6929	DHRS1	467.6351
DHRS2	329.584	DHRS2	282.1101
DHRS3	335.1811	DHRS3	1700.8155
DHRS4L1	20.2357	DHRS4L1	10.4485
DHRS4L2	367.1622	DHRS4L2	242.709
DHRS4	675.335	DHRS4	496.0194
DHRS7B	525.483	DHRS7B	455.9123
DHRS7	2395.7806	DHRS7	1255.6065
DHRS9	32.291	DHRS9	42.0489
DHRSX	984.877	DHRSX	277.2681
DHTKD1	1671.1695	DHTKD1	681.7023
DHX15	4398.2563	DHX15	3010.1937
DHX16	657.0152	DHX16	841.4883
DHX29	1877.4016	DHX29	1187.8186
DHX30	1202.734	DHX30	1285.6779
DHX32	1768.725	DHX32	863.8583
DHX33	482.8588	DHX33	480.1223
DHX34	394.3814	DHX34	364.9337
DHX35	302.4595	DHX35	326.4526
DHX36	1352.1339	DHX36	1090.9786
DHX37	273.3976	DHX37	339.9592
DHX38	447.554	DHX38	1288.2263
DHX40	1686.0234	DHX40	1683.9959
DHX57	637.4253	DHX57	603.9755
DHX58	385.3399	DHX58	295.6167
DHX8	1640.8159	DHX8	1213.8124
DHX9	5116.8398	DHX9	4265.8002
DIABLO	1058.3241	DIABLO	557.4924
DIAPH1	2263.8179	DIAPH1	2746.4322
DIAPH2	140.789	DIAPH2	410.0408
DIAPH3	51.4504	DIAPH3	11.213
DICER1	3268.9306	DICER1	3328.2365
DIDO1	1599.6986	DIDO1	2204.3833
DIMT1L	450.3525	DIMT1L	518.0938
DIO2	600.8288	DIO2	114.4241
removed	removed	DIO3	27.2681
DIP2A	818.4705	DIP2A	1207.1865
DIP2B	2207.4162	DIP2B	1711.5189
DIP2C	885.8511	DIP2C	1561.4169
DIRAS1	19.8052	DIRAS1	103.211
removed	removed	DIRAS2	33.894
DIRAS3	15.0692	DIRAS3	64.2202
DIRC2	475.7699	DIRC2	303.397
removed	removed	DIRC3	18.0938
DIS3L2	382.9719	DIS3L2	413.0989
DIS3L	1209.6227	DIS3L	937.3089
DIS3	1413.7689	DIS3	1430.9429
DISC1	159.5178	DISC1	253.8022
DISP1	198.9129	DISP1	329.001
DISP2	23.4648	DISP2	19.368
DIXDC1	1652.8712	DIXDC1	2090.2141
DKC1	1205.3173	DKC1	1138.634
DKFZP586I1420	325.2785	DKFZP586I1420	383.792
DKFZP686I15217	69.7487	DKFZP686I15217	51.9878
DKFZp686O24166	48.006	DKFZp686O24166	45.6167
DKFZp761E198	270.3837	DKFZp761E198	426.6055
removed	removed	DKFZp779M0652	6.371
DKK1	8.3957	removed	removed
DKK2	106.7757	DKK2	139.9083
DKK3	809.6443	DKK3	2463.0479
removed	removed	DKK4	6.6259
DLAT	1318.3445	DLAT	893.2212
DLC1	1228.3515	DLC1	2838.4302
DLD	2667.2407	DLD	1557.0846
removed	removed	DLEC1	58.6137
DLEU1	112.2415	DLEU1	44.0877
DLEU2L	6.8888	DLEU2L	11.7227
DLEU2	77.2316	DLEU2	26.5724
DLEU7	8.8262	removed	removed
DLG1	1643.1839	DLG1	1763.5066
DLG2	21.3121	DLG2	71.6106
DLG3	1661.6974	DLG3	1019.6228
DLG4	193.1112	DLG4	276.0092
DLG5	2683.171	DLG5	2314.2202
removed	removed	DLGAP1	120.028
removed	removed	DLGAP2	25.9939
DLGAP4	1213.2824	DLGAP4	1435.2701
DLGAP5	84.172	removed	removed
removed	removed	DLK1	34.6585
DLK2	7.104	DLK2	99.6432
DLL1	83.3109	DLL1	277.0133
DLL4	248.2105	DLL4	736.2385
DLST	1972.1221	DLST	2152.6504
removed	removed	DLX3	29.052
removed	removed	DLX4	6.8807
DLX5	5.1666	DLX5	13.2518
DMAP1	300.9526	DMAP1	543.8328
removed	removed	DMBT1	16.8196
removed	removed	DMC1	17.5841
DMD	299.8762	DMD	2280.581
DMGDH	18.7288	DMGDH	115.4434
DMKN	123.9976	DMKN	311.1621
DMPK	277.2725	DMPK	506.8807
DMRT2	8.3957	DMRT2	48.6748
DMRT3	9.2568	DMRT3	29.8165
removed	removed	DMRTA1	41.7941
DMRTC1B	12.9164	DMRTC1B	17.3293
DMTF1	1008.2773	DMTF1	1499.0341
DMWD	284.1612	DMWD	462.0285
DMXL1	1715.5158	DMXL1	2151.3761
DMXL2	600.3983	DMXL2	619.5209
DNA2	190.5172	DNA2	79.2559
DNAH10	16.1455	DNAH10	25.2294
removed	removed	DNAH11	10.6295
removed	removed	DNAH12	7.9001
DNAH14	138.421	DNAH14	69.0622
DNAH17	12.9164	DNAH17	29.8165
DNAH1	136.4835	DNAH1	488.2773
DNAH2	20.6663	DNAH2	97.0948
DNAH5	537.1078	DNAH5	397.8084
DNAH6	10.1179	DNAH6	53.5168
DNAH7	272.967	DNAH7	136.0856
removed	removed	DNAH9	28.7971
DNAI1	27.3398	DNAI1	13.5066
DNAJA1	3146.0094	DNAJA1	2890.1631
DNAJA2	1162.6931	DNAJA2	1682.9766
DNAJA3	1855.8743	DNAJA3	815.7492
DNAJA4	726.3334	DNAJA4	649.3374
DNAJB11	929.3364	DNAJB11	649.3374
DNAJB12	1106.0761	DNAJB12	1134.5566
DNAJB14	788.5474	DNAJB14	696.2283
DNAJB1	3897.0992	DNAJB1	3474.261
DNAJB2	1298.1002	DNAJB2	1409.2762
DNAJB4	472.0952	DNAJB4	1487.7676
DNAJB5	187.0728	DNAJB5	140.9276
DNAJB6	1627.0384	DNAJB6	1556.5749
DNAJB9	1102.4164	DNAJB9	975.79
DNAJC10	4665.8415	DNAJC10	2561.4169
DNAJC11	794.2371	DNAJC11	870.4587
DNAJC12	1747.8069	DNAJC12	302.2426
DNAJC13	2022.4961	DNAJC13	2115.4434
DNAJC14	1380.3261	DNAJC14	1148.1779
DNAJC15	859.5878	DNAJC15	663.3537
DNAJC16	1376.4598	DNAJC16	992.8644
DNAJC17	270.8143	DNAJC17	193.1702
DNAJC18	145.0945	DNAJC18	418.1957
DNAJC19	962.9191	DNAJC19	419.2151
DNAJC1	3436.1983	DNAJC1	452.8542
DNAJC21	1581.8309	DNAJC21	1398.318
DNAJC22	339.9171	DNAJC22	36.1876
DNAJC24	345.1569	DNAJC24	382.6784
DNAJC25	354.3405	DNAJC25	227.8287
DNAJC27	314.2996	DNAJC27	323.1397
DNAJC28	74.2694	DNAJC28	51.9878
DNAJC2	579.5748	DNAJC2	554.7426
DNAJC30	308.7024	DNAJC30	220.6932
DNAJC3	3850.3848	DNAJC3	2644.7503
DNAJC4	530.2664	DNAJC4	372.2171
DNAJC5	1552.9842	DNAJC5	1541.7941
DNAJC6	64.3668	DNAJC6	94.4241
DNAJC7	1749.4494	DNAJC7	1223.4786
DNAJC8	1699.8009	DNAJC8	1780.3262
DNAJC9	559.7115	DNAJC9	499.7452
DNAL1	951.9402	DNAL1	598.6239
DNAL4	238.5232	DNAL4	356.524
DNALI1	1615.6289	DNALI1	611.6208
DNASE1L1	386.8662	DNASE1L1	418.4225
DNASE1L2	13.1317	DNASE1L2	7.1356
DNASE1L3	7.9651	DNASE1L3	250.7645
DNASE1	67.8112	DNASE1	50.9684
DNASE2B	16.1455	removed	removed
DNASE2	1487.7563	DNASE2	809.8879
DND1	44.1785	DND1	50.9557
removed	removed	DNER	12.7421
DNHD1	94.9357	DNHD1	385.0663
DNLZ	47.5755	DNLZ	63.2008
DNM1L	1763.7372	DNM1L	1678.3894
DNM1P35	7.104	DNM1P35	34.4037
DNM1	193.9616	DNM1	351.1723
DNM2	1694.4147	DNM2	1701.7686
DNM3	151.5527	DNM3	192.9154
DNMBP	1127.7994	DNMBP	1210.5224
DNMT1	1115.1176	DNMT1	1113.9144
DNMT3A	407.5131	DNMT3A	403.9246
DNMT3B	38.3187	DNMT3B	81.5494
DNPEP	1441.6877	DNPEP	1109.8369
DNTTIP1	460.6856	DNTTIP1	291.5392
DNTTIP2	1419.084	DNTTIP2	1475.79
DOC2A	40.3251	DOC2A	33.4582
DOC2B	12.9164	DOC2B	154.6891
DOCK10	629.2449	DOCK10	513.7615
DOCK11	398.4716	DOCK11	1546.3812
DOCK1	3204.5638	DOCK1	3823.1397
DOCK2	464.9911	DOCK2	400.8665
DOCK3	22.3885	DOCK3	14.526
DOCK4	757.548	DOCK4	975.5352
DOCK5	521.3928	DOCK5	574.159
DOCK6	479.6297	DOCK6	1226.8094
DOCK7	1075.9378	DOCK7	1249.4903
DOCK8	999.5156	DOCK8	1363.4047
DOCK9	2445.0783	DOCK9	4406.7278
DOHH	51.6657	DOHH	77.472
DOK1	457.4565	DOK1	205.9123
DOK2	31.2147	DOK2	131.2436
DOK3	157.1498	DOK3	86.1366
DOK4	200.2045	DOK4	428.8991
DOK5	39.6104	DOK5	61.4169
DOK6	80.0818	DOK6	71.1009
DOK7	66.089	DOK7	14.526
DOLK	580.5931	DOLK	280.581
DOLPP1	597.815	DOLPP1	228.3384
DOM3Z	191.064	DOM3Z	269.2813
DONSON	236.4049	DONSON	144.7069
DOPEY1	1424.2118	DOPEY1	1431.4526
DOPEY2	2901.2432	DOPEY2	785.1682
DOT1L	241.5371	DOT1L	529.2992
DPAGT1	1364.6456	DPAGT1	597.1967
DPCD	286.1439	DPCD	131.868
DPEP1	20.8815	removed	removed
DPEP2	18.5135	DPEP2	59.1233
DPF2	1252.0316	DPF2	1181.7023
removed	removed	DPF3	19.8777
DPH1	636.8936	DPH1	624.4776
DPH2	397.6105	DPH2	333.843
DPH3B	16.1455	DPH3B	19.368
DPH3	674.6677	DPH3	727.3191
DPH5	377.984	DPH5	269.6356
DPM1	679.1884	DPM1	508.6646
DPM2	915.3436	DPM2	320.8461
DPM3	238.9538	DPM3	145.5148
DPP3	891.6635	DPP3	245.158
DPP4	211.614	DPP4	954.3833
removed	removed	DPP6	58.3588
DPP7	724.3959	DPP7	737.5127
DPP8	853.5601	DPP8	971.2029
DPP9	1303.2668	DPP9	826.1978
DPT	279.4252	DPT	7711.5189
DPY19L1	334.1047	DPY19L1	633.0275
removed	removed	DPY19L2P1	14.0163
removed	removed	DPY19L2P2	20.897
removed	removed	DPY19L2P4	95.3109
DPY19L2	12.7011	DPY19L2	171.7635
DPY19L3	752.5967	DPY19L3	591.2334
DPY19L4	1376.8904	DPY19L4	1512.7421
DPY30	597.068	DPY30	431.2232
DPYD	806.8457	DPYD	1187.5637
DPYSL2	1204.2409	DPYSL2	5271.6616
DPYSL3	2955.9227	DPYSL3	4970.6932
DPYSL4	148.7541	DPYSL4	29.3068
DR1	1368.2794	DR1	1203.8736
DRAM1	279.6405	DRAM1	1054.0265
DRAM2	1636.0799	DRAM2	970.948
DRAP1	455.5191	DRAP1	425.5861
removed	removed	DRD1	9.1743
removed	removed	DRD2	37.2069
DRG1	653.5709	DRG1	914.1182
DRG2	488.2407	DRG2	503.5678
DSC1	8.6109	DSC1	83.6927
DSC2	192.4547	DSC2	2004.5872
DSC3	230.9886	DSC3	1295.6167
removed	removed	DSCAML1	18.6035
DSCC1	53.3879	DSCC1	90.2141
DSCR3	1140.5199	DSCR3	1100.1529
DSCR6	7.7499	removed	removed
DSEL	223.2388	DSEL	693.4251
DSE	949.6712	DSE	1096.7635
removed	removed	DSG1	442.6606
DSG2	4207.0825	DSG2	6092.4796
DSG3	134.1155	DSG3	559.1233
DSN1	317.5287	DSN1	264.2712
DSP	1027.5012	DSP	11981.9062
DSTN	12505.8931	DSTN	9081.5494
DSTYK	680.9106	DSTYK	1391.6922
DST	7336.096	DST	25642.9664
DTD1	150.4763	DTD1	415.3925
DTL	166.8371	DTL	29.052
DTNA	78.3596	DTNA	430.1733
DTNBP1	265.6477	DTNBP1	296.6361
DTNB	312.1468	DTNB	452.3445
DTWD1	670.7927	DTWD1	638.3792
DTWD2	602.9815	DTWD2	291.0296
DTX1	87.4011	DTX1	341.998
DTX2	366.3958	DTX2	313.7105
DTX3L	2992.5128	DTX3L	1835.2548
DTX3	556.913	DTX3	596.3303
DTX4	136.2682	DTX4	1016.8196
DTYMK	233.7872	DTYMK	169.9796
DULLARD	1686.2386	DULLARD	1433.2314
DUOX1	80.7276	DUOX1	117.737
removed	removed	DUOX2	23.4455
removed	removed	DUOXA1	21.1519
DUS1L	1034.8205	DUS1L	755.3517
DUS2L	112.1576	DUS2L	105.5046
DUS3L	100.5328	DUS3L	171.2538
DUS4L	173.319	DUS4L	129.0087
DUSP10	186.6423	DUSP10	424.8216
DUSP11	623.002	DUSP11	510.9582
DUSP12	217.6417	DUSP12	247.1967
DUSP14	283.5154	DUSP14	426.6055
DUSP15	19.8052	DUSP15	22.9358
DUSP16	2692.643	DUSP16	2110.6014
DUSP18	115.1477	DUSP18	190.6014
DUSP19	111.9423	DUSP19	127.1662
DUSP1	3926.1611	DUSP1	21628.6952
DUSP22	638.2864	DUSP22	1069.317
DUSP23	320.7578	DUSP23	324.6687
removed	removed	DUSP26	6.371
DUSP27	7.104	DUSP27	13.2518
DUSP28	145.0945	DUSP28	91.7431
DUSP2	59.4155	DUSP2	178.6442
DUSP3	1849.6313	DUSP3	2158.2569
DUSP4	1776.0077	DUSP4	674.8216
removed	removed	DUSP5P	5.0968
DUSP5	1574.2963	DUSP5	1247.7064
DUSP6	905.8716	DUSP6	4269.8777
DUSP7	353.4794	DUSP7	739.0418
DUSP8	231.6345	DUSP8	297.4006
removed	removed	DUSP9	10.9582
DUT	685.0805	DUT	806.8705
DVL1	537.7536	DVL1	640.4179
DVL2	336.9033	DVL2	695.7187
DVL3	1747.1611	DVL3	2030.3262
DYDC2	10.3331	DYDC2	5.0968
DYM	1067.9727	DYM	749.2355
DYNC1H1	8936.0099	DYNC1H1	10893.2212
DYNC1I1	12.2706	DYNC1I1	115.6983
DYNC1I2	2534.2016	DYNC1I2	2028.7971
DYNC1LI1	1014.5848	DYNC1LI1	748.4709
DYNC1LI2	2611.2696	DYNC1LI2	4393.7309
DYNC2H1	875.3027	DYNC2H1	1153.9246
DYNC2LI1	853.3448	DYNC2LI1	420.999
DYNLL1	3298.4231	DYNLL1	2125.8919
DYNLL2	1113.826	DYNLL2	1583.3333
DYNLRB1	1425.7575	DYNLRB1	1231.1417
DYNLRB2	30.9994	DYNLRB2	26.2487
DYNLT1	1757.7095	DYNLT1	630.9888
DYNLT3	1072.4934	DYNLT3	806.0652
DYRK1A	2403.7458	DYRK1A	2536.4424
DYRK1B	438.2972	DYRK1B	358.8175
DYRK2	723.3195	DYRK2	842.2528
DYRK3	147.4625	DYRK3	502.8033
DYRK4	585.3291	DYRK4	188.0734
DYSF	413.756	DYSF	901.3761
DYX1C1	112.4719	DYX1C1	74.1055
DZIP1L	35.5202	DZIP1L	142.4567
DZIP1	167.0868	DZIP1	389.8242
DZIP3	469.9424	DZIP3	504.842
E2F1	53.8184	E2F1	31.8552
E2F2	37.0271	E2F2	15.2905
E2F3	415.2629	E2F3	345.0561
E2F4	537.5383	E2F4	852.9562
E2F5	129.3666	E2F5	108.1167
E2F6	371.3471	E2F6	350.6626
E2F7	26.2634	E2F7	11.9776
E2F8	20.8815	removed	removed
E4F1	454.2274	E4F1	320.0815
EAF1	1122.0064	EAF1	798.6748
EAF2	64.5821	EAF2	43.0683
EAPP	1154.5127	EAPP	952.8542
EARS2	1362.8976	EARS2	490.5708
EBAG9	749.1524	EBAG9	534.4037
EBF1	267.1546	EBF1	1597.8593
EBF2	42.1936	EBF2	145.2599
EBF3	96.0121	EBF3	478.0836
EBF4	90.1997	EBF4	369.5209
EBI3	18.5135	EBI3	10.4485
EBNA1BP2	969.3472	EBNA1BP2	657.7472
EBPL	577.1487	EBPL	357.2885
EBP	406.8672	EBP	261.4679
ECD	961.4122	ECD	661.5698
ECE1	5860.395	ECE1	6696.4832
ECE2	147.6777	ECE2	37.7166
removed	removed	ECEL1	13.2518
ECH1	2057.1552	ECH1	2072.7752
ECHDC1	1031.5914	ECHDC1	1156.7278
ECHDC2	712.1253	ECHDC2	988.0224
ECHDC3	396.7494	ECHDC3	453.6188
ECHS1	1940.9074	ECHS1	1528.2875
ECM1	2013.2393	ECM1	420.4893
ECM2	678.7579	ECM2	2292.5586
ECSCR	86.7553	ECSCR	441.6412
ECSIT	306.5497	ECSIT	441.6412
ECT2L	44.5616	ECT2L	13.7615
ECT2	993.0574	ECT2	350.4077
EDA2R	92.783	EDA2R	186.7992
EDARADD	54.8948	EDARADD	463.5576
removed	removed	EDAR	60.3976
EDA	51.6657	EDA	154.9439
EDC3	721.3821	EDC3	759.9388
EDC4	733.517	EDC4	1240.0866
EDDM3B	10.7637	removed	removed
EDEM1	1863.6241	EDEM1	1803.5168
EDEM2	508.9069	EDEM2	428.1346
EDEM3	3767.7197	EDEM3	1983.1804
EDF1	1761.1539	EDF1	1655.4536
EDIL3	353.4794	EDIL3	236.7482
EDN1	142.2959	EDN1	1038.736
EDN2	103.5466	EDN2	12.9969
EDN3	8.1804	EDN3	232.9256
EDNRA	942.6834	EDNRA	656.473
EDNRB	568.5378	EDNRB	1500
EEA1	1664.9265	EEA1	1716.3609
EED	405.145	EED	382.5178
EEF1A1P9	5705.1827	EEF1A1P9	6010.9582
EEF1A1	101344.5993	EEF1A1	98021.9164
EEF1A2	417.2004	EEF1A2	142.2018
EEF1B2	2435.6063	EEF1B2	3380.2243
EEF1DP3	6.2451	EEF1DP3	8.4047
EEF1D	2810.613	EEF1D	4082.5688
EEF1E1	284.8071	EEF1E1	214.0673
EEF1G	12070.3945	EEF1G	16494.3935
EEF2K	2258.6513	EEF2K	2465.3415
EEF2	31301.8675	EEF2	39907.2375
EEFSEC	360.1141	EEFSEC	270.1758
EEPD1	111.9423	EEPD1	599.6432
removed	removed	EFCAB10	6.0321
EFCAB1	8.3957	EFCAB1	111.366
EFCAB2	52.0962	EFCAB2	93.7819
EFCAB4A	770.2492	EFCAB4A	827.7268
EFCAB4B	384.4788	EFCAB4B	274.4648
EFCAB6	64.1516	EFCAB6	100.1529
EFCAB7	245.1967	EFCAB7	223.2416
EFEMP1	1040.6329	EFEMP1	7228.8481
EFEMP2	653.7861	EFEMP2	935.7798
EFHA1	1180.3455	EFHA1	845.8206
EFHA2	54.0337	EFHA2	204.893
EFHC1	483.0741	EFHC1	517.0744
EFHC2	239.8149	EFHC2	19.368
EFHD1	3913.2447	EFHD1	5746.9419
EFHD2	628.1686	EFHD2	651.3761
EFNA1	2848.7164	EFNA1	1939.0928
EFNA3	596.3081	EFNA3	137.6147
EFNA4	503.9557	EFNA4	198.5219
EFNA5	115.3867	EFNA5	548.6748
EFNB1	255.9604	EFNB1	1019.6228
EFNB2	873.3653	EFNB2	2023.9551
EFNB3	42.4089	EFNB3	204.1284
EFR3A	5092.7291	EFR3A	2126.1468
EFR3B	187.7186	EFR3B	87.4108
EFS	101.6092	EFS	919.9796
EFTUD1	732.5763	EFTUD1	639.1437
EFTUD2	1874.4696	EFTUD2	1417.0285
EGFL6	20.451	EGFL6	240.0612
EGFL7	260.4811	EGFL7	1457.9511
EGFL8	39.7438	EGFL8	139.9618
EGFLAM	184.4895	EGFLAM	651.631
EGFR	249.7175	EGFR	1826.9495
EGF	84.6026	EGF	436.2895
EGLN1	473.1715	EGLN1	1862.895
EGLN2	899.8439	EGLN2	1030.581
EGLN3	1930.5742	EGLN3	174.5668
EGOT	10.1179	EGOT	27.0133
EGR1	5414.9938	EGR1	55228.0836
EGR2	355.6321	EGR2	2531.0907
EGR3	685.8619	EGR3	2803.7717
EHBP1L1	348.5281	EHBP1L1	917.9409
EHBP1	687.5841	EHBP1	2013.5066
EHD1	800.6028	EHD1	827.472
EHD2	1507.992	EHD2	6133.2824
EHD3	185.5659	EHD3	367.737
EHD4	1250.9553	EHD4	1763.2518
EHF	4645.1752	EHF	4194.9541
EHHADH	314.2996	EHHADH	413.3537
EHMT1	1717.238	EHMT1	1260.4485
EHMT2	929.3364	EHMT2	1155.9633
EI24	3033.4212	EI24	2323.6493
EID1	3811.205	EID1	4031.3456
EID2B	33.1521	EID2B	49.1845
EID2	280.5016	EID2	243.1193
EID3	18.083	EID3	55.3007
EIF1AD	546.5798	EIF1AD	510.7034
EIF1AX	6041.8707	EIF1AX	2740.8257
EIF1B	740.3261	EIF1B	841.998
EIF1	8043.7006	EIF1	11018.3486
EIF2AK1	4944.4228	EIF2AK1	2840.1809
EIF2AK2	673.376	EIF2AK2	530.8359
EIF2AK3	2020.5586	EIF2AK3	910.8053
