gene_id	TCGA-BH-A18S-01A-11R-A12D-07	gene_id	TCGA-BH-A18S-11A-43R-A12D-07
CASK	569.246	CASK	1526.5655
CASP10	94.711	CASP10	397.5332
CASP1	159.3758	CASP1	547.4383
CASP2	973.5642	CASP2	795.5408
CASP3	601.2518	CASP3	540.3226
CASP4	460.8182	CASP4	1123.3397
CASP6	1015.3677	CASP6	348.6717
CASP7	530.3818	CASP7	698.2922
CASP8AP2	283.1534	CASP8AP2	550.759
CASP8	768.4658	CASP8	447.3435
CASP9	322.3441	CASP9	261.8596
CASQ1	11.4306	CASQ1	18.5009
CASQ2	15.6763	CASQ2	196.3947
CASS4	15.0231	CASS4	25.6167
CAST	3408.9998	CAST	5627.5474
CASZ1	1845.2324	CASZ1	991.4611
CATSPER2P1	17.0513	CATSPER2P1	21.5228
CATSPER2	7.5116	CATSPER2	42.6945
CATSPER3	16.7802	removed	removed
CATSPERB	97.6503	CATSPERB	89.1841
CATSPERG	48.9885	CATSPERG	26.0911
CAT	2036.9406	CAT	5793.6433
CAV1	503.6015	CAV1	12555.5028
CAV2	144.3527	CAV2	4197.8178
CBARA1	1469.0009	CBARA1	1087.2865
CBFA2T2	503.2749	CBFA2T2	677.8937
CBFA2T3	435.9974	CBFA2T3	156.0721
CBFB	901.0613	CBFB	965.37
CBLB	359.2488	CBLB	507.5901
CBLC	397.4598	CBLC	196.8691
CBLL1	971.6046	CBLL1	553.6053
removed	removed	CBLN1	29.4118
CBLN3	75.1157	CBLN3	73.5294
CBLN4	19.5954	CBLN4	18.5009
CBL	536.9136	CBL	1117.6471
CBR1	53.5607	CBR1	437.8558
CBR3	72.1763	CBR3	149.3027
CBR4	840.9687	CBR4	498.1025
CBS	93.7313	CBS	62.6186
CBWD1	1275.9863	CBWD1	604.3643
CBWD2	693.3501	CBWD2	427.4194
CBWD3	220.4481	CBWD3	666.5085
CBWD6	101.2428	CBWD6	190.7021
CBX1	3370.0801	CBX1	1278.9374
CBX2	25.8006	CBX2	78.7476
CBX3	3857.6787	CBX3	2513.2827
CBX4	1624.7842	CBX4	402.277
CBX5	1635.5617	CBX5	2682.1632
CBX6	117.5723	CBX6	591.556
CBX7	617.2547	CBX7	1942.5996
CBX8	170.1533	CBX8	79.6964
CBY1	626.5919	CBY1	557.7419
CC2D1A	887.0179	CC2D1A	837.2865
CC2D1B	683.5524	CC2D1B	835.389
CC2D2A	259.6389	CC2D2A	364.3264
removed	removed	CC2D2B	8.0645
CCAR1	1981.4203	CCAR1	1181.2144
removed	removed	CCBE1	40.3226
CCBL1	199.5464	CCBL1	76.3757
CCBL2	630.2726	CCBL2	504.3027
CCBP2	95.0376	CCBP2	84.9146
CCDC101	261.925	CCDC101	210.6262
CCDC102A	61.7255	CCDC102A	153.2258
CCDC102B	51.6012	CCDC102B	40.797
CCDC103	406.9309	CCDC103	115.7495
CCDC104	1055.8648	CCDC104	817.3624
CCDC106	362.5147	CCDC106	219.6395
CCDC107	339.1602	CCDC107	743.3349
CCDC108	222.7342	removed	removed
CCDC109A	294.584	CCDC109A	410.3416
CCDC109B	252.7805	CCDC109B	248.1025
CCDC110	123.4509	CCDC110	30.3605
CCDC111	330.3293	CCDC111	261.2429
CCDC112	304.3817	CCDC112	196.8691
CCDC113	1142.0845	CCDC113	281.7837
CCDC114	71.8498	CCDC114	9.0133
CCDC115	1191.073	CCDC115	960.1518
CCDC117	2673.4641	CCDC117	518.5009
CCDC11	153.4972	CCDC11	29.4118
CCDC120	524.5032	CCDC120	386.6224
CCDC121	219.4683	CCDC121	105.7875
CCDC122	52.581	CCDC122	102.4668
CCDC123	528.4223	CCDC123	361.0057
CCDC124	604.1911	CCDC124	510.4364
CCDC125	1322.6887	CCDC125	472.4858
CCDC126	222.7342	CCDC126	282.2581
CCDC127	696.9426	CCDC127	273.2448
removed	removed	CCDC129	38.8994
CCDC12	421.954	CCDC12	489.5636
CCDC130	291.3181	CCDC130	441.6509
CCDC132	780.223	CCDC132	665.0854
CCDC134	54.8671	CCDC134	34.1556
CCDC136	23.5145	CCDC136	33.2068
CCDC137	485.3124	CCDC137	309.7723
CCDC138	51.2746	CCDC138	38.425
CCDC13	17.6358	CCDC13	10.9108
removed	removed	CCDC141	17.5522
CCDC142	178.4813	CCDC142	129.2694
CCDC144A	23.2728	CCDC144A	32.3529
CCDC144B	17.3093	CCDC144B	47.6233
CCDC146	92.7515	CCDC146	150.3795
CCDC147	5.2254	CCDC147	12.8083
CCDC148	31.6792	CCDC148	30.3605
CCDC149	756.7086	CCDC149	463.9469
CCDC14	294.584	CCDC14	1071.1575
removed	removed	CCDC150	6.167
CCDC151	27.4335	CCDC151	5.2182
CCDC152	101.318	CCDC152	94.1176
CCDC153	52.9075	CCDC153	16.6034
removed	removed	CCDC154	9.962
CCDC157	136.9685	CCDC157	40.8824
CCDC158	160.3556	CCDC158	66.888
CCDC159	287.0724	CCDC159	233.871
CCDC15	197.2602	CCDC15	55.9772
CCDC160	143.3729	CCDC160	9.0133
CCDC163P	10.1243	removed	removed
removed	removed	CCDC17	9.962
CCDC18	11.4306	CCDC18	49.8102
CCDC19	204.4452	CCDC19	11.8596
CCDC21	502.9483	CCDC21	223.9089
CCDC22	651.3278	CCDC22	460.0617
CCDC23	187.4625	CCDC23	271.8216
CCDC24	487.223	CCDC24	163.4013
CCDC25	1232.5499	CCDC25	942.1252
CCDC28A	321.691	CCDC28A	472.9602
CCDC28B	41.1503	CCDC28B	29.8861
CCDC30	192.3614	CCDC30	82.5427
CCDC34	320.058	CCDC34	285.1044
CCDC36	5.2254	CCDC36	52.1822
CCDC39	11.7572	CCDC39	32.2581
CCDC3	149.2515	CCDC3	3612.9032
CCDC40	369.0465	CCDC40	143.7381
CCDC41	230.899	CCDC41	176.945
removed	removed	CCDC42B	5.204
CCDC43	988.9139	CCDC43	379.981
CCDC45	535.2807	CCDC45	642.7894
CCDC46	46.0492	CCDC46	374.2884
CCDC47	7402.811	CCDC47	2667.9317
CCDC48	181.2573	CCDC48	61.1954
CCDC50	1017.3272	CCDC50	2992.8843
CCDC51	457.8789	CCDC51	223.9089
CCDC52	730.2548	CCDC52	425.0474
CCDC53	593.4137	CCDC53	435.4839
CCDC55	1090.4833	CCDC55	831.5939
CCDC56	2014.1805	CCDC56	656.6841
removed	removed	CCDC57	538.8994
CCDC58	237.7574	CCDC58	141.3662
CCDC59	355.0031	CCDC59	466.3188
CCDC61	101.896	CCDC61	139.4687
CCDC62	6.5318	removed	removed
CCDC64B	274.0088	CCDC64B	290.3226
CCDC64	428.8124	CCDC64	93.4535
CCDC65	170.8065	CCDC65	13.2827
CCDC66	375.5293	CCDC66	364.7818
CCDC68	30.0463	CCDC68	88.2353
CCDC69	112.3469	CCDC69	2850.5693
CCDC6	2278.617	CCDC6	2796.4896
CCDC71	643.3819	CCDC71	481.0247
CCDC72	868.7289	CCDC72	982.4478
CCDC73	14.4124	CCDC73	36.7362
CCDC74A	813.5352	CCDC74A	267.5522
CCDC74B	93.0781	CCDC74B	33.2068
CCDC75	91.4451	CCDC75	141.8406
CCDC76	267.4183	CCDC76	290.5361
CCDC77	140.4336	CCDC77	117.1727
CCDC78	12.4104	CCDC78	11.3852
CCDC7	46.2125	CCDC7	30.8349
CCDC80	680.9397	CCDC80	5224.8577
CCDC81	10.7775	removed	removed
CCDC82	101.5694	CCDC82	528.9374
CCDC84	60.7457	CCDC84	110.0569
CCDC85A	12.0838	CCDC85A	303.8188
CCDC85B	116.9191	CCDC85B	134.7249
CCDC85C	218.6192	CCDC85C	544.3738
CCDC86	530.7084	CCDC86	561.167
CCDC87	93.7313	CCDC87	9.962
CCDC88A	193.0146	CCDC88A	928.3681
CCDC88B	67.9307	CCDC88B	240.9867
CCDC88C	1786.1196	CCDC88C	857.685
CCDC89	299.4828	CCDC89	37.0019
CCDC8	25.1474	CCDC8	1086.3378
CCDC90A	335.7343	CCDC90A	284.63
CCDC90B	777.2707	CCDC90B	673.6101
CCDC91	843.2549	CCDC91	597.2486
CCDC92	648.9339	CCDC92	903.2258
CCDC93	226.0001	CCDC93	841.0816
CCDC94	339.3268	CCDC94	357.2106
CCDC96	217.5088	CCDC96	86.8121
CCDC97	1317.7898	CCDC97	772.7704
CCDC99	164.6013	CCDC99	134.7249
CCDC9	349.1245	CCDC9	463.9469
CCHCR1	397.1332	CCHCR1	373.814
removed	removed	CCIN	9.962
removed	removed	CCL13	31.3093
CCL14	97.6503	CCL14	2683.9848
removed	removed	CCL16	8.0645
CCL18	159.0492	CCL18	2150.3795
removed	removed	CCL19	461.575
removed	removed	CCL20	6.167
removed	removed	CCL21	501.4231
CCL22	24.8208	CCL22	55.9772
removed	removed	CCL23	8.5389
CCL28	55.8469	CCL28	987.1917
CCL2	235.1447	CCL2	3527.9886
CCL3L1	63.1886	CCL3L1	225.8349
CCL3L3	8.008	CCL3L3	7.5617
CCL3	177.9914	CCL3	850.0949
CCL4L2	83.2804	CCL4L2	281.3093
CCL4	93.7313	CCL4	323.5294
CCL5	251.8007	CCL5	490.5123
CCL8	38.5376	CCL8	211.575
CCM2	458.5321	CCM2	722.0114
removed	removed	CCNA1	6.6414
CCNA2	78.5416	CCNA2	54.5683
CCNB1IP1	244.9423	CCNB1IP1	544.592
CCNB1	341.9395	CCNB1	168.4061
CCNB2	72.1763	CCNB2	38.425
CCNB3	18.289	CCNB3	11.3852
CCNC	728.9484	CCNC	1222.0114
CCND1	15940.4986	CCND1	3851.6414
CCND2	207.3845	CCND2	1740.038
CCND3	962.7867	CCND3	1734.3454
CCNDBP1	1404.0095	CCNDBP1	1289.8482
CCNE1	12.0838	CCNE1	15.1803
CCNE2	105.642	CCNE2	15.1803
CCNF	219.7949	CCNF	103.8899
CCNG1	2160.7181	CCNG1	2379.0323
CCNG2	3194.0482	CCNG2	2477.704
CCNH	702.3673	CCNH	759.3738
CCNI2	15.9735	CCNI2	20.4602
CCNI	5173.8356	CCNI	5522.296
CCNJL	17.6358	CCNJL	98.1973
CCNJ	207.7111	CCNJ	203.0361
CCNK	901.5838	CCNK	782.9507
CCNL1	778.5901	CCNL1	3675.9962
CCNL2	622.4802	CCNL2	2181.2144
CCNO	321.3644	CCNO	38.425
CCNT1	187.136	CCNT1	192.1252
CCNT2	843.2549	CCNT2	842.0304
CCNYL1	264.8643	CCNYL1	543.1689
CCNY	1358.6136	CCNY	1676.4706
CCPG1	4117.0204	CCPG1	2395.7116
removed	removed	CCR10	10.4364
CCR1	156.1099	CCR1	424.0987
CCR2	25.8006	CCR2	43.6433
CCR4	5.2254	CCR4	9.962
CCR5	96.6706	CCR5	188.3302
CCR6	18.6907	CCR6	58.2306
CCR7	28.7399	CCR7	69.26
CCRL1	23.5145	CCRL1	77.7989
CCRL2	166.5608	CCRL2	314.0417
CCRN4L	1561.4258	CCRN4L	320.6831
CCS	474.2084	CCS	430.74
CCT2	3032.0597	CCT2	2320.6831
CCT3	10430.2984	CCT3	3462.0493
CCT4	3390.6553	CCT4	3056.926
CCT5	3385.4298	CCT5	2975.8065
CCT6A	3653.8867	CCT6A	2626.186
CCT6B	149.9047	CCT6B	129.0323
CCT6P1	92.4249	CCT6P1	107.2106
CCT7	5174.1622	CCT7	3272.296
CCT8	4285.1847	CCT8	2615.2751
CD101	11.7572	CD101	28.9374
CD109	788.3649	CD109	1142.7894
CD14	854.0323	CD14	1842.9791
CD151	7634.6897	CD151	8471.0626
removed	removed	CD160	13.7571
CD163L1	168.1937	CD163L1	78.7476
CD163	587.8616	CD163	963.9469
CD164L2	8.1647	CD164L2	36.5275
CD164	9817.6159	CD164	10028.9374
CD180	84.9133	CD180	281.3093
removed	removed	CD19	6.6414
CD1C	9.1445	CD1C	33.6812
CD1D	22.5347	CD1D	68.7856
CD1E	5.8786	CD1E	29.4118
CD200R1	16.0029	CD200R1	33.6812
CD200	114.633	CD200	920.778
removed	removed	CD207	22.296
CD209	16.6561	CD209	214.4213
CD226	8.4913	CD226	21.8216
CD22	51.6012	CD22	206.3567
removed	removed	CD244	30.8349
CD247	19.922	CD247	80.1708
CD248	154.477	CD248	1868.1214
CD24	18321.0345	CD24	15438.8046
CD274	9.1445	CD274	23.2448
CD276	1149.2695	CD276	1219.1651
CD27	30.3761	CD27	79.3311
CD28	20.9017	CD28	128.0835
CD2AP	4035.017	CD2AP	1285.1044
CD2BP2	1317.7898	CD2BP2	1285.1044
CD2	43.1099	CD2	163.6622
CD300A	95.0376	CD300A	401.8027
CD300C	26.1272	CD300C	41.2713
CD300LB	11.1041	CD300LB	57.4004
CD300LF	35.5983	CD300LF	118.5958
removed	removed	CD300LG	2351.9924
CD302	2026.3329	CD302	1630.9298
CD320	532.668	CD320	458.2543
CD33	59.4393	CD33	103.4156
CD34	685.8386	CD34	3691.1765
CD36	87.1995	CD36	30138.5199
CD37	189.0955	CD37	474.8577
removed	removed	CD38	14.7059
CD3D	13.7168	CD3D	72.1063
CD3EAP	546.4598	CD3EAP	423.6243
CD3E	49.9682	CD3E	200.6641
removed	removed	CD3G	16.6034
removed	removed	CD40LG	14.7059
CD40	67.9307	CD40	275.1423
CD44	18376.2282	CD44	8547.9127
CD46	19191.3963	CD46	5489.5636
CD47	990.2203	CD47	2812.6186
CD48	134.555	CD48	398.0076
CD4	659.0582	CD4	2019.9241
CD52	109.081	CD52	888.5199
CD53	424.8933	CD53	892.7894
CD55	1125.1019	CD55	2083.4915
CD58	124.4307	CD58	252.3719
CD59	15830.7873	CD59	21612.4288
CD5	20.2486	CD5	55.0285
CD63	11050.1658	CD63	12239.0892
CD68	1374.2899	CD68	5176.4706
CD69	41.4769	CD69	178.3681
CD6	47.6821	CD6	106.2619
CD72	18.6156	CD72	48.3871
CD74	18404.6415	CD74	37986.7173
CD79A	17.9624	CD79A	113.852
CD79B	20.9017	CD79B	180.74
CD7	8.1647	CD7	61.1954
CD80	5.8786	CD80	12.334
CD81	8117.3894	CD81	14195.9203
CD82	1703.819	CD82	1592.9791
CD83	274.9886	CD83	980.0759
CD84	67.2775	CD84	175.0474
CD86	145.6591	CD86	274.1935
CD8A	74.4625	CD8A	201.1385
CD8B	16.9827	CD8B	47.4383
CD93	1090.8099	CD93	4907.9696
CD96	24.4942	CD96	134.2505
CD97	229.5926	CD97	829.222
CD99L2	821.6999	CD99L2	1626.6603
CD99	516.0119	CD99	2773.7192
CD9	10557.995	CD9	5533.6812
CDADC1	117.8989	CDADC1	171.2524
CDAN1	412.1563	CDAN1	310.2467
CDA	29.0665	CDA	27.5142
CDC123	1094.9903	CDC123	758.8947
CDC14A	130.6359	CDC14A	345.8254
CDC14B	357.9424	CDC14B	628.5579
CDC14C	5.8786	CDC14C	8.0645
CDC16	813.8618	CDC16	1361.4801
CDC20B	11.4306	removed	removed
CDC20	94.0579	CDC20	30.8349
CDC23	876.8936	CDC23	779.8861
CDC25A	35.2717	CDC25A	26.0911
CDC25B	141.74	CDC25B	517.5522
CDC25C	11.4306	removed	removed
CDC26	117.8989	CDC26	54.6252
CDC27	2644.071	CDC27	1521.8216
CDC34	629.012	CDC34	518.9753
CDC37L1	680.2865	CDC37L1	446.3947
CDC37	1836.4144	CDC37	2922.6755
CDC40	468.0032	CDC40	719.1651
CDC42BPA	1681.6109	CDC42BPA	1795.0664
CDC42BPB	2730.2907	CDC42BPB	3333.4915
CDC42BPG	365.454	CDC42BPG	685.9583
CDC42EP1	910.2058	CDC42EP1	3033.6812
CDC42EP2	159.7024	CDC42EP2	770.8729
CDC42EP3	1238.7551	CDC42EP3	1505.2182
CDC42EP4	3103.9094	CDC42EP4	2674.0987
CDC42EP5	11.1041	CDC42EP5	104.8387
CDC42SE1	4301.3248	CDC42SE1	2914.4118
CDC42SE2	1167.5585	CDC42SE2	1483.3966
CDC42	6355.1109	CDC42	5686.4326
CDC45	24.8208	CDC45	5.2182
CDC5L	1373.3101	CDC5L	1178.3681
CDC6	159.0492	CDC6	27.5142
CDC73	2258.0419	CDC73	1092.9791
CDC7	146.9654	CDC7	53.1309
CDCA2	19.5954	CDCA2	9.962
CDCA3	56.278	CDCA3	35.4317
CDCA4	196.2805	CDCA4	199.7154
CDCA5	64.0116	CDCA5	36.5275
CDCA7L	284.1266	CDCA7L	391.3567
CDCA7	6.5318	CDCA7	35.5787
CDCA8	138.1475	CDCA8	36.0531
CDCP1	1575.7958	CDCP1	824.0038
CDH11	726.9889	CDH11	469.1651
removed	removed	CDH12	63.5674
CDH13	152.1908	CDH13	764.7059
removed	removed	CDH19	11.3852
CDH1	24525.2609	CDH1	7656.0721
removed	removed	CDH20	31.3093
removed	removed	CDH22	7.1157
CDH23	13.7168	CDH23	465.1898
CDH24	84.9133	CDH24	132.8273
removed	removed	CDH26	27.9886
CDH2	22.2081	CDH2	8.0645
CDH3	26.7804	CDH3	2578.7476
CDH5	446.4483	CDH5	3350.0949
CDH6	57.1532	CDH6	92.9791
CDH7	7.5116	removed	removed
removed	removed	CDHR1	10.4364
CDHR3	1029.607	CDHR3	17.5522
CDIPT	1633.6022	CDIPT	1721.0626
CDK10	374.5985	CDK10	648.0076
CDK11A	377.9232	CDK11A	360.7638
CDK11B	721.0515	CDK11B	751.1907
CDK12	1948.7613	CDK12	1258.0645
CDK13	1089.5036	CDK13	1055.9772
CDK14	696.616	CDK14	723.4345
CDK16	1104.2001	CDK16	1616.6983
CDK17	1454.3044	CDK17	886.6224
CDK18	138.8007	CDK18	329.6964
CDK19	239.7561	CDK19	580.4269
CDK1	202.8123	CDK1	81.1195
CDK20	286.0927	CDK20	146.1101
CDK2AP1	1182.9082	CDK2AP1	2041.7457
CDK2AP2	940.252	CDK2AP2	581.5939
CDK2	491.8442	CDK2	592.0304
CDK3	28.0704	CDK3	191.8121
CDK4	1829.8826	CDK4	1388.5199
CDK5R1	52.581	CDK5R1	57.8748
CDK5RAP1	599.2923	CDK5RAP1	444.9715
CDK5RAP2	824.9658	CDK5RAP2	1331.5939
CDK5RAP3	2376.2674	CDK5RAP3	2221.0626
CDK5	291.9713	CDK5	170.778
CDK6	86.2197	CDK6	794.1176
CDK7	773.3646	CDK7	375.7116
CDK8	190.0753	CDK8	138.0455
CDK9	1061.4168	CDK9	1251.4231
CDKAL1	282.8268	CDKAL1	314.0417
CDKL1	13.7168	CDKL1	16.6034
removed	removed	CDKL2	59.2979
CDKL3	44.2366	CDKL3	41.0199
CDKL5	48.0087	CDKL5	51.2334
CDKN1A	808.3098	CDKN1A	9004.2694
CDKN1B	2670.5248	CDKN1B	1169.3548
CDKN1C	82.9538	CDKN1C	720.1139
CDKN2AIPNL	473.5552	CDKN2AIPNL	184.0607
CDKN2AIP	654.486	CDKN2AIP	556.4516
CDKN2A	84.9133	CDKN2A	94.8767
CDKN2BAS	6.5318	removed	removed
CDKN2B	224.0406	CDKN2B	873.814
CDKN2C	115.9394	CDKN2C	566.888
CDKN2D	135.2082	CDKN2D	115.7495
CDKN3	37.8844	CDKN3	19.9241
CDNF	72.8295	CDNF	56.4516
CDO1	9.1445	CDO1	680.74
CDON	2374.3078	CDON	544.592
removed	removed	CDR1	30.3748
CDR2L	576.1044	CDR2L	513.2827
CDR2	963.1133	CDR2	753.3207
removed	removed	CDRT15P	5.6926
removed	removed	CDRT1	5.778
CDRT4	100.9162	CDRT4	260.4364
CDS1	1416.42	CDS1	824.0038
CDS2	1129.3475	CDS2	923.1499
CDSN	101.5694	CDSN	62.6186
CDT1	91.7717	CDT1	27.9886
CDV3	2329.565	CDV3	4790.3226
CDYL2	332.1418	CDYL2	101.0436
CDYL	526.7893	CDYL	610.5313
CEACAM19	24.8208	CEACAM19	73.055
CEACAM1	1457.8936	CEACAM1	712.5237
CEACAM21	9.1445	CEACAM21	13.7571
CEACAM5	8756.1991	removed	removed
CEACAM6	434.691	CEACAM6	76.3757
CEACAM7	9.7977	CEACAM7	28.9374
CEBPA	570.5524	CEBPA	4364.8008
CEBPB	692.3704	CEBPB	1777.5142
CEBPD	185.8296	CEBPD	1587.7609
CEBPG	1221.1193	CEBPG	1167.9317
CEBPZ	1636.8681	CEBPZ	1240.038
CECR1	453.6332	CECR1	2240.5123
CECR5	598.3125	CECR5	468.6907
CECR6	24.8208	CECR6	20.3985
CECR7	70.5434	CECR7	77.7989
CELF1	1915.4492	CELF1	1910.8159
CELF2	179.951	CELF2	1712.9981
removed	removed	CELF4	5.2182
removed	removed	CELF5	30.3605
CELF6	18.6156	CELF6	79.9858
CELSR1	3952.7163	CELSR1	1765.1803
CELSR2	3105.2158	CELSR2	1526.0911
CELSR3	220.1346	CELSR3	42.2201
CEL	7.185	CEL	5.6926
CEMP1	112.7355	CEMP1	171.0863
CENPA	19.5954	CENPA	15.6546
CENPBD1	586.5553	CENPBD1	240.9867
CENPB	1358.6136	CENPB	1778.463
CENPC1	458.2055	CENPC1	520.8729
CENPE	89.8122	CENPE	34.63
CENPF	603.5379	CENPF	122.3909
CENPH	137.1677	CENPH	80.6452
CENPI	7.5116	removed	removed
CENPJ	99.6099	CENPJ	171.2524
CENPK	22.2081	CENPK	13.2827
CENPL	215.8759	CENPL	74.9526
CENPM	62.0521	CENPM	5.2182
CENPN	116.7657	CENPN	135.3368
CENPO	59.9717	CENPO	38.2306
CENPP	47.2837	CENPP	37.4336
CENPQ	100.9162	CENPQ	90.6072
CENPT	289.6852	CENPT	571.1575
CENPV	111.6937	CENPV	136.148
CENPW	19.5954	CENPW	94.4023
CEP110	221.1013	CEP110	554.0797
CEP120	542.4657	CEP120	767.0778
CEP135	182.8903	CEP135	215.8444
CEP152	30.6994	CEP152	88.2353
CEP164	458.8587	CEP164	619.0702
CEP170	746.5843	CEP170	874.7628
CEP192	588.5148	CEP192	704.9336
CEP250	694.3299	CEP250	670.778
CEP290	523.2426	CEP290	408.1926
CEP350	2941.2677	CEP350	1272.296
CEP55	79.3613	CEP55	28.9374
CEP57	1065.6625	CEP57	841.556
CEP63	632.9702	CEP63	624.3074
CEP68	829.2115	CEP68	1655.6546
CEP70	514.7055	CEP70	284.1556
CEP72	50.2948	CEP72	64.0417
CEP76	200.1995	CEP76	130.4554
CEP78	233.8383	CEP78	198.2922
CEP97	232.5319	CEP97	137.5712
CEPT1	1420.6656	CEPT1	783.2068
CERCAM	1137.8389	CERCAM	671.7268
CERKL	72.4148	CERKL	36.6793
CERK	992.5064	CERK	927.8937
CES1	187.136	CES1	7009.0133
CES2	852.726	CES2	1122.3909
CES3	321.691	CES3	51.7078
removed	removed	CES4	61.6698
CES8	257.3528	CES8	91.556
CETN2	1948.1081	CETN2	877.1347
CETN3	390.6014	CETN3	281.3093
removed	removed	CETP	253.7951
CFB	14603.0154	CFB	4213.9469
CFDP1	709.0265	CFDP1	651.3283
CFD	114.633	CFD	3132.8273
CFH	306.9944	CFH	2040.3226
CFI	77.0752	CFI	1274.6679
CFL1	11323.8481	CFL1	10327.3245
CFL2	245.9221	CFL2	949.241
CFLAR	533.9743	CFLAR	1441.1765
removed	removed	CFP	43.1689
removed	removed	CFTR	199.241
CG030	13.3902	CG030	42.6945
CGGBP1	3136.895	CGGBP1	2187.3814
CGNL1	1608.7813	CGNL1	1152.7514
CGN	4349.5229	CGN	1218.6907
CGREF1	278.9534	CGREF1	157.0588
CGRRF1	408.5638	CGRRF1	243.3586
CH25H	20.2486	CH25H	325.9013
removed	removed	CHAC1	5.6926
CHAC2	46.3758	CHAC2	21.8216
CHADL	257.4017	CHADL	81.5939
CHAD	1279.7193	CHAD	193.074
CHAF1A	291.6447	CHAF1A	221.0626
CHAF1B	216.529	CHAF1B	111.0057
CHCHD10	205.7516	CHCHD10	603.4156
CHCHD1	657.7519	CHCHD1	425.9962
CHCHD2	3305.4153	CHCHD2	2486.7173
CHCHD3	939.9254	CHCHD3	716.7932
CHCHD4	400.7257	CHCHD4	222.0114
CHCHD5	422.6072	CHCHD5	285.5787
CHCHD6	145.0059	CHCHD6	195.4459
CHCHD7	307.6476	CHCHD7	409.8672
CHCHD8	944.8243	CHCHD8	550.2846
CHD1L	1201.8505	CHD1L	473.4345
CHD1	1029.7376	CHD1	1767.5522
CHD2	2057.8423	CHD2	2917.4573
CHD3	1012.1018	CHD3	3661.2903
CHD4	6928.9977	CHD4	5584.9763
removed	removed	CHD5	7.5901
CHD6	1803.4289	CHD6	1842.9791
CHD7	381.7835	CHD7	666.9829
CHD8	2213.9522	CHD8	1995.2562
CHD9	1579.0617	CHD9	1811.1954
CHDH	1598.0039	CHDH	710.1518
CHEK1	178.6446	CHEK1	60.2467
CHEK2	134.8816	CHEK2	75.9013
CHERP	1182.8625	CHERP	1002.6518
CHFR	213.5897	CHFR	374.7628
CHGB	15.0231	CHGB	6.6414
CHI3L1	817.7809	CHI3L1	5934.0607
CHI3L2	715.5582	CHI3L2	1035.5787
CHIC1	333.1216	CHIC1	318.7856
CHIC2	131.2891	CHIC2	386.6224
CHID1	1945.1688	CHID1	1259.962
CHIT1	1932.1052	CHIT1	12274.6679
CHKA	593.7403	CHKA	578.2732
CHKB-CPT1B	117.6409	CHKB-CPT1B	477.13
CHKB	260.733	CHKB	259.1129
CHL1	12.0838	CHL1	831.1195
CHML	1213.2811	CHML	384.2505
CHMP1A	2169.536	CHMP1A	1758.5389
CHMP1B	1314.5239	CHMP1B	1661.2903
CHMP2A	2653.8687	CHMP2A	1679.3169
CHMP2B	1333.1396	CHMP2B	1166.9829
CHMP4A	1086.0123	CHMP4A	984.1698
CHMP4B	5083.6968	CHMP4B	2722.9602
CHMP4C	670.8154	CHMP4C	359.5825
CHMP5	2389.7131	CHMP5	1376.8596
CHMP6	446.4483	CHMP6	436.907
CHMP7	907.593	CHMP7	1039.8482
CHM	926.5353	CHM	568.7856
CHN1	67.9307	CHN1	218.2163
CHN2	136.5145	CHN2	93.9279
CHODL	5.552	CHODL	32.2581
CHORDC1	418.6881	CHORDC1	398.9564
CHPF2	877.5468	CHPF2	997.1537
CHPF	2148.3077	CHPF	861.8596
CHPT1	819.0872	CHPT1	1728.1784
CHP	3324.031	CHP	2866.2239
CHRAC1	462.1246	CHRAC1	518.9753
CHRDL1	12.0838	CHRDL1	6665.5598
CHRD	836.0699	CHRD	161.2903
removed	removed	CHRFAM7A	23.2448
removed	removed	CHRM1	24.1935
removed	removed	CHRM3	9.0133
CHRNA10	7.8382	CHRNA10	7.5901
CHRNA1	26.4538	CHRNA1	237.666
CHRNA2	45.0694	CHRNA2	9.4877
CHRNA5	48.3353	CHRNA5	27.5142
CHRNA6	12.737	removed	removed
removed	removed	CHRNA7	7.5901
CHRNB1	91.1186	CHRNB1	133.7761
CHRNB2	17.9624	CHRNB2	41.2713
CHRNE	7.6487	CHRNE	54.0465
CHST10	644.6883	CHST10	249.0512
CHST11	62.7052	CHST11	160.8159
CHST12	112.0203	CHST12	227.2296
CHST14	559.4483	CHST14	416.5085
CHST15	1614.0068	CHST15	878.5579
CHST1	499.3558	CHST1	139.9431
CHST2	37.5578	CHST2	261.8596
CHST3	70.87	CHST3	1244.3074
CHST4	6.5318	CHST4	9.962
removed	removed	CHST6	57.4004
CHST7	19.5954	CHST7	92.5047
CHST8	33.9653	CHST8	22.296
removed	removed	CHST9	261.3852
CHSY1	1808.3277	CHSY1	1989.5636
CHSY3	32.0058	CHSY3	64.0417
CHTF18	52.2544	CHTF18	129.0323
CHTF8	3333.5021	CHTF8	2054.0797
CHUK	781.5294	CHUK	685.9583
CHURC1	1255.114	CHURC1	1346.0674
CIAO1	2171.4956	CIAO1	1664.611
CIAPIN1	829.5381	CIAPIN1	644.6869
CIB1	2592.1432	CIB1	1228.6528
CIB2	5.8786	CIB2	93.9279
CIB3	22.8613	removed	removed
CIC	952.0093	CIC	2153.7002
removed	removed	CIDEA	1065.9393
CIDEB	538.4584	CIDEB	330.0569
CIDECP	100.9162	CIDECP	99.1461
