gene_id	TCGA-E9-A1RD-01A-11R-A157-07	gene_id	TCGA-E9-A1RD-11A-33R-A157-07
KCNQ1OT1	194.2497	KCNQ1OT1	129.6239
KCNQ1	166.7203	KCNQ1	178.738
KCNQ3	23.4129	KCNQ3	9.6363
removed	removed	KCNQ4	11.5014
KCNQ5	2173.281	KCNQ5	59.3721
KCNRG	6.1182	removed	removed
removed	removed	KCNS1	40.7212
removed	removed	KCNS2	8.3929
KCNS3	1460.346	KCNS3	215.4181
KCNT2	9.2622	KCNT2	87.0376
removed	removed	KCP	5.2875
KCTD10	1257.3487	KCTD10	2931.9242
KCTD11	357.368	KCTD11	480.572
KCTD12	1573.0366	KCTD12	7622.3189
KCTD13	350.6786	KCTD13	117.1899
KCTD14	17.7526	KCTD14	194.5912
KCTD15	936.2578	KCTD15	436.7423
removed	removed	KCTD16	11.8122
KCTD17	53.0006	KCTD17	115.6357
KCTD18	501.4472	KCTD18	516.0087
KCTD19	7.7185	removed	removed
KCTD1	807.101	KCTD1	340.0684
KCTD20	1799.1896	KCTD20	3308.9835
KCTD21	698.7843	KCTD21	613.6152
KCTD2	963.0154	KCTD2	1343.4877
KCTD3	6164.2761	KCTD3	2137.0842
KCTD5	491.4131	KCTD5	363.382
KCTD6	681.289	KCTD6	260.802
KCTD7	363.0154	KCTD7	533.3914
KCTD9	656.5897	KCTD9	996.5807
KDELC1	113.977	KDELC1	139.571
KDELC2	945.52	KDELC2	2200.1865
KDELR1	5435.904	KDELR1	2802.3003
KDELR2	5919.3414	KDELR2	4597.1402
KDELR3	725.7992	KDELR3	740.1306
KDM1A	2199.524	KDM1A	1123.4069
KDM1B	584.0355	KDM1B	482.1262
KDM2A	3446.324	KDM2A	2831.8309
KDM2B	639.3388	KDM2B	539.6736
KDM3A	1354.6022	KDM3A	1368.9773
KDM3B	3239.982	KDM3B	2754.7404
KDM4A	1774.233	KDM4A	1197.3889
KDM4B	3579.3401	KDM4B	794.5291
KDM4C	709.0757	KDM4C	623.8732
KDM4D	45.282	KDM4D	36.6801
KDM5A	1666.9454	KDM5A	1844.2648
KDM5B	4133.5306	KDM5B	1460.6776
KDM5C	2665.7233	KDM5C	2048.4924
KDM6A	1331.4466	KDM6A	930.0591
KDM6B	614.3951	KDM6B	645.9434
KDR	1866.0835	KDR	3380.1679
KDSR	2086.8335	KDSR	2830.8984
KEAP1	1469.6083	KEAP1	1388.8716
KEL	101.1128	KEL	5.2844
KERA	22.641	KERA	37.3018
KGFLP1	11.3205	removed	removed
KGFLP2	127.5076	KGFLP2	49.5617
KHDC1L	5.6603	removed	removed
KHDC1	28.857	KHDC1	17.0967
KHDRBS1	4142.2783	KHDRBS1	3002.4868
KHDRBS3	97.5108	KHDRBS3	337.8924
KHK	102.2757	KHK	121.004
KHNYN	2098.9233	KHNYN	2306.7547
KHSRP	1472.4384	KHSRP	1483.0588
KIAA0020	514.5687	KIAA0020	533.4162
KIAA0040	4874.2523	KIAA0040	2497.3578
KIAA0090	1313.4367	KIAA0090	1055.6419
KIAA0100	5448.1096	KIAA0100	6190.1616
KIAA0101	261.9155	KIAA0101	13.0556
KIAA0114	539.5253	KIAA0114	306.4967
removed	removed	KIAA0125	10.258
KIAA0141	1393.9667	KIAA0141	1198.6323
KIAA0146	1033.5113	KIAA0146	771.5263
KIAA0174	2653.6309	KIAA0174	3104.1343
KIAA0182	2227.8253	KIAA0182	3456.0149
KIAA0195	1458.8538	KIAA0195	1462.3065
KIAA0196	1976.7158	KIAA0196	1798.8809
KIAA0226	784.7173	KIAA0226	611.4392
KIAA0232	1950.4728	KIAA0232	2320.4849
KIAA0240	1073.1331	KIAA0240	1090.1461
KIAA0247	2236.573	KIAA0247	1391.0476
KIAA0284	810.703	KIAA0284	863.8483
KIAA0317	1036.856	KIAA0317	773.3914
KIAA0319L	4146.6624	KIAA0319L	1429.9036
KIAA0355	905.3837	KIAA0355	1503.5748
KIAA0368	3915.6107	KIAA0368	4769.972
KIAA0391	970.7365	KIAA0391	487.1588
KIAA0406	643.9828	KIAA0406	437.0532
KIAA0408	7.8086	KIAA0408	734.4451
KIAA0415	257.2844	KIAA0415	343.4877
KIAA0427	426.5775	KIAA0427	3294.3736
KIAA0430	3131.408	KIAA0430	3460.6776
KIAA0467	1042.2512	KIAA0467	1184.3394
KIAA0494	5090.7365	KIAA0494	6415.2098
KIAA0495	629.0603	KIAA0495	648.7411
KIAA0513	551.1031	KIAA0513	294.9953
KIAA0528	1548.08	KIAA0528	1101.9583
KIAA0556	615.6815	KIAA0556	478.0852
KIAA0562	1041.2298	KIAA0562	1146.7205
KIAA0564	1231.363	KIAA0564	1146.0988
KIAA0586	484.981	KIAA0586	410.0093
KIAA0649	530.0058	KIAA0649	462.5427
KIAA0652	1774.4903	KIAA0652	2263.9105
KIAA0664P3	68.1804	KIAA0664P3	30.774
KIAA0664	1007.5256	KIAA0664	1447.3112
KIAA0748	13.3788	KIAA0748	32.0174
KIAA0753	648.3566	KIAA0753	346.2854
KIAA0754	89.535	KIAA0754	493.9385
KIAA0776	1554.5121	KIAA0776	1152.3158
KIAA0802	707.0174	KIAA0802	101.6475
KIAA0831	648.0993	KIAA0831	930.0591
KIAA0892	1357.9469	KIAA0892	1104.4451
KIAA0895L	246.4424	KIAA0895L	188.968
KIAA0895	347.5912	KIAA0895	85.1725
KIAA0907	1656.3967	KIAA0907	774.9456
KIAA0913	1359.4906	KIAA0913	1352.5023
KIAA0922	380.2663	KIAA0922	905.502
KIAA0947	1475.5258	KIAA0947	1571.9615
KIAA1009	297.678	KIAA1009	331.0538
KIAA1012	1768.83	KIAA1012	1494.2493
KIAA1024	33.1897	KIAA1024	33.2608
KIAA1033	1154.4349	KIAA1033	1607.709
removed	removed	KIAA1045	27.9764
KIAA1107	105.7439	KIAA1107	259.5586
KIAA1109	2806.2006	KIAA1109	3976.0647
KIAA1143	858.3006	KIAA1143	1167.5474
KIAA1147	2215.7329	KIAA1147	1435.1881
KIAA1161	288.1585	KIAA1161	482.1262
KIAA1191	2945.906	KIAA1191	2082.064
KIAA1199	110.375	KIAA1199	23.3136
KIAA1210	49.9132	removed	removed
KIAA1211	150.2541	KIAA1211	27.0438
KIAA1217	3129.3497	KIAA1217	3078.1007
removed	removed	KIAA1239	60.6155
KIAA1244	2435.4538	KIAA1244	360.2735
KIAA1257	104.3082	KIAA1257	8.7038
KIAA1267	1460.8606	KIAA1267	1254.2742
KIAA1274	257.2844	KIAA1274	298.4147
KIAA1279	1312.6648	KIAA1279	1024.557
KIAA1310	2779.1857	KIAA1310	1853.2795
KIAA1324L	487.0393	KIAA1324L	581.5978
KIAA1324	21186.3382	KIAA1324	1802.3003
KIAA1328	204.5411	KIAA1328	169.4125
KIAA1370	3762.7838	KIAA1370	1698.4768
KIAA1377	555.9915	KIAA1377	930.0591
KIAA1383	346.562	KIAA1383	97.6065
KIAA1407	264.4883	KIAA1407	138.9493
removed	removed	KIAA1409	9.3255
KIAA1429	1857.8504	KIAA1429	2001.8651
KIAA1430	1406.059	KIAA1430	1390.4259
KIAA1432	1178.2646	KIAA1432	1043.6431
KIAA1462	1103.7499	KIAA1462	2916.3817
KIAA1467	5618.8332	KIAA1467	443.581
KIAA1468	1122.5317	KIAA1468	757.8489
KIAA1522	6687.0779	KIAA1522	1509.4809
KIAA1524	122.2101	KIAA1524	45.3839
KIAA1529	111.6614	KIAA1529	115.014
KIAA1530	443.0437	KIAA1530	220.0808
KIAA1539	427.6066	KIAA1539	585.3279
KIAA1543	560.8799	KIAA1543	110.973
KIAA1549	604.6183	KIAA1549	224.4327
KIAA1586	126.0693	KIAA1586	158.8436
KIAA1598	3285.264	KIAA1598	872.8629
KIAA1609	261.4009	KIAA1609	310.5378
KIAA1614	15.1309	KIAA1614	113.6307
KIAA1632	2112.3046	KIAA1632	1229.0954
KIAA1644	62.0055	KIAA1644	48.4924
KIAA1671	1849.36	KIAA1671	2355.6108
KIAA1683	148.1958	KIAA1683	120.9201
KIAA1704	307.2104	KIAA1704	340.3388
KIAA1712	308.9445	KIAA1712	291.7408
KIAA1715	915.675	KIAA1715	1098.2282
KIAA1731	599.4726	KIAA1731	416.2263
KIAA1737	1780.4078	KIAA1737	963.9416
KIAA1755	58.4036	KIAA1755	118.4333
KIAA1797	1542.9343	KIAA1797	901.1501
KIAA1804	44.2529	KIAA1804	73.6711
KIAA1826	402.65	KIAA1826	497.6686
KIAA1841	337.5571	KIAA1841	356.8542
KIAA1875	49.1413	KIAA1875	11.1906
KIAA1908	148.4531	KIAA1908	200.4974
KIAA1919	55.3161	KIAA1919	75.2254
KIAA1949	744.0664	KIAA1949	1670.8113
KIAA1958	84.9038	KIAA1958	33.8825
KIAA1967	2011.1919	KIAA1967	1651.5387
KIAA1984	19.2963	KIAA1984	5.5953
KIAA2013	948.8647	KIAA2013	967.9826
KIAA2018	1062.0699	KIAA2018	1144.5446
KIAA2022	192.1914	KIAA2022	59.9938
KIAA2026	908.9857	KIAA2026	982.5925
KIDINS220	1988.8081	KIDINS220	3410.3202
KIF11	600.759	KIF11	92.9437
KIF12	1272.5285	KIF12	116.8791
KIF13A	2182.0287	KIF13A	2911.719
KIF13B	3460.2174	KIF13B	1780.2269
KIF14	124.7829	KIF14	15.8533
KIF15	155.9143	KIF15	29.2198
KIF16B	1196.3723	KIF16B	879.0799
KIF17	12.3496	KIF17	63.1023
KIF18A	80.2727	KIF18A	16.475
KIF18B	94.9379	KIF18B	10.8797
removed	removed	KIF19	9.0146
KIF1A	50.1705	removed	removed
KIF1B	1439.506	KIF1B	2477.4635
KIF1C	1735.8976	KIF1C	7222.8785
KIF20A	469.8012	KIF20A	36.0584
KIF20B	313.3724	KIF20B	201.4299
KIF21A	444.5874	KIF21A	334.4731
KIF21B	78.4717	KIF21B	137.3951
KIF22	938.5734	KIF22	403.1707
KIF23	465.942	KIF23	54.3985
KIF24	246.4784	KIF24	59.3721
removed	removed	KIF25	45.6947
KIF26A	42.4519	KIF26A	225.9869
KIF26B	188.3322	KIF26B	11.5014
KIF27	268.0903	KIF27	142.3687
KIF2A	678.4589	KIF2A	651.2279
KIF2C	219.7208	KIF2C	27.0438
KIF3A	721.9399	KIF3A	244.9487
KIF3B	2216.5048	KIF3B	2062.1697
KIF3C	257.2844	KIF3C	386.3848
KIF4A	613.3659	KIF4A	22.0703
KIF4B	8.4904	removed	removed
removed	removed	KIF5A	6.217
KIF5B	5608.5418	KIF5B	6331.3646
KIF5C	3026.1787	KIF5C	181.2247
KIF6	96.9962	KIF6	29.8415
KIF7	80.054	KIF7	207.6376
KIF9	229.7704	KIF9	94.585
KIFAP3	1378.5296	KIFAP3	1089.8353
KIFC1	276.0661	KIFC1	32.95
KIFC2	230.0946	KIFC2	145.474
KIFC3	104.4575	KIFC3	481.1937
KILLIN	58.6608	KILLIN	57.1961
KIN	263.4592	KIN	210.4445
KIRREL	199.6527	KIRREL	793.5965
KITLG	2794.1082	KITLG	1393.8452
KIT	294.5906	KIT	2539.3224
removed	removed	KLB	2669.5679
KLC1	976.5202	KLC1	1872.2412
KLC2	536.1806	KLC2	286.6024
KLC3	48.5393	KLC3	26.733
KLC4	333.8213	KLC4	476.9381
KLF10	1243.198	KLF10	2833.0743
KLF11	319.0326	KLF11	1607.0873
KLF12	360.97	KLF12	515.0762
KLF13	1060.5261	KLF13	3989.4311
removed	removed	KLF14	13.9882
KLF15	16.2089	KLF15	501.3988
KLF16	136.618	KLF16	125.8937
KLF17	8.2331	removed	removed
KLF2	470.3158	KLF2	1123.4069
KLF3	1531.3565	KLF3	2350.3264
KLF4	724.2555	KLF4	2078.3339
KLF5	34.4761	KLF5	264.843
KLF6	1256.3195	KLF6	4853.5903
KLF7	43.7383	KLF7	185.5766
KLF8	253.6824	KLF8	740.7523
KLF9	760.7899	KLF9	2491.7625
KLHDC10	991.0594	KLHDC10	1064.0348
KLHDC1	99.0545	KLHDC1	135.8408
KLHDC2	1387.5346	KLHDC2	1259.2477
KLHDC3	1340.4515	KLHDC3	1772.148
KLHDC4	130.9577	KLHDC4	208.2655
KLHDC5	1207.4355	KLHDC5	777.1215
KLHDC7A	161.5746	KLHDC7A	348.7721
KLHDC7B	31.9033	KLHDC7B	15.8533
KLHDC8A	31.646	removed	removed
KLHDC8B	344.5038	KLHDC8B	982.9033
KLHDC9	368.9458	KLHDC9	48.1815
removed	removed	KLHL10	8.0821
KLHL11	105.7439	KLHL11	74.6037
KLHL12	1864.7971	KLHL12	1055.0202
KLHL13	24.442	KLHL13	341.3118
removed	removed	KLHL14	42.5863
KLHL15	318.518	KLHL15	315.5113
KLHL17	57.889	KLHL17	37.3018
KLHL18	493.7287	KLHL18	435.1881
KLHL1	124.5256	removed	removed
KLHL20	479.3208	KLHL20	818.1536
KLHL21	686.9493	KLHL21	2548.0261
KLHL22	338.3289	KLHL22	447.0003
KLHL23	199.1381	KLHL23	103.2732
KLHL24	1017.5597	KLHL24	1864.7809
KLHL25	115.5207	KLHL25	262.6671
KLHL26	282.4982	KLHL26	173.4535
KLHL28	378.208	KLHL28	392.6018
KLHL29	31.3887	KLHL29	466.8946
KLHL2	205.0556	KLHL2	603.0463
removed	removed	KLHL30	39.7886
KLHL31	53.2707	KLHL31	1308.94
KLHL32	14.9225	KLHL32	5.5953
removed	removed	KLHL33	13.6773
KLHL35	85.1611	KLHL35	10.8797
KLHL36	120.6664	KLHL36	222.8785
KLHL38	12.3496	removed	removed
KLHL3	262.6873	KLHL3	548.9587
KLHL4	12.3496	KLHL4	43.5188
KLHL5	2473.7892	KLHL5	1927.8831
KLHL6	86.1903	KLHL6	117.8116
KLHL7	555.4769	KLHL7	675.474
KLHL8	403.1646	KLHL8	466.2729
KLHL9	1777.0631	KLHL9	1442.9593
KLK10	20.84	KLK10	78.3339
KLK11	24.1847	KLK11	54.3985
removed	removed	KLK1	6.8387
KLK4	56.088	removed	removed
KLK5	18.0099	KLK5	465.0295
removed	removed	KLK6	106.9319
KLK7	9.7768	KLK7	239.3534
removed	removed	KLK8	25.6916
KLKB1	30.8741	KLKB1	9.0146
KLKP1	6.6894	removed	removed
KLRA1	67.9231	KLRA1	46.3164
KLRAQ1	615.6815	KLRAQ1	858.5639
removed	removed	KLRB1	34.1933
removed	removed	KLRC1	12.7448
removed	removed	KLRC2	8.8157
removed	removed	KLRC3	5.4834
removed	removed	KLRC4	5.6543
KLRD1	12.8642	KLRD1	57.1961
removed	removed	KLRF1	13.3665
KLRG1	16.2089	KLRG1	187.7526
KLRK1	18.0099	KLRK1	130.8082
KL	35.248	KL	304.0099
KMO	229.0603	KMO	26.6864
removed	removed	KNDC1	5.2844
KNTC1	520.6509	KNTC1	268.2624
KPNA1	2255.612	KPNA1	2052.8443
KPNA2	2066.508	KPNA2	665.5269
KPNA3	971.5058	KPNA3	1643.7675
KPNA4	1816.1703	KPNA4	2477.7743
KPNA5	61.7482	KPNA5	98.539
KPNA6	2629.7035	KPNA6	2131.7998
KPNB1	5337.1068	KPNB1	4293.1302
KPTN	170.8368	KPTN	92.6329
KRAS	1218.2415	KRAS	863.8483
KRBA1	130.9577	KRBA1	137.7059
KRBA2	125.5548	KRBA2	105.3777
KRCC1	894.5777	KRCC1	1067.765
KREMEN1	315.6879	KREMEN1	1140.8144
KRI1	560.0978	KRI1	456.3848
KRIT1	849.2957	KRIT1	938.452
KRR1	976.7621	KRR1	782.922
KRT10	404.7083	KRT10	307.4293
KRT14	217.6626	KRT14	7059.3721
KRT15	37704.7662	KRT15	5166.6149
KRT16	5.6603	KRT16	116.8791
KRT17	152.3123	KRT17	2987.8769
KRT18	12328.3	KRT18	1628.5235
KRT19	387.9848	KRT19	2424.3084
KRT222	67.6658	KRT222	69.9409
KRT23	1172.7021	KRT23	398.8188
KRT31	19.8109	removed	removed
removed	removed	KRT32	6.217
KRT4	5.1457	removed	removed
KRT5	232.3278	KRT5	6940.9388
removed	removed	KRT6A	14.9207
KRT6B	59.4327	KRT6B	492.3842
removed	removed	KRT6C	5.5953
removed	removed	KRT79	23.3136
KRT7	2181.2568	KRT7	2825.9248
KRT80	102.6565	KRT80	166.304
KRT81	19.5536	KRT81	26.1113
KRT86	15.4371	removed	removed
KRT8	10802.0789	KRT8	2181.2372
KRTAP3-3	27.7867	removed	removed
KRTAP5-1	6.9467	removed	removed
KRTAP5-9	10.5487	removed	removed
KRTCAP2	2640.5094	KRTCAP2	1223.811
KRTCAP3	340.6445	KRTCAP3	59.9938
KSR1	268.3476	KSR1	598.6944
KSR2	126.3266	KSR2	24.557
KTELC1	457.4516	KTELC1	489.5866
KTI12	161.3173	KTI12	132.4215
KTN1	6856.6283	KTN1	7511.0351
KYNU	53.0006	KYNU	133.3541
removed	removed	KY	64.9674
removed	removed	L1CAM	124.9611
L2HGDH	327.523	L2HGDH	186.1983
L3MBTL2	686.782	L3MBTL2	675.1663
L3MBTL3	320.5763	L3MBTL3	264.5322
L3MBTL4	46.5685	L3MBTL4	151.0724
L3MBTL	89.0204	L3MBTL	109.1079
LACE1	72.5542	LACE1	76.1579
LACTB2	304.3674	LACTB2	253.3416
LACTB	990.2875	LACTB	459.4343
LAD1	170.3222	LAD1	184.3332
LAG3	34.2188	LAG3	19.5835
LAGE3	377.6934	LAGE3	132.1107
LAIR1	301.5373	LAIR1	1304.3208
removed	removed	LALBA	9.0146
LAMA1	36.2771	LAMA1	95.4305
LAMA2	702.129	LAMA2	6227.8489
LAMA3	1442.8507	LAMA3	2019.5835
LAMA4	2157.0721	LAMA4	13930.0591
LAMA5	1021.1616	LAMA5	1519.7389
LAMB1	3463.0475	LAMB1	5681.691
LAMB2L	11.3205	LAMB2L	15.2316
LAMB2	6696.8547	LAMB2	12761.2683
LAMB3	219.7208	LAMB3	2236.5558
removed	removed	LAMB4	10.8797
LAMC1	5430.5011	LAMC1	19495.8035
LAMC2	1168.071	LAMC2	2394.4669
LAMC3	5.6603	LAMC3	29.5306
LAMP1	4978.967	LAMP1	7744.7933
LAMP2	5503.0553	LAMP2	4901.1501
LAMP3	57.3744	LAMP3	42.5863
LANCL1	2490.2554	LANCL1	2317.0656
LANCL2	444.5874	LANCL2	532.1728
removed	removed	LANCL3	6.5278
LAP3	2386.5698	LAP3	2442.0267
LAPTM4A	12427.8639	LAPTM4A	10644.3892
LAPTM4B	3420.5956	LAPTM4B	1425.5518
LAPTM5	3338.2646	LAPTM5	3941.5605
LARGE	776.4842	LARGE	514.7653
LARP1B	589.1812	LARP1B	394.156
LARP1	6541.4549	LARP1	4974.5104
LARP4B	1291.5675	LARP4B	1147.0314
LARP4	1694.7321	LARP4	1080.5098
LARP6	73.0688	LARP6	1050.0466
LARP7	1381.8743	LARP7	1243.7053
LARS2	555.9915	LARS2	398.1971
LARS	3816.5562	LARS	2423.9975
LAS1L	983.3408	LAS1L	670.5005
LASP1	8748.6975	LASP1	6737.9546
LASS2	12524.0882	LASS2	3835.5611
LASS4	1855.5348	LASS4	419.6456
LASS5	852.3831	LASS5	667.392
LASS6	4248.4827	LASS6	1134.4824
LAT2	215.8616	LAT2	142.3687
LATS1	502.4764	LATS1	557.0407
LATS2	349.6495	LATS2	1087.0376
LAT	51.251	LAT	101.8589
LAX1	25.4712	LAX1	65.5891
LAYN	86.9621	LAYN	158.8436
LBH	1311.3784	LBH	918.8685
LBP	146.1375	LBP	192.1044
LBR	597.9289	LBR	1211.3771
LBX2	5.6603	removed	removed
LCA5L	242.6192	LCA5L	34.5042
LCA5	173.1524	LCA5	302.4557
LCAT	36.0584	LCAT	115.0668
LCK	31.646	LCK	99.1607
LCLAT1	715.5078	LCLAT1	281.6288
LCMT1	690.5512	LCMT1	456.0149
LCMT2	555.2197	LCMT2	253.0308
removed	removed	LCN10	45.1725
LCN12	12.6069	removed	removed
LCN2	85.6757	LCN2	216.6615
removed	removed	LCN6	12.9562
LCORL	59.9601	LCORL	100.0062
LCOR	151.7386	LCOR	127.4324
LCP1	3103.8786	LCP1	3624.8057
LCP2	383.0964	LCP2	337.8924
LDB1	1374.9276	LDB1	948.71
LDB2	284.0419	LDB2	1677.3391
LDB3	48.884	LDB3	69.3192
LDHA	13143.8863	LDHA	14419.3348
LDHB	710.6194	LDHB	12042.2754
LDHC	5.6603	LDHC	6.8387
LDHD	82.5883	LDHD	300.5906
LDLRAD2	76.1227	LDLRAD2	523.323
LDLRAD3	1231.363	LDLRAD3	548.9587
LDLRAP1	1261.208	LDLRAP1	575.6916
LDLR	1221.5862	LDLR	354.0566
LDOC1L	962.2435	LDOC1L	1390.4259
LDOC1	388.4994	LDOC1	423.9975
LEAP2	6.1748	removed	removed
LEF1	2018.9104	LEF1	98.2282
removed	removed	LEFTY2	54.7094
LEKR1	26.5003	LEKR1	7.7712
LEMD2	560.6226	LEMD2	640.659
LEMD3	659.1625	LEMD3	740.7523
LENG1	87.9913	LENG1	137.0842
LENG8	2201.9631	LENG8	2800.4445
LENG9	115.6545	LENG9	91.3802
LEO1	1179.9061	LEO1	451.3522
LEPRE1	815.3341	LEPRE1	591.5449
LEPREL1	141.2491	LEPREL1	301.834
LEPREL2	149.7395	LEPREL2	275.4119
LEPROTL1	1113.5267	LEPROTL1	1106.6211
LEPROT	738.8435	LEPROT	1592.0174
LEPR	81.1218	LEPR	3277.737
removed	removed	LEP	26958.0354
LETM1	1339.1651	LETM1	1078.6447
LETM2	66.1221	LETM2	20.8269
LETMD1	823.8245	LETMD1	1597.451
LFNG	507.622	LFNG	848.6167
removed	removed	LGALS12	2083.3074
LGALS1	2589.0526	LGALS1	12198.6323
removed	removed	LGALS2	17.4075
LGALS3BP	18332.0255	LGALS3BP	12192.4153
LGALS3	3349.8424	LGALS3	7198.0106
LGALS8	2811.0015	LGALS8	1534.6565
LGALS9B	83.3601	removed	removed
LGALS9C	138.6763	LGALS9C	12.7448
LGALS9	1243.7126	LGALS9	833.0743
LGI2	31.1314	LGI2	173.7644
LGI4	49.3986	LGI4	423.6867
LGMN	1690.101	LGMN	7467.5163
LGR4	215.6043	LGR4	1496.4252
LGR5	8.7477	LGR5	32.0174
LGR6	10.0341	LGR6	69.0084
LGTN	1341.4807	LGTN	1503.2639
removed	removed	LHCGR	77.4013
LHFPL2	945.0055	LHFPL2	1683.2453
LHFP	566.2829	LHFP	4106.3102
LHPP	621.0845	LHPP	583.7737
LHX6	43.9956	LHX6	592.1666
LIAS	199.1381	LIAS	284.7373
LIFR	924.1654	LIFR	5067.765
LIF	46.0539	LIF	102.2692
LIG1	610.5358	LIG1	197.3889
LIG3	907.1847	LIG3	303.3882
LIG4	283.2701	LIG4	368.9773
LILRA1	7.4612	LILRA1	8.0821
LILRA2	29.845	LILRA2	19.8943
removed	removed	LILRA3	12.4339
LILRA5	9.5195	LILRA5	13.3665
LILRA6	53.2167	LILRA6	179.8011
LILRB1	143.822	LILRB1	94.1871
LILRB2	81.5591	LILRB2	118.7442
LILRB3	19.8521	LILRB3	76.3382
LILRB4	219.9781	LILRB4	298.1038
LILRB5	21.0973	LILRB5	785.2036
LIMA1	2747.5397	LIMA1	6461.2993
LIMCH1	2945.906	LIMCH1	5255.2067
LIMD1	1783.8091	LIMD1	789.8632
LIMD2	123.036	LIMD2	130.1803
LIME1	10.2528	LIME1	23.6463
LIMK1	695.4396	LIMK1	439.5399
LIMK2	1216.955	LIMK2	1058.7504
LIMS1	346.0475	LIMS1	741.374
LIMS2	290.7313	LIMS2	1705.9372
LIMS3-LOC440895	18.7689	LIMS3-LOC440895	34.2648
removed	removed	LIMS3	19.8228
LIN37	120.9777	LIN37	114.8959
LIN52	176.7544	LIN52	191.1719
LIN54	334.727	LIN54	271.3708
LIN7A	38.0781	LIN7A	40.0995
LIN7B	18.7818	LIN7B	20.2052
LIN7C	867.3056	LIN7C	750.3886
LIN9	184.4729	LIN9	124.0286
LINGO1	704.4446	LINGO1	57.8178
removed	removed	LINGO2	6.8387
LINGO4	15.1798	LINGO4	5.5953
LINS1	246.993	LINS1	240.9077
LIPA	2008.619	LIPA	5074.6037
removed	removed	LIPC	9.0146
LIPE	106.0012	LIPE	15064.7964
LIPG	7.4612	LIPG	59.0612
LIPH	458.4807	LIPH	49.7358
LIPT1	208.8737	LIPT1	165.3155
LIPT2	29.5877	LIPT2	17.0967
LITAF	3847.4304	LITAF	3169.4125
LIX1L	267.0612	LIX1L	1017.7184
LLGL1	688.7502	LLGL1	491.4517
LLGL2	839.7762	LLGL2	207.0252
LLPH	612.2184	LLPH	491.7625
LMAN1	5143.1144	LMAN1	3452.9064
LMAN2L	1060.5261	LMAN2L	687.908
LMAN2	3045.475	LMAN2	1459.7451
LMBR1L	341.6736	LMBR1L	422.1324
LMBR1	991.8312	LMBR1	955.5486
LMBRD1	1244.4845	LMBRD1	2282.2505
LMBRD2	364.3147	LMBRD2	273.8576
LMCD1	581.2054	LMCD1	2541.4983
LMF1	281.9811	LMF1	165.0606
LMF2	706.5029	LMF2	985.3901
LMLN	717.3088	LMLN	290.0218
LMNA	3530.9706	LMNA	8553.6214
LMNB1	1060.0116	LMNB1	119.9876
LMNB2	581.4627	LMNB2	435.4989
LMO2	348.6203	LMO2	852.6578
LMO3	46.8258	LMO3	1181.5356
LMO4	342.9601	LMO4	1535.903
LMO7	579.4044	LMO7	187.1309
LMOD1	240.8182	LMOD1	4555.7973
removed	removed	LMOD3	6.5278
LMTK2	249.3085	LMTK2	295.3062
LMTK3	152.8269	LMTK3	27.6655
removed	removed	LMX1A	100.4041
LMX1B	1782.7234	LMX1B	325.7694
LNP1	36.8508	LNP1	71.2496
LNPEP	579.0416	LNPEP	839.7389
LNX1	550.5885	LNX1	396.332
LNX2	558.3071	LNX2	321.1066
LOC100009676	82.1689	LOC100009676	97.4168
LOC100101266	17.2381	LOC100101266	9.3255
removed	removed	LOC100124692	39.1669
LOC100125556	67.532	LOC100125556	22.1542
LOC100126784	5.8712	LOC100126784	22.5956
LOC100128164	5.1457	LOC100128164	13.9882
LOC100128191	50.2399	LOC100128191	16.074
LOC100128239	15.1798	removed	removed
LOC100128288	67.6658	LOC100128288	47.5598
LOC100128292	14.6652	LOC100128292	10.5689
LOC100128640	37.0489	LOC100128640	33.8825
LOC100128788	45.5445	removed	removed
LOC100128822	104.972	LOC100128822	106.3102
LOC100128842	33.9615	LOC100128842	24.2462
LOC100128977	17.2381	removed	removed
LOC100129034	2261.6196	LOC100129034	1972.3998
LOC100129387	154.6716	LOC100129387	94.2866
LOC100129534	81.5591	LOC100129534	27.3547
LOC100129550	251.6241	LOC100129550	286.9133
LOC100129637	81.5591	LOC100129637	193.6618
LOC100129716	9.5195	LOC100129716	5.2844
removed	removed	LOC100129726	6.217
LOC100130015	13.9397	LOC100130015	11.1284
LOC100130093	108.803	LOC100130093	38.4893
LOC100130148	14.6652	removed	removed
LOC100130522	110.6323	LOC100130522	13.6773
LOC100130557	51.2536	LOC100130557	25.387
LOC100130581	82.331	LOC100130581	46.0056
LOC100130691	9.1156	LOC100130691	22.2412
LOC100130776	192.2738	LOC100130776	142.4712
LOC100130872	19.8109	LOC100130872	54.0877
LOC100130932	68.4376	LOC100130932	41.3429
removed	removed	LOC100130987	5.9061
LOC100131193	69.7241	LOC100131193	15.2316
LOC100131434	56.865	LOC100131434	45.8688
removed	removed	LOC100131496	9.3255
LOC100131691	27.1667	LOC100131691	20.2207
removed	removed	LOC100132111	8.3929
LOC100132215	7.9835	LOC100132215	27.0687
LOC100132247	337.0425	LOC100132247	218.8374
LOC100132287	379.4944	LOC100132287	149.5182
LOC100132288	214.0606	LOC100132288	232.2039
LOC100132707	134.8685	LOC100132707	157.995
LOC100132832	8.9689	removed	removed
LOC100133161	56.0828	LOC100133161	16.7237
LOC100133331	151.8029	LOC100133331	91.4268
removed	removed	LOC100133545	9.6363
LOC100133612	7.9758	LOC100133612	5.5953
