gene_id	TCGA-E9-A1NF-01A-11R-A14D-07	gene_id	TCGA-E9-A1NF-11A-73R-A14D-07
C9orf98	71.2026	C9orf98	9.633
C9orf9	258.8059	C9orf9	95.8716
CA11	48.2939	CA11	83.0275
CA12	8174.6754	CA12	300.9174
CA13	58.8195	CA13	33.4862
CA2	331.8659	CA2	34.8624
removed	removed	CA3	287.156
removed	removed	CA4	994.9541
CA5BP	246.4228	CA5BP	162.844
CA5B	317.3406	CA5B	619.0963
CA8	61.9153	CA8	83.0275
CA9	283.3615	removed	removed
CAB39L	1056.894	CAB39L	1986.2385
CAB39	1524.9735	CAB39	2792.2018
CABC1	802.4221	CABC1	2480.0505
CABIN1	1284.1231	CABIN1	1187.156
CABLES1	406.1643	CABLES1	1706.8807
CABLES2	254.4718	CABLES2	76.1468
removed	removed	CABP1	21.1009
CABP4	58.1385	CABP4	16.9541
CABYR	75.5367	CABYR	14.2202
CACHD1	221.0376	CACHD1	941.7431
CACNA1A	16.098	CACNA1A	21.5596
CACNA1B	17.9554	removed	removed
CACNA1C	323.6745	CACNA1C	273.8532
CACNA1D	76.1558	removed	removed
CACNA1E	6.1915	removed	removed
CACNA1F	43.9599	removed	removed
CACNA1G	8.049	CACNA1G	8.2569
CACNA1H	1049.4641	CACNA1H	376.1468
CACNA1I	60.0578	removed	removed
CACNA2D1	143.6435	CACNA2D1	481.1927
CACNA2D2	26.0044	CACNA2D2	30.2752
CACNA2D3	14.2405	CACNA2D3	19.2661
CACNA2D4	89.158	CACNA2D4	128.4404
CACNB1	127.5455	CACNB1	99.0826
CACNB2	14.8597	CACNB2	22.4771
CACNB3	467.4604	CACNB3	159.633
CACNB4	28.481	CACNB4	74.7706
CACNG1	76.1558	removed	removed
CACNG4	785.705	removed	removed
CACYBP	1743.5345	CACYBP	1070.6422
CADM1	3090.8112	CADM1	222.9358
removed	removed	CADM2	58.7156
removed	removed	CADM3	960.5321
CADM4	222.895	CADM4	50.4587
CADPS2	601.8166	CADPS2	660.0917
CADPS	19.8129	removed	removed
CAD	851.3352	CAD	1058.2569
CALB2	50.1514	CALB2	2456.8807
CALCOCO1	1593.6995	CALCOCO1	4011.0092
CALCOCO2	2541.6226	CALCOCO2	4101.3761
CALCRL	968.9742	CALCRL	1655.0459
CALCR	7.4298	CALCR	18.3486
CALD1	20698.8998	CALD1	12405.9633
CALHM1	9.9064	removed	removed
CALHM2	761.558	CALHM2	1085.3211
CALM1	11076.6449	CALM1	12711.0092
CALM2	13482.673	CALM2	10819.2661
CALM3	4317.9722	CALM3	4662.844
CALML4	245.1845	CALML4	349.5413
CALML5	2230.1887	removed	removed
removed	removed	CALN1	7.7982
CALR	30007.2441	CALR	11203.211
CALU	10569.5587	CALU	7006.8807
CAMK1D	90.3963	CAMK1D	372.0183
CAMK1	238.3305	CAMK1	1095.4817
CAMK2A	11.1448	CAMK2A	15.5963
CAMK2B	116.4007	removed	removed
CAMK2D	1027.7938	CAMK2D	1429.8165
CAMK2G	695.9278	CAMK2G	900
CAMK2N1	1237.6866	CAMK2N1	725.6881
CAMK2N2	27.8619	removed	removed
CAMK4	19.8129	CAMK4	5.9633
CAMKK1	346.7256	CAMKK1	234.4037
CAMKK2	1103.9496	CAMKK2	3046.3303
CAMLG	996.217	CAMLG	822.0183
CAMSAP1L1	1594.9378	CAMSAP1L1	1917.8899
CAMSAP1	785.705	CAMSAP1	942.6606
CAMTA1	480.4626	CAMTA1	283.4862
CAMTA2	571.4781	CAMTA2	1584.8624
CAND1	2939.1187	CAND1	2192.2018
CAND2	53.8663	CAND2	113.3028
CANT1	1916.8973	CANT1	923.3945
CANX	19836.4198	CANX	14580.2752
CAP1	9369.6405	CAP1	8988.5321
CAP2	247.042	CAP2	883.945
CAPG	3428.2495	CAPG	1431.1927
CAPN10	81.109	CAPN10	167.3807
removed	removed	CAPN11	50
CAPN12	95.4486	CAPN12	33.6835
CAPN13	900.2483	removed	removed
CAPN14	13.6214	removed	removed
CAPN1	3765.6878	CAPN1	2662.844
CAPN2	8417.3833	CAPN2	9649.5413
CAPN3	103.5781	CAPN3	166.922
CAPN5	367.7768	CAPN5	465.5963
removed	removed	CAPN6	34.8624
CAPN7	653.2063	CAPN7	910.5505
CAPN8	183.8884	removed	removed
CAPN9	17.9554	removed	removed
CAPNS1	6562.4013	CAPNS1	7552.7523
CAPRIN1	5027.5213	CAPRIN1	4801.8349
CAPRIN2	349.2022	CAPRIN2	397.7064
CAPS2	93.4921	CAPS2	57.3394
CAPS	827.8074	CAPS	80.2752
CAPZA1	5017.6149	CAPZA1	2511.4679
CAPZA2	1985.6233	CAPZA2	3295.8716
CAPZB	7479.9859	CAPZB	4584.4037
CARD10	246.6272	CARD10	485.3211
CARD11	112.6858	CARD11	27.9817
CARD14	173.3628	CARD14	13.7615
CARD16	92.2538	CARD16	137.156
CARD6	354.1554	CARD6	1164.6789
CARD8	551.6652	CARD8	1190.367
CARD9	34.6726	CARD9	43.578
CARHSP1	1744.1475	CARHSP1	872.6651
CARKD	1405.477	CARKD	806.8807
CARM1	1388.7599	CARM1	898.6239
CARNS1	38.3875	CARNS1	31.6514
CARS2	809.7343	CARS2	557.2523
CARS	1053.7982	CARS	1142.6606
CASC1	45.1982	removed	removed
CASC2	30.3385	CASC2	36.2385
CASC3	2118.122	CASC3	3037.6147
CASC4	3893.8524	CASC4	3247.7064
CASC5	139.3094	CASC5	27.0642
CASD1	1401.7621	CASD1	593.578
CASKIN1	8.9839	removed	removed
CASKIN2	778.1018	CASKIN2	1383.2202
CASK	1385.045	CASK	724.3119
CASP10	253.8527	CASP10	692.2018
removed	removed	CASP12	7.3394
CASP14	9.9064	removed	removed
CASP1	276.1422	CASP1	433.0275
CASP2	1043.8917	CASP2	592.2018
CASP3	1136.1455	CASP3	492.2018
CASP4	822.8542	CASP4	804.1284
CASP6	224.1333	CASP6	159.633
CASP7	1042.6534	CASP7	1169.2661
CASP8AP2	430.9304	CASP8AP2	594.4954
CASP8	1030.8895	CASP8	571.5596
CASP9	286.0486	CASP9	220.1835
CASQ1	11.7639	CASQ1	7.3394
removed	removed	CASQ2	425.6881
CASS4	90.3963	CASS4	85.3211
CAST	4759.2238	CAST	9425.2936
CASZ1	606.1507	CASZ1	108.2569
CATSPER1	7.4298	CATSPER1	7.7982
CATSPER2P1	32.9265	CATSPER2P1	20.7615
CATSPER2	32.8151	CATSPER2	21.1009
CATSPER3	26.6236	CATSPER3	5.0459
CATSPERB	255.091	removed	removed
CATSPERG	9.9064	CATSPERG	7.3394
CAT	954.7337	CAT	12934.4037
CAV1	3650.5254	CAV1	27633.0275
CAV2	1153.4818	CAV2	6926.6055
removed	removed	CAV3	14.2202
CBARA1	2038.8704	CBARA1	1209.1743
CBFA2T2	382.0173	CBFA2T2	627.0642
CBFA2T3	152.9308	CBFA2T3	225.6881
CBFB	1292.1721	CBFB	703.211
CBLB	516.9927	CBLB	1100
CBLC	104.6368	removed	removed
CBLL1	641.4424	CBLL1	616.5138
CBLN1	11.7639	CBLN1	55.5046
CBLN3	121.354	CBLN3	133.0275
CBLN4	16.7171	removed	removed
CBL	568.3823	CBL	1659.1743
CBR1	458.4641	CBR1	817.3532
CBR3	614.8188	CBR3	426.1284
CBR4	502.133	CBR4	381.1927
CBS	140.5477	CBS	30.7339
CBWD1	539.9013	CBWD1	322.4771
CBWD2	664.9702	CBWD2	428.4404
CBWD3	809.852	CBWD3	153.867
CBWD6	98.4453	CBWD6	44.0367
CBX1	1923.708	CBX1	1028.8991
CBX2	603.0549	CBX2	65.5963
CBX3	7352.4404	CBX3	1652.7523
CBX4	522.565	CBX4	162.844
CBX5	3437.5368	CBX5	2101.8349
CBX6	100.9219	CBX6	733.945
CBX7	257.5676	CBX7	2373.8532
CBX8	110.2092	CBX8	40.8257
CBY1	586.1149	CBY1	473.8303
CC2D1A	762.7963	CC2D1A	633.945
CC2D1B	689.1171	CC2D1B	801.3761
CC2D2A	330.0085	CC2D2A	546.789
removed	removed	CC2D2B	8.2569
CCAR1	1148.5286	CCAR1	952.7523
CCBE1	20.432	CCBE1	88.9908
CCBL1	83.5856	CCBL1	56.422
CCBL2	657.8623	CCBL2	431.5046
CCBP2	26.0044	CCBP2	479.8165
CCDC101	403.6877	CCDC101	241.7431
CCDC102A	221.6567	CCDC102A	117.4312
CCDC102B	293.4785	CCDC102B	87.6147
CCDC103	91.0155	CCDC103	50.4587
CCDC104	796.2306	CCDC104	504.5872
CCDC106	175.2203	CCDC106	184.8624
CCDC107	367.4053	CCDC107	1191.0229
CCDC109A	1072.9919	CCDC109A	562.3853
CCDC109B	206.7971	CCDC109B	402.7523
CCDC110	58.8195	CCDC110	8.7156
CCDC111	261.3444	CCDC111	237.3578
CCDC112	182.6501	CCDC112	161.0092
CCDC113	155.4074	CCDC113	163.7615
CCDC114	41.4832	removed	removed
CCDC115	847.0011	CCDC115	770.1835
CCDC117	728.7429	CCDC117	642.2018
CCDC11	24.147	removed	removed
CCDC120	324.4361	CCDC120	76.6055
CCDC121	84.2048	CCDC121	121.5596
CCDC122	102.7794	CCDC122	35.3211
CCDC123	326.9127	CCDC123	346.3303
CCDC124	939.8741	CCDC124	649.0826
CCDC125	401.2111	CCDC125	159.1743
CCDC126	287.9061	CCDC126	178.4404
CCDC127	364.681	CCDC127	372.9358
CCDC12	427.2155	CCDC12	315.5963
CCDC130	440.8368	CCDC130	249.0826
CCDC132	346.1065	CCDC132	461.4679
CCDC134	49.5322	CCDC134	39.9083
CCDC136	34.6726	CCDC136	51.8349
CCDC137	633.3934	CCDC137	256.422
CCDC138	26.0044	CCDC138	19.7248
CCDC13	6.8107	CCDC13	20.1835
removed	removed	CCDC141	119.2661
CCDC142	118.7349	CCDC142	105.0046
CCDC144A	18.6737	CCDC144A	53.4266
CCDC144B	23.3544	CCDC144B	87.922
CCDC146	138.6902	CCDC146	175.6881
CCDC147	16.7171	CCDC147	6.422
CCDC148	14.2405	removed	removed
CCDC149	549.8078	CCDC149	571.1009
CCDC14	998.0744	CCDC14	528.8991
CCDC150	18.5746	CCDC150	7.7982
CCDC151	13.6214	CCDC151	5.9633
CCDC152	98.662	CCDC152	207.4404
CCDC153	26.0044	CCDC153	7.3394
CCDC155	26.0044	removed	removed
CCDC157	22.3019	CCDC157	5.9725
CCDC158	5.5724	CCDC158	20.1835
CCDC159	463.1264	CCDC159	99.0826
CCDC15	59.4387	CCDC15	74.7706
CCDC160	7.4298	removed	removed
CCDC17	6.8107	CCDC17	14.2202
CCDC18	59.4387	CCDC18	84.4037
CCDC19	107.7326	CCDC19	10.0917
CCDC21	440.8368	CCDC21	167.4312
CCDC22	471.2744	CCDC22	394.4771
CCDC23	317.6254	CCDC23	387.6147
CCDC24	204.9396	CCDC24	27.8028
CCDC25	756.6048	CCDC25	1082.5688
CCDC28A	396.2578	CCDC28A	370.1835
CCDC28B	77.3941	CCDC28B	28.8991
CCDC30	84.8239	CCDC30	37.6147
CCDC34	97.8262	CCDC34	107.7982
CCDC36	47.0556	CCDC36	153.211
CCDC39	13.8504	CCDC39	26.1881
CCDC3	1224.0652	CCDC3	2891.7431
CCDC40	94.1112	CCDC40	46.789
CCDC41	231.5632	CCDC41	146.3303
CCDC43	403.6877	CCDC43	322.4771
CCDC45	646.3956	CCDC45	265.5963
CCDC46	242.7079	CCDC46	619.7248
CCDC47	3851.75	CCDC47	2647.2477
CCDC48	233.4206	CCDC48	50.4587
CCDC50	1726.8174	CCDC50	4160.5505
CCDC51	223.5142	CCDC51	202.7523
CCDC52	555.9993	CCDC52	201.8349
CCDC53	485.4159	CCDC53	428.4404
CCDC55	708.93	CCDC55	735.7798
CCDC56	705.2151	CCDC56	531.4908
CCDC57	889.1035	CCDC57	204.1284
CCDC58	305.8615	CCDC58	66.055
CCDC59	403.6877	CCDC59	281.6514
CCDC60	10.5256	removed	removed
CCDC61	81.109	CCDC61	95.8716
CCDC64B	398.1153	removed	removed
CCDC64	428.4538	removed	removed
CCDC66	196.6863	CCDC66	241.8945
CCDC67	17.3363	removed	removed
CCDC68	5.5724	CCDC68	63.3028
CCDC69	115.1624	CCDC69	7508.2569
CCDC6	2443.7964	CCDC6	1357.7982
CCDC71	398.1153	CCDC71	334.8624
CCDC72	1323.1297	CCDC72	665.5963
CCDC73	31.6821	CCDC73	36.7752
CCDC74A	203.0821	CCDC74A	31.1927
CCDC74B	34.6726	CCDC74B	11.9266
CCDC75	48.9131	CCDC75	252.2936
CCDC76	230.975	CCDC76	212.1697
CCDC77	143.6435	CCDC77	113.7615
CCDC78	232.1823	removed	removed
CCDC7	35.9109	CCDC7	36.6972
CCDC80	8160.4349	CCDC80	27300.9174
CCDC81	8.6681	CCDC81	13.3028
CCDC82	344.249	CCDC82	693.578
CCDC84	87.9197	CCDC84	70.6422
CCDC85A	104.0177	CCDC85A	581.4128
CCDC85B	327.5319	CCDC85B	272.9358
CCDC85C	776.5725	CCDC85C	89.9908
CCDC86	536.7932	CCDC86	433.8807
CCDC87	45.1982	removed	removed
CCDC88A	980.7382	CCDC88A	1965.1376
CCDC88B	164.0755	CCDC88B	227.5229
CCDC88C	1157.8159	CCDC88C	417.8899
CCDC89	26.0044	CCDC89	41.7431
CCDC8	609.8656	CCDC8	127.5229
CCDC90A	378.3024	CCDC90A	409.1743
CCDC90B	672.3691	CCDC90B	625.6193
CCDC91	373.3492	CCDC91	481.1927
CCDC92	1216.0162	CCDC92	1423.8532
CCDC93	292.2402	CCDC93	1150
CCDC94	578.9079	CCDC94	292.2018
CCDC96	120.1157	CCDC96	27.0642
CCDC97	659.3978	CCDC97	891.7431
CCDC99	270.5698	CCDC99	87.156
CCDC9	330.6276	CCDC9	304.5872
CCHCR1	184.5076	CCHCR1	171.1009
CCIN	39.0066	CCIN	26.6055
CCL11	89.7772	removed	removed
removed	removed	CCL13	398.6239
CCL14	128.7714	CCL14	2977.4358
removed	removed	CCL16	9.633
removed	removed	CCL17	5.0459
CCL18	45.1982	CCL18	1274.7706
removed	removed	CCL19	231.1927
CCL20	8.6681	removed	removed
removed	removed	CCL21	375.2294
CCL22	78.0133	CCL22	166.055
removed	removed	CCL23	20.6422
removed	removed	CCL24	16.055
CCL26	10.5256	removed	removed
CCL28	26.6236	CCL28	22.4771
CCL2	854.431	CCL2	1422.9358
CCL3L1	54.7641	removed	removed
CCL3	321.9595	CCL3	106.422
CCL4L2	121.354	CCL4L2	19.7248
CCL4	187.6033	CCL4	95.8716
CCL5	416.0707	CCL5	170.6422
CCL7	15.4788	removed	removed
CCL8	234.0398	CCL8	178.4404
CCM2	1209.2056	CCM2	1045.4128
CCNA1	5.5724	removed	removed
CCNA2	163.6235	CCNA2	45.289
CCNB1IP1	412.3558	CCNB1IP1	306.8807
CCNB1	627.2019	CCNB1	66.055
CCNB2	351.0597	CCNB2	22.4771
CCNB3	8.049	CCNB3	18.8073
CCNC	1137.3838	CCNC	790.8257
CCND1	4248.7137	CCND1	3627.5229
CCND2	919.442	CCND2	1089.4495
CCND3	1216.6354	CCND3	1271.5596
CCNDBP1	793.754	CCNDBP1	1548.6239
CCNE1	34.6726	CCNE1	12.3853
CCNE2	213.6882	CCNE2	24.4495
CCNF	507.7054	CCNF	92.6606
CCNG1	1763.3474	CCNG1	2160.0917
CCNG2	1206.1098	CCNG2	1237.6147
CCNH	578.7222	CCNH	637.2202
CCNI2	9.9746	removed	removed
CCNI	4891.9269	CCNI	6108.2569
CCNJL	81.109	CCNJL	24.7706
CCNJ	165.933	CCNJ	143.1193
CCNK	1639.9812	CCNK	767.3486
CCNL1	1175.7713	CCNL1	1149.0826
CCNL2	2235.1419	CCNL2	1492.2018
CCNO	131.8796	removed	removed
CCNT1	105.8751	CCNT1	263.7615
CCNT2	662.4936	CCNT2	741.2844
CCNYL1	648.8722	CCNYL1	823.3945
CCNY	2023.3916	CCNY	2630.7339
CCPG1	2884.1441	CCPG1	3592.3394
CCR10	13.0022	CCR10	9.1743
CCR1	403.6877	CCR1	1119.7248
CCR2	22.2895	CCR2	33.945
CCR3	7.4298	CCR3	5.5046
CCR4	21.0512	CCR4	8.2569
CCR5	243.3271	CCR5	129.8165
CCR6	30.2828	CCR6	12.6193
CCR7	32.8151	CCR7	35.3211
CCR8	16.098	removed	removed
CCRL1	412.3558	CCRL1	400.4587
CCRL2	99.6836	CCRL2	199.5413
CCRN4L	153.5499	CCRN4L	238.9908
CCS	417.9282	CCS	328.4404
CCT2	3392.3386	CCT2	1583.4862
CCT3	6480.6731	CCT3	2860.0917
CCT4	3751.4473	CCT4	2349.0826
CCT5	3420.8196	CCT5	3275.2294
CCT6A	3368.1916	CCT6A	2177.9817
CCT6B	95.3495	CCT6B	48.6239
CCT6P1	61.2961	CCT6P1	25.6881
CCT7	4556.9652	CCT7	3154.5872
CCT8	3221.4524	CCT8	1983.945
CD101	37.1492	CD101	21.1009
CD109	2609.1102	CD109	2180.7248
CD14	2349.6852	CD14	5727.5229
CD151	5031.2363	CD151	13514.6789
CD160	11.7639	CD160	11.4679
CD163L1	250.7569	CD163L1	1444.9541
CD163	947.9231	CD163	9623.3945
CD164L2	5.5724	removed	removed
CD164	8714.5767	CD164	11943.1193
CD177	4958.1762	CD177	21.5596
CD180	141.786	CD180	351.3761
removed	removed	CD1C	22.0183
CD1D	23.5278	CD1D	39.4495
CD200R1	19.8129	CD200R1	205.9633
CD200	617.9146	CD200	316.9725
removed	removed	CD207	12.844
CD209	82.3473	CD209	3133.4862
CD226	14.2405	CD226	18.3486
CD22	117.0199	CD22	93.1193
CD244	12.3831	CD244	32.5688
CD247	68.1068	CD247	55.9633
CD248	3244.9802	CD248	12713.3028
CD24	3623.9018	CD24	79.3578
CD274	19.1937	CD274	21.5596
CD276	6270.7803	CD276	2676.6055
CD27	66.9923	CD27	12.3349
CD28	76.1558	CD28	281.1927
CD2AP	834.6181	CD2AP	917.8899
CD2BP2	1751.5835	CD2BP2	1114.6789
CD2	221.6567	CD2	52.7523
CD300A	313.9105	CD300A	284.8624
CD300C	37.7683	CD300C	133.4862
CD300LB	14.2405	CD300LB	132.5688
CD300LF	53.2471	CD300LF	13.7615
removed	removed	CD300LG	2911.4679
CD302	1056.2748	CD302	3587.156
CD320	734.3153	CD320	605.9633
CD33	105.256	CD33	328.8991
CD34	2415.9345	CD34	12101.3761
CD36	3347.1404	CD36	73520.6422
CD37	382.6365	CD37	442.6606
removed	removed	CD38	25.2294
CD3D	57.5812	CD3D	17.4312
CD3EAP	331.2468	CD3EAP	266.1697
CD3E	180.1735	CD3E	72.9358
CD3G	28.481	CD3G	11.4679
CD40LG	14.2405	CD40LG	19.2661
CD40	323.817	CD40	434.8624
CD44	8910.229	CD44	10437.6147
CD46	5618.8123	CD46	5239.9083
CD47	2345.3511	CD47	2676.1468
CD48	189.4608	CD48	97.7064
CD4	1337.9894	CD4	3756.422
CD52	224.1333	CD52	386.2385
CD53	870.5289	CD53	1560.5505
CD55	8222.3502	CD55	4547.7064
CD58	250.7569	CD58	358.2569
CD59	9780.1388	CD59	16810.5505
CD5	68.1068	CD5	29.3578
CD63	16803.809	CD63	15096.3303
CD68	3315.5636	CD68	12040.367
CD69	43.9599	CD69	62.844
CD6	68.1068	CD6	46.3303
CD70	11.7639	CD70	140.8257
CD72	52.0088	CD72	59.1743
CD74	41937.7008	CD74	33353.211
CD79A	13.6214	CD79A	5.0459
CD79B	24.147	CD79B	61.0092
CD7	43.9599	CD7	23.8532
CD80	52.0088	CD80	7.3394
CD81	11158.9923	CD81	19213.7615
CD82	731.2195	CD82	550
CD83	261.9017	CD83	599.5413
CD84	138.0711	CD84	789.9083
CD86	309.5764	CD86	464.2202
CD8A	145.5009	CD8A	41.2844
CD8B	23.5278	CD8B	8.7156
CD93	3300.704	CD93	5432.1101
CD96	92.8729	CD96	100.9174
CD97	788.1816	CD97	2419.2661
CD99L2	1102.0921	CD99L2	3937.156
CD99	5805.1774	CD99	3168.8073
CD9	6572.9269	CD9	3187.156
CDADC1	149.835	CDADC1	263.3028
CDAN1	400.5919	CDAN1	245.8716
CDA	56.9621	CDA	121.1009
CDC123	986.9916	CDC123	729.8624
CDC14A	110.8284	CDC14A	184.4037
CDC14B	338.0575	CDC14B	1230.2752
removed	removed	CDC14C	25.2294
CDC16	1913.1824	CDC16	1587.6147
CDC20	360.9661	CDC20	27.5229
CDC23	935.54	CDC23	662.844
CDC25A	69.9643	CDC25A	13.7615
CDC25B	1056.2748	CDC25B	737.6147
CDC25C	89.7895	removed	removed
CDC26	87.9197	CDC26	124.7706
CDC27	1765.824	CDC27	1977.9817
CDC34	828.4265	CDC34	509.1743
CDC37L1	300.9083	CDC37L1	471.1009
CDC37	3318.6594	CDC37	3044.4954
CDC40	599.9591	CDC40	664.6789
CDC42BPA	2339.1596	CDC42BPA	3076.6055
CDC42BPB	3459.8263	CDC42BPB	6482.1101
CDC42BPG	250.7569	CDC42BPG	6.8807
CDC42EP1	2132.9817	CDC42EP1	1236.2385
CDC42EP2	273.0464	CDC42EP2	1166.9725
CDC42EP3	1012.315	CDC42EP3	915.1376
CDC42EP4	722.5514	CDC42EP4	2603.6697
CDC42EP5	150.4541	CDC42EP5	94.9541
CDC42SE1	2857.2357	CDC42SE1	1808.5688
CDC42SE2	977.0232	CDC42SE2	988.9908
CDC42	6392.1343	CDC42	5851.8349
CDC45	156.6457	CDC45	6.8807
CDC5L	844.5245	CDC5L	1074.3119
CDC6	441.456	CDC6	27.0642
CDC73	937.3975	CDC73	1227.5229
CDC7	276.1422	CDC7	79.3578
CDCA2	74.9175	CDCA2	9.633
CDCA3	152.3673	CDCA3	10.4954
CDCA4	595.6251	CDCA4	125.2294
CDCA5	317.0063	CDCA5	31.6514
CDCA7L	931.1564	CDCA7L	207.3257
CDCA7	99.0645	CDCA7	6.8807
CDCA8	255.091	CDCA8	31.1927
CDCP1	995.5978	CDCP1	191.7431
CDH11	12953.2973	CDH11	813.3028
CDH13	1170.8181	CDH13	938.9908
removed	removed	CDH19	11.9266
CDH1	6065.2216	removed	removed
removed	removed	CDH20	29.8165
CDH23	70.5834	CDH23	616.5138
CDH24	121.9731	CDH24	94.4954
CDH26	9.2873	CDH26	30.2752
CDH2	242.7079	removed	removed
CDH3	183.8884	removed	removed
CDH5	1890.8929	CDH5	4658.2569
CDH6	167.1713	CDH6	148.1651
CDH8	21.6704	removed	removed
CDHR3	6.1915	CDHR3	32.422
removed	removed	CDHR4	10.0917
CDIPT	2485.2796	CDIPT	2214.2202
CDK10	581.3845	CDK10	462.844
CDK11A	362.836	CDK11A	474.0642
CDK11B	787.5501	CDK11B	776.3945
CDK12	875.4822	CDK12	1313.7615
CDK13	1368.3279	CDK13	994.4954
CDK14	1348.515	CDK14	515.1376
CDK15	16.7171	CDK15	20.1835
CDK16	2916.21	CDK16	1644.0367
CDK17	642.6807	CDK17	736.2385
CDK18	503.9904	CDK18	129.8165
CDK19	652.3271	CDK19	609.6927
CDK1	581.3845	CDK1	90.367
CDK20	121.354	CDK20	77.9817
CDK2AP1	4293.206	CDK2AP1	1788.9908
CDK2AP2	1521.2586	CDK2AP2	542.6606
CDK2	719.4556	CDK2	298.1651
CDK3	79.9326	CDK3	81.3853
CDK4	2323.6807	CDK4	1337.6147
CDK5R1	163.4564	CDK5R1	24.7706
CDK5RAP1	385.7322	CDK5RAP1	319.7248
CDK5RAP2	1170.8181	CDK5RAP2	1364.6789
CDK5RAP3	1896.4653	CDK5RAP3	1129.3578
CDK5	316.3871	CDK5	89.9083
CDK6	624.7253	CDK6	1143.1193
CDK7	591.291	CDK7	204.5872
CDK8	153.5499	CDK8	145.4128
CDK9	1214.7779	CDK9	1057.3394
CDKAL1	229.0866	CDKAL1	261.4679
CDKL1	37.1492	CDKL1	57.3394
CDKL2	9.9064	removed	removed
CDKL3	23.6764	CDKL3	31.1468
CDKL5	82.3473	CDKL5	97.7064
CDKN1A	1556.5503	CDKN1A	1865.5963
CDKN1B	1061.8472	CDKN1B	1403.211
CDKN1C	244.5654	CDKN1C	938.9908
CDKN2AIPNL	435.8836	CDKN2AIPNL	226.6055
CDKN2AIP	438.3602	CDKN2AIP	458.7156
CDKN2A	162.8372	CDKN2A	72.4771
CDKN2BAS	11.1448	removed	removed
CDKN2B	688.498	CDKN2B	2683.4862
CDKN2C	243.3271	CDKN2C	591.7431
CDKN2D	218.561	CDKN2D	143.1193
CDKN3	242.0888	CDKN3	20.6422
CDNF	19.8129	CDNF	36.2385
CDO1	60.677	CDO1	2005.9633
CDON	164.0755	CDON	1881.6514
CDR1	17.1691	CDR1	72.6376
CDR2L	991.8829	CDR2L	528.8991
CDR2	1218.4929	CDR2	598.1651
CDRT15P	5.5724	removed	removed
removed	removed	CDRT1	5.2706
CDRT4	179.1705	CDRT4	239.4495
CDS1	321.9595	CDS1	105.9633
CDS2	868.0523	CDS2	954.1284
CDSN	22.2895	CDSN	10.5505
CDT1	175.8394	CDT1	13.3028
CDV3	4462.8539	CDV3	5492.6606
CDX1	13.6214	removed	removed
CDYL2	85.4431	CDYL2	84.4037
CDYL	542.9971	CDYL	745.8716
CEACAM19	65.6302	CEACAM19	46.3303
CEACAM1	49.5322	CEACAM1	167.8899
removed	removed	CEACAM21	11.0092
removed	removed	CEACAM3	11.0092
removed	removed	CEACAM4	5.0459
CEACAM5	415.4516	removed	removed
CEACAM6	140.5477	removed	removed
CEACAM7	12.3831	removed	removed
CEBPA	396.877	CEBPA	5607.3394
CEBPB	676.1149	CEBPB	1086.6972
CEBPD	440.2177	CEBPD	1209.1743
CEBPG	813.5669	CEBPG	1565.5963
CEBPZ	1255.0229	CEBPZ	943.1193
CECR1	1159.0542	CECR1	2493.578
removed	removed	CECR2	31.1927
CECR5	535.5672	CECR5	326.6055
CECR6	42.1024	CECR6	11.4679
CECR7	32.1959	CECR7	127.5229
CELF1	1338.6085	CELF1	2140.8257
CELF2	728.7429	CELF2	4761.9266
CELF4	13.0022	CELF4	9.1743
CELF5	29.1002	removed	removed
CELF6	33.88	CELF6	63.0138
CELSR1	775.1794	CELSR1	196.789
CELSR2	960.9253	CELSR2	177.9817
CELSR3	92.8729	CELSR3	27.1468
CEL	180.7926	CEL	5.5046
CEMP1	309.8922	CEMP1	158.9954
CEND1	5.5724	removed	removed
CENPA	78.0133	CENPA	22.0183
CENPBD1	221.0376	CENPBD1	235.7798
CENPB	3373.1449	CENPB	2170.6422
CENPC1	398.7345	CENPC1	421.1009
CENPE	186.9842	CENPE	80.7339
CENPF	757.224	CENPF	154.5872
CENPH	172.1245	CENPH	45.8716
CENPI	29.1002	CENPI	10.0917
CENPJ	254.4718	CENPJ	186.2385
CENPK	61.9153	CENPK	7.3394
CENPL	151.6925	CENPL	94.9541
CENPM	87.9197	CENPM	10.5505
CENPN	234.5103	CENPN	72.6606
CENPO	111.5899	CENPO	53.7339
CENPP	200.6179	CENPP	42.4633
CENPQ	89.7772	CENPQ	120.6422
CENPT	333.7234	CENPT	459.633
CENPV	27.2427	CENPV	84.8624
CENPW	214.2269	CENPW	42.2018
CEP110	381.3982	CEP110	588.9908
CEP120	476.7477	CEP120	823.8532
CEP135	224.7525	CEP135	172.9358
CEP152	80.4899	CEP152	263.3028
CEP164	449.505	CEP164	464.6789
removed	removed	CEP170L	6.422
CEP170	1332.417	CEP170	1387.6147
CEP192	584.4803	CEP192	613.7615
CEP250	631.5359	CEP250	624.3119
CEP290	650.5254	CEP290	522.867
CEP350	1341.0851	CEP350	1947.7064
CEP55	289.1444	CEP55	39.4495
CEP57	765.8921	CEP57	712.3853
CEP63	728.4395	CEP63	840.8578
CEP68	749.175	CEP68	2040.8257
CEP70	816.6626	CEP70	126.6055
CEP72	25.3853	CEP72	26.6055
CEP76	177.0777	CEP76	113.3028
CEP78	182.6501	CEP78	196.789
