gene_id	TCGA-E2-A15K-01A-11R-A12P-07	gene_id	TCGA-E2-A15K-11A-13R-A12P-07
CFL1	20186.0109	CFL1	19337.506
CFL2	207.0615	CFL2	739.5282
CFLAR	559.5637	CFLAR	805.9701
CFP	65.831	CFP	321.1363
removed	removed	CFTR	12.0366
CG030	49.3733	CG030	57.2942
removed	removed	CGB7	8.5989
removed	removed	CGB	5.2961
CGGBP1	2354.2551	CGGBP1	1527.2027
CGNL1	493.7327	CGNL1	830.0433
CGN	1370.2038	CGN	746.7501
CGREF1	131.9797	CGREF1	350.9148
CGRRF1	273.2753	CGRRF1	256.6201
CH25H	46.3114	CH25H	187.2894
CHAC1	74.2513	CHAC1	39.9615
CHAC2	74.2513	CHAC2	15.4068
CHADL	60.4727	CHADL	158.4015
CHAD	1471.2468	CHAD	155.5128
CHAF1A	775.0455	CHAF1A	293.2114
CHAF1B	542.7232	CHAF1B	142.0318
CHCHD10	376.9974	CHCHD10	988.4449
CHCHD1	760.8841	CHCHD1	668.753
CHCHD2	3237.5849	CHCHD2	4042.8503
CHCHD3	1312.793	CHCHD3	639.8652
CHCHD4	249.1628	CHCHD4	261.9162
CHCHD5	576.7869	CHCHD5	479.5378
CHCHD6	119.4144	CHCHD6	195.4742
CHCHD7	244.5699	CHCHD7	401.5407
CHCHD8	384.6522	CHCHD8	743.8613
CHD1L	511.3386	CHD1L	605.1998
CHD1	1901.8276	CHD1	554.1647
CHD2	2219.5005	CHD2	1931.6322
CHD3	5074.7297	CHD3	4010.1107
CHD4	7442.3692	CHD4	4441.3529
removed	removed	CHD5	5.7776
CHD6	1430.6765	CHD6	786.2301
CHD7	688.5466	CHD7	410.6885
CHD8	2982.6811	CHD8	1326.9138
CHD9	453.5451	CHD9	643.7169
CHDH	955.698	CHDH	640.8281
CHEK1	179.5044	CHEK1	105.4405
CHEK2	298.1533	CHEK2	184.4006
CHERP	1545.1115	CHERP	1405.142
CHFR	479.1886	CHFR	402.0221
CHI3L1	75.3995	CHI3L1	2337.9875
CHI3L2	259.8794	CHI3L2	953.298
CHIC1	235.0014	CHIC1	233.9913
CHIC2	146.2061	CHIC2	373.1343
CHID1	1011.5778	CHID1	2057.2942
CHIT1	66.2138	CHIT1	125.662
CHKA	697.3495	CHKA	616.7549
CHKB-CPT1B	503.1404	CHKB-CPT1B	292.4218
CHKB	200.5703	CHKB	448.2571
CHL1	79.6096	CHL1	861.3385
CHML	869.1991	CHML	144.9206
CHMP1A	1592.5749	CHMP1A	2964.3717
CHMP1B	1113.0035	CHMP1B	1503.611
CHMP2A	2354.99	CHMP2A	3193.0669
CHMP2B	1172.328	CHMP2B	765.5272
CHMP4A	2433.6542	CHMP4A	1598.5701
CHMP4B	4843.5556	CHMP4B	4424.1695
CHMP4C	214.7163	CHMP4C	317.2845
CHMP5	1549.0766	CHMP5	1096.7164
CHMP6	418.7159	CHMP6	816.0809
CHMP7	716.1037	CHMP7	1253.7313
CHM	494.8809	CHM	245.5465
CHN1	118.6489	CHN1	452.5758
CHN2	109.4632	CHN2	111.2181
removed	removed	CHODL	56.3312
CHORDC1	447.804	CHORDC1	334.6172
CHPF2	1355.6597	CHPF2	1315.3587
CHPF	1991.0056	CHPF	2802.5999
CHPT1	1360.6353	CHPT1	1407.3182
CHP	3410.5827	CHP	2130.4766
CHRAC1	771.2181	CHRAC1	596.5335
CHRDL1	130.8966	CHRDL1	4617.7179
removed	removed	CHRDL2	10.5922
CHRD	446.2731	CHRD	523.8325
CHRFAM7A	6.1238	CHRFAM7A	21.6659
CHRM1	5.7411	CHRM1	72.2195
removed	removed	CHRM3	5.7776
CHRM4	6.5066	removed	removed
CHRNA10	10.7167	CHRNA10	15.8883
CHRNA1	9.9512	removed	removed
removed	removed	CHRNA3	5.2961
CHRNA5	8.0375	CHRNA5	39.48
CHRNA6	13.3958	removed	removed
CHRNB1	138.1686	CHRNB1	307.6553
removed	removed	CHRNB2	25.999
CHRNE	10.732	CHRNE	33.6351
CHST10	718.4002	CHST10	315.8402
CHST11	119.0317	CHST11	83.7747
CHST12	178.3561	CHST12	688.0116
CHST13	11.0994	CHST13	22.1473
CHST14	563.3911	CHST14	890.7078
CHST15	2299.1101	CHST15	1002.4073
CHST1	710.7454	CHST1	132.884
CHST2	106.4013	CHST2	546.4612
CHST3	192.5175	CHST3	1478.5749
removed	removed	CHST5	11.5985
CHST6	42.8667	CHST6	16.3698
CHST7	57.4108	CHST7	298.026
CHST8	201.7032	CHST8	47.1834
removed	removed	CHST9	215.2143
CHSY1	1433.3557	CHSY1	1088.1078
CHSY3	69.6584	CHSY3	92.441
CHTF18	656.0138	CHTF18	246.0279
CHTF8	1666.8261	CHTF8	2353.3943
CHUK	474.9785	CHUK	350.987
CHURC1	1705.9688	CHURC1	1131.3385
CIAO1	1658.0232	CIAO1	1615.3105
CIAPIN1	546.9333	CIAPIN1	751.5648
CIB1	3386.0875	CIB1	1833.4136
CIB2	105.6358	CIB2	233.5099
CIB3	8.4202	removed	removed
CIC	2353.459	CIC	2437.6505
removed	removed	CIDEA	785.7487
CIDEB	805.4387	CIDEB	534.2224
CIDECP	110.9942	CIDECP	174.2898
CIDEC	25.2607	CIDEC	4403.4665
CIITA	374.3182	CIITA	344.728
CILP2	192.9002	CILP2	62.1088
CILP	10031.1932	CILP	5975.4454
CINP	660.6066	CINP	545.4983
CIR1	861.1616	CIR1	960.0385
CIRBP	5770.931	CIRBP	8692.8262
CIRH1A	407.9992	CIRH1A	628.7915
CISD1	288.9676	CISD1	328.3582
CISD2	613.5298	CISD2	473.7602
CISD3	1015.0608	CISD3	1283.6639
CISH	1413.4533	CISH	394.8002
CITED1	31.3846	CITED1	122.2918
CITED2	2181.6094	CITED2	3210.3996
CITED4	1776.2894	CITED4	1320.6548
CIT	551.9089	CIT	106.8849
CIZ1	1912.5443	CIZ1	2282.1377
CKAP2L	190.6038	removed	removed
CKAP2	879.9158	CKAP2	116.5142
CKAP4	3083.3413	CKAP4	2234.9543
CKAP5	3226.1028	CKAP5	1141.0688
CKB	2174.7201	CKB	1612.9032
CKLF	317.6729	CKLF	302.8406
CKMT1A	230.0258	CKMT1A	44.7761
CKMT1B	625.3947	CKMT1B	304.285
removed	removed	CKMT2	89.5522
CKS1B	1186.8721	CKS1B	500.7222
CKS2	819.0604	CKS2	178.623
CLASP1	1013.4915	CLASP1	1161.7718
CLASP2	834.7527	CLASP2	666.8272
CLCA2	5.3583	CLCA2	123.2547
removed	removed	CLCA4	26.4805
CLCC1	833.6695	CLCC1	689.8796
CLCF1	319.5866	CLCF1	206.5479
CLCN1	6.1238	CLCN1	12.0366
CLCN2	145.4406	CLCN2	64.0347
CLCN3	1492.6801	CLCN3	531.5359
CLCN4	42.484	CLCN4	150.6981
CLCN5	133.5757	CLCN5	138.6615
CLCN6	378.1456	CLCN6	581.1266
CLCN7	2901.9233	CLCN7	2066.9234
CLCNKA	7.6548	CLCNKA	14.4439
CLCNKB	16.4578	CLCNKB	9.6293
removed	removed	CLDN10	31.4733
CLDN11	104.8703	CLDN11	1871.4492
CLDN12	1313.9412	CLDN12	548.8589
CLDN14	5.7411	removed	removed
CLDN15	94.1537	CLDN15	472.7973
removed	removed	CLDN19	147.3279
CLDN1	194.0484	CLDN1	486.2783
CLDN23	53.5834	CLDN23	161.7718
removed	removed	CLDN2	14.9254
CLDN3	808.3437	CLDN3	2273.4714
CLDN4	4099.8947	CLDN4	9833.4136
CLDN5	96.8328	CLDN5	9351.4685
CLDN7	2107.3581	CLDN7	1209.9182
CLDN8	22.5816	CLDN8	481.9451
CLDN9	36.7429	CLDN9	17.3327
CLDND1	786.9103	CLDND1	1266.2494
removed	removed	CLDND2	14.4439
CLEC10A	261.0277	CLEC10A	573.9047
CLEC11A	123.6245	CLEC11A	458.3534
removed	removed	CLEC12A	8.6663
CLEC14A	309.2527	CLEC14A	3133.8469
CLEC16A	1625.4904	CLEC16A	804.0443
CLEC17A	9.1857	removed	removed
removed	removed	CLEC18A	7.5397
CLEC1A	31.0018	CLEC1A	298.9889
CLEC2B	137.0204	CLEC2B	659.1237
CLEC2D	558.4155	CLEC2D	458.8349
CLEC3A	16218.1609	CLEC3A	204.6221
CLEC3B	172.2323	CLEC3B	14579.6822
CLEC4A	57.028	CLEC4A	58.2571
removed	removed	CLEC4E	15.8883
CLEC4F	6.8893	CLEC4F	77.9971
CLEC4GP1	5.3583	CLEC4GP1	29.8507
removed	removed	CLEC4G	108.3293
CLEC5A	203.2341	CLEC5A	10.1107
CLEC7A	123.2418	CLEC7A	82.8117
CLECL1	17.606	CLECL1	10.1107
CLGN	2545.211	CLGN	27.4434
CLIC1	7304.1814	CLIC1	8147.3279
CLIC2	202.8514	CLIC2	756.8609
CLIC3	13.0131	CLIC3	133.8469
CLIC4	2531.8151	CLIC4	3815.5994
CLIC5	206.6788	CLIC5	411.17
CLIC6	203.9996	CLIC6	504.5739
CLINT1	1780.1167	CLINT1	998.0741
CLIP1	2124.9641	CLIP1	1538.2764
CLIP2	317.2902	CLIP2	886.856
CLIP3	220.4574	CLIP3	1030.3322
CLIP4	61.6209	CLIP4	464.6124
CLK1	1867.3811	CLK1	2551.2759
CLK2P	19.5197	CLK2P	14.9254
CLK2	1028.0356	CLK2	865.1902
CLK3	687.7811	CLK3	1140.1059
CLK4	361.6879	CLK4	543.091
CLMN	2523.7776	CLMN	908.5219
CLN3	2986.386	CLN3	1634.0876
CLN5	767.0079	CLN5	758.7867
CLN6	1240.0727	CLN6	1116.0327
CLN8	179.8871	CLN8	585.4598
CLNS1A	948.0432	CLNS1A	1333.1728
CLOCK	349.823	CLOCK	64.0347
CLP1	202.4687	CLP1	356.2831
CLPB	172.6151	CLPB	217.1401
CLPP	739.4508	CLPP	951.3722
CLPTM1L	1878.0978	CLPTM1L	2310.5441
CLPTM1	3055.7841	CLPTM1	3080.8859
CLPX	578.7006	CLPX	424.6509
removed	removed	CLRN3	20.7029
CLSPN	243.8044	removed	removed
CLSTN1	7015.2139	CLSTN1	7003.8517
CLSTN2	1516.0272	CLSTN2	324.025
CLSTN3	2702.1338	CLSTN3	1666.3457
CLTA	1804.9947	CLTA	3349.0611
CLTB	1477.3706	CLTB	2860.857
CLTCL1	12.6304	CLTCL1	94.8483
CLTC	9976.4616	CLTC	5172.8455
CLUAP1	871.8783	CLUAP1	450.65
CLUL1	64.6828	CLUL1	22.6288
CLU	11032.0543	CLU	47284.545
removed	removed	CLVS1	21.5696
CLYBL	17.2232	CLYBL	181.5118
CMA1	8.4202	CMA1	93.4039
CMAH	127.8347	CMAH	212.8069
CMAS	536.9821	CMAS	651.9018
CMBL	2883.9346	CMBL	557.0534
CMC1	142.7615	CMC1	131.4396
CMIP	757.0567	CMIP	1712.5662
CMKLR1	296.6223	CMKLR1	703.8999
CMPK1	2569.7062	CMPK1	2818.4882
CMPK2	145.0579	CMPK2	142.0318
CMTM1	110.9942	CMTM1	37.5542
removed	removed	CMTM2	6.259
CMTM3	971.3903	CMTM3	2075.5898
CMTM4	943.8331	CMTM4	688.9745
removed	removed	CMTM5	28.4064
CMTM6	3932.638	CMTM6	1582.0896
CMTM7	214.3336	CMTM7	1970.6307
CMTM8	223.902	CMTM8	185.3635
CMYA5	489.1398	CMYA5	512.2773
CN5H6.4	8.4202	CN5H6.4	10.1107
CNBP	6431.1549	CNBP	7695.715
CNDP2	2886.6137	CNDP2	3298.9889
CNFN	142.3787	CNFN	168.5123
removed	removed	CNGA1	42.3688
CNGA3	40.953	removed	removed
CNIH2	596.3066	CNIH2	27.9249
CNIH3	65.831	CNIH3	40.4429
CNIH4	1331.5472	CNIH4	873.8565
CNIH	1447.517	CNIH	741.454
CNKSR1	1251.5549	CNKSR1	480.9822
removed	removed	CNKSR2	7.7034
CNKSR3	34.8292	CNKSR3	301.3962
CNN1	83.8197	CNN1	9717.8623
CNN2	2469.046	CNN2	6116.9957
CNN3	7001.4353	CNN3	4602.311
removed	removed	CNNM1	36.5912
CNNM2	123.6245	CNNM2	144.9206
CNNM3	1381.686	CNNM3	914.2995
CNNM4	929.2891	CNNM4	516.129
CNOT10	680.1263	CNOT10	437.6505
CNOT1	2538.536	CNOT1	2251.6177
CNOT2	1394.6991	CNOT2	998.5556
CNOT3	1375.9449	CNOT3	1164.6606
CNOT4	605.1096	CNOT4	468.4641
CNOT6L	676.6817	CNOT6L	973.5195
CNOT6	980.9588	CNOT6	556.572
CNOT7	955.3153	CNOT7	1016.8512
CNOT8	1644.6273	CNOT8	1141.5503
CNO	231.1741	CNO	363.0236
CNPY2	1383.9824	CNPY2	1655.272
CNPY3	1521.7683	CNPY3	2010.1107
CNPY4	375.4665	CNPY4	533.4617
CNP	2521.4314	CNP	2803.8613
CNR1	30.2363	CNR1	170.9196
CNR2	18.3714	removed	removed
CNRIP1	120.9454	CNRIP1	777.5638
CNST	1031.4802	CNST	452.0944
CNTD1	85.9516	CNTD1	37.7564
CNTD2	30.2363	CNTD2	12.0366
removed	removed	CNTFR	437.6505
removed	removed	CNTF	8.7482
CNTLN	130.1311	CNTLN	174.7713
CNTN1	11.0994	CNTN1	25.999
CNTN2	109.4632	CNTN2	9.6293
removed	removed	CNTN3	59.22
CNTN4	8.803	CNTN4	350.5055
removed	removed	CNTN6	26.962
CNTNAP1	294.3259	CNTNAP1	268.1753
CNTNAP2	383.504	CNTNAP2	10.1107
removed	removed	CNTNAP3	173.3269
removed	removed	CNTNAP4	10.5922
CNTROB	788.824	CNTROB	884.9302
COASY	2397.4739	COASY	1739.0467
COBLL1	907.473	COBLL1	558.9793
COBL	1165.8215	COBL	509.3885
COBRA1	1572.2897	COBRA1	2519.4993
COCH	27.9476	COCH	21.1844
COG1	943.3317	COG1	899.6967
COG2	1977.6098	COG2	532.4988
COG3	925.0789	COG3	539.2393
COG4	1007.3677	COG4	1348.0982
COG5	895.0952	COG5	544.9976
COG6	674.0025	COG6	339.9133
COG7	1766.3381	COG7	555.6091
COG8	251.0994	COG8	381.1363
COIL	549.9952	COIL	368.3197
COL10A1	1385.8961	COL10A1	15.4068
COL11A1	1498.0385	COL11A1	5.2961
removed	removed	COL11A2	14.9254
COL12A1	7715.6253	COL12A1	3429.947
COL13A1	36.7429	COL13A1	11.0737
COL14A1	772.749	COL14A1	4357.7275
COL15A1	2034.2551	COL15A1	5248.9167
COL16A1	1382.4514	COL16A1	3700.0481
COL17A1	12.2476	COL17A1	7778.0453
COL18A1	2941.7281	COL18A1	10020.2215
COL19A1	5.3583	removed	removed
COL1A1	101685.9631	COL1A1	23657.1979
COL1A2	68865.7545	COL1A2	39096.7742
COL21A1	34.8292	COL21A1	157.4386
COL22A1	54.7316	COL22A1	7.7034
COL23A1	6.8893	COL23A1	62.1088
COL24A1	44.7804	COL24A1	11.5551
removed	removed	COL25A1	42.3688
COL27A1	325.7105	COL27A1	198.8445
COL28A1	37.1256	COL28A1	7.222
removed	removed	COL2A1	36.1098
COL3A1	60137.4031	COL3A1	20611.4588
COL4A1	8187.1591	COL4A1	8461.7236
COL4A2	6940.5798	COL4A2	14238.806
COL4A3BP	809.4919	COL4A3BP	931.1507
COL4A3	8.803	COL4A3	18.2956
COL4A4	54.3489	COL4A4	126.6249
COL4A5	2662.329	COL4A5	402.0221
COL4A6	198.2585	COL4A6	266.7309
COL5A1	7847.6701	COL5A1	2672.6047
COL5A2	6741.1731	COL5A2	2104.4776
COL5A3	974.8349	COL5A3	1338.9504
COL6A1	10211.463	COL6A1	21307.1738
COL6A2	11677.3514	COL6A2	45543.5725
COL6A3	24391.5415	COL6A3	14703.8999
COL6A6	9.1857	COL6A6	43.8132
COL7A1	49.756	COL7A1	418.3919
COL8A1	355.9468	COL8A1	193.5484
COL8A2	681.2745	COL8A2	1930.6692
COL9A2	339.489	COL9A2	528.6471
COL9A3	23.347	COL9A3	139.6245
removed	removed	COLEC11	148.7723
COLEC12	1614.0082	COLEC12	1059.7015
COLQ	38.6566	COLQ	59.22
COMMD10	437.0874	COMMD10	273.4714
COMMD1	292.7949	COMMD1	424.1695
COMMD2	724.524	COMMD2	533.4617
COMMD3	3141.1004	COMMD3	628.6952
COMMD4	1163.1423	COMMD4	1257.5831
COMMD5	542.7308	COMMD5	651.2903
COMMD6	1108.0279	COMMD6	2474.7232
COMMD7	1250.7894	COMMD7	1350.987
COMMD8	207.4443	COMMD8	214.2513
COMMD9	730.265	COMMD9	974.001
COMP	2066.7879	COMP	419.3548
COMTD1	147.7371	COMTD1	233.0284
COMT	1087.3601	COMT	3803.5628
COPA	10039.5752	COPA	3598.9408
COPB1	4163.659	COPB1	1851.0785
COPB2	6647.4022	COPB2	2033.221
COPE	3037.7954	COPE	3233.8517
COPG2	533.5375	COPG2	502.6481
COPG	7220.7444	COPG	3406.3553
COPS2	1201.0334	COPS2	1215.6957
COPS3	969.4766	COPS3	831.0063
COPS4	454.3106	COPS4	744.8243
COPS5	952.6361	COPS5	867.5975
COPS6	1857.8126	COPS6	2279.7304
COPS7A	1636.2071	COPS7A	1702.4555
COPS7B	670.9406	COPS7B	753.0091
COPS8	989.735	COPS8	936.4372
COPZ1	5083.9154	COPZ1	3532.0173
COPZ2	143.5269	COPZ2	1009.6293
COQ10A	97.9811	COQ10A	163.6976
COQ10B	646.8281	COQ10B	470.8714
COQ2	104.1049	COQ2	138.6615
COQ3	151.5644	COQ3	142.5132
COQ4	943.4504	COQ4	1038.0356
COQ5	732.5615	COQ5	669.2345
COQ6	818.67	COQ6	316.4853
COQ7	978.6623	COQ7	367.8382
COQ9	555.7363	COQ9	903.2258
CORIN	12.2476	CORIN	7.7034
CORO1A	1627.7868	CORO1A	1446.7983
CORO1B	5259.5924	CORO1B	2680.7896
CORO1C	1374.4139	CORO1C	2235.9172
CORO2A	1722.3232	CORO2A	311.0255
CORO2B	51.6697	CORO2B	458.8349
CORO6	148.1198	CORO6	91.4781
CORO7	1166.1544	CORO7	794.338
CORT	9.423	CORT	19.5474
COTL1	2152.904	COTL1	3529.61
COX10	337.9581	COX10	245.5465
COX11	576.4386	COX11	577.1449
COX15	1216.0253	COX15	935.1854
COX16	1709.3101	COX16	872.8936
COX17	500.622	COX17	627.8286
COX18	440.532	COX18	239.7689
COX19	212.6304	COX19	354.675
COX4I1	2681.8486	COX4I1	9422.7251
COX4I2	11.8649	COX4I2	260.9533
COX4NB	306.9563	COX4NB	548.3871
COX5A	1179.6	COX5A	1360.1348
COX5B	1384.3651	COX5B	1966.779
COX6A1	2764.1374	COX6A1	2582.0896
COX6B1	2650.8468	COX6B1	3761.194
COX6B2	71.5721	COX6B2	28.8878
COX6C	3808.248	COX6C	2296.5816
COX7A1	89.1781	COX7A1	1727.4916
COX7A2L	1354.1288	COX7A2L	2008.6663
COX7A2	1566.9314	COX7A2	1486.2783
COX7B	1619.7493	COX7B	1591.7188
COX7C	3299.5886	COX7C	4131.921
COX8A	2066.7879	COX8A	2935.9653
CP110	1299.7799	CP110	268.6567
removed	removed	CPA1	57.2942
removed	removed	CPA2	8.1849
CPA3	316.142	CPA3	195.9557
CPA4	6.8893	CPA4	63.5532
CPA6	355.9468	removed	removed
CPAMD8	20.2851	CPAMD8	857.4868
CPB1	15556.0233	CPB1	68.8493
CPD	2947.4691	CPD	1719.7882
removed	removed	CPEB1	33.7025
CPEB2	589.4173	CPEB2	363.9865
CPEB3	176.8252	CPEB3	94.3669
CPEB4	661.3721	CPEB4	366.3938
CPE	301.9807	CPE	3192.104
CPLX1	230.4086	CPLX1	228.6952
CPM	234.236	CPM	1075.1083
CPN2	15.6923	CPN2	5.7776
CPNE1	2512.9155	CPNE1	3010.0867
CPNE2	414.1231	CPNE2	1611.9403
CPNE3	2474.4044	CPNE3	1611.9403
CPNE5	184.8627	CPNE5	86.182
CPNE7	199.7895	CPNE7	22.1473
CPNE8	70.4239	CPNE8	276.3601
CPOX	262.1759	CPOX	237.3616
CPPED1	210.8889	CPPED1	536.3505
CPS1	51.6697	CPS1	74.1454
CPSF1	1630.466	CPSF1	1566.6827
CPSF2	2193.857	CPSF2	699.0852
CPSF3L	1798.8709	CPSF3L	1981.2229
CPSF3	1036.0731	CPSF3	594.6076
CPSF4	422.1606	CPSF4	786.2301
CPSF6	1733.0399	CPSF6	1017.3327
CPSF7	1304.7555	CPSF7	1743.3799
CPT1A	1358.7217	CPT1A	2406.3553
CPT1B	603.6016	CPT1B	283.765
CPT1C	132.8103	CPT1C	144.9206
CPT2	974.0695	CPT2	492.0558
CPVL	219.3092	CPVL	1081.3674
CPXM1	531.6238	CPXM1	1268.1753
CPXM2	370.1081	CPXM2	4622.051
CPZ	182.949	CPZ	772.2677
CP	81.1023	CP	1689.8796
CR1	58.1763	CR1	73.6639
CR2	578.7006	removed	removed
removed	removed	CRABP1	458.3534
CRABP2	10540.6181	CRABP2	6529.1286
CRADD	58.1763	CRADD	133.8469
CRAMP1L	1343.0447	CRAMP1L	704.3813
CRAT	8968.3284	CRAT	1493.9817
removed	removed	CRB2	120.8474
CRB3	260.2622	CRB3	125.662
CRBN	560.2296	CRBN	608.4641
CRCP	872.6438	CRCP	660.5681
CREB1	1150.8947	CREB1	784.7857
CREB3L1	2738.1112	CREB3L1	386.1338
CREB3L2	1232.8007	CREB3L2	1934.5209
CREB3L4	4228.4949	CREB3L4	625.4213
CREB3	1801.0946	CREB3	1462.4458
CREB5	57.028	CREB5	335.5802
CREBBP	4512.4868	CREBBP	2287.4338
CREBL2	1827.959	CREBL2	1926.8175
CREBZF	780.7865	CREBZF	689.4559
CREG1	1614.7737	CREG1	2657.6793
CRELD1	596.6893	CRELD1	1127.5879
CRELD2	759.7359	CRELD2	851.2277
CREM	184.48	CREM	333.1728
removed	removed	CRHBP	75.5898
removed	removed	CRHR1	32.2581
removed	removed	CRHR2	7.5012
CRIM1	2035.0206	CRIM1	3603.7554
CRIP1	26519.9502	CRIP1	6615.792
CRIP2	13462.8265	CRIP2	8777.5638
CRIPAK	285.9057	CRIPAK	257.5831
CRIPT	238.0633	CRIPT	384.6895
CRISP3	7.6548	removed	removed
CRISPLD1	35.2119	CRISPLD1	400.5778
CRISPLD2	1174.2417	CRISPLD2	1262.3977
CRKL	2393.6465	CRKL	1640.3467
CRK	815.9985	CRK	729.4174
CRLF1	24.1125	CRLF1	383.2451
CRLF3	358.626	CRLF3	280.2118
CRLS1	792.6514	CRLS1	797.7853
CRMP1	74.7412	CRMP1	142.9754
CRNKL1	1230.887	CRNKL1	762.6384
CROCCL1	329.0403	CROCCL1	364.675
CROCCL2	51.6697	CROCCL2	51.0351
CROCC	427.9016	CROCC	1089.0708
CROT	907.8557	CROT	313.9143
removed	removed	CRTAC1	43.8132
CRTAM	37.1256	CRTAM	17.8142
removed	removed	CRTAP	9050.0722
CRTC1	465.41	CRTC1	595.5705
CRTC2	1261.1233	CRTC2	982.6673
CRTC3	1093.8666	CRTC3	1402.5036
CRY1	435.9391	CRY1	307.1738
CRY2	860.0134	CRY2	1759.2682
CRYAB	106.784	CRYAB	10621.5696
removed	removed	CRYBB1	22.1473
CRYBG3	118.3657	CRYBG3	514.7039
removed	removed	CRYGN	8.6663
CRYGS	17.2232	CRYGS	31.2951
CRYL1	393.4552	CRYL1	827.636
removed	removed	CRYM	6.259
CRYZL1	273.8149	CRYZL1	342.3784
CRYZ	891.5855	CRYZ	371.7381
CSAD	571.0458	CSAD	350.987
CSAG1	12.6304	removed	removed
CSAG3	8.3514	removed	removed
removed	removed	CSDAP1	68.3678
CSDA	423.3088	CSDA	5875.3009
CSDC2	14.9268	CSDC2	66.442
CSDE1	10842.2161	CSDE1	12468.4641
CSE1L	2783.2743	CSE1L	1487.7227
CSF1R	1055.21	CSF1R	2398.1704
CSF1	563.0083	CSF1	1789.6004
CSF2RA	132.0448	CSF2RA	179.1045
CSF2RB	435.1737	CSF2RB	420.7992
CSF3R	699.2632	CSF3R	378.4304
removed	removed	CSF3	6.7405
CSGALNACT1	199.024	CSGALNACT1	532.0173
CSGALNACT2	605.1096	CSGALNACT2	330.2841
CSK	1705.8655	CSK	1734.2321
CSMD2	35.9774	CSMD2	13.9624
removed	removed	CSN1S1	5.2961
removed	removed	CSN3	12.9995
CSNK1A1	6985.3603	CSNK1A1	4293.6928
CSNK1D	3334.4178	CSNK1D	3674.0491
CSNK1E	1938.5169	CSNK1E	2474.2947
CSNK1G1	855.4205	CSNK1G1	382.2821
CSNK1G2	954.9325	CSNK1G2	1352.9129
CSNK1G3	628.0739	CSNK1G3	551.2759
CSNK2A1P	321.5003	CSNK2A1P	137.6986
CSNK2A1	1124.8684	CSNK2A1	711.6033
CSNK2A2	216.2472	CSNK2A2	766.0087
CSNK2B	2974.2608	CSNK2B	3232.5373
CSPG4	433.26	CSPG4	1024.0732
CSPG5	87.2644	CSPG5	15.4068
CSPP1	241.0257	CSPP1	139.6245
CSRNP1	585.9726	CSRNP1	2929.2248
CSRNP2	1206.7745	CSRNP2	656.235
CSRP1	5349.1532	CSRP1	23306.6923
CSRP2BP	625.012	CSRP2BP	632.6432
CSRP2	75.0167	CSRP2	562.831
CST1	53.9661	removed	removed
CST2	8.803	CST2	6.259
CST3	4800.3062	CST3	19392.3929
CST4	37.8911	CST4	7.222
CST5	53.2007	CST5	17.8142
CST6	110.2287	CST6	74.6269
CST7	180.2698	CST7	207.0294
CSTA	43.6322	CSTA	187.2894
CSTB	2617.9313	CSTB	3675.4935
CSTF1	727.5859	CSTF1	561.3866
CSTF2T	1095.7803	CSTF2T	760.7126
CSTF2	587.8863	CSTF2	202.2147
CSTF3	516.3142	CSTF3	416.9716
CS	3804.4206	CS	3198.363
CT62	184.48	removed	removed
CTAG1B	19.9024	removed	removed
CTAG2	75.3995	removed	removed
CTAGE1	7.272	removed	removed
CTAGE4	72.3376	CTAGE4	41.8873
CTAGE5	1429.2757	CTAGE5	466.5383
CTAGE6	13.0131	removed	removed
CTAGE9	213.5681	CTAGE9	116.0327
CTBP1	2672.6935	CTBP1	3364.9302
CTBP2	2929.0977	CTBP2	1376.0231
CTBS	400.7272	CTBS	263.3606
CTCFL	11.3252	CTCFL	13.6158
CTCF	1534.7814	CTCF	1191.6225
CTDP1	425.6052	CTDP1	775.1565
CTDSP1	3438.5226	CTDSP1	6371.2085
CTDSP2	5106.8797	CTDSP2	6240.7318
CTDSPL2	744.0436	CTDSPL2	331.247
CTDSPL	1299.3972	CTDSPL	1490.6115
CTF1	566.453	CTF1	265.7679
CTGF	1369.4383	CTGF	10987.0005
CTHRC1	1178.8346	CTHRC1	514.6846
CTH	135.8722	CTH	49.1093
CTLA4	47.4596	CTLA4	14.9254
CTNNA1	11238.3504	CTNNA1	9031.7766
removed	removed	CTNNAL1	676.4564
CTNNB1	10081.309	CTNNB1	6841.5888
CTNNBIP1	800.3062	CTNNBIP1	1473.7602
CTNNBL1	836.2836	CTNNBL1	1313.9143
CTNND1	5005.454	CTNND1	5644.6798
CTNND2	117.118	CTNND2	101.1074
CTNS	362.0553	CTNS	464.9687
CTPS2	1002.7749	CTPS2	431.3914
CTPS	648.359	CTPS	268.1753
CTR9	1791.9816	CTR9	961.0014
removed	removed	CTRL	6.259
CTSA	2654.5364	CTSA	3919.3885
CTSB	14996.8424	CTSB	17756.8609
CTSC	1445.2206	CTSC	3197.8816
CTSD	36408.7647	CTSD	22807.896
CTSE	25.2607	removed	removed
CTSF	1907.5687	CTSF	4216.6586
CTSG	35.9774	CTSG	248.9167
CTSH	2712.8504	CTSH	3928.7434
CTSK	2848.3399	CTSK	5947.039
CTSL1	1085.4464	CTSL1	2783.3414
CTSL2	101.8084	CTSL2	108.8108
CTSO	918.5724	CTSO	993.741
CTSS	1826.8108	CTSS	1844.9687
CTSW	187.5419	CTSW	266.2494
CTSZ	3464.1661	CTSZ	10230.6211
CTTNBP2NL	499.8565	CTTNBP2NL	659.1237
