gene_id	TCGA-BH-A18J-01A-11R-A12D-07	gene_id	TCGA-BH-A18J-11A-31R-A12D-07
KLB	15.0269	KLB	445.6328
KLC1	1079.1439	KLC1	1718.8057
KLC2	977.1005	KLC2	527.6292
KLC3	156.2103	KLC3	193.8503
KLC4	582.6049	KLC4	547.2415
KLF10	1195.5153	KLF10	5180.4813
KLF11	701.3737	KLF11	1352.9412
KLF12	566.1312	KLF12	439.8396
KLF13	1656.458	KLF13	2572.6381
removed	removed	KLF14	7.5758
KLF15	11.1828	KLF15	460.7843
KLF16	330.9421	KLF16	446.0784
KLF17	35.9948	KLF17	5.3476
KLF1	8.7366	removed	removed
KLF2	268.0387	KLF2	1133.6898
KLF3	1418.4732	KLF3	1235.7398
KLF4	707.3145	KLF4	4240.1961
KLF5	405.7274	KLF5	846.7023
KLF6	2625.1713	KLF6	8916.221
KLF7	109.3821	KLF7	217.0232
KLF8	95.4036	KLF8	651.9608
KLF9	852.342	KLF9	2727.7184
KLHDC10	708.0135	KLHDC10	792.3351
KLHDC1	37.3926	KLHDC1	73.0838
KLHDC2	843.6054	KLHDC2	1129.6791
KLHDC3	1772.4799	KLHDC3	1609.6257
KLHDC4	213.3406	KLHDC4	311.0651
KLHDC5	741.562	KLHDC5	1076.2032
KLHDC7A	724.0888	KLHDC7A	874.3316
KLHDC7B	30.4033	KLHDC7B	21.3904
KLHDC8A	23.4141	KLHDC8A	7.1301
KLHDC8B	442.421	KLHDC8B	682.7094
KLHDC9	337.9314	KLHDC9	95.8111
KLHL11	21.3173	KLHL11	86.4528
KLHL12	3705.7131	KLHL12	943.8503
KLHL13	47.1776	KLHL13	594.9198
KLHL14	39.1399	KLHL14	10.2496
KLHL15	146.0758	KLHL15	470.5882
KLHL17	68.4949	KLHL17	50.8021
KLHL18	383.7111	KLHL18	447.4153
KLHL20	189.7588	KLHL20	479.9465
KLHL21	619.9486	KLHL21	2344.0285
KLHL22	359.9476	KLHL22	444.7415
KLHL23	100.6455	KLHL23	159.4742
KLHL24	883.4442	KLHL24	1397.5045
KLHL25	576.6151	KLHL25	352.0499
KLHL26	517.5557	KLHL26	281.1943
KLHL28	285.8613	KLHL28	286.5419
KLHL29	41.5862	KLHL29	632.3529
KLHL2	237.9848	KLHL2	595.8111
KLHL30	7.3387	KLHL30	15.1515
KLHL31	11.8818	KLHL31	163.0437
removed	removed	KLHL32	25.4011
KLHL35	169.1404	KLHL35	40.5526
KLHL36	262.0978	KLHL36	292.3351
KLHL38	21.6667	KLHL38	16.0428
KLHL3	116.0219	KLHL3	194.7415
KLHL4	6.9893	KLHL4	13.8146
KLHL5	1147.6388	KLHL5	565.0624
KLHL6	94.7047	KLHL6	104.2781
KLHL7	761.4814	KLHL7	616.7558
KLHL8	200.9416	KLHL8	403.7433
KLHL9	1475.7852	KLHL9	1574.8663
KLK10	6.2903	KLK10	104.2781
removed	removed	KLK11	210.3387
removed	removed	KLK12	8.0214
removed	removed	KLK14	12.0321
removed	removed	KLK1	5.7932
KLK4	55.2153	KLK4	6.6845
KLK5	26.9087	KLK5	1195.6328
removed	removed	KLK6	497.7718
KLK7	30.0539	KLK7	594.4742
removed	removed	KLK8	107.8431
KLRA1	8.0377	KLRA1	28.0749
KLRAQ1	604.9217	KLRAQ1	515.5971
removed	removed	KLRB1	29.4118
removed	removed	KLRC1	27.6292
removed	removed	KLRD1	16.4884
KLRG1	11.5323	KLRG1	72.1925
KLRG2	96.1025	KLRG2	17.3797
removed	removed	KLRK1	76.6488
KL	24.113	KL	136.3636
KMO	46.3738	KMO	227.7629
KNDC1	263.1462	KNDC1	8.0214
KNTC1	340.6957	KNTC1	265.1471
KPNA1	1946.5128	KPNA1	1462.5668
KPNA2	2630.4133	KPNA2	750.4456
KPNA3	1296.8598	KPNA3	1004.0107
KPNA4	2271.5141	KPNA4	1574.8663
KPNA5	58.011	KPNA5	100.713
KPNA6	1611.0277	KPNA6	2110.5169
KPNB1	3854.2352	KPNB1	3875.6684
KPTN	289.7054	KPTN	136.8093
KRAS	1484.5218	KRAS	809.2692
KRBA1	299.8399	KRBA1	302.5847
KRBA2	42.2851	KRBA2	125.2228
KRCC1	533.2816	KRCC1	770.9447
KREMEN1	588.4969	KREMEN1	886.3636
KREMEN2	9.785	removed	removed
KRI1	811.3499	KRI1	682.6872
KRIT1	714.6533	KRIT1	758.0214
KRR1	793.7614	KRR1	909.6613
KRT10	300.1893	KRT10	273.1729
removed	removed	KRT13	14.2602
KRT14	317.313	KRT14	31692.959
KRT15	486.8029	KRT15	11225.0446
KRT16	700.6747	KRT16	304.3672
KRT17	865.2721	KRT17	25647.9501
KRT18	15771.601	KRT18	8344.3182
KRT19	29308.4725	KRT19	19001.7825
removed	removed	KRT1	10.6952
KRT222	22.3657	KRT222	45.4545
KRT23	128.9521	KRT23	2935.8289
KRT32	6.9893	KRT32	7.5758
removed	removed	KRT40	16.934
KRT4	42.984	removed	removed
KRT5	912.7992	KRT5	29044.5633
KRT6A	938.31	KRT6A	261.5865
KRT6B	235.5385	KRT6B	2445.1872
KRT6C	192.205	KRT6C	60.6061
KRT75	41.9356	removed	removed
KRT7	6375.6158	KRT7	11002.6738
KRT80	934.4659	KRT80	639.4831
KRT81	30.4033	KRT81	334.6702
removed	removed	KRT86	24.0642
KRT8	29604.8631	KRT8	12263.9706
removed	removed	KRT9	7.5758
KRTAP3-1	5.9409	removed	removed
KRTAP5-1	9.785	KRTAP5-1	5.3476
KRTAP5-2	14.1323	KRTAP5-2	5.6105
KRTCAP2	3810.9017	KRTCAP2	1100.713
KRTCAP3	99.5972	KRTCAP3	217.0232
KSR1	213.1729	KSR1	536.9875
KSR2	127.2048	KSR2	81.5508
KTELC1	355.4046	KTELC1	407.754
KTI12	182.4201	KTI12	126.1141
KTN1	8122.9343	KTN1	5952.3173
KYNU	55.9142	KYNU	242.8699
removed	removed	KY	160.8734
L1CAM	99.2477	L1CAM	143.4938
L1TD1	26.9087	L1TD1	104.7237
L2HGDH	293.899	L2HGDH	159.9822
L3MBTL2	703.9492	L3MBTL2	794.2335
L3MBTL3	134.1941	L3MBTL3	225.9358
L3MBTL4	10.1344	L3MBTL4	172.0143
L3MBTL	58.011	L3MBTL	192.5134
LACE1	66.0486	LACE1	33.4225
LACTB2	139.436	LACTB2	149.7326
LACTB	255.458	LACTB	203.6542
LAD1	815.2988	LAD1	713.9037
LAG3	37.0432	LAG3	25.4011
LAGE3	668.5241	LAGE3	169.7861
LAIR1	481.2115	LAIR1	493.3155
removed	removed	LALBA	49.4652
LAMA1	53.8174	LAMA1	259.3583
LAMA2	524.891	LAMA2	2758.9127
LAMA3	109.7316	LAMA3	4048.574
LAMA4	2812.8334	LAMA4	3430.9269
LAMA5	2422.8319	LAMA5	3265.5971
LAMB1	4779.2656	LAMB1	6653.2977
LAMB2L	5.5914	LAMB2L	26.738
LAMB2	5711.9842	LAMB2	7849.3761
LAMB3	3000.4954	LAMB3	4424.2424
removed	removed	LAMB4	12.9234
LAMC1	4609.7757	LAMC1	8487.9679
LAMC2	1125.9721	LAMC2	7318.1818
LAMC3	221.9095	LAMC3	136.3636
LAMP1	7685.4058	LAMP1	6896.1676
LAMP2	5562.7632	LAMP2	3961.6756
LAMP3	20.6184	LAMP3	72.1925
LANCL1	1157.7733	LANCL1	1720.1426
LANCL2	526.2923	LANCL2	492.8699
LAP3	1807.0768	LAP3	1814.1711
LAPTM4A	11219.8817	LAPTM4A	7403.2977
LAPTM4B	3640.7129	LAPTM4B	1812.8342
LAPTM5	3481.7069	LAPTM5	2570.41
LARGE	654.895	LARGE	528.0749
LARP1B	249.1676	LARP1B	415.3298
LARP1	5194.4285	LARP1	3943.8503
LARP4B	1353.8224	LARP4B	1112.7451
LARP4	1446.7797	LARP4	1000.4456
LARP6	199.1943	LARP6	478.164
LARP7	705.5672	LARP7	1037.8788
LARS2	498.3352	LARS2	493.7611
LARS	2437.8588	LARS	2973.262
LAS1L	777.5567	LAS1L	834.6702
LASP1	5622.1721	LASP1	5390.82
LASS1	43.634	removed	removed
LASS2	3965.3647	LASS2	3591.8004
removed	removed	LASS3	15.5971
LASS4	1738.2325	LASS4	1312.3886
LASS5	1182.5852	LASS5	621.2121
LASS6	3467.959	LASS6	1928.1907
LAT2	210.3771	LAT2	128.7879
LATS1	324.6518	LATS1	672.4599
LATS2	522.0988	LATS2	939.3939
LAT	29.3375	LAT	72.6381
removed	removed	LAX1	39.6613
LAYN	271.8828	LAYN	131.016
LBH	1257.0209	LBH	2045.9002
LBP	42.2851	LBP	39.2157
LBR	558.7925	LBR	781.1943
LBX1	77.9304	removed	removed
LBX2	7.3387	LBX2	6.2389
LCA5L	67.796	LCA5L	48.574
LCA5	140.4844	LCA5	287.8788
LCAT	51.3712	LCAT	107.1123
LCK	31.8012	LCK	74.4207
LCLAT1	598.9808	LCLAT1	326.6488
LCMT1	837.315	LCMT1	512.9234
LCMT2	213.8718	LCMT2	307.9323
removed	removed	LCN10	67.7362
removed	removed	LCN12	7.5758
LCN2	39.1399	LCN2	155.0802
removed	removed	LCN6	29.8574
LCORL	22.8934	LCORL	46.221
LCOR	79.1186	LCOR	173.164
LCP1	1008.5523	LCP1	2385.918
LCP2	260.6999	LCP2	296.3458
LDB1	1784.0122	LDB1	1361.8538
LDB2	185.5652	LDB2	771.3904
LDB3	13.2796	LDB3	39.2157
LDHA	20520.5087	LDHA	7459.893
LDHB	862.127	LDHB	5143.4938
LDHD	15.7259	LDHD	181.8182
LDLRAD2	278.7357	LDLRAD2	345.5749
LDLRAD3	763.5782	LDLRAD3	831.9964
LDLRAP1	947.0466	LDLRAP1	762.9234
LDLR	1623.2589	LDLR	3135.0267
LDOC1L	870.5141	LDOC1L	1449.6435
LDOC1	851.9925	LDOC1	625.2228
removed	removed	LEAP2	9.3583
LEF1	977.45	LEF1	83.779
LEFTY1	54.7575	LEFTY1	7.0499
LEFTY2	1289.5211	LEFTY2	14.7059
LEKR1	9.785	LEKR1	15.5971
LEMD2	1153.5797	LEMD2	700.0891
LEMD3	619.2497	LEMD3	845.8111
LENG1	183.4684	LENG1	161.3191
LENG8	1073.6084	LENG8	4413.0704
LENG9	122.6058	LENG9	143.525
LEO1	511.6149	LEO1	565.508
LEPRE1	3326.1955	LEPRE1	450.0891
LEPREL1	72.339	LEPREL1	357.8431
LEPREL2	879.9496	LEPREL2	371.6578
LEPROTL1	573.8194	LEPROTL1	728.6096
LEPROT	659.6687	LEPROT	1100.2005
LEPR	105.6569	LEPR	1070.0312
removed	removed	LEP	5865.4189
LETM1	1716.9152	LETM1	1089.1266
LETM2	34.5969	LETM2	39.6613
LETMD1	598.6313	LETMD1	1206.7736
LFNG	1701.1893	LFNG	659.9822
removed	removed	LGALS12	714.3494
LGALS1	9673.5048	LGALS1	5576.6488
removed	removed	LGALS2	13.369
LGALS3BP	18198.6719	LGALS3BP	6422.4599
LGALS3	3767.2187	LGALS3	4451.8717
removed	removed	LGALS4	7.5758
removed	removed	LGALS7B	9.8039
removed	removed	LGALS7	9.8039
LGALS8	790.1374	LGALS8	1700.82
LGALS9C	13.6291	LGALS9C	6.6845
LGALS9	894.6271	LGALS9	743.3155
removed	removed	LGI1	41.4439
LGI2	51.3712	LGI2	65.0624
LGI4	38.441	LGI4	287.8788
LGMN	2499.7139	LGMN	2973.262
LGR4	480.8621	LGR4	1289.6613
LGR5	152.7156	LGR5	20.0535
LGR6	40.8873	LGR6	257.1301
LGTN	1627.4525	LGTN	1486.1854
removed	removed	LHCGR	8.0214
LHFPL1	5.242	LHFPL1	12.4777
LHFPL2	1192.3702	LHFPL2	1438.057
removed	removed	LHFPL4	6.6845
LHFP	533.6311	LHFP	2480.8378
LHPP	220.8611	LHPP	408.6453
LHX2	23.4141	removed	removed
LHX4	7.2094	removed	removed
LHX6	80.0272	LHX6	408.1996
LHX9	10.1344	removed	removed
LIAS	134.1941	LIAS	229.5009
LIFR	586.0506	LIFR	3170.2317
LIF	110.0811	LIF	638.975
LIG1	766.7234	LIG1	408.1996
LIG3	826.8311	LIG3	733.066
LIG4	265.9419	LIG4	344.0285
removed	removed	LILRA1	9.3583
LILRA2	60.8067	LILRA2	21.836
removed	removed	LILRA3	16.0428
LILRA4	51.0217	LILRA4	9.8039
LILRA5	12.2312	LILRA5	12.9234
LILRA6	46.4158	LILRA6	72.1257
LILRB1	111.4789	LILRB1	85.1159
LILRB2	88.7638	LILRB2	66.3993
LILRB3	55.9771	LILRB3	66.0205
LILRB4	343.5228	LILRB4	217.4688
LILRB5	50.6722	LILRB5	315.9537
LIMA1	3061.302	LIMA1	4137.7005
LIMCH1	4252.2744	LIMCH1	3133.6898
LIMD1	760.433	LIMD1	722.7273
LIMD2	177.7407	LIMD2	181.3369
LIME1	28.691	LIME1	29.3093
LIMK1	1681.9688	LIMK1	583.3333
LIMK2	1133.6603	LIMK2	2772.2816
LIMS1	350.8616	LIMS1	297.2371
removed	removed	LIMS2	1631.016
LIMS3-LOC440895	22.9248	LIMS3-LOC440895	34.3137
LIMS3	6.0807	LIMS3	5.7932
LIN37	207.4451	LIN37	131.934
LIN52	198.4954	LIN52	193.8503
LIN54	192.5545	LIN54	293.2264
LIN7A	14.328	LIN7A	64.1711
LIN7B	19.9194	LIN7B	24.9554
LIN7C	595.8356	LIN7C	541.4439
LIN9	403.6306	LIN9	102.4955
LINGO1	300.8882	LINGO1	130.1248
LINGO4	6.2903	LINGO4	17.8253
LINS1	299.1409	LINS1	252.6738
LIPA	1872.776	LIPA	2795.0089
LIPC	7.3387	LIPC	10.2496
LIPE	54.5163	LIPE	8146.221
LIPG	47.1776	LIPG	141.7112
LIPH	157.2587	LIPH	239.7504
LIPT1	81.9632	LIPT1	114.3316
LIPT2	27.2582	LIPT2	16.0428
LITAF	2817.7258	LITAF	5912.2103
LIX1L	331.9905	LIX1L	510.6952
LIX1	6.6398	removed	removed
LLGL1	729.3308	LLGL1	815.9537
LLGL2	2352.2402	LLGL2	685.3832
LLPH	786.5869	LLPH	508.5383
LMAN1	5759.5113	LMAN1	3168.8948
LMAN2L	1028.4717	LMAN2L	714.3494
LMAN2	4386.4684	LMAN2	2162.2103
LMBR1L	424.5984	LMBR1L	432.7094
LMBR1	1388.4193	LMBR1	847.148
LMBRD1	1181.5368	LMBRD1	1450.0891
LMBRD2	187.3125	LMBRD2	233.5116
LMCD1	4304.6939	LMCD1	1174.2424
LMF1	250.9149	LMF1	240.6417
LMF2	901.2669	LMF2	1110.0713
LMLN	438.9264	LMLN	237.5223
LMNA	6302.5779	LMNA	17443.4046
LMNB1	1499.8982	LMNB1	257.1301
LMNB2	1461.1077	LMNB2	846.2567
LMO2	221.56	LMO2	503.5651
LMO3	12.2312	LMO3	451.426
LMO4	1286.3759	LMO4	990.6417
LMO7	867.0195	LMO7	463.9037
LMOD1	595.4862	LMOD1	4761.1408
LMTK2	368.3347	LMTK2	451.8717
LMTK3	206.1836	LMTK3	135.4724
LMX1A	5.5914	LMX1A	8.0214
LMX1B	2358.88	LMX1B	1290.9982
LNP1	46.1746	LNP1	55.7531
LNPEP	324.2219	LNPEP	512.4777
LNX1	524.8945	LNX1	462.1212
LNX2	841.8581	LNX2	534.7594
LOC100009676	62.0822	LOC100009676	96.4127
LOC100101266	5.5914	removed	removed
removed	removed	LOC100124692	121.6578
LOC100125556	89.0923	LOC100125556	54.4875
LOC100126784	11.721	LOC100126784	63.3378
removed	removed	LOC100127888	20.1649
LOC100128191	58.4408	LOC100128191	23.779
removed	removed	LOC100128239	9.3583
LOC100128288	28.656	LOC100128288	61.943
LOC100128292	28.656	LOC100128292	26.738
LOC100128640	9.785	LOC100128640	55.2585
LOC100128788	6.9893	LOC100128788	14.7059
LOC100128822	36.3442	LOC100128822	71.3012
LOC100128842	9.0861	LOC100128842	40.5526
LOC100129034	2204.8434	LOC100129034	1816.6533
LOC100129387	32.8985	LOC100129387	188.2843
LOC100129534	24.4625	LOC100129534	74.4207
LOC100129550	198.4954	LOC100129550	278.0749
LOC100129637	101.5262	LOC100129637	222.3574
LOC100129716	5.5914	LOC100129716	9.3583
removed	removed	LOC100129726	7.5758
removed	removed	LOC100130015	22.6649
LOC100130093	286.2038	LOC100130093	127.7139
LOC100130522	28.3066	LOC100130522	26.2923
LOC100130557	19.1611	LOC100130557	47.3485
LOC100130581	21.6667	LOC100130581	40.9982
LOC100130691	9.0861	LOC100130691	11.4973
LOC100130776	141.1484	LOC100130776	205.2718
LOC100130872	55.2153	LOC100130872	40.5526
LOC100130932	79.6777	LOC100130932	30.303
removed	removed	LOC100130987	18.2709
LOC100131193	38.2278	LOC100131193	47.6827
LOC100131434	8.8973	LOC100131434	75.8155
LOC100131551	7.6882	removed	removed
LOC100131691	15.1842	LOC100131691	22.246
removed	removed	LOC100132111	7.5045
LOC100132215	8.3871	LOC100132215	11.1408
LOC100132247	104.1402	LOC100132247	222.3708
LOC100132287	80.7261	LOC100132287	300.3565
LOC100132288	221.9095	LOC100132288	166.6667
LOC100132707	82.435	LOC100132707	152.6916
LOC100133161	11.1828	LOC100133161	30.9046
LOC100133331	38.7905	LOC100133331	174.0597
removed	removed	LOC100133545	12.4777
removed	removed	LOC100133612	7.1301
LOC100133669	9.785	LOC100133669	18.2709
LOC100133985	9.785	removed	removed
LOC100133991	5.9409	LOC100133991	36.5419
LOC100134229	295.2968	LOC100134229	187.6114
LOC100134259	7.6882	LOC100134259	24.5098
LOC100134713	16.7778	LOC100134713	14.7415
removed	removed	LOC100134868	5.3476
LOC100144603	13.2796	removed	removed
LOC100144604	27.2582	LOC100144604	24.5098
LOC100170939	43.3999	LOC100170939	147.197
removed	removed	LOC100188947	8.0214
removed	removed	LOC100188949	5.7932
LOC100190938	35.2958	LOC100190938	313.2799
LOC100190939	90.1616	LOC100190939	340.4635
LOC100190986	66.3981	LOC100190986	318.1818
LOC100192378	6.2903	LOC100192378	8.467
LOC100216545	29.355	LOC100216545	78.877
removed	removed	LOC100233209	13.8146
LOC100240735	6.2903	LOC100240735	7.5758
LOC100268168	6.2903	LOC100268168	12.9234
LOC100270710	455.6937	LOC100270710	165.3922
LOC100270746	24.113	LOC100270746	33.8681
removed	removed	LOC100270804	28.5205
LOC100271722	16.7743	LOC100271722	43.2264
LOC100271831	15.7154	LOC100271831	38.2264
LOC100271836	150.4791	LOC100271836	547.598
LOC100272146	24.8119	LOC100272146	45.4545
LOC100272216	8.0377	LOC100272216	17.8253
LOC100272217	13.6291	LOC100272217	20.0535
LOC100272228	6.9893	LOC100272228	62.3886
LOC100286793	175.7802	LOC100286793	127.0053
LOC100286844	13.6046	LOC100286844	36.025
LOC100287227	8.0481	LOC100287227	6.2433
LOC100288778	258.4284	LOC100288778	260.6194
LOC100289341	33.1991	LOC100289341	29.4118
LOC100302401	6.9893	LOC100302401	27.7094
removed	removed	LOC100302650	149.287
LOC100303728	25.1614	LOC100303728	28.5205
LOC113230	270.4849	LOC113230	143.9394
LOC115110	17.0224	LOC115110	71.5062
removed	removed	LOC121838	18.2709
LOC134466	13.2796	LOC134466	49.9109
LOC143188	13.6291	LOC143188	29.4118
LOC143666	28.656	LOC143666	18.2709
LOC144438	637.0723	LOC144438	752.6738
LOC144486	8.7366	LOC144486	12.0321
LOC144571	21.3383	LOC144571	41.6845
LOC145783	36.1765	LOC145783	28.3111
LOC145837	71.2906	LOC145837	23.1729
LOC146880	194.9413	LOC146880	348.1283
LOC147727	304.7324	LOC147727	474.5989
LOC147804	143.6296	LOC147804	111.8538
LOC148189	49.2744	LOC148189	69.9643
LOC148413	298.9103	LOC148413	316.2299
removed	removed	LOC148696	6.7157
LOC148709	65.3497	removed	removed
LOC149134	10.4839	LOC149134	6.2389
LOC149837	17.8226	LOC149837	84.6702
LOC150381	46.4717	LOC150381	97.148
LOC150622	5.5914	removed	removed
LOC150776	277.8236	LOC150776	279.4118
LOC150786	70.9411	LOC150786	29.4118
LOC151009	22.0162	LOC151009	50.8021
LOC151162	2174.0137	LOC151162	1008.9127
LOC151534	90.8606	LOC151534	160.4278
LOC152217	216.6675	LOC152217	176.9162
LOC152225	147.4737	removed	removed
LOC153328	6.6398	LOC153328	10.6952
LOC153684	23.7635	LOC153684	32.9768
LOC154761	56.1134	LOC154761	96.377
removed	removed	LOC154822	11.5508
LOC158376	43.683	LOC158376	74.4207
LOC158572	32.1507	LOC158572	30.303
LOC158696	9.0861	LOC158696	6.6845
LOC162632	213.9976	LOC162632	427.9456
LOC168474	19.2205	LOC168474	16.0428
LOC200030	363.7183	LOC200030	682.2638
LOC202181	35.9948	LOC202181	78.877
LOC202781	104.1402	LOC202781	154.6346
LOC219347	98.6606	LOC219347	95.3654
removed	removed	LOC220429	9.8039
LOC220594	8.7366	LOC220594	11.1408
LOC220729	113.9252	LOC220729	105.1693
LOC220930	80.8554	LOC220930	89.2335
LOC221442	8.0377	LOC221442	88.2353
LOC221710	271.8828	LOC221710	306.1497
LOC222699	71.6401	LOC222699	36.0963
LOC253039	465.4857	LOC253039	467.9144
LOC253724	21.3173	LOC253724	10.6952
LOC254559	57.312	LOC254559	89.5722
removed	removed	LOC257358	7.1301
LOC25845	289.2441	LOC25845	314.8708
LOC282997	38.7905	LOC282997	30.7487
LOC283050	11.5323	LOC283050	32.0856
LOC283070	472.4749	LOC283070	172.9055
removed	removed	LOC283174	264.7059
LOC283267	205.4847	LOC283267	267.8253
LOC283314	42.348	LOC283314	107.4465
removed	removed	LOC283392	160.8824
LOC283663	13.6291	LOC283663	22.7273
LOC283867	46.4787	removed	removed
LOC283922	27.2582	LOC283922	60.6061
LOC284023	85.6186	LOC284023	114.082
removed	removed	LOC284232	9.8039
removed	removed	LOC284233	19.1622
LOC284276	9.785	LOC284276	15.5971
LOC284440	121.9628	LOC284440	148.8414
LOC284441	77.5809	LOC284441	61.943
removed	removed	LOC284578	37.8788
LOC284837	19.9194	LOC284837	44.5633
LOC284900	108.7776	LOC284900	199.8529
LOC285033	23.0332	LOC285033	30.1025
LOC285074	196.7481	LOC285074	270.9447
LOC285359	107.2854	LOC285359	77.9857
removed	removed	LOC285419	5.3476
LOC285548	12.9302	removed	removed
LOC285593	5.242	LOC285593	16.0428
LOC285830	8.1914	LOC285830	37.7273
removed	removed	LOC286002	16.934
LOC286367	33.1991	LOC286367	143.0481
LOC286467	9.4355	LOC286467	16.0428
LOC338651	74.6315	LOC338651	23.3556
LOC338758	21.6667	LOC338758	43.672
LOC338799	124.4091	LOC338799	238.8592
LOC339047	775.1105	LOC339047	1698.3066
LOC339290	338.9798	LOC339290	895.7219
LOC339524	10.8928	LOC339524	276.2923
LOC339535	71.2906	LOC339535	21.3904
LOC341056	15.0269	removed	removed
removed	removed	LOC342346	8.9127
LOC344595	200.2427	LOC344595	191.1765
LOC344967	6.2903	removed	removed
LOC348926	69.8927	LOC348926	68.1818
LOC349114	126.1564	LOC349114	80.6595
LOC374443	250.5655	LOC374443	134.5811
removed	removed	LOC374491	5.3476
LOC375190	41.2367	LOC375190	73.975
LOC387646	142.9307	LOC387646	56.1497
LOC387647	525.2265	LOC387647	503.9216
LOC388152	971.5091	LOC388152	288.3244
LOC388242	13.9785	LOC388242	25.4011
LOC388588	58.7099	LOC388588	18.2709
LOC388692	460.2437	LOC388692	370.7665
LOC388789	289.3559	LOC388789	540.107
LOC388796	199.8932	LOC388796	270.0535
LOC388955	328.8453	LOC388955	177.3619
removed	removed	LOC389033	8.467
LOC389333	29.0055	LOC389333	59.2692
LOC389458	12.5807	removed	removed
LOC389493	123.7102	LOC389493	24.5098
removed	removed	LOC390595	10.2496
removed	removed	LOC391322	10.6952
LOC399744	136.2908	LOC399744	118.984
LOC399815	11.5323	removed	removed
LOC399959	224.3557	LOC399959	494.6524
LOC400027	197.447	LOC400027	261.1408
LOC400043	236.5869	LOC400043	289.6613
LOC400657	182.0706	LOC400657	186.2745
LOC400752	23.7635	LOC400752	35.6506
LOC400759	11.1828	LOC400759	8.9127
LOC400927	6.6398	LOC400927	29.3137
LOC400931	69.8927	LOC400931	135.0267
LOC401010	27.9571	LOC401010	21.836
LOC401052	42.2851	LOC401052	140.82
LOC401093	43.8367	LOC401093	199.1667
LOC401127	9.0861	LOC401127	9.3583
LOC401397	652.4487	LOC401397	426.025
LOC401431	36.7216	LOC401431	44.7014
LOC401588	39.4894	LOC401588	90.9091
LOC402377	5.9409	LOC402377	15.5971
LOC407835	31.4517	LOC407835	38.3244
removed	removed	LOC440173	10.2496
LOC440354	138.8384	LOC440354	146.0873
removed	removed	LOC440461	11.5865
LOC440905	89.4627	LOC440905	19.6078
LOC440925	73.3874	LOC440925	5.7932
LOC440944	112.1778	LOC440944	273.1729
LOC440957	62.2045	LOC440957	119.4296
LOC441046	8.3871	LOC441046	15.1515
LOC441089	133.8446	LOC441089	93.5829
LOC441204	39.1399	LOC441204	67.7362
LOC441208	23.0646	LOC441208	54.8128
LOC441294	34.2474	LOC441294	66.8449
LOC441455	31.4517	LOC441455	9.8039
LOC441666	58.011	LOC441666	41.4439
LOC441869	104.4896	LOC441869	239.3048
LOC442421	12.9302	removed	removed
LOC442454	126.8553	LOC442454	137.7005
LOC493754	490.647	LOC493754	596.7023
LOC541471	413.765	LOC541471	131.016
removed	removed	LOC541473	5.9893
LOC550112	723.7393	LOC550112	234.8485
LOC550643	159.006	LOC550643	255.3476
removed	removed	LOC554202	24.9554
removed	removed	LOC55908	49.0196
LOC595101	163.8985	LOC595101	169.3405
LOC606724	15.3764	LOC606724	23.6185
LOC613037	6.7901	LOC613037	51.6934
LOC619207	13.6291	LOC619207	22.7273
LOC641298	28.352	LOC641298	288.5651
LOC642587	174.0329	LOC642587	743.7611
LOC642826	52.2134	LOC642826	119.2781
LOC642846	57.312	LOC642846	109.18
LOC642852	676.2123	LOC642852	311.943
LOC643008	5.5914	LOC643008	12.4777
LOC643387	47.1776	LOC643387	28.0749
removed	removed	LOC643719	24.9554
removed	removed	LOC643763	7.1301
LOC643837	82.4734	LOC643837	180.9269
LOC644172	60.8067	LOC644172	46.7914
LOC644538	78.6293	LOC644538	145.7219
LOC644936	40.5378	LOC644936	18.2709
LOC645166	84.5702	LOC645166	62.3886
LOC645323	24.8119	removed	removed
LOC645332	110.78	LOC645332	110.9626
LOC645431	80.0377	LOC645431	14.8173
LOC645676	25.1928	LOC645676	43.6943
LOC646214	89.4627	LOC646214	143.0481
LOC646471	24.9203	LOC646471	49.4786
LOC646762	253.0117	LOC646762	322.1925
LOC646851	58.3604	LOC646851	100.2674
removed	removed	LOC646999	11.1408
LOC647121	11.8818	LOC647121	25.8467
LOC647288	8.0377	LOC647288	7.5758
removed	removed	LOC647309	17.8253
LOC647946	12.5807	removed	removed
LOC647979	9312.1593	LOC647979	10329.7683
removed	removed	LOC648740	14.5455
LOC649330	7.6882	LOC649330	10.2496
LOC650368	23.7635	LOC650368	63.7255
LOC650623	17.4732	LOC650623	97.148
LOC651250	1634.4417	LOC651250	1886.8093
LOC652276	36.3442	LOC652276	52.5847
LOC653113	18.5216	LOC653113	50.3565
LOC653501	36.6937	LOC653501	248.6631
LOC653566	2080.008	LOC653566	1149.7326
LOC653653	42.6346	LOC653653	89.1266
LOC653786	5.242	LOC653786	5.7932
LOC654342	207.5814	LOC654342	372.9947
LOC654433	233.4418	LOC654433	142.6025
LOC678655	350.2185	LOC678655	329.8128
LOC723972	5.5914	LOC723972	11.1408
LOC727896	11.8818	LOC727896	23.6185
LOC728024	21.3173	LOC728024	44.1176
LOC728190	174.0329	LOC728190	229.0553
LOC728264	103.4413	LOC728264	4581.5508
LOC728323	32.1507	LOC728323	51.2478
LOC728392	60.4572	LOC728392	101.6043
LOC728554	410.2704	LOC728554	141.7112
LOC728606	126.5059	LOC728606	53.9216
LOC728613	149.9199	LOC728613	166.221
