gene_id	TCGA-BH-A18P-01A-11R-A12D-07	gene_id	TCGA-BH-A18P-11A-43R-A12D-07
CLCC1	843.164	CLCC1	1031.9369
CLCF1	120.1135	CLCF1	58.0205
removed	removed	CLCN1	8.959
CLCN2	145.7475	CLCN2	53.3276
CLCN3	2909.4571	CLCN3	2019.198
CLCN4	30.7608	CLCN4	301.6212
CLCN5	153.8039	CLCN5	129.6928
CLCN6	239.8608	CLCN6	836.6041
CLCN7	1096.0359	CLCN7	1153.5836
removed	removed	CLCNKA	8.1058
removed	removed	CLDN10	15.9002
CLDN11	52.0004	CLDN11	474.8294
CLDN12	1012.5423	CLDN12	883.5367
CLDN15	101.4373	CLDN15	116.8942
removed	removed	CLDN19	191.5529
CLDN1	264.03	CLDN1	667.2355
CLDN23	182.0013	CLDN23	196.2457
removed	removed	CLDN2	50.7679
CLDN3	512.3135	CLDN3	313.1399
CLDN4	4773.7801	CLDN4	3767.4915
CLDN5	43.5778	CLDN5	744.0273
CLDN7	2544.7221	CLDN7	429.1809
CLDN8	22.3382	CLDN8	597.2696
CLDND1	3074.9794	CLDND1	1614.7611
removed	removed	CLDND2	40.529
CLEC10A	38.451	CLEC10A	35.4096
CLEC11A	143.9165	CLEC11A	84.0444
CLEC12A	12.4508	removed	removed
CLEC14A	194.8183	CLEC14A	1061.4334
CLEC16A	902.3162	CLEC16A	666.3823
CLEC1A	14.2818	CLEC1A	163.8225
CLEC2B	144.6489	CLEC2B	303.7543
CLEC2D	348.9884	CLEC2D	353.2423
removed	removed	CLEC2L	20.9044
CLEC3A	364.3688	CLEC3A	5.1195
CLEC3B	63.3526	CLEC3B	790.529
CLEC4A	12.4508	CLEC4A	17.4915
removed	removed	CLEC4F	26.0239
removed	removed	CLEC4GP1	5.9727
CLEC5A	79.4653	CLEC5A	6.3993
CLEC7A	127.8037	CLEC7A	37.116
CLGN	270.6216	CLGN	41.3823
CLIC1	7893.4359	CLIC1	3639.9317
CLIC2	188.5929	CLIC2	468.43
CLIC3	5.8592	CLIC3	7.2526
CLIC4	5566.2364	CLIC4	7120.7338
CLIC5	192.6211	CLIC5	585.3242
CLIC6	30.0284	CLIC6	261.0922
CLINT1	2318.0445	CLINT1	1643.7713
CLIP1	2069.3949	CLIP1	2708.1911
CLIP2	284.171	CLIP2	425.7679
CLIP3	166.6209	CLIP3	638.2253
CLIP4	199.9451	CLIP4	2078.4983
CLK1	1385.6999	CLK1	2212.0307
CLK2P	15.7466	CLK2P	11.0922
CLK2	965.6688	CLK2	492.3208
CLK3	703.8359	CLK3	752.5597
CLK4	393.6647	CLK4	671.9283
CLMN	2435.5946	CLMN	3495.7338
CLN3	1016.9367	CLN3	800.7679
CLN5	739.7235	CLN5	897.6109
CLN6	996.4296	CLN6	441.5529
CLN8	670.1456	CLN8	410.4096
CLNS1A	1872.0132	CLNS1A	1192.8328
CLOCK	1062.7117	CLOCK	593.43
CLP1	135.8601	CLP1	217.5768
CLPB	580.4266	CLPB	261.0922
CLPP	469.1019	CLPP	553.3276
CLPTM1L	1715.2797	CLPTM1L	1594.2833
CLPTM1	1899.4782	CLPTM1	2688.9932
CLPX	923.5558	CLPX	1015.3584
CLSPN	186.7619	CLSPN	5.5461
CLSTN1	5492.264	CLSTN1	3334.0444
CLSTN2	1595.1662	CLSTN2	1444.9659
CLSTN3	2034.6059	CLSTN3	551.6212
CLTA	1710.1529	CLTA	1688.1399
CLTB	805.6395	CLTB	756.3993
CLTCL1	26.0002	CLTCL1	184.727
CLTC	15325.46	CLTC	9723.5495
CLUAP1	448.5947	CLUAP1	448.6391
CLUL1	49.8032	CLUL1	66.5529
CLU	3872.5625	CLU	13432.5939
removed	removed	CLVS1	29.7824
CLYBL	10.2536	CLYBL	169.3686
removed	removed	CMA1	42.6621
CMAH	2104.55	CMAH	191.1263
CMAS	790.9915	CMAS	567.8328
CMBL	447.4961	CMBL	1328.0717
CMC1	106.1979	CMC1	120.3072
CMIP	950.2884	CMIP	1104.9488
CMKLR1	164.7899	CMKLR1	273.0375
CMPK1	2415.4536	CMPK1	4219.7099
CMPK2	183.0999	CMPK2	137.372
CMTM1	148.3109	CMTM1	84.471
CMTM3	1287.9246	CMTM3	773.0375
CMTM4	2032.0425	CMTM4	1524.744
removed	removed	CMTM5	13.6519
CMTM6	3069.1202	CMTM6	2143.3447
CMTM7	128.9023	CMTM7	669.7952
CMTM8	673.4414	CMTM8	197.099
CMYA5	395.1295	CMYA5	1489.7611
CN5H6.4	9.8874	CN5H6.4	7.6792
CNBP	6257.6215	CNBP	8560.5802
CNDP2	3714.3642	CNDP2	2003.413
CNFN	27.465	CNFN	36.2628
CNGA1	5.493	CNGA1	119.8805
CNIH2	48.7046	removed	removed
CNIH3	51.6342	CNIH3	38.8225
CNIH4	2927.0347	CNIH4	742.7474
CNIH	1202.2338	CNIH	1292.2355
CNKSR1	506.4543	CNKSR1	222.2696
removed	removed	CNKSR2	101.5358
CNKSR3	101.4373	CNKSR3	140.785
CNN1	217.8889	CNN1	2956.9113
CNN2	1303.305	CNN2	3924.9147
CNN3	3743.294	CNN3	4698.8055
removed	removed	CNNM1	33.2765
CNNM2	327.3826	CNNM2	196.6724
CNNM3	703.8359	CNNM3	837.4573
CNNM4	754.3715	CNNM4	632.6792
CNOT10	863.8652	CNOT10	506.8259
CNOT1	4061.3238	CNOT1	4903.942
CNOT2	1747.8715	CNOT2	1458.6177
CNOT3	952.4856	CNOT3	750.4266
CNOT4	738.6249	CNOT4	604.5222
CNOT6L	1386.7985	CNOT6L	1763.2253
CNOT6	2242.9735	CNOT6	803.3276
CNOT7	2367.1153	CNOT7	1753.8396
CNOT8	2349.9039	CNOT8	1598.5495
CNO	169.5505	CNO	158.2765
CNPY2	1868.3512	CNPY2	754.2662
CNPY3	1100.7965	CNPY3	553.3276
CNPY4	369.1294	CNPY4	186.0068
CNP	1904.7368	CNP	1702.3251
CNR1	8.7888	CNR1	145.9044
CNRIP1	88.9865	CNRIP1	799.4881
CNST	1366.2913	CNST	870.7338
CNTD1	37.0155	CNTD1	51.4932
removed	removed	CNTD2	17.4915
CNTFR	20.8734	CNTFR	1630.5461
CNTF	5.1231	CNTF	15.3584
CNTLN	286.3682	CNTLN	314.4198
CNTN1	171.0153	CNTN1	493.1741
CNTN2	5.8592	CNTN2	54.6075
CNTN3	79.0991	CNTN3	58.4471
CNTN4	28.1974	CNTN4	122.8669
CNTNAP1	64.8174	CNTNAP1	122.8669
CNTNAP2	2131.6488	CNTNAP2	32.8498
CNTNAP3	11.7184	CNTNAP3	222.2696
CNTROB	802.3437	CNTROB	558.8737
COASY	1824.4072	COASY	1155.7167
COBLL1	459.9469	COBLL1	2999.5734
COBL	703.4697	COBL	757.2526
COBRA1	1456.3765	COBRA1	1162.5427
removed	removed	COCH	38.2039
COG1	679.8279	COG1	903.0802
COG2	1930.6051	COG2	679.6075
COG3	1185.3886	COG3	815.6997
COG4	783.3013	COG4	1247.8669
COG5	1311.7642	COG5	1125.7167
COG6	846.6538	COG6	725.6826
COG7	1040.0073	COG7	555.0341
COG8	307.4686	COG8	472.6109
COIL	524.3981	COIL	435.1536
COL10A1	4327.0164	COL10A1	12.372
COL11A1	7392.8408	COL11A1	22.6109
COL11A2	41.3806	COL11A2	20.0512
COL12A1	16585.9196	COL12A1	3788.3959
COL13A1	59.3244	COL13A1	7.2526
COL14A1	943.6968	COL14A1	7502.1331
COL15A1	2810.5832	COL15A1	4886.9454
COL16A1	1357.5025	COL16A1	1088.7372
COL17A1	269.523	COL17A1	4002.5597
COL18A1	2860.3863	COL18A1	2946.2457
COL1A1	110311.8191	COL1A1	7299.9147
COL1A2	102199.762	COL1A2	13887.372
removed	removed	COL21A1	35.4096
COL22A1	28.9298	removed	removed
COL23A1	17.9438	COL23A1	31.9966
COL24A1	115.7191	COL24A1	11.0922
removed	removed	COL25A1	160.4096
COL27A1	280.509	COL27A1	201.3652
removed	removed	COL28A1	30.7167
COL2A1	114.6205	COL2A1	98.9761
COL3A1	97264.4878	COL3A1	13346.4164
COL4A1	10437.4256	COL4A1	14764.9317
COL4A2	8094.8457	COL4A2	15662.9693
COL4A3BP	1818.1818	COL4A3BP	3029.4369
removed	removed	COL4A3	23.4642
COL4A4	11.7184	COL4A4	42.2355
COL4A5	1101.5289	COL4A5	634.8123
COL4A6	11.3522	COL4A6	182.5939
COL5A1	11190.6985	COL5A1	931.314
COL5A2	13640.9411	COL5A2	2482.0819
COL5A3	821.7523	COL5A3	1152.3038
COL6A1	10352.8335	COL6A1	4518.7713
COL6A2	12023.4368	COL6A2	6590.8703
COL6A3	24466.9047	COL6A3	8482.0819
COL6A4P2	6.5916	removed	removed
COL6A6	16.479	COL6A6	294.3686
COL7A1	207.2691	COL7A1	392.0648
COL8A1	945.1616	COL8A1	323.8055
COL8A2	1927.6755	COL8A2	648.8908
COL9A2	470.9329	COL9A2	228.2423
removed	removed	COL9A3	18.7713
COLEC10	8.4226	removed	removed
removed	removed	COLEC11	34.1297
COLEC12	275.7484	COLEC12	462.4573
COLQ	39.1834	COLQ	33.6263
COMMD10	707.1317	COMMD10	394.198
COMMD1	240.9594	COMMD1	288.8225
COMMD2	859.1046	COMMD2	712.884
COMMD3	730.0119	COMMD3	530.4778
COMMD4	750.7095	COMMD4	430.4608
COMMD5	474.1042	COMMD5	260.913
COMMD6	728.3713	COMMD6	1594.7099
COMMD7	995.331	COMMD7	856.2287
COMMD8	353.749	COMMD8	165.9556
COMMD9	550.7644	COMMD9	719.2833
COMP	1170.0082	COMP	8.5324
COMTD1	46.8736	COMTD1	29.4369
COMT	1934.9995	COMT	1145.0512
COPA	17618.8813	COPA	6356.8131
COPB1	5211.9088	COPB1	2842.4317
COPB2	7207.1775	COPB2	2943.2594
COPE	1750.4349	COPE	956.058
COPG2	580.0604	COPG2	550.7679
COPG	4718.4839	COPG	2792.6621
COPS2	1763.6181	COPS2	3459.8976
COPS3	957.6124	COPS3	865.6143
COPS4	1163.4166	COPS4	1006.8259
COPS5	1221.2762	COPS5	1072.099
COPS6	1255.699	COPS6	1490.6143
COPS7A	959.8096	COPS7A	1354.9488
COPS7B	652.2018	COPS7B	551.1945
COPS8	1372.1432	COPS8	1025.5375
COPZ1	6040.4651	COPZ1	2610.9215
COPZ2	186.7619	COPZ2	616.4676
COQ10A	69.578	COQ10A	180.8874
COQ10B	786.5971	COQ10B	699.6587
COQ2	154.1701	COQ2	110.9215
COQ3	145.0151	COQ3	178.3276
COQ4	910.0064	COQ4	616.8942
COQ5	422.2283	COQ5	665.9556
COQ6	366.9834	COQ6	406.5444
COQ7	634.258	COQ7	525.1706
COQ9	430.6509	COQ9	906.57
CORIN	77.2681	CORIN	10.2389
CORO1A	514.5107	CORO1A	191.5529
CORO1B	947.725	CORO1B	1145.4778
CORO1C	1565.504	CORO1C	2207.7645
CORO2A	2923.0065	CORO2A	266.2116
CORO2B	45.775	CORO2B	583.6177
CORO6	38.8172	CORO6	40.9556
CORO7	451.3559	CORO7	210.7381
COTL1	1126.4305	COTL1	1020.9044
COX10	253.7764	COX10	371.587
COX11	681.2341	COX11	772.1715
COX15	967.3826	COX15	1308.0674
COX16	877.0484	COX16	601.5358
COX17	537.2151	COX17	337.0307
COX18	368.7632	COX18	500
COX19	318.2935	COX19	231.0111
COX4I1	1723.7023	COX4I1	4881.8259
removed	removed	COX4I2	93.8567
COX4NB	161.4941	COX4NB	303.3276
COX5A	963.4716	COX5A	1707.3379
COX5B	748.5123	COX5B	1629.2662
COX6A1	1077.7259	COX6A1	1686.8601
COX6B1	2080.0146	COX6B1	2696.6724
COX6B2	37.7186	COX6B2	9.3857
COX6C	1776.435	COX6C	1794.7952
COX7A1	42.8454	COX7A1	856.6553
COX7A2L	1382.4041	COX7A2L	1873.2935
COX7A2	1232.6284	COX7A2	1497.4403
COX7B	915.8656	COX7B	1672.3549
COX7C	2595.9901	COX7C	3545.6485
COX8A	689.5542	COX8A	1690.273
CP110	948.8236	CP110	748.7201
removed	removed	CPA1	91.7235
removed	removed	CPA2	20.0512
CPA3	83.8597	CPA3	246.1604
removed	removed	CPA4	46.5017
CPAMD8	23.803	CPAMD8	493.1741
removed	removed	CPB1	174.4881
CPD	3670.7864	CPD	4373.2935
removed	removed	CPEB1	46.0751
CPEB2	629.1312	CPEB2	1288.8225
CPEB3	188.5929	CPEB3	234.215
CPEB4	1068.9371	CPEB4	1668.942
CPE	640.1172	CPE	4537.116
CPLX1	25.634	CPLX1	62.7133
CPM	329.5798	CPM	8054.6075
CPN2	9.5212	CPN2	6.3993
CPNE1	1256.457	CPNE1	970.448
CPNE2	258.1708	CPNE2	1439.8464
CPNE3	3474.8695	CPNE3	3886.0922
removed	removed	CPNE4	9.8123
CPNE5	29.6622	CPNE5	80.2048
CPNE7	292.5936	CPNE7	5.9727
CPNE8	69.578	CPNE8	266.2116
CPOX	493.6373	CPOX	364.3345
CPO	10.2536	removed	removed
CPPED1	691.019	CPPED1	460.3242
CPS1	219.3537	CPS1	522.6109
CPSF1	951.7532	CPSF1	1080.2048
CPSF2	1828.0692	CPSF2	1177.0478
CPSF3L	1065.2751	CPSF3L	1104.9488
CPSF3	983.2464	CPSF3	711.6041
CPSF4	346.425	CPSF4	484.215
CPSF6	2418.7494	CPSF6	1392.4915
CPSF7	1186.8534	CPSF7	1867.3208
CPT1A	914.4008	CPT1A	1828.9249
CPT1B	317.4146	CPT1B	421.1007
CPT1C	23.4368	CPT1C	40.9556
CPT2	652.568	CPT2	843.0034
CPVL	106.5641	CPVL	209.8976
CPXM1	508.2853	CPXM1	584.0444
CPXM2	228.8749	CPXM2	897.1843
CPZ	201.7761	CPZ	199.6587
CP	56.219	CP	329.4283
CR1	11.7184	CR1	28.157
CRABP1	26.3664	CRABP1	104.5222
CRABP2	23622.0818	CRABP2	1450.0853
CRADD	88.2541	CRADD	162.5427
CRAMP1L	1238.1434	CRAMP1L	1010.6911
CRAT	9321.2487	CRAT	1843.0034
removed	removed	CRB1	9.8123
removed	removed	CRB2	28.5836
CRB3	260.7342	CRB3	68.686
CRBN	315.1479	CRBN	1242.7816
CRCP	1220.5438	CRCP	722.2696
CREB1	1896.5486	CREB1	1477.3891
CREB3L1	4585.1872	CREB3L1	94.7099
CREB3L2	1721.1389	CREB3L2	3011.5188
CREB3L4	6416.5522	CREB3L4	643.7713
CREB3	1377.552	CREB3	841.6169
CREB5	43.2116	CREB5	222.6962
CREBBP	3178.2477	CREBBP	3111.3481
CREBL2	1248.375	CREBL2	3563.9932
CREBZF	942.9644	CREBZF	1186.4334
CREG1	2510.6656	CREG1	4354.5222
CRELD1	770.4843	CRELD1	1088.3106
CRELD2	617.0466	CRELD2	276.4505
CREM	328.8474	CREM	273.8908
removed	removed	CRHBP	706.4846
removed	removed	CRHR1	61.4462
CRIM1	1456.0103	CRIM1	8951.7918
CRIP1	6279.5935	CRIP1	388.6519
CRIP2	4166.6209	CRIP2	1310.1536
CRIPAK	159.2969	CRIPAK	216.2969
CRIPT	353.3828	CRIPT	375.4266
CRISP3	338.3686	CRISP3	12.7986
CRISPLD1	101.8035	CRISPLD1	1059.3003
CRISPLD2	1344.6855	CRISPLD2	622.4403
CRKL	2498.9472	CRKL	1996.587
CRK	1095.3035	CRK	1373.7201
CRLF1	9.5212	CRLF1	63.5666
CRLF3	234.3678	CRLF3	366.041
CRLS1	728.7375	CRLS1	1485.0683
CRMP1	129.0341	CRMP1	101.8259
CRNKL1	2095.0288	CRNKL1	885.2389
CROCCL1	226.5092	CROCCL1	240.1536
CROCCL2	32.2256	CROCCL2	62.7133
CROCC	218.9875	CROCC	233.3618
CROT	1140.3461	CROT	498.2935
CRTAC1	19.4086	CRTAC1	170.6485
CRTAM	14.2818	removed	removed
CRTAP	2736.6108	CRTAP	8369.0273
CRTC1	424.7917	CRTC1	325.5119
CRTC2	1257.8962	CRTC2	813.9932
CRTC3	1836.1256	CRTC3	1974.4027
CRY1	480.4541	CRY1	378.413
CRY2	1104.4585	CRY2	2937.7133
CRYAB	169.1843	CRYAB	9098.9761
CRYBB1	5.1268	removed	removed
CRYBG3	141.6314	CRYBG3	1717.6664
removed	removed	CRYGN	8.959
removed	removed	CRYGS	13.2253
CRYL1	510.8487	CRYL1	617.7474
CRYM	173.9449	removed	removed
CRYZL1	295.2669	CRYZL1	441.0452
CRYZ	348.9554	CRYZ	712.709
CSAD	236.565	CSAD	727.3891
CSDAP1	9.155	CSDAP1	48.2082
CSDA	744.1179	CSDA	2806.314
CSDC2	38.0848	CSDC2	31.57
CSDE1	14154.3532	CSDE1	27843.0034
CSE1L	2501.8768	CSE1L	1834.471
CSF1R	559.9194	CSF1R	627.9863
CSF1	319.3262	CSF1	775.5973
CSF2RA	86.7893	CSF2RA	67.4061
removed	removed	CSF2RB	142.9181
CSF3R	100.3387	CSF3R	101.1092
CSGALNACT1	1002.6549	CSGALNACT1	467.1502
CSGALNACT2	851.7806	CSGALNACT2	668.0887
CSK	1116.9093	CSK	544.7952
removed	removed	CSMD1	5.5461
CSMD2	49.437	CSMD2	11.0922
removed	removed	CSN1S1	26.0239
CSNK1A1	8182.0013	CSNK1A1	4988.0546
CSNK1D	3164.6983	CSNK1D	2504.2662
CSNK1E	2296.6401	CSNK1E	2059.2705
CSNK1G1	1250.9384	CSNK1G1	655.7167
CSNK1G2	791.7239	CSNK1G2	674.4881
CSNK1G3	934.1756	CSNK1G3	825.9386
CSNK2A1P	727.2727	CSNK2A1P	570.3925
CSNK2A1	1876.0414	CSNK2A1	1308.8737
CSNK2A2	303.2134	CSNK2A2	1126.7065
CSNK2B	1949.2813	CSNK2B	2173.7031
CSPG4	539.7784	CSPG4	4050.3413
CSPG5	7.324	CSPG5	63.9932
CSPP1	352.2842	CSPP1	321.1049
CSRNP1	574.5674	CSRNP1	2933.0205
CSRNP2	2680.5823	CSRNP2	825.9386
removed	removed	CSRNP3	69.1126
CSRP1	7403.8268	CSRP1	12509.3857
CSRP2BP	730.2023	CSRP2BP	769.198
CSRP2	108.3951	CSRP2	632.6792
CST1	585.5534	removed	removed
CST2	24.1692	removed	removed
CST3	3953.8588	CST3	3987.628
CST4	75.071	removed	removed
CST6	5.1268	CST6	9.3857
CST7	45.0426	CST7	30.7167
removed	removed	CST9	8.5324
CSTA	19.0424	CSTA	343.43
CSTB	1280.6006	CSTB	2389.0785
CSTF1	899.0204	CSTF1	460.3242
CSTF2T	1182.459	CSTF2T	856.6553
CSTF2	963.1054	CSTF2	182.1672
CSTF3	808.2029	CSTF3	428.6561
CS	4608.9902	CS	11574.6587
removed	removed	CT62	37.116
CTAGE1	11.7184	removed	removed
CTAGE4	68.4794	CTAGE4	49.9147
CTAGE5	1397.107	CTAGE5	734.471
CTAGE6	10.2536	CTAGE6	8.5324
CTAGE9	277.2132	CTAGE9	146.3311
CTBP1	1964.9547	CTBP1	1765.7722
CTBP2	3290.6711	CTBP2	1282.4232
CTBS	376.0798	CTBS	544.3558
CTCFL	14.0218	CTCFL	12.8072
CTCF	1686.7161	CTCF	1353.2423
CTDP1	477.8907	CTDP1	308.0205
CTDSP1	2771.3998	CTDSP1	3680.4608
CTDSP2	6875.0343	CTDSP2	9597.6962
CTDSPL2	1151.3321	CTDSPL2	789.2491
CTDSPL	2106.7472	CTDSPL	1702.2184
CTF1	177.2407	CTF1	331.058
CTGF	3316.6712	CTGF	7311.8601
CTHRC1	1629.5889	CTHRC1	111.7747
CTH	40.282	CTH	159.5563
CTLA4	24.1692	CTLA4	11.5188
CTNNA1	17232.6284	CTNNA1	9680.4608
removed	removed	CTNNA3	5.9727
CTNNAL1	1907.9008	CTNNAL1	1789.6758
CTNNB1	12143.8543	CTNNB1	8498.6604
CTNNBIP1	433.2143	CTNNBIP1	1233.3618
CTNNBL1	587.0182	CTNNBL1	791.8089
CTNND1	6253.5933	CTNND1	8642.0648
CTNND2	1071.8667	CTNND2	105.3754
CTNS	238.9453	CTNS	344.2491
CTPS2	811.8649	CTPS2	550.3413
CTPS	550.7644	CTPS	151.0239
CTR9	1666.2089	CTR9	1590.8703
CTSA	1451.0702	CTSA	1952.3464
CTSB	11916.8727	CTSB	9815.273
CTSC	1160.1208	CTSC	1465.8703
CTSD	14032.0425	CTSD	7845.5631
CTSF	474.9611	CTSF	2464.5904
CTSG	7.6902	CTSG	97.6962
CTSH	920.9924	CTSH	982.0819
CTSK	3517.7149	CTSK	2963.7372
CTSL1	1392.6577	CTSL1	2052.4744
CTSL2	60.0568	CTSL2	59.3003
removed	removed	CTSO	1304.1809
CTSS	1564.7716	CTSS	723.1229
CTSW	53.4652	CTSW	53.7543
CTSZ	3229.1495	CTSZ	2860.0683
CTTNBP2NL	759.8645	CTTNBP2NL	796.9283
CTTNBP2	117.1839	CTTNBP2	278.5836
CTTN	2455.0032	CTTN	2913.8225
CTU1	31.127	CTU1	25.1706
CTU2	104.3523	CTU2	114.471
CTXN1	361.4392	CTXN1	19.198
CUBN	41.0144	CUBN	97.6962
CUEDC1	637.5538	CUEDC1	239.7611
CUEDC2	834.5693	CUEDC2	644.6246
CUL1	1817.4494	CUL1	1802.901
CUL2	966.035	CUL2	918.0887
CUL3	3213.7691	CUL3	2174.0614
CUL4A	2311.4529	CUL4A	2167.6621
CUL4B	1770.942	CUL4B	2250.8532
CUL5	915.4994	CUL5	1273.4642
CUL7	1492.5826	CUL7	1141.6254
CUL9	773.4139	CUL9	750
CUTA	2014.8311	CUTA	1308.8737
CUTC	161.311	CUTC	345.1323
CUX1	1061.9793	CUX1	1334.471
CUZD1	27.3808	CUZD1	11.8473
CWC15	342.0306	CWC15	839.1638
CWC22	839.6961	CWC22	814.4198
CWC25	457.3835	CWC25	434.3003
CWC27	527.3277	CWC27	465.0171
CWF19L1	538.6798	CWF19L1	460.7509
CWF19L2	307.2416	CWF19L2	788.8225
CX3CL1	1988.4647	CX3CL1	6761.0922
CX3CR1	142.0855	CX3CR1	389.0785
CXADRP3	903.781	CXADRP3	5.5461
CXADR	710.4275	CXADR	154.0102
CXCL10	2491.6232	CXCL10	14.5051
CXCL11	579.328	CXCL11	5.9727
CXCL12	1271.4456	CXCL12	6143.3447
CXCL13	151.9729	removed	removed
CXCL14	4557.7222	CXCL14	3974.4027
CXCL16	901.5838	CXCL16	759.3857
CXCL17	849.5834	CXCL17	33.2765
removed	removed	CXCL1	17.0648
removed	removed	CXCL2	287.5427
removed	removed	CXCL3	15.785
CXCL9	6225.0298	CXCL9	53.3276
CXCR2P1	31.8594	removed	removed
removed	removed	CXCR2	24.744
CXCR3	29.296	CXCR3	14.0785
CXCR4	723.9769	CXCR4	336.6041
CXCR5	5.8592	removed	removed
CXCR6	44.6764	CXCR6	37.5427
CXCR7	273.185	CXCR7	1832.3379
CXXC1	585.5534	CXXC1	463.7372
CXXC4	61.1554	CXXC4	15.785
CXXC5	767.5547	CXXC5	514.5051
CXorf21	49.437	CXorf21	27.7304
CXorf23	391.4675	CXorf23	331.058
CXorf26	922.091	CXorf26	340.0171
CXorf36	243.5228	CXorf36	1684.3003
CXorf38	139.1559	CXorf38	250.8532
CXorf40A	497.6655	CXorf40A	330.2048
CXorf40B	554.7926	CXorf40B	390.3584
CXorf42	30.0284	CXorf42	35.8362
CXorf56	204.3395	CXorf56	265.3584
CXorf57	19.4086	CXorf57	57.1672
removed	removed	CXorf58	5.5461
CYB561D1	369.4956	CYB561D1	460.3242
CYB561D2	313.8332	CYB561D2	203.9249
CYB561	3637.8284	CYB561	1021.7577
CYB5A	1195.276	CYB5A	4049.4881
CYB5B	859.4708	CYB5B	1619.4539
CYB5D1	642.2265	CYB5D1	633.1058
CYB5D2	246.4524	CYB5D2	514.0785
CYB5R1	2605.5113	CYB5R1	1563.9932
CYB5R2	475.3273	CYB5R2	192.8328
CYB5R3	2723.4276	CYB5R3	7479.9488
CYB5R4	479.3555	CYB5R4	283.2765
CYB5RL	118.6487	CYB5RL	122.4403
CYBASC3	611.5536	CYBASC3	866.8942
CYBA	214.5931	CYBA	272.6109
CYBB	816.6255	CYBB	401.8771
CYBRD1	5294.8824	CYBRD1	16532.4232
CYC1	1112.5149	CYC1	2085.3242
CYCS	1727.3643	CYCS	1585.7509
CYFIP1	4200.6775	CYFIP1	3843.8567
CYFIP2	1472.4892	CYFIP2	180.8874
CYGB	141.3531	CYGB	1122.4403
CYHR1	380.1154	CYHR1	663.3959
CYLD	888.7668	CYLD	1454.3515
CYP11A1	8.4226	CYP11A1	40.1024
removed	removed	CYP1A1	1248.7201
CYP1B1	625.103	CYP1B1	1783.2765
CYP20A1	1075.5287	CYP20A1	765.785
CYP21A2	325.7823	CYP21A2	41.4761
CYP26A1	9.155	CYP26A1	9.3857
CYP26B1	29.296	CYP26B1	272.1843
CYP27A1	2000.5493	CYP27A1	664.2491
CYP27B1	5.493	CYP27B1	9.8123
removed	removed	CYP27C1	23.8908
removed	removed	CYP2A6	63.9932
CYP2B7P1	102.9021	CYP2B7P1	8.1058
removed	removed	CYP2C18	6.3993
CYP2C8	7.324	CYP2C8	9.3857
removed	removed	CYP2D6	5.1195
removed	removed	CYP2D7P1	5.5461
removed	removed	CYP2E1	27.2611
CYP2J2	8.4226	CYP2J2	107.5085
CYP2R1	175.7759	CYP2R1	210.7509
CYP2S1	30.7608	CYP2S1	19.198
CYP2U1	88.6203	CYP2U1	564.8464
removed	removed	CYP39A1	148.0375
removed	removed	CYP3A4	11.5188
CYP3A5	8.0564	CYP3A5	12.372
CYP46A1	13.9156	CYP46A1	44.7952
CYP4B1	41.0144	CYP4B1	1132.2526
CYP4F11	107.2965	CYP4F11	17.0648
removed	removed	CYP4F12	46.0751
removed	removed	CYP4F22	46.0751
CYP4V2	693.5823	CYP4V2	994.8805
CYP4X1	95.9443	CYP4X1	575.9386
CYP4Z1	261.4666	CYP4Z1	115.1877
CYP4Z2P	142.8179	CYP4Z2P	55.0341
CYP51A1	1530.3488	CYP51A1	1021.3311
CYP7B1	50.9018	CYP7B1	201.7918
CYR61	2189.1422	CYR61	20715.4437
CYS1	134.3953	CYS1	172.7816
CYSLTR1	143.5503	CYSLTR1	88.3106
CYSLTR2	16.1128	CYSLTR2	9.3857
CYTH1	613.3846	CYTH1	707.7645
CYTH2	2083.3104	CYTH2	1053.7543
CYTH3	920.9924	CYTH3	1334.471
CYTH4	203.2409	CYTH4	145.0512
CYTIP	138.0573	CYTIP	64.4198
CYTL1	10.6198	CYTL1	57.1672
CYTSA	2049.2539	CYTSA	1939.4198
CYTSB	341.6644	CYTSB	383.1058
CYYR1	217.1565	CYYR1	1250
D2HGDH	205.4381	D2HGDH	305.4608
D4S234E	7.324	D4S234E	260.6655
DAAM1	1926.9431	DAAM1	1026.4505
DAAM2	302.3418	DAAM2	1721.2073
DAB2IP	1713.4487	DAB2IP	1960.3242
DAB2	1081.7541	DAB2	2261.5188
DACH1	565.4124	DACH1	482.0819
DACT1	367.6646	DACT1	233.7884
removed	removed	DACT2	45.2218
DACT3	98.8739	DACT3	80.2048
DAD1	2183.6492	DAD1	1755.9727
DAG1	2897.3725	DAG1	3451.7918
DAGLA	46.5074	DAGLA	137.372
DAGLB	298.819	DAGLB	293.0887
DAK	509.0177	DAK	504.6928
DALRD3	959.8828	DALRD3	579.8379
DAP3	3065.8244	DAP3	1872.8669
DAPK1	310.9036	DAPK1	398.4642
DAPK2	162.5927	DAPK2	1379.2662
DAPK3	691.3852	DAPK3	430.0341
removed	removed	DAPL1	9.8123
DAPP1	610.0888	DAPP1	87.4573
DAP	4570.5392	DAP	2080.2048
DARC	100.7049	DARC	1046.9283
DARS2	1181.3604	DARS2	619.8805
DARS	1518.2642	DARS	2080.2048
DAXX	1967.9575	DAXX	1020.9044
DAZAP1	1391.5591	DAZAP1	1051.1945
DAZAP2	6263.4807	DAZAP2	5365.1877
