gene_id	TCGA-E9-A1ND-01A-11R-A144-07	gene_id	TCGA-E9-A1ND-11A-43R-A144-07
C6orf120	938.3611	C6orf120	818.3406
removed	removed	C6orf122	21.2248
removed	removed	C6orf123	14.0337
C6orf124	5.997	C6orf124	18.8729
C6orf125	1489.5728	C6orf125	714.0942
C6orf126	40.4796	removed	removed
C6orf127	13.4932	removed	removed
C6orf129	374.8107	C6orf129	188.7295
C6orf130	425.2852	C6orf130	435.515
C6orf132	452.7714	C6orf132	105.9789
C6orf134	344.3261	C6orf134	180.5028
C6orf136	277.3599	C6orf136	262.7695
removed	removed	C6orf138	18.8729
C6orf141	40.9793	C6orf141	45.0047
C6orf142	19.4902	C6orf142	6.291
C6orf145	483.256	C6orf145	1875.6805
C6orf147	7.911	C6orf147	5.3231
C6orf150	169.4144	C6orf150	61.4581
C6orf153	1348.8188	C6orf153	665.3923
C6orf154	7.4962	C6orf154	19.8408
C6orf155	16.4917	C6orf155	20.3247
C6orf15	78.4604	C6orf15	52.2635
C6orf162	66.9662	C6orf162	86.5736
removed	removed	C6orf163	9.6784
removed	removed	C6orf164	9.7268
C6orf165	17.0114	C6orf165	10.6463
C6orf167	245.3761	C6orf167	110.3341
C6orf168	122.9379	C6orf168	103.0753
C6orf170	28.9854	C6orf170	46.4565
C6orf174	98.95	C6orf174	44.9612
C6orf176	8.7956	removed	removed
C6orf182	118.9399	C6orf182	122.9161
removed	removed	C6orf186	5.8071
C6orf192	560.7168	C6orf192	700.7186
C6orf1	386.3049	C6orf1	440.8527
removed	removed	C6orf201	8.2315
C6orf203	197.4003	C6orf203	295.1922
C6orf204	30.4846	C6orf204	13.5498
C6orf211	429.783	C6orf211	580.2221
removed	removed	C6orf217	6.291
C6orf223	9.4952	removed	removed
C6orf225	94.952	C6orf225	236.1538
C6orf226	123.9374	C6orf226	107.4306
C6orf26	32.3287	C6orf26	46.6355
C6orf27	9.995	C6orf27	21.2926
C6orf35	233.8819	C6orf35	530.8621
C6orf47	1383.3014	C6orf47	881.7053
C6orf48	1492.2464	C6orf48	1971.497
C6orf52	10.9944	C6orf52	14.5177
C6orf57	90.4543	C6orf57	114.6894
removed	removed	C6orf59	21.2926
C6orf62	6666.9382	C6orf62	3348.0752
C6orf64	971.0096	C6orf64	516.8284
C6orf70	265.8657	C6orf70	413.2691
C6orf72	505.7446	C6orf72	755.4018
C6orf89	2548.7129	C6orf89	2924.8228
C6orf97	35.9818	C6orf97	262.7695
removed	removed	C6	301.4832
C7orf10	48.4755	C7orf10	32.9067
C7orf11	617.1883	C7orf11	360.0377
C7orf13	191.9031	C7orf13	139.3695
C7orf23	308.5792	C7orf23	371.1099
C7orf25	516.5941	C7orf25	312.1295
C7orf26	683.6548	C7orf26	737.0128
C7orf27	1364.311	C7orf27	1365.1431
C7orf28A	1201.893	C7orf28A	647.9712
C7orf28B	975.0076	C7orf28B	579.2543
C7orf29	331.3327	C7orf29	162.5977
C7orf30	432.7814	C7orf30	395.848
C7orf31	95.9515	C7orf31	142.7569
C7orf36	237.8799	C7orf36	188.7295
C7orf40	577.7083	C7orf40	355.1985
C7orf41	182.9076	C7orf41	4475.3079
C7orf42	3020.4747	C7orf42	2796.5835
C7orf43	624.6845	C7orf43	351.3272
C7orf44	566.2141	C7orf44	490.6966
C7orf46	97.4508	C7orf46	63.3937
C7orf47	259.369	C7orf47	161.1459
C7orf49	1234.8714	C7orf49	594.4301
C7orf50	1226.8804	C7orf50	975.1022
removed	removed	C7orf51	49.8439
C7orf53	12.9934	C7orf53	26.1318
C7orf55	208.8945	C7orf55	266.6409
C7orf58	135.9314	C7orf58	731.6896
C7orf59	1335.8254	C7orf59	1866.0021
C7orf60	945.5225	C7orf60	223.5718
removed	removed	C7orf61	8.7106
C7orf63	23.4881	C7orf63	113.2377
C7orf64	317.8395	C7orf64	259.382
C7orf68	588.203	C7orf68	459.2417
C7orf70	737.6275	C7orf70	388.1052
removed	removed	C7	1824.8687
C8orf30A	794.5987	C8orf30A	604.9021
C8orf31	5.997	C8orf31	9.1945
C8orf33	1437.2742	C8orf33	1062.2081
removed	removed	C8orf34	14.0337
C8orf37	52.4735	C8orf37	27.5835
C8orf38	172.9127	C8orf38	144.2087
C8orf40	251.8728	C8orf40	635.3892
C8orf41	234.2467	C8orf41	274.8433
C8orf42	185.9061	C8orf42	257.4463
C8orf44	21.5141	C8orf44	34.4746
C8orf45	18.4907	C8orf45	25.6479
removed	removed	C8orf46	48.8761
C8orf47	6.4967	C8orf47	29.0353
C8orf48	7.4962	C8orf48	36.778
C8orf4	1371.3075	C8orf4	291.3209
C8orf51	20.4897	C8orf51	27.5835
C8orf55	733.6295	C8orf55	974.6183
C8orf58	196.9006	C8orf58	426.335
C8orf59	566.0392	C8orf59	648.5132
C8orf73	198.8996	C8orf73	110.3341
C8orf76	333.8314	C8orf76	400.2032
C8orf77	6.9965	removed	removed
C8orf79	22.4886	C8orf79	226.4754
C8orf80	29.4851	C8orf80	15.0016
C8orf83	195.4013	C8orf83	406.4942
C8orf84	171.4134	C8orf84	213.4095
C8orf85	542.7259	C8orf85	169.8565
C9orf100	172.8877	C9orf100	105.1562
C9orf102	93.8776	C9orf102	52.3313
C9orf103	94.4523	C9orf103	150.0157
C9orf109	48.4755	C9orf109	56.6188
C9orf110	209.3943	C9orf110	194.0526
C9orf114	412.9615	C9orf114	553.2628
C9orf116	68.4654	C9orf116	50.8118
removed	removed	C9orf117	5.3231
C9orf119	286.8551	C9orf119	457.7899
C9orf122	20.4897	C9orf122	19.3569
C9orf123	623.1853	C9orf123	852.1861
C9orf125	7.4962	C9orf125	172.2761
C9orf129	73.1581	C9orf129	41.8205
C9orf130	277.7297	C9orf130	260.708
C9orf139	19.84	C9orf139	17.5373
C9orf140	1033.4781	C9orf140	261.3177
C9orf142	580.7067	C9orf142	416.1727
C9orf150	497.2489	C9orf150	386.6534
C9orf152	347.3246	C9orf152	150.0157
C9orf156	247.8748	C9orf156	270.0283
C9orf163	15.4922	removed	removed
C9orf167	242.8773	C9orf167	364.393
C9orf169	96.2814	removed	removed
C9orf16	730.631	C9orf16	1289.6513
C9orf172	9.4952	removed	removed
C9orf21	177.4104	C9orf21	203.731
C9orf23	503.2459	C9orf23	470.3719
removed	removed	C9orf24	13.5498
C9orf25	762.6149	C9orf25	587.4809
C9orf30	481.9816	C9orf30	230.7968
C9orf37	196.9006	C9orf37	177.1153
C9orf3	219.2943	C9orf3	454.9058
C9orf40	189.9041	C9orf40	162.1138
C9orf41	175.9112	C9orf41	42.1012
C9orf43	6.9965	C9orf43	9.6784
C9orf45	55.9717	C9orf45	124.3679
C9orf46	292.8521	C9orf46	279.7067
C9orf47	14.5477	C9orf47	12.098
C9orf5	1786.5978	C9orf5	1475.9612
C9orf64	256.8703	C9orf64	362.4574
C9orf66	5.997	C9orf66	23.7122
C9orf68	17.4912	C9orf68	32.9067
C9orf69	2028.4756	C9orf69	1160.4442
C9orf6	577.2085	C9orf6	347.4558
C9orf72	281.8577	C9orf72	241.9609
C9orf78	1254.8663	C9orf78	1272.2302
C9orf7	790.101	C9orf7	412.3013
C9orf80	298.3493	C9orf80	165.0173
C9orf82	319.3387	C9orf82	236.6377
C9orf85	191.4033	C9orf85	172.76
C9orf86	3759.6014	C9orf86	2432.1905
C9orf89	302.3473	C9orf89	322.2919
C9orf91	1365.3105	C9orf91	588.9327
C9orf93	64.9672	C9orf93	41.6173
C9orf95	270.8632	C9orf95	500.859
C9orf96	5.997	C9orf96	16.9373
C9orf98	5.997	C9orf98	25.6479
C9orf9	86.9561	C9orf9	227.9271
CA11	209.3943	CA11	302.4511
CA12	568.2131	CA12	1217.547
CA13	212.3927	CA13	69.8009
CA2	1332.8269	CA2	231.7985
removed	removed	CA3	128.607
removed	removed	CA4	955.2614
CA5BP	430.2827	CA5BP	202.7632
CA5B	228.8144	CA5B	273.1641
removed	removed	CA6	14.5177
CA8	6.4967	CA8	100.1718
CA9	626.3537	removed	removed
CAB39L	237.3801	CAB39L	1530.6443
CAB39	2208.8845	CAB39	2173.7763
CABC1	283.257	CABC1	2965.7722
CABIN1	1574.205	CABIN1	1728.0844
CABLES1	319.3387	CABLES1	976.554
CABLES2	587.2035	CABLES2	165.9851
removed	removed	CABP1	57.5867
CABP4	10.8445	CABP4	34.8424
CABP7	38.0508	CABP7	8.8945
CABYR	53.9727	CABYR	75.9757
CACHD1	522.736	CACHD1	820.2473
CACNA1A	6.4967	CACNA1A	24.1961
CACNA1B	7.996	removed	removed
CACNA1C	178.9097	CACNA1C	240.993
CACNA1D	6.9965	CACNA1D	40.6494
removed	removed	CACNA1F	9.1945
removed	removed	CACNA1G	36.778
CACNA1H	42.4785	CACNA1H	182.4385
CACNA1I	11.4942	removed	removed
CACNA2D1	66.4664	CACNA2D1	14.5177
CACNA2D2	36.4816	CACNA2D2	98.2361
removed	removed	CACNA2D3	29.5192
CACNA2D4	135.4316	CACNA2D4	153.4032
CACNB1	63.4679	CACNB1	180.9867
CACNB2	18.9904	CACNB2	41.1333
CACNB3	603.6951	CACNB3	501.3429
CACNB4	9.4952	CACNB4	64.3616
CACNG4	606.6936	CACNG4	147.5961
CACYBP	1492.2464	CACYBP	1256.2607
CADM1	428.7835	CADM1	456.8221
removed	removed	CADM2	24.68
CADM3	13.7531	CADM3	496.0149
CADM4	860.5654	CADM4	507.6339
CADPS2	2851.56	CADPS2	511.5052
CAD	1232.3776	CAD	1252.8733
CALB2	118.9399	CALB2	1586.7793
CALCOCO1	1080.4544	CALCOCO1	3151.782
CALCOCO2	2969.5004	CALCOCO2	2948.051
CALCRL	338.3291	CALCRL	391.4927
removed	removed	CALCR	20.8086
CALD1	7961.9792	CALD1	7126.231
CALHM2	408.7936	CALHM2	2066.8296
CALM1	10355.7703	CALM1	8732.851
CALM2	8444.7354	CALM2	12024.4864
CALM3	4948.0013	CALM3	11201.8195
CALML3	95.9515	CALML3	455.8542
CALML4	154.9218	CALML4	451.015
CALML5	1201.893	CALML5	152.4353
removed	removed	CALN1	6.291
CALR	26055.3421	CALR	16340.5841
CALU	7150.3891	CALU	3239.8558
CAMK1D	109.9445	CAMK1D	57.1028
removed	removed	CAMK1G	13.5498
CAMK1	278.0346	CAMK1	1031.4452
CAMK2B	23.4881	CAMK2B	111.302
CAMK2D	574.21	CAMK2D	928.1618
CAMK2G	1271.8577	CAMK2G	831.8614
CAMK2N1	614.1898	CAMK2N1	869.1234
CAMK2N2	22.9884	CAMK2N2	10.6463
CAMK4	14.4927	removed	removed
CAMKK1	116.4412	CAMKK1	539.5727
CAMKK2	1654.6644	CAMKK2	2167.4853
CAMLG	638.6775	CAMLG	1204.965
CAMSAP1L1	850.5705	CAMSAP1L1	684.7492
CAMSAP1	1226.3807	CAMSAP1	763.6284
CAMTA1	307.8445	CAMTA1	386.6534
CAMTA2	794.099	CAMTA2	1534.0318
CAND1	2723.1248	CAND1	1573.7134
CAND2	81.4589	CAND2	148.564
CANT1	1818.5816	CANT1	1409.6639
CANX	17845.9878	CANX	9696.3391
CAP1	8962.474	CAP1	8334.0995
CAP2	564.7148	CAP2	328.5828
CAPG	5339.8034	CAPG	6853.7831
CAPN10	201.3983	CAPN10	365.177
removed	removed	CAPN11	144.6926
CAPN12	48.7854	CAPN12	99.6492
removed	removed	CAPN13	78.3953
CAPN1	7596.1639	CAPN1	4485.4703
CAPN2	2474.7503	CAPN2	6397.9288
CAPN3	59.1451	CAPN3	309.5405
CAPN5	323.3367	CAPN5	524.0872
removed	removed	CAPN6	437.9491
CAPN7	754.1192	CAPN7	609.2574
removed	removed	CAPN8	124.8518
removed	removed	CAPN9	10.1624
CAPNS1	6683.6248	CAPNS1	10961.7944
CAPNS2	55.9717	removed	removed
CAPRIN1	5252.8473	CAPRIN1	3976.3846
CAPRIN2	233.8819	CAPRIN2	306.8064
CAPS2	34.9823	CAPS2	17.9051
CAPS	356.3201	CAPS	300.0315
CAPZA1	5928.5061	CAPZA1	2895.7875
CAPZA2	2749.6114	CAPZA2	2554.6227
removed	removed	CAPZA3	5.8071
CAPZB	5138.9049	CAPZB	6013.2111
CARD10	74.4624	CARD10	721.0433
CARD11	309.8435	CARD11	127.7553
CARD14	413.2913	CARD14	134.5302
CARD16	381.3074	CARD16	308.2581
CARD17	92.9531	removed	removed
CARD18	44.4775	removed	removed
CARD6	498.7481	CARD6	589.9006
CARD8	641.1762	CARD8	867.1877
CARD9	685.154	CARD9	224.0557
CARHSP1	1588.9626	CARHSP1	1796.1093
CARKD	1270.8582	CARKD	1133.8285
CARM1	946.0223	CARM1	1001.234
CARNS1	17.9909	CARNS1	38.2298
CARS2	674.0346	CARS2	976.3701
CARS	1179.4044	CARS	1195.7705
removed	removed	CASC1	16.9373
CASC2	16.4917	CASC2	32.9067
CASC3	1444.2706	CASC3	2191.1975
CASC4	1927.5266	CASC4	1840.3542
CASC5	271.363	CASC5	19.3569
CASD1	579.2075	CASD1	395.848
removed	removed	CASKIN1	6.412
CASKIN2	935.7924	CASKIN2	1426.2866
CASK	1698.6422	CASK	639.2606
CASP10	386.3049	CASP10	542.9601
removed	removed	CASP12	7.7427
CASP14	5276.3355	removed	removed
CASP1	1760.6109	CASP1	751.5304
CASP2	1422.7815	CASP2	764.5963
CASP3	1534.725	CASP3	556.51
CASP4	1723.1298	CASP4	1232.0647
CASP5	41.9788	removed	removed
CASP6	574.7098	CASP6	313.0973
CASP7	1029.4801	CASP7	652.3265
CASP8AP2	364.316	CASP8AP2	232.2824
CASP8	631.681	CASP8	441.3366
CASP9	199.3993	CASP9	300.0315
removed	removed	CASQ1	7.2588
removed	removed	CASQ2	167.9208
CASS4	33.9828	CASS4	42.5851
CAST	3609.0025	CAST	4652.9217
CASZ1	857.5669	CASZ1	403.1068
CATSPER1	12.4937	CATSPER1	24.1961
CATSPER2P1	13.5881	CATSPER2P1	26.1656
CATSPER2	23.9879	CATSPER2	60.9693
removed	removed	CATSPER3	12.098
CATSPERB	136.9308	CATSPERB	15.0016
CATSPERG	5.4972	CATSPERG	17.4212
CAT	1413.2863	CAT	6361.1508
CAV1	810.5907	CAV1	16300.4186
CAV2	1030.4796	CAV2	3636.6716
CBARA1	647.1732	CBARA1	1301.2655
CBFA2T2	763.1146	CBFA2T2	624.259
CBFA2T3	36.9813	CBFA2T3	259.382
CBFB	1217.3852	CBFB	729.27
CBLB	825.5831	CBLB	458.7578
CBLC	585.7042	CBLC	134.5302
CBLL1	1047.471	CBLL1	438.4331
removed	removed	CBLN1	53.2314
CBLN2	20.9894	CBLN2	8.7106
CBLN3	69.4649	CBLN3	135.4981
removed	removed	CBLN4	41.1333
CBL	847.572	CBL	734.1092
CBR1	1313.3368	CBR1	1483.4813
CBR3	304.3463	CBR3	732.6575
CBR4	223.8869	CBR4	407.4621
CBS	328.8339	CBS	150.4996
CBWD1	587.7032	CBWD1	661.037
CBWD2	754.1192	CBWD2	469.888
CBWD3	420.1528	CBWD3	106.4628
CBWD6	67.4659	CBWD6	268.5765
CBX1	2381.2974	CBX1	1383.0482
CBX2	1194.3968	CBX2	89.5255
CBX3	5826.5576	CBX3	2491.2289
CBX4	538.2282	CBX4	309.7099
CBX5	1797.0925	CBX5	1905.1997
CBX6	334.3312	CBX6	459.7256
CBX7	244.8763	CBX7	2079.8955
CBX8	119.9394	CBX8	125.3357
CBY1	411.2573	CBY1	773.0698
CC2D1A	1248.3696	CC2D1A	1270.7784
CC2D1B	1478.2535	CC2D1B	899.1265
CC2D2A	127.9354	CC2D2A	433.5938
CC2D2B	5.4972	CC2D2B	7.7427
CCAR1	1400.2929	CCAR1	890.4159
CCBE1	18.4907	CCBE1	40.1655
CCBL1	21.4891	CCBL1	102.1075
CCBL2	794.4388	CCBL2	700.2057
CCBP2	2578.198	CCBP2	122.9161
CCDC101	239.8789	CCDC101	476.179
CCDC102A	143.4276	CCDC102A	308.742
CCDC102B	67.9657	CCDC102B	73.5561
CCDC103	51.9738	CCDC103	73.0722
CCDC104	371.8122	CCDC104	808.6332
CCDC106	119.9394	CCDC106	402.1389
CCDC107	409.6531	CCDC107	1397.9046
CCDC109A	535.2297	CCDC109A	452.4668
CCDC109B	377.8092	CCDC109B	433.1099
CCDC110	28.4856	CCDC110	27.5835
CCDC111	137.3406	CCDC111	226.0592
CCDC112	146.9258	CCDC112	159.2102
CCDC113	48.4755	CCDC113	195.5044
CCDC114	5.4972	CCDC114	16.4533
CCDC115	1017.9859	CCDC115	1206.9007
removed	removed	CCDC116	7.7427
CCDC117	728.632	CCDC117	554.5743
CCDC11	12.9934	CCDC11	17.9051
CCDC120	783.1045	CCDC120	252.1232
CCDC121	69.9647	CCDC121	110.3341
CCDC122	63.4679	CCDC122	58.0706
CCDC123	547.7234	CCDC123	454.8864
CCDC124	971.5094	CCDC124	1329.8168
CCDC125	263.8667	CCDC125	274.8675
CCDC126	224.3867	CCDC126	137.4338
CCDC127	237.3801	CCDC127	459.7256
CCDC129	553.7204	CCDC129	15.0016
CCDC12	527.2337	CCDC12	717.172
CCDC130	376.8097	CCDC130	550.7029
CCDC132	725.6336	CCDC132	428.7546
CCDC134	130.9339	CCDC134	60.0063
CCDC136	37.9808	CCDC136	60.0063
CCDC137	717.6376	CCDC137	552.1547
CCDC138	63.4679	CCDC138	25.1639
removed	removed	CCDC13	21.2926
CCDC141	5.4972	CCDC141	26.6157
CCDC142	142.673	CCDC142	149.0479
CCDC144A	13.7281	CCDC144A	11.2173
CCDC144B	19.4902	removed	removed
CCDC146	129.4346	CCDC146	155.8228
removed	removed	CCDC147	14.0337
CCDC148	8.4957	CCDC148	7.2588
CCDC149	318.3392	CCDC149	509.5696
CCDC14	492.2514	CCDC14	591.8362
CCDC150	29.9849	CCDC150	11.1302
CCDC152	20.1748	CCDC152	390.3216
CCDC153	5.4972	CCDC153	24.1961
removed	removed	CCDC154	9.6784
CCDC157	18.5057	CCDC157	34.8714
removed	removed	CCDC158	11.6141
CCDC159	133.4326	CCDC159	251.6393
CCDC15	91.9536	CCDC15	51.7796
CCDC160	13.9929	CCDC160	19.3569
CCDC163P	37.9808	CCDC163P	14.5177
CCDC17	9.995	CCDC17	43.069
CCDC18	150.424	CCDC18	66.2973
CCDC19	13.9929	CCDC19	9.1945
CCDC21	308.844	CCDC21	212.4416
CCDC22	731.4656	CCDC22	707.3822
CCDC23	430.2827	CCDC23	481.5021
CCDC24	127.9104	CCDC24	172.76
CCDC25	813.0894	CCDC25	1003.1697
CCDC28A	215.891	CCDC28A	551.1868
CCDC28B	72.9632	CCDC28B	124.3679
CCDC30	33.9828	CCDC30	49.8439
CCDC34	179.9091	CCDC34	287.4495
removed	removed	CCDC36	34.3584
CCDC39	12.9934	CCDC39	9.9978
CCDC3	271.363	CCDC3	4569.1887
CCDC40	51.474	CCDC40	73.5561
CCDC41	139.9293	CCDC41	135.982
CCDC42B	6.6566	CCDC42B	8.8703
CCDC43	445.2751	CCDC43	317.4526
CCDC45	315.8405	CCDC45	413.2691
CCDC46	169.9142	CCDC46	301.9671
CCDC47	3185.8911	CCDC47	1919.7174
CCDC48	6.9965	CCDC48	80.8149
CCDC50	1219.3842	CCDC50	2108.4469
CCDC51	341.3276	CCDC51	320.8401
CCDC52	552.7209	CCDC52	167.9208
CCDC53	429.2832	CCDC53	595.2237
CCDC55	495.7496	CCDC55	699.2669
CCDC56	638.1777	CCDC56	1056.3527
CCDC57	307.8445	CCDC57	385.2017
CCDC58	161.4185	CCDC58	146.6283
CCDC59	330.8329	CCDC59	373.1036
CCDC61	82.4584	CCDC61	222.1201
CCDC64B	411.792	CCDC64B	232.2824
CCDC64	355.8203	CCDC64	34.3584
CCDC65	5.4972	CCDC65	6.291
CCDC66	234.5565	CCDC66	286.8059
CCDC67	8.9955	removed	removed
CCDC68	6.4967	CCDC68	52.2635
CCDC69	627.683	CCDC69	3879.6003
CCDC6	1947.5165	CCDC6	1832.1276
CCDC71	505.7446	CCDC71	591.8362
CCDC72	838.0768	CCDC72	1068.0152
CCDC73	13.5282	CCDC73	24.7429
CCDC74A	14.4927	CCDC74A	182.4385
removed	removed	CCDC74B	62.4259
CCDC75	58.9702	CCDC75	51.7796
CCDC76	172.5629	CCDC76	171.4341
CCDC77	138.4301	CCDC77	179.535
CCDC78	7.4962	CCDC78	12.582
CCDC7	22.7085	CCDC7	20.8086
CCDC80	2399.2884	CCDC80	26993.1525
removed	removed	CCDC81	13.0659
CCDC82	481.257	CCDC82	429.7225
CCDC84	118.9399	CCDC84	149.0479
CCDC85A	9.4952	CCDC85A	234.0778
CCDC85B	217.3902	CCDC85B	481.0182
CCDC85C	2769.8712	CCDC85C	450.9086
CCDC86	637.678	CCDC86	681.7295
CCDC87	7.996	CCDC87	9.6784
CCDC88A	673.1601	CCDC88A	1227.2254
CCDC88B	357.8193	CCDC88B	631.0339
CCDC88C	770.1111	CCDC88C	628.1304
CCDC89	10.4947	CCDC89	30.4871
CCDC8	62.4685	CCDC8	1477.413
CCDC90A	558.2181	CCDC90A	404.0746
CCDC90B	680.1415	CCDC90B	663.9019
CCDC91	333.8314	CCDC91	336.3256
CCDC92	1008.4907	CCDC92	1439.6671
CCDC93	664.1646	CCDC93	797.503
CCDC94	451.7719	CCDC94	511.5052
CCDC96	51.9738	CCDC96	68.233
CCDC97	1193.3973	CCDC97	1047.2066
CCDC99	248.3746	CCDC99	162.1138
CCDC9	339.3286	CCDC9	461.1774
CCHCR1	741.6255	CCHCR1	477.6307
removed	removed	CCIN	18.8729
CCKBR	16.9914	removed	removed
CCL11	64.9672	removed	removed
CCL13	127.9354	CCL13	425.8511
CCL14	5.997	CCL14	3365.6609
removed	removed	CCL16	13.0659
CCL17	15.4922	removed	removed
CCL18	382.8067	CCL18	1663.2389
CCL19	62.9682	CCL19	394.3962
CCL20	335.3307	removed	removed
CCL21	28.4856	CCL21	978.0058
CCL22	103.9475	CCL22	198.8918
CCL23	10.9944	CCL23	46.4565
removed	removed	CCL24	10.1624
CCL26	5.4972	CCL26	23.2282
CCL28	59.47	CCL28	749.5947
CCL2	1285.3509	CCL2	887.5124
CCL3L1	48.1507	CCL3L1	45.1354
CCL3	302.3473	CCL3	494.568
CCL4L2	310.3433	CCL4L2	80.8149
CCL4	534.2302	CCL4	231.3146
CCL5	2491.2419	CCL5	811.0528
CCL7	26.9864	CCL7	22.7443
CCL8	565.7143	CCL8	245.3483
CCM2	1837.0723	CCM2	1776.4766
CCNA1	126.9359	CCNA1	20.3247
CCNA2	843.3841	CCNA2	180.164
CCNB1IP1	541.7264	CCNB1IP1	673.619
CCNB1	1319.3337	CCNB1	306.8064
CCNB2	829.5811	CCNB2	155.3389
CCNB3	10.4947	CCNB3	12.582
CCNC	984.5028	CCNC	883.1571
CCND1	4120.3192	CCND1	4473.0238
CCND2	848.0717	CCND2	1664.6907
CCND3	1744.1192	CCND3	1910.5229
CCNDBP1	472.2615	CCNDBP1	1462.4114
CCNE1	407.2943	CCNE1	51.7796
CCNE2	277.7697	CCNE2	31.9727
CCNF	641.1762	CCNF	236.1538
CCNG1	2296.8401	CCNG1	1993.7574
CCNG2	1284.3514	CCNG2	1142.5391
CCNH	331.5726	CCNH	598.4708
CCNI2	9.5802	removed	removed
CCNI	3201.3833	CCNI	4234.7988
CCNJL	526.2343	CCNJL	84.6863
CCNJ	281.3579	CCNJ	135.0142
CCNK	1852.7943	CCNK	733.2478
CCNL1	1438.7734	CCNL1	1131.8929
CCNL2	1539.7224	CCNL2	2458.3222
CCNO	38.9803	CCNO	45.9726
CCNT1	98.95	CCNT1	20.3247
CCNT2	880.5553	CCNT2	397.2997
CCNYL1	368.314	CCNYL1	541.5084
CCNY	1279.3539	CCNY	2088.1221
CCPG1	1410.5527	CCPG1	1986.0001
removed	removed	CCR10	30.4871
CCR1	946.0223	CCR1	1205.9329
CCR2	218.8895	CCR2	108.3985
CCR3	12.4937	removed	removed
CCR4	46.9763	removed	removed
CCR5	972.5089	CCR5	559.4135
CCR6	68.4604	CCR6	21.4377
CCR7	143.4276	CCR7	41.1333
CCR8	49.475	removed	removed
CCRL1	108.945	CCRL1	396.8158
CCRL2	104.947	CCRL2	387.1374
CCRN4L	291.8526	CCRN4L	81.7828
CCS	355.3206	CCS	747.1751
CCT2	2817.5771	CCT2	2216.8453
CCT3	7947.4865	CCT3	4804.8586
CCT4	4480.2375	CCT4	3546.6622
CCT5	4026.9664	CCT5	3715.5508
CCT6A	6686.1235	CCT6A	2791.7443
CCT6B	49.475	CCT6B	87.5898
CCT6P1	42.4785	CCT6P1	51.2957
CCT7	5035.9568	CCT7	4323.8404
CCT8	3221.3732	CCT8	2531.8783
CD101	41.9788	CD101	24.1961
removed	removed	CD109	971.2309
CD14	8208.8545	CD14	7454.8138
CD151	6206.3658	CD151	13672.7238
CD160	8.9955	CD160	27.0996
CD163L1	82.4584	CD163L1	486.3413
CD163	6813.5592	CD163	7995.8383
CD164L2	5.4972	CD164L2	57.5867
CD164	5441.7519	CD164	8488.4706
CD177	88.9551	CD177	60.0063
CD180	404.2958	CD180	508.1178
CD19	13.4932	CD19	5.3231
removed	removed	CD1A	14.0337
removed	removed	CD1B	23.2282
CD1C	10.4947	CD1C	238.0895
CD1D	40.4796	CD1D	108.8824
CD1E	14.4927	CD1E	30.971
CD200R1	33.9828	CD200R1	83.2345
CD200	229.8839	CD200	285.5138
removed	removed	CD207	17.4212
CD209	230.8834	CD209	1553.3887
CD226	77.9606	CD226	5.8071
CD22	21.4891	CD22	244.3805
CD244	32.9833	CD244	40.1655
CD247	265.366	CD247	109.8502
CD248	758.1172	CD248	11973.1907
CD24	28696.0085	CD24	5225.8705
CD274	106.4462	CD274	7.7427
CD276	1910.5352	CD276	3644.4143
CD27	280.0936	CD27	115.304
CD28	131.4336	CD28	151.9514
CD2AP	1764.6089	CD2AP	654.7461
CD2BP2	1159.4145	CD2BP2	1875.1966
CD2	1115.9365	CD2	238.5734
CD300A	476.7592	CD300A	951.874
CD300C	86.9561	CD300C	284.062
CD300LB	11.9939	CD300LB	582.6417
CD300LF	72.9632	CD300LF	186.3099
removed	removed	CD300LG	2776.2588
CD302	337.0498	CD302	1870.8413
CD320	94.4523	CD320	1023.4944
CD33	188.9046	CD33	457.306
CD34	759.6164	CD34	7456.2656
CD36	2370.8027	CD36	35104.6481
CD37	775.1086	CD37	1221.9023
CD38	240.8784	CD38	31.9388
CD3D	293.3519	CD3D	109.3663
CD3EAP	411.4422	CD3EAP	290.4256
CD3E	779.6063	CD3E	295.6762
CD3G	102.948	CD3G	10.1624
CD40LG	58.4705	CD40LG	24.1961
CD40	648.6724	CD40	782.5014
CD44	10528.1833	CD44	8793.8252
CD46	3731.6155	CD46	3631.3484
CD47	8699.6067	CD47	2259.4304
CD48	639.1772	CD48	617.4841
CD4	4391.2824	CD4	4129.7878
CD52	550.2221	CD52	5419.9231
CD53	2435.2702	CD53	2649.4713
CD55	1031.9789	CD55	2194.101
CD58	271.363	CD58	277.2871
CD59	17288.2694	CD59	18582.1094
CD5	285.8556	CD5	80.331
CD63	9060.4245	CD63	23597.9579
CD68	5697.6227	CD68	26042.2464
CD69	150.9238	CD69	92.913
CD6	400.7976	CD6	155.3389
CD70	21.4891	CD70	46.4565
CD72	298.3493	CD72	224.0557
CD74	102452.2616	CD74	64894.868
CD79A	203.3973	CD79A	105.4949
CD79B	86.9561	CD79B	214.3773
CD7	380.8077	CD7	145.1765
CD80	103.9475	removed	removed
CD81	10448.2236	CD81	25663.3357
CD82	2794.089	CD82	1913.4264
CD83	424.2857	CD83	919.4512
CD84	293.8516	CD84	283.0942
CD86	912.0394	CD86	685.2331
CD8A	785.1035	CD8A	256.9624
CD8B	155.9213	CD8B	99.2039
CD93	1839.0713	CD93	2469.9364
CD96	400.7976	CD96	89.0416
