gene_id	TCGA-BH-A1EN-01A-11R-A13Q-07	gene_id	TCGA-BH-A1EN-11A-23R-A13Q-07
CBL	521.3998	CBL	1223.3038
CBR1	1157.3837	CBR1	701.0118
CBR3	804.3274	CBR3	284.3658
CBR4	597.6124	CBR4	525.0737
CBS	59.0623	CBS	188.7906
CBWD1	627.1404	CBWD1	391.7404
CBWD2	1031.3681	CBWD2	657.5221
CBWD3	110.0592	CBWD3	182.7198
CBWD6	194.9692	CBWD6	91.1504
CBX1	986.2775	CBX1	1447.7876
CBX2	77.7972	CBX2	121.5339
CBX3	5486.4466	CBX3	2646.6077
CBX4	233.074	CBX4	240.708
CBX5	1779.1735	CBX5	2951.3274
CBX6	785.5926	CBX6	855.1622
CBX7	463.9251	CBX7	2611.2094
CBX8	126.6982	CBX8	49.2625
CBY1	476.0043	CBY1	640.8614
CC2D1A	637.6192	CC2D1A	687.9056
CC2D1B	349.6109	CC2D1B	820.059
CC2D2A	101.9302	CC2D2A	433.0383
removed	removed	CC2D2B	6.7847
CCAR1	1274.9209	CCAR1	1092.6254
CCBE1	12.384	CCBE1	120.354
CCBL1	101.2951	CCBL1	77.5811
CCBL2	442.5643	CCBL2	673.1239
CCBP2	61.6027	CCBP2	261.9469
CCDC101	166.7082	CCDC101	329.2035
CCDC102A	69.5411	CCDC102A	185.8407
CCDC102B	63.1904	CCDC102B	142.4779
CCDC103	19.3699	CCDC103	60.767
CCDC104	1004.6948	CCDC104	714.7493
CCDC106	229.8986	CCDC106	225.9587
CCDC107	283.5659	CCDC107	722.7109
CCDC108	16.5121	removed	removed
CCDC109A	607.1354	CCDC109A	479.056
CCDC109B	177.187	CCDC109B	292.3304
CCDC110	103.5179	CCDC110	32.1534
CCDC111	107.1156	CCDC111	214.7286
CCDC112	196.2394	CCDC112	159.587
CCDC113	142.5752	CCDC113	254.8673
CCDC114	11.749	CCDC114	10.0295
CCDC115	833.2235	CCDC115	873.4513
CCDC117	1113.9284	CCDC117	818.2891
removed	removed	CCDC11	12.3894
CCDC120	644.9226	CCDC120	220.649
CCDC121	137.4946	CCDC121	200.59
CCDC122	27.9435	CCDC122	67.2566
CCDC123	446.4605	CCDC123	358.9971
CCDC124	590.6234	CCDC124	552.8024
CCDC125	1067.5676	CCDC125	351.0324
CCDC126	186.0781	CCDC126	226.2537
CCDC127	447.7306	CCDC127	361.6519
removed	removed	CCDC129	5.6047
CCDC12	272.7664	CCDC12	397.6401
CCDC130	152.4189	CCDC130	284.0708
CCDC132	1155.5261	CCDC132	531.5634
CCDC134	138.4472	CCDC134	40.413
removed	removed	CCDC136	56.6372
CCDC137	170.2011	CCDC137	291.7404
CCDC138	24.4505	CCDC138	27.1386
removed	removed	CCDC13	6.4897
removed	removed	CCDC141	24.4838
CCDC142	175.2818	CCDC142	123.7227
CCDC144A	11.0123	CCDC144A	37.0796
CCDC144B	11.1139	CCDC144B	49.7404
CCDC146	5.3982	CCDC146	152.5074
removed	removed	CCDC147	16.2242
removed	removed	CCDC148	10.9145
CCDC149	1656.9209	CCDC149	628.6136
CCDC14	224.5004	CCDC14	604.4248
removed	removed	CCDC150	5.8997
CCDC152	48.4978	CCDC152	198.8702
removed	removed	CCDC153	10.3245
CCDC157	31.5253	CCDC157	10.3245
removed	removed	CCDC158	35.6932
CCDC159	120.9825	CCDC159	142.1829
CCDC15	29.2136	CCDC15	46.0177
CCDC160	219.1022	CCDC160	23.5988
removed	removed	CCDC163P	5.6047
removed	removed	CCDC17	14.7493
CCDC18	18.7348	CCDC18	60.4838
CCDC19	6.9859	CCDC19	11.2094
CCDC21	194.9692	CCDC21	195.8702
CCDC22	641.0105	CCDC22	405.9027
CCDC23	129.2386	CCDC23	335.6932
CCDC24	140.0063	CCDC24	74.2478
CCDC25	784.3224	CCDC25	1157.5221
CCDC28A	142.8928	CCDC28A	403.5398
CCDC28B	12.0665	CCDC28B	54.2773
CCDC30	22.5453	CCDC30	70.7965
CCDC34	188.6184	CCDC34	226.8437
CCDC36	7.3034	CCDC36	61.0619
CCDC39	6.6683	CCDC39	35.3923
CCDC3	271.8138	CCDC3	3581.4159
CCDC40	45.7257	CCDC40	74.9263
CCDC41	151.7839	CCDC41	160.177
CCDC43	362.3125	CCDC43	367.5516
CCDC45	224.5004	CCDC45	413.2743
CCDC46	54.2992	CCDC46	486.4307
CCDC47	4334.4135	CCDC47	2930.6785
CCDC48	12.384	CCDC48	92.6254
CCDC50	446.4605	CCDC50	4487.3156
CCDC51	317.5395	CCDC51	251.0324
CCDC52	180.9975	CCDC52	231.8584
CCDC53	220.0548	CCDC53	446.3127
CCDC55	274.0365	CCDC55	1005.6047
CCDC56	704.6867	CCDC56	728.2419
CCDC57	172.7415	CCDC57	276.9912
CCDC58	156.8645	CCDC58	141.5929
CCDC59	268.3208	CCDC59	425.6637
CCDC61	80.9726	CCDC61	145.4277
removed	removed	CCDC62	7.3746
CCDC64B	237.837	CCDC64B	139.528
CCDC64	509.6508	CCDC64	51.3274
removed	removed	CCDC65	8.2596
CCDC66	178.8414	CCDC66	308.4779
CCDC68	7.9385	CCDC68	85.2507
CCDC69	197.192	CCDC69	4657.8171
CCDC6	3542.1526	CCDC6	2137.1681
CCDC71	312.1413	CCDC71	424.1888
CCDC72	1378.1212	CCDC72	756.3422
CCDC73	128.7654	CCDC73	37.8584
CCDC74A	37.4697	CCDC74A	88.7906
CCDC74B	5.0806	CCDC74B	35.6932
CCDC75	110.1862	CCDC75	232.4484
CCDC76	74.8536	CCDC76	244.8879
CCDC77	71.1288	CCDC77	136.5782
CCDC7	83.1953	CCDC7	31.8938
CCDC80	2246.2741	CCDC80	18419.469
removed	removed	CCDC81	6.1947
CCDC82	194.6517	CCDC82	652.8024
CCDC84	16.8296	CCDC84	99.115
CCDC85A	23.4979	CCDC85A	443.295
CCDC85B	65.0956	CCDC85B	138.3481
CCDC85C	1465.235	CCDC85C	470.9322
CCDC86	338.1732	CCDC86	491.1445
CCDC87	531.2435	CCDC87	15.0442
CCDC88A	247.0457	CCDC88A	940.708
CCDC88B	57.7922	CCDC88B	148.0826
CCDC88C	842.4322	CCDC88C	747.7876
removed	removed	CCDC89	31.5634
CCDC8	85.4181	CCDC8	750.1475
CCDC90A	665.5627	CCDC90A	321.5339
CCDC90B	362.9476	CCDC90B	685.8348
CCDC91	310.8711	CCDC91	460.177
CCDC92	423.9152	CCDC92	1215.3392
CCDC93	878.3141	CCDC93	1176.4012
CCDC94	243.5528	CCDC94	279.941
CCDC96	69.2236	CCDC96	48.3776
CCDC97	872.5984	CCDC97	825.6637
CCDC99	126.6982	CCDC99	116.2242
CCDC9	376.2842	CCDC9	330.0885
CCHCR1	149.5611	CCHCR1	296.1652
CCIN	9.5262	CCIN	11.5044
CCK	5.0806	removed	removed
CCL11	11.1139	removed	removed
removed	removed	CCL13	277.2861
CCL14	199.7291	CCL14	4057.7552
removed	removed	CCL16	9.7345
removed	removed	CCL17	8.5546
CCL18	26.9909	CCL18	60.472
removed	removed	CCL19	305.6047
removed	removed	CCL21	2732.4484
CCL22	40.01	CCL22	28.9086
removed	removed	CCL23	19.469
removed	removed	CCL28	647.4926
CCL2	64.778	CCL2	642.7729
CCL3L1	11.1139	removed	removed
CCL3	58.7448	CCL3	59.587
CCL4L2	26.9909	CCL4L2	13.8643
CCL4	44.138	CCL4	78.7611
CCL5	131.7789	CCL5	826.5487
CCL8	6.6683	CCL8	122.4189
CCM2	1004.3773	CCM2	894.3953
removed	removed	CCNA1	10.9145
CCNA2	318.889	CCNA2	57.0737
CCNB1IP1	340.7198	CCNB1IP1	578.1711
CCNB1	783.6874	CCNB1	97.9351
CCNB2	296.8994	CCNB2	18.2891
CCNB3	6.3508	CCNB3	13.8643
CCNC	1474.3357	CCNC	1058.9971
CCND1	5579.5301	CCND1	3058.0796
CCND2	227.6758	CCND2	1878.4661
CCND3	2061.4661	CCND3	1992.6254
CCNDBP1	825.6026	CCNDBP1	1374.6313
CCNE1	137.177	CCNE1	27.4336
CCNE2	201.0406	CCNE2	31.4395
CCNF	235.9318	CCNF	211.7994
CCNG1	3880.6496	CCNG1	2939.528
CCNG2	857.6741	CCNG2	2248.9676
CCNH	416.6848	CCNH	636.7286
removed	removed	CCNI2	10.4926
CCNI	5676.3352	CCNI	6414.4543
CCNJL	156.5469	CCNJL	72.5664
CCNJ	134.6367	CCNJ	195.2802
CCNK	1321.1737	CCNK	728.1829
CCNL1	428.0432	CCNL1	1014.7493
CCNL2	280.7049	CCNL2	1614.4543
removed	removed	CCNO	22.7139
CCNT1	204.1779	CCNT1	218.2891
CCNT2	741.7722	CCNT2	850.7375
CCNYL1	1201.5693	CCNYL1	713.2743
CCNY	2169.4295	CCNY	2387.3156
CCPG1	3715.9324	CCPG1	2967.7699
removed	removed	CCR10	16.5192
CCR1	125.1105	CCR1	225.6637
CCR2	14.9244	CCR2	80.531
CCR4	13.3367	CCR4	17.9941
CCR5	46.9958	CCR5	169.9115
CCR6	12.3332	CCR6	31.177
CCR7	5.0806	CCR7	80.531
CCRL1	46.6783	CCRL1	341.5929
CCRL2	350.246	CCRL2	144.2478
CCRN4L	146.7032	CCRN4L	80.826
CCS	7833.6982	CCS	535.6932
CCT2	2874.3671	CCT2	2124.7788
CCT3	10520.082	CCT3	3883.1858
CCT4	5897.6602	CCT4	3282.5959
CCT5	6456.8472	CCT5	3176.1062
CCT6A	8152.8254	CCT6A	2881.4159
CCT6B	14.6068	CCT6B	66.6667
CCT6P1	36.517	CCT6P1	50.1475
CCT7	8333.5053	CCT7	3624.1888
CCT8	5408.3319	CCT8	2543.3628
CD101	35.882	CD101	20.059
CD109	358.502	CD109	1482.8909
CD14	920.8644	CD14	1768.7316
CD151	7588.5578	CD151	8247.7876
removed	removed	CD160	20.354
CD163L1	27.3084	CD163L1	208.5546
CD163	606.8179	CD163	1207.6696
CD164L2	13.6542	CD164L2	20.649
CD164	19487.0785	CD164	11207.3746
CD180	67.9534	CD180	87.9056
removed	removed	CD19	9.4395
removed	removed	CD1C	58.7021
CD1D	21.9102	CD1D	57.8171
removed	removed	CD1E	9.7345
CD200R1	14.9244	CD200R1	51.0324
CD200	208.3059	CD200	521.8289
removed	removed	CD207	15.0442
CD209	40.9626	CD209	679.056
CD226	6.3508	CD226	24.4838
CD22	33.0241	CD22	52.5074
removed	removed	CD244	34.5133
CD247	12.384	CD247	174.3363
CD248	459.4796	CD248	3616.8142
CD24	11057.6763	CD24	4140.118
CD274	128.6035	CD274	34.5133
CD276	1962.7113	CD276	1707.6696
CD27	11.3901	CD27	61.0383
CD28	69.2236	CD28	68.7316
CD2AP	2907.7087	CD2AP	1292.6254
CD2BP2	1247.6125	CD2BP2	1450.7375
CD2	47.6309	CD2	196.4602
CD300A	120.665	CD300A	187.6106
CD300C	28.261	CD300C	25.9587
CD300LB	8.5736	CD300LB	13.8643
CD300LF	39.0574	CD300LF	15.6342
CD300LG	25.0856	CD300LG	3593.5103
CD302	881.172	CD302	3437.115
CD320	248.9509	CD320	871.3864
CD33	34.2943	CD33	87.3156
CD34	1195.536	CD34	9183.4808
CD36	780.512	CD36	44285.8407
CD37	142.2577	CD37	237.1681
removed	removed	CD38	25.9587
CD3D	11.1139	CD3D	66.0767
CD3EAP	413.3379	CD3EAP	340.8761
CD3E	50.1712	CD3E	243.6578
CD3G	6.6683	CD3G	43.6578
CD40LG	5.0806	CD40LG	44.8378
CD40	94.3092	CD40	460.472
CD44	23876.1088	CD44	7122.1239
CD46	11836.283	CD46	5313.8643
CD47	844.3374	CD47	2509.7345
CD48	57.7922	CD48	201.1799
CD4	775.4313	CD4	1211.7994
CD52	63.1904	CD52	306.7847
CD53	361.0424	CD53	550.4425
CD55	5504.8639	CD55	2033.9233
CD58	269.9085	CD58	244.2478
CD59	74839.6029	CD59	25214.7493
CD5	24.133	CD5	180.826
CD63	28770.9794	CD63	12665.4867
CD68	2768.6265	CD68	2299.115
CD69	5.7157	CD69	78.4661
CD6	38.4223	CD6	176.6962
CD70	6.0332	CD70	23.0088
CD72	45.0906	CD72	45.4277
CD74	12619.6528	CD74	34765.1917
removed	removed	CD79A	144.5428
CD79B	15.2419	CD79B	269.0265
CD7	10.1613	CD7	47.1976
CD80	7.9385	removed	removed
CD81	9379.1627	CD81	18518.5841
CD82	3201.7503	CD82	924.7788
CD83	169.8836	CD83	172.2714
CD84	147.9734	CD84	58.9971
CD86	118.1247	CD86	120.059
CD8A	50.1712	CD8A	141.2979
CD8B	10.7963	CD8B	54.2773
CD93	1888.0896	CD93	7456.6372
CD96	19.3699	CD96	120.944
CD97	649.3682	CD97	1076.4012
CD99L2	2422.826	CD99L2	2783.7758
CD99	2026.2192	CD99	4342.1829
CD9	7503.7748	CD9	3673.7463
CDADC1	95.5794	CDADC1	257.2271
CDAN1	178.1396	CDAN1	311.2094
CDA	20.6401	CDA	49.8525
CDC123	1335.2883	CDC123	889.5723
CDC14A	24.133	CDC14A	302.6549
CDC14B	247.0457	CDC14B	884.6608
removed	removed	CDC14C	8.8496
CDC16	868.4704	CDC16	1477.5811
CDC20	177.187	CDC20	23.8938
CDC23	803.3748	CDC23	727.4336
CDC25A	230.5336	CDC25A	17.9941
CDC25B	530.926	CDC25B	1030.0885
CDC25C	90.8163	removed	removed
CDC26	91.1338	CDC26	144.1947
CDC27	946.9026	CDC27	1735.9882
CDC34	593.4812	CDC34	544.5428
CDC37L1	277.847	CDC37L1	434.8083
CDC37	2724.1709	CDC37	3281.4159
CDC40	368.0282	CDC40	728.9086
CDC42BPA	2197.373	CDC42BPA	2771.9764
CDC42BPB	3338.2922	CDC42BPB	4393.2153
CDC42BPG	435.3466	CDC42BPG	296.1652
CDC42EP1	2148.1544	CDC42EP1	1320.944
CDC42EP2	67.6359	CDC42EP2	986.7257
CDC42EP3	1769.0123	CDC42EP3	981.7109
CDC42EP4	345.8005	CDC42EP4	2968.4366
CDC42EP5	29.2136	CDC42EP5	114.4543
CDC42SE1	5433.3064	CDC42SE1	2035.3805
CDC42SE2	1222.5269	CDC42SE2	1350.7375
CDC42	4095.6238	CDC42	5185.5457
CDC45	303.5677	CDC45	10.9145
CDC5L	1202.2044	CDC5L	1046.0177
CDC6	160.0399	CDC6	42.4779
CDC73	1204.7447	CDC73	1000
CDC7	57.1571	CDC7	56.0472
CDCA2	112.7265	CDCA2	5.0147
CDCA3	96.8337	CDCA3	14.7906
CDCA4	239.1072	CDCA4	170.7965
CDCA5	312.7764	CDCA5	34.5133
CDCA7L	1287.0985	CDCA7L	385.1681
CDCA7	100.0249	CDCA7	51.9174
CDCA8	236.8844	CDCA8	35.3982
CDCP1	77.4796	CDCP1	320.354
CDH11	2486.0164	CDH11	1114.7493
removed	removed	CDH12	16.5192
CDH13	257.5245	CDH13	1249.2625
removed	removed	CDH19	16.8142
CDH1	6005.3061	CDH1	3949.8525
removed	removed	CDH20	53.6873
removed	removed	CDH22	14.7493
CDH23	6.9859	CDH23	822.7139
CDH24	133.3666	CDH24	111.2094
removed	removed	CDH26	27.1386
CDH2	59.3799	CDH2	26.2537
CDH3	357.5494	CDH3	1337.4631
removed	removed	CDH4	5.8997
CDH5	952.6184	CDH5	6232.7434
CDH6	82.2427	CDH6	250.7375
removed	removed	CDH8	7.6696
removed	removed	CDHR1	7.0796
CDHR3	5.7157	CDHR3	35.0973
CDIPT	1374.3107	CDIPT	2169.0265
CDK10	202.9077	CDK10	502.3599
CDK11A	131.6677	CDK11A	403.5516
CDK11B	506.5866	CDK11B	909.7227
CDK12	799.2468	CDK12	1254.2773
CDK13	1173.6258	CDK13	1030.0885
CDK14	324.8429	CDK14	695.2802
removed	removed	CDK15	9.1445
CDK16	3239.855	CDK16	1632.7434
CDK17	580.1446	CDK17	943.9528
CDK18	83.1953	CDK18	191.4454
CDK19	339.1321	CDK19	666.2743
CDK1	701.7622	CDK1	75.5162
CDK20	126.6982	CDK20	108.8496
CDK2AP1	3325.5907	CDK2AP1	2116.8142
CDK2AP2	1164.7347	CDK2AP2	513.5693
CDK2	399.7822	CDK2	440.708
CDK3	18.0997	CDK3	116.8732
CDK4	1419.4013	CDK4	1650.7375
CDK5R1	44.138	CDK5R1	35.3982
CDK5RAP1	652.5436	CDK5RAP1	409.1445
CDK5RAP2	752.886	CDK5RAP2	1399.115
CDK5RAP3	1191.408	CDK5RAP3	1415.6342
CDK5	739.8669	CDK5	117.1091
CDK6	2928.0313	CDK6	844.5428
CDK7	525.2103	CDK7	225.3687
CDK8	374.6966	CDK8	166.3717
CDK9	745.2651	CDK9	1188.2006
CDKAL1	330.8761	CDKAL1	283.1858
CDKL1	7.9385	CDKL1	35.1032
removed	removed	CDKL2	24.1888
CDKL3	20.5766	CDKL3	31.7611
CDKL5	149.8786	CDKL5	57.2271
CDKN1A	8410.3499	CDKN1A	1330.0885
CDKN1B	426.773	CDKN1B	1825.6637
CDKN1C	65.7307	CDKN1C	1775.2212
CDKN2AIPNL	519.177	CDKN2AIPNL	266.6667
CDKN2AIP	377.8719	CDKN2AIP	579.056
CDKN2A	108.5985	CDKN2A	63.7168
CDKN2BAS	5.0806	removed	removed
CDKN2B	881.4895	CDKN2B	1235.3982
CDKN2C	267.0507	CDKN2C	2013.5693
CDKN2D	106.6933	CDKN2D	136.5782
CDKN3	292.7714	CDKN3	28.0236
removed	removed	CDNF	67.8466
CDO1	17.7822	CDO1	1423.5988
CDON	157.4996	CDON	1052.2124
removed	removed	CDR1	109.5929
CDR2L	714.7813	CDR2L	325.3687
CDR2	857.6741	CDR2	587.6106
CDRT15P	8.8911	CDRT15P	5.6047
CDRT4	151.279	CDRT4	239.8525
CDS1	1935.4029	CDS1	386.7257
CDS2	649.6857	CDS2	877.2861
CDSN	234.9792	CDSN	54.5723
CDT1	167.0258	CDT1	25.6637
CDV3	3108.3937	CDV3	5235.9882
removed	removed	CDX1	5.0147
CDYL2	245.458	CDYL2	80.531
CDYL	1102.1794	CDYL	663.1268
CEACAM19	12.384	CEACAM19	53.6873
CEACAM1	1744.5617	CEACAM1	559.587
CEACAM21	10.7963	CEACAM21	34.2183
CEACAM3	7.6209	removed	removed
CEACAM5	40695.5384	CEACAM5	592.0354
CEACAM6	113050.7126	CEACAM6	2404.7198
CEACAM7	7.3034	CEACAM7	5.6047
CEBPA	567.443	CEBPA	6749.8525
CEBPB	1005.0124	CEBPB	1215.0442
CEBPD	128.921	CEBPD	522.7139
CEBPG	1175.8486	CEBPG	1412.3894
CEBPZ	1683.5942	CEBPZ	1321.5339
CECR1	407.7207	CECR1	611.7994
CECR2	42.5503	CECR2	54.8673
CECR5	718.5918	CECR5	511.7994
CECR6	10.4788	CECR6	21.2389
removed	removed	CECR7	69.9115
CELF1	1594.048	CELF1	2080.826
CELF2	286.4206	CELF2	2854.8673
removed	removed	CELF4	7.3746
CELF5	42.5503	CELF5	24.1888
CELF6	7.9385	CELF6	73.5487
CELSR1	1761.7089	CELSR1	856.0472
CELSR2	559.5045	CELSR2	826.2537
CELSR3	107.6935	CELSR3	44.5841
removed	removed	CEL	14.4543
CEMP1	50.5967	CEMP1	136.5162
CENPA	109.5511	CENPA	15.0442
CENPBD1	194.3341	CENPBD1	323.8938
CENPB	2118.6232	CENPB	2182.3009
CENPC1	149.5611	CENPC1	426.5487
CENPE	141.3051	CENPE	53.6873
CENPF	1326.0447	CENPF	179.646
CENPH	156.2294	CENPH	68.1416
CENPI	76.8445	CENPI	9.7345
CENPJ	147.3383	CENPJ	150.7375
CENPK	84.4655	CENPK	8.2596
CENPL	228.9459	CENPL	70.7965
CENPM	270.2261	CENPM	13.2743
CENPN	416.9293	CENPN	150.1121
CENPO	240.1075	CENPO	53.9705
CENPP	55.6996	CENPP	83.3481
CENPQ	107.9634	CENPQ	112.6844
CENPT	171.7888	CENPT	462.5369
CENPV	146.0681	CENPV	135.1032
CENPW	91.7689	CENPW	79.351
CEP110	156.2294	CEP110	601.1799
CEP120	371.8387	CEP120	854.5723
CEP135	82.2427	CEP135	192.6254
CEP152	74.6218	CEP152	82.3009
CEP164	199.4148	CEP164	492.0354
CEP170	502.3474	CEP170	1086.1357
CEP192	259.7473	CEP192	673.1563
CEP250	611.2634	CEP250	685.8407
CEP290	216.1745	CEP290	532.1121
CEP350	2067.8169	CEP350	1500.885
CEP55	393.1138	CEP55	22.7139
CEP57	345.4829	CEP57	907.9646
CEP63	634.7487	CEP63	774.9115
CEP68	536.6417	CEP68	2078.4661
CEP70	243.8703	CEP70	263.1268
CEP72	55.5694	CEP72	41.0029
CEP76	96.532	CEP76	125.3687
CEP78	192.1114	CEP78	243.0678
CEP97	139.7174	CEP97	103.5398
CEPT1	495.3615	CEPT1	1096.1652
CERCAM	1589.6025	CERCAM	991.1504
CERKL	21.0402	CERKL	44.1268
CERK	1651.8402	CERK	972.2714
removed	removed	CES1	1812.3894
CES2	685.8852	CES2	1376.4012
removed	removed	CES3	21.5339
removed	removed	CES4	15.0442
removed	removed	CES8	48.6726
CETN2	1732.1777	CETN2	870.7965
CETN3	187.6658	CETN3	286.1357
removed	removed	CETN4P	6.4897
CETP	25.7207	CETP	271.3864
CFB	309.0135	CFB	1870.177
CFDP1	287.0557	CFDP1	776.6962
CFD	47.9485	CFD	3654.5723
removed	removed	CFHR1	10.9145
CFH	841.162	CFH	3554.8673
CFI	144.4804	CFI	1351.0324
CFL1	12003.6263	CFL1	9131.5634
CFL2	197.5095	CFL2	1721.2389
CFLAR	987.2302	CFLAR	1481.4159
removed	removed	CFP	117.4041
removed	removed	CFTR	13.8643
CG030	12.0665	CG030	67.8466
removed	removed	CGA	29.2035
CGGBP1	1281.2749	CGGBP1	2428.0236
CGNL1	1553.7205	CGNL1	917.9941
CGN	1196.1711	CGN	474.6313
CGREF1	2838.9869	CGREF1	194.9499
CGRRF1	224.8179	CGRRF1	253.9823
CH25H	6.6683	CH25H	54.5723
CHAC1	39.0574	CHAC1	19.764
CHAC2	265.1454	CHAC2	33.0383
CHADL	83.1953	CHADL	67.5664
removed	removed	CHAD	104.7198
CHAF1A	267.6858	CHAF1A	217.1091
CHAF1B	299.1222	CHAF1B	97.9351
CHCHD10	663.975	CHCHD10	522.1239
CHCHD1	984.0548	CHCHD1	340.413
CHCHD2	5330.8523	CHCHD2	2479.941
CHCHD3	1229.1952	CHCHD3	761.0619
CHCHD4	408.0382	CHCHD4	237.4631
CHCHD5	485.8354	CHCHD5	198.8201
CHCHD6	163.5328	CHCHD6	92.9204
CHCHD7	405.8154	CHCHD7	471.6814
CHCHD8	495.3615	CHCHD8	499.115
CHD1L	1128.5352	CHD1L	701.7699
CHD1	829.7306	CHD1	1101.4749
CHD2	1525.4595	CHD2	2838.0531
CHD3	3834.2889	CHD3	4076.9912
CHD4	6747.31	CHD4	5231.6785
removed	removed	CHD5	7.9646
CHD6	2655.9	CHD6	1677.2861
CHD7	750.3457	CHD7	648.9676
CHD8	1542.2891	CHD8	1939.823
CHD9	1374.3107	CHD9	2021.8289
CHDH	477.2618	CHDH	317.4041
CHEK1	178.4572	CHEK1	81.4159
CHEK2	144.4804	CHEK2	110.3245
CHERP	811.9166	CHERP	936.9351
CHFR	423.2801	CHFR	355.4572
CHI3L1	21.9102	CHI3L1	840.118
CHI3L2	74.9393	CHI3L2	242.4779
CHIC1	328.9709	CHIC1	381.4159
CHIC2	104.4705	CHIC2	207.9646
CHID1	1417.1786	CHID1	1161.3569
removed	removed	CHIT1	5.3097
CHKA	566.8079	CHKA	549.2625
CHKB-CPT1B	50.2824	CHKB-CPT1B	273.5103
CHKB	372.5436	CHKB	234.3068
CHL1	14.9244	CHL1	1570.7965
CHML	2357.0953	CHML	335.9882
CHMP1A	1200.2991	CHMP1A	1554.8673
CHMP1B	1480.0514	CHMP1B	1302.0649
CHMP2A	2885.1634	CHMP2A	1796.4602
CHMP2B	1515.6158	CHMP2B	1067.5516
CHMP4A	652.9595	CHMP4A	1018.1121
CHMP4B	4733.8781	CHMP4B	2805.0147
CHMP4C	397.8769	CHMP4C	239.823
CHMP5	1724.4107	CHMP5	1375.7994
CHMP6	207.0357	CHMP6	359.587
CHMP7	3085.2133	CHMP7	1097.3451
CHM	660.1645	CHM	652.2124
CHN1	88.911	CHN1	291.1504
CHN2	26.0382	CHN2	151.6224
removed	removed	CHODL	66.9617
CHORDC1	297.2169	CHORDC1	376.1062
CHPF2	2590.1693	CHPF2	819.469
CHPF	3778.7195	CHPF	860.472
CHPT1	1180.2941	CHPT1	1652.5074
CHP	7176.3916	CHP	4329.4985
CHRAC1	334.0515	CHRAC1	522.4189
CHRDL1	81.9252	CHRDL1	8020.059
CHRD	55.2519	CHRD	294.9853
CHRFAM7A	5.3982	CHRFAM7A	40.3097
CHRM1	1821.7238	CHRM1	54.8673
CHRM3	9.2086	CHRM3	15.6342
CHRNA10	6.0332	CHRNA10	7.0796
CHRNA1	8.256	removed	removed
removed	removed	CHRNA2	5.8997
CHRNA5	44.4555	CHRNA5	20.649
removed	removed	CHRNA7	8.2596
CHRNB1	100.3425	CHRNB1	188.4956
CHRNB2	21.2751	CHRNB2	19.469
removed	removed	CHRNE	15.292
CHST10	47.3134	CHST10	241.8879
CHST11	91.4514	CHST11	64.6018
CHST12	348.3408	CHST12	261.0619
CHST13	7.3034	removed	removed
CHST14	292.4538	CHST14	556.0472
CHST15	1124.0897	CHST15	1004.1298
CHST1	65.0956	CHST1	106.7847
CHST2	45.7257	CHST2	266.3717
CHST3	192.4289	CHST3	1417.1091
removed	removed	CHST5	5.6372
CHST6	48.266	CHST6	9.4395
CHST7	33.3416	CHST7	119.469
CHST8	34.9293	CHST8	19.174
removed	removed	CHST9	119.764
CHSY1	695.7289	CHSY1	1414.1593
CHSY3	78.7498	CHSY3	90.5605
CHTF18	129.2386	CHTF18	59.292
CHTF8	1997.3231	CHTF8	2348.0826
CHUK	851.9583	CHUK	602.6549
CHURC1	1630.3619	CHURC1	1769.944
CIAO1	2890.5616	CIAO1	1761.0619
CIAPIN1	776.384	CIAPIN1	650.7375
CIB1	2136.723	CIB1	1092.9204
CIB2	568.0781	CIB2	186.1357
CIC	1144.4122	CIC	1455.7522
removed	removed	CIDEA	4643.0678
CIDEB	177.3013	CIDEB	385.6726
CIDECP	91.7689	CIDECP	115.0442
CIDEC	18.7348	CIDEC	11357.8171
CIITA	81.6076	CIITA	322.7139
CILP2	123.8404	CILP2	38.0531
CILP	1128.2177	CILP	3718.8791
CINP	722.7198	CINP	418.8791
CIR1	839.5743	CIR1	1060.767
CIRBP	1472.1129	CIRBP	6624.1888
CIRH1A	675.724	CIRH1A	941.8879
CISD1	444.5552	CISD1	245.1327
CISD2	508.6982	CISD2	344.5428
CISD3	236.5066	CISD3	637.4661
CISH	329.6059	CISH	254.2773
CITED1	20.005	CITED1	35.9882
CITED2	1355.8935	CITED2	2560.472
CITED4	48.9011	CITED4	371.9764
CIT	323.8902	CIT	84.9558
CIZ1	1115.8336	CIZ1	1915.9292
CKAP2L	172.7415	CKAP2L	12.9794
CKAP2	361.995	CKAP2	243.9528
CKAP4	4671.0053	CKAP4	1503.5398
CKAP5	2567.624	CKAP5	1996.1652
CKB	191.7938	CKB	1282.8909
CKLF	188.3009	CKLF	201.4749
CKMT1A	1628.0248	CKMT1A	41.8879
CKMT1B	3563.7453	CKMT1B	228.0236
removed	removed	CKMT2	179.646
CKS1B	446.778	CKS1B	472.5664
CKS2	482.3424	CKS2	75.5162
CLASP1	1026.2875	CLASP1	1769.6165
CLASP2	650.3208	CLASP2	1172.8614
CLCA2	18.0997	CLCA2	593.2153
removed	removed	CLCA4	35.1032
CLCC1	660.1296	CLCC1	889.6991
CLCF1	202.5902	CLCF1	83.4808
removed	removed	CLCN1	7.0796
CLCN2	134.6367	CLCN2	53.9823
CLCN3	3896.2091	CLCN3	1423.3038
