gene_id	TCGA-BH-A0AU-01A-11R-A12P-07	gene_id	TCGA-BH-A0AU-11A-11R-A12P-07
CCDC25	1526.1733	CCDC25	1104.354
CCDC28A	243.231	CCDC28A	550.7627
CCDC28B	74.4585	CCDC28B	54.955
CCDC30	142.5993	CCDC30	162.4407
CCDC34	452.6173	CCDC34	400.4445
CCDC36	6.769	CCDC36	18.5877
CCDC39	44.2238	CCDC39	36.3673
CCDC3	141.2455	CCDC3	541.8365
CCDC40	425.9928	CCDC40	235.1753
CCDC41	222.4729	CCDC41	217.3957
CCDC43	1011.2816	CCDC43	421.8608
CCDC45	293.7726	CCDC45	816.2441
CCDC46	134.9278	CCDC46	195.5753
CCDC47	4256.769	CCDC47	3088.7968
CCDC48	19.8556	CCDC48	44.0449
CCDC50	1102.4368	CCDC50	2145.6713
CCDC51	310.9206	CCDC51	224.2651
CCDC52	618.6823	CCDC52	531.3668
CCDC53	407.9422	CCDC53	332.1548
CCDC55	1046.9314	CCDC55	860.693
CCDC56	1473.4116	CCDC56	698.3857
CCDC57	391.6968	CCDC57	855.0359
CCDC58	190.4332	CCDC58	134.9631
CCDC59	346.5704	CCDC59	465.0975
CCDC61	43.3213	CCDC61	158.3998
removed	removed	CCDC62	6.4653
CCDC64B	468.8628	CCDC64B	610.9708
CCDC64	339.3502	CCDC64	103.8489
CCDC65	13.0866	CCDC65	16.9714
CCDC66	181.3357	CCDC66	481.4628
CCDC68	19.8556	CCDC68	58.9959
CCDC69	362.3646	CCDC69	983.9378
CCDC6	2914.7112	CCDC6	2660.8748
CCDC71	328.0686	CCDC71	568.9464
CCDC72	590.704	CCDC72	735.8319
CCDC73	52.0217	CCDC73	55.937
CCDC74A	424.639	CCDC74A	819.8808
CCDC74B	334.3863	CCDC74B	210.9304
CCDC75	91.1552	CCDC75	110.7183
CCDC76	210.2211	CCDC76	376.038
CCDC77	150.2708	CCDC77	203.2529
CCDC78	49.1877	CCDC78	29.4979
CCDC7	15.8213	CCDC7	47.2492
CCDC80	6114.1697	CCDC80	1569.0474
removed	removed	CCDC81	8.8898
CCDC82	169.2238	CCDC82	495.8077
CCDC84	52.7978	CCDC84	139.408
CCDC85A	21.6606	CCDC85A	131.977
CCDC85B	63.6282	CCDC85B	135.7713
CCDC85C	539.0614	CCDC85C	858.4625
CCDC86	1193.1318	CCDC86	505.0611
CCDC87	81.6787	CCDC87	16.1632
CCDC88A	462.5451	CCDC88A	578.6443
CCDC88B	123.6462	CCDC88B	440.0444
CCDC88C	1493.6823	CCDC88C	1080.5132
CCDC89	11.7329	CCDC89	50.1061
CCDC8	273.917	CCDC8	1848.2675
CCDC90A	179.1516	CCDC90A	267.0977
CCDC90B	392.5993	CCDC90B	666.6774
CCDC91	635.8303	CCDC91	465.9056
CCDC92	1005.8664	CCDC92	679.2605
CCDC93	476.9856	CCDC93	1479.3413
CCDC94	144.4043	CCDC94	425.4975
CCDC96	193.1408	CCDC96	62.6326
CCDC97	1571.7509	CCDC97	1217.9008
CCDC99	351.083	CCDC99	223.0528
CCDC9	431.8592	CCDC9	422.2649
CCHCR1	256.3177	CCHCR1	558.4402
CCIN	13.0866	removed	removed
CCKBR	9.9278	removed	removed
CCL11	25.2708	removed	removed
CCL13	11.2816	CCL13	6.4653
CCL14	131.6381	CCL14	1458.2968
CCL18	21.6606	removed	removed
CCL19	192.2383	CCL19	32.7306
CCL21	120.4874	CCL21	402.0608
CCL22	152.5271	CCL22	225.4773
CCL28	31.1372	CCL28	2066.0673
CCL2	175.5415	CCL2	145.8733
CCL3L1	5.1986	removed	removed
CCL3L3	7.8881	removed	removed
CCL3	62.7256	CCL3	33.9428
CCL4L2	35.1986	CCL4L2	9.2939
CCL4	66.3357	CCL4	36.3673
CCL5	627.2563	CCL5	915.648
CCL8	39.2599	CCL8	37.1755
CCM2	1035.6498	CCM2	664.7136
CCNA1	15.343	CCNA1	16.1632
CCNA2	583.0009	CCNA2	36.1855
CCNB1IP1	165.1625	CCNB1IP1	1173.0478
CCNB1	679.1516	CCNB1	170.5223
CCNB2	223.8267	CCNB2	34.751
CCNB3	37.9061	CCNB3	15.7592
CCNC	1320.8484	CCNC	1084.1499
CCND1	17248.3213	CCND1	4180.0384
CCND2	733.3032	CCND2	1130.6193
CCND3	759.9278	CCND3	1760.1778
CCNDBP1	398.917	CCNDBP1	1228.811
CCNE1	131.769	CCNE1	8.8898
CCNE2	282.13	CCNE2	21.4446
CCNF	848.3755	CCNF	231.9426
CCNG1	897.5632	CCNG1	2765.936
CCNG2	3718.8628	CCNG2	2845.1359
CCNH	255.343	CCNH	498.3857
CCNI2	57.2022	CCNI2	15.4521
CCNI	10191.3357	CCNI	9738.3574
CCNJL	36.1011	CCNJL	107.0815
CCNJ	187.7256	CCNJ	228.3059
CCNK	797.5812	CCNK	859.6909
CCNL1	811.8231	CCNL1	1845.4389
CCNL2	1308.213	CCNL2	3489.2413
CCNO	31.5884	CCNO	85.6652
CCNT1	264.8917	CCNT1	397.2118
CCNT2	802.7978	CCNT2	1198.5049
CCNYL1	335.7401	CCNYL1	272.3507
CCNY	1051.444	CCNY	1636.1249
CCPG1	1896.0424	CCPG1	2147.3401
removed	removed	CCR10	7.6775
CCR1	186.3718	CCR1	72.7346
CCR2	121.3899	CCR2	123.6489
CCR4	102.8881	CCR4	12.5265
CCR5	254.5126	CCR5	151.1264
CCR6	41.426	CCR6	59.5333
CCR7	146.2094	CCR7	42.0244
CCR8	24.3682	removed	removed
CCRL1	55.9567	CCRL1	31.9224
CCRL2	46.4801	CCRL2	37.1755
CCRN4L	155.6859	CCRN4L	73.9469
CCS	415.6137	CCS	440.0444
CCT2	3131.3177	CCT2	2404.6873
CCT3	8423.7365	CCT3	5030.4071
CCT4	3416.9675	CCT4	4370.1384
CCT5	5565.4332	CCT5	2731.9931
CCT6A	4718.8628	CCT6A	3051.6214
CCT6B	36.5523	CCT6B	96.9795
CCT6P1	30.2347	CCT6P1	112.7387
CCT7	2634.9278	CCT7	3740.1758
CCT8	2459.8375	CCT8	3760.7839
CD101	47.3827	CD101	33.5387
CD109	699.4585	CD109	530.5586
CD14	388.5379	CD14	1089.403
CD151	8377.2563	CD151	5074.0479
CD160	26.1733	CD160	21.0122
CD163L1	29.7834	CD163L1	60.2081
CD163	655.2347	CD163	153.5509
CD164L2	5.8664	CD164L2	91.7264
CD164	6821.2996	CD164	9006.5663
CD180	104.2419	CD180	167.6937
CD19	6.3177	removed	removed
CD1A	18.5018	removed	removed
CD1B	5.8664	removed	removed
CD1C	19.4043	CD1C	27.0734
CD1D	30.6859	CD1D	42.4285
CD1E	27.5271	CD1E	10.5061
CD200R1	29.3321	CD200R1	20.6081
CD200	125	CD200	471.9669
CD207	25.2708	CD207	14.951
CD209	35.6498	CD209	80.4122
CD226	23.917	CD226	61.4203
CD22	183.213	CD22	31.5183
CD244	5.4152	CD244	21.4163
CD247	111.9134	CD247	98.5958
CD248	1444.0433	CD248	549.5505
CD24	10031.5884	CD24	17186.3825
CD274	21.2094	CD274	31.5183
CD276	3476.083	CD276	1261.9457
CD27	212.3421	CD27	84.9581
CD28	65.4332	CD28	46.8734
CD2AP	1484.657	CD2AP	1778.7655
CD2BP2	2310.9206	CD2BP2	1428.8312
CD2	314.5307	CD2	265.8854
CD300A	113.7184	CD300A	115.9713
CD300C	25.722	CD300C	14.951
CD300LB	18.9531	removed	removed
CD300LF	38.3574	CD300LF	20.2041
CD300LG	41.9675	CD300LG	983.5337
CD302	1182.2428	CD302	1518.1453
CD320	462.0939	CD320	550.3586
CD33	49.1877	CD33	37.9836
CD34	791.5162	CD34	2668.5524
CD36	1027.0758	CD36	6696.8381
CD37	356.0469	CD37	242.8528
CD38	52.3466	CD38	18.1837
CD3D	83.0325	CD3D	69.9061
CD3EAP	896.2094	CD3EAP	724.9217
CD3E	332.13	CD3E	328.9221
CD3G	50.0903	CD3G	50.5102
CD40LG	22.5632	CD40LG	34.3469
CD40	171.0289	CD40	246.4895
CD44	6008.1227	CD44	9187.5947
CD46	6274.8195	CD46	5931.1042
CD47	2709.3863	CD47	3320.3354
CD48	265.343	CD48	212.9508
CD4	1251.8051	CD4	639.6606
CD52	248.6462	CD52	166.0774
CD53	564.9819	CD53	360.0364
CD55	988.7184	CD55	949.1868
CD58	101.9856	CD58	131.3264
CD59	7075.361	CD59	17755.3288
CD5	183.6643	CD5	77.9877
CD63	9830.3249	CD63	5166.1784
CD68	2256.3177	CD68	768.1584
CD69	77.6173	CD69	67.4816
CD6	147.1119	CD6	143.4488
CD72	57.3105	CD72	54.1469
CD74	26995.9386	CD74	19901.8083
CD79A	182.3105	CD79A	107.4856
CD79B	56.8592	CD79B	96.9795
CD7	59.5668	CD7	61.4203
CD80	15.343	removed	removed
CD81	9209.8375	CD81	7839.1757
CD82	1750.9025	CD82	1974.3408
CD83	331.6787	CD83	218.2039
CD84	122.2924	CD84	45.2571
CD86	189.0794	CD86	79.604
CD8A	199.4585	CD8A	309.9303
CD8B	58.213	CD8B	124.8611
CD93	1391.6968	CD93	1880.9981
CD96	148.4657	CD96	143.8529
CD97	680.0542	CD97	427.1138
CD99L2	751.3538	CD99L2	1042.5295
CD99	1158.8448	CD99	627.1341
CD9	11514.4404	CD9	4784.7257
CDADC1	143.0505	CDADC1	258.612
CDAN1	278.8809	CDAN1	586.7259
CDA	20.3069	CDA	18.5877
CDC123	670.1625	CDC123	765.0146
CDC14A	2826.2635	CDC14A	714.4156
CDC14B	179.6029	CDC14B	838.8726
removed	removed	CDC14C	11.7184
CDC16	1674.639	CDC16	1648.6514
CDC20	396.2094	CDC20	41.2163
CDC23	499.0975	CDC23	878.0685
CDC25A	88.8989	CDC25A	17.7796
CDC25B	911.5523	CDC25B	551.5709
CDC25C	56.4125	removed	removed
CDC26	68.7861	CDC26	87.031
CDC27	2300.9928	CDC27	1274.4722
CDC34	804.1516	CDC34	556.0158
CDC37L1	272.1119	CDC37L1	446.1057
CDC37	3238.2671	CDC37	2600.2627
CDC40	577.6173	CDC40	853.0155
CDC42BPA	2873.1949	CDC42BPA	1761.7941
CDC42BPB	2810.4693	CDC42BPB	3171.2294
CDC42BPG	671.4801	CDC42BPG	1013.0316
CDC42EP1	675.0903	CDC42EP1	1544.3984
CDC42EP2	282.9422	CDC42EP2	205.2733
CDC42EP3	333.4838	CDC42EP3	769.7747
CDC42EP4	2946.2996	CDC42EP4	2882.3113
CDC42EP5	32.9422	CDC42EP5	108.2938
CDC42SE1	3772.5	CDC42SE1	2614.9146
CDC42SE2	921.9314	CDC42SE2	1628.0432
CDC42	6624.0975	CDC42	3823.0124
CDC45	406.5884	CDC45	7.6775
CDC5L	866.426	CDC5L	1216.2845
CDC6	730.5957	CDC6	42.8326
CDC73	1561.8231	CDC73	945.5501
CDC7	186.3718	CDC7	75.5632
CDCA2	284.7473	CDCA2	20.2041
CDCA3	213.7139	CDCA3	27.2634
CDCA4	194.4946	CDCA4	244.8732
CDCA5	660.6498	CDCA5	58.5918
CDCA7L	413.6913	CDCA7L	1343.1054
CDCA7	22.1119	CDCA7	184.261
CDCA8	379.0614	CDCA8	81.6244
CDCP1	435.4693	CDCP1	845.3379
CDH11	5629.9639	CDH11	749.5707
removed	removed	CDH12	18.1837
CDH13	134.4765	CDH13	436.0036
removed	removed	CDH19	8.8898
CDH1	12615.9747	CDH1	10585.7157
CDH23	189.8872	CDH23	236.7916
CDH24	97.9242	CDH24	143.8529
CDH26	6.769	CDH26	9.6979
CDH2	124.5487	CDH2	23.0326
CDH3	413.3574	CDH3	2516.6178
removed	removed	CDH4	29.0938
CDH5	635.3791	CDH5	1343.5701
CDH6	52.7978	CDH6	88.8979
removed	removed	CDH8	16.5673
removed	removed	CDHR1	27.4775
CDHR2	9.0253	removed	removed
CDHR3	13.1453	CDHR3	142.7579
CDIPT	2255.4152	CDIPT	1958.5817
CDK10	187.2744	CDK10	994.0398
CDK11A	505.352	CDK11A	551.4092
CDK11B	742.843	CDK11B	777.2098
CDK12	2322.2022	CDK12	1558.1372
CDK13	1504.5126	CDK13	1384.7863
CDK14	868.231	CDK14	690.1707
CDK15	24.3682	removed	removed
CDK16	2463.4477	CDK16	1422.3659
CDK17	1141.2455	CDK17	796.4441
CDK18	257.2202	CDK18	447.722
CDK19	680	CDK19	993.5549
CDK1	538.8087	CDK1	41.6204
CDK20	173.2852	CDK20	223.4569
CDK2AP1	1695.8484	CDK2AP1	1398.121
CDK2AP2	756.769	CDK2AP2	564.5015
CDK2	914.2599	CDK2	602.081
CDK3	58.0099	CDK3	226.7583
CDK4	2375.9025	CDK4	1825.639
CDK5R1	117.7798	CDK5R1	98.5958
CDK5RAP1	782.9422	CDK5RAP1	518.8403
CDK5RAP2	1084.8375	CDK5RAP2	2215.9814
CDK5RAP3	1823.556	CDK5RAP3	3258.1069
CDK5	504.9639	CDK5	162.0366
CDK6	625.4513	CDK6	1299.5252
CDK7	323.556	CDK7	425.4975
CDK8	249.5487	CDK8	161.6325
CDK9	830.3249	CDK9	979.4929
CDKAL1	216.6065	CDKAL1	362.4609
CDKL1	23.4657	CDKL1	12.9306
removed	removed	CDKL2	90.1101
CDKL3	31.6606	CDKL3	38.0806
CDKL5	141.2455	CDKL5	95.3632
CDKN1A	4981.9495	CDKN1A	899.0807
CDKN1B	2156.1372	CDKN1B	2207.8998
CDKN1C	71.2996	CDKN1C	595.2116
CDKN2AIPNL	189.9819	CDKN2AIPNL	271.5426
CDKN2AIP	457.5812	CDKN2AIP	714.8197
CDKN2A	75.361	CDKN2A	28.2857
CDKN2BAS	11.2816	removed	removed
CDKN2B	439.0794	CDKN2B	238.4079
CDKN2C	375.4513	CDKN2C	307.5058
CDKN2D	433.213	CDKN2D	70.3101
CDKN3	128.6101	removed	removed
CDNF	18.9531	CDNF	86.0693
CDO1	36.5523	CDO1	234.7712
CDON	278.8809	CDON	712.3952
CDR1	8.7139	CDR1	19.5212
CDR2L	695.8484	CDR2L	347.9139
CDR2	666.5162	CDR2	397.2118
CDRT15P	6.3177	CDRT15P	13.7388
CDRT4	299.1606	CDRT4	624.2812
CDS1	2571.2996	CDS1	896.2521
CDS2	891.2455	CDS2	834.0236
CDSN	305.0542	CDSN	21.8204
CDT1	79.8736	CDT1	59.3999
CDV3	8393.5018	CDV3	4589.5545
CDX1	5.4152	removed	removed
CDYL2	84.8375	CDYL2	83.2407
CDYL	457.13	CDYL	671.9871
CEACAM19	44.6751	CEACAM19	79.1999
CEACAM1	305.5054	CEACAM1	1193.2478
CEACAM21	11.2816	CEACAM21	10.102
CEACAM5	25.722	CEACAM5	9.2939
CEACAM6	180.0542	CEACAM6	240.4283
CEACAM7	5.4152	removed	removed
CEBPA	580.3249	CEBPA	543.0852
CEBPB	726.5343	CEBPB	843.3175
CEBPD	74.0072	CEBPD	382.2608
CEBPG	1628.6101	CEBPG	861.0971
CEBPZ	1572.2022	CEBPZ	1541.9739
CECR1	1314.5307	CECR1	475.1995
CECR2	56.4079	CECR2	32.7306
removed	removed	CECR4	6.0612
CECR5	407.9422	CECR5	637.2361
CECR6	6.3177	CECR6	26.6694
CECR7	35.1986	CECR7	362.4609
CELF1	2467.9603	CELF1	2441.0547
CELF2	571.7509	CELF2	752.3992
removed	removed	CELF4	20.2041
removed	removed	CELF5	146.6815
CELF6	32.8069	CELF6	170.8092
CELSR1	9557.7617	CELSR1	4149.9141
CELSR2	5328.0686	CELSR2	5036.0642
CELSR3	46.9314	CELSR3	69.0979
CEL	43.3213	CEL	23.0326
CEMP1	233.1995	CEMP1	204.655
CEND1	8.1227	removed	removed
CENPA	159.7473	CENPA	8.8898
CENPBD1	212.5451	CENPBD1	372.1588
CENPB	2054.6029	CENPB	1694.7166
CENPC1	391.6968	CENPC1	561.6729
CENPE	778.8809	CENPE	35.5591
CENPF	2973.3755	CENPF	125.6693
CENPH	127.2563	CENPH	113.5468
CENPI	95.2166	CENPI	8.0816
CENPJ	264.8917	CENPJ	241.6406
CENPK	60.4693	CENPK	21.8204
CENPL	230.1444	CENPL	94.555
CENPM	234.657	CENPM	17.7796
CENPN	143.0505	CENPN	101.9416
CENPO	210.2301	CENPO	80.3839
CENPP	86.5117	CENPP	87.4674
CENPQ	82.5812	CENPQ	122.4366
CENPT	280.2347	CENPT	813.8196
CENPV	116.426	CENPV	149.5101
CENPW	45.1264	CENPW	53.3387
CEP110	311.3718	CEP110	822.3053
CEP120	360.1083	CEP120	771.7951
CEP135	296.9314	CEP135	238.0038
CEP152	37.0036	CEP152	157.9958
CEP164	496.3899	CEP164	980.301
CEP170	881.3177	CEP170	785.938
CEP192	557.3105	CEP192	1137.4886
CEP250	4625	CEP250	884.5338
CEP290	905.5009	CEP290	680.8809
CEP350	2606.0469	CEP350	1853.1165
CEP55	624.0975	CEP55	11.7184
CEP57	488.7184	CEP57	1146.7825
CEP63	825.0812	CEP63	700.3819
CEP68	541.5162	CEP68	1785.6349
CEP70	513.0866	CEP70	336.1956
CEP72	70.8484	CEP72	98.9999
CEP76	153.8809	CEP76	161.6325
CEP78	234.2058	CEP78	296.1915
CEP97	308.6643	CEP97	162.4407
CEPT1	722.4729	CEPT1	807.7584
CERCAM	2378.6101	CERCAM	678.8565
CERKL	54.5397	CERKL	26.7785
CERK	435.9206	CERK	1019.901
CES1	89.8014	CES1	520.0525
CES2	1360.1083	CES2	1324.5782
CES3	6.769	CES3	263.865
CES8	24.8195	CES8	159.6121
CETN2	1667.87	CETN2	845.742
CETN3	175.9928	CETN3	339.0241
CFB	1530.6859	CFB	1517.325
CFDP1	313.1769	CFDP1	933.4276
CFD	248.6462	CFD	1628.8514
CFH	1148.917	CFH	595.2116
CFI	179.6029	CFI	508.7383
CFL1	17539.7112	CFL1	6460.4506
CFL2	187.7256	CFL2	455.3995
CFLAR	520.3069	CFLAR	1165.7743
removed	removed	CFLP1	9.2939
CFP	10.3791	CFP	14.5469
removed	removed	CFTR	26.2653
CG030	41.5162	CG030	142.6407
removed	removed	CGB7	19.1292
CGGBP1	2990.5235	CGGBP1	2522.6791
CGNL1	1059.1155	CGNL1	3284.3722
CGN	3926.444	CGN	1704.8187
CGREF1	292.7031	CGREF1	267.8372
CGRRF1	175.0903	CGRRF1	225.8814
CH25H	87.0939	CH25H	30.3061
CHAC1	79.4224	CHAC1	11.3143
CHAC2	41.065	CHAC2	15.3551
CHADL	44.6751	CHADL	115.9713
CHAD	54.1516	CHAD	1465.9663
CHAF1A	367.3285	CHAF1A	347.9139
CHAF1B	226.5343	CHAF1B	229.5181
CHCHD10	164.7112	CHCHD10	249.3181
CHCHD1	616.426	CHCHD1	337.4078
CHCHD2	3752.7076	CHCHD2	2437.0138
CHCHD3	804.1516	CHCHD3	543.8933
CHCHD4	405.2347	CHCHD4	228.3059
CHCHD5	268.0505	CHCHD5	212.1426
CHCHD6	174.639	CHCHD6	147.4896
CHCHD7	754.0614	CHCHD7	410.1424
CHCHD8	559.1155	CHCHD8	524.9015
CHD1L	992.7798	CHD1L	726.9421
CHD1	942.2383	CHD1	1280.9375
CHD2	2577.6173	CHD2	4364.0772
CHD3	3697.6534	CHD3	4865.1379
CHD4	10896.972	CHD4	6028.2938
removed	removed	CHD5	9.6979
CHD6	2947.2022	CHD6	3014.0418
CHD7	606.0469	CHD7	852.6114
CHD8	2559.1155	CHD8	2735.6299
CHD9	1819.9458	CHD9	2210.3243
CHDH	414.2599	CHDH	1556.5209
CHEK1	160.6498	CHEK1	79.1999
CHEK2	169.6751	CHEK2	156.7835
CHERP	1916.5794	CHERP	1517.1876
CHFR	449.4585	CHFR	362.8649
removed	removed	CHGA	11.3143
removed	removed	CHGB	12.9306
CHI3L1	363.2671	CHI3L1	1280.9375
CHI3L2	35.6498	CHI3L2	523.2852
CHIC1	446.7509	CHIC1	312.3548
CHIC2	101.9856	CHIC2	216.5875
CHID1	2194.0433	CHID1	1433.2761
CHIT1	24.8195	removed	removed
CHKA	950.361	CHKA	1432.0638
CHKB-CPT1B	195.4874	CHKB-CPT1B	753.268
CHKB	221.4892	CHKB	211.9446
CHL1	107.852	CHL1	650.1667
CHML	811.8231	CHML	551.1668
CHMP1A	942.6895	CHMP1A	1470.8556
CHMP1B	1135.3791	CHMP1B	1508.4352
CHMP2A	2208.0325	CHMP2A	1394.4843
CHMP2B	1606.0469	CHMP2B	848.9746
CHMP4A	486.8682	CHMP4A	834.0075
CHMP4B	2057.7617	CHMP4B	2612.3851
CHMP4C	1004.5126	CHMP4C	839.2767
CHMP5	1351.9856	CHMP5	1197.6482
CHMP6	318.5921	CHMP6	368.9262
CHMP7	1941.3357	CHMP7	1197.2927
CHM	1037.9061	CHM	642.8932
CHN1	272.1119	CHN1	151.5305
CHN2	90.704	CHN2	52.9346
CHODL	7.2202	CHODL	21.4163
CHORDC1	281.5884	CHORDC1	402.869
CHPF2	1784.7473	CHPF2	908.7787
CHPF	2754.0614	CHPF	1042.1255
CHPT1	5702.6173	CHPT1	2204.6671
CHP	2417.87	CHP	2179.21
CHRAC1	825.8123	CHRAC1	402.869
CHRDL1	268.9531	CHRDL1	1286.5946
CHRDL2	6.769	removed	removed
CHRD	217.9603	CHRD	107.0815
removed	removed	CHRFAM7A	41.2082
CHRM1	12.1841	CHRM1	441.6608
removed	removed	CHRM3	33.1347
removed	removed	CHRNA10	14.1428
CHRNA1	28.4296	removed	removed
CHRNA3	6.3177	removed	removed
CHRNA5	92.509	CHRNA5	33.9428
CHRNA6	9.9278	removed	removed
CHRNB1	257.2202	CHRNB1	179.008
CHRNB2	11.2816	CHRNB2	76.3714
CHRNB4	8.1227	removed	removed
CHRNE	15.6002	CHRNE	25.6834
CHST10	356.0469	CHST10	230.7304
CHST11	207.5812	CHST11	39.1959
CHST12	143.5018	CHST12	157.9958
CHST13	7.6715	CHST13	6.8694
CHST14	465.704	CHST14	544.7015
CHST15	2096.5704	CHST15	1070.0071
CHST1	67.6895	CHST1	53.7428
CHST2	86.1913	CHST2	251.3385
CHST3	284.7473	CHST3	1561.7739
removed	removed	CHST4	16.5673
removed	removed	CHST5	7.726
CHST6	56.8592	CHST6	8.4857
CHST7	22.5632	CHST7	63.0367
CHST8	662.9061	CHST8	210.5263
CHST9	10.3791	CHST9	575.8157
CHSY1	1843.8628	CHSY1	1514.9005
CHSY3	200.8123	CHSY3	36.7714
CHTF18	181.4079	CHTF18	273.9671
CHTF8	2056.3177	CHTF8	2816.4461
CHUK	650.722	CHUK	490.1505
CHURC1	859.5307	CHURC1	1317.826
CIAO1	2412.9061	CIAO1	1960.6021
CIAPIN1	960.2888	CIAPIN1	642.4891
CIB1	1640.7942	CIB1	1052.2275
CIB2	84.8375	CIB2	145.8733
CIC	1793.3213	CIC	2297.2017
CIDEA	18.5018	CIDEA	165.6733
CIDEB	118.6823	CIDEB	509.7363
CIDECP	133.1227	CIDECP	98.4059
CIDEC	54.6029	CIDEC	691.1688
CIITA	191.3357	CIITA	279.2201
CILP2	361.9134	CILP2	49.2979
CILP	11052.3466	CILP	276.7956
CINP	392.5993	CINP	398.4241
CIR1	655.2347	CIR1	1077.6846
CIRBP	2040.6137	CIRBP	9441.7618
CIRH1A	586.6426	CIRH1A	1017.4765
CISD1	276.1733	CISD1	212.9508
CISD2	810.9206	CISD2	374.1792
CISD3	1233.3935	CISD3	570.4253
CISH	824.0072	CISH	580.2606
CITED1	12.6354	CITED1	540.2566
CITED2	1523.917	CITED2	2712.5972
CITED4	171.0289	CITED4	839.6808
CIT	508.574	CIT	179.8161
CIZ1	1289.7112	CIZ1	2782.5033
CKAP2L	213.8989	CKAP2L	11.3143
CKAP2	1005.8664	CKAP2	300.2323
CKAP4	3325.361	CKAP4	1426.8108
CKAP5	5439.5307	CKAP5	2147.6917
CKB	216.6065	CKB	311.9507
CKLF	196.7509	CKLF	213.759
CKMT1A	44.6751	CKMT1A	221.4365
CKMT1B	517.148	CKMT1B	239.2161
CKMT2	11.7329	CKMT2	61.0163
CKS1B	602.8881	CKS1B	433.1751
CKS2	411.5523	CKS2	99.8081
CLASP1	1351.5343	CLASP1	1772.7043
CLASP2	4921.0289	CLASP2	1636.5289
CLCA2	5.4152	CLCA2	61.8244
removed	removed	CLCA4	221.0324
CLCC1	910.8348	CLCC1	917.5553
CLCF1	47.8339	CLCF1	84.453
removed	removed	CLCN1	6.8694
CLCN2	209.8375	CLCN2	75.1591
CLCN3	3520.3069	CLCN3	2065.6632
CLCN4	157.9422	CLCN4	161.6325
CLCN5	159.296	CLCN5	168.0978
CLCN6	254.0614	CLCN6	793.6155
CLCN7	2856.0469	CLCN7	1413.4761
CLCNKA	19.8556	CLCNKA	10.5061
removed	removed	CLCNKB	6.8694
removed	removed	CLDN10	21.0971
CLDN11	230.5957	CLDN11	1263.8368
CLDN12	1296.1191	CLDN12	1236.1976
CLDN14	8.1227	removed	removed
CLDN15	101.9856	CLDN15	175.3712
removed	removed	CLDN18	5.6571
CLDN19	6.3177	CLDN19	314.7793
CLDN1	83.4838	CLDN1	188.3018
CLDN23	75.8123	CLDN23	150.3182
CLDN2	10.8303	CLDN2	8.8898
CLDN3	312.2744	CLDN3	728.1544
CLDN4	3937.2744	CLDN4	4819.0726
CLDN5	40.6137	CLDN5	560.8647
CLDN7	1194.9458	CLDN7	1162.5417
CLDN8	80.3249	CLDN8	1128.1948
CLDND1	771.2094	CLDND1	1183.1498
removed	removed	CLDND2	6.0612
CLEC10A	45.5776	CLEC10A	37.5796
CLEC11A	206.2274	CLEC11A	126.0733
CLEC12A	6.769	removed	removed
CLEC14A	210.7401	CLEC14A	572.9872
CLEC16A	1259.9278	CLEC16A	851.3991
removed	removed	CLEC18A	13.27
CLEC1A	38.3574	CLEC1A	76.7754
CLEC2B	169.6751	CLEC2B	223.861
CLEC2D	460.2888	CLEC2D	609.7586
removed	removed	CLEC3A	9.6979
CLEC3B	69.4946	CLEC3B	371.7547
CLEC4A	31.5884	CLEC4A	37.1755
CLEC4E	6.769	removed	removed
removed	removed	CLEC4F	55.3591
removed	removed	CLEC4GP1	8.8898
removed	removed	CLEC4G	5.2531
CLEC5A	33.8448	removed	removed
CLEC7A	113.2671	CLEC7A	88.8979
CLEC9A	5.4152	CLEC9A	12.9306
CLECL1	10.3791	CLECL1	6.8694
CLGN	210.2888	CLGN	85.2611
CLIC1	3781.5884	CLIC1	3559.1474
CLIC2	421.4801	CLIC2	311.9507
CLIC3	41.5162	CLIC3	17.7796
CLIC4	5225.6318	CLIC4	3714.7187
CLIC5	177.7978	CLIC5	327.3058
CLIC6	4015.7942	CLIC6	1223.5579
CLINT1	1583.4838	CLINT1	1781.19
CLIP1	3154.7834	CLIP1	1790.0798
CLIP2	616.8773	CLIP2	486.9179
CLIP3	1425.5415	CLIP3	658.6524
CLIP4	824.9097	CLIP4	732.5993
CLK1	916.5162	CLK1	3831.4981
CLK2P	7.2202	CLK2P	23.4367
CLK2	593.8628	CLK2	861.5012
CLK3	662.4549	CLK3	1047.3785
CLK4	420.1264	CLK4	970.199
CLMN	610.1083	CLMN	2638.6504
CLN3	1439.9368	CLN3	1238.1049
CLN5	860.1083	CLN5	683.3013
CLN6	500	CLN6	608.9504
CLN8	355.5957	CLN8	450.1465
CLNS1A	897.1119	CLNS1A	1333.8721
CLOCK	891.6968	CLOCK	505.5056
CLP1	282.9422	CLP1	297.4038
CLPB	676.8953	CLPB	225.4773
CLPP	447.6534	CLPP	379.8363
CLPTM1L	3204.8736	CLPTM1L	1485.4026
CLPTM1	3897.5632	CLPTM1	2461.2587
CLPX	623.1949	CLPX	855.0359
CLRN1OS	13.0866	removed	removed
CLSPN	153.8809	removed	removed
CLSTN1	8651.6245	CLSTN1	7113.4458
CLSTN2	769.4043	CLSTN2	534.5995
CLSTN3	1977.8881	CLSTN3	1091.4234
CLTA	1103.3394	CLTA	1852.7124
